ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
45;Flevoland;Totaal particulier huishouden;131.1;28.2;18.9
46;Flevoland;Eenpersoonshuishouden;33.2;16.8;16.8
47;Flevoland;Paar zonder kinderen;36.7;30.2;22.1
48;Flevoland;Paar met kinderen;47.5;35.5;18.9
49;Flevoland;Eenoudergezin;9.6;21.0;14.3
50;Gelderland;Totaal particulier huishouden;771.2;28.4;19.3
51;Gelderland;Eenpersoonshuishouden;217.0;16.5;16.5
52;Gelderland;Paar zonder kinderen;237.0;30.0;21.9
53;Gelderland;Paar met kinderen;252.0;36.8;19.6
54;Gelderland;Eenoudergezin;40.4;23.8;16.1
55;Utrecht;Totaal particulier huishouden;466.5;30.3;21.0
56;Utrecht;Eenpersoonshuishouden;150.7;18.2;18.2
57;Utrecht;Paar zonder kinderen;134.8;33.6;24.5
58;Utrecht;Paar met kinderen;141.6;40.3;21.5
59;Utrecht;Eenoudergezin;25.9;24.4;16.6
60;Noord-Holland;Totaal particulier huishouden;1135.1;28.0;20.1
61;Noord-Holland;Eenpersoonshuishouden;431.1;17.6;17.6
62;Noord-Holland;Paar zonder kinderen;302.8;32.6;23.8
63;Noord-Holland;Paar met kinderen;286.8;39.3;21.1
64;Noord-Holland;Eenoudergezin;80.8;22.8;15.6
65;Zuid-Holland;Totaal particulier huishouden;1454.9;27.7;19.5
66;Zuid-Holland;Eenpersoonshuishouden;502.1;17.0;17.0
67;Zuid-Holland;Paar zonder kinderen;406.2;31.2;22.8
68;Zuid-Holland;Paar met kinderen;400.6;38.1;20.4
69;Zuid-Holland;Eenoudergezin;100.0;22.0;15.0
70;Zeeland;Totaal particulier huishouden;155.9;27.1;18.7
71;Zeeland;Eenpersoonshuishouden;45.6;16.3;16.3
72;Zeeland;Paar zonder kinderen;52.0;28.7;20.9
73;Zeeland;Paar met kinderen;47.1;36.0;19.1
74;Zeeland;Eenoudergezin;7.6;23.3;15.9
75;Noord-Brabant;Totaal particulier huishouden;958.4;28.8;19.5
76;Noord-Brabant;Eenpersoonshuishouden;260.2;16.7;16.7
77;Noord-Brabant;Paar zonder kinderen;305.1;30.0;21.9
78;Noord-Brabant;Paar met kinderen;314.5;37.5;20.1
79;Noord-Brabant;Eenoudergezin;49.8;23.8;16.2
80;Limburg;Totaal particulier huishouden;471.0;27.0;18.6
81;Limburg;Eenpersoonshuishouden;132.5;15.8;15.8
82;Limburg;Paar zonder kinderen;150.9;28.4;20.7
83;Limburg;Paar met kinderen;146.4;35.5;19.2
84;Limburg;Eenoudergezin;26.6;22.9;15.8
85;Oost-Groningen;Totaal particulier huishouden;65.1;23.9;16.5
86;Oost-Groningen;Eenpersoonshuishouden;18.2;14.2;14.2
87;Oost-Groningen;Paar zonder kinderen;22.2;24.8;18.1
88;Oost-Groningen;Paar met kinderen;19.8;31.6;17.1
89;Oost-Groningen;Eenoudergezin;3.4;21.3;14.6
90;Delfzijl en omgeving;Totaal particulier huishouden;21.9;25.1;17.4
91;Delfzijl en omgeving;Eenpersoonshuishouden;6.3;15.3;15.3
92;Delfzijl en omgeving;Paar zonder kinderen;7.4;26.8;19.6
93;Delfzijl en omgeving;Paar met kinderen;6.5;32.7;17.6
94;Delfzijl en omgeving;Eenoudergezin;1.2;20.6;14.0
95;Overig Groningen;Totaal particulier huishouden;153.0;24.7;17.7
96;Overig Groningen;Eenpersoonshuishouden;55.0;15.8;15.8
97;Overig Groningen;Paar zonder kinderen;46.1;28.0;20.4
98;Overig Groningen;Paar met kinderen;38.8;34.0;18.2
99;Overig Groningen;Eenoudergezin;9.6;20.9;14.5
100;Noord-Friesland;Totaal particulier huishouden;133.8;25.0;17.3
101;Noord-Friesland;Eenpersoonshuishouden;40.7;15.2;15.2
102;Noord-Friesland;Paar zonder kinderen;41.3;26.7;19.5
103;Noord-Friesland;Paar met kinderen;41.8;33.0;17.5
104;Noord-Friesland;Eenoudergezin;7.3;21.7;14.8
105;Zuidwest-Friesland;Totaal particulier huishouden;42.3;25.7;17.7
106;Zuidwest-Friesland;Eenpersoonshuishouden;12.3;15.4;15.4
107;Zuidwest-Friesland;Paar zonder kinderen;13.5;27.6;20.1
108;Zuidwest-Friesland;Paar met kinderen;13.5;33.4;17.7
109;Zuidwest-Friesland;Eenoudergezin;2.2;22.0;14.9
110;Zuidoost-Friesland;Totaal particulier huishouden;83.5;25.9;17.8
111;Zuidoost-Friesland;Eenpersoonshuishouden;24.0;15.5;15.5
112;Zuidoost-Friesland;Paar zonder kinderen;27.2;27.6;20.2
113;Zuidoost-Friesland;Paar met kinderen;26.2;34.0;18.0
114;Zuidoost-Friesland;Eenoudergezin;4.4;21.8;14.8
115;Noord-Drenthe;Totaal particulier huishouden;73.8;27.5;18.9
116;Noord-Drenthe;Eenpersoonshuishouden;20.0;16.3;16.3
117;Noord-Drenthe;Paar zonder kinderen;25.3;29.8;21.7
118;Noord-Drenthe;Paar met kinderen;23.3;34.9;18.7
119;Noord-Drenthe;Eenoudergezin;3.6;22.7;15.5
120;Zuidoost-Drenthe;Totaal particulier huishouden;69.5;25.5;17.4
121;Zuidoost-Drenthe;Eenpersoonshuishouden;17.8;15.1;15.1
122;Zuidoost-Drenthe;Paar zonder kinderen;23.8;26.2;19.1
123;Zuidoost-Drenthe;Paar met kinderen;22.4;32.5;17.5
124;Zuidoost-Drenthe;Eenoudergezin;3.4;21.9;15.0
125;Zuidwest-Drenthe;Totaal particulier huishouden;50.9;26.9;18.3
126;Zuidwest-Drenthe;Eenpersoonshuishouden;13.9;16.1;16.1
127;Zuidwest-Drenthe;Paar zonder kinderen;16.7;28.0;20.5
128;Zuidwest-Drenthe;Paar met kinderen;16.6;34.4;18.2
129;Zuidwest-Drenthe;Eenoudergezin;2.4;23.2;15.9
130;Noord-Overijssel;Totaal particulier huishouden;129.6;27.8;18.6
131;Noord-Overijssel;Eenpersoonshuishouden;35.6;16.0;16.0
132;Noord-Overijssel;Paar zonder kinderen;39.1;28.7;21.0
133;Noord-Overijssel;Paar met kinderen;45.1;36.0;18.9
134;Noord-Overijssel;Eenoudergezin;6.2;23.4;15.7
135;Zuidwest-Overijssel;Totaal particulier huishouden;57.9;27.2;18.6
136;Zuidwest-Overijssel;Eenpersoonshuishouden;16.6;16.0;16.0
137;Zuidwest-Overijssel;Paar zonder kinderen;18.1;29.3;21.4
138;Zuidwest-Overijssel;Paar met kinderen;18.6;34.8;18.5
139;Zuidwest-Overijssel;Eenoudergezin;2.8;23.2;15.8
140;Twente;Totaal particulier huishouden;239.4;26.9;18.1
141;Twente;Eenpersoonshuishouden;65.0;15.7;15.7
142;Twente;Paar zonder kinderen;74.1;27.5;20.1
143;Twente;Paar met kinderen;79.4;34.8;18.5
144;Twente;Eenoudergezin;12.2;23.3;15.7
145;Veluwe;Totaal particulier huishouden;241.8;29.6;19.8
146;Veluwe;Eenpersoonshuishouden;65.2;17.0;17.0
147;Veluwe;Paar zonder kinderen;73.8;30.9;22.6
148;Veluwe;Paar met kinderen;83.3;37.7;19.8
149;Veluwe;Eenoudergezin;11.4;25.0;16.8
150;Achterhoek;Totaal particulier huishouden;151.3;27.9;18.8
151;Achterhoek;Eenpersoonshuishouden;38.7;16.0;16.0
152;Achterhoek;Paar zonder kinderen;49.5;28.6;20.9
153;Achterhoek;Paar met kinderen;50.6;35.5;19.0
154;Achterhoek;Eenoudergezin;7.1;24.1;16.4
155;Arnhem/Nijmegen;Totaal particulier huishouden;292.0;27.2;19.0
156;Arnhem/Nijmegen;Eenpersoonshuishouden;93.4;16.4;16.4
157;Arnhem/Nijmegen;Paar zonder kinderen;87.5;29.8;21.8
158;Arnhem/Nijmegen;Paar met kinderen;85.3;36.3;19.5
159;Arnhem/Nijmegen;Eenoudergezin;17.6;22.5;15.4
160;Zuidwest-Gelderland;Totaal particulier huishouden;86.1;30.1;19.7
161;Zuidwest-Gelderland;Eenpersoonshuishouden;19.7;16.2;16.2
162;Zuidwest-Gelderland;Paar zonder kinderen;26.2;30.3;22.1
163;Zuidwest-Gelderland;Paar met kinderen;32.9;37.8;20.1
164;Zuidwest-Gelderland;Eenoudergezin;4.3;25.4;17.2
165;Utrecht;Totaal particulier huishouden;466.5;30.3;21.0
166;Utrecht;Eenpersoonshuishouden;150.7;18.2;18.2
167;Utrecht;Paar zonder kinderen;134.8;33.6;24.5
168;Utrecht;Paar met kinderen;141.6;40.3;21.5
169;Utrecht;Eenoudergezin;25.9;24.4;16.6
170;Kop van Noord-Holland;Totaal particulier huishouden;143.8;28.2;19.1
171;Kop van Noord-Holland;Eenpersoonshuishouden;39.4;16.1;16.1
172;Kop van Noord-Holland;Paar zonder kinderen;44.5;29.6;21.6
173;Kop van Noord-Holland;Paar met kinderen;48.6;37.0;19.7
174;Kop van Noord-Holland;Eenoudergezin;8.0;23.7;16.1
175;Alkmaar en omgeving;Totaal particulier huishouden;91.7;29.2;20.1
176;Alkmaar en omgeving;Eenpersoonshuishouden;27.9;17.2;17.2
177;Alkmaar en omgeving;Paar zonder kinderen;27.2;31.9;23.3
178;Alkmaar en omgeving;Paar met kinderen;28.8;38.8;20.7
179;Alkmaar en omgeving;Eenoudergezin;5.7;22.8;15.5
180;IJmond;Totaal particulier huishouden;77.4;29.4;20.3
181;IJmond;Eenpersoonshuishouden;23.1;17.8;17.8
182;IJmond;Paar zonder kinderen;23.8;31.6;23.0
183;IJmond;Paar met kinderen;24.3;38.8;20.8
184;IJmond;Eenoudergezin;4.4;23.3;15.8
185;Agglomeratie Haarlem;Totaal particulier huishouden;97.7;29.7;21.3
186;Agglomeratie Haarlem;Eenpersoonshuishouden;37.6;18.2;18.2
187;Agglomeratie Haarlem;Paar zonder kinderen;27.5;34.7;25.3
188;Agglomeratie Haarlem;Paar met kinderen;24.0;41.9;22.5
189;Agglomeratie Haarlem;Eenoudergezin;5.9;24.3;16.7
190;Zaanstreek;Totaal particulier huishouden;64.5;28.0;19.3
191;Zaanstreek;Eenpersoonshuishouden;19.2;16.6;16.6
192;Zaanstreek;Paar zonder kinderen;19.6;30.1;22.0
193;Zaanstreek;Paar met kinderen;19.4;37.5;20.2
194;Zaanstreek;Eenoudergezin;4.3;22.8;15.5
195;Groot-Amsterdam;Totaal particulier huishouden;555.8;26.5;19.7
196;Groot-Amsterdam;Eenpersoonshuishouden;248.2;17.7;17.7
197;Groot-Amsterdam;Paar zonder kinderen;129.1;33.1;24.1
198;Groot-Amsterdam;Paar met kinderen;112.6;38.7;21.0
199;Groot-Amsterdam;Eenoudergezin;46.6;22.0;15.1
200;Het Gooi en Vechtstreek;Totaal particulier huishouden;104.4;32.4;22.7
201;Het Gooi en Vechtstreek;Eenpersoonshuishouden;35.8;19.2;19.2
202;Het Gooi en Vechtstreek;Paar zonder kinderen;31.0;36.2;26.4
203;Het Gooi en Vechtstreek;Paar met kinderen;29.2;44.8;24.0
204;Het Gooi en Vechtstreek;Eenoudergezin;6.0;26.3;17.9
205;Agglomeratie Leiden en Bollenstreek;Totaal particulier huishouden;156.5;30.6;21.1
206;Agglomeratie Leiden en Bollenstreek;Eenpersoonshuishouden;50.6;18.1;18.1
207;Agglomeratie Leiden en Bollenstreek;Paar zonder kinderen;44.4;33.5;24.5
208;Agglomeratie Leiden en Bollenstreek;Paar met kinderen;49.5;40.9;21.8
209;Agglomeratie Leiden en Bollenstreek;Eenoudergezin;8.4;24.7;16.8
210;Agglomeratie 's-Gravenhage;Totaal particulier huishouden;339.9;27.2;19.9
211;Agglomeratie 's-Gravenhage;Eenpersoonshuishouden;138.4;18.0;18.0
212;Agglomeratie 's-Gravenhage;Paar zonder kinderen;85.5;32.7;23.9
213;Agglomeratie 's-Gravenhage;Paar met kinderen;76.6;38.3;20.6
214;Agglomeratie 's-Gravenhage;Eenoudergezin;26.8;21.6;14.8
215;Delft en Westland;Totaal particulier huishouden;83.6;28.8;19.8
216;Delft en Westland;Eenpersoonshuishouden;26.0;17.1;17.1
217;Delft en Westland;Paar zonder kinderen;24.6;30.6;22.3
218;Delft en Westland;Paar met kinderen;26.2;38.8;20.6
219;Delft en Westland;Eenoudergezin;4.6;24.3;16.4
220;Oost-Zuid-Holland;Totaal particulier huishouden;125.4;31.0;20.8
221;Oost-Zuid-Holland;Eenpersoonshuishouden;33.1;17.7;17.7
222;Oost-Zuid-Holland;Paar zonder kinderen;38.2;32.2;23.5
223;Oost-Zuid-Holland;Paar met kinderen;44.7;39.9;21.1
224;Oost-Zuid-Holland;Eenoudergezin;6.1;25.1;16.8
225;Groot-Rijnmond;Totaal particulier huishouden;591.2;26.3;18.6
226;Groot-Rijnmond;Eenpersoonshuishouden;208.8;16.2;16.2
227;Groot-Rijnmond;Paar zonder kinderen;165.4;30.0;21.9
228;Groot-Rijnmond;Paar met kinderen;152.0;36.7;19.7
229;Groot-Rijnmond;Eenoudergezin;45.3;20.9;14.3
230;Zuidoost-Zuid-Holland;Totaal particulier huishouden;158.2;28.1;19.1
231;Zuidoost-Zuid-Holland;Eenpersoonshuishouden;45.2;16.2;16.2
232;Zuidoost-Zuid-Holland;Paar zonder kinderen;48.1;29.8;21.7
233;Zuidoost-Zuid-Holland;Paar met kinderen;51.6;37.2;19.7
234;Zuidoost-Zuid-Holland;Eenoudergezin;8.9;22.5;15.3
235;Zeeuwsch-Vlaanderen;Totaal particulier huishouden;45.8;27.2;18.9
236;Zeeuwsch-Vlaanderen;Eenpersoonshuishouden;13.2;16.2;16.2
237;Zeeuwsch-Vlaanderen;Paar zonder kinderen;15.7;28.2;20.6
238;Zeeuwsch-Vlaanderen;Paar met kinderen;13.4;36.9;20.0
239;Zeeuwsch-Vlaanderen;Eenoudergezin;2.3;22.4;15.6
240;Overig Zeeland;Totaal particulier huishouden;110.1;27.1;18.7
241;Overig Zeeland;Eenpersoonshuishouden;32.4;16.3;16.3
242;Overig Zeeland;Paar zonder kinderen;36.3;28.9;21.1
243;Overig Zeeland;Paar met kinderen;33.7;35.6;18.8
244;Overig Zeeland;Eenoudergezin;5.4;23.6;16.0
245;West-Noord-Brabant;Totaal particulier huishouden;245.7;28.3;19.4
246;West-Noord-Brabant;Eenpersoonshuishouden;66.9;16.5;16.5
247;West-Noord-Brabant;Paar zonder kinderen;81.3;29.5;21.5
248;West-Noord-Brabant;Paar met kinderen;77.4;37.2;20.0
249;West-Noord-Brabant;Eenoudergezin;12.7;23.4;16.0
250;Midden-Noord-Brabant;Totaal particulier huishouden;177.0;28.3;19.1
251;Midden-Noord-Brabant;Eenpersoonshuishouden;48.1;16.1;16.1
252;Midden-Noord-Brabant;Paar zonder kinderen;55.5;29.2;21.3
253;Midden-Noord-Brabant;Paar met kinderen;58.5;37.5;20.0
254;Midden-Noord-Brabant;Eenoudergezin;9.9;23.0;15.6
255;Noordoost-Noord-Brabant;Totaal particulier huishouden;243.9;29.6;19.8
256;Noordoost-Noord-Brabant;Eenpersoonshuishouden;63.1;16.9;16.9
257;Noordoost-Noord-Brabant;Paar zonder kinderen;74.9;30.5;22.3
258;Noordoost-Noord-Brabant;Paar met kinderen;85.6;37.8;20.1
259;Noordoost-Noord-Brabant;Eenoudergezin;12.3;24.6;16.7
260;Zuidoost-Noord-Brabant;Totaal particulier huishouden;291.8;28.8;19.7
261;Zuidoost-Noord-Brabant;Eenpersoonshuishouden;82.1;17.1;17.1
262;Zuidoost-Noord-Brabant;Paar zonder kinderen;93.3;30.4;22.2
263;Zuidoost-Noord-Brabant;Paar met kinderen;92.9;37.6;20.1
264;Zuidoost-Noord-Brabant;Eenoudergezin;14.9;23.9;16.3
265;Noord-Limburg;Totaal particulier huishouden;108.4;28.3;19.0
266;Noord-Limburg;Eenpersoonshuishouden;27.1;15.9;15.9
267;Noord-Limburg;Paar zonder kinderen;34.5;29.1;21.3
268;Noord-Limburg;Paar met kinderen;38.1;36.1;19.3
269;Noord-Limburg;Eenoudergezin;5.4;25.0;17.0
270;Midden-Limburg;Totaal particulier huishouden;88.9;28.0;19.0
271;Midden-Limburg;Eenpersoonshuishouden;22.9;16.1;16.1
272;Midden-Limburg;Paar zonder kinderen;28.7;28.8;21.0
273;Midden-Limburg;Paar met kinderen;29.7;36.1;19.5
274;Midden-Limburg;Eenoudergezin;4.7;23.9;16.3
275;Zuid-Limburg;Totaal particulier huishouden;273.7;26.2;18.3
276;Zuid-Limburg;Eenpersoonshuishouden;82.5;15.7;15.7
277;Zuid-Limburg;Paar zonder kinderen;87.7;27.9;20.4
278;Zuid-Limburg;Paar met kinderen;78.5;35.1;19.1
279;Zuid-Limburg;Eenoudergezin;16.5;21.9;15.2
280;Flevoland;Totaal particulier huishouden;131.1;28.2;18.9
281;Flevoland;Eenpersoonshuishouden;33.2;16.8;16.8
282;Flevoland;Paar zonder kinderen;36.7;30.2;22.1
283;Flevoland;Paar met kinderen;47.5;35.5;18.9
284;Flevoland;Eenoudergezin;9.6;21.0;14.3
285;Groningen;Totaal particulier huishouden;86.6;23.6;17.8
286;Groningen;Eenpersoonshuishouden;37.7;16.0;16.0
287;Groningen;Paar zonder kinderen;24.7;28.6;20.9
288;Groningen;Paar met kinderen;15.8;34.5;18.7
289;Groningen;Eenoudergezin;6.1;20.3;14.1
290;Leeuwarden;Totaal particulier huishouden;40.4;23.2;17.1
291;Leeuwarden;Eenpersoonshuishouden;16.0;15.4;15.4
292;Leeuwarden;Paar zonder kinderen;11.9;27.2;19.8
293;Leeuwarden;Paar met kinderen;8.6;32.7;17.6
294;Leeuwarden;Eenoudergezin;2.9;19.7;13.5
295;Zwolle;Totaal particulier huishouden;45.7;27.3;19.3
296;Zwolle;Eenpersoonshuishouden;15.6;16.8;16.8
297;Zwolle;Paar zonder kinderen;13.8;30.8;22.5
298;Zwolle;Paar met kinderen;12.5;37.3;19.9
299;Zwolle;Eenoudergezin;2.6;20.6;14.1
300;Enschede;Totaal particulier huishouden;62.9;23.9;17.0
301;Enschede;Eenpersoonshuishouden;21.1;15.2;15.2
302;Enschede;Paar zonder kinderen;19.3;26.2;19.1
303;Enschede;Paar met kinderen;16.6;32.4;17.5
304;Enschede;Eenoudergezin;3.8;19.8;13.5
305;Apeldoorn;Totaal particulier huishouden;63.8;28.4;19.7
306;Apeldoorn;Eenpersoonshuishouden;19.6;17.2;17.2
307;Apeldoorn;Paar zonder kinderen;20.0;30.7;22.4
308;Apeldoorn;Paar met kinderen;19.0;37.1;19.8
309;Apeldoorn;Eenoudergezin;3.3;23.7;16.1
310;Arnhem;Totaal particulier huishouden;64.7;24.6;18.1
311;Arnhem;Eenpersoonshuishouden;26.2;15.9;15.9
312;Arnhem;Paar zonder kinderen;17.7;30.1;21.9
313;Arnhem;Paar met kinderen;14.1;34.3;18.6
314;Arnhem;Eenoudergezin;4.5;20.4;14.0
315;Nijmegen;Totaal particulier huishouden;68.5;24.6;18.1
316;Nijmegen;Eenpersoonshuishouden;28.5;15.9;15.9
317;Nijmegen;Paar zonder kinderen;18.5;29.3;21.4
318;Nijmegen;Paar met kinderen;14.8;35.5;19.2
319;Nijmegen;Eenoudergezin;4.9;21.5;14.7
320;Amersfoort;Totaal particulier huishouden;65.7;30.1;20.9
321;Amersfoort;Eenpersoonshuishouden;21.1;18.1;18.1
322;Amersfoort;Paar zonder kinderen;18.6;33.8;24.6
323;Amersfoort;Paar met kinderen;20.4;39.7;21.2
324;Amersfoort;Eenoudergezin;3.8;23.1;15.7
325;Utrecht;Totaal particulier huishouden;170.5;27.9;20.1
326;Utrecht;Eenpersoonshuishouden;65.3;17.7;17.7
327;Utrecht;Paar zonder kinderen;46.4;32.5;23.7
328;Utrecht;Paar met kinderen;42.2;38.7;20.9
329;Utrecht;Eenoudergezin;10.6;22.8;15.5
330;Amsterdam;Totaal particulier huishouden;491.4;25.3;19.2
331;Amsterdam;Eenpersoonshuishouden;232.9;17.5;17.5
332;Amsterdam;Paar zonder kinderen;109.7;32.4;23.6
333;Amsterdam;Paar met kinderen;87.1;37.3;20.3
334;Amsterdam;Eenoudergezin;43.8;21.5;14.8
335;Haarlem;Totaal particulier huishouden;85.4;29.6;21.2
336;Haarlem;Eenpersoonshuishouden;33.3;18.2;18.2
337;Haarlem;Paar zonder kinderen;23.7;34.5;25.2
338;Haarlem;Paar met kinderen;20.8;42.1;22.6
339;Haarlem;Eenoudergezin;5.2;24.3;16.6
340;Leiden;Totaal particulier huishouden;104.5;29.8;20.9
341;Leiden;Eenpersoonshuishouden;36.7;18.2;18.2
342;Leiden;Paar zonder kinderen;29.0;33.5;24.4
343;Leiden;Paar met kinderen;30.7;40.6;21.6
344;Leiden;Eenoudergezin;5.8;24.5;16.6
345;'s-Gravenhage;Totaal particulier huishouden;288.9;26.5;19.6
346;'s-Gravenhage;Eenpersoonshuishouden;125.0;18.0;18.0
347;'s-Gravenhage;Paar zonder kinderen;71.0;32.5;23.7
348;'s-Gravenhage;Paar met kinderen;58.5;37.5;20.3
349;'s-Gravenhage;Eenoudergezin;23.0;21.4;14.6
350;Rotterdam;Totaal particulier huishouden;453.8;24.8;18.0
351;Rotterdam;Eenpersoonshuishouden;176.8;16.0;16.0
352;Rotterdam;Paar zonder kinderen;119.4;29.3;21.4
353;Rotterdam;Paar met kinderen;102.4;35.5;19.2
354;Rotterdam;Eenoudergezin;38.6;20.1;13.7
355;Dordrecht;Totaal particulier huishouden;100.6;27.3;18.8
356;Dordrecht;Eenpersoonshuishouden;30.6;16.0;16.0
357;Dordrecht;Paar zonder kinderen;30.4;29.6;21.6
358;Dordrecht;Paar met kinderen;30.5;36.9;19.7
359;Dordrecht;Eenoudergezin;6.2;21.2;14.5
360;Breda;Totaal particulier huishouden;69.9;27.7;19.6
361;Breda;Eenpersoonshuishouden;23.3;17.1;17.1
362;Breda;Paar zonder kinderen;21.8;30.8;22.5
363;Breda;Paar met kinderen;18.5;37.7;20.3
364;Breda;Eenoudergezin;4.2;22.2;15.2
365;Tilburg;Totaal particulier huishouden;90.6;26.6;18.5
366;Tilburg;Eenpersoonshuishouden;28.7;16.0;16.0
367;Tilburg;Paar zonder kinderen;27.7;28.8;21.0
368;Tilburg;Paar met kinderen;25.8;36.4;19.5
369;Tilburg;Eenoudergezin;5.8;21.0;14.3
370;'s-Hertogenbosch;Totaal particulier huishouden;67.1;28.5;20.1
371;'s-Hertogenbosch;Eenpersoonshuishouden;22.7;17.4;17.4
372;'s-Hertogenbosch;Paar zonder kinderen;19.4;32.4;23.7
373;'s-Hertogenbosch;Paar met kinderen;18.9;38.2;20.5
374;'s-Hertogenbosch;Eenoudergezin;4.0;22.5;15.4
375;Eindhoven;Totaal particulier huishouden;133.0;27.5;19.6
376;Eindhoven;Eenpersoonshuishouden;45.1;17.3;17.3
377;Eindhoven;Paar zonder kinderen;42.2;30.7;22.4
378;Eindhoven;Paar met kinderen;34.5;36.9;19.8
379;Eindhoven;Eenoudergezin;7.4;23.0;15.7
380;Geleen/Sittard;Totaal particulier huishouden;59.2;27.2;18.7
381;Geleen/Sittard;Eenpersoonshuishouden;16.2;15.9;15.9
382;Geleen/Sittard;Paar zonder kinderen;19.4;28.6;20.9
383;Geleen/Sittard;Paar met kinderen;18.2;35.7;19.4
384;Geleen/Sittard;Eenoudergezin;3.5;22.4;15.4
385;Heerlen;Totaal particulier huishouden;96.0;24.2;17.2
386;Heerlen;Eenpersoonshuishouden;31.8;15.2;15.2
387;Heerlen;Paar zonder kinderen;29.9;26.3;19.2
388;Heerlen;Paar met kinderen;25.2;32.9;18.0
389;Heerlen;Eenoudergezin;6.2;21.0;14.6
390;Maastricht;Totaal particulier huishouden;52.2;25.1;18.1
391;Maastricht;Eenpersoonshuishouden;18.8;15.8;15.8
392;Maastricht;Paar zonder kinderen;15.7;28.2;20.6
393;Maastricht;Paar met kinderen;12.5;35.0;19.1
394;Maastricht;Eenoudergezin;3.6;21.3;14.7
395;Groningen;Totaal particulier huishouden;142.3;25.5;18.3
396;Groningen;Eenpersoonshuishouden;51.3;16.1;16.1
397;Groningen;Paar zonder kinderen;43.7;29.3;21.4
398;Groningen;Paar met kinderen;35.5;34.9;18.7
399;Groningen;Eenoudergezin;8.8;21.3;14.8
400;Leeuwarden;Totaal particulier huishouden;66.3;24.7;17.5
401;Leeuwarden;Eenpersoonshuishouden;22.2;15.5;15.5
402;Leeuwarden;Paar zonder kinderen;20.6;27.5;20.1
403;Leeuwarden;Paar met kinderen;18.1;33.4;17.8
404;Leeuwarden;Eenoudergezin;4.0;20.4;14.0
405;Zwolle;Totaal particulier huishouden;66.4;28.1;19.4
406;Zwolle;Eenpersoonshuishouden;20.0;16.7;16.7
407;Zwolle;Paar zonder kinderen;20.8;30.5;22.2
408;Zwolle;Paar met kinderen;20.5;37.1;19.7
