ID;Geslacht;Leeftijd;Diagnose;RegioS;Perioden;AantalPatienten_1;AantalPatientenPer100000Inwoners_2;AantalPatienten_3;AantalPatientenPer100000Inwoners_4
14;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;West-Nederland (LD);2010;4927955.0;63150.0;4322135;55387
15;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;West-Nederland (LD);2011;;;4541445;57813
16;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zuid-Nederland (LD);2008;2102140.0;59168.0;1813120;51033
17;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zuid-Nederland (LD);2009;2113020.0;59321.0;1883840;52887
18;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zuid-Nederland (LD);2010;2212840.0;61952.0;1933920;54143
19;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zuid-Nederland (LD);2011;;;2064820;57647
20;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Groningen (PV);2008;328860.0;57315.0;272825;47549
21;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Groningen (PV);2009;342580.0;59540.0;280120;48685
22;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Groningen (PV);2010;331365.0;57344.0;287935;49829
23;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Groningen (PV);2011;;;299280;51604
24;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Friesland (PV);2008;346975.0;53878.0;313095;48618
25;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Friesland (PV);2009;351570.0;54460.0;309435;47933
26;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Friesland (PV);2010;363080.0;56136.0;322625;49880
27;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Friesland (PV);2011;;;353835;54668
28;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Drenthe (PV);2008;273960.0;56022.0;244745;50048
29;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Drenthe (PV);2009;279865.0;57063.0;251555;51290
30;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Drenthe (PV);2010;287625.0;58556.0;258790;52685
31;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Drenthe (PV);2011;;;267980;54566
32;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Overijssel (PV);2008;572420.0;50985.0;513330;45722
33;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Overijssel (PV);2009;589190.0;52238.0;526955;46721
34;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Overijssel (PV);2010;601405.0;53108.0;539000;47598
35;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Overijssel (PV);2011;;;570040;50177
36;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Flevoland (PV);2008;217595.0;57102.0;189960;49849
37;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Flevoland (PV);2009;244065.0;63284.0;204645;53062
38;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Flevoland (PV);2010;256525.0;65788.0;220970;56670
39;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Flevoland (PV);2011;;;232075;58940
40;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Gelderland (PV);2008;1161775.0;58455.0;999830;50307
41;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Gelderland (PV);2009;1128630.0;56573.0;992965;49773
42;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Gelderland (PV);2010;1153520.0;57624.0;1013670;50638
43;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Gelderland (PV);2011;;;1056520;52623
44;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Utrecht (PV);2008;707030.0;58621.0;625330;51847
45;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Utrecht (PV);2009;700185.0;57586.0;621035;51077
46;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Utrecht (PV);2010;744780.0;60806.0;635780;51907
47;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Utrecht (PV);2011;;;673325;54611
48;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Noord-Holland (PV);2008;1619705.0;61438.0;1409550;53467
49;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Noord-Holland (PV);2009;1774915.0;66782.0;1476675;55561
50;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Noord-Holland (PV);2010;1739640.0;64905.0;1525430;56913
51;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Noord-Holland (PV);2011;;;1607875;59536
52;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zuid-Holland (PV);2008;2074995.0;59772.0;1845290;53155
53;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zuid-Holland (PV);2009;2167940.0;62055.0;1944870;55670
54;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zuid-Holland (PV);2010;2249555.0;63963.0;1981410;56339
55;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zuid-Holland (PV);2011;;;2072125;58529
56;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zeeland (PV);2008;195775.0;51413.0;178700;46930
57;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zeeland (PV);2009;213760.0;56076.0;187670;49232
58;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zeeland (PV);2010;196910.0;51619.0;180860;47411
59;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Zeeland (PV);2011;;;189365;49641
60;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Noord-Brabant (PV);2008;1412720.0;58144.0;1232500;50727
61;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Noord-Brabant (PV);2009;1430575.0;58646.0;1280565;52496
62;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Noord-Brabant (PV);2010;1526185.0;62314.0;1321120;53941
63;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Noord-Brabant (PV);2011;;;1415905;57582
64;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Limburg (PV);2008;690845.0;61510.0;581300;51756
65;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Limburg (PV);2009;683770.0;60907.0;603950;53797
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Limburg (PV);2010;687240.0;61215.0;613025;54604
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Limburg (PV);2011;;;649170;57814
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Amsterdam (GG);2008;606355.0;65710.0;530600;57500
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Amsterdam (GG);2009;640460.0;68437.0;548960;58660
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Amsterdam (GG);2010;647305.0;68093.0;564040;59334
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Amsterdam (GG);2011;;;594935;61703
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Brabant-Zuidoost (GG);2008;454885.0;62202.0;378430;51747
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Brabant-Zuidoost (GG);2009;435820.0;59380.0;392250;53444
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Brabant-Zuidoost (GG);2010;446830.0;60627.0;400285;54312
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Brabant-Zuidoost (GG);2011;;;423820;57225
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Den Haag (GG);2008;322750.0;67412.0;285005;59528
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Den Haag (GG);2009;341580.0;70398.0;309310;63748
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Den Haag (GG);2010;337405.0;68604.0;303200;61648
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Den Haag (GG);2011;;;311685;62516
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Drenthe (GG);2008;273960.0;56022.0;244745;50048
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Drenthe (GG);2009;279865.0;57063.0;251555;51290
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Drenthe (GG);2010;287625.0;58556.0;258790;52685
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Drenthe (GG);2011;;;267980;54566
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Flevoland (GG);2008;217595.0;57102.0;189960;49849
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Flevoland (GG);2009;244065.0;63284.0;204645;53062
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Flevoland (GG);2010;256525.0;65788.0;220970;56670
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Flevoland (GG);2011;;;232075;58940
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Fryslân (GG);2008;346975.0;53878.0;313095;48618
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Fryslân (GG);2009;351570.0;54460.0;309435;47933
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Fryslân (GG);2010;363080.0;56136.0;322625;49880
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Fryslân (GG);2011;;;353835;54668
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Noord- en Oost-Gelderland (GG);2008;457750.0;56679.0;383295;47459
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Noord- en Oost-Gelderland (GG);2009;474645.0;58656.0;419615;51855
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Noord- en Oost-Gelderland (GG);2010;450425.0;55579.0;400070;49366
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Noord- en Oost-Gelderland (GG);2011;;;425670;52461
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Gooi en Vechtstreek (GG);2008;175090.0;72110.0;139750;57554
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Gooi en Vechtstreek (GG);2009;168245.0;69088.0;148185;60850
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Gooi en Vechtstreek (GG);2010;166930.0;68407.0;146505;60035
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Gooi en Vechtstreek (GG);2011;;;153035;62525
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Groningen (GG);2008;328860.0;57315.0;272825;47549
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Groningen (GG);2009;342580.0;59540.0;280120;48685
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Groningen (GG);2010;331365.0;57344.0;287935;49829
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Groningen (GG);2011;;;299280;51604
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hart voor Brabant (GG);2008;591805.0;58124.0;526730;51732
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hart voor Brabant (GG);2009;614405.0;60074.0;546585;53442
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hart voor Brabant (GG);2010;646655.0;62945.0;567610;55251
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hart voor Brabant (GG);2011;;;593615;57566
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hollands-Midden (GG);2008;417750.0;55157.0;362035;47801
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hollands-Midden (GG);2009;448835.0;59089.0;388930;51202
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hollands-Midden (GG);2010;490475.0;64338.0;405805;53231
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hollands-Midden (GG);2011;;;424080;55438
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hollands-Noorden (GG);2008;313880.0;49200.0;282630;44302
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hollands-Noorden (GG);2009;383420.0;59845.0;293475;45807
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hollands-Noorden (GG);2010;348155.0;54148.0;311315;48418
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Hollands-Noorden (GG);2011;;;331695;51454
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Veiligh. en Gez. Gelderland-Midden (GG);2008;415700.0;63922.0;363730;55930
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Veiligh. en Gez. Gelderland-Midden (GG);2009;357560.0;54623.0;315285;48165
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Veiligh. en Gez. Gelderland-Midden (GG);2010;367005.0;55764.0;325805;49503
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;Veiligh. en Gez. Gelderland-Midden (GG);2011;;;334510;50598
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD IJsselland (GG);2008;235820.0;46923.0;212735;42329
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD IJsselland (GG);2009;245580.0;48579.0;220015;43522
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD IJsselland (GG);2010;253355.0;49873.0;227750;44833
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD IJsselland (GG);2011;;;231755;45434
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Kennemerland (GG);2008;330075.0;64079.0;284350;55202
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Kennemerland (GG);2009;376165.0;72555.0;304165;58668
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Kennemerland (GG);2010;364910.0;69953.0;315295;60442
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Kennemerland (GG);2011;;;329685;62879
128;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Limburg-Noord (GG);2008;304975.0;59417.0;269335;52474
129;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Limburg-Noord (GG);2009;307935.0;59872.0;277690;53992
130;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Limburg-Noord (GG);2010;315185.0;61187.0;284115;55156
131;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Limburg-Noord (GG);2011;;;292815;56792
132;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Midden-Nederland (GG);2008;525020.0;57771.0;462150;50853
133;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Midden-Nederland (GG);2009;535730.0;58716.0;475750;52142
134;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Midden-Nederland (GG);2010;564180.0;61617.0;483480;52803
135;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Midden-Nederland (GG);2011;;;513515;55870
136;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Regio Nijmegen (GG);2008;177925.0;56681.0;152480;48575
137;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Regio Nijmegen (GG);2009;182460.0;57900.0;156040;49516
138;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Regio Nijmegen (GG);2010;212765.0;67206.0;180620;57052
139;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Regio Nijmegen (GG);2011;;;184415;58016
140;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Regio Twente (GG);2008;336820.0;54313.0;300675;48485
141;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Regio Twente (GG);2009;343885.0;55254.0;307015;49330
142;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Regio Twente (GG);2010;348305.0;55782.0;311385;49869
143;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Regio Twente (GG);2011;;;338350;54051
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Rivierenland (GG);2008;113980.0;52864.0;100780;46742
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Rivierenland (GG);2009;117795.0;54519.0;104405;48322
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Rivierenland (GG);2010;124215.0;57334.0;107560;49645
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Rivierenland (GG);2011;;;112370;51709
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Rotterdam-Rijnmond (GG);2008;760570.0;61618.0;680870;55161
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Rotterdam-Rijnmond (GG);2009;790015.0;63568.0;709985;57128
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Rotterdam-Rijnmond (GG);2010;811200.0;64766.0;728670;58177
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Rotterdam-Rijnmond (GG);2011;;;761170;60358
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GG en GD Utrecht (GG);2008;183155.0;61603.0;163615;55032
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GG en GD Utrecht (GG);2009;165575.0;54557.0;145790;48039
154;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GG en GD Utrecht (GG);2010;181555.0;58714.0;152765;49402
155;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GG en GD Utrecht (GG);2011;;;160290;51078
156;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD West-Brabant (GG);2008;366995.0;53954.0;327765;48186
157;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD West-Brabant (GG);2009;381285.0;55853.0;342095;50112
158;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD West-Brabant (GG);2010;433560.0;63308.0;353610;51634
159;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD West-Brabant (GG);2011;;;398820;58040
160;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zaanstreek/Waterland (GG);2008;198710.0;62558.0;174065;54799
161;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zaanstreek/Waterland (GG);2009;210850.0;66043.0;183015;57325
162;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zaanstreek/Waterland (GG);2010;215345.0;67084.0;189670;59085
163;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zaanstreek/Waterland (GG);2011;;;199660;61864
164;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zeeland (GG);2008;195775.0;51413.0;178700;46930
165;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zeeland (GG);2009;213760.0;56076.0;187670;49232
166;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zeeland (GG);2010;196910.0;51619.0;180860;47411
167;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zeeland (GG);2011;;;189365;49641
168;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Holland-West (GG);2008;342230.0;65353.0;295550;56439
169;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Holland-West (GG);2009;348520.0;66117.0;309025;58624
170;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Holland-West (GG);2010;345935.0;65274.0;303840;57332
171;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Holland-West (GG);2011;;;322225;60349
172;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Holland-Zuid (GG);2008;246690.0;51679.0;223855;46896
173;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Holland-Zuid (GG);2009;256365.0;53537.0;233205;48700
174;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Holland-Zuid (GG);2010;268620.0;55925.0;241865;50355
175;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Holland-Zuid (GG);2011;;;255060;52938
176;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Limburg (GG);2008;386185.0;63322.0;312090;51173
177;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Limburg (GG);2009;376165.0;61836.0;326420;53658
178;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Limburg (GG);2010;372335.0;61284.0;329015;54155
179;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnoses;GGD Zuid-Limburg (GG);2011;;;356495;58705
180;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Nederland;2008;1704135.0;10362.0;1469315;8934
181;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Nederland;2009;1665700.0;10077.0;1436045;8687
182;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Nederland;2010;1700970.0;10237.0;1454635;8755
183;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Nederland;2011;;;1540480;9228
184;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Noord-Nederland (LD);2008;174800.0;10241.0;150080;8793
185;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Noord-Nederland (LD);2009;175725.0;10268.0;149680;8746
186;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Noord-Nederland (LD);2010;177530.0;10346.0;151960;8856
187;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Noord-Nederland (LD);2011;;;163145;9495
188;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Oost-Nederland (LD);2008;324460.0;9293.0;282635;8095
189;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Oost-Nederland (LD);2009;311605.0;8881.0;271170;7729
190;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Oost-Nederland (LD);2010;317600.0;9012.0;274675;7794
191;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;Oost-Nederland (LD);2011;;;290580;8214
192;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;West-Nederland (LD);2008;798910.0;10383.0;693725;9016
193;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;West-Nederland (LD);2009;792875.0;10233.0;683125;8816
194;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;West-Nederland (LD);2010;804615.0;10311.0;687245;8807
195;Totaal mannen en vrouwen;Totaal alle leeftijden;OG Totaal oogheelkunde;West-Nederland (LD);2011;;;726375;9247
