ID;Kenmerken;Perioden;PersonenInParticuliereHuishoudens_1;MediaanInkomen_2;GemiddeldInkomen_3;Theilcoefficient_4;Ginicoefficient_5;PolarisatieIndex_6;RelatieveInterkwartielafstand_7;Ratio8020_8;k_1eDeciel_9;k_2eDeciel_10;k_3eDeciel_11;k_4eDeciel_12;k_5eDeciel_13;k_6eDeciel_14;k_7eDeciel_15;k_8eDeciel_16;k_9eDeciel_17;k_10eDeciel_18
26;321;2011;8128;22.5;24.9;0.144;0.27;0.203;0.567;4.046;3.1;5.8;6.8;7.7;8.5;9.5;10.6;12.0;14.0;22.0
27;321;2012;8148;22.5;25.0;0.143;0.27;0.202;0.564;4.071;3.1;5.7;6.8;7.7;8.6;9.5;10.6;11.9;14.0;22.0
28;321;2013;8159;22.8;25.2;0.146;0.273;0.205;0.575;4.137;3.0;5.7;6.8;7.7;8.6;9.5;10.6;12.0;14.1;22.1
29;321;2014;8197;23.4;26.4;0.164;0.285;0.209;0.584;4.306;3.1;5.5;6.6;7.5;8.4;9.3;10.4;11.8;13.9;23.4
30;322;2000;7882;15.7;17.6;0.188;0.276;0.203;0.576;4.037;3.2;5.8;6.7;7.5;8.4;9.4;10.5;11.8;13.8;22.8
31;322;2001;7948;17.1;19.2;0.146;0.269;0.206;0.581;3.877;3.5;5.8;6.7;7.5;8.4;9.4;10.5;11.9;13.9;22.3
32;322;2002;7987;17.7;19.8;0.15;0.268;0.203;0.574;3.919;3.3;5.9;6.8;7.6;8.5;9.5;10.6;11.9;13.9;22.1
33;322;2003;8014;17.8;19.8;0.145;0.268;0.203;0.573;3.966;3.1;5.9;6.8;7.7;8.5;9.5;10.6;12.0;14.0;21.8
34;322;2004;8043;18.2;20.4;0.148;0.27;0.202;0.568;3.966;3.2;5.9;6.8;7.6;8.5;9.4;10.5;11.9;13.9;22.2
35;322;2005;8070;18.5;20.8;0.15;0.27;0.203;0.567;3.918;3.4;5.9;6.8;7.6;8.4;9.4;10.5;11.8;13.9;22.4
36;322;2006;8087;19.3;21.7;0.141;0.263;0.199;0.557;3.779;3.6;5.9;6.8;7.6;8.5;9.4;10.5;11.8;13.9;22.1
37;322;2007;8115;20.3;23.2;0.163;0.28;0.205;0.571;4.069;3.4;5.8;6.6;7.4;8.3;9.2;10.3;11.7;13.8;23.5
38;322;2008;8160;21.0;23.6;0.144;0.27;0.205;0.572;3.95;3.4;5.8;6.8;7.6;8.4;9.4;10.5;11.9;14.0;22.3
39;322;2009;8196;21.3;23.8;0.145;0.271;0.206;0.577;4.029;3.1;5.8;6.8;7.6;8.5;9.5;10.6;12.0;14.1;22.0
40;322;2010;8219;21.2;23.9;0.141;0.268;0.206;0.576;3.92;3.4;5.8;6.8;7.6;8.4;9.4;10.5;11.9;14.0;22.1
41;322;2011;8264;21.5;24.1;0.14;0.268;0.205;0.571;3.93;3.3;5.8;6.8;7.6;8.5;9.4;10.5;11.9;14.1;22.0
42;322;2012;8294;21.6;24.1;0.142;0.269;0.204;0.569;3.981;3.3;5.8;6.8;7.6;8.5;9.4;10.6;11.9;14.0;22.1
43;322;2013;8293;21.8;24.3;0.144;0.271;0.208;0.582;4.029;3.2;5.8;6.8;7.6;8.5;9.5;10.6;12.0;14.1;22.1
44;322;2014;8326;22.3;25.4;0.158;0.282;0.213;0.591;4.16;3.3;5.6;6.6;7.4;8.3;9.3;10.4;11.8;13.9;23.3
45;22;2000;2249;13.0;14.6;0.165;0.279;0.201;0.555;4.361;2.4;6.0;7.0;7.7;8.5;9.4;10.5;12.0;14.3;22.4
46;22;2001;2288;14.0;16.0;0.175;0.287;0.208;0.572;4.439;2.6;5.9;6.8;7.6;8.3;9.2;10.4;11.8;14.0;23.4
47;22;2002;2325;14.7;16.6;0.183;0.291;0.205;0.561;4.696;2.1;5.8;6.9;7.6;8.4;9.3;10.4;11.9;14.2;23.3
48;22;2003;2342;14.9;16.6;0.175;0.288;0.204;0.557;4.733;2.1;5.7;6.9;7.7;8.5;9.4;10.5;11.9;14.2;22.9
49;22;2004;2368;15.1;16.9;0.175;0.291;0.203;0.557;4.803;2.1;5.7;6.9;7.7;8.5;9.4;10.5;11.9;14.2;23.1
50;22;2005;2436;15.2;17.2;0.196;0.295;0.202;0.548;4.83;2.2;5.7;6.9;7.7;8.4;9.3;10.3;11.7;14.0;23.8
51;22;2006;2473;15.9;17.9;0.191;0.291;0.2;0.542;4.703;2.3;5.7;6.9;7.7;8.5;9.3;10.3;11.7;13.9;23.7
52;22;2007;2511;16.5;18.6;0.187;0.292;0.2;0.549;4.717;2.3;5.7;6.9;7.7;8.4;9.3;10.3;11.8;14.0;23.7
53;22;2008;2561;17.0;19.0;0.186;0.296;0.202;0.556;4.975;2.0;5.6;6.9;7.7;8.5;9.4;10.4;11.9;14.1;23.6
54;22;2009;2599;17.3;19.1;0.177;0.291;0.2;0.545;4.987;1.8;5.7;7.0;7.9;8.7;9.5;10.5;12.0;14.3;22.8
55;22;2010;2617;17.2;19.1;0.172;0.288;0.197;0.536;4.808;2.1;5.6;7.0;7.8;8.6;9.4;10.4;11.9;14.1;22.9
56;22;2011;2679;17.3;18.9;0.162;0.281;0.194;0.527;4.716;2.0;5.7;7.1;8.0;8.8;9.6;10.6;12.0;14.2;22.2
57;22;2012;2717;17.5;19.0;0.17;0.287;0.197;0.536;5.018;1.7;5.6;7.1;8.0;8.8;9.6;10.7;12.0;14.2;22.4
58;22;2013;2716;17.6;19.2;0.17;0.289;0.199;0.55;5.068;1.7;5.5;7.0;8.0;8.8;9.6;10.6;12.1;14.3;22.4
59;22;2014;2774;17.9;19.9;0.189;0.297;0.199;0.548;5.176;1.8;5.5;6.9;7.8;8.6;9.4;10.5;11.9;14.1;23.5
60;23;2000;1008;13.9;15.4;0.205;0.308;0.218;0.609;5.55;1.3;5.5;6.6;7.6;8.6;9.6;10.7;12.2;14.4;23.4
61;23;2001;1028;15.3;17.2;0.206;0.31;0.219;0.603;5.324;1.9;5.3;6.5;7.5;8.4;9.4;10.5;11.9;14.2;24.4
62;23;2002;1050;15.8;17.6;0.215;0.314;0.219;0.614;5.779;1.3;5.3;6.5;7.6;8.6;9.5;10.7;12.1;14.4;24.0
63;23;2003;1063;16.0;17.4;0.205;0.312;0.22;0.604;5.886;1.3;5.2;6.6;7.7;8.6;9.7;10.8;12.2;14.6;23.5
64;23;2004;1072;16.1;17.6;0.206;0.317;0.224;0.619;6.073;1.2;5.1;6.5;7.6;8.6;9.6;10.7;12.2;14.5;23.9
65;23;2005;1106;16.1;17.9;0.208;0.317;0.222;0.614;5.902;1.4;5.1;6.5;7.6;8.5;9.5;10.6;12.0;14.5;24.2
66;23;2006;1126;16.9;18.9;0.21;0.314;0.221;0.605;5.596;1.8;5.1;6.5;7.5;8.4;9.4;10.5;11.9;14.3;24.5
67;23;2007;1149;17.4;19.7;0.224;0.319;0.22;0.612;5.751;1.6;5.2;6.4;7.5;8.4;9.4;10.4;11.9;14.2;25.0
68;23;2008;1183;18.0;20.2;0.222;0.32;0.222;0.626;5.913;1.5;5.1;6.5;7.5;8.4;9.4;10.5;12.0;14.3;24.8
69;23;2009;1203;18.2;20.1;0.212;0.317;0.222;0.614;6.009;1.3;5.1;6.5;7.6;8.6;9.5;10.7;12.2;14.5;23.9
70;23;2010;1217;18.0;20.0;0.199;0.311;0.22;0.612;5.609;1.7;5.2;6.6;7.6;8.5;9.4;10.6;12.1;14.4;24.0
71;23;2011;1254;18.0;19.8;0.2;0.311;0.219;0.606;5.789;1.3;5.3;6.6;7.7;8.6;9.6;10.7;12.2;14.5;23.5
72;23;2012;1279;18.1;19.8;0.202;0.315;0.223;0.604;6.162;1.1;5.1;6.6;7.7;8.7;9.7;10.8;12.2;14.5;23.6
73;23;2013;1284;18.3;20.1;0.209;0.317;0.226;0.628;6.158;1.2;5.0;6.5;7.6;8.6;9.6;10.8;12.3;14.5;23.8
74;23;2014;1311;18.6;21.0;0.235;0.329;0.228;0.625;6.342;1.3;4.9;6.4;7.4;8.4;9.4;10.5;12.0;14.2;25.4
75;24;2000;851;14.0;15.2;0.223;0.32;0.222;0.623;6.325;0.8;5.2;6.5;7.7;8.7;9.8;10.9;12.3;14.4;23.8
76;24;2001;868;15.5;17.1;0.219;0.32;0.222;0.62;5.906;1.6;5.0;6.3;7.5;8.6;9.6;10.6;12.0;14.3;24.6
77;24;2002;886;16.0;17.4;0.23;0.325;0.224;0.635;6.553;0.9;5.0;6.4;7.6;8.7;9.7;10.8;12.2;14.5;24.2
78;24;2003;896;16.0;17.0;0.213;0.32;0.227;0.634;6.584;0.9;4.9;6.4;7.7;8.8;9.9;11.0;12.4;14.7;23.3
79;24;2004;900;16.1;17.3;0.227;0.332;0.234;0.657;7.066;0.8;4.7;6.2;7.5;8.7;9.8;10.9;12.4;14.6;24.3
80;24;2005;927;16.0;17.5;0.218;0.327;0.232;0.646;6.586;1.1;4.8;6.2;7.5;8.7;9.7;10.7;12.2;14.7;24.3
81;24;2006;941;16.8;18.6;0.23;0.328;0.232;0.634;6.251;1.5;4.8;6.2;7.4;8.5;9.5;10.7;12.0;14.4;25.0
82;24;2007;958;17.4;19.4;0.247;0.335;0.23;0.647;6.64;1.2;4.8;6.2;7.4;8.5;9.5;10.6;12.0;14.4;25.5
83;24;2008;985;17.8;19.8;0.242;0.335;0.234;0.658;6.788;1.2;4.7;6.2;7.5;8.5;9.5;10.6;12.1;14.4;25.3
84;24;2009;994;18.0;19.7;0.236;0.334;0.238;0.662;7.113;0.8;4.7;6.3;7.5;8.6;9.7;10.8;12.4;14.8;24.5
85;24;2010;1007;17.8;19.6;0.219;0.327;0.235;0.654;6.452;1.3;4.8;6.3;7.4;8.5;9.5;10.7;12.3;14.6;24.5
86;24;2011;1033;17.7;19.3;0.222;0.328;0.234;0.644;6.772;0.8;4.9;6.4;7.5;8.6;9.7;10.8;12.4;14.8;24.1
87;24;2012;1044;17.7;19.3;0.229;0.336;0.242;0.65;7.486;0.7;4.5;6.3;7.4;8.6;9.7;10.9;12.4;14.8;24.5
88;24;2013;1040;17.9;19.6;0.237;0.339;0.249;0.691;7.522;0.7;4.5;6.2;7.3;8.6;9.7;11.0;12.6;14.9;24.5
89;24;2014;1056;18.2;20.5;0.265;0.352;0.255;0.684;7.78;0.9;4.3;6.1;7.1;8.3;9.4;10.8;12.3;14.6;26.2
90;25;2000;157;13.7;16.4;0.11;0.244;0.212;0.587;3.157;5.2;6.2;6.8;7.2;8.0;8.9;10.2;11.8;14.3;21.6
91;25;2001;160;14.2;17.4;0.132;0.252;0.198;0.56;3.238;5.1;6.3;6.8;7.2;7.9;8.6;9.8;11.4;13.9;23.0
92;25;2002;164;15.1;18.4;0.14;0.255;0.199;0.55;3.294;5.0;6.3;6.8;7.3;7.9;8.6;9.7;11.5;13.9;23.0
93;25;2003;167;15.8;19.5;0.161;0.265;0.204;0.542;3.436;4.7;6.3;6.8;7.1;7.7;8.6;9.8;11.2;13.7;24.1
94;25;2004;172;16.2;19.4;0.106;0.237;0.197;0.562;3.051;5.3;6.4;7.0;7.4;7.9;8.8;9.9;11.5;13.9;21.8
95;25;2005;179;16.1;19.8;0.157;0.262;0.195;0.526;3.428;4.6;6.3;6.8;7.3;7.8;8.7;9.7;11.2;13.7;23.8
96;25;2006;185;17.0;20.0;0.115;0.241;0.181;0.492;3.174;4.8;6.5;7.0;7.6;8.2;8.9;9.9;11.2;13.9;22.1
97;25;2007;191;17.7;21.0;0.117;0.239;0.184;0.513;3.07;5.4;6.3;7.0;7.5;8.1;8.9;9.8;11.3;13.6;22.3
98;25;2008;198;18.6;22.1;0.125;0.248;0.187;0.531;3.224;5.0;6.2;6.9;7.4;8.1;8.9;9.8;11.4;13.5;22.8
99;25;2009;209;18.9;22.2;0.106;0.231;0.177;0.491;3.018;5.2;6.4;7.1;7.7;8.2;9.0;9.9;11.3;13.6;21.5
100;25;2010;210;18.8;22.0;0.11;0.234;0.177;0.497;3.043;5.2;6.4;7.1;7.7;8.1;9.0;9.8;11.3;13.5;21.9
101;25;2011;221;19.0;21.9;0.105;0.228;0.171;0.484;2.986;5.0;6.6;7.1;7.8;8.3;9.0;10.1;11.3;13.5;21.3
102;25;2012;235;19.2;22.0;0.088;0.218;0.171;0.488;2.886;5.1;6.7;7.3;7.9;8.4;9.2;10.2;11.5;13.7;20.1
103;25;2013;243;19.2;22.2;0.093;0.22;0.164;0.452;2.867;5.3;6.7;7.3;7.9;8.4;9.0;10.0;11.3;13.3;20.9
104;25;2014;255;19.5;23.1;0.119;0.228;0.16;0.443;2.931;5.3;6.7;7.3;7.7;8.2;8.9;9.8;11.0;13.0;22.2
105;26;2000;1241;12.4;13.9;0.126;0.249;0.178;0.484;3.581;3.4;6.4;7.3;7.9;8.6;9.3;10.3;11.7;14.0;21.2
106;26;2001;1260;13.2;15.1;0.141;0.26;0.182;0.509;3.772;3.2;6.3;7.2;7.8;8.5;9.2;10.2;11.7;13.9;22.0
107;26;2002;1276;13.9;15.8;0.151;0.266;0.183;0.501;3.94;3.0;6.3;7.2;7.8;8.5;9.2;10.2;11.6;13.8;22.5
108;26;2003;1279;14.2;16.0;0.145;0.264;0.181;0.497;3.95;2.9;6.2;7.2;7.9;8.5;9.3;10.2;11.7;13.8;22.2
109;26;2004;1296;14.5;16.2;0.145;0.263;0.178;0.481;3.953;2.9;6.2;7.2;7.9;8.6;9.3;10.2;11.6;13.8;22.2
110;26;2005;1331;14.7;16.6;0.182;0.272;0.178;0.48;4.085;2.9;6.1;7.2;7.8;8.5;9.2;10.1;11.5;13.6;23.1
111;26;2006;1347;15.3;17.1;0.171;0.267;0.176;0.476;4.02;2.8;6.2;7.2;7.9;8.6;9.3;10.2;11.5;13.6;22.6
112;26;2007;1362;15.9;17.7;0.149;0.264;0.178;0.486;3.947;2.9;6.2;7.2;7.9;8.6;9.3;10.2;11.6;13.7;22.3
113;26;2008;1378;16.4;18.0;0.149;0.268;0.18;0.487;4.225;2.4;6.1;7.3;8.0;8.7;9.5;10.4;11.7;13.9;22.0
114;26;2009;1395;16.7;18.2;0.141;0.262;0.176;0.473;4.187;2.3;6.2;7.4;8.1;8.8;9.6;10.5;11.8;13.9;21.4
115;26;2010;1399;16.7;18.2;0.143;0.262;0.172;0.464;4.142;2.5;6.1;7.4;8.1;8.8;9.5;10.4;11.7;13.8;21.7
116;26;2011;1425;16.9;18.1;0.123;0.25;0.169;0.459;3.902;2.6;6.2;7.5;8.3;9.0;9.7;10.5;11.8;13.8;20.6
117;26;2012;1439;17.1;18.3;0.137;0.258;0.173;0.468;4.152;2.3;6.1;7.5;8.2;9.0;9.7;10.6;11.9;13.9;21.0
118;26;2013;1432;17.2;18.3;0.13;0.257;0.173;0.472;4.201;2.3;6.0;7.5;8.3;9.0;9.7;10.6;11.9;14.0;20.7
119;26;2014;1463;17.5;18.9;0.141;0.262;0.171;0.469;4.243;2.3;6.0;7.4;8.3;8.9;9.6;10.4;11.8;13.9;21.3
120;27;2000;681;12.3;13.4;0.154;0.276;0.21;0.576;4.47;2.5;5.5;6.9;7.7;8.7;9.7;10.9;12.2;14.3;21.6
121;27;2001;696;13.5;14.8;0.171;0.291;0.224;0.609;4.9;2.1;5.4;6.7;7.6;8.6;9.8;11.0;12.3;14.3;22.3
122;27;2002;707;14.1;15.3;0.178;0.297;0.227;0.61;5.293;1.8;5.2;6.7;7.6;8.6;9.8;11.1;12.4;14.5;22.3
123;27;2003;708;14.3;15.2;0.165;0.293;0.228;0.621;5.292;1.8;5.1;6.7;7.7;8.7;10.0;11.2;12.6;14.5;21.8
124;27;2004;720;14.5;15.5;0.175;0.298;0.226;0.604;5.404;1.8;5.0;6.7;7.6;8.7;9.9;11.0;12.4;14.4;22.5
125;27;2005;746;14.3;15.8;0.239;0.309;0.225;0.605;5.547;1.9;4.9;6.6;7.5;8.5;9.7;10.8;12.1;14.1;23.8
126;27;2006;758;14.9;16.4;0.229;0.306;0.219;0.591;5.559;1.7;5.1;6.7;7.6;8.6;9.7;10.8;12.2;14.1;23.6
127;27;2007;768;15.6;16.9;0.18;0.296;0.22;0.599;5.251;1.9;5.1;6.8;7.7;8.7;9.8;10.9;12.3;14.3;22.6
128;27;2008;778;15.8;17.0;0.19;0.309;0.227;0.612;6.154;1.3;4.8;6.7;7.7;8.8;9.9;11.0;12.4;14.6;22.8
129;27;2009;786;16.0;17.2;0.178;0.305;0.231;0.617;6.039;1.4;4.7;6.8;7.7;8.8;9.9;11.1;12.6;14.7;22.3
130;27;2010;792;15.8;17.1;0.182;0.306;0.23;0.618;6.001;1.5;4.7;6.7;7.7;8.7;9.8;11.1;12.5;14.7;22.6
131;27;2011;801;16.0;17.1;0.164;0.295;0.226;0.606;5.533;1.8;4.8;6.8;7.8;8.8;9.9;11.1;12.5;14.6;21.9
132;27;2012;800;15.9;17.1;0.185;0.308;0.236;0.627;6.35;1.5;4.4;6.7;7.8;8.8;10.0;11.2;12.7;14.8;22.3
133;27;2013;796;15.9;17.1;0.183;0.314;0.243;0.663;6.679;1.3;4.3;6.5;7.8;8.8;10.0;11.2;12.8;15.1;22.3
134;27;2014;813;16.3;17.6;0.19;0.317;0.244;0.668;6.696;1.4;4.2;6.5;7.7;8.6;9.8;11.1;12.8;15.0;22.8
135;28;2000;560;12.5;14.6;0.091;0.213;0.153;0.408;2.752;5.6;6.9;7.4;7.9;8.3;8.9;9.6;11.0;13.7;20.8
136;28;2001;564;13.1;15.5;0.106;0.217;0.14;0.373;2.793;5.6;7.0;7.5;7.9;8.3;8.7;9.3;10.7;13.3;21.8
137;28;2002;569;13.8;16.5;0.119;0.223;0.141;0.368;2.836;5.7;6.9;7.4;7.8;8.2;8.7;9.3;10.5;13.0;22.7
138;28;2003;571;14.2;17.0;0.121;0.222;0.14;0.367;2.821;5.7;6.9;7.4;7.8;8.2;8.6;9.3;10.5;13.0;22.6
139;28;2004;576;14.5;17.1;0.109;0.215;0.139;0.36;2.748;5.8;7.0;7.5;7.8;8.2;8.7;9.4;10.6;13.1;21.9
140;28;2005;585;14.8;17.6;0.114;0.22;0.144;0.385;2.796;5.7;6.9;7.4;7.8;8.2;8.7;9.3;10.7;13.2;22.2
141;28;2006;589;15.5;18.0;0.101;0.213;0.141;0.388;2.733;5.6;7.0;7.4;7.9;8.4;8.9;9.5;10.8;13.0;21.5
142;28;2007;594;16.0;18.8;0.11;0.218;0.144;0.394;2.786;5.6;6.9;7.4;7.8;8.3;8.8;9.5;10.8;13.0;21.9
143;28;2008;599;16.7;19.3;0.096;0.211;0.144;0.4;2.717;5.6;7.0;7.4;7.9;8.4;8.9;9.6;11.0;13.1;21.1
144;28;2009;609;17.1;19.5;0.092;0.203;0.133;0.378;2.652;5.4;7.2;7.6;8.1;8.6;9.0;9.7;11.0;13.0;20.3
145;28;2010;607;17.2;19.7;0.093;0.2;0.129;0.365;2.58;5.7;7.2;7.6;8.1;8.5;9.0;9.6;10.8;12.8;20.6
146;28;2011;624;17.4;19.4;0.071;0.187;0.126;0.356;2.473;5.6;7.4;7.8;8.3;8.7;9.2;9.8;11.0;12.9;19.2
147;28;2012;639;17.7;19.9;0.079;0.191;0.128;0.365;2.514;5.6;7.3;7.7;8.2;8.7;9.1;9.8;11.0;12.9;19.5
148;28;2013;636;17.8;19.9;0.067;0.181;0.122;0.353;2.399;5.9;7.4;7.9;8.3;8.7;9.2;9.8;11.0;12.9;18.9
149;28;2014;651;18.1;20.4;0.083;0.186;0.119;0.331;2.44;5.9;7.4;7.9;8.3;8.7;9.1;9.7;10.8;12.8;19.6
150;29;2000;13401;16.6;18.6;0.193;0.274;0.196;0.555;4.012;3.3;5.8;6.7;7.6;8.5;9.4;10.5;11.7;13.6;22.9
151;29;2001;13497;18.1;20.2;0.139;0.261;0.197;0.557;3.743;3.7;5.9;6.8;7.7;8.5;9.4;10.5;11.8;13.8;21.9
152;29;2002;13538;18.8;20.8;0.142;0.262;0.195;0.55;3.814;3.4;6.0;6.9;7.7;8.6;9.5;10.6;11.9;13.8;21.7
153;29;2003;13564;18.9;20.8;0.14;0.262;0.196;0.554;3.865;3.2;6.0;6.9;7.8;8.6;9.6;10.6;12.0;13.9;21.4
154;29;2004;13586;19.3;21.5;0.143;0.264;0.195;0.549;3.867;3.3;5.9;6.9;7.7;8.6;9.5;10.5;11.8;13.8;21.9
155;29;2005;13570;19.6;21.9;0.138;0.262;0.196;0.549;3.756;3.6;5.9;6.8;7.7;8.5;9.4;10.5;11.8;13.8;22.0
156;29;2006;13561;20.5;22.9;0.13;0.255;0.191;0.539;3.607;3.8;6.0;6.9;7.7;8.5;9.4;10.5;11.8;13.7;21.7
157;29;2007;13579;21.6;24.7;0.157;0.274;0.197;0.55;3.919;3.6;5.8;6.7;7.5;8.3;9.2;10.2;11.6;13.6;23.4
158;29;2008;13625;22.4;25.1;0.135;0.261;0.196;0.548;3.727;3.7;5.9;6.8;7.7;8.5;9.4;10.4;11.8;13.8;22.0
159;29;2009;13659;22.7;25.3;0.136;0.262;0.198;0.556;3.82;3.4;5.9;6.9;7.7;8.6;9.5;10.5;11.9;13.9;21.8
160;29;2010;13687;22.7;25.3;0.131;0.259;0.197;0.553;3.716;3.7;5.9;6.8;7.7;8.5;9.4;10.5;11.8;13.8;21.8
161;29;2011;13713;23.0;25.6;0.133;0.26;0.197;0.554;3.749;3.6;5.9;6.9;7.7;8.5;9.5;10.5;11.9;13.9;21.7
162;29;2012;13725;23.1;25.7;0.132;0.26;0.196;0.549;3.763;3.6;5.9;6.9;7.7;8.6;9.5;10.5;11.8;13.9;21.8
163;29;2013;13736;23.3;25.9;0.135;0.263;0.2;0.562;3.822;3.5;5.8;6.8;7.7;8.5;9.5;10.5;11.9;13.9;21.8
164;29;2014;13749;23.9;27.1;0.15;0.274;0.204;0.571;3.972;3.6;5.7;6.6;7.5;8.4;9.3;10.4;11.7;13.7;23.1
165;30;2000;11671;16.9;19.0;0.194;0.272;0.191;0.542;3.925;3.4;5.9;6.8;7.6;8.5;9.4;10.4;11.6;13.5;22.9
166;30;2001;11711;18.4;20.6;0.136;0.258;0.194;0.546;3.642;3.8;6.0;6.8;7.7;8.5;9.4;10.4;11.7;13.7;21.9
167;30;2002;11691;19.2;21.2;0.137;0.257;0.191;0.539;3.7;3.5;6.1;6.9;7.7;8.6;9.5;10.5;11.8;13.8;21.5
168;30;2003;11663;19.3;21.3;0.136;0.258;0.192;0.542;3.757;3.3;6.1;7.0;7.8;8.6;9.5;10.6;11.9;13.8;21.3
169;30;2004;11673;19.7;22.0;0.141;0.261;0.191;0.536;3.767;3.4;6.0;6.9;7.7;8.5;9.4;10.5;11.8;13.7;21.9
170;30;2005;11638;20.0;22.5;0.137;0.258;0.191;0.537;3.642;3.8;6.0;6.9;7.7;8.5;9.4;10.4;11.7;13.7;22.0
171;30;2006;11596;20.9;23.5;0.127;0.25;0.187;0.526;3.47;4.1;6.1;6.9;7.7;8.5;9.4;10.4;11.7;13.6;21.7
172;30;2007;11602;22.1;25.4;0.153;0.269;0.193;0.538;3.763;3.9;5.9;6.7;7.5;8.3;9.1;10.2;11.5;13.5;23.4
173;30;2008;11629;23.0;25.8;0.13;0.255;0.19;0.532;3.569;3.9;6.0;6.9;7.7;8.5;9.3;10.4;11.7;13.7;21.9
