ID;Geslacht;Leerjaren;Migratieachtergrond;WoonregioSchoolregio;Regiokenmerken;Perioden;TotaalLeerlingen_1;TotaalVmboHavoVwo_2;AlgemeneLeerjaren123_3;VwoLeerjaar36_4;HavoLeerjaar35_5;VmboLeerjaar34_6;VmboGTLeerjaar34_7;VmboTLeerjaar34_8;VmboGLeerjaar34_9;VmboBKLeerjaar34_10;VmboKLeerjaar34_11;VmboBLeerjaar34_12;AlgemeneLeerjarenExclusiefLwoo_13;VmboExclusiefLwooLeerjaar34_14;VmboGTExclusiefLwooLeerjaar34_15;VmboBKExclusiefLwooLeerjaar34_16;TotaalLwoo14_17;AlgemeneLeerjarenLwoo_18;LwooLeerjaar34_19;LwooGTLeerjaar34_20;LwooBKLeerjaar34_21;Praktijkonderwijs_22
22;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2006/'07;92812.0;92812.0;39439.0;14278.0;14590.0;24505.0;11002.0;8978.0;2024.0;13503.0;7298.0;6205.0;33149.0;18982.0;10603.0;8379.0;11813.0;6290.0;5523.0;399.0;5124.0;
23;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2007/'08;96590.0;93029.0;39485.0;14770.0;14918.0;23856.0;11132.0;8809.0;2323.0;12724.0;7017.0;5707.0;33270.0;18083.0;10613.0;7470.0;11988.0;6215.0;5773.0;519.0;5254.0;3561.0
24;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2008/'09;96316.0;92851.0;39290.0;14989.0;15008.0;23564.0;11258.0;8658.0;2600.0;12306.0;7022.0;5284.0;33417.0;17742.0;10706.0;7036.0;11695.0;5873.0;5822.0;552.0;5270.0;3465.0
25;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2009/'10;96976.0;93512.0;39833.0;14778.0;15509.0;23392.0;11272.0;8888.0;2384.0;12120.0;6894.0;5226.0;34061.0;17718.0;10751.0;6967.0;11446.0;5772.0;5674.0;521.0;5153.0;3464.0
26;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2010/'11;97308.0;93870.0;40182.0;14845.0;15736.0;23107.0;11356.0;8648.0;2708.0;11751.0;6711.0;5040.0;34305.0;17792.0;10871.0;6921.0;11192.0;5877.0;5315.0;485.0;4830.0;3438.0
27;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2011/'12;98360.0;94938.0;41407.0;14513.0;15599.0;23419.0;11710.0;9127.0;2583.0;11709.0;6877.0;4832.0;35556.0;18118.0;11246.0;6872.0;11152.0;5851.0;5301.0;464.0;4837.0;3422.0
28;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2012/'13;99451.0;95841.0;42545.0;14035.0;15333.0;23928.0;12064.0;9147.0;2917.0;11864.0;7030.0;4834.0;36701.0;18570.0;11596.0;6974.0;11202.0;5844.0;5358.0;468.0;4890.0;3610.0
29;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2013/'14;100767.0;97073.0;42995.0;13823.0;15473.0;24782.0;12626.0;9676.0;2950.0;12156.0;7555.0;4601.0;37371.0;19382.0;12129.0;7253.0;11024.0;5624.0;5400.0;497.0;4903.0;3694.0
30;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2014/'15;101765.0;98010.0;42857.0;13860.0;15616.0;25677.0;13235.0;10277.0;2958.0;12442.0;7783.0;4659.0;37383.0;20217.0;12758.0;7459.0;10934.0;5474.0;5460.0;477.0;4983.0;3755.0
31;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2015/'16;102423.0;98637.0;42939.0;14194.0;15776.0;25728.0;13329.0;10408.0;2921.0;12399.0;7866.0;4533.0;37729.0;20512.0;12915.0;7597.0;10426.0;5210.0;5216.0;414.0;4802.0;3786.0
32;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2016/'17;101519.0;97780.0;42036.0;14599.0;15945.0;25200.0;13084.0;10157.0;2927.0;12116.0;7716.0;4400.0;38062.0;20252.0;12710.0;7542.0;8922.0;3974.0;4948.0;374.0;4574.0;3739.0
33;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2017/'18;99973.0;96262.0;40581.0;14736.0;16314.0;24631.0;12846.0;9830.0;3016.0;11785.0;7450.0;4335.0;37458.0;19995.0;12492.0;7503.0;7759.0;3123.0;4636.0;354.0;4282.0;3711.0
34;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2018/'19;97115.0;93446.0;38857.0;14726.0;16131.0;23732.0;12369.0;9355.0;3014.0;11363.0;7330.0;4033.0;36163.0;20112.0;12095.0;8017.0;6314.0;2694.0;3620.0;274.0;3346.0;3669.0
35;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2019/'20;94187.0;90500.0;37963.0;14462.0;15748.0;22327.0;11630.0;8802.0;2828.0;10697.0;6983.0;3714.0;35519.0;19543.0;11435.0;8108.0;5228.0;2444.0;2784.0;195.0;2589.0;3687.0
36;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2020/'21;91359.0;87640.0;37255.0;14252.0;15410.0;20723.0;10797.0;8249.0;2548.0;9926.0;6565.0;3361.0;34930.0;18262.0;10622.0;7640.0;4786.0;2325.0;2461.0;175.0;2286.0;3719.0
37;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Noord-Nederland (LD);2021/'22;90373.0;86634.0;37630.0;13720.0;15196.0;20088.0;10579.0;7858.0;2721.0;9509.0;6357.0;3152.0;34925.0;17895.0;10417.0;7478.0;4898.0;2705.0;2193.0;162.0;2031.0;3739.0
38;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2003/'04;192227.0;192227.0;86905.0;27715.0;28460.0;48988.0;21100.0;16344.0;4756.0;27888.0;12661.0;15227.0;77064.0;40993.0;20692.0;20301.0;17836.0;9841.0;7995.0;408.0;7587.0;
39;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2004/'05;194448.0;194448.0;87351.0;29039.0;29483.0;48392.0;21182.0;16070.0;5112.0;27210.0;13179.0;14031.0;76655.0;39967.0;20649.0;19318.0;19121.0;10696.0;8425.0;533.0;7892.0;
40;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2005/'06;202227.0;202227.0;89139.0;30891.0;30501.0;51696.0;22566.0;16358.0;6208.0;29130.0;14640.0;14490.0;76255.0;41526.0;21970.0;19556.0;23054.0;12884.0;10170.0;596.0;9574.0;
41;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2006/'07;203313.0;203313.0;88858.0;32244.0;31484.0;50727.0;22866.0;16618.0;6248.0;27861.0;14581.0;13280.0;75827.0;39635.0;22119.0;17516.0;24123.0;13031.0;11092.0;747.0;10345.0;
42;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2007/'08;209696.0;203180.0;87947.0;33489.0;32369.0;49375.0;23001.0;16431.0;6570.0;26374.0;14221.0;12153.0;75033.0;37811.0;22100.0;15711.0;24478.0;12914.0;11564.0;901.0;10663.0;6516.0
43;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2008/'09;209048.0;202485.0;86909.0;34304.0;32538.0;48734.0;22956.0;16173.0;6783.0;25778.0;13986.0;11792.0;74264.0;37098.0;21954.0;15144.0;24281.0;12645.0;11636.0;1002.0;10634.0;6563.0
44;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2009/'10;209485.0;202931.0;87336.0;34295.0;33650.0;47650.0;22596.0;15694.0;6902.0;25054.0;13937.0;11117.0;75077.0;35999.0;21453.0;14546.0;23910.0;12259.0;11651.0;1143.0;10508.0;6554.0
45;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2010/'11;210191.0;203676.0;88765.0;34545.0;33886.0;46480.0;22475.0;15617.0;6858.0;24005.0;13594.0;10411.0;76158.0;35001.0;21220.0;13781.0;24086.0;12607.0;11479.0;1255.0;10224.0;6515.0
46;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2011/'12;212547.0;205959.0;91045.0;34173.0;34151.0;46590.0;23051.0;15678.0;7373.0;23539.0;13764.0;9775.0;77772.0;35229.0;21822.0;13407.0;24634.0;13273.0;11361.0;1229.0;10132.0;6588.0
47;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2012/'13;215841.0;209243.0;92861.0;33922.0;34571.0;47889.0;24187.0;16336.0;7851.0;23702.0;14126.0;9576.0;79188.0;36181.0;22948.0;13233.0;25381.0;13673.0;11708.0;1239.0;10469.0;6598.0
48;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2013/'14;219386.0;212574.0;94335.0;33605.0;35312.0;49322.0;25117.0;16593.0;8524.0;24205.0;14390.0;9815.0;80467.0;37121.0;23780.0;13341.0;26069.0;13868.0;12201.0;1337.0;10864.0;6812.0
49;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2014/'15;222298.0;215275.0;94580.0;33895.0;36418.0;50382.0;25707.0;16833.0;8874.0;24675.0;14802.0;9873.0;80720.0;37688.0;24252.0;13436.0;26554.0;13860.0;12694.0;1455.0;11239.0;7023.0
50;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2015/'16;225693.0;218486.0;94647.0;34781.0;37209.0;51849.0;26327.0;17574.0;8753.0;25522.0;15363.0;10159.0;80995.0;38878.0;24831.0;14047.0;26623.0;13652.0;12971.0;1496.0;11475.0;7207.0
51;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2016/'17;226150.0;218979.0;93848.0;35541.0;37182.0;52408.0;26613.0;17873.0;8740.0;25795.0;15628.0;10167.0;82052.0;39360.0;25154.0;14206.0;24844.0;11796.0;13048.0;1459.0;11589.0;7171.0
52;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2017/'18;223111.0;216031.0;90476.0;35733.0;38074.0;51748.0;26707.0;17549.0;9158.0;25041.0;15407.0;9634.0;81990.0;39128.0;25255.0;13873.0;21106.0;8486.0;12620.0;1452.0;11168.0;7080.0
53;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2018/'19;218515.0;211533.0;87773.0;35217.0;37781.0;50762.0;26683.0;18007.0;8676.0;24079.0;14957.0;9122.0;82093.0;41052.0;25593.0;15459.0;15390.0;5680.0;9710.0;1090.0;8620.0;6982.0
54;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2019/'20;213207.0;206272.0;85500.0;34560.0;37491.0;48721.0;25898.0;17208.0;8690.0;22823.0;14414.0;8409.0;81562.0;42518.0;25319.0;17199.0;10141.0;3938.0;6203.0;579.0;5624.0;6935.0
55;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2020/'21;207984.0;200971.0;83829.0;34359.0;36801.0;45982.0;24393.0;15939.0;8454.0;21589.0;14018.0;7571.0;80612.0;41581.0;23968.0;17613.0;7618.0;3217.0;4401.0;425.0;3976.0;7013.0
56;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Oost-Nederland (LD);2021/'22;205956.0;199014.0;84722.0;33709.0;36004.0;44579.0;23648.0;15004.0;8644.0;20931.0;13699.0;7232.0;81989.0;41405.0;23257.0;18148.0;5907.0;2733.0;3174.0;391.0;2783.0;6942.0
57;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2003/'04;386291.0;386291.0;173040.0;64218.0;58015.0;90751.0;41496.0;36154.0;5342.0;49255.0;20218.0;29037.0;155452.0;77306.0;40995.0;36311.0;31033.0;17588.0;13445.0;501.0;12944.0;
58;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2004/'05;393817.0;393817.0;175521.0;67256.0;59840.0;90967.0;42077.0;36372.0;5705.0;48890.0;21107.0;27783.0;156895.0;76665.0;41439.0;35226.0;32928.0;18626.0;14302.0;638.0;13664.0;
59;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2005/'06;417327.0;417327.0;183082.0;70781.0;62245.0;101219.0;44902.0;38025.0;6877.0;56317.0;26270.0;30047.0;159793.0;83189.0;44122.0;39067.0;41319.0;23289.0;18030.0;780.0;17250.0;
60;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2006/'07;417644.0;417644.0;180030.0;73579.0;63862.0;100173.0;45722.0;38739.0;6983.0;54451.0;26421.0;28030.0;157180.0;81480.0;44702.0;36778.0;41543.0;22850.0;18693.0;1020.0;17673.0;
61;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2007/'08;429476.0;417085.0;178037.0;76341.0;65443.0;97264.0;45180.0;38078.0;7102.0;52084.0;25699.0;26385.0;155126.0;77430.0;43970.0;33460.0;42745.0;22911.0;19834.0;1210.0;18624.0;12391.0
62;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2008/'09;426563.0;414343.0;176524.0;77816.0;65451.0;94552.0;44695.0;37682.0;7013.0;49857.0;25328.0;24529.0;154385.0;74432.0;43262.0;31170.0;42259.0;22139.0;20120.0;1433.0;18687.0;12220.0
63;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2009/'10;427008.0;414938.0;177879.0;77705.0;67160.0;92194.0;44633.0;37563.0;7070.0;47561.0;24454.0;23107.0;155841.0;72091.0;42900.0;29191.0;42141.0;22038.0;20103.0;1733.0;18370.0;12070.0
64;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2010/'11;430371.0;418370.0;180935.0;78727.0;68241.0;90467.0;44677.0;37528.0;7149.0;45790.0;23864.0;21926.0;158621.0;70259.0;42750.0;27509.0;42522.0;22314.0;20208.0;1927.0;18281.0;12001.0
65;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2011/'12;435862.0;423788.0;185346.0;78796.0;68861.0;90785.0;46006.0;38513.0;7493.0;44779.0;23763.0;21016.0;162381.0;70568.0;44043.0;26525.0;43182.0;22965.0;20217.0;1963.0;18254.0;12074.0
66;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2012/'13;442963.0;430475.0;189091.0;78803.0;69689.0;92892.0;48088.0;40369.0;7719.0;44804.0;23925.0;20879.0;165506.0;72393.0;46093.0;26300.0;44084.0;23585.0;20499.0;1995.0;18504.0;12488.0
67;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2013/'14;449803.0;436771.0;191260.0;79446.0;71447.0;94618.0;49519.0;41425.0;8094.0;45099.0;24513.0;20586.0;167852.0;73880.0;47515.0;26365.0;44146.0;23408.0;20738.0;2004.0;18734.0;13032.0
68;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2014/'15;456595.0;443205.0;191695.0;81179.0;73477.0;96854.0;50809.0;42083.0;8726.0;46045.0;25240.0;20805.0;168644.0;75457.0;48844.0;26613.0;44448.0;23051.0;21397.0;1965.0;19432.0;13390.0
69;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2015/'16;462746.0;449017.0;191567.0;83366.0;76013.0;98071.0;51846.0;42774.0;9072.0;46225.0;25519.0;20706.0;168938.0;76729.0;49921.0;26808.0;43971.0;22629.0;21342.0;1925.0;19417.0;13729.0
70;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2016/'17;464669.0;450856.0;191153.0;86075.0;76618.0;97010.0;51233.0;41840.0;9393.0;45777.0;25821.0;19956.0;171870.0;76873.0;49517.0;27356.0;39420.0;19283.0;20137.0;1716.0;18421.0;13813.0
71;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2017/'18;462835.0;449048.0;187503.0;88394.0;78043.0;95108.0;50968.0;41739.0;9229.0;44140.0;25580.0;18560.0;170497.0;75925.0;49205.0;26720.0;36189.0;17006.0;19183.0;1763.0;17420.0;13787.0
72;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2018/'19;458186.0;444603.0;184420.0;89457.0;78174.0;92552.0;50768.0;41801.0;8967.0;41784.0;24862.0;16922.0;170353.0;76798.0;49117.0;27681.0;29821.0;14067.0;15754.0;1651.0;14103.0;13583.0
73;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2019/'20;453232.0;439684.0;182325.0;90279.0;77528.0;89552.0;49708.0;40894.0;8814.0;39844.0;23686.0;16158.0;170245.0;75826.0;48078.0;27748.0;25806.0;12080.0;13726.0;1630.0;12096.0;13548.0
74;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2020/'21;449294.0;435481.0;180902.0;91586.0;77859.0;85134.0;47092.0;38154.0;8938.0;38042.0;23041.0;15001.0;170292.0;73662.0;45717.0;27945.0;22082.0;10610.0;11472.0;1375.0;10097.0;13813.0
75;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;West-Nederland (LD);2021/'22;450416.0;436729.0;184952.0;91570.0;77545.0;82662.0;46343.0;37063.0;9280.0;36319.0;22346.0;13973.0;176862.0;75817.0;45678.0;30139.0;14935.0;8090.0;6845.0;665.0;6180.0;13687.0
76;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Zuid-Nederland (LD);2003/'04;189264.0;189264.0;84183.0;31120.0;28035.0;45857.0;21812.0;17136.0;4676.0;24045.0;10398.0;13647.0;73506.0;37635.0;21224.0;16411.0;18899.0;10677.0;8222.0;588.0;7634.0;
77;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Zuid-Nederland (LD);2004/'05;191760.0;191760.0;85040.0;32478.0;28777.0;45406.0;22223.0;16611.0;5612.0;23183.0;10419.0;12764.0;74331.0;36478.0;21505.0;14973.0;19637.0;10709.0;8928.0;718.0;8210.0;
78;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Zuid-Nederland (LD);2005/'06;198460.0;198460.0;86427.0;33999.0;30146.0;47888.0;23504.0;16544.0;6960.0;24384.0;11613.0;12771.0;74326.0;37668.0;22613.0;15055.0;22321.0;12101.0;10220.0;891.0;9329.0;
79;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Zuid-Nederland (LD);2006/'07;198876.0;198876.0;84663.0;35404.0;31480.0;47329.0;23767.0;16015.0;7752.0;23562.0;11930.0;11632.0;72750.0;37082.0;22812.0;14270.0;22160.0;11913.0;10247.0;955.0;9292.0;
80;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Woonregio;Zuid-Nederland (LD);2007/'08;202698.0;198191.0;83371.0;36288.0;32163.0;46369.0;23513.0;15562.0;7951.0;22856.0;11929.0;10927.0;71658.0;35800.0;22390.0;13410.0;22282.0;11713.0;10569.0;1123.0;9446.0;4507.0
