ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;Deeltijd_2;MinderDan20UurPerWeek_3;MinderDan12UurPerWeek_4;k_12Tot20UurPerWeek_5;k_20Tot35UurPerWeek_6;k_20Tot28UurPerWeek_7;k_28Tot35UurPerWeek_8;Voltijd_9;GemiddeldeArbeidsduurInUren_10
79;Totaal mannen en vrouwen;Totaal personen;2018;8774;4289;1608;940;668;2681;1251;1430;4485;31.2
80;Totaal mannen en vrouwen;Totaal personen;2019 1e kwartaal;8866;4368;1629;958;671;2739;1269;1470;4498;31.1
81;Totaal mannen en vrouwen;Totaal personen;2019 2e kwartaal;8941;4388;1640;962;678;2749;1228;1521;4552;31.2
82;Totaal mannen en vrouwen;Totaal personen;2019 3e kwartaal;8992;4416;1585;912;673;2831;1270;1561;4576;31.4
83;Totaal mannen en vrouwen;Totaal personen;2019 4e kwartaal;9012;4409;1622;949;673;2787;1243;1544;4603;31.3
84;Totaal mannen en vrouwen;Totaal personen;2019;8953;4395;1619;945;674;2777;1252;1524;4557;31.2
85;Totaal mannen en vrouwen;Totaal personen;2020 1e kwartaal;9014;4468;1632;954;678;2835;1229;1606;4546;31.2
86;Totaal mannen en vrouwen;Totaal personen;2020 2e kwartaal;8882;4383;1575;944;630;2809;1242;1567;4499;31.1
87;Totaal mannen en vrouwen;Totaal personen;2020 3e kwartaal;8936;4408;1582;924;658;2826;1261;1565;4528;31.2
88;Totaal mannen en vrouwen;Totaal personen;2020 4e kwartaal;8974;4484;1634;1010;624;2850;1238;1612;4490;30.9
89;Totaal mannen en vrouwen;Totaal personen;2020;8951;4436;1606;958;647;2830;1243;1587;4516;31.1
90;Totaal mannen en vrouwen;Totaal personen;2021 1e kwartaal;9135;4422;1598;877;721;2824;1252;1572;4713;32.0
91;Totaal mannen en vrouwen;Totaal personen;2021 2e kwartaal;9207;4434;1571;866;704;2863;1272;1592;4773;32.1
92;Totaal mannen en vrouwen;Totaal personen;2021 3e kwartaal;9309;4458;1524;821;703;2934;1305;1629;4851;32.3
93;Totaal mannen en vrouwen;Totaal personen;2021 4e kwartaal;9370;4510;1564;882;682;2946;1293;1653;4860;32.1
94;Totaal mannen en vrouwen;Totaal personen;2021;9255;4456;1564;862;702;2892;1280;1611;4799;32.1
95;Totaal mannen en vrouwen;Totaal personen;2022 1e kwartaal;9412;4500;1555;886;670;2945;1279;1666;4912;32.1
96;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2003 1e kwartaal;1182;748;552;435;117;196;70;126;434;22.9
97;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2003 2e kwartaal;1201;775;568;441;127;207;80;127;426;22.6
98;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2003 3e kwartaal;1222;773;538;401;137;235;89;146;449;23.6
99;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2003 4e kwartaal;1177;758;551;433;118;206;74;133;419;22.7
100;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2003;1195;763;553;428;125;211;78;133;432;22.9
101;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2004 1e kwartaal;1139;740;549;430;119;191;67;124;399;22.4
102;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2004 2e kwartaal;1155;755;564;436;129;191;75;116;400;22.3
103;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2004 3e kwartaal;1176;747;528;399;130;219;89;130;429;23.4
104;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2004 4e kwartaal;1137;752;562;448;114;190;72;118;384;22.0
105;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2004;1152;748;551;428;123;198;76;122;403;22.5
106;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2005 1e kwartaal;1117;748;565;450;114;184;70;113;368;21.6
107;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2005 2e kwartaal;1149;769;573;449;125;196;80;116;379;21.8
108;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2005 3e kwartaal;1178;765;543;411;132;222;95;127;414;22.9
109;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2005 4e kwartaal;1153;775;581;454;128;194;74;120;379;21.7
110;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2005;1149;764;565;441;125;199;80;119;385;22.0
111;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2006 1e kwartaal;1135;769;583;458;125;187;76;111;365;21.4
112;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2006 2e kwartaal;1168;792;595;460;135;197;81;116;376;21.5
113;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2006 3e kwartaal;1209;783;570;422;147;213;92;122;426;22.8
114;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2006 4e kwartaal;1191;795;605;470;135;190;81;109;396;21.7
115;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2006;1175;785;588;453;135;197;82;114;391;21.9
116;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2007 1e kwartaal;1185;795;616;473;144;179;75;104;390;21.4
117;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2007 2e kwartaal;1229;838;634;475;159;203;93;110;391;21.5
118;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2007 3e kwartaal;1272;846;615;442;173;231;107;124;426;22.5
119;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2007 4e kwartaal;1251;851;642;490;153;209;88;120;400;21.5
120;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2007;1234;832;627;470;157;205;91;115;402;21.7
121;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2008 1e kwartaal;1240;863;655;494;160;208;85;123;377;21.0
122;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2008 2e kwartaal;1274;884;658;488;170;226;96;131;390;21.5
123;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2008 3e kwartaal;1302;878;618;449;169;260;116;144;424;22.5
124;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2008 4e kwartaal;1270;880;646;491;156;233;98;135;391;21.5
125;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2008;1272;876;644;480;164;232;99;133;396;21.6
126;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2009 1e kwartaal;1256;888;660;502;158;227;96;132;369;21.0
127;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2009 2e kwartaal;1268;911;672;498;175;239;102;137;357;20.8
128;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2009 3e kwartaal;1274;893;628;463;165;265;122;143;381;21.7
129;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2009 4e kwartaal;1226;884;659;510;149;225;99;125;342;20.5
130;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2009;1256;894;655;494;161;239;105;134;362;21.0
131;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2010 1e kwartaal;1196;875;667;512;154;208;88;120;321;20.0
132;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2010 2e kwartaal;1219;899;673;511;162;226;103;123;320;20.1
133;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2010 3e kwartaal;1245;906;637;473;164;269;130;139;339;21.0
134;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2010 4e kwartaal;1212;891;666;507;160;225;101;124;321;20.0
135;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2010;1218;893;661;501;160;232;105;127;325;20.3
136;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2011 1e kwartaal;1194;887;659;509;151;227;99;128;307;19.8
137;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2011 2e kwartaal;1228;911;679;517;162;232;106;126;317;19.8
138;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2011 3e kwartaal;1262;929;665;480;185;264;124;140;333;20.6
139;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2011 4e kwartaal;1243;930;696;526;169;234;105;129;313;19.7
140;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2011;1232;914;675;508;167;239;109;131;318;20.0
141;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2012 1e kwartaal;1210;912;679;520;160;233;107;126;298;19.6
142;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2012 2e kwartaal;1233;932;689;520;169;243;114;129;301;19.6
143;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2012 3e kwartaal;1263;945;674;498;175;271;129;142;319;20.3
144;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2012 4e kwartaal;1238;943;701;542;158;243;111;132;295;19.3
145;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2012;1236;933;686;520;166;247;115;132;303;19.7
146;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 1e kwartaal;1208;922;696;539;157;225;114;111;286;18.9
147;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 2e kwartaal;1234;946;714;543;171;232;110;122;287;19.0
148;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 3e kwartaal;1244;938;674;506;168;264;130;133;307;19.9
149;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 4e kwartaal;1216;940;714;558;156;226;99;127;276;18.7
150;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013;1225;936;700;537;163;237;113;123;289;19.1
151;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 1e kwartaal;1170;903;690;550;140;213;103;110;267;18.5
152;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 2e kwartaal;1194;928;703;547;157;225;116;109;266;18.5
153;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 3e kwartaal;1229;942;694;518;176;249;124;125;286;19.3
154;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 4e kwartaal;1217;955;727;565;162;227;106;121;262;18.4
155;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014;1202;932;703;545;159;228;112;116;270;18.7
156;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 1e kwartaal;1218;966;737;574;162;229;111;117;252;18.0
157;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 2e kwartaal;1256;990;756;584;172;234;116;119;266;18.2
158;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 3e kwartaal;1270;982;711;528;184;271;136;135;287;19.4
159;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 4e kwartaal;1235;969;741;569;172;228;110;118;266;18.4
160;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015;1245;977;736;564;172;240;118;122;268;18.5
161;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 1e kwartaal;1215;956;736;569;167;220;108;113;259;18.2
162;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 2e kwartaal;1259;998;753;571;182;245;125;120;261;18.3
163;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 3e kwartaal;1288;1003;716;525;191;287;147;140;285;19.3
164;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 4e kwartaal;1262;985;748;566;181;237;107;130;277;18.7
165;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016;1256;986;738;558;180;247;122;126;271;18.6
166;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 1e kwartaal ;1250;989;750;579;171;239;107;133;261;18.3
167;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 2e kwartaal;1292;1028;780;588;192;248;119;130;264;18.2
168;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 3e kwartaal;1337;1030;757;552;205;273;134;139;307;19.4
169;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 4e kwartaal;1322;1033;788;597;191;245;115;130;289;18.6
170;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017;1300;1020;769;579;190;251;118;133;280;18.7
171;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 1e kwartaal;1309;1035;784;597;187;250;114;136;274;18.5
172;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 2e kwartaal;1341;1061;785;588;197;276;135;141;281;18.7
173;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 3e kwartaal;1367;1041;742;541;201;299;150;149;326;20.0
174;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 4e kwartaal;1356;1060;794;595;198;266;121;146;296;18.8
175;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018;1343;1049;776;580;196;273;130;143;294;19.0
176;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 1e kwartaal;1347;1070;800;598;202;271;132;138;277;18.5
177;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 2e kwartaal;1386;1092;814;601;213;278;134;144;294;18.8
178;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 3e kwartaal;1400;1083;767;552;214;316;151;165;317;19.8
179;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 4e kwartaal;1389;1078;810;596;214;268;126;143;311;19.0
180;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019;1381;1081;798;587;211;283;136;148;300;19.0
181;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 1e kwartaal;1374;1078;805;601;204;273;119;154;297;18.8
182;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 2e kwartaal;1287;1002;748;564;184;254;119;135;285;18.9
183;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 3e kwartaal;1320;1028;741;538;203;287;143;144;292;19.5
184;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 4e kwartaal;1329;1047;795;612;183;252;114;138;282;18.4
185;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020;1328;1039;772;579;193;267;124;143;289;18.9
186;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 1e kwartaal;1455;1098;787;538;249;311;153;158;357;21.0
187;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 2e kwartaal;1503;1138;806;537;269;332;158;174;365;21.0
188;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 3e kwartaal;1556;1166;790;506;284;377;193;184;389;21.7
189;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 4e kwartaal;1566;1189;861;587;274;328;165;163;377;20.6
190;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;1520;1148;811;542;269;337;167;170;372;21.1
191;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 1e kwartaal;1578;1210;883;612;271;326;167;159;368;20.2
192;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2003 1e kwartaal;1920;641;210;87;122;432;208;223;1279;34.5
193;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2003 2e kwartaal;1917;650;216;88;128;434;207;227;1267;34.4
194;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2003 3e kwartaal;1894;640;205;83;122;435;211;224;1254;34.5
195;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2003 4e kwartaal;1879;637;201;83;118;436;206;230;1242;34.4
196;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2003;1902;642;208;85;123;434;208;226;1260;34.4
197;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2004 1e kwartaal;1854;648;201;82;118;448;209;239;1206;34.3
198;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2004 2e kwartaal;1850;652;206;82;124;447;203;244;1198;34.3
199;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2004 3e kwartaal;1842;633;206;82;124;427;200;227;1209;34.5
200;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2004 4e kwartaal;1829;628;200;77;123;428;196;231;1201;34.4
201;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2004;1844;640;203;81;122;437;202;235;1203;34.4
202;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2005 1e kwartaal;1797;622;206;80;126;416;194;223;1175;34.3
203;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2005 2e kwartaal;1797;617;200;72;129;417;199;218;1180;34.4
204;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2005 3e kwartaal;1786;614;197;70;127;417;192;225;1172;34.5
205;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2005 4e kwartaal;1782;626;189;65;124;437;203;233;1156;34.4
206;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2005;1791;620;198;72;126;422;197;225;1171;34.4
207;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2006 1e kwartaal;1772;620;180;64;117;440;203;236;1152;34.5
208;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2006 2e kwartaal;1768;602;177;63;114;425;200;225;1166;34.6
209;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2006 3e kwartaal;1765;603;177;63;113;426;192;233;1162;34.6
