ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
1371;Nederhemert;2633; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
1372;Nederhorst den Berg;3003; Wijdemeren                        ;1696; Noord-Holland           ;27; West-Nederland          ;3
1373;Nederland;2706; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1374;Nederweert;2037; Nederweert                        ;946; Limburg                 ;31; Zuid-Nederland          ;4
1375;Nederweert-Eind;2039; Nederweert                        ;946; Limburg                 ;31; Zuid-Nederland          ;4
1376;Neede;1656; Berkelland                        ;1859; Gelderland              ;25; Oost-Nederland          ;2
1377;Neer;2952; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
1378;Neerijnen;3363; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
1379;Neeritter;2953; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
1380;Neerkant;1777; Deurne                            ;762; Noord-Brabant           ;30; Zuid-Nederland          ;4
1381;Neerlangel;3261; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1382;Neerloon;3262; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1383;Nes;2531; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
1384;Nes;2588; Ameland                           ;60; Friesland               ;21; Noord-Nederland         ;1
1385;Nes;3405; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1386;Netersel;1068; Bladel                            ;1728; Noord-Brabant           ;30; Zuid-Nederland          ;4
1387;Netterden;1583; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
1388;Niawier;3406; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1389;Nibbixwoud;3153; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
1390;Niebert;2264; Marum                             ;25; Groningen               ;20; Noord-Nederland         ;1
1391;Niehove;2121; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1392;Niekerk;3422; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
1393;Niekerk;2178; Grootegast                        ;15; Groningen               ;20; Noord-Nederland         ;1
1394;Nietap;1642; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1395;Nieuw Annerveen;1171; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1396;Nieuw Beerta;1421; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1397;Nieuw- en Sint Joosland;1009; Middelburg                        ;687; Zeeland                 ;29; West-Nederland          ;3
1398;Nieuw Heeten;1499; Raalte                            ;177; Overijssel              ;23; Oost-Nederland          ;2
1399;Nieuw Namen;3093; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
1400;Nieuw Scheemda;1894; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1401;Nieuwaal;2634; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
1402;Nieuw-Amsterdam;1993; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
1403;Nieuw-Balinge;3018; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1404;Nieuw-Beijerland;2887; Korendijk                         ;588; Zuid-Holland            ;28; West-Nederland          ;3
1405;Nieuw-Buinen;1797; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
1406;Nieuw-Dordrecht;1994; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
1407;Nieuwdorp;1259; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
1408;Nieuwe Niedorp;2518; Niedorp                           ;412; Noord-Holland           ;27; West-Nederland          ;3
1409;Nieuwe Pekela;1398; Pekela                            ;765; Groningen               ;20; Noord-Nederland         ;1
1410;Nieuwe Wetering;3037; Kaag en Braassem                  ;1884; Zuid-Holland            ;28; West-Nederland          ;3
1411;Nieuwebrug;2496; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1412;Nieuwediep;1172; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1413;Nieuwegein;1108; Nieuwegein                        ;356; Utrecht                 ;26; West-Nederland          ;3
1414;Nieuwehorne;2194; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1415;Nieuwendijk;2216; Werkendam                         ;870; Noord-Brabant           ;30; Zuid-Nederland          ;4
1416;Nieuwer Ter Aa;1394; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
1417;Nieuwerbrug aan den Rijn;2666; Bodegraven-Reeuwijk               ;1901; Zuid-Holland            ;28; West-Nederland          ;3
1418;Nieuwerkerk;2680; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1419;Nieuwerkerk aan den IJssel;1016; Zuidplas                          ;1892; Zuid-Holland            ;28; West-Nederland          ;3
1420;Nieuweroord;3017; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1421;Nieuweroord;1815; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
1422;Nieuwersluis;2221; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
1423;Nieuweschoot;2187; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1424;Nieuwe-Tonge;3144; Middelharnis                      ;559; Zuid-Holland            ;28; West-Nederland          ;3
1425;Nieuwkoop;2667; Nieuwkoop                         ;569; Zuid-Holland            ;28; West-Nederland          ;3
1426;Nieuwkuijk;3502; Heusden                           ;797; Noord-Brabant           ;30; Zuid-Nederland          ;4
1427;Nieuwland;2111; Zederik                           ;707; Zuid-Holland            ;28; West-Nederland          ;3
1428;Nieuwlande;1816; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
1429;Nieuwlande Coevorden;2158; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
1430;Nieuw-Lekkerland;2795; Nieuw-Lekkerland                  ;571; Zuid-Holland            ;28; West-Nederland          ;3
1431;Nieuwleusen;1239; Dalfsen                           ;148; Overijssel              ;23; Oost-Nederland          ;2
1432;Nieuwolda;1896; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1433;Nieuwpoort;1807; Liesveld                          ;694; Zuid-Holland            ;28; West-Nederland          ;3
1434;Nieuw-Roden;1643; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1435;Nieuw-Schoonebeek;1995; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
1436;Nieuwstadt;2047; Echt-Susteren                     ;1711; Limburg                 ;31; Zuid-Nederland          ;4
1437;Nieuwveen;2670; Nieuwkoop                         ;569; Zuid-Holland            ;28; West-Nederland          ;3
1438;Nieuw-Vennep;1602; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
1439;Nieuwvliet;2969; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
1440;Nieuw-Vossemeer;1404; Steenbergen                       ;851; Noord-Brabant           ;30; Zuid-Nederland          ;4
1441;Nieuw-Weerdinge;1996; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
1442;Niezijl;2122; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1443;Niftrik;2569; Wijchen                           ;296; Gelderland              ;25; Oost-Nederland          ;2
1444;Nigtevecht;2222; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
1445;Nij Altoenae;3330; het Bildt                         ;63; Friesland               ;21; Noord-Nederland         ;1
1446;Nij Beets;3352; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
1447;Nijbroek;2607; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
1448;Nijeberkoop;1761; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
1449;Nijega;3284; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
1450;Nijehaske;2497; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1451;Nijeholtpade;1726; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1452;Nijeholtwolde;1727; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1453;Nijelamer;1728; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1454;Nijemirdum;1679; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
1455;Nijensleek;3116; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
1456;Nijetrijne;1729; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1457;Nijeveen;1083; Meppel                            ;119; Drenthe                 ;22; Noord-Nederland         ;1
1458;Nijhuizum;1972; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1459;Nijkerk;2869; Nijkerk                           ;267; Gelderland              ;25; Oost-Nederland          ;2
1460;Nijkerkerveen;2870; Nijkerk                           ;267; Gelderland              ;25; Oost-Nederland          ;2
1461;Nijland;2414; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1462;Nijlande;1173; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1463;Nijmegen;3030; Nijmegen                          ;268; Gelderland              ;25; Oost-Nederland          ;2
1464;Nijverdal;1042; Hellendoorn                       ;163; Overijssel              ;23; Oost-Nederland          ;2
1465;Nispen;1591; Roosendaal                        ;1674; Noord-Brabant           ;30; Zuid-Nederland          ;4
1466;Nisse;1260; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
1467;Nistelrode;3062; Bernheze                          ;1721; Noord-Brabant           ;30; Zuid-Nederland          ;4
1468;Noardburgum;2450; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
1469;Nooitgedacht;1174; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1470;Noorbeek;1696; Eijsden-Margraten                 ;1903; Limburg                 ;31; Zuid-Nederland          ;4
1471;Noordbeemster;2171; Beemster                          ;370; Noord-Holland           ;27; West-Nederland          ;3
1472;Noordbroek;2279; Menterwolde                       ;1987; Groningen               ;20; Noord-Nederland         ;1
1473;Noordeinde;1905; Graft-De Rijp                     ;365; Noord-Holland           ;27; West-Nederland          ;3
1474;Noordeinde Gld;3070; Oldebroek                         ;269; Gelderland              ;25; Oost-Nederland          ;2
1475;Noordeloos;1436; Giessenlanden                     ;689; Zuid-Holland            ;28; West-Nederland          ;3
1476;Noorden;2668; Nieuwkoop                         ;569; Zuid-Holland            ;28; West-Nederland          ;3
1477;Noordgouwe;2681; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1478;Noordhoek;1325; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
1479;Noordhorn;2123; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1480;Noordlaren;1268; Haren                             ;17; Groningen               ;20; Noord-Nederland         ;1
1481;Noord-Scharwoude;1118; Langedijk                         ;416; Noord-Holland           ;27; West-Nederland          ;3
1482;Noordscheschut;1817; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
1483;Noord-Sleen;2159; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
1484;Noordwelle;2682; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1485;Noordwijk;2265; Marum                             ;25; Groningen               ;20; Noord-Nederland         ;1
1486;Noordwijk;2061; Noordwijk                         ;575; Zuid-Holland            ;28; West-Nederland          ;3
1487;Noordwijkerhout;1927; Noordwijkerhout                   ;576; Zuid-Holland            ;28; West-Nederland          ;3
1488;Noordwolde;2830; Bedum                             ;5; Groningen               ;20; Noord-Nederland         ;1
1489;Noordwolde;1730; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1490;Nootdorp;1142; Pijnacker-Nootdorp                ;1926; Zuid-Holland            ;28; West-Nederland          ;3
1491;Norg;1644; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1492;Notter;1090; Wierden                           ;189; Overijssel              ;23; Oost-Nederland          ;2
1493;Nuenen;2136; Nuenen, Gerwen en Nederwetten     ;820; Noord-Brabant           ;30; Zuid-Nederland          ;4
1494;Nuis;2266; Marum                             ;25; Groningen               ;20; Noord-Nederland         ;1
1495;Nuland;2748; Maasdonk                          ;1671; Noord-Brabant           ;30; Zuid-Nederland          ;4
1496;Numansdorp;2372; Cromstrijen                       ;611; Zuid-Holland            ;28; West-Nederland          ;3
1497;Nunhem;2954; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
1498;Nunspeet;2982; Nunspeet                          ;302; Gelderland              ;25; Oost-Nederland          ;2
1499;Nuth;2358; Nuth                              ;951; Limburg                 ;31; Zuid-Nederland          ;4
1500;Nutter;1411; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
1501;Obbicht;2817; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
1502;Obdam;1187; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
1503;Ochten;1097; Neder-Betuwe                      ;1740; Gelderland              ;25; Oost-Nederland          ;2
1504;Odijk;2604; Bunnik                            ;312; Utrecht                 ;26; West-Nederland          ;3
1505;Odiliapeel;1849; Uden                              ;856; Noord-Brabant           ;30; Zuid-Nederland          ;4
1506;Odoorn;1798; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
1507;Odoornerveen;1799; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
1508;Oeffelt;1219; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
1509;Oegstgeest;2744; Oegstgeest                        ;579; Zuid-Holland            ;28; West-Nederland          ;3
1510;Oene;1347; Epe                               ;232; Gelderland              ;25; Oost-Nederland          ;2
1511;Oentsjerk;2443; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
1512;Den Oever;1489; Wieringen                         ;462; Noord-Holland           ;27; West-Nederland          ;3
1513;Offingawier;3506; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1514;Ohé en Laak;1923; Maasgouw                          ;1641; Limburg                 ;31; Zuid-Nederland          ;4
1515;Oijen;3470; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1516;Oirlo;2332; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
1517;Oirsbeek;2101; Schinnen                          ;962; Limburg                 ;31; Zuid-Nederland          ;4
1518;Oirschot;1207; Oirschot                          ;823; Noord-Brabant           ;30; Zuid-Nederland          ;4
1519;Oisterwijk;2646; Oisterwijk                        ;824; Noord-Brabant           ;30; Zuid-Nederland          ;4
1520;Okkenbroek;2859; Deventer                          ;150; Overijssel              ;23; Oost-Nederland          ;2
1521;Olburgen;1529; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
1522;Oldeberkoop;1762; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
1523;Oldebroek;3071; Oldebroek                         ;269; Gelderland              ;25; Oost-Nederland          ;2
1524;Oldeholtpade;1731; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1525;Oldeholtwolde;1732; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1526;Oldehove;2124; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1527;Oldekerk;2179; Grootegast                        ;15; Groningen               ;20; Noord-Nederland         ;1
1528;Oldelamer;1733; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1529;Oldemarkt;2707; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1530;Oldenzaal;1668; Oldenzaal                         ;173; Overijssel              ;23; Oost-Nederland          ;2
1531;Oldenzijl;3476; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
1532;Oldeouwer;2498; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1533;Oldetrijne;1734; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1534;Olst;1379; Olst-Wijhe                        ;1773; Overijssel              ;23; Oost-Nederland          ;2
1535;Olterterp;3353; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
1536;Ommel;2930; Asten                             ;743; Noord-Brabant           ;30; Zuid-Nederland          ;4
1537;Ommen;2546; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
1538;Ommeren;3381; Buren                             ;214; Gelderland              ;25; Oost-Nederland          ;2
1539;Onderdendam;2831; Bedum                             ;5; Groningen               ;20; Noord-Nederland         ;1
1540;Onna;2708; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1541;Onnen;1269; Haren                             ;17; Groningen               ;20; Noord-Nederland         ;1
1542;Onstwedde;3076; Stadskanaal                       ;37; Groningen               ;20; Noord-Nederland         ;1
1543;Ooij;2877; Ubbergen                          ;282; Gelderland              ;25; Oost-Nederland          ;2
1544;Ooltgensplaat;2133; Oostflakkee                       ;580; Zuid-Holland            ;28; West-Nederland          ;3
1545;Oost West en Middelbeers;1208; Oirschot                          ;823; Noord-Brabant           ;30; Zuid-Nederland          ;4
1546;Oostburg;2960; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
1547;Oostdijk;3464; Reimerswaal                       ;703; Zeeland                 ;29; West-Nederland          ;3
1548;Oosteind;2957; Oosterhout                        ;826; Noord-Brabant           ;30; Zuid-Nederland          ;4
1549;Oosterbeek;2990; Renkum                            ;274; Gelderland              ;25; Oost-Nederland          ;2
1550;Oosterbierum;1375; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
1551;Oosterblokker;1509; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
1552;Oosterend;2614; Terschelling                      ;93; Friesland               ;21; Noord-Nederland         ;1
1553;Oosterend Nh;2742; Texel                             ;448; Noord-Holland           ;27; West-Nederland          ;3
1554;Oosterhesselen;2160; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
1555;Oosterhout;1869; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
1556;Oosterhout;2956; Oosterhout                        ;826; Noord-Brabant           ;30; Zuid-Nederland          ;4
1557;Oosterland;2683; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1558;Oosterleek;1510; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
1559;Oosternieland;3477; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
1560;Oosternijkerk;3407; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1561;Oosterstreek;1735; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1562;Oosterwijk;2274; Leerdam                           ;545; Zuid-Holland            ;28; West-Nederland          ;3
1563;Oosterwijtwerd;3451; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
1564;Oosterwolde;1763; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
1565;Oosterwolde Gld;3072; Oldebroek                         ;269; Gelderland              ;25; Oost-Nederland          ;2
1566;Oosterzee;2246; Lemsterland                       ;82; Friesland               ;21; Noord-Nederland         ;1
1567;Oost-Graftdijk;1906; Graft-De Rijp                     ;365; Noord-Holland           ;27; West-Nederland          ;3
1568;Oosthem;2415; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1569;Oosthuizen;1841; Zeevang                           ;478; Noord-Holland           ;27; West-Nederland          ;3
1570;Oostkapelle;2781; Veere                             ;717; Zeeland                 ;29; West-Nederland          ;3
1571;Oostknollendam;2285; Wormerland                        ;880; Noord-Holland           ;27; West-Nederland          ;3
1572;Oostrum;2333; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
1573;Oostrum;3408; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1574;Oost-Souburg;1076; Vlissingen                        ;718; Zeeland                 ;29; West-Nederland          ;3
1575;Oostvoorne;1209; Westvoorne                        ;614; Zuid-Holland            ;28; West-Nederland          ;3
1576;Oostwold;1898; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1577;Oostwold;2344; Leek                              ;22; Groningen               ;20; Noord-Nederland         ;1
1578;Oostwoud;3154; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
1579;Oostzaan;2113; Oostzaan                          ;431; Noord-Holland           ;27; West-Nederland          ;3
1580;Ootmarsum;1412; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
1581;Opeinde;3285; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
1582;Opende;2180; Grootegast                        ;15; Groningen               ;20; Noord-Nederland         ;1
1583;Ophemert;3364; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
1584;Opheusden;1098; Neder-Betuwe                      ;1740; Gelderland              ;25; Oost-Nederland          ;2
1585;Opijnen;3365; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
1586;Oploo;2082; Sint Anthonis                     ;1702; Noord-Brabant           ;30; Zuid-Nederland          ;4
1587;Opmeer;2791; Opmeer                            ;432; Noord-Holland           ;27; West-Nederland          ;3
1588;Oppenhuizen;2416; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1589;Opperdoes;3155; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
1590;Oranje;3019; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1591;Oranjewoud;2189; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1592;Orvelte;3020; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
1593;Ospel;2038; Nederweert                        ;946; Limburg                 ;31; Zuid-Nederland          ;4
1594;Oss;3249; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1595;Ossendrecht;1002; Woensdrecht                       ;873; Noord-Brabant           ;30; Zuid-Nederland          ;4
1596;Ossenisse;3102; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
1597;Ossenwaard;2842; Vianen                            ;620; Utrecht                 ;26; West-Nederland          ;3
1598;Ossenzijl;2709; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1599;Oterleek;1888; Schermer                          ;458; Noord-Holland           ;27; West-Nederland          ;3
1600;Otterlo;2767; Ede                               ;228; Gelderland              ;25; Oost-Nederland          ;2
1601;Ottersum;2480; Gennep                            ;907; Limburg                 ;31; Zuid-Nederland          ;4
1602;Ottoland;1984; Graafstroom                       ;693; Zuid-Holland            ;28; West-Nederland          ;3
1603;Oud Ade;3038; Kaag en Braassem                  ;1884; Zuid-Holland            ;28; West-Nederland          ;3
1604;Oud Annerveen;1175; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1605;Oud Gastel;1248; Halderberge                       ;1655; Noord-Brabant           ;30; Zuid-Nederland          ;4
1606;Oud Ootmarsum;1413; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
1607;Oud Zuilen;2066; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
1608;Oud-Alblas;1985; Graafstroom                       ;693; Zuid-Holland            ;28; West-Nederland          ;3
1609;Oud-Beijerland;2793; Oud-Beijerland                    ;584; Zuid-Holland            ;28; West-Nederland          ;3
1610;Ouddorp;2932; Goedereede                        ;511; Zuid-Holland            ;28; West-Nederland          ;3
1611;Oude Meer;1599; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
1612;Oude Niedorp;2519; Niedorp                           ;412; Noord-Holland           ;27; West-Nederland          ;3
1613;Oude Pekela;1397; Pekela                            ;765; Groningen               ;20; Noord-Nederland         ;1
1614;Oude Wetering;3039; Kaag en Braassem                  ;1884; Zuid-Holland            ;28; West-Nederland          ;3
1615;Oude Willem;3117; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
1616;Oudebildtzijl;3328; het Bildt                         ;63; Friesland               ;21; Noord-Nederland         ;1
1617;Oudega;1680; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
1618;Oudega;3286; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
1619;Oudega;2417; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1620;Oudehaske;2499; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1621;Oudehorne;2195; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1622;Oudelande;1261; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
1623;Oudemirdum;1681; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
1624;Oudemolen;2917; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
1625;Oudemolen;1320; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
1626;Oudenbosch;1246; Halderberge                       ;1655; Noord-Brabant           ;30; Zuid-Nederland          ;4
1627;Oudendijk;1188; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
1628;Oudenhoorn;1388; Bernisse                          ;568; Zuid-Holland            ;28; West-Nederland          ;3
1629;Ouderkerk aan de Amstel;2129; Ouder-Amstel                      ;437; Noord-Holland           ;27; West-Nederland          ;3
1630;Ouderkerk aan den IJssel;2373; Ouderkerk                         ;644; Zuid-Holland            ;28; West-Nederland          ;3
1631;Oudeschans;2233; Bellingwedde                      ;7; Groningen               ;20; Noord-Nederland         ;1
1632;Oudeschild;2743; Texel                             ;448; Noord-Holland           ;27; West-Nederland          ;3
1633;Oudeschip;3478; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
1634;Oudeschoot;2188; Heerenveen                        ;74; Friesland               ;21; Noord-Nederland         ;1
1635;Oudesluis;2763; Zijpe                             ;476; Noord-Holland           ;27; West-Nederland          ;3
1636;Oude-Tonge;2134; Oostflakkee                       ;580; Zuid-Holland            ;28; West-Nederland          ;3
1637;Oudewater;1910; Oudewater                         ;589; Utrecht                 ;26; West-Nederland          ;3
1638;Oudezijl;1423; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
1639;Oudkarspel;1119; Langedijk                         ;416; Noord-Holland           ;27; West-Nederland          ;3
1640;Oudkarspel;3290; Harenkarspel                      ;395; Noord-Holland           ;27; West-Nederland          ;3
1641;Oudorp;2350; Alkmaar                           ;361; Noord-Holland           ;27; West-Nederland          ;3
1642;Oud-Vossemeer;2077; Tholen                            ;716; Zeeland                 ;29; West-Nederland          ;3
1643;Oudwoude;3313; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
1644;Ouwerkerk;2684; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1645;Ouwsterhaule;2500; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1646;Ouwster-Nijega;2501; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
1647;Overasselt;3496; Heumen                            ;252; Gelderland              ;25; Oost-Nederland          ;2
1648;Overberg;3338; Utrechtse Heuvelrug               ;1581; Utrecht                 ;26; West-Nederland          ;3
1649;Overdinkel;1715; Losser                            ;168; Overijssel              ;23; Oost-Nederland          ;2
1650;Overlangel;3263; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1651;Overloon;1220; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
