ID;Geslacht;Leeftijd;IndicatieOfGebruikZZV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3;PersMetIndicGebruikOpPeildatum_4
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2010;68735.0;5.97;52635.0;4.64
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2011;71815.0;6.22;55785.0;4.9
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2012;72105.0;6.23;57035.0;5.01
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2013;71845.0;6.2;57010.0;5.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overijssel (PV);2014;72425.0;6.25;57710.0;5.06
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2009;15435.0;3.92;11750.0;3.03
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2010;16650.0;4.19;12200.0;3.12
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2011;17355.0;4.32;13115.0;3.32
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2012;17545.0;4.33;13540.0;3.4
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2013;17460.0;4.27;13605.0;3.4
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Flevoland (PV);2014;17395.0;4.23;13630.0;3.4
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2009;99770.0;4.92;76185.0;3.81
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2010;106420.0;5.23;80750.0;4.03
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2011;111935.0;5.49;86295.0;4.29
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2012;113045.0;5.53;87380.0;4.33
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2013;112535.0;5.49;87605.0;4.34
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Gelderland (PV);2014;112760.0;5.49;88490.0;4.37
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2009;51070.0;4.13;38570.0;3.16
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2010;56350.0;4.52;42340.0;3.45
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2011;58870.0;4.7;44415.0;3.59
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2012;58300.0;4.62;44565.0;3.58
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2013;57350.0;4.51;44520.0;3.55
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Utrecht (PV);2014;57120.0;4.46;44190.0;3.5
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2009;115945.0;4.27;87440.0;3.28
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2010;123865.0;4.52;93025.0;3.46
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2011;127755.0;4.62;96905.0;3.58
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2012;127080.0;4.57;97315.0;3.57
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2013;125025.0;4.47;96710.0;3.53
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Holland (PV);2014;124850.0;4.43;96795.0;3.51
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2009;160325.0;4.49;122085.0;3.48
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2010;170930.0;4.75;128740.0;3.65
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2011;176825.0;4.88;134970.0;3.8
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2012;177350.0;4.87;136810.0;3.84
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2013;174465.0;4.77;125750.0;3.52
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuid-Holland (PV);2014;165065.0;4.5;126675.0;3.52
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2009;22140.0;5.71;16660.0;4.37
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2010;23785.0;6.13;17585.0;4.61
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2011;24085.0;6.19;18200.0;4.77
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2012;24115.0;6.2;18365.0;4.82
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2013;23840.0;6.14;18205.0;4.78
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zeeland (PV);2014;23685.0;6.11;18125.0;4.76
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2009;118610.0;4.78;90605.0;3.71
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2010;125310.0;5.03;94725.0;3.86
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2011;130645.0;5.22;100280.0;4.07
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2012;131110.0;5.23;101960.0;4.13
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2013;129905.0;5.16;101135.0;4.08
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Brabant (PV);2014;128875.0;5.1;100805.0;4.05
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2009;65670.0;5.75;50180.0;4.47
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2010;71030.0;6.21;53795.0;4.79
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2011;74095.0;6.48;57395.0;5.11
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2012;74130.0;6.48;58195.0;5.19
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2013;72845.0;6.38;57890.0;5.17
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Limburg (PV);2014;72570.0;6.35;58000.0;5.18
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Oost-Groningen (CR);2009;10835.0;7.01;8445.0;5.55
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Oost-Groningen (CR);2010;11935.0;7.73;9135.0;6.02
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Oost-Groningen (CR);2011;12475.0;8.12;9735.0;6.45
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Oost-Groningen (CR);2012;12580.0;8.23;9850.0;6.57
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Oost-Groningen (CR);2013;12470.0;8.19;9890.0;6.64
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Oost-Groningen (CR);2014;12525.0;8.19;9875.0;6.62
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Delfzijl en omgeving (CR);2009;3190.0;6.34;2395.0;4.88
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Delfzijl en omgeving (CR);2010;3350.0;6.68;2545.0;5.18
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Delfzijl en omgeving (CR);2011;3490.0;7.0;2725.0;5.57
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Delfzijl en omgeving (CR);2012;3600.0;7.26;2795.0;5.77
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Delfzijl en omgeving (CR);2013;3605.0;7.34;2820.0;5.88
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Delfzijl en omgeving (CR);2014;3560.0;7.27;2810.0;5.9
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overig Groningen (CR);2009;19925.0;5.23;15630.0;4.16
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overig Groningen (CR);2010;21475.0;5.59;16630.0;4.39
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overig Groningen (CR);2011;22320.0;5.75;17435.0;4.57
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overig Groningen (CR);2012;22525.0;5.76;17995.0;4.69
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overig Groningen (CR);2013;22395.0;5.71;17860.0;4.64
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Overig Groningen (CR);2014;22235.0;5.62;17805.0;4.59
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Friesland (CR);2009;18785.0;5.56;14665.0;4.42
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Friesland (CR);2010;20110.0;5.94;15260.0;4.58
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Friesland (CR);2011;20655.0;6.1;16170.0;4.85
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Friesland (CR);2012;20735.0;6.13;16310.0;4.9
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Friesland (CR);2013;19560.0;5.78;15240.0;4.57
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Friesland (CR);2014;19485.0;5.91;15395.0;4.74
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Friesland (CR);2009;5535.0;5.15;4240.0;3.99
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Friesland (CR);2010;5925.0;5.5;4450.0;4.19
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Friesland (CR);2011;6180.0;5.73;4845.0;4.55
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Friesland (CR);2012;6390.0;5.93;4940.0;4.64
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Friesland (CR);2013;6380.0;5.92;4985.0;4.69
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Friesland (CR);2014;7855.0;5.72;6205.0;4.58
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Friesland (CR);2009;11600.0;5.5;8870.0;4.26
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Friesland (CR);2010;12680.0;6.0;9340.0;4.49
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Friesland (CR);2011;13130.0;6.22;10120.0;4.86
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Friesland (CR);2012;13295.0;6.31;10170.0;4.9
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Friesland (CR);2013;13105.0;6.23;10290.0;4.97
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Friesland (CR);2014;12115.0;6.4;9650.0;5.17
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Drenthe (CR);2009;10130.0;5.29;7670.0;4.05
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Drenthe (CR);2010;10905.0;5.68;8210.0;4.33
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Drenthe (CR);2011;11460.0;5.96;8750.0;4.61
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Drenthe (CR);2012;11560.0;6.01;8920.0;4.7
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Drenthe (CR);2013;11585.0;6.03;8990.0;4.74
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Drenthe (CR);2014;11380.0;5.93;8890.0;4.69
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Drenthe (CR);2009;11540.0;6.61;8875.0;5.17
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Drenthe (CR);2010;12505.0;7.17;9460.0;5.52
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Drenthe (CR);2011;12885.0;7.4;10005.0;5.86
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Drenthe (CR);2012;12960.0;7.48;10125.0;5.96
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Drenthe (CR);2013;10220.0;5.93;7330.0;4.33
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidoost-Drenthe (CR);2014;12350.0;7.18;9720.0;5.76
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Drenthe (CR);2009;7485.0;5.69;5765.0;4.43
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Drenthe (CR);2010;8095.0;6.14;6125.0;4.7
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Drenthe (CR);2011;8515.0;6.44;6595.0;5.06
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Drenthe (CR);2012;8705.0;6.59;6770.0;5.19
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Drenthe (CR);2013;8540.0;6.46;6660.0;5.12
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Drenthe (CR);2014;8480.0;6.43;6650.0;5.1
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Overijssel (CR);2009;18655.0;5.21;14425.0;4.08
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Overijssel (CR);2010;20000.0;5.55;15570.0;4.37
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Overijssel (CR);2011;21035.0;5.81;16380.0;4.58
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Overijssel (CR);2012;20930.0;5.75;16735.0;4.65
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Overijssel (CR);2013;20890.0;5.71;16715.0;4.64
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Noord-Overijssel (CR);2014;21150.0;5.77;16860.0;4.66
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Overijssel (CR);2009;8380.0;5.39;6385.0;4.18
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Overijssel (CR);2010;8395.0;5.38;6300.0;4.12
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Overijssel (CR);2011;8600.0;5.51;6680.0;4.37
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Overijssel (CR);2012;8665.0;5.56;6780.0;4.44
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Overijssel (CR);2013;8655.0;5.55;6760.0;4.43
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Zuidwest-Overijssel (CR);2014;8700.0;5.59;6820.0;4.46
168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Twente (CR);2009;38785.0;6.13;30550.0;4.9
169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Twente (CR);2010;40340.0;6.35;30760.0;4.92
170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Twente (CR);2011;42180.0;6.62;32720.0;5.22
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Twente (CR);2012;42510.0;6.67;33525.0;5.35
172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Twente (CR);2013;42300.0;6.64;33535.0;5.35
173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Twente (CR);2014;42570.0;6.69;34030.0;5.43
174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Veluwe (CR);2009;32110.0;4.85;24425.0;3.73
