ID;WerknemerWelNietIngezeten;KenmerkenWerknemer;BedrijfstakkenBranchesSBI2008;KenmerkenBaan;Herkomstland;Perioden;BanenWerknemersGeborenInBuitenland_1
24;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2014;681.1
25;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015 1e kwartaal;675.5
26;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015 2e kwartaal;708.2
27;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015 3e kwartaal;723.8
28;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015 4e kwartaal;720.5
29;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015;707.2
30;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016 1e kwartaal;701.8
31;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016 2e kwartaal;740.8
32;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016 3e kwartaal;760.4
33;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016 4e kwartaal;763.7
34;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016;741.8
35;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 1e kwartaal;755.3
36;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 2e kwartaal;802.7
37;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 3e kwartaal;830.3
38;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 4e kwartaal;843.7
39;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017;808.3
40;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018 1e kwartaal;837.2
41;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018 2e kwartaal;886.1
42;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018 3e kwartaal;915.5
43;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018 4e kwartaal;930.9
44;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018;892.8
45;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019 1e kwartaal;917.5
46;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019 2e kwartaal;959.7
47;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019 3e kwartaal;981.9
48;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019 4e kwartaal;991.8
49;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019;963.0
50;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020 1e kwartaal;969.0
51;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020 2e kwartaal;939.7
52;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020 3e kwartaal;971.6
53;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020 4e kwartaal;969.7
54;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020;962.5
55;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2021 1e kwartaal;944.2
56;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2021 2e kwartaal;997.0
57;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2021 3e kwartaal;1037.2
58;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2021 4e kwartaal;1068.7
59;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2021;1012.2
60;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2022 1e kwartaal;1067.1
61;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2022 2e kwartaal;1132.7
62;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2022 3e kwartaal;1168.7
63;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2022 4e kwartaal;1192.1
64;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2022;1140.6
65;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2023 1e kwartaal;1194.1
66;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2023 2e kwartaal;1243.2
67;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2023 3e kwartaal;1258.3
68;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2023 4e kwartaal;1274.0
69;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2023;1242.6
70;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2010 1e kwartaal;292.0
71;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2010 2e kwartaal;319.9
72;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2010 3e kwartaal;334.8
73;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2010 4e kwartaal;329.3
74;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2010;319.1
75;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2011 1e kwartaal;320.6
76;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2011 2e kwartaal;348.3
77;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2011 3e kwartaal;358.1
78;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2011 4e kwartaal;343.9
79;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2011;342.8
80;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2012 1e kwartaal;333.3
81;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2012 2e kwartaal;357.0
82;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2012 3e kwartaal;364.0
83;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2012 4e kwartaal;350.0
84;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2012 ;351.1
85;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2013 1e kwartaal;328.3
86;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2013 2e kwartaal;350.3
87;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2013 3e kwartaal;359.8
88;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2013 4e kwartaal;351.9
89;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2013;347.7
90;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2014 1e kwartaal;339.6
91;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2014 2e kwartaal;365.1
92;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2014 3e kwartaal;376.3
93;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2014 4e kwartaal;366.7
94;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2014;362.1
95;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2015 1e kwartaal;358.4
96;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2015 2e kwartaal;385.7
97;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2015 3e kwartaal;399.9
98;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2015 4e kwartaal;393.3
99;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2015;384.5
100;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2016 1e kwartaal;379.6
101;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2016 2e kwartaal;410.1
102;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2016 3e kwartaal;425.6
103;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2016 4e kwartaal;422.5
104;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2016;409.5
105;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2017 1e kwartaal;414.4
106;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2017 2e kwartaal;450.4
107;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2017 3e kwartaal;470.8
108;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2017 4e kwartaal;473.9
109;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2017;452.6
110;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2018 1e kwartaal;466.1
111;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2018 2e kwartaal;501.2
112;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2018 3e kwartaal;522.0
113;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2018 4e kwartaal;524.6
114;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2018;503.7
115;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2019 1e kwartaal;510.2
116;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2019 2e kwartaal;539.0
117;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2019 3e kwartaal;554.7
118;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2019 4e kwartaal;553.7
119;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2019;539.6
120;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2020 1e kwartaal;534.0
121;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2020 2e kwartaal;521.1
122;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2020 3e kwartaal;548.0
123;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2020 4e kwartaal;541.8
124;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2020;536.3
125;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2021 1e kwartaal;523.3
126;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2021 2e kwartaal;560.6
127;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2021 3e kwartaal;583.1
128;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2021 4e kwartaal;596.2
129;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2021;566.0
130;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2022 1e kwartaal;588.5
131;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2022 2e kwartaal;632.5
132;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2022 3e kwartaal;657.7
133;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2022 4e kwartaal;665.6
134;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2022;636.3
135;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2023 1e kwartaal;661.5
136;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2023 2e kwartaal;696.8
137;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2023 3e kwartaal;707.0
138;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2023 4e kwartaal;710.6
139;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (exclusief Nederland);2023;694.1
140;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010 1e kwartaal;31.7
141;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010 2e kwartaal;31.9
142;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010 3e kwartaal;31.6
143;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010 4e kwartaal;31.6
144;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010;31.7
145;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011 1e kwartaal;31.7
146;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011 2e kwartaal;31.8
147;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011 3e kwartaal;31.5
148;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011 4e kwartaal;31.5
149;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011;31.6
150;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 1e kwartaal;31.3
151;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 2e kwartaal;31.4
152;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 3e kwartaal;30.9
153;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 4e kwartaal;30.8
154;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 ;31.1
155;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013 1e kwartaal;30.5
156;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013 2e kwartaal;30.4
157;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013 3e kwartaal;30.1
158;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013 4e kwartaal;30.2
159;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013;30.3
160;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014 1e kwartaal;29.8
161;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014 2e kwartaal;29.9
162;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014 3e kwartaal;29.7
163;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014 4e kwartaal;29.8
164;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014;29.8
165;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015 1e kwartaal;29.6
166;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015 2e kwartaal;29.7
167;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015 3e kwartaal;29.5
168;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015 4e kwartaal;29.8
169;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015;29.6
170;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016 1e kwartaal;29.7
171;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016 2e kwartaal;30.0
172;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016 3e kwartaal;29.9
173;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016 4e kwartaal;30.4
174;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016;30.0
175;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017 1e kwartaal;30.5
176;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017 2e kwartaal;31.0
177;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017 3e kwartaal;31.0
178;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017 4e kwartaal;31.5
179;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017;31.0
180;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018 1e kwartaal;31.6
181;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018 2e kwartaal;32.1
182;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018 3e kwartaal;32.0
183;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018 4e kwartaal;32.4
184;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018;32.1
185;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019 1e kwartaal;32.2
186;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019 2e kwartaal;32.5
187;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019 3e kwartaal;32.4
188;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019 4e kwartaal;32.7
189;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019;32.4
190;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020 1e kwartaal;32.4
191;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020 2e kwartaal;31.8
192;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020 3e kwartaal;32.0
193;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020 4e kwartaal;32.3
194;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020;32.1
195;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2021 1e kwartaal;32.0
196;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2021 2e kwartaal;32.4
197;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2021 3e kwartaal;32.6
198;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2021 4e kwartaal;33.1
199;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2021;32.5
200;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2022 1e kwartaal;32.9
201;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2022 2e kwartaal;33.3
202;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2022 3e kwartaal;33.0
203;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2022 4e kwartaal;33.6
204;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2022;33.2
205;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2023 1e kwartaal;35.1
206;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2023 2e kwartaal;35.3
207;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2023 3e kwartaal;34.9
208;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2023 4e kwartaal;35.4
209;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2023;35.1
210;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010 1e kwartaal;2.1
211;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010 2e kwartaal;2.3
212;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010 3e kwartaal;2.5
213;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010 4e kwartaal;2.4
214;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010;2.3
