ID;CaoSectoren;SBI93;Versie;Perioden;CaoLonenPerMaandExclBijzBeloningen_1;CaoLonenPerMaandInclBijzBeloningen_2;CaoLonenPerUurExclBijzBeloningen_3;CaoLonenPerUurInclBijzBeloningen_4;ContractueleLoonkostenPerMaand_5;ContractueleLoonkostenPerUur_6;ContractueleArbeidsduur_7;CaoLonenPerMaandExclBijzBeloningen_8;CaoLonenPerMaandInclBijzBeloningen_9;CaoLonenPerUurExclBijzBeloningen_10;CaoLonenPerUurInclBijzBeloningen_11;ContractueleLoonkostenPerMaand_12;ContractueleLoonkostenPerUur_13;ContractueleArbeidsduur_14;PercentageAfgeslotenCaoS_15
32;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 april;99.3;99.3;99.3;99.4;99.3;99.4;100.0;;;;;;;;100.0
33;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 mei;99.3;99.4;99.3;99.4;99.4;99.4;100.0;;;;;;;;100.0
34;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 juni;99.6;99.7;99.6;99.7;99.7;99.7;100.0;;;;;;;;100.0
35;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 2e kwartaal;99.4;99.5;99.4;99.5;99.5;99.5;100.0;;;;;;;;100.0
36;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 juli;100.5;100.5;100.5;100.5;100.6;100.6;100.0;;;;;;;;100.0
37;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 augustus;100.7;100.7;100.7;100.7;100.8;100.8;100.0;;;;;;;;100.0
38;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 september;100.9;100.9;100.9;100.9;101.0;101.0;100.0;;;;;;;;100.0
39;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 3e kwartaal;100.7;100.7;100.7;100.7;100.8;100.8;100.0;;;;;;;;100.0
40;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 oktober;101.1;101.1;101.2;101.1;101.1;101.1;100.0;;;;;;;;100.0
41;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 november;101.2;101.1;101.2;101.1;101.1;101.1;100.0;;;;;;;;100.0
42;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 december;101.3;101.2;101.3;101.2;101.2;101.2;100.0;;;;;;;;100.0
43;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 4e kwartaal;101.2;101.1;101.2;101.1;101.1;101.2;100.0;;;;;;;;100.0
44;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2000 jaar;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;;;;;;;100.0
45;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 januari;101.9;102.4;102.0;102.5;102.3;102.3;100.0;3.3;4.0;3.6;4.1;3.9;4.0;0.0;100.0
46;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 februari;102.0;102.5;102.0;102.5;102.3;102.4;100.0;3.4;4.0;3.4;4.0;3.9;4.0;0.0;100.0
47;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 maart;102.2;102.7;102.2;102.8;102.6;102.6;100.0;3.3;3.8;3.3;3.9;3.7;3.8;0.0;100.0
48;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 1e kwartaal;102.0;102.5;102.1;102.6;102.4;102.4;100.0;3.3;3.9;3.4;4.0;3.9;3.9;0.0;100.0
49;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 april;103.0;103.6;103.0;103.6;103.5;103.5;100.0;3.7;4.3;3.7;4.2;4.2;4.1;0.0;100.0
50;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 mei;103.4;104.0;103.4;104.0;103.9;103.9;100.0;4.1;4.6;4.1;4.6;4.5;4.5;0.0;100.0
51;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 juni;103.8;104.4;103.8;104.4;104.3;104.3;100.0;4.2;4.7;4.2;4.7;4.6;4.6;0.0;100.0
52;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 2e kwartaal;103.4;104.0;103.4;104.0;103.9;103.9;100.0;4.0;4.5;4.0;4.5;4.4;4.4;0.0;100.0
53;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 juli;104.7;105.2;104.7;105.2;105.1;105.1;100.0;4.2;4.7;4.2;4.7;4.5;4.5;0.0;100.0
54;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 augustus;104.7;105.2;104.7;105.3;105.1;105.2;100.0;4.0;4.5;4.0;4.6;4.3;4.4;0.0;100.0
55;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 september;104.7;105.2;104.8;105.3;105.2;105.2;100.0;3.8;4.3;3.9;4.4;4.2;4.2;0.0;100.0
56;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 3e kwartaal;104.7;105.2;104.7;105.3;105.1;105.2;100.0;4.0;4.5;4.0;4.6;4.3;4.4;0.0;100.0
57;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 oktober;105.1;105.6;105.1;105.6;105.5;105.6;100.0;4.0;4.5;3.9;4.5;4.4;4.5;0.0;100.0
58;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 november;105.1;105.6;105.1;105.7;105.5;105.6;100.0;3.9;4.5;3.9;4.5;4.4;4.5;0.0;100.0
59;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 december;105.1;105.6;105.2;105.7;105.6;105.6;100.0;3.8;4.3;3.8;4.4;4.3;4.3;0.0;100.0
60;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 4e kwartaal;105.1;105.6;105.2;105.7;105.6;105.6;100.0;3.9;4.5;4.0;4.5;4.5;4.3;0.0;100.0
61;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2001 jaar;103.8;104.3;103.8;104.4;104.2;104.3;100.0;3.8;4.3;3.8;4.4;4.2;4.3;0.0;100.0
62;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 januari;105.9;106.7;105.9;106.7;107.2;107.3;100.0;3.9;4.2;3.8;4.1;4.8;4.9;0.0;100.0
63;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 februari;106.0;106.9;106.1;106.9;107.4;107.4;100.0;3.9;4.3;4.0;4.3;5.0;4.9;0.0;100.0
64;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 maart;106.3;107.1;106.3;107.2;107.7;107.7;100.0;4.0;4.3;4.0;4.3;5.0;5.0;0.0;100.0
65;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 1e kwartaal;106.1;106.9;106.1;106.9;107.4;107.5;100.0;4.0;4.3;3.9;4.2;4.9;5.0;0.0;100.0
66;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 april;106.7;107.6;106.7;107.7;108.2;108.2;100.0;3.6;3.9;3.6;4.0;4.5;4.5;0.0;100.0
67;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 mei;106.7;107.7;106.8;107.8;108.3;108.4;100.0;3.2;3.6;3.3;3.7;4.2;4.3;0.0;100.0
68;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 juni;106.9;107.9;107.0;108.0;108.5;108.5;100.0;3.0;3.4;3.1;3.4;4.0;4.0;0.0;100.0
69;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 2e kwartaal;106.8;107.8;106.8;107.8;108.3;108.4;100.0;3.3;3.7;3.3;3.7;4.2;4.3;0.0;100.0
70;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 juli;107.9;108.7;107.9;108.8;109.3;109.3;100.0;3.1;3.3;3.1;3.4;4.0;4.0;0.0;100.0
71;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 augustus;108.0;108.8;108.1;108.9;109.4;109.4;100.0;3.2;3.4;3.2;3.4;4.1;4.0;0.0;100.0
72;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 september;108.1;108.9;108.1;108.9;109.5;109.5;100.0;3.2;3.5;3.1;3.4;4.1;4.1;0.0;100.0
73;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 3e kwartaal;108.0;108.8;108.0;108.9;109.4;109.4;100.0;3.2;3.4;3.2;3.4;4.1;4.0;0.0;100.0
74;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 oktober;108.3;109.1;108.4;109.2;109.7;109.7;100.0;3.0;3.3;3.1;3.4;4.0;3.9;0.0;100.0
75;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 november;108.4;109.2;108.4;109.2;109.8;109.8;100.0;3.1;3.4;3.1;3.3;4.1;4.0;0.0;100.0
76;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 december;108.5;109.3;108.5;109.3;109.9;109.9;100.0;3.2;3.5;3.1;3.4;4.1;4.1;0.0;100.0
77;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 4e kwartaal;108.4;109.2;108.4;109.2;109.8;109.8;100.0;3.1;3.4;3.0;3.3;4.0;4.0;0.0;100.0
78;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2002 jaar;107.3;108.2;107.3;108.2;108.7;108.8;100.0;3.4;3.7;3.4;3.6;4.3;4.3;0.0;100.0
79;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 januari;109.3;110.3;109.4;110.4;111.4;111.5;100.0;3.2;3.4;3.3;3.5;3.9;3.9;0.0;100.0
80;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 februari;109.4;110.4;109.4;110.4;111.5;111.5;100.0;3.2;3.3;3.1;3.3;3.8;3.8;0.0;100.0
81;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 maart;109.6;110.6;109.6;110.6;111.7;111.7;100.0;3.1;3.3;3.1;3.2;3.7;3.7;0.0;100.0
82;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 1e kwartaal;109.4;110.4;109.5;110.5;111.5;111.6;100.0;3.1;3.3;3.2;3.4;3.8;3.8;0.0;100.0
83;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 april;109.8;110.9;109.9;110.9;112.0;112.1;100.0;2.9;3.1;3.0;3.0;3.5;3.6;0.0;100.0
84;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 mei;109.9;111.0;109.9;111.0;112.1;112.1;100.0;3.0;3.1;2.9;3.0;3.5;3.4;0.0;100.0
85;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 juni;110.0;111.1;110.0;111.1;112.2;112.3;100.0;2.9;3.0;2.8;2.9;3.4;3.5;0.0;100.0
86;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 2e kwartaal;109.9;111.0;109.9;111.0;112.1;112.2;100.0;2.9;3.0;2.9;3.0;3.5;3.5;0.0;100.0
87;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 juli;110.5;111.6;110.5;111.6;112.8;112.8;100.0;2.4;2.7;2.4;2.6;3.2;3.2;0.0;100.0
88;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 augustus;110.5;111.6;110.5;111.6;112.8;112.8;100.0;2.3;2.6;2.2;2.5;3.1;3.1;0.0;100.0
89;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 september;110.6;111.7;110.6;111.7;112.9;112.9;100.0;2.3;2.6;2.3;2.6;3.1;3.1;0.0;100.0
90;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 3e kwartaal;110.5;111.6;110.6;111.6;112.8;112.9;100.0;2.3;2.6;2.4;2.5;3.1;3.2;0.0;100.0
91;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 oktober;110.6;111.7;110.7;111.7;112.9;113.0;100.0;2.1;2.4;2.1;2.3;2.9;3.0;0.0;100.0
92;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 november;110.7;111.8;110.7;111.8;113.0;113.0;100.0;2.1;2.4;2.1;2.4;2.9;2.9;0.0;100.0
93;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 december;110.8;111.9;110.8;111.9;113.1;113.1;100.0;2.1;2.4;2.1;2.4;2.9;2.9;0.0;100.0
94;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 4e kwartaal;110.7;111.8;110.7;111.8;113.0;113.1;100.0;2.1;2.4;2.1;2.4;2.9;3.0;0.0;100.0
95;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2003 jaar;110.1;111.2;110.2;111.2;112.4;112.4;100.0;2.6;2.8;2.7;2.8;3.4;3.3;0.0;100.0
96;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 januari;111.2;112.2;111.2;112.2;114.6;114.6;100.0;1.7;1.7;1.6;1.6;2.9;2.8;0.0;100.0
97;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 februari;111.4;112.3;111.4;112.4;114.8;114.8;100.0;1.8;1.7;1.8;1.8;3.0;3.0;0.0;100.0
98;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 maart;111.4;112.4;111.4;112.4;114.8;114.8;100.0;1.6;1.6;1.6;1.6;2.8;2.8;0.0;100.0
99;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 1e kwartaal;111.3;112.3;111.3;112.3;114.7;114.7;100.0;1.7;1.7;1.6;1.6;2.9;2.8;0.0;100.0
100;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 april;111.5;112.5;111.6;112.6;114.9;115.0;100.0;1.5;1.4;1.5;1.5;2.6;2.6;0.0;100.0
101;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 mei;111.5;112.6;111.6;112.6;115.0;115.0;100.0;1.5;1.4;1.5;1.4;2.6;2.6;0.0;100.0
102;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 juni;111.6;112.6;111.6;112.6;115.0;115.0;100.0;1.5;1.4;1.5;1.4;2.5;2.4;0.0;100.0
103;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 2e kwartaal;111.5;112.6;111.6;112.6;115.0;115.0;100.0;1.5;1.4;1.5;1.4;2.6;2.5;0.0;100.0
104;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 juli;111.6;112.6;111.6;112.7;115.4;115.4;100.0;1.0;0.9;1.0;1.0;2.3;2.3;0.0;100.0
105;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 augustus;111.6;112.6;111.6;112.7;115.4;115.4;100.0;1.0;0.9;1.0;1.0;2.3;2.3;0.0;100.0
106;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 september;111.6;112.6;111.6;112.7;115.4;115.4;100.0;0.9;0.8;0.9;0.9;2.2;2.2;0.0;100.0
107;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 3e kwartaal;111.6;112.6;111.6;112.7;115.4;115.4;100.0;1.0;0.9;0.9;1.0;2.3;2.2;0.0;100.0
108;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 oktober;111.6;112.6;111.7;112.7;115.4;115.4;100.0;0.9;0.8;0.9;0.9;2.2;2.1;0.0;100.0
109;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 november;111.6;112.6;111.7;112.7;115.4;115.4;100.0;0.8;0.7;0.9;0.8;2.1;2.1;0.0;100.0
110;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 december;111.6;112.6;111.7;112.7;115.4;115.4;100.0;0.7;0.6;0.8;0.7;2.0;2.0;0.0;100.0
111;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 4e kwartaal;111.6;112.6;111.7;112.7;115.4;115.4;100.0;0.8;0.7;0.9;0.8;2.1;2.0;0.0;100.0
112;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2004 jaar;111.5;112.5;111.6;112.6;115.1;115.2;100.0;1.3;1.2;1.3;1.3;2.4;2.5;0.0;100.0
113;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 januari;111.9;112.9;111.9;113.0;116.1;116.1;100.0;0.6;0.6;0.6;0.7;1.3;1.3;0.0;100.0
114;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 februari;112.0;113.0;112.0;113.1;116.2;116.2;100.0;0.5;0.6;0.5;0.6;1.2;1.2;0.0;100.0
115;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 maart;112.0;113.1;112.0;113.1;116.2;116.3;100.0;0.5;0.6;0.5;0.6;1.2;1.3;0.0;100.0
116;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 1e kwartaal;111.9;113.0;112.0;113.1;116.2;116.2;100.0;0.5;0.6;0.6;0.7;1.3;1.3;0.0;100.0
117;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 april;112.0;113.2;112.1;113.2;116.3;116.4;100.0;0.4;0.6;0.4;0.5;1.2;1.2;0.0;100.0
118;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 mei;112.0;113.1;112.1;113.1;116.3;116.3;100.0;0.4;0.4;0.4;0.4;1.1;1.1;0.0;100.0
119;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 juni;112.2;113.2;112.2;113.3;116.4;116.4;100.0;0.5;0.5;0.5;0.6;1.2;1.2;0.0;100.0
120;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 2e kwartaal;112.1;113.2;112.1;113.2;116.3;116.4;100.0;0.5;0.5;0.4;0.5;1.1;1.2;0.0;100.0
121;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 juli;112.4;113.4;112.4;113.5;116.6;116.7;100.0;0.7;0.7;0.7;0.7;1.0;1.1;0.0;100.0
122;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 augustus;112.5;113.6;112.6;113.6;116.7;116.8;100.0;0.8;0.9;0.9;0.8;1.1;1.2;0.0;100.0
123;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 september;112.6;113.6;112.6;113.6;116.8;116.8;100.0;0.9;0.9;0.9;0.8;1.2;1.2;0.0;100.0
124;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 3e kwartaal;112.5;113.5;112.5;113.6;116.7;116.8;100.0;0.8;0.8;0.8;0.8;1.1;1.2;0.0;100.0
125;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 oktober;112.6;113.6;112.6;113.7;116.8;116.9;100.0;0.9;0.9;0.8;0.9;1.2;1.3;0.0;100.0
126;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 november;112.7;113.7;112.7;113.7;116.9;116.9;100.0;1.0;1.0;0.9;0.9;1.3;1.3;0.0;100.0
127;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 december;112.7;113.7;112.7;113.8;116.9;117.0;100.0;1.0;1.0;0.9;1.0;1.3;1.4;0.0;100.0
128;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 4e kwartaal;112.7;113.7;112.7;113.7;116.9;116.9;100.0;1.0;1.0;0.9;0.9;1.3;1.3;0.0;100.0
129;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2005 jaar;112.3;113.4;112.3;113.4;116.5;116.6;100.0;0.7;0.8;0.6;0.7;1.2;1.2;0.0;100.0
130;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 januari;113.5;115.1;113.5;115.1;117.2;117.1;100.1;1.4;1.9;1.4;1.9;0.9;0.9;0.1;100.0
131;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 februari;113.6;115.2;113.6;115.2;117.3;117.2;100.1;1.4;1.9;1.4;1.9;0.9;0.9;0.1;100.0
132;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 maart;113.7;115.3;113.6;115.2;117.3;117.3;100.1;1.5;1.9;1.4;1.9;0.9;0.9;0.1;100.0
133;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 1e kwartaal;113.6;115.2;113.5;115.2;117.3;117.2;100.1;1.5;1.9;1.3;1.9;0.9;0.9;0.1;100.0
134;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 april;114.0;115.6;113.9;115.6;117.7;117.6;100.1;1.8;2.1;1.6;2.1;1.2;1.0;0.1;100.0
135;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 mei;114.0;115.6;114.0;115.6;117.7;117.6;100.1;1.8;2.2;1.7;2.2;1.2;1.1;0.1;100.0
136;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 juni;114.1;115.7;114.0;115.7;117.8;117.7;100.1;1.7;2.2;1.6;2.1;1.2;1.1;0.1;100.0
137;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 2e kwartaal;114.0;115.6;114.0;115.6;117.7;117.7;100.1;1.7;2.1;1.7;2.1;1.2;1.1;0.1;100.0
138;Totaal cao-sectoren;01-93 Totaal sbi;Huidige cijfers;2006 juli;114.4;116.0;114.3;116.0;118.1;118.0;100.1;1.8;2.3;1.7;2.2;1.3;1.1;0.1;100.0
