ID;Arbeidspositie;Arbeidsverleden;Geslacht;Persoonskenmerken;Perioden;NietWerkzameBevolking_1
44;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;289
45;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 1e kwartaal;278
46;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 2e kwartaal;282
47;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 3e kwartaal;291
48;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 4e kwartaal;295
49;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;286
50;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 1e kwartaal;299
51;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 2e kwartaal;295
52;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 3e kwartaal;295
53;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 4e kwartaal;288
54;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;294
55;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 1e kwartaal;298
56;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 2e kwartaal;287
57;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 3e kwartaal;295
58;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 4e kwartaal;289
59;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024;292
60;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021 1e kwartaal;315
61;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021 2e kwartaal;298
62;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021 3e kwartaal;291
63;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021 4e kwartaal;291
64;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021;299
65;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022 1e kwartaal;291
66;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022 2e kwartaal;277
67;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022 3e kwartaal;272
68;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022 4e kwartaal;254
69;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022;273
70;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023 1e kwartaal;262
71;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023 2e kwartaal;265
72;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023 3e kwartaal;273
73;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023 4e kwartaal;272
74;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023;268
75;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024 1e kwartaal;283
76;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024 2e kwartaal;284
77;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024 3e kwartaal;278
78;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024 4e kwartaal;290
79;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024;284
80;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021 1e kwartaal;369
81;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021 2e kwartaal;361
82;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021 3e kwartaal;350
83;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021 4e kwartaal;334
84;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021;353
85;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022 1e kwartaal;326
86;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022 2e kwartaal;333
87;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022 3e kwartaal;323
88;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022 4e kwartaal;323
89;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022;326
90;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023 1e kwartaal;316
91;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023 2e kwartaal;328
92;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023 3e kwartaal;320
93;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023 4e kwartaal;315
94;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023;320
95;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024 1e kwartaal;318
96;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024 2e kwartaal;316
97;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024 3e kwartaal;318
98;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024 4e kwartaal;311
99;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024;316
100;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021 1e kwartaal;690
101;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021 2e kwartaal;701
102;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021 3e kwartaal;678
103;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021 4e kwartaal;663
104;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021;683
105;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022 1e kwartaal;665
106;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022 2e kwartaal;647
107;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022 3e kwartaal;649
108;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022 4e kwartaal;632
109;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022;648
110;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023 1e kwartaal;623
111;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023 2e kwartaal;606
112;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023 3e kwartaal;598
113;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023 4e kwartaal;608
114;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023;609
115;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024 1e kwartaal;605
116;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024 2e kwartaal;607
117;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024 3e kwartaal;601
118;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024 4e kwartaal;612
119;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024;606
120;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021 1e kwartaal;1682
121;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021 2e kwartaal;1662
122;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021 3e kwartaal;1658
123;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021 4e kwartaal;1665
124;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021;1666
125;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022 1e kwartaal;1645
126;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022 2e kwartaal;1616
127;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022 3e kwartaal;1617
128;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022 4e kwartaal;1602
129;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022;1620
130;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023 1e kwartaal;1602
131;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023 2e kwartaal;1588
132;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023 3e kwartaal;1587
133;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023 4e kwartaal;1573
134;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023;1588
135;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024 1e kwartaal;1565
136;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024 2e kwartaal;1556
137;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024 3e kwartaal;1580
138;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024 4e kwartaal;1581
139;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024;1570
140;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;1650
141;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;1629
142;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;1564
143;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;1559
144;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;1600
145;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;1575
146;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;1528
147;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;1467
148;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;1483
149;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;1513
150;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;1537
151;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;1505
152;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023 3e kwartaal;1463
153;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;1477
154;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;1496
155;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;1500
156;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;1485
157;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;1439
158;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;1451
159;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;1468
160;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021 1e kwartaal;1402
161;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021 2e kwartaal;1364
162;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021 3e kwartaal;1315
163;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021 4e kwartaal;1308
164;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021;1347
165;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022 1e kwartaal;1269
166;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022 2e kwartaal;1256
167;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022 3e kwartaal;1265
168;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022 4e kwartaal;1250
169;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022;1260
170;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023 1e kwartaal;1228
171;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023 2e kwartaal;1206
172;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023 3e kwartaal;1212
173;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023 4e kwartaal;1214
174;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023;1215
175;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024 1e kwartaal;1221
176;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024 2e kwartaal;1200
177;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024 3e kwartaal;1238
178;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024 4e kwartaal;1240
179;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024;1225
180;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2021 1e kwartaal;896
181;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2021 2e kwartaal;884
182;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2021 3e kwartaal;898
183;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2021 4e kwartaal;894
184;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2021;893
185;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2022 1e kwartaal;877
186;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2022 2e kwartaal;844
187;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2022 3e kwartaal;876
188;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2022 4e kwartaal;853
189;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2022;862
190;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2023 1e kwartaal;837
191;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2023 2e kwartaal;829
192;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2023 3e kwartaal;854
193;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2023 4e kwartaal;843
194;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2023;841
195;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2024 1e kwartaal;851
196;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2024 2e kwartaal;839
197;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2024 3e kwartaal;873
198;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2024 4e kwartaal;875
199;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2024;860
200;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021 1e kwartaal;65
201;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021 2e kwartaal;54
202;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021 3e kwartaal;43
203;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021 4e kwartaal;39
204;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021;50
205;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022 1e kwartaal;42
206;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022 2e kwartaal;40
207;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022 3e kwartaal;51
208;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022 4e kwartaal;42
209;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2022;44
210;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023 1e kwartaal;37
211;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023 2e kwartaal;38
212;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023 3e kwartaal;35
213;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023 4e kwartaal;38
214;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2023;37
215;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024 1e kwartaal;36
216;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024 2e kwartaal;31
217;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024 3e kwartaal;37
218;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024 4e kwartaal;44
219;Niet-werkzame bevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2024;37
