ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;AantalVerdienersHuishoudkern;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
30;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal verdieners huishoudkern;2004/'05;1211960.0;55060.0;1156900.0;4.5
31;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal verdieners huishoudkern;2005/'06;1299580.0;53590.0;1245980.0;4.1
32;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal verdieners huishoudkern;2006/'07;1313120.0;51980.0;1261140.0;4.0
33;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal verdieners huishoudkern;2007/'08;1315100.0;48450.0;1266650.0;3.7
34;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal verdieners huishoudkern;2008/'09;1310060.0;43340.0;1266720.0;3.3
35;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Geen verdiener;2004/'05;20010.0;2460.0;17550.0;12.3
36;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Geen verdiener;2005/'06;21310.0;2240.0;19070.0;10.5
37;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Geen verdiener;2006/'07;22020.0;2120.0;19900.0;9.6
38;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Geen verdiener;2007/'08;18530.0;1810.0;16720.0;9.8
39;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Geen verdiener;2008/'09;17350.0;1330.0;16020.0;7.7
40;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Wel verdiener;2004/'05;1178940.0;50550.0;1128390.0;4.3
41;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Wel verdiener;2005/'06;1263160.0;49110.0;1214050.0;3.9
42;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Wel verdiener;2006/'07;1268010.0;47210.0;1220800.0;3.7
43;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Wel verdiener;2007/'08;1284200.0;45080.0;1239130.0;3.5
44;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Wel verdiener;2008/'09;1278410.0;40320.0;1238100.0;3.2
45;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eenverdiener;2004/'05;442930.0;24990.0;417930.0;5.6
46;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eenverdiener;2005/'06;476500.0;25230.0;451270.0;5.3
47;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eenverdiener;2006/'07;473210.0;24260.0;448950.0;5.1
48;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eenverdiener;2007/'08;462210.0;23180.0;439040.0;5.0
49;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eenverdiener;2008/'09;445020.0;20070.0;424950.0;4.5
50;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Tweeverdiener;2004/'05;736010.0;25550.0;710460.0;3.5
51;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Tweeverdiener;2005/'06;786660.0;23890.0;762770.0;3.0
52;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Tweeverdiener;2006/'07;794800.0;22950.0;771850.0;2.9
53;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Tweeverdiener;2007/'08;821990.0;21900.0;800090.0;2.7
54;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Tweeverdiener;2008/'09;833390.0;20250.0;813140.0;2.4
55;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Aantal verdieners onbekend;2004/'05;13020.0;2050.0;10970.0;15.7
56;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Aantal verdieners onbekend;2005/'06;15110.0;2240.0;12870.0;14.8
57;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Aantal verdieners onbekend;2006/'07;23100.0;2650.0;20440.0;11.5
58;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Aantal verdieners onbekend;2007/'08;12360.0;1570.0;10800.0;12.7
59;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Aantal verdieners onbekend;2008/'09;14290.0;1690.0;12610.0;11.8
60;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal verdieners huishoudkern;2004/'05;852410.0;19490.0;832920.0;2.3
61;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal verdieners huishoudkern;2005/'06;895660.0;18780.0;876880.0;2.1
62;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal verdieners huishoudkern;2006/'07;899580.0;17150.0;882430.0;1.9
63;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal verdieners huishoudkern;2007/'08;892610.0;13310.0;879300.0;1.5
64;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal verdieners huishoudkern;2008/'09;883120.0;11010.0;872110.0;1.2
65;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen verdiener;2004/'05;12310.0;770.0;11530.0;6.3
66;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen verdiener;2005/'06;13130.0;750.0;12380.0;5.7
67;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen verdiener;2006/'07;13590.0;710.0;12890.0;5.2
68;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen verdiener;2007/'08;11390.0;480.0;10910.0;4.2
69;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen verdiener;2008/'09;11240.0;410.0;10830.0;3.6
70;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel verdiener;2004/'05;834150.0;18120.0;816040.0;2.2
71;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel verdiener;2005/'06;876030.0;17360.0;858670.0;2.0
72;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel verdiener;2006/'07;875260.0;15700.0;859560.0;1.8
73;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel verdiener;2007/'08;875050.0;12380.0;862670.0;1.4
74;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel verdiener;2008/'09;866260.0;10220.0;856040.0;1.2
75;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eenverdiener;2004/'05;301280.0;8970.0;292320.0;3.0
76;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eenverdiener;2005/'06;315200.0;8660.0;306540.0;2.7
77;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eenverdiener;2006/'07;309820.0;7770.0;302050.0;2.5
78;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eenverdiener;2007/'08;296940.0;6130.0;290810.0;2.1
79;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eenverdiener;2008/'09;284120.0;4880.0;279250.0;1.7
80;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Tweeverdiener;2004/'05;532870.0;9150.0;523720.0;1.7
81;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Tweeverdiener;2005/'06;560840.0;8700.0;552140.0;1.6
82;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Tweeverdiener;2006/'07;565440.0;7930.0;557510.0;1.4
83;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Tweeverdiener;2007/'08;578110.0;6250.0;571870.0;1.1
84;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Tweeverdiener;2008/'09;582140.0;5340.0;576800.0;0.9
85;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Aantal verdieners onbekend;2004/'05;5950.0;600.0;5350.0;10.1
86;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Aantal verdieners onbekend;2005/'06;6490.0;660.0;5830.0;10.2
87;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Aantal verdieners onbekend;2006/'07;10730.0;740.0;9990.0;6.9
88;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Aantal verdieners onbekend;2007/'08;6170.0;450.0;5720.0;7.3
89;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Aantal verdieners onbekend;2008/'09;5620.0;390.0;5230.0;6.9
90;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal verdieners huishoudkern;2004/'05;359550.0;35570.0;323980.0;9.9
91;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal verdieners huishoudkern;2005/'06;403920.0;34810.0;369110.0;8.6
92;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal verdieners huishoudkern;2006/'07;413540.0;34830.0;378710.0;8.4
93;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal verdieners huishoudkern;2007/'08;422490.0;35140.0;387350.0;8.3
94;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal verdieners huishoudkern;2008/'09;426940.0;32330.0;394620.0;7.6
95;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen verdiener;2004/'05;7700.0;1690.0;6020.0;21.9
96;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen verdiener;2005/'06;8180.0;1490.0;6700.0;18.2
97;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen verdiener;2006/'07;8420.0;1410.0;7010.0;16.8
98;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen verdiener;2007/'08;7140.0;1330.0;5810.0;18.6
99;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen verdiener;2008/'09;6110.0;930.0;5190.0;15.2
100;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel verdiener;2004/'05;344790.0;32430.0;312350.0;9.4
101;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel verdiener;2005/'06;387130.0;31750.0;355380.0;8.2
102;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel verdiener;2006/'07;392750.0;31510.0;361240.0;8.0
103;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel verdiener;2007/'08;409150.0;32700.0;376450.0;8.0
104;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel verdiener;2008/'09;412150.0;30100.0;382050.0;7.3
105;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eenverdiener;2004/'05;141650.0;16030.0;125620.0;11.3
106;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eenverdiener;2005/'06;161300.0;16560.0;144740.0;10.3
107;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eenverdiener;2006/'07;163390.0;16490.0;146900.0;10.1
108;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eenverdiener;2007/'08;165280.0;17040.0;148230.0;10.3
109;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eenverdiener;2008/'09;160900.0;15190.0;145710.0;9.4
110;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Tweeverdiener;2004/'05;203140.0;16400.0;186740.0;8.1
111;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Tweeverdiener;2005/'06;225820.0;15190.0;210640.0;6.7
112;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Tweeverdiener;2006/'07;229360.0;15020.0;214340.0;6.5
113;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Tweeverdiener;2007/'08;243880.0;15650.0;228220.0;6.4
114;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Tweeverdiener;2008/'09;251250.0;14900.0;236350.0;5.9
115;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Aantal verdieners onbekend;2004/'05;7060.0;1450.0;5610.0;20.5
116;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Aantal verdieners onbekend;2005/'06;8610.0;1580.0;7040.0;18.3
117;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Aantal verdieners onbekend;2006/'07;12370.0;1910.0;10460.0;15.5
118;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Aantal verdieners onbekend;2007/'08;6190.0;1110.0;5080.0;18.0
119;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Aantal verdieners onbekend;2008/'09;8680.0;1300.0;7380.0;15.0
120;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal verdieners huishoudkern;2004/'05;88140.0;21090.0;67050.0;23.9
121;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal verdieners huishoudkern;2005/'06;100130.0;20920.0;79210.0;20.9
122;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal verdieners huishoudkern;2006/'07;106380.0;20630.0;85760.0;19.4
123;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal verdieners huishoudkern;2007/'08;119610.0;23030.0;96580.0;19.3
124;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal verdieners huishoudkern;2008/'09;125070.0;20930.0;104140.0;16.7
125;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Geen verdiener;2004/'05;1260.0;530.0;720.0;42.5
126;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Geen verdiener;2005/'06;1360.0;550.0;810.0;40.4
127;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Geen verdiener;2006/'07;1320.0;350.0;980.0;26.1
128;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Geen verdiener;2007/'08;1210.0;320.0;890.0;26.4
129;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Geen verdiener;2008/'09;1040.0;290.0;760.0;27.6
130;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Wel verdiener;2004/'05;84460.0;19840.0;64610.0;23.5
131;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Wel verdiener;2005/'06;95690.0;19550.0;76130.0;20.4
132;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Wel verdiener;2006/'07;100750.0;19340.0;81410.0;19.2
133;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Wel verdiener;2007/'08;115430.0;21980.0;93460.0;19.0
134;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Wel verdiener;2008/'09;120540.0;19890.0;100650.0;16.5
135;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Eenverdiener;2004/'05;36380.0;9300.0;27080.0;25.6
136;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Eenverdiener;2005/'06;42210.0;9330.0;32890.0;22.1
137;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Eenverdiener;2006/'07;45550.0;9520.0;36020.0;20.9
138;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Eenverdiener;2007/'08;50750.0;10420.0;40330.0;20.5
139;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Eenverdiener;2008/'09;51040.0;9540.0;41500.0;18.7
140;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Tweeverdiener;2004/'05;48080.0;10550.0;37540.0;21.9
141;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Tweeverdiener;2005/'06;53470.0;10230.0;43250.0;19.1
142;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Tweeverdiener;2006/'07;55200.0;9820.0;45390.0;17.8
143;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Tweeverdiener;2007/'08;64690.0;11560.0;53130.0;17.9
144;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Tweeverdiener;2008/'09;69500.0;10350.0;59150.0;14.9
145;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Aantal verdieners onbekend;2004/'05;2430.0;710.0;1720.0;29.4
146;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Aantal verdieners onbekend;2005/'06;3090.0;820.0;2270.0;26.5
147;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Aantal verdieners onbekend;2006/'07;4310.0;940.0;3370.0;21.8
148;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Aantal verdieners onbekend;2007/'08;2960.0;740.0;2230.0;24.8
149;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Aantal verdieners onbekend;2008/'09;3480.0;750.0;2730.0;21.6
150;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal verdieners huishoudkern;2004/'05;863270.0;17370.0;845900.0;2.0
151;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal verdieners huishoudkern;2005/'06;903370.0;15950.0;887420.0;1.8
152;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal verdieners huishoudkern;2006/'07;907230.0;14660.0;892570.0;1.6
153;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal verdieners huishoudkern;2007/'08;906100.0;12390.0;893710.0;1.4
154;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal verdieners huishoudkern;2008/'09;899420.0;10590.0;888830.0;1.2
155;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Geen verdiener;2004/'05;13230.0;940.0;12280.0;7.1
156;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Geen verdiener;2005/'06;13810.0;780.0;13030.0;5.6
157;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Geen verdiener;2006/'07;14090.0;670.0;13420.0;4.7
158;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Geen verdiener;2007/'08;11970.0;550.0;11420.0;4.6
159;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Geen verdiener;2008/'09;11820.0;430.0;11400.0;3.6
160;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Wel verdiener;2004/'05;843960.0;15850.0;828120.0;1.9
161;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Wel verdiener;2005/'06;883070.0;14550.0;868520.0;1.6
162;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Wel verdiener;2006/'07;882510.0;13330.0;869180.0;1.5
163;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Wel verdiener;2007/'08;888040.0;11460.0;876590.0;1.3
164;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Wel verdiener;2008/'09;882080.0;9810.0;872280.0;1.1
165;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Eenverdiener;2004/'05;303240.0;7920.0;295320.0;2.6
166;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Eenverdiener;2005/'06;315360.0;7290.0;308070.0;2.3
167;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Eenverdiener;2006/'07;309670.0;6620.0;303040.0;2.1
168;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Eenverdiener;2007/'08;298170.0;5560.0;292610.0;1.9
169;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Eenverdiener;2008/'09;286730.0;4580.0;282150.0;1.6
170;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Tweeverdiener;2004/'05;540720.0;7930.0;532790.0;1.5
171;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Tweeverdiener;2005/'06;567710.0;7260.0;560450.0;1.3
172;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Tweeverdiener;2006/'07;572840.0;6710.0;566130.0;1.2
173;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Tweeverdiener;2007/'08;589880.0;5900.0;583980.0;1.0
174;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Tweeverdiener;2008/'09;595360.0;5230.0;590130.0;0.9
175;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Aantal verdieners onbekend;2004/'05;6080.0;580.0;5500.0;9.6
176;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Aantal verdieners onbekend;2005/'06;6500.0;630.0;5870.0;9.6
177;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Aantal verdieners onbekend;2006/'07;10640.0;660.0;9980.0;6.2
178;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Aantal verdieners onbekend;2007/'08;6090.0;380.0;5710.0;6.3
179;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Aantal verdieners onbekend;2008/'09;5520.0;350.0;5160.0;6.4
180;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal verdieners huishoudkern;2004/'05;863220.0;17340.0;845880.0;2.0
181;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal verdieners huishoudkern;2005/'06;903310.0;15920.0;887390.0;1.8
182;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal verdieners huishoudkern;2006/'07;907160.0;14630.0;892530.0;1.6
183;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal verdieners huishoudkern;2007/'08;906060.0;12370.0;893700.0;1.4
184;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal verdieners huishoudkern;2008/'09;899410.0;10580.0;888830.0;1.2
185;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Geen verdiener;2004/'05;13210.0;930.0;12280.0;7.0
186;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Geen verdiener;2005/'06;13800.0;780.0;13020.0;5.6
187;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Geen verdiener;2006/'07;14070.0;660.0;13410.0;4.7
188;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Geen verdiener;2007/'08;11960.0;540.0;11420.0;4.5
189;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Geen verdiener;2008/'09;11820.0;430.0;11400.0;3.6
190;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Wel verdiener;2004/'05;843930.0;15830.0;828100.0;1.9
191;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Wel verdiener;2005/'06;883040.0;14530.0;868500.0;1.6
192;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Wel verdiener;2006/'07;882460.0;13310.0;869140.0;1.5
193;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Wel verdiener;2007/'08;888020.0;11450.0;876580.0;1.3
194;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Wel verdiener;2008/'09;882070.0;9800.0;872270.0;1.1
195;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Eenverdiener;2004/'05;303220.0;7910.0;295310.0;2.6
196;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Eenverdiener;2005/'06;315340.0;7280.0;308060.0;2.3
197;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Eenverdiener;2006/'07;309630.0;6610.0;303020.0;2.1
198;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Eenverdiener;2007/'08;298160.0;5550.0;292600.0;1.9
199;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Eenverdiener;2008/'09;286720.0;4580.0;282140.0;1.6
200;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Tweeverdiener;2004/'05;540710.0;7920.0;532790.0;1.5
201;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Tweeverdiener;2005/'06;567690.0;7250.0;560440.0;1.3
202;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Tweeverdiener;2006/'07;572820.0;6700.0;566120.0;1.2
203;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Tweeverdiener;2007/'08;589870.0;5890.0;583970.0;1.0
204;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Tweeverdiener;2008/'09;595350.0;5220.0;590130.0;0.9
205;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Aantal verdieners onbekend;2004/'05;6070.0;580.0;5500.0;9.5
206;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Aantal verdieners onbekend;2005/'06;6470.0;600.0;5870.0;9.3
207;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Aantal verdieners onbekend;2006/'07;10640.0;660.0;9980.0;6.2
