ID;Herkomst;Kenmerken;ParticuliereHuishoudensMetInkomen_1;BesteedbaarInkomen_2;GestandaardiseerdInkomen_3;AantalHuishoudensMet52WekenInkomen_4;BesteedbaarInkomen_5;GestandaardiseerdInkomen_6;MetLaagInkomen_7;MetLangdurigLaagInkomen_8;OnderOfRondSociaalMinimum_9
29;Allochtonen;Leeftijd hoofdkostwinner: 65 jr en ouder;136.7;20.0;16.4;136.0;20.0;16.5;29.9;19.0;27.4
30;Herkomstland onbekend;Totaal Kenmerken;5.1;19.4;15.0;3.9;23.5;18.0;0.8;0.1;0.7
31;Herkomstland onbekend;Sociaal economische categorie: actief;3.4;22.7;17.4;3.0;25.4;19.4;0.4;;0.3
32;Herkomstland onbekend;Sociaal economische categorie: pensioen;0.3;17.7;14.3;0.3;18.6;15.0;0.2;;0.2
33;Herkomstland onbekend;Soc. econ. categorie:overige uitkeringen;1.3;11.5;9.1;0.6;16.2;12.0;0.3;;0.2
34;Herkomstland onbekend;Eenpersoonshuishoudens;3.1;12.4;12.4;2.1;15.6;15.6;0.6;;0.5
35;Herkomstland onbekend;Meerpersoonshuishoudens zonder kinderen;1.2;30.6;21.0;1.1;32.6;22.4;0.1;;0.1
36;Herkomstland onbekend;Meerpersoonshuishoudens met kinderen;0.8;29.7;16.0;0.6;33.5;18.0;0.1;;0.1
37;Herkomstland onbekend;Leeftijd hoofdkostwinner: tot 45 jaar;3.7;17.9;14.0;2.7;22.1;17.0;0.6;;0.4
38;Herkomstland onbekend;Leeftijd hoofdkostwinner: 45-65 jaar;1.1;24.3;18.2;0.9;27.8;20.6;0.2;;0.2
39;Herkomstland onbekend;Leeftijd hoofdkostwinner: 65 jr en ouder;0.3;21.1;16.8;0.3;23.5;18.6;0.1;;0.1
40;Westerse allochtonen;Totaal Kenmerken;618.6;25.4;18.2;590.1;26.0;18.6;84.6;37.0;64.6
41;Westerse allochtonen;Sociaal economische categorie: actief;387.4;29.0;19.9;376.2;29.7;20.4;26.5;4.9;18.1
42;Westerse allochtonen;Sociaal economische categorie: pensioen;134.2;20.8;17.0;134.0;20.8;17.1;18.9;11.7;16.0
43;Westerse allochtonen;Soc. econ. categorie:overige uitkeringen;96.9;17.6;13.1;79.9;17.4;12.9;39.2;20.4;30.4
44;Westerse allochtonen;Eenpersoonshuishoudens;231.3;15.8;15.8;214.6;16.5;16.5;49.4;24.5;37.1
45;Westerse allochtonen;Meerpersoonshuishoudens zonder kinderen;234.8;31.5;21.4;229.3;31.7;21.6;13.6;4.7;12.8
46;Westerse allochtonen;Meerpersoonshuishoudens met kinderen;152.5;30.7;16.8;146.3;31.2;17.1;21.7;7.8;14.7
47;Westerse allochtonen;Leeftijd hoofdkostwinner: tot 45 jaar;269.0;24.7;17.4;249.3;25.8;18.1;37.2;10.8;26.4
48;Westerse allochtonen;Leeftijd hoofdkostwinner: 45-65 jaar;232.6;28.6;19.7;224.3;29.0;19.9;29.7;14.8;22.6
49;Westerse allochtonen;Leeftijd hoofdkostwinner: 65 jr en ouder;117.0;20.8;17.2;116.5;20.8;17.2;17.7;11.4;15.6
50;Niet-westerse allochtonen;Totaal Kenmerken;494.5;20.5;13.5;461.3;21.5;14.1;154.2;63.1;111.0
51;Niet-westerse allochtonen;Sociaal economische categorie: actief;324.9;23.7;15.4;307.2;24.8;16.1;45.7;11.3;25.8
52;Niet-westerse allochtonen;Sociaal economische categorie: pensioen;22.6;16.6;12.7;22.5;16.7;12.7;11.9;7.1;10.9
53;Niet-westerse allochtonen;Soc. econ. categorie:overige uitkeringen;147.0;13.9;9.4;131.6;14.6;9.8;96.6;44.7;74.4
54;Niet-westerse allochtonen;Eenpersoonshuishoudens;167.3;12.2;12.2;145.7;13.4;13.4;55.9;21.1;41.6
55;Niet-westerse allochtonen;Meerpersoonshuishoudens zonder kinderen;99.5;26.0;17.2;96.0;26.6;17.6;18.6;6.6;16.9
56;Niet-westerse allochtonen;Meerpersoonshuishoudens met kinderen;227.6;24.1;12.8;219.5;24.7;13.1;79.7;35.3;52.5
57;Niet-westerse allochtonen;Leeftijd hoofdkostwinner: tot 45 jaar;356.3;20.2;13.3;326.7;21.6;14.1;101.3;35.0;69.1
58;Niet-westerse allochtonen;Leeftijd hoofdkostwinner: 45-65 jaar;118.5;22.1;14.3;115.2;22.4;14.6;40.8;20.5;30.1
59;Niet-westerse allochtonen;Leeftijd hoofdkostwinner: 65 jr en ouder;19.7;15.2;12.1;19.4;15.3;12.2;12.1;7.5;11.8
60;België;Totaal Kenmerken;50.9;25.0;18.1;48.4;25.5;18.4;7.1;3.6;5.4
61;België;Sociaal economische categorie: actief;27.3;29.8;20.4;26.6;30.4;20.8;1.9;0.3;1.3
62;België;Sociaal economische categorie: pensioen;15.4;19.8;16.2;15.4;19.9;16.2;2.5;1.6;2.0
63;België;Soc. econ. categorie:overige uitkeringen;8.2;18.7;13.8;6.5;18.5;13.6;2.7;1.6;2.1
64;België;Eenpersoonshuishoudens;18.9;15.7;15.7;17.5;16.1;16.1;4.3;2.5;3.2
65;België;Meerpersoonshuishoudens zonder kinderen;21.5;30.3;20.7;21.0;30.5;20.9;1.3;0.5;1.3
66;België;Meerpersoonshuishoudens met kinderen;10.5;30.9;16.9;9.9;31.4;17.1;1.4;0.5;1.0
67;België;Leeftijd hoofdkostwinner: tot 45 jaar;18.4;25.0;17.5;16.8;26.1;18.1;2.6;0.9;1.8
68;België;Leeftijd hoofdkostwinner: 45-65 jaar;18.3;28.7;19.9;17.6;29.2;20.1;2.2;1.1;1.7
69;België;Leeftijd hoofdkostwinner: 65 jr en ouder;14.2;20.1;16.5;14.1;20.1;16.5;2.3;1.6;1.9
70;Duitsland;Totaal Kenmerken;200.0;24.6;17.8;191.1;24.8;17.9;27.4;13.6;21.1
71;Duitsland;Sociaal economische categorie: actief;100.6;29.3;20.0;98.8;29.8;20.3;6.2;1.2;4.3
72;Duitsland;Sociaal economische categorie: pensioen;62.3;19.6;16.1;62.2;19.6;16.1;9.2;5.8;7.6
73;Duitsland;Soc. econ. categorie:overige uitkeringen;37.1;20.2;14.7;30.0;19.2;14.1;12.0;6.6;9.2
74;Duitsland;Eenpersoonshuishoudens;72.7;15.0;15.0;68.7;15.3;15.3;17.5;9.9;13.2
75;Duitsland;Meerpersoonshuishoudens zonder kinderen;91.8;30.0;20.5;89.2;29.9;20.4;5.2;2.0;4.8
76;Duitsland;Meerpersoonshuishoudens met kinderen;35.4;30.4;16.6;33.3;30.7;16.7;4.8;1.7;3.2
77;Duitsland;Leeftijd hoofdkostwinner: tot 45 jaar;55.4;24.5;17.1;50.7;25.1;17.5;7.7;2.3;5.4
78;Duitsland;Leeftijd hoofdkostwinner: 45-65 jaar;91.0;27.6;19.2;87.1;27.8;19.3;11.5;5.8;8.7
79;Duitsland;Leeftijd hoofdkostwinner: 65 jr en ouder;53.5;19.5;16.1;53.2;19.6;16.2;8.3;5.4;7.0
80;Frankrijk;Totaal Kenmerken;10.8;24.2;17.8;9.7;26.2;19.2;1.5;0.6;1.1
81;Frankrijk;Sociaal economische categorie: actief;7.8;27.1;19.5;7.3;28.7;20.6;0.6;0.1;0.4
82;Frankrijk;Sociaal economische categorie: pensioen;1.3;19.9;17.0;1.3;19.9;17.0;0.3;0.2;0.2
83;Frankrijk;Soc. econ. categorie:overige uitkeringen;1.7;13.7;10.3;1.1;16.9;12.6;0.6;0.3;0.4
84;Frankrijk;Eenpersoonshuishoudens;4.9;15.1;15.1;4.2;16.9;16.9;1.0;0.4;0.7
85;Frankrijk;Meerpersoonshuishoudens zonder kinderen;3.2;31.6;21.9;3.0;32.8;22.8;0.2;0.0;0.2
86;Frankrijk;Meerpersoonshuishoudens met kinderen;2.7;31.8;17.6;2.5;33.6;18.6;0.3;0.1;0.2
87;Frankrijk;Leeftijd hoofdkostwinner: tot 45 jaar;6.7;23.3;16.9;5.8;26.0;18.8;0.9;0.2;0.6
88;Frankrijk;Leeftijd hoofdkostwinner: 45-65 jaar;2.9;28.3;20.3;2.7;29.6;21.2;0.4;0.2;0.3
89;Frankrijk;Leeftijd hoofdkostwinner: 65 jr en ouder;1.2;19.4;16.8;1.2;19.4;16.8;0.2;0.2;0.2
90;Verenigd Koninkrijk;Totaal Kenmerken;29.0;27.6;20.0;26.6;29.2;21.0;3.5;1.2;2.5
91;Verenigd Koninkrijk;Sociaal economische categorie: actief;23.1;29.9;21.2;21.7;31.5;22.3;1.6;0.2;1.1
92;Verenigd Koninkrijk;Sociaal economische categorie: pensioen;2.3;21.6;18.5;2.3;21.7;18.5;0.4;0.2;0.3
93;Verenigd Koninkrijk;Soc. econ. categorie:overige uitkeringen;3.7;16.9;13.0;2.6;16.6;12.7;1.5;0.8;1.1
94;Verenigd Koninkrijk;Eenpersoonshuishoudens;12.1;17.4;17.4;10.5;18.9;18.9;2.0;0.8;1.4
95;Verenigd Koninkrijk;Meerpersoonshuishoudens zonder kinderen;9.0;36.4;24.9;8.6;37.2;25.5;0.5;0.1;0.4
96;Verenigd Koninkrijk;Meerpersoonshuishoudens met kinderen;8.0;33.1;18.2;7.6;34.2;18.8;1.0;0.3;0.7
97;Verenigd Koninkrijk;Leeftijd hoofdkostwinner: tot 45 jaar;16.8;25.2;18.5;15.0;27.2;19.8;2.0;0.5;1.5
98;Verenigd Koninkrijk;Leeftijd hoofdkostwinner: 45-65 jaar;10.3;32.4;22.5;9.7;33.4;23.1;1.1;0.5;0.7
99;Verenigd Koninkrijk;Leeftijd hoofdkostwinner: 65 jr en ouder;2.0;23.0;19.5;1.9;23.1;19.7;0.3;0.2;0.3
100;Portugal, Spanje, Italië en Griekenland;Totaal Kenmerken;36.5;23.5;16.4;34.2;24.7;17.2;5.5;1.9;4.3
101;Portugal, Spanje, Italië en Griekenland;Sociaal economische categorie: actief;26.7;25.8;17.8;25.2;27.0;18.6;2.2;0.3;1.5
102;Portugal, Spanje, Italië en Griekenland;Sociaal economische categorie: pensioen;3.6;19.8;14.9;3.6;19.8;14.9;0.8;0.5;0.8
103;Portugal, Spanje, Italië en Griekenland;Soc. econ. categorie:overige uitkeringen;6.3;15.7;11.5;5.4;16.8;12.3;2.5;1.2;2.0
104;Portugal, Spanje, Italië en Griekenland;Eenpersoonshuishoudens;13.1;13.9;13.9;11.4;15.3;15.3;2.9;1.0;2.2
105;Portugal, Spanje, Italië en Griekenland;Meerpersoonshuishoudens zonder kinderen;13.3;29.3;19.6;13.1;29.8;19.9;1.0;0.3;1.0
106;Portugal, Spanje, Italië en Griekenland;Meerpersoonshuishoudens met kinderen;10.1;28.1;15.5;9.7;28.8;15.9;1.6;0.6;1.1
107;Portugal, Spanje, Italië en Griekenland;Leeftijd hoofdkostwinner: tot 45 jaar;22.5;22.8;16.1;20.4;24.5;17.2;3.2;0.7;2.4
108;Portugal, Spanje, Italië en Griekenland;Leeftijd hoofdkostwinner: 45-65 jaar;11.5;26.0;17.7;11.1;26.5;18.0;1.5;0.7;1.2
109;Portugal, Spanje, Italië en Griekenland;Leeftijd hoofdkostwinner: 65 jr en ouder;2.6;18.0;13.9;2.6;17.9;13.9;0.8;0.5;0.7
110;Overige EU-landen;Totaal Kenmerken;15.0;26.1;19.1;13.9;27.5;20.1;2.0;0.9;1.6
111;Overige EU-landen;Sociaal economische categorie: actief;10.7;28.9;20.6;10.1;30.2;21.5;0.9;0.2;0.7
112;Overige EU-landen;Sociaal economische categorie: pensioen;2.3;21.6;18.2;2.3;21.6;18.2;0.4;0.2;0.3
113;Overige EU-landen;Soc. econ. categorie:overige uitkeringen;2.1;16.5;12.5;1.5;18.3;13.8;0.7;0.5;0.6
114;Overige EU-landen;Eenpersoonshuishoudens;6.4;16.2;16.2;5.6;17.7;17.7;1.2;0.6;0.9
115;Overige EU-landen;Meerpersoonshuishoudens zonder kinderen;5.3;33.3;23.0;5.1;34.0;23.5;0.4;0.1;0.3
116;Overige EU-landen;Meerpersoonshuishoudens met kinderen;3.4;33.7;18.5;3.2;34.5;18.9;0.4;0.2;0.3
117;Overige EU-landen;Leeftijd hoofdkostwinner: tot 45 jaar;7.9;24.4;18.0;7.0;26.7;19.6;1.0;0.3;0.8
118;Overige EU-landen;Leeftijd hoofdkostwinner: 45-65 jaar;5.2;30.5;21.2;5.0;31.2;21.6;0.6;0.3;0.5
119;Overige EU-landen;Leeftijd hoofdkostwinner: 65 jr en ouder;1.9;21.3;18.1;1.9;21.2;17.9;0.4;0.2;0.3
120;Rijke OESO-landen;Totaal Kenmerken;20.4;29.8;21.4;18.6;31.7;22.8;2.5;0.7;1.9
121;Rijke OESO-landen;Sociaal economische categorie: actief;16.6;32.1;22.8;15.6;34.0;24.0;1.4;0.2;1.0
122;Rijke OESO-landen;Sociaal economische categorie: pensioen;1.5;24.1;20.0;1.5;24.1;20.0;0.3;0.2;0.3
123;Rijke OESO-landen;Soc. econ. categorie:overige uitkeringen;2.3;16.9;12.7;1.5;16.3;12.5;0.8;0.4;0.7
124;Rijke OESO-landen;Eenpersoonshuishoudens;8.3;18.7;18.7;7.1;20.8;20.8;1.4;0.5;1.1
125;Rijke OESO-landen;Meerpersoonshuishoudens zonder kinderen;6.2;37.5;26.1;5.9;38.5;26.8;0.4;0.1;0.4
126;Rijke OESO-landen;Meerpersoonshuishoudens met kinderen;5.9;37.3;20.4;5.5;38.6;21.0;0.7;0.2;0.4
127;Rijke OESO-landen;Leeftijd hoofdkostwinner: tot 45 jaar;13.3;27.8;20.1;11.8;30.3;21.9;1.5;0.3;1.1
128;Rijke OESO-landen;Leeftijd hoofdkostwinner: 45-65 jaar;5.7;35.5;24.5;5.4;36.4;25.1;0.6;0.2;0.6
129;Rijke OESO-landen;Leeftijd hoofdkostwinner: 65 jr en ouder;1.4;25.8;21.4;1.4;25.9;21.5;0.3;0.2;0.3
130;Indonesië/voormalig Nederlands-Indië;Totaal Kenmerken;199.8;27.0;19.2;195.3;27.4;19.4;21.5;9.1;16.1
131;Indonesië/voormalig Nederlands-Indië;Sociaal economische categorie: actief;138.6;29.8;20.3;136.7;30.1;20.5;7.9;1.7;5.2
132;Indonesië/voormalig Nederlands-Indië;Sociaal economische categorie: pensioen;39.6;23.1;18.9;39.5;23.1;18.9;3.9;2.2;3.5
133;Indonesië/voormalig Nederlands-Indië;Soc. econ. categorie:overige uitkeringen;21.6;16.3;12.5;19.0;16.6;12.7;9.8;5.2;7.4
134;Indonesië/voormalig Nederlands-Indië;Eenpersoonshuishoudens;74.0;17.1;17.1;71.1;17.5;17.5;12.5;6.0;9.4
135;Indonesië/voormalig Nederlands-Indië;Meerpersoonshuishoudens zonder kinderen;67.2;33.7;22.9;66.6;33.8;23.0;2.4;0.7;2.3
136;Indonesië/voormalig Nederlands-Indië;Meerpersoonshuishoudens met kinderen;58.6;31.9;17.4;57.6;32.2;17.6;6.7;2.4;4.4
137;Indonesië/voormalig Nederlands-Indië;Leeftijd hoofdkostwinner: tot 45 jaar;96.7;26.2;18.3;93.5;26.8;18.7;10.8;3.2;7.4
138;Indonesië/voormalig Nederlands-Indië;Leeftijd hoofdkostwinner: 45-65 jaar;68.7;30.0;20.4;67.3;30.3;20.5;7.2;3.7;5.4
139;Indonesië/voormalig Nederlands-Indië;Leeftijd hoofdkostwinner: 65 jr en ouder;34.4;23.2;19.2;34.4;23.2;19.2;3.5;2.1;3.2
140;Voormalig Joegoslavië;Totaal Kenmerken;24.8;20.8;14.0;23.5;21.6;14.6;7.2;3.0;5.5
141;Voormalig Joegoslavië;Sociaal economische categorie: actief;16.0;24.5;16.1;15.4;25.4;16.6;1.7;0.4;0.9
142;Voormalig Joegoslavië;Sociaal economische categorie: pensioen;0.9;17.1;14.0;0.9;17.1;14.0;0.3;0.1;0.3
143;Voormalig Joegoslavië;Soc. econ. categorie:overige uitkeringen;7.9;13.6;9.8;7.2;14.1;10.2;5.2;2.5;4.3
144;Voormalig Joegoslavië;Eenpersoonshuishoudens;8.1;12.4;12.4;7.3;13.2;13.2;3.0;1.2;2.3
145;Voormalig Joegoslavië;Meerpersoonshuishoudens zonder kinderen;7.0;26.2;17.3;6.8;26.7;17.6;1.3;0.5;1.2
146;Voormalig Joegoslavië;Meerpersoonshuishoudens met kinderen;9.8;23.8;13.1;9.4;24.4;13.4;2.9;1.3;2.0
147;Voormalig Joegoslavië;Leeftijd hoofdkostwinner: tot 45 jaar;15.7;20.2;13.5;14.6;21.3;14.2;4.1;1.5;2.9
148;Voormalig Joegoslavië;Leeftijd hoofdkostwinner: 45-65 jaar;7.9;23.1;15.4;7.7;23.4;15.6;2.4;1.2;1.9
149;Voormalig Joegoslavië;Leeftijd hoofdkostwinner: 65 jr en ouder;1.3;14.2;11.7;1.3;14.2;11.7;0.7;0.4;0.7
150;Voormalige Sovjet-Unie;Totaal Kenmerken;8.1;19.3;14.0;7.2;20.9;15.2;2.5;0.7;2.0
151;Voormalige Sovjet-Unie;Sociaal economische categorie: actief;4.9;23.7;16.4;4.5;25.5;17.6;0.8;0.1;0.6
152;Voormalige Sovjet-Unie;Sociaal economische categorie: pensioen;0.9;16.7;15.0;0.9;16.8;15.1;0.2;0.1;0.2
153;Voormalige Sovjet-Unie;Soc. econ. categorie:overige uitkeringen;2.4;11.3;8.6;1.9;12.1;9.3;1.5;0.5;1.2
154;Voormalige Sovjet-Unie;Eenpersoonshuishoudens;3.4;12.4;12.4;2.9;13.9;13.9;1.2;0.4;1.0
155;Voormalige Sovjet-Unie;Meerpersoonshuishoudens zonder kinderen;2.2;26.7;18.1;2.1;27.8;18.8;0.4;0.1;0.3
156;Voormalige Sovjet-Unie;Meerpersoonshuishoudens met kinderen;2.5;22.2;12.7;2.3;23.6;13.4;0.9;0.2;0.7
157;Voormalige Sovjet-Unie;Leeftijd hoofdkostwinner: tot 45 jaar;4.5;16.9;12.2;3.8;19.1;13.8;1.5;0.3;1.1
158;Voormalige Sovjet-Unie;Leeftijd hoofdkostwinner: 45-65 jaar;2.6;24.6;16.8;2.5;25.3;17.3;0.7;0.3;0.5
159;Voormalige Sovjet-Unie;Leeftijd hoofdkostwinner: 65 jr en ouder;1.0;16.7;14.7;1.0;16.8;14.9;0.3;0.1;0.3
160;Overig voormalige Oostbloklanden;Totaal Kenmerken;22.7;23.8;17.3;21.1;24.9;18.1;3.9;1.6;3.1
161;Overig voormalige Oostbloklanden;Sociaal economische categorie: actief;14.8;26.8;18.8;13.9;28.2;19.7;1.4;0.2;1.1
162;Overig voormalige Oostbloklanden;Sociaal economische categorie: pensioen;4.2;20.7;17.0;4.1;20.8;17.1;0.7;0.5;0.6
163;Overig voormalige Oostbloklanden;Soc. econ. categorie:overige uitkeringen;3.7;15.5;11.8;3.1;15.6;12.0;1.8;0.9;1.4
164;Overig voormalige Oostbloklanden;Eenpersoonshuishoudens;9.2;14.8;14.8;8.2;16.0;16.0;2.3;1.1;1.7
165;Overig voormalige Oostbloklanden;Meerpersoonshuishoudens zonder kinderen;7.9;31.0;21.1;7.7;31.3;21.4;0.6;0.2;0.6
166;Overig voormalige Oostbloklanden;Meerpersoonshuishoudens met kinderen;5.5;28.7;16.1;5.2;29.4;16.4;1.0;0.3;0.7
167;Overig voormalige Oostbloklanden;Leeftijd hoofdkostwinner: tot 45 jaar;10.7;21.7;15.6;9.5;23.6;16.9;1.9;0.5;1.4
168;Overig voormalige Oostbloklanden;Leeftijd hoofdkostwinner: 45-65 jaar;8.4;27.6;19.3;8.1;27.9;19.5;1.4;0.7;1.0
169;Overig voormalige Oostbloklanden;Leeftijd hoofdkostwinner: 65 jr en ouder;3.6;21.4;17.8;3.5;21.4;17.8;0.7;0.5;0.6
170;Overige westerse landen;Totaal Kenmerken;0.5;23.7;16.6;0.5;26.1;18.2;0.1;;0.1
171;Overige westerse landen;Sociaal economische categorie: actief;0.4;25.4;17.5;0.4;28.2;19.4;0.1;;
172;Overige westerse landen;Sociaal economische categorie: pensioen;;;;;;;0.0;0.0;0.0
173;Overige westerse landen;Soc. econ. categorie:overige uitkeringen;0.1;13.2;10.8;0.1;12.1;9.9;0.0;;
174;Overige westerse landen;Eenpersoonshuishoudens;0.2;13.3;13.3;0.2;15.8;15.8;;;
175;Overige westerse landen;Meerpersoonshuishoudens zonder kinderen;0.1;31.1;21.1;0.1;32.2;21.9;;;
176;Overige westerse landen;Meerpersoonshuishoudens met kinderen;0.2;33.1;17.8;0.2;33.6;18.1;;;
177;Overige westerse landen;Leeftijd hoofdkostwinner: tot 45 jaar;0.4;22.1;15.5;0.3;24.5;17.0;0.1;;0.0
178;Overige westerse landen;Leeftijd hoofdkostwinner: 45-65 jaar;0.1;29.6;20.5;0.1;32.4;22.6;;;
179;Overige westerse landen;Leeftijd hoofdkostwinner: 65 jr en ouder;;;;;;;;0.0;
180;Turkije;Totaal Kenmerken;98.6;23.2;13.6;94.6;23.8;13.9;28.1;12.0;19.8
181;Turkije;Sociaal economische categorie: actief;64.6;26.7;15.2;62.6;27.3;15.6;8.3;2.3;4.0
182;Turkije;Sociaal economische categorie: pensioen;4.3;16.4;11.5;4.3;16.5;11.5;2.2;1.0;2.0
183;Turkije;Soc. econ. categorie:overige uitkeringen;29.6;16.6;10.2;27.7;17.0;10.4;17.5;8.6;13.7
184;Turkije;Eenpersoonshuishoudens;17.8;11.9;11.9;15.6;13.0;13.0;6.1;1.8;4.3
185;Turkije;Meerpersoonshuishoudens zonder kinderen;20.6;24.1;15.4;20.1;24.4;15.6;5.1;2.1;4.4
186;Turkije;Meerpersoonshuishoudens met kinderen;60.2;26.2;13.4;58.9;26.5;13.6;16.9;8.1;11.1
187;Turkije;Leeftijd hoofdkostwinner: tot 45 jaar;76.3;23.9;13.8;72.6;24.7;14.2;19.1;7.6;12.5
188;Turkije;Leeftijd hoofdkostwinner: 45-65 jaar;19.7;21.7;13.3;19.4;21.8;13.4;7.2;3.5;5.6
189;Turkije;Leeftijd hoofdkostwinner: 65 jr en ouder;2.6;13.9;10.4;2.6;13.9;10.4;1.7;0.8;1.7
190;Marokko;Totaal Kenmerken;79.4;21.0;12.6;75.6;21.7;12.9;29.0;13.2;19.2
191;Marokko;Sociaal economische categorie: actief;48.2;24.3;14.5;46.1;25.1;14.9;7.7;2.4;3.5
192;Marokko;Sociaal economische categorie: pensioen;3.7;17.2;10.9;3.7;17.3;10.9;2.1;1.0;1.9
193;Marokko;Soc. econ. categorie:overige uitkeringen;27.5;15.7;9.4;25.8;16.2;9.6;19.1;9.8;13.8
194;Marokko;Eenpersoonshuishoudens;19.9;11.6;11.6;17.4;12.6;12.6;6.8;2.1;4.7
195;Marokko;Meerpersoonshuishoudens zonder kinderen;15.3;23.8;15.5;14.9;24.1;15.7;3.7;1.5;3.3
196;Marokko;Meerpersoonshuishoudens met kinderen;44.2;24.2;12.0;43.3;24.5;12.1;18.4;9.6;11.2
197;Marokko;Leeftijd hoofdkostwinner: tot 45 jaar;55.9;20.8;12.8;52.5;21.8;13.3;17.7;7.1;11.4
198;Marokko;Leeftijd hoofdkostwinner: 45-65 jaar;20.4;22.1;12.2;20.1;22.3;12.2;9.3;5.0;6.0
199;Marokko;Leeftijd hoofdkostwinner: 65 jr en ouder;3.0;15.5;10.2;3.0;15.6;10.3;2.0;1.0;1.8
200;Suriname;Totaal Kenmerken;127.2;21.5;15.1;122.0;22.1;15.5;33.2;15.9;25.0
201;Suriname;Sociaal economische categorie: actief;87.6;25.0;17.0;84.9;25.6;17.4;8.4;1.7;4.9
202;Suriname;Sociaal economische categorie: pensioen;8.9;15.8;13.1;8.9;15.8;13.2;4.8;3.4;4.5
203;Suriname;Soc. econ. categorie:overige uitkeringen;30.7;13.2;10.1;28.2;13.7;10.4;20.1;10.7;15.6
204;Suriname;Eenpersoonshuishoudens;50.5;13.2;13.2;46.8;13.9;13.9;17.7;9.1;13.7
