ID;Geslacht;Leeftijdsklassen;Herkomstgroepering;Perioden;TotaleBevolking_1;Werknemers_2;Zelfstandigen_3;PersonenMetEenUitkeringTotaal_4;PersonenMetEenAOUitkering_5;PersonenMetEenWWUitkering_6;PersonenMetEenBijstandsuitkering_7;PersonenMetEenAndereUitkering_8;PersonenMetPensioen_9;TotaleBevolking_10;Werknemers_11;Zelfstandigen_12;PersonenMetEenUitkeringTotaal_13;PersonenMetEenAOUitkering_14;PersonenMetEenWWUitkering_15;PersonenMetEenBijstandsuitkering_16;PersonenMetEenAndereUitkering_17;PersonenMetPensioen_18
25;Totaal mannen en vrouwen;0;2;2004, vrijdag 24 september;3118.1;1118.8;109.4;506.8;165.5;67.5;231.2;83.6;309.0;100.0;36.0;4.0;16.0;5.0;2.0;7.0;3.0;10.0
26;Totaal mannen en vrouwen;0;2;2005, vrijdag 30 september;3142.6;1135.6;112.9;504.4;156.5;65.0;234.2;92.0;324.4;100.0;36.0;4.0;16.0;5.0;2.0;7.0;3.0;10.0
27;Totaal mannen en vrouwen;0;2;2006, vrijdag 29 september;3166.3;1186.9;123.3;492.9;146.7;53.2;224.7;106.9;324.0;100.0;37.0;4.0;16.0;5.0;2.0;7.0;3.0;10.0
28;Totaal mannen en vrouwen;0;2;2007, vrijdag 28 september;3208.4;1264.6;134.1;458.3;146.0;40.1;209.9;;349.0;100.0;39.0;4.0;14.0;5.0;1.0;7.0;;11.0
29;Totaal mannen en vrouwen;0;2;2008, vrijdag 26 september;3274.6;1314.0;141.7;453.5;147.9;34.2;209.2;;360.0;100.0;40.0;4.0;14.0;5.0;1.0;6.0;;11.0
30;Totaal mannen en vrouwen;0;3;1999, vrijdag 24 september;1421.8;575.9;52.0;340.0;90.4;25.5;189.2;56.5;138.8;100.0;41.0;4.0;24.0;6.0;2.0;13.0;4.0;10.0
31;Totaal mannen en vrouwen;0;3;2000, vrijdag 29 september;1477.6;613.3;56.5;333.6;96.2;21.9;183.0;54.0;144.4;100.0;42.0;4.0;23.0;7.0;1.0;12.0;4.0;10.0
32;Totaal mannen en vrouwen;0;3;2001, vrijdag 28 september;1540.0;639.7;61.7;334.1;101.4;20.5;181.0;54.5;149.9;100.0;42.0;4.0;22.0;7.0;1.0;12.0;4.0;10.0
33;Totaal mannen en vrouwen;0;3;2002, vrijdag 27 september;1584.4;649.7;62.6;341.8;106.0;25.9;183.5;51.6;156.6;100.0;41.0;4.0;22.0;7.0;2.0;12.0;3.0;10.0
34;Totaal mannen en vrouwen;0;3;2003, vrijdag 26 september;1607.3;641.0;64.1;363.4;107.2;38.8;194.3;51.1;163.8;100.0;40.0;4.0;23.0;7.0;2.0;12.0;3.0;10.0
35;Totaal mannen en vrouwen;0;3;2004, vrijdag 24 september;1611.8;625.0;62.9;373.2;106.6;46.8;198.7;49.8;170.5;100.0;39.0;4.0;23.0;7.0;3.0;12.0;3.0;11.0
36;Totaal mannen en vrouwen;0;3;2005, vrijdag 30 september;1605.2;630.4;64.9;371.7;100.3;45.4;201.0;55.3;180.0;100.0;39.0;4.0;23.0;6.0;3.0;13.0;3.0;11.0
37;Totaal mannen en vrouwen;0;3;2006, vrijdag 29 september;1603.0;658.6;71.4;362.0;92.8;37.2;194.3;64.1;174.5;100.0;41.0;4.0;23.0;6.0;2.0;12.0;4.0;11.0
38;Totaal mannen en vrouwen;0;3;2007, vrijdag 28 september;1618.1;703.2;78.9;339.6;92.1;28.1;183.6;;193.9;100.0;43.0;5.0;21.0;6.0;2.0;11.0;;12.0
39;Totaal mannen en vrouwen;0;3;2008, vrijdag 26 september;1655.1;735.1;83.6;337.5;93.2;23.9;184.8;;200.3;100.0;44.0;5.0;20.0;6.0;1.0;11.0;;12.0
40;Totaal mannen en vrouwen;0;4;1999, vrijdag 24 september;1336.6;455.2;43.7;124.4;55.7;12.1;31.3;34.3;107.7;100.0;34.0;3.0;9.0;4.0;1.0;2.0;3.0;8.0
41;Totaal mannen en vrouwen;0;4;2000, vrijdag 29 september;1372.7;474.7;46.0;120.4;56.9;10.1;29.0;33.5;113.9;100.0;35.0;3.0;9.0;4.0;1.0;2.0;2.0;8.0
42;Totaal mannen en vrouwen;0;4;2001, vrijdag 28 september;1409.1;491.2;47.3;119.9;58.2;9.2;27.7;33.9;120.2;100.0;35.0;3.0;9.0;4.0;1.0;2.0;2.0;9.0
43;Totaal mannen en vrouwen;0;4;2002, vrijdag 27 september;1443.9;497.3;47.3;121.5;59.4;11.6;27.9;32.8;126.2;100.0;34.0;3.0;8.0;4.0;1.0;2.0;2.0;9.0
44;Totaal mannen en vrouwen;0;4;2003, vrijdag 26 september;1476.4;496.2;47.7;129.3;59.4;17.2;30.6;33.4;132.4;100.0;34.0;3.0;9.0;4.0;1.0;2.0;2.0;9.0
45;Totaal mannen en vrouwen;0;4;2004, vrijdag 24 september;1506.3;493.8;46.5;133.6;58.9;20.6;32.5;33.8;138.5;100.0;33.0;3.0;9.0;4.0;1.0;2.0;2.0;9.0
46;Totaal mannen en vrouwen;0;4;2005, vrijdag 30 september;1537.4;505.1;48.0;132.7;56.2;19.6;33.2;36.7;144.4;100.0;33.0;3.0;9.0;4.0;1.0;2.0;2.0;9.0
47;Totaal mannen en vrouwen;0;4;2006, vrijdag 29 september;1563.3;528.3;51.9;130.9;53.9;16.0;30.4;42.8;149.5;100.0;34.0;3.0;8.0;3.0;1.0;2.0;3.0;10.0
48;Totaal mannen en vrouwen;0;4;2007, vrijdag 28 september;1590.3;561.4;55.2;118.7;53.9;12.1;26.3;;155.1;100.0;35.0;3.0;7.0;3.0;1.0;2.0;;10.0
49;Totaal mannen en vrouwen;0;4;2008, vrijdag 26 september;1619.5;578.9;58.1;116.0;54.7;10.3;24.5;;159.7;100.0;36.0;4.0;7.0;3.0;1.0;2.0;;10.0
50;Totaal mannen en vrouwen;0;5;1999, vrijdag 24 september;824.4;330.9;37.0;97.2;47.4;9.9;21.6;25.9;97.7;100.0;40.0;4.0;12.0;6.0;1.0;3.0;3.0;12.0
51;Totaal mannen en vrouwen;0;5;2000, vrijdag 29 september;835.7;338.6;38.4;93.2;47.9;8.2;19.6;25.1;103.5;100.0;41.0;5.0;11.0;6.0;1.0;2.0;3.0;12.0
52;Totaal mannen en vrouwen;0;5;2001, vrijdag 28 september;848.1;345.6;38.9;91.4;48.3;7.3;18.4;24.9;109.3;100.0;41.0;5.0;11.0;6.0;1.0;2.0;3.0;13.0
53;Totaal mannen en vrouwen;0;5;2002, vrijdag 27 september;860.3;346.6;38.7;91.1;48.7;8.6;17.9;24.1;115.0;100.0;40.0;4.0;11.0;6.0;1.0;2.0;3.0;13.0
54;Totaal mannen en vrouwen;0;5;2003, vrijdag 26 september;872.1;343.9;38.6;94.0;48.1;11.9;18.6;24.4;120.8;100.0;39.0;4.0;11.0;6.0;1.0;2.0;3.0;14.0
55;Totaal mannen en vrouwen;0;5;2004, vrijdag 24 september;883.8;339.0;37.2;95.0;47.1;14.0;19.0;24.4;126.6;100.0;38.0;4.0;11.0;5.0;2.0;2.0;3.0;14.0
56;Totaal mannen en vrouwen;0;5;2005, vrijdag 30 september;898.7;341.0;38.3;93.2;44.5;13.7;19.0;26.4;132.2;100.0;38.0;4.0;10.0;5.0;2.0;2.0;3.0;15.0
57;Totaal mannen en vrouwen;0;5;2006, vrijdag 29 september;910.2;347.5;41.0;89.9;42.1;11.5;17.4;28.4;136.9;100.0;38.0;5.0;10.0;5.0;1.0;2.0;3.0;15.0
58;Totaal mannen en vrouwen;0;5;2007, vrijdag 28 september;929.6;361.6;42.8;81.5;41.1;8.9;15.5;;142.3;100.0;39.0;5.0;9.0;4.0;1.0;2.0;;15.0
59;Totaal mannen en vrouwen;0;5;2008, vrijdag 26 september;935.0;365.8;44.5;78.2;40.7;7.3;14.1;;146.5;100.0;39.0;5.0;8.0;4.0;1.0;2.0;;16.0
60;Totaal mannen en vrouwen;0;6;1999, vrijdag 24 september;512.3;124.3;6.7;27.2;8.2;2.3;9.7;8.4;10.0;100.0;24.0;1.0;5.0;2.0;0.0;2.0;2.0;2.0
61;Totaal mannen en vrouwen;0;6;2000, vrijdag 29 september;537.0;136.1;7.6;27.2;9.0;1.9;9.4;8.4;10.4;100.0;25.0;1.0;5.0;2.0;0.0;2.0;2.0;2.0
62;Totaal mannen en vrouwen;0;6;2001, vrijdag 28 september;561.0;145.7;8.4;28.4;9.9;1.9;9.3;9.1;10.8;100.0;26.0;1.0;5.0;2.0;0.0;2.0;2.0;2.0
63;Totaal mannen en vrouwen;0;6;2002, vrijdag 27 september;583.6;150.7;8.7;30.4;10.7;3.0;9.9;8.7;11.2;100.0;26.0;1.0;5.0;2.0;1.0;2.0;1.0;2.0
64;Totaal mannen en vrouwen;0;6;2003, vrijdag 26 september;604.3;152.3;9.1;35.2;11.3;5.4;12.0;9.1;11.6;100.0;25.0;2.0;6.0;2.0;1.0;2.0;1.0;2.0
65;Totaal mannen en vrouwen;0;6;2004, vrijdag 24 september;622.5;154.8;9.2;38.6;11.8;6.6;13.5;9.4;11.9;100.0;25.0;1.0;6.0;2.0;1.0;2.0;2.0;2.0
66;Totaal mannen en vrouwen;0;6;2005, vrijdag 30 september;638.7;164.2;9.7;39.5;11.7;5.9;14.2;10.3;12.3;100.0;26.0;2.0;6.0;2.0;1.0;2.0;2.0;2.0
67;Totaal mannen en vrouwen;0;6;2006, vrijdag 29 september;653.1;180.8;10.9;41.0;11.8;4.5;12.9;14.4;12.6;100.0;28.0;2.0;6.0;2.0;1.0;2.0;2.0;2.0
68;Totaal mannen en vrouwen;0;6;2007, vrijdag 28 september;660.7;199.8;12.4;37.2;12.8;3.2;10.8;;12.8;100.0;30.0;2.0;6.0;2.0;0.0;2.0;;2.0
69;Totaal mannen en vrouwen;0;6;2008, vrijdag 26 september;684.4;213.1;13.6;37.7;14.1;3.0;10.3;;13.2;100.0;31.0;2.0;6.0;2.0;0.0;2.0;;2.0
70;Totaal mannen en vrouwen;0;7;1999, vrijdag 24 september;1363.5;571.5;63.2;188.1;82.6;20.2;53.5;46.2;213.7;100.0;42.0;5.0;14.0;6.0;1.0;4.0;3.0;16.0
71;Totaal mannen en vrouwen;0;7;2000, vrijdag 29 september;1382.9;587.9;65.7;179.7;83.7;17.0;49.3;44.0;221.2;100.0;43.0;5.0;13.0;6.0;1.0;4.0;3.0;16.0
72;Totaal mannen en vrouwen;0;7;2001, vrijdag 28 september;1403.8;601.9;67.2;176.1;84.8;15.2;46.5;43.9;228.5;100.0;43.0;5.0;13.0;6.0;1.0;3.0;3.0;16.0
73;Totaal mannen en vrouwen;0;7;2002, vrijdag 27 september;1416.0;603.1;66.6;175.3;85.8;18.0;45.7;41.3;236.4;100.0;43.0;5.0;12.0;6.0;1.0;3.0;3.0;17.0
74;Totaal mannen en vrouwen;0;7;2003, vrijdag 26 september;1421.1;595.7;66.5;182.0;84.6;25.1;47.3;41.9;244.5;100.0;42.0;5.0;13.0;6.0;2.0;3.0;3.0;17.0
75;Totaal mannen en vrouwen;0;7;2004, vrijdag 24 september;1422.3;582.9;64.1;184.3;82.6;29.6;48.1;42.0;252.5;100.0;41.0;5.0;13.0;6.0;2.0;3.0;3.0;18.0
76;Totaal mannen en vrouwen;0;7;2005, vrijdag 30 september;1426.8;583.5;66.2;180.8;77.6;29.4;48.3;44.3;260.8;100.0;41.0;5.0;13.0;5.0;2.0;3.0;3.0;18.0
77;Totaal mannen en vrouwen;0;7;2006, vrijdag 29 september;1430.9;593.3;72.3;173.4;72.7;24.9;45.9;47.2;266.8;100.0;41.0;5.0;12.0;5.0;2.0;3.0;3.0;19.0
78;Totaal mannen en vrouwen;0;7;2007, vrijdag 28 september;1447.1;620.8;76.8;157.5;70.2;19.0;42.9;;275.2;100.0;43.0;5.0;11.0;5.0;1.0;3.0;;19.0
79;Totaal mannen en vrouwen;0;7;2008, vrijdag 26 september;1474.1;637.3;80.2;153.7;69.1;15.4;43.1;;280.9;100.0;43.0;5.0;10.0;5.0;1.0;3.0;;19.0
80;Totaal mannen en vrouwen;0;8;1999, vrijdag 24 september;542.4;204.3;23.0;81.9;30.5;9.2;29.7;18.6;107.7;100.0;38.0;4.0;15.0;6.0;2.0;5.0;3.0;20.0
81;Totaal mannen en vrouwen;0;8;2000, vrijdag 29 september;557.2;214.9;24.0;78.1;31.1;7.9;27.7;17.3;109.1;100.0;39.0;4.0;14.0;6.0;1.0;5.0;3.0;20.0
82;Totaal mannen en vrouwen;0;8;2001, vrijdag 28 september;573.5;224.0;25.0;76.7;31.7;7.0;26.5;17.4;110.3;100.0;39.0;4.0;13.0;6.0;1.0;5.0;3.0;19.0
83;Totaal mannen en vrouwen;0;8;2002, vrijdag 27 september;581.8;226.2;24.8;76.4;32.3;8.2;26.2;15.9;112.3;100.0;39.0;4.0;13.0;6.0;1.0;5.0;3.0;19.0
84;Totaal mannen en vrouwen;0;8;2003, vrijdag 26 september;583.9;223.7;24.8;79.9;31.9;11.5;27.3;16.2;114.2;100.0;38.0;4.0;14.0;5.0;2.0;5.0;3.0;20.0
85;Totaal mannen en vrouwen;0;8;2004, vrijdag 24 september;582.2;217.8;24.1;81.1;31.1;13.5;27.7;16.1;116.3;100.0;37.0;4.0;14.0;5.0;2.0;5.0;3.0;20.0
86;Totaal mannen en vrouwen;0;8;2005, vrijdag 30 september;583.8;218.9;25.2;79.9;29.1;13.5;28.1;16.5;118.6;100.0;37.0;4.0;14.0;5.0;2.0;5.0;3.0;20.0
87;Totaal mannen en vrouwen;0;8;2006, vrijdag 29 september;586.1;225.0;28.6;76.7;27.0;11.6;27.4;17.5;119.7;100.0;38.0;5.0;13.0;5.0;2.0;5.0;3.0;20.0
88;Totaal mannen en vrouwen;0;8;2007, vrijdag 28 september;599.9;242.2;31.3;70.4;25.8;8.8;26.4;;122.6;100.0;40.0;5.0;12.0;4.0;1.0;4.0;;20.0
89;Totaal mannen en vrouwen;0;8;2008, vrijdag 26 september;623.5;257.9;33.2;70.6;25.4;7.1;28.0;;123.9;100.0;41.0;5.0;11.0;4.0;1.0;4.0;;20.0
90;Totaal mannen en vrouwen;0;9;1999, vrijdag 24 september;821.1;367.2;40.2;106.2;52.1;11.0;23.9;27.7;106.0;100.0;45.0;5.0;13.0;6.0;1.0;3.0;3.0;13.0
91;Totaal mannen en vrouwen;0;9;2000, vrijdag 29 september;825.7;373.0;41.7;101.6;52.6;9.1;21.6;26.6;112.0;100.0;45.0;5.0;12.0;6.0;1.0;3.0;3.0;14.0
92;Totaal mannen en vrouwen;0;9;2001, vrijdag 28 september;830.3;377.9;42.2;99.5;53.1;8.1;20.1;26.5;118.2;100.0;46.0;5.0;12.0;6.0;1.0;2.0;3.0;14.0
93;Totaal mannen en vrouwen;0;9;2002, vrijdag 27 september;834.2;376.9;41.8;98.9;53.5;9.7;19.5;25.4;124.1;100.0;45.0;5.0;12.0;6.0;1.0;2.0;3.0;15.0
94;Totaal mannen en vrouwen;0;9;2003, vrijdag 26 september;837.2;372.0;41.7;102.1;52.7;13.6;20.1;25.7;130.2;100.0;44.0;5.0;12.0;6.0;2.0;2.0;3.0;16.0
95;Totaal mannen en vrouwen;0;9;2004, vrijdag 24 september;840.1;365.1;40.0;103.1;51.5;16.1;20.4;25.8;136.3;100.0;43.0;5.0;12.0;6.0;2.0;2.0;3.0;16.0
96;Totaal mannen en vrouwen;0;9;2005, vrijdag 30 september;843.1;364.6;41.0;100.9;48.6;15.9;20.2;27.7;142.1;100.0;43.0;5.0;12.0;6.0;2.0;2.0;3.0;17.0
97;Totaal mannen en vrouwen;0;9;2006, vrijdag 29 september;844.8;368.2;43.7;96.7;45.7;13.3;18.6;29.7;147.1;100.0;44.0;5.0;11.0;5.0;2.0;2.0;4.0;17.0
98;Totaal mannen en vrouwen;0;9;2007, vrijdag 28 september;847.3;378.6;45.5;87.2;44.4;10.2;16.5;;152.6;100.0;45.0;5.0;10.0;5.0;1.0;2.0;;18.0
99;Totaal mannen en vrouwen;0;9;2008, vrijdag 26 september;850.6;379.4;47.1;83.2;43.7;8.2;15.1;;157.0;100.0;45.0;6.0;10.0;5.0;1.0;2.0;;18.0
100;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;1999, vrijdag 24 september;689.5;301.2;35.1;90.9;45.7;9.4;19.4;23.6;96.1;100.0;44.0;5.0;13.0;7.0;1.0;3.0;3.0;14.0
101;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2000, vrijdag 29 september;692.2;305.8;36.3;86.9;46.0;7.8;17.5;22.8;101.7;100.0;44.0;5.0;13.0;7.0;1.0;3.0;3.0;15.0
102;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2001, vrijdag 28 september;694.9;309.9;36.5;84.9;46.2;7.0;16.3;22.5;107.5;100.0;45.0;5.0;12.0;7.0;1.0;2.0;3.0;15.0
103;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2002, vrijdag 27 september;697.2;309.1;36.2;84.1;46.4;8.1;15.8;21.7;113.1;100.0;44.0;5.0;12.0;7.0;1.0;2.0;3.0;16.0
104;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2003, vrijdag 26 september;698.9;305.3;36.0;86.1;45.6;10.9;16.1;21.9;118.8;100.0;44.0;5.0;12.0;7.0;2.0;2.0;3.0;17.0
105;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2004, vrijdag 24 september;700.5;299.3;34.6;86.4;44.4;12.8;16.2;21.9;124.5;100.0;43.0;5.0;12.0;6.0;2.0;2.0;3.0;18.0
106;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2005, vrijdag 30 september;702.6;298.7;35.5;84.3;41.8;12.6;16.1;23.5;130.0;100.0;43.0;5.0;12.0;6.0;2.0;2.0;3.0;19.0
107;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2006, vrijdag 29 september;703.5;301.1;37.7;80.7;39.3;10.7;14.9;24.8;134.7;100.0;43.0;5.0;11.0;6.0;2.0;2.0;4.0;19.0
108;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2007, vrijdag 28 september;705.9;309.9;39.2;72.9;38.0;8.3;13.2;;139.9;100.0;44.0;6.0;10.0;5.0;1.0;2.0;;20.0
109;Totaal mannen en vrouwen;0;West. alloch. 2e gen. 1 ouder buitenl.;2008, vrijdag 26 september;706.3;310.4;40.5;69.4;37.3;6.7;12.1;;144.0;100.0;44.0;6.0;10.0;5.0;1.0;2.0;;20.0
110;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;1999, vrijdag 24 september;131.6;66.0;5.1;15.3;6.3;1.6;4.5;4.0;9.9;100.0;50.0;4.0;12.0;5.0;1.0;3.0;3.0;7.0
111;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2000, vrijdag 29 september;133.5;67.2;5.4;14.7;6.6;1.3;4.1;3.8;10.3;100.0;50.0;4.0;11.0;5.0;1.0;3.0;3.0;8.0
112;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2001, vrijdag 28 september;135.4;68.0;5.6;14.6;6.9;1.2;3.8;4.0;10.7;100.0;50.0;4.0;11.0;5.0;1.0;3.0;3.0;8.0
113;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2002, vrijdag 27 september;137.0;67.8;5.6;14.8;7.1;1.7;3.7;3.7;11.1;100.0;50.0;4.0;11.0;5.0;1.0;3.0;3.0;8.0
114;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2003, vrijdag 26 september;138.3;66.7;5.6;16.0;7.1;2.7;4.0;3.8;11.4;100.0;48.0;4.0;12.0;5.0;2.0;3.0;3.0;8.0
115;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2004, vrijdag 24 september;139.6;65.8;5.4;16.7;7.0;3.3;4.1;4.0;11.8;100.0;47.0;4.0;12.0;5.0;2.0;3.0;3.0;8.0
116;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2005, vrijdag 30 september;140.4;65.9;5.6;16.6;6.8;3.3;4.1;4.2;12.1;100.0;47.0;4.0;12.0;5.0;2.0;3.0;3.0;9.0
117;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2006, vrijdag 29 september;141.3;67.2;5.9;16.0;6.4;2.6;3.7;4.9;12.4;100.0;48.0;4.0;11.0;5.0;2.0;3.0;3.0;9.0
118;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2007, vrijdag 28 september;141.4;68.7;6.4;14.3;6.4;1.9;3.3;;12.7;100.0;49.0;4.0;10.0;5.0;1.0;2.0;;9.0
119;Totaal mannen en vrouwen;0;West. alloch, 2e gen. 2 ouders buitenl.;2008, vrijdag 26 september;144.4;69.1;6.6;13.8;6.5;1.5;3.0;;13.0;100.0;48.0;5.0;10.0;4.0;1.0;2.0;;9.0
120;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;1999, vrijdag 24 september;1395.0;459.6;32.6;276.3;63.5;17.4;167.0;44.5;32.9;100.0;33.0;2.0;20.0;5.0;1.0;12.0;3.0;2.0
121;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2000, vrijdag 29 september;1467.4;500.1;36.8;274.2;69.4;15.0;162.7;43.5;37.1;100.0;34.0;3.0;19.0;5.0;1.0;11.0;3.0;3.0
122;Totaal mannen en vrouwen;0;Niet-westerse allochtonen;2001, vrijdag 28 september;1545.4;529.0;41.8;277.8;74.8;14.5;162.2;44.5;41.5;100.0;34.0;3.0;18.0;5.0;1.0;10.0;3.0;3.0
