ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
27;Totaal uitgaven aan zorg en welzijn;HP31: Medische praktijken;2021;3981
28;Totaal uitgaven aan zorg en welzijn;HP31: Medische praktijken;2022;3939
29;Totaal uitgaven aan zorg en welzijn;HP31: Medische praktijken;2023;4323
30;Totaal uitgaven aan zorg en welzijn;HP32: Tandheelkundige praktijken;2021;3080
31;Totaal uitgaven aan zorg en welzijn;HP32: Tandheelkundige praktijken;2022;3129
32;Totaal uitgaven aan zorg en welzijn;HP32: Tandheelkundige praktijken;2023;3400
33;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2021;6488
34;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2022;6990
35;Totaal uitgaven aan zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2023;7501
36;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2021;4794
37;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2022;5653
38;Totaal uitgaven aan zorg en welzijn;HP34: Ambulante zorgcentra;2023;6257
39;Totaal uitgaven aan zorg en welzijn;HP35: Aanbieders van thuiszorg;2021;1376
40;Totaal uitgaven aan zorg en welzijn;HP35: Aanbieders van thuiszorg;2022;1552
41;Totaal uitgaven aan zorg en welzijn;HP35: Aanbieders van thuiszorg;2023;1614
42;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2021;1122
43;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2022;934
44;Totaal uitgaven aan zorg en welzijn;HP4: Ondersteunende diensten;2023;878
45;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2021;501
46;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2022;488
47;Totaal uitgaven aan zorg en welzijn;HP41: Ambulance, ziekenvervoer;2023;593
48;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2021;622
49;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2022;446
50;Totaal uitgaven aan zorg en welzijn;HP42-49: Laboratoria en ov ondersteunend;2023;286
51;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2021;8896
52;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2022;9021
53;Totaal uitgaven aan zorg en welzijn;HP5: Leveranciers genees-en hulpmiddelen;2023;9395
54;Totaal uitgaven aan zorg en welzijn;HP51: Apotheken;2021;4763
55;Totaal uitgaven aan zorg en welzijn;HP51: Apotheken;2022;5016
56;Totaal uitgaven aan zorg en welzijn;HP51: Apotheken;2023;5200
57;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2021;4133
58;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2022;4005
59;Totaal uitgaven aan zorg en welzijn;HP52-59: Leveranciers hulpmiddelen;2023;4194
60;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2021;7412
61;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2022;5190
62;Totaal uitgaven aan zorg en welzijn;HP6: Aanbieders van preventieve zorg;2023;4283
63;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2021;4849
64;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2022;5214
65;Totaal uitgaven aan zorg en welzijn;HP7: Organisaties beheer en financiering;2023;5416
66;Totaal uitgaven aan zorg en welzijn;HP71: Overheidsbeleid en beheer org.;2021;1394
67;Totaal uitgaven aan zorg en welzijn;HP71: Overheidsbeleid en beheer org.;2022;1398
68;Totaal uitgaven aan zorg en welzijn;HP71: Overheidsbeleid en beheer org.;2023;1370
69;Totaal uitgaven aan zorg en welzijn;HP72: Zorgverzekeraars, ziekenfondsen;2021;1797
70;Totaal uitgaven aan zorg en welzijn;HP72: Zorgverzekeraars, ziekenfondsen;2022;1849
71;Totaal uitgaven aan zorg en welzijn;HP72: Zorgverzekeraars, ziekenfondsen;2023;1939
72;Totaal uitgaven aan zorg en welzijn;HP73: Particuliere verzekeraars;2021;462
73;Totaal uitgaven aan zorg en welzijn;HP73: Particuliere verzekeraars;2022;488
74;Totaal uitgaven aan zorg en welzijn;HP73: Particuliere verzekeraars;2023;492
75;Totaal uitgaven aan zorg en welzijn;HP79: Ov. instellingen beheer en financ.;2021;1196
76;Totaal uitgaven aan zorg en welzijn;HP79: Ov. instellingen beheer en financ.;2022;1479
77;Totaal uitgaven aan zorg en welzijn;HP79: Ov. instellingen beheer en financ.;2023;1615
78;Totaal uitgaven aan zorg en welzijn;HP8: Overige sectoren;2021;17001
79;Totaal uitgaven aan zorg en welzijn;HP8: Overige sectoren;2022;19469
80;Totaal uitgaven aan zorg en welzijn;HP8: Overige sectoren;2023;22376
81;Totaal uitgaven aan zorg en welzijn;HP81: Huishoudens;2021;1716
82;Totaal uitgaven aan zorg en welzijn;HP81: Huishoudens;2022;1745
83;Totaal uitgaven aan zorg en welzijn;HP81: Huishoudens;2023;1856
84;Totaal uitgaven aan zorg en welzijn;HP82: Gezondheidszorg als nevenactiv.;2021;15285
85;Totaal uitgaven aan zorg en welzijn;HP82: Gezondheidszorg als nevenactiv.;2022;17724
86;Totaal uitgaven aan zorg en welzijn;HP82: Gezondheidszorg als nevenactiv.;2023;20520
87;Totaal uitgaven aan zorg en welzijn;HP9: Buitenland;2021;639
88;Totaal uitgaven aan zorg en welzijn;HP9: Buitenland;2022;692
89;Totaal uitgaven aan zorg en welzijn;HP9: Buitenland;2023;657
90;Welzijnszorg en kinderopvang;Totaal aanbieders gezondheidszorg;2021;15018
91;Welzijnszorg en kinderopvang;Totaal aanbieders gezondheidszorg;2022;17969
92;Welzijnszorg en kinderopvang;Totaal aanbieders gezondheidszorg;2023;20967
93;Welzijnszorg en kinderopvang;HP1: Ziekenhuizen;2021;83
94;Welzijnszorg en kinderopvang;HP1: Ziekenhuizen;2022;93
95;Welzijnszorg en kinderopvang;HP1: Ziekenhuizen;2023;97
96;Welzijnszorg en kinderopvang;HP11:Algemene en academ. ziekenhuizen;2021;0
97;Welzijnszorg en kinderopvang;HP11:Algemene en academ. ziekenhuizen;2022;0
98;Welzijnszorg en kinderopvang;HP11:Algemene en academ. ziekenhuizen;2023;0
99;Welzijnszorg en kinderopvang;HP12: Geestelijke gez., verslavingszorg;2021;78
100;Welzijnszorg en kinderopvang;HP12: Geestelijke gez., verslavingszorg;2022;87
101;Welzijnszorg en kinderopvang;HP12: Geestelijke gez., verslavingszorg;2023;91
102;Welzijnszorg en kinderopvang;HP13: Categorale ziekenhuizen;2021;5
103;Welzijnszorg en kinderopvang;HP13: Categorale ziekenhuizen;2022;5
104;Welzijnszorg en kinderopvang;HP13: Categorale ziekenhuizen;2023;6
105;Welzijnszorg en kinderopvang;HP2: Instellingen langdurige zorg;2021;250
106;Welzijnszorg en kinderopvang;HP2: Instellingen langdurige zorg;2022;261
107;Welzijnszorg en kinderopvang;HP2: Instellingen langdurige zorg;2023;275
108;Welzijnszorg en kinderopvang;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;226
109;Welzijnszorg en kinderopvang;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;227
110;Welzijnszorg en kinderopvang;HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;239
111;Welzijnszorg en kinderopvang;HP22-29: Instellingen gehandicaptenzorg;2021;23
112;Welzijnszorg en kinderopvang;HP22-29: Instellingen gehandicaptenzorg;2022;34
113;Welzijnszorg en kinderopvang;HP22-29: Instellingen gehandicaptenzorg;2023;35
114;Welzijnszorg en kinderopvang;HP3: Aanbieders ambulante zorg;2021;1132
115;Welzijnszorg en kinderopvang;HP3: Aanbieders ambulante zorg;2022;1248
116;Welzijnszorg en kinderopvang;HP3: Aanbieders ambulante zorg;2023;1272
117;Welzijnszorg en kinderopvang;HP31: Medische praktijken;2021;0
118;Welzijnszorg en kinderopvang;HP31: Medische praktijken;2022;0
119;Welzijnszorg en kinderopvang;HP31: Medische praktijken;2023;0
120;Welzijnszorg en kinderopvang;HP32: Tandheelkundige praktijken;2021;0
121;Welzijnszorg en kinderopvang;HP32: Tandheelkundige praktijken;2022;0
122;Welzijnszorg en kinderopvang;HP32: Tandheelkundige praktijken;2023;0
123;Welzijnszorg en kinderopvang;HP33: Overige praktijken gezondheidszorg;2021;860
124;Welzijnszorg en kinderopvang;HP33: Overige praktijken gezondheidszorg;2022;957
125;Welzijnszorg en kinderopvang;HP33: Overige praktijken gezondheidszorg;2023;949
126;Welzijnszorg en kinderopvang;HP34: Ambulante zorgcentra;2021;209
127;Welzijnszorg en kinderopvang;HP34: Ambulante zorgcentra;2022;225
128;Welzijnszorg en kinderopvang;HP34: Ambulante zorgcentra;2023;243
129;Welzijnszorg en kinderopvang;HP35: Aanbieders van thuiszorg;2021;63
130;Welzijnszorg en kinderopvang;HP35: Aanbieders van thuiszorg;2022;66
131;Welzijnszorg en kinderopvang;HP35: Aanbieders van thuiszorg;2023;81
132;Welzijnszorg en kinderopvang;HP4: Ondersteunende diensten;2021;0
133;Welzijnszorg en kinderopvang;HP4: Ondersteunende diensten;2022;0
134;Welzijnszorg en kinderopvang;HP4: Ondersteunende diensten;2023;0
135;Welzijnszorg en kinderopvang;HP41: Ambulance, ziekenvervoer;2021;0
136;Welzijnszorg en kinderopvang;HP41: Ambulance, ziekenvervoer;2022;0
137;Welzijnszorg en kinderopvang;HP41: Ambulance, ziekenvervoer;2023;0
138;Welzijnszorg en kinderopvang;HP42-49: Laboratoria en ov ondersteunend;2021;0
139;Welzijnszorg en kinderopvang;HP42-49: Laboratoria en ov ondersteunend;2022;0
140;Welzijnszorg en kinderopvang;HP42-49: Laboratoria en ov ondersteunend;2023;0
141;Welzijnszorg en kinderopvang;HP5: Leveranciers genees-en hulpmiddelen;2021;0
142;Welzijnszorg en kinderopvang;HP5: Leveranciers genees-en hulpmiddelen;2022;0
143;Welzijnszorg en kinderopvang;HP5: Leveranciers genees-en hulpmiddelen;2023;0
144;Welzijnszorg en kinderopvang;HP51: Apotheken;2021;0
145;Welzijnszorg en kinderopvang;HP51: Apotheken;2022;0
146;Welzijnszorg en kinderopvang;HP51: Apotheken;2023;0
147;Welzijnszorg en kinderopvang;HP52-59: Leveranciers hulpmiddelen;2021;0
148;Welzijnszorg en kinderopvang;HP52-59: Leveranciers hulpmiddelen;2022;0
149;Welzijnszorg en kinderopvang;HP52-59: Leveranciers hulpmiddelen;2023;0
150;Welzijnszorg en kinderopvang;HP6: Aanbieders van preventieve zorg;2021;440
151;Welzijnszorg en kinderopvang;HP6: Aanbieders van preventieve zorg;2022;477
152;Welzijnszorg en kinderopvang;HP6: Aanbieders van preventieve zorg;2023;525
153;Welzijnszorg en kinderopvang;HP7: Organisaties beheer en financiering;2021;1123
154;Welzijnszorg en kinderopvang;HP7: Organisaties beheer en financiering;2022;1423
155;Welzijnszorg en kinderopvang;HP7: Organisaties beheer en financiering;2023;1556
156;Welzijnszorg en kinderopvang;HP71: Overheidsbeleid en beheer org.;2021;0
157;Welzijnszorg en kinderopvang;HP71: Overheidsbeleid en beheer org.;2022;0
158;Welzijnszorg en kinderopvang;HP71: Overheidsbeleid en beheer org.;2023;0
159;Welzijnszorg en kinderopvang;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
160;Welzijnszorg en kinderopvang;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
161;Welzijnszorg en kinderopvang;HP72: Zorgverzekeraars, ziekenfondsen;2023;0
162;Welzijnszorg en kinderopvang;HP73: Particuliere verzekeraars;2021;0
163;Welzijnszorg en kinderopvang;HP73: Particuliere verzekeraars;2022;0
164;Welzijnszorg en kinderopvang;HP73: Particuliere verzekeraars;2023;0
165;Welzijnszorg en kinderopvang;HP79: Ov. instellingen beheer en financ.;2021;1123
166;Welzijnszorg en kinderopvang;HP79: Ov. instellingen beheer en financ.;2022;1423
167;Welzijnszorg en kinderopvang;HP79: Ov. instellingen beheer en financ.;2023;1556
168;Welzijnszorg en kinderopvang;HP8: Overige sectoren;2021;11992
169;Welzijnszorg en kinderopvang;HP8: Overige sectoren;2022;14468
170;Welzijnszorg en kinderopvang;HP8: Overige sectoren;2023;17243
171;Welzijnszorg en kinderopvang;HP81: Huishoudens;2021;62
172;Welzijnszorg en kinderopvang;HP81: Huishoudens;2022;54
173;Welzijnszorg en kinderopvang;HP81: Huishoudens;2023;49
174;Welzijnszorg en kinderopvang;HP82: Gezondheidszorg als nevenactiv.;2021;11930
175;Welzijnszorg en kinderopvang;HP82: Gezondheidszorg als nevenactiv.;2022;14414
176;Welzijnszorg en kinderopvang;HP82: Gezondheidszorg als nevenactiv.;2023;17194
177;Welzijnszorg en kinderopvang;HP9: Buitenland;2021;0
178;Welzijnszorg en kinderopvang;HP9: Buitenland;2022;0
179;Welzijnszorg en kinderopvang;HP9: Buitenland;2023;0
180;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2021;3120
181;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2022;3171
182;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2023;3424
183;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2021;2652
184;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2022;2772
185;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2023;3004
186;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. ziekenhuizen;2021;2502
187;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. ziekenhuizen;2022;2609
188;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. ziekenhuizen;2023;2826
189;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2021;124
190;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2022;136
191;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2023;149
192;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2021;25
193;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2022;27
194;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2023;30
195;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2021;37
196;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2022;32
197;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2023;33
198;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;27
199;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;20
200;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;21
201;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2021;11
202;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2022;12
203;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2023;12
204;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2021;342
205;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2022;322
206;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2023;344
207;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2021;19
208;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2022;18
209;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2023;18
210;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2021;4
211;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2022;0
212;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2023;0
213;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2021;33
214;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2022;2
215;Onderw., R&D bin. gefin, ov. diensten;HP33: Overige praktijken gezondheidszorg;2023;0
216;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2021;285
217;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2022;302
218;Onderw., R&D bin. gefin, ov. diensten;HP34: Ambulante zorgcentra;2023;325
219;Onderw., R&D bin. gefin, ov. diensten;HP35: Aanbieders van thuiszorg;2021;0
220;Onderw., R&D bin. gefin, ov. diensten;HP35: Aanbieders van thuiszorg;2022;0
221;Onderw., R&D bin. gefin, ov. diensten;HP35: Aanbieders van thuiszorg;2023;0
222;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2021;2
223;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2022;0
224;Onderw., R&D bin. gefin, ov. diensten;HP4: Ondersteunende diensten;2023;0
225;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2021;0
226;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2022;0
227;Onderw., R&D bin. gefin, ov. diensten;HP41: Ambulance, ziekenvervoer;2023;0
228;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2021;2
229;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2022;0
230;Onderw., R&D bin. gefin, ov. diensten;HP42-49: Laboratoria en ov ondersteunend;2023;0
231;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2021;0
232;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2022;0
233;Onderw., R&D bin. gefin, ov. diensten;HP5: Leveranciers genees-en hulpmiddelen;2023;0
234;Onderw., R&D bin. gefin, ov. diensten;HP51: Apotheken;2021;0
235;Onderw., R&D bin. gefin, ov. diensten;HP51: Apotheken;2022;0
236;Onderw., R&D bin. gefin, ov. diensten;HP51: Apotheken;2023;0
237;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2021;0
238;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2022;0
239;Onderw., R&D bin. gefin, ov. diensten;HP52-59: Leveranciers hulpmiddelen;2023;0
240;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2021;47
241;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2022;35
242;Onderw., R&D bin. gefin, ov. diensten;HP6: Aanbieders van preventieve zorg;2023;36
243;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2021;23
244;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2022;3
245;Onderw., R&D bin. gefin, ov. diensten;HP7: Organisaties beheer en financiering;2023;0
246;Onderw., R&D bin. gefin, ov. diensten;HP71: Overheidsbeleid en beheer org.;2021;0
247;Onderw., R&D bin. gefin, ov. diensten;HP71: Overheidsbeleid en beheer org.;2022;0
248;Onderw., R&D bin. gefin, ov. diensten;HP71: Overheidsbeleid en beheer org.;2023;0
249;Onderw., R&D bin. gefin, ov. diensten;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
250;Onderw., R&D bin. gefin, ov. diensten;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
251;Onderw., R&D bin. gefin, ov. diensten;HP72: Zorgverzekeraars, ziekenfondsen;2023;0
252;Onderw., R&D bin. gefin, ov. diensten;HP73: Particuliere verzekeraars;2021;0
253;Onderw., R&D bin. gefin, ov. diensten;HP73: Particuliere verzekeraars;2022;0
254;Onderw., R&D bin. gefin, ov. diensten;HP73: Particuliere verzekeraars;2023;0
255;Onderw., R&D bin. gefin, ov. diensten;HP79: Ov. instellingen beheer en financ.;2021;23
256;Onderw., R&D bin. gefin, ov. diensten;HP79: Ov. instellingen beheer en financ.;2022;3
257;Onderw., R&D bin. gefin, ov. diensten;HP79: Ov. instellingen beheer en financ.;2023;0
258;Onderw., R&D bin. gefin, ov. diensten;HP8: Overige sectoren;2021;16
259;Onderw., R&D bin. gefin, ov. diensten;HP8: Overige sectoren;2022;7
260;Onderw., R&D bin. gefin, ov. diensten;HP8: Overige sectoren;2023;6
261;Onderw., R&D bin. gefin, ov. diensten;HP81: Huishoudens;2021;0
262;Onderw., R&D bin. gefin, ov. diensten;HP81: Huishoudens;2022;0
263;Onderw., R&D bin. gefin, ov. diensten;HP81: Huishoudens;2023;0
264;Onderw., R&D bin. gefin, ov. diensten;HP82: Gezondheidszorg als nevenactiv.;2021;16
265;Onderw., R&D bin. gefin, ov. diensten;HP82: Gezondheidszorg als nevenactiv.;2022;7
266;Onderw., R&D bin. gefin, ov. diensten;HP82: Gezondheidszorg als nevenactiv.;2023;6
267;Onderw., R&D bin. gefin, ov. diensten;HP9: Buitenland;2021;0
268;Onderw., R&D bin. gefin, ov. diensten;HP9: Buitenland;2022;0
269;Onderw., R&D bin. gefin, ov. diensten;HP9: Buitenland;2023;0
270;Uitvoer en R&D buitenlands gefinancierd;Totaal aanbieders gezondheidszorg;2021;222
271;Uitvoer en R&D buitenlands gefinancierd;Totaal aanbieders gezondheidszorg;2022;253
272;Uitvoer en R&D buitenlands gefinancierd;Totaal aanbieders gezondheidszorg;2023;260
273;Uitvoer en R&D buitenlands gefinancierd;HP1: Ziekenhuizen;2021;147
274;Uitvoer en R&D buitenlands gefinancierd;HP1: Ziekenhuizen;2022;166
275;Uitvoer en R&D buitenlands gefinancierd;HP1: Ziekenhuizen;2023;170
276;Uitvoer en R&D buitenlands gefinancierd;HP11:Algemene en academ. ziekenhuizen;2021;147
277;Uitvoer en R&D buitenlands gefinancierd;HP11:Algemene en academ. ziekenhuizen;2022;166
278;Uitvoer en R&D buitenlands gefinancierd;HP11:Algemene en academ. ziekenhuizen;2023;170
279;Uitvoer en R&D buitenlands gefinancierd;HP12: Geestelijke gez., verslavingszorg;2021;0
280;Uitvoer en R&D buitenlands gefinancierd;HP12: Geestelijke gez., verslavingszorg;2022;0
281;Uitvoer en R&D buitenlands gefinancierd;HP12: Geestelijke gez., verslavingszorg;2023;0
282;Uitvoer en R&D buitenlands gefinancierd;HP13: Categorale ziekenhuizen;2021;0
283;Uitvoer en R&D buitenlands gefinancierd;HP13: Categorale ziekenhuizen;2022;0
284;Uitvoer en R&D buitenlands gefinancierd;HP13: Categorale ziekenhuizen;2023;0
285;Uitvoer en R&D buitenlands gefinancierd;HP2: Instellingen langdurige zorg;2021;11
286;Uitvoer en R&D buitenlands gefinancierd;HP2: Instellingen langdurige zorg;2022;11
287;Uitvoer en R&D buitenlands gefinancierd;HP2: Instellingen langdurige zorg;2023;11
288;Uitvoer en R&D buitenlands gefinancierd;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;11
289;Uitvoer en R&D buitenlands gefinancierd;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;11
290;Uitvoer en R&D buitenlands gefinancierd;HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;11
291;Uitvoer en R&D buitenlands gefinancierd;HP22-29: Instellingen gehandicaptenzorg;2021;0
292;Uitvoer en R&D buitenlands gefinancierd;HP22-29: Instellingen gehandicaptenzorg;2022;0
293;Uitvoer en R&D buitenlands gefinancierd;HP22-29: Instellingen gehandicaptenzorg;2023;0
294;Uitvoer en R&D buitenlands gefinancierd;HP3: Aanbieders ambulante zorg;2021;10
295;Uitvoer en R&D buitenlands gefinancierd;HP3: Aanbieders ambulante zorg;2022;16
296;Uitvoer en R&D buitenlands gefinancierd;HP3: Aanbieders ambulante zorg;2023;16
297;Uitvoer en R&D buitenlands gefinancierd;HP31: Medische praktijken;2021;5
298;Uitvoer en R&D buitenlands gefinancierd;HP31: Medische praktijken;2022;9
299;Uitvoer en R&D buitenlands gefinancierd;HP31: Medische praktijken;2023;9
300;Uitvoer en R&D buitenlands gefinancierd;HP32: Tandheelkundige praktijken;2021;3
301;Uitvoer en R&D buitenlands gefinancierd;HP32: Tandheelkundige praktijken;2022;4
302;Uitvoer en R&D buitenlands gefinancierd;HP32: Tandheelkundige praktijken;2023;4
303;Uitvoer en R&D buitenlands gefinancierd;HP33: Overige praktijken gezondheidszorg;2021;0
304;Uitvoer en R&D buitenlands gefinancierd;HP33: Overige praktijken gezondheidszorg;2022;0
305;Uitvoer en R&D buitenlands gefinancierd;HP33: Overige praktijken gezondheidszorg;2023;0
306;Uitvoer en R&D buitenlands gefinancierd;HP34: Ambulante zorgcentra;2021;2
307;Uitvoer en R&D buitenlands gefinancierd;HP34: Ambulante zorgcentra;2022;3
