ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10;Zelfstandigen_11;GemiddeldPersoonlijkInkomen_12;MediaanPersoonlijkInkomen_13;GemiddeldInkomenAlsZelfstandige_14;MediaanInkomenAlsZelfstandige_15;GemiddeldGestandaardiseerdInkomen_16;MediaanGestandaardiseerdInkomen_17;ZelfstandigenMetBedrijfsvermogen_18;MediaanVermogen_19;MediaanBedrijfsvermogen_20
14;Zelfstandige;A-U Alle economische activiteiten;Nederland;2021;1330.8;50.3;40.1;48.5;38.0;47.8;40.1;1181.2;257.4;41.6;2089.9;48.3;38.2;32.8;17.8;45.6;39.0;1529.0;229.1;34.4
15;Zelfstandige;A-U Alle economische activiteiten;Nederland;2022;1384.2;53.4;43.9;51.5;41.8;49.4;42.1;1228.9;332.0;45.3;2146.8;51.2;41.6;35.4;20.0;47.4;41.1;1579.5;303.2;37.9
16;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2007;107.1;32.2;22.9;31.7;22.0;28.9;23.9;86.5;202.2;35.8;163.5;32.0;24.2;21.7;9.1;27.7;23.2;107.9;176.7;29.6
17;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2008;112.4;33.0;24.1;32.6;23.1;29.2;24.8;90.3;192.6;35.3;172.6;32.8;25.2;22.3;9.5;28.0;24.0;113.0;164.9;28.5
18;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2009;114.1;30.6;21.4;30.1;20.6;26.8;23.4;95.0;164.1;31.3;177.4;31.3;23.7;20.4;8.4;26.4;23.3;119.5;140.6;25.6
19;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2010;108.3;33.1;24.1;32.6;23.2;28.2;24.2;;;;172.1;33.2;25.5;21.6;10.0;27.4;23.7;;;
20;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2011;111.8;34.2;25.8;33.9;24.9;32.1;27.5;96.1;154.3;30.4;174.2;34.3;27.1;22.9;11.2;30.9;26.9;121.3;134.0;25.0
21;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2012;112.2;33.1;24.7;32.5;23.8;31.3;27.2;97.0;139.1;30.0;174.1;33.7;26.4;22.2;10.9;30.5;26.8;122.4;118.8;25.0
22;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2013;113.5;33.1;24.5;32.4;23.4;31.1;27.1;97.5;113.2;30.0;175.2;33.7;26.3;22.3;11.0;30.4;26.9;122.7;92.4;25.0
23;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2014;115.2;34.8;26.2;34.0;25.0;34.6;28.7;99.1;111.4;30.2;176.6;35.2;27.4;23.5;12.0;33.3;28.2;124.7;92.1;25.3
24;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2015;117.1;35.0;26.5;34.1;25.2;32.7;29.1;100.3;114.9;31.0;177.5;35.2;27.5;23.8;12.5;31.9;28.6;126.2;96.7;25.9
25;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2016;118.9;36.8;28.3;35.8;26.9;34.8;30.9;103.4;122.5;32.4;178.5;36.7;28.9;25.2;13.6;33.7;30.3;130.1;104.7;27.4
26;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2017;119.6;39.1;30.1;37.9;28.6;37.1;32.3;104.7;136.7;35.5;182.3;39.3;30.4;26.5;14.4;36.0;31.5;132.9;118.4;30.0
27;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2018;121.3;41.2;32.2;40.2;30.6;38.7;33.3;107.1;155.9;38.4;184.2;39.9;31.8;27.9;15.4;36.8;32.2;135.0;134.4;31.9
28;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2019;122.0;42.5;33.1;41.4;31.6;42.1;34.7;108.9;176.8;41.9;188.2;40.8;32.4;28.4;15.6;39.6;33.5;137.5;151.1;35.1
29;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2020;121.1;43.8;34.5;42.1;32.1;42.1;36.5;108.8;196.7;46.0;187.6;41.6;33.2;28.6;15.2;39.6;35.1;139.4;165.6;37.9
30;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2021;123.3;46.4;36.9;44.8;35.0;44.3;38.4;110.6;233.8;50.1;197.0;43.8;35.3;29.7;15.5;41.8;36.9;142.1;199.4;41.3
31;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2022;126.4;50.4;41.2;48.5;38.9;46.5;40.6;113.4;306.6;56.8;198.8;47.4;38.9;32.8;17.9;44.0;39.1;145.1;270.8;47.1
32;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2007;215.3;36.0;27.0;35.0;25.5;31.8;26.1;177.9;247.5;38.4;327.6;35.3;27.2;24.0;10.9;30.2;25.1;224.7;216.7;31.2
33;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2008;225.9;36.7;27.4;35.9;26.0;30.8;26.5;186.8;229.0;37.8;345.9;36.0;27.7;24.6;10.9;29.6;25.6;236.7;199.6;30.3
34;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2009;229.1;34.6;25.1;33.9;24.1;28.9;25.3;195.5;198.9;34.2;355.7;34.6;26.5;22.9;9.8;28.3;25.0;249.7;173.5;27.3
35;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2010;221.9;36.8;27.4;36.0;26.2;30.1;26.1;;;;350.0;36.3;28.1;24.0;11.4;29.2;25.5;;;
36;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2011;229.3;37.4;28.7;37.0;27.6;34.1;29.4;198.6;185.0;32.9;355.6;37.0;29.3;25.1;12.4;32.8;28.6;253.7;162.2;26.9
37;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2012;231.6;36.6;27.5;36.1;26.3;33.8;29.0;202.0;162.8;32.6;359.6;36.6;28.6;24.6;12.0;32.7;28.4;258.9;141.0;26.8
38;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2013;234.1;36.5;27.3;35.7;26.1;33.2;28.8;203.8;134.7;32.9;362.6;36.8;28.5;24.5;12.0;32.4;28.4;261.8;112.8;27.1
39;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;239.0;37.8;28.4;36.9;27.1;37.7;30.1;208.4;129.1;31.9;365.5;37.9;29.3;25.6;12.8;36.1;29.6;266.9;110.4;26.4
40;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;244.5;38.2;29.2;37.3;27.9;34.4;30.6;211.8;134.7;32.4;370.1;38.2;29.9;26.1;13.5;33.7;30.1;271.5;117.1;27.2
41;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2016;250.1;40.2;31.1;39.2;29.8;37.4;32.6;218.8;144.0;34.8;375.2;39.8;31.2;27.6;14.9;36.2;31.9;280.3;125.7;29.0
42;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2017;253.2;42.6;33.2;41.2;31.6;39.3;34.1;222.6;158.6;37.3;384.4;43.2;32.9;29.1;15.9;38.6;33.3;287.3;141.2;31.8
43;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2018;259.2;43.9;34.9;42.9;33.2;40.8;34.8;229.4;183.3;40.9;391.8;42.6;34.0;30.0;16.8;39.0;33.8;293.8;160.7;33.9
44;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2019;264.3;45.9;36.6;44.7;34.9;46.2;36.7;235.2;205.3;43.8;403.8;44.0;35.2;31.0;17.4;43.6;35.6;301.5;180.6;36.8
45;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2020;263.7;46.8;37.6;45.1;35.1;45.4;38.2;236.3;231.6;47.5;407.7;44.6;35.6;30.9;16.5;42.9;36.9;307.8;200.5;39.2
46;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2021;271.3;50.0;40.8;48.4;38.7;47.2;40.4;242.1;269.8;51.3;429.4;47.1;38.1;32.4;17.5;44.6;38.9;315.8;235.7;42.5
47;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2022;281.0;53.3;44.7;51.4;42.6;49.1;42.5;251.3;351.8;56.5;441.0;50.2;41.6;35.0;19.6;46.6;41.1;326.1;316.4;47.0
48;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2007;463.5;41.2;31.1;39.8;29.6;34.4;27.5;392.3;204.4;30.0;698.5;41.0;31.4;27.8;14.0;33.1;26.9;492.2;180.1;23.6
49;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2008;486.9;41.9;31.7;40.8;30.3;32.6;27.8;416.5;189.4;29.6;733.7;41.7;32.1;28.5;14.2;31.9;27.3;523.8;165.7;23.2
50;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2009;502.1;39.6;29.2;38.5;27.9;31.0;26.9;443.5;160.8;26.1;761.3;40.1;30.6;26.7;13.0;30.8;26.8;560.6;141.6;20.2
51;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2010;501.2;40.6;29.9;39.4;28.6;31.6;26.9;;;;767.9;40.9;31.2;27.1;13.8;31.2;26.8;;;
52;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2011;520.9;41.0;30.7;40.4;29.6;36.0;30.1;453.5;145.7;24.6;789.0;41.5;32.1;28.1;14.7;35.1;29.8;572.4;129.4;19.8
53;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2012;530.4;40.3;29.6;39.5;28.4;35.8;29.8;463.7;123.0;24.2;800.6;41.0;31.3;27.7;14.3;35.1;29.7;586.8;108.9;19.5
54;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2013;538.5;39.9;28.9;38.8;27.6;34.8;29.4;470.3;95.3;23.7;809.7;41.0;30.8;27.4;14.2;34.6;29.5;596.2;82.0;19.3
55;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2014;557.2;41.1;30.0;40.0;28.5;39.7;30.8;483.8;91.7;22.9;826.6;42.3;31.6;28.7;15.2;38.9;30.8;612.4;80.8;18.8
56;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2015;575.4;42.0;31.0;40.9;29.6;36.9;31.3;493.4;98.9;23.9;846.9;42.9;32.2;29.5;16.0;36.5;31.3;624.4;88.1;19.5
57;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2016;592.5;43.4;32.6;42.2;31.0;39.4;33.2;514.1;109.0;25.2;865.4;44.0;33.3;30.6;17.3;38.7;33.0;649.0;97.9;20.7
58;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2017;602.9;45.2;33.8;43.6;32.2;41.0;34.3;525.2;126.9;26.6;895.6;47.7;34.6;31.5;17.9;41.2;34.1;670.4;116.8;22.5
59;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2018;627.9;46.4;35.7;45.1;34.0;42.6;35.2;547.0;155.3;28.6;933.7;46.2;35.6;32.1;18.5;41.2;34.6;691.5;139.7;23.6
60;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2019;649.5;47.7;37.1;46.4;35.4;48.8;36.8;567.7;181.3;30.2;967.1;47.2;36.6;33.0;19.4;46.5;36.2;715.4;166.2;25.3
61;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2020;649.3;48.7;37.8;46.5;35.3;46.8;38.2;572.7;211.4;33.0;982.4;47.6;36.6;32.5;17.7;44.8;37.3;737.3;188.6;26.8
62;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2021;672.2;51.4;40.3;49.5;38.2;48.6;40.0;590.7;245.3;34.7;1042.4;50.1;38.9;33.9;18.7;46.6;39.3;759.0;222.9;28.7
63;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2022;703.9;54.2;43.8;52.2;41.7;49.9;41.9;617.9;315.4;37.1;1076.5;52.7;42.2;36.4;20.7;48.2;41.2;787.2;293.5;31.2
64;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2007;218.8;35.9;27.2;35.0;25.7;32.2;26.3;182.4;266.7;35.3;332.3;35.4;27.5;24.1;11.3;30.7;25.5;230.4;236.5;28.3
65;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2008;228.7;36.7;27.7;35.9;26.2;30.7;26.7;190.8;250.0;34.9;351.4;36.2;28.1;24.6;11.3;29.7;26.0;242.2;220.7;27.6
66;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2009;231.2;35.0;25.9;34.3;24.7;29.5;26.0;199.6;220.4;31.5;359.4;35.2;27.2;23.2;10.3;28.9;25.7;254.9;195.6;24.9
67;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2010;224.8;37.0;27.7;36.1;26.3;30.5;26.4;;;;355.2;36.7;28.4;24.1;11.6;29.6;25.9;;;
68;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;230.9;37.4;28.9;37.1;27.7;34.8;29.9;200.8;205.9;30.7;360.0;37.4;29.5;25.1;12.5;33.5;29.1;257.7;182.4;24.9
69;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;231.9;37.3;28.2;36.8;27.1;34.9;29.7;203.9;182.6;30.8;361.0;37.5;29.1;25.1;12.3;33.7;29.1;262.1;160.6;24.8
70;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;234.1;36.9;27.5;36.1;26.2;33.9;29.3;205.4;150.7;30.4;362.9;37.3;28.8;24.8;12.3;33.2;29.0;264.4;130.3;24.9
71;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;238.2;37.8;28.4;37.0;27.1;38.4;30.6;209.4;146.2;29.0;364.5;38.2;29.5;25.7;13.1;36.9;30.2;269.6;128.6;23.8
72;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;242.9;38.7;29.6;37.8;28.1;35.5;31.3;211.7;151.1;30.0;369.1;38.9;30.1;26.4;13.9;34.8;30.8;272.9;134.4;24.6
73;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;247.0;40.7;31.6;39.7;30.0;38.3;33.3;217.8;159.6;31.8;372.0;40.4;31.7;27.9;15.1;37.2;32.6;280.7;143.1;26.1
74;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2017;247.9;43.0;33.3;41.6;31.8;40.4;34.7;220.1;176.8;34.5;379.6;44.3;33.2;29.3;16.0;39.9;34.0;286.9;160.6;29.1
75;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2018;253.4;44.0;34.9;43.0;33.3;41.6;35.5;226.6;201.5;38.3;386.5;43.1;34.3;29.9;16.8;39.9;34.5;292.3;180.0;31.4
76;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2019;258.6;45.7;36.7;44.6;35.0;47.8;37.3;231.8;222.3;41.1;398.6;44.2;35.3;30.6;17.2;44.9;36.2;298.9;198.0;33.9
77;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2020;257.7;46.6;37.3;44.9;35.1;46.1;38.7;232.5;247.8;44.4;399.1;44.9;35.7;30.7;16.3;43.7;37.5;304.3;218.1;36.6
78;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2021;263.9;49.5;40.5;47.9;38.5;48.3;40.8;237.8;285.5;48.0;421.0;47.0;37.9;31.9;17.0;45.8;39.5;312.1;252.5;39.8
79;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2022;272.8;53.0;44.6;51.2;42.7;49.9;43.1;246.2;363.8;53.1;430.6;50.2;41.4;34.7;19.2;47.6;41.8;321.1;327.7;44.0
80;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2007;31.1;32.5;22.1;31.8;21.0;28.8;23.6;24.8;174.3;31.0;49.7;32.5;23.9;21.0;7.9;27.4;22.9;31.2;142.8;24.8
81;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2008;32.5;33.0;22.7;32.4;21.6;28.8;24.1;25.8;167.3;30.3;52.4;32.9;24.6;21.3;8.2;27.5;23.4;32.6;134.6;23.8
82;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2009;33.3;31.0;20.8;30.4;19.9;27.0;23.1;27.5;141.8;25.5;54.3;32.1;23.7;19.7;7.5;26.5;23.0;35.0;114.2;19.9
83;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2010;32.1;33.6;23.3;32.7;22.0;28.5;24.0;;;;53.2;33.8;25.3;21.0;8.9;27.4;23.6;;;
84;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2011;33.3;34.5;25.0;34.1;23.8;32.1;27.2;28.1;129.3;24.4;54.2;34.8;26.9;22.3;9.8;30.7;26.5;35.8;105.6;19.6
85;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2012;33.6;33.0;23.7;32.3;22.6;30.9;26.6;28.5;112.5;24.0;54.5;34.0;26.0;21.3;9.5;30.0;26.3;36.2;89.4;19.6
86;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2013;33.8;33.8;24.1;32.8;22.8;31.2;27.0;28.8;93.0;23.7;54.7;34.4;26.3;21.7;9.8;30.2;26.6;36.5;67.6;19.4
87;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2014;34.4;35.0;25.3;33.9;24.0;34.3;28.3;29.2;92.1;24.1;55.3;35.3;26.9;22.5;10.4;32.7;27.8;37.1;69.2;19.5
88;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2015;35.1;35.5;25.5;34.5;24.3;32.8;28.7;29.6;95.3;25.1;55.5;35.7;27.0;23.3;10.8;31.7;28.1;37.6;73.8;20.7
89;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2016;35.7;36.9;27.0;35.7;25.5;34.6;30.4;30.5;103.8;26.7;55.9;36.8;28.0;24.2;11.8;33.2;29.5;38.7;81.1;21.8
90;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2017;35.7;38.8;28.4;37.4;26.9;36.3;31.4;30.7;111.8;27.4;56.9;39.0;29.3;25.1;12.1;35.0;30.5;39.3;91.9;22.8
91;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2018;36.1;40.9;30.2;39.6;28.8;37.6;32.3;31.4;129.6;29.4;57.3;39.5;30.4;26.5;13.0;35.5;31.1;39.9;104.5;24.1
92;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2019;36.4;42.3;31.4;41.0;29.8;40.7;33.6;31.9;147.1;32.4;59.4;40.2;30.7;26.7;12.7;37.7;32.3;40.6;116.4;26.3
93;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2020;36.0;43.4;32.9;41.5;30.2;41.1;35.5;31.8;168.5;36.2;59.5;40.7;31.4;26.5;12.1;37.8;33.8;41.1;131.1;28.8
94;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2021;36.6;46.4;35.3;44.6;33.0;44.2;37.4;32.2;203.8;40.0;62.1;43.3;33.6;28.0;12.3;40.7;35.4;41.7;162.8;32.0
95;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2022;37.3;49.8;39.4;47.7;36.9;46.4;39.7;32.8;268.4;45.6;61.7;46.6;37.2;30.9;14.9;42.8;37.7;42.3;228.5;36.4
96;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2007;45.7;31.6;23.2;31.4;22.3;28.7;23.7;37.2;212.3;39.8;66.8;31.2;24.0;22.3;10.2;27.6;23.0;45.3;191.3;34.4
97;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2008;47.9;33.0;25.0;32.8;24.1;29.5;25.0;38.8;202.5;39.7;70.2;32.5;25.3;23.4;11.0;28.3;24.2;47.4;179.4;33.2
98;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2009;48.5;29.7;21.4;29.6;20.7;26.3;23.1;40.4;169.5;36.0;72.2;30.2;23.1;20.7;9.1;25.9;23.0;49.9;149.8;30.3
99;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2010;45.6;32.4;24.1;32.1;23.5;27.7;23.8;;;;69.7;32.1;25.0;21.9;11.1;26.9;23.4;;;
100;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2011;47.1;33.7;26.0;33.7;25.1;31.7;27.3;40.7;162.6;35.0;70.6;33.5;26.8;23.5;12.5;30.6;26.7;50.6;145.1;29.8
101;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2012;47.1;32.5;24.9;32.2;24.1;30.9;27.0;41.0;148.2;35.4;70.4;32.8;26.0;22.6;12.0;30.2;26.6;51.1;129.9;30.0
102;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2013;48.2;32.0;24.1;31.5;23.3;30.6;26.8;41.2;120.8;35.3;71.8;32.4;25.5;22.3;11.7;30.0;26.5;51.2;102.6;30.0
103;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2014;48.8;34.4;26.5;33.7;25.5;34.6;28.6;42.0;118.5;35.1;72.2;34.4;27.2;24.1;13.2;33.3;28.1;52.1;100.6;30.2
104;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2015;49.4;34.4;26.7;33.6;25.6;32.4;28.9;42.5;121.2;36.1;72.7;34.2;27.2;24.0;13.6;31.5;28.5;52.9;105.2;30.6
105;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2016;50.1;36.6;28.8;35.8;27.5;35.0;30.8;43.8;127.2;37.5;72.9;36.1;28.9;25.9;15.0;33.9;30.3;54.5;112.2;32.1
106;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2017;50.5;38.8;30.6;37.7;29.3;36.8;32.4;44.4;144.8;41.0;75.0;38.6;30.4;27.0;15.6;35.9;31.5;55.6;129.2;35.5
107;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2018;51.4;41.0;32.9;40.3;31.4;38.9;33.5;45.6;166.5;44.2;75.4;39.6;32.1;28.8;17.3;37.1;32.4;56.6;146.3;37.8
108;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2019;51.6;42.4;34.0;41.6;32.5;42.5;34.8;46.4;186.1;48.7;76.5;40.6;32.9;29.4;17.8;40.3;33.7;57.7;164.9;41.6
109;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2020;51.2;43.4;35.1;41.9;33.0;41.9;36.5;46.3;206.4;52.7;76.1;41.3;33.6;29.6;17.6;39.8;35.3;58.5;179.0;44.9
110;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2021;52.2;45.4;37.3;44.1;35.4;43.4;38.2;47.1;244.1;56.7;80.1;43.1;35.5;30.3;17.8;41.4;36.9;59.8;214.4;48.4
111;Zelfstandige;A-U Alle economische activiteiten;Fryslân (PV);2022;53.7;49.7;41.4;48.0;39.2;45.5;40.4;48.5;318.3;64.5;81.3;46.9;38.9;33.6;20.0;43.6;39.1;61.3;285.8;54.8
112;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2007;30.3;32.6;23.4;31.9;22.4;29.3;24.4;24.6;216.1;35.4;47.0;32.6;24.9;21.6;9.0;28.2;23.9;31.4;193.2;28.2
