ID;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
477;Nederland inclusief buitenland;Beverwijk;31 december 2000;17.0;5.3;11.7;11.6;5.3;15.8;1.2;
478;Nederland inclusief buitenland;Beverwijk;30 september 2004;18.6;5.8;12.7;12.8;5.8;17.4;1.2;
479;Nederland inclusief buitenland;Beverwijk;30 september 2005;18.5;5.7;12.9;12.8;5.7;17.3;1.2;
480;Nederland inclusief buitenland;het Bildt;31 december 1998;1.7;1.0;0.7;1.6;0.1;1.7;0.0;
481;Nederland inclusief buitenland;het Bildt;31 december 2000;1.9;1.1;0.8;1.8;0.1;1.8;0.1;
482;Nederland inclusief buitenland;het Bildt;30 september 2004;2.3;1.3;1.1;2.2;0.1;2.3;0.1;
483;Nederland inclusief buitenland;het Bildt;30 september 2005;2.3;1.2;1.1;2.1;0.2;2.2;0.1;
484;Nederland inclusief buitenland;De Bilt;31 december 1998;10.7;3.4;7.3;7.9;2.7;7.9;2.7;
485;Nederland inclusief buitenland;De Bilt;31 december 2000;11.4;3.4;8.0;8.6;2.8;8.6;2.8;
486;Nederland inclusief buitenland;De Bilt;30 september 2004;15.1;5.1;10.0;11.8;3.4;11.8;3.4;
487;Nederland inclusief buitenland;De Bilt;30 september 2005;15.5;5.1;10.4;11.9;3.7;11.9;3.7;
488;Nederland inclusief buitenland;Binnenmaas;31 december 1998;4.4;1.8;2.6;2.8;1.6;4.1;0.3;
489;Nederland inclusief buitenland;Binnenmaas;31 december 2000;4.3;1.7;2.5;3.4;0.9;3.9;0.3;
490;Nederland inclusief buitenland;Binnenmaas;30 september 2004;4.6;1.9;2.7;3.6;1.0;4.2;0.4;
491;Nederland inclusief buitenland;Binnenmaas;30 september 2005;4.5;1.9;2.6;3.6;0.9;4.2;0.3;
492;Nederland inclusief buitenland;Bladel;31 december 1998;8.6;3.7;4.9;7.7;0.9;8.2;0.5;
493;Nederland inclusief buitenland;Bladel;31 december 2000;9.0;3.6;5.5;7.5;1.5;8.1;0.9;
494;Nederland inclusief buitenland;Bladel;30 september 2004;10.2;4.1;6.1;8.4;1.7;9.0;1.2;
495;Nederland inclusief buitenland;Bladel;30 september 2005;10.0;3.9;6.1;8.3;1.7;8.9;1.1;
496;Nederland inclusief buitenland;Blaricum;31 december 1998;2.6;0.5;2.2;1.8;0.8;1.9;0.7;
497;Nederland inclusief buitenland;Blaricum;31 december 2000;2.5;0.4;2.1;1.7;0.8;1.8;0.7;
498;Nederland inclusief buitenland;Blaricum;30 september 2004;2.6;0.5;2.1;1.8;0.8;1.9;0.7;
499;Nederland inclusief buitenland;Blaricum;30 september 2005;2.7;0.5;2.2;1.8;0.9;2.0;0.7;
500;Nederland inclusief buitenland;Bleiswijk;31 december 1998;5.8;1.4;4.4;3.4;2.4;5.4;0.4;
501;Nederland inclusief buitenland;Bleiswijk;31 december 2000;5.5;1.3;4.2;3.2;2.2;5.0;0.5;
502;Nederland inclusief buitenland;Bleiswijk;30 september 2004;6.2;1.5;4.7;3.7;2.6;5.6;0.6;
503;Nederland inclusief buitenland;Bleiswijk;30 september 2005;6.6;1.5;5.1;3.7;3.0;5.8;0.8;
504;Nederland inclusief buitenland;Bloemendaal;31 december 1998;3.9;0.7;3.2;2.4;1.5;3.5;0.4;
505;Nederland inclusief buitenland;Bloemendaal;31 december 2000;3.7;0.6;3.1;2.2;1.6;3.2;0.5;
506;Nederland inclusief buitenland;Bloemendaal;30 september 2004;4.1;1.0;3.1;2.3;1.8;3.7;0.4;
507;Nederland inclusief buitenland;Bloemendaal;30 september 2005;4.0;1.1;2.9;2.4;1.6;3.6;0.4;
508;Nederland inclusief buitenland;Boarnsterhim;31 december 1998;3.5;1.9;1.6;2.5;1.0;3.3;0.2;
509;Nederland inclusief buitenland;Boarnsterhim;31 december 2000;3.4;1.9;1.5;2.6;0.8;3.3;0.1;
510;Nederland inclusief buitenland;Boarnsterhim;30 september 2004;4.5;2.3;2.2;3.3;1.1;4.2;0.2;
511;Nederland inclusief buitenland;Boarnsterhim;30 september 2005;4.6;2.3;2.3;3.4;1.2;4.3;0.3;
512;Nederland inclusief buitenland;Bodegraven;31 december 1998;7.5;3.1;4.4;5.1;2.4;5.9;1.6;
513;Nederland inclusief buitenland;Bodegraven;31 december 2000;7.5;3.0;4.5;5.0;2.5;5.9;1.7;
514;Nederland inclusief buitenland;Bodegraven;30 september 2004;8.4;3.4;5.1;5.5;2.9;6.5;1.9;
515;Nederland inclusief buitenland;Bodegraven;30 september 2005;8.2;3.3;4.9;5.4;2.8;6.3;1.9;
516;Nederland inclusief buitenland;Boekel;31 december 1998;2.7;1.1;1.6;1.8;0.9;2.6;0.1;
517;Nederland inclusief buitenland;Boekel;31 december 2000;2.8;1.1;1.7;1.9;0.9;2.5;0.2;
518;Nederland inclusief buitenland;Boekel;30 september 2004;2.9;1.2;1.7;2.0;0.9;2.7;0.2;
519;Nederland inclusief buitenland;Boekel;30 september 2005;2.8;1.2;1.7;2.0;0.8;2.6;0.2;
520;Nederland inclusief buitenland;Ten Boer;31 december 1998;0.6;0.3;0.3;0.5;0.1;0.6;0.0;
521;Nederland inclusief buitenland;Ten Boer;31 december 2000;0.6;0.3;0.4;0.5;0.2;0.6;0.0;
522;Nederland inclusief buitenland;Ten Boer;30 september 2004;0.7;0.3;0.4;0.5;0.2;0.7;0.0;
523;Nederland inclusief buitenland;Ten Boer;30 september 2005;0.7;0.4;0.3;0.6;0.2;0.7;0.0;
524;Nederland inclusief buitenland;Bolsward;31 december 1998;3.8;1.6;2.3;2.7;1.1;3.5;0.3;
525;Nederland inclusief buitenland;Bolsward;31 december 2000;4.2;1.6;2.6;2.9;1.2;3.9;0.2;
526;Nederland inclusief buitenland;Bolsward;30 september 2004;4.5;1.8;2.7;3.2;1.3;4.2;0.2;
527;Nederland inclusief buitenland;Bolsward;30 september 2005;4.8;1.9;2.9;3.4;1.4;4.5;0.3;
528;Nederland inclusief buitenland;Borculo;31 december 1998;3.1;1.3;1.8;2.4;0.7;2.6;0.5;
529;Nederland inclusief buitenland;Borculo;31 december 2000;3.1;1.4;1.7;2.5;0.6;2.6;0.5;
530;Nederland inclusief buitenland;Borculo;30 september 2004;3.7;1.5;2.2;2.9;0.8;3.1;0.6;
531;Nederland inclusief buitenland;Borculo;30 september 2005;0.0;;;;;;;0.0
532;Nederland inclusief buitenland;Borger-Odoorn;31 december 1998;4.3;2.3;2.0;2.7;1.6;3.0;1.3;
533;Nederland inclusief buitenland;Borger-Odoorn;31 december 2000;4.8;2.4;2.4;2.9;1.9;3.3;1.5;
534;Nederland inclusief buitenland;Borger-Odoorn;30 september 2004;4.3;2.3;2.0;2.8;1.5;3.2;1.1;
535;Nederland inclusief buitenland;Borger-Odoorn;30 september 2005;4.6;2.4;2.2;2.9;1.6;3.3;1.2;
536;Nederland inclusief buitenland;Born;31 december 1998;8.7;1.4;7.3;6.6;2.1;7.4;1.3;
537;Nederland inclusief buitenland;Born;31 december 2000;8.9;1.3;7.5;6.6;2.3;7.4;1.5;
538;Nederland inclusief buitenland;Born;30 september 2004;0.0;;;;;;;0.0
539;Nederland inclusief buitenland;Born;30 september 2005;0.0;;;;;;;0.0
540;Nederland inclusief buitenland;Borne;31 december 1998;4.5;2.0;2.6;4.2;0.4;4.3;0.3;
541;Nederland inclusief buitenland;Borne;31 december 2000;4.7;2.0;2.7;4.3;0.4;4.4;0.3;
542;Nederland inclusief buitenland;Borne;30 september 2004;4.7;2.0;2.7;4.4;0.4;4.4;0.3;
543;Nederland inclusief buitenland;Borne;30 september 2005;4.6;2.0;2.6;4.2;0.4;4.3;0.3;
544;Nederland inclusief buitenland;Borsele;31 december 1998;4.8;2.0;2.8;4.1;0.7;4.1;0.7;
545;Nederland inclusief buitenland;Borsele;31 december 2000;5.0;2.1;2.9;4.4;0.6;4.5;0.5;
546;Nederland inclusief buitenland;Borsele;30 september 2004;6.0;2.5;3.5;5.0;1.0;5.1;0.9;
547;Nederland inclusief buitenland;Borsele;30 september 2005;5.8;2.4;3.5;5.0;0.9;5.0;0.8;
548;Nederland inclusief buitenland;Boskoop;31 december 1998;4.5;2.0;2.5;3.5;1.0;4.0;0.5;
549;Nederland inclusief buitenland;Boskoop;31 december 2000;3.9;1.9;2.0;3.2;0.7;3.6;0.3;
550;Nederland inclusief buitenland;Boskoop;30 september 2004;4.0;1.9;2.1;3.2;0.8;3.6;0.4;
551;Nederland inclusief buitenland;Boskoop;30 september 2005;4.1;1.8;2.3;3.1;1.0;3.6;0.5;
552;Nederland inclusief buitenland;Boxmeer;31 december 1998;11.9;5.6;6.4;8.5;3.4;9.0;2.9;
553;Nederland inclusief buitenland;Boxmeer;31 december 2000;11.7;5.2;6.4;8.1;3.6;8.5;3.2;
554;Nederland inclusief buitenland;Boxmeer;30 september 2004;12.9;5.7;7.2;8.5;4.5;9.0;3.9;
555;Nederland inclusief buitenland;Boxmeer;30 september 2005;13.0;5.6;7.5;8.2;4.8;8.8;4.2;
556;Nederland inclusief buitenland;Boxtel;31 december 1998;13.5;5.9;7.6;8.5;5.0;12.0;1.5;
557;Nederland inclusief buitenland;Boxtel;31 december 2000;13.8;5.8;7.9;9.6;4.1;12.5;1.3;
558;Nederland inclusief buitenland;Boxtel;30 september 2004;13.9;6.1;7.8;9.9;4.0;12.8;1.1;
559;Nederland inclusief buitenland;Boxtel;30 september 2005;13.7;6.0;7.7;9.7;4.1;12.6;1.1;
560;Nederland inclusief buitenland;Brakel;31 december 1998;1.2;0.6;0.6;0.8;0.4;0.8;0.4;
561;Nederland inclusief buitenland;Brakel;31 december 2000;0.0;;;;;;;0.0
562;Nederland inclusief buitenland;Brakel;30 september 2004;0.0;;;;;;;0.0
563;Nederland inclusief buitenland;Brakel;30 september 2005;0.0;;;;;;;0.0
564;Nederland inclusief buitenland;Breda (GM);31 december 1998;85.0;42.5;42.6;62.7;22.4;75.0;10.1;
565;Nederland inclusief buitenland;Breda (GM);31 december 2000;87.0;42.7;44.2;63.9;23.1;75.6;11.3;
566;Nederland inclusief buitenland;Breda (GM);30 september 2004;88.3;44.0;44.3;65.5;22.7;76.9;11.4;
567;Nederland inclusief buitenland;Breda (GM);30 september 2005;87.9;44.4;43.5;65.3;22.6;76.7;11.2;
568;Nederland inclusief buitenland;Brederwiede;31 december 1998;2.1;1.1;1.0;1.5;0.6;1.5;0.6;
569;Nederland inclusief buitenland;Brederwiede;31 december 2000;2.0;1.1;0.9;1.5;0.5;1.5;0.5;
570;Nederland inclusief buitenland;Brederwiede;30 september 2004;0.0;;;;;;;0.0
571;Nederland inclusief buitenland;Brederwiede;30 september 2005;0.0;;;;;;;0.0
572;Nederland inclusief buitenland;Breukelen;31 december 1998;4.3;1.4;2.9;3.1;1.1;3.1;1.1;
573;Nederland inclusief buitenland;Breukelen;31 december 2000;4.0;1.4;2.6;3.1;1.0;3.1;1.0;
574;Nederland inclusief buitenland;Breukelen;30 september 2004;4.4;1.5;2.9;3.4;1.0;3.4;1.0;
575;Nederland inclusief buitenland;Breukelen;30 september 2005;5.0;1.5;3.5;3.5;1.6;3.5;1.6;
576;Nederland inclusief buitenland;Brielle;31 december 1998;3.8;1.7;2.1;3.4;0.3;3.7;0.1;
577;Nederland inclusief buitenland;Brielle;31 december 2000;4.0;1.7;2.3;3.7;0.3;3.8;0.2;
578;Nederland inclusief buitenland;Brielle;30 september 2004;4.8;2.1;2.7;4.1;0.7;4.4;0.4;
579;Nederland inclusief buitenland;Brielle;30 september 2005;5.4;2.1;3.3;4.5;0.9;4.7;0.7;
580;Nederland inclusief buitenland;Broekhuizen;31 december 1998;0.4;0.1;0.3;0.4;0.0;0.4;0.0;
581;Nederland inclusief buitenland;Broekhuizen;31 december 2000;0.4;0.1;0.3;0.4;0.1;0.4;0.1;
582;Nederland inclusief buitenland;Broekhuizen;30 september 2004;0.0;;;;;;;0.0
583;Nederland inclusief buitenland;Broekhuizen;30 september 2005;0.0;;;;;;;0.0
584;Nederland inclusief buitenland;Bronckhorst;31 december 1998;0.0;;;;;;;0.0
585;Nederland inclusief buitenland;Bronckhorst;31 december 2000;0.0;;;;;;;0.0
586;Nederland inclusief buitenland;Bronckhorst;30 september 2004;0.0;;;;;;;0.0
587;Nederland inclusief buitenland;Bronckhorst;30 september 2005;9.2;5.2;4.1;8.0;1.2;8.6;0.6;
588;Nederland inclusief buitenland;Brummen;31 december 1998;6.6;3.6;2.9;4.4;2.1;6.1;0.4;
589;Nederland inclusief buitenland;Brummen;31 december 2000;6.4;3.4;3.1;4.2;2.2;6.0;0.4;
590;Nederland inclusief buitenland;Brummen;30 september 2004;6.6;3.5;3.2;4.4;2.2;6.1;0.5;
591;Nederland inclusief buitenland;Brummen;30 september 2005;6.4;3.3;3.1;4.3;2.2;5.9;0.5;
592;Nederland inclusief buitenland;Brunssum;31 december 1998;7.8;3.9;3.9;7.5;0.3;7.7;0.1;
593;Nederland inclusief buitenland;Brunssum;31 december 2000;7.5;3.5;4.0;7.1;0.4;7.2;0.2;
594;Nederland inclusief buitenland;Brunssum;30 september 2004;7.3;3.6;3.8;7.0;0.4;7.1;0.2;
595;Nederland inclusief buitenland;Brunssum;30 september 2005;7.2;3.6;3.6;6.8;0.4;6.9;0.3;
596;Nederland inclusief buitenland;Budel;31 december 1998;6.0;3.5;2.6;4.5;1.5;4.6;1.5;
597;Nederland inclusief buitenland;Budel;31 december 2000;0.0;;;;;;;0.0
598;Nederland inclusief buitenland;Budel;30 september 2004;0.0;;;;;;;0.0
599;Nederland inclusief buitenland;Budel;30 september 2005;0.0;;;;;;;0.0
600;Nederland inclusief buitenland;Bunnik;31 december 1998;6.4;1.1;5.3;4.4;2.0;4.4;2.0;
601;Nederland inclusief buitenland;Bunnik;31 december 2000;6.7;1.1;5.6;4.4;2.3;4.4;2.3;
602;Nederland inclusief buitenland;Bunnik;30 september 2004;10.4;1.2;9.2;4.8;5.7;4.8;5.7;
603;Nederland inclusief buitenland;Bunnik;30 september 2005;9.8;1.3;8.6;4.8;5.1;4.8;5.1;
604;Nederland inclusief buitenland;Bunschoten;31 december 1998;8.1;4.5;3.6;6.3;1.9;6.3;1.9;
605;Nederland inclusief buitenland;Bunschoten;31 december 2000;8.3;4.5;3.8;6.2;2.1;6.2;2.1;
606;Nederland inclusief buitenland;Bunschoten;30 september 2004;9.8;4.7;5.1;6.4;3.3;6.4;3.3;
607;Nederland inclusief buitenland;Bunschoten;30 september 2005;9.3;4.8;4.6;6.4;3.0;6.4;3.0;
608;Nederland inclusief buitenland;Buren;31 december 1998;2.0;0.7;1.3;1.6;0.4;1.7;0.3;
609;Nederland inclusief buitenland;Buren;31 december 2000;5.0;2.2;2.7;3.8;1.2;4.2;0.8;
610;Nederland inclusief buitenland;Buren;30 september 2004;5.8;2.8;3.0;4.4;1.4;4.8;1.1;
611;Nederland inclusief buitenland;Buren;30 september 2005;6.1;2.8;3.3;4.4;1.7;4.9;1.3;
612;Nederland inclusief buitenland;Bussum;31 december 1998;10.7;2.8;7.9;6.7;4.0;7.7;3.0;
613;Nederland inclusief buitenland;Bussum;31 december 2000;10.7;2.7;8.0;6.6;4.1;7.6;3.1;
614;Nederland inclusief buitenland;Bussum;30 september 2004;10.6;3.2;7.4;6.9;3.7;7.7;3.0;
615;Nederland inclusief buitenland;Bussum;30 september 2005;10.6;3.1;7.5;6.7;3.9;7.5;3.1;
616;Nederland inclusief buitenland;Capelle aan den IJssel;31 december 1998;27.2;7.0;20.2;17.3;9.9;23.6;3.6;
617;Nederland inclusief buitenland;Capelle aan den IJssel;31 december 2000;32.7;7.2;25.5;22.0;10.7;27.7;5.0;
618;Nederland inclusief buitenland;Capelle aan den IJssel;30 september 2004;38.1;8.3;29.8;25.1;13.0;32.6;5.5;
619;Nederland inclusief buitenland;Capelle aan den IJssel;30 september 2005;38.1;8.2;30.0;24.7;13.4;32.4;5.7;
620;Nederland inclusief buitenland;Castricum;31 december 1998;5.1;2.3;2.8;3.1;2.1;5.0;0.1;
621;Nederland inclusief buitenland;Castricum;31 december 2000;5.2;2.4;2.8;3.1;2.1;5.1;0.1;
622;Nederland inclusief buitenland;Castricum;30 september 2004;7.9;4.3;3.5;5.3;2.6;7.6;0.2;
623;Nederland inclusief buitenland;Castricum;30 september 2005;7.6;4.1;3.5;4.9;2.7;7.2;0.4;
624;Nederland inclusief buitenland;Coevorden;31 december 1998;10.3;5.5;4.8;7.8;2.6;8.4;1.9;
625;Nederland inclusief buitenland;Coevorden;31 december 2000;10.5;5.5;5.0;7.8;2.7;8.5;2.0;
626;Nederland inclusief buitenland;Coevorden;30 september 2004;11.1;5.6;5.6;7.8;3.3;8.6;2.5;
627;Nederland inclusief buitenland;Coevorden;30 september 2005;11.0;5.3;5.7;7.4;3.6;8.2;2.7;
628;Nederland inclusief buitenland;Cranendonck;31 december 1998;0.0;;;;;;;0.0
629;Nederland inclusief buitenland;Cranendonck;31 december 2000;6.3;3.3;3.0;4.3;2.0;4.4;1.9;
630;Nederland inclusief buitenland;Cranendonck;30 september 2004;6.5;3.4;3.0;4.4;2.0;4.6;1.9;
631;Nederland inclusief buitenland;Cranendonck;30 september 2005;6.5;3.4;3.1;4.4;2.1;4.6;1.9;
632;Nederland inclusief buitenland;Cromstrijen;31 december 1998;3.2;1.4;1.8;2.4;0.8;2.9;0.3;
633;Nederland inclusief buitenland;Cromstrijen;31 december 2000;3.2;1.4;1.8;2.8;0.4;2.9;0.3;
634;Nederland inclusief buitenland;Cromstrijen;30 september 2004;3.8;1.5;2.3;3.1;0.7;3.4;0.4;
635;Nederland inclusief buitenland;Cromstrijen;30 september 2005;3.9;1.5;2.4;3.3;0.7;3.5;0.4;
636;Nederland inclusief buitenland;Cuijk;31 december 1998;9.4;4.1;5.3;7.1;2.3;7.2;2.2;
637;Nederland inclusief buitenland;Cuijk;31 december 2000;10.2;4.1;6.1;7.3;3.0;7.4;2.8;
638;Nederland inclusief buitenland;Cuijk;30 september 2004;10.7;4.4;6.3;7.4;3.3;7.6;3.1;
639;Nederland inclusief buitenland;Cuijk;30 september 2005;11.4;4.5;6.9;7.7;3.7;8.2;3.1;
640;Nederland inclusief buitenland;Culemborg;31 december 1998;9.8;4.4;5.4;6.7;3.1;7.0;2.8;
641;Nederland inclusief buitenland;Culemborg;31 december 2000;11.2;4.4;6.8;6.9;4.3;7.4;3.8;
642;Nederland inclusief buitenland;Culemborg;30 september 2004;11.1;4.4;6.7;6.9;4.2;7.4;3.7;
643;Nederland inclusief buitenland;Culemborg;30 september 2005;10.5;4.4;6.1;6.8;3.7;7.2;3.3;
644;Nederland inclusief buitenland;Dalfsen;31 december 1998;4.0;2.2;1.8;3.3;0.7;3.7;0.3;
645;Nederland inclusief buitenland;Dalfsen;31 december 2000;4.5;2.2;2.2;3.5;1.0;4.0;0.5;
646;Nederland inclusief buitenland;Dalfsen;30 september 2004;7.7;3.7;4.0;5.3;2.4;6.1;1.7;
647;Nederland inclusief buitenland;Dalfsen;30 september 2005;7.3;3.6;3.6;5.3;2.0;6.1;1.2;
648;Nederland inclusief buitenland;Dantumadeel;31 december 1998;3.1;1.7;1.4;2.9;0.2;3.0;0.1;
649;Nederland inclusief buitenland;Dantumadeel;31 december 2000;3.4;1.7;1.7;3.1;0.3;3.3;0.2;
650;Nederland inclusief buitenland;Dantumadeel;30 september 2004;3.7;2.1;1.6;3.3;0.4;3.4;0.3;
651;Nederland inclusief buitenland;Dantumadeel;30 september 2005;3.8;2.0;1.7;3.3;0.4;3.4;0.3;
652;Nederland inclusief buitenland;Delft;31 december 1998;46.8;21.6;25.2;26.4;20.4;42.4;4.4;
653;Nederland inclusief buitenland;Delft;31 december 2000;48.3;21.9;26.3;27.3;21.0;43.4;4.8;
654;Nederland inclusief buitenland;Delft;30 september 2004;49.4;21.0;28.3;24.1;25.3;44.2;5.1;
655;Nederland inclusief buitenland;Delft;30 september 2005;48.7;20.8;27.9;23.8;24.9;43.7;4.9;
656;Nederland inclusief buitenland;Delfzijl;31 december 1998;11.2;6.0;5.2;7.8;3.3;10.2;1.0;
657;Nederland inclusief buitenland;Delfzijl;31 december 2000;11.5;5.8;5.7;7.9;3.7;10.4;1.1;
658;Nederland inclusief buitenland;Delfzijl;30 september 2004;11.2;5.5;5.7;7.1;4.0;9.8;1.3;
659;Nederland inclusief buitenland;Delfzijl;30 september 2005;11.3;5.4;5.9;7.1;4.2;9.9;1.4;
660;Nederland inclusief buitenland;Den Ham;31 december 1998;3.9;2.1;1.8;3.2;0.7;3.6;0.2;
661;Nederland inclusief buitenland;Den Ham;31 december 2000;3.8;2.0;1.7;3.0;0.7;3.6;0.2;
662;Nederland inclusief buitenland;Den Ham;30 september 2004;0.0;;;;;;;0.0
663;Nederland inclusief buitenland;Den Ham;30 september 2005;0.0;;;;;;;0.0
664;Nederland inclusief buitenland;Den Helder;31 december 1998;28.1;17.4;10.7;21.7;6.4;23.6;4.6;
665;Nederland inclusief buitenland;Den Helder;31 december 2000;27.1;17.1;10.0;21.7;5.4;24.4;2.7;
666;Nederland inclusief buitenland;Den Helder;30 september 2004;22.3;15.6;6.7;19.3;3.1;20.6;1.7;
667;Nederland inclusief buitenland;Den Helder;30 september 2005;21.6;15.2;6.4;18.7;2.8;20.0;1.6;
668;Nederland inclusief buitenland;Denekamp;31 december 1998;2.8;1.6;1.1;2.6;0.1;2.7;0.1;
669;Nederland inclusief buitenland;Denekamp;31 december 2000;3.0;1.6;1.4;2.8;0.2;2.9;0.2;
670;Nederland inclusief buitenland;Denekamp;30 september 2004;0.0;;;;;;;0.0
671;Nederland inclusief buitenland;Denekamp;30 september 2005;0.0;;;;;;;0.0
672;Nederland inclusief buitenland;Deurne;31 december 1998;9.7;5.5;4.2;8.2;1.5;8.5;1.2;
673;Nederland inclusief buitenland;Deurne;31 december 2000;9.4;5.5;3.8;8.0;1.3;8.3;1.1;
674;Nederland inclusief buitenland;Deurne;30 september 2004;10.2;6.2;3.9;8.5;1.7;8.8;1.3;
675;Nederland inclusief buitenland;Deurne;30 september 2005;10.4;6.1;4.3;8.6;1.8;8.9;1.4;
676;Nederland inclusief buitenland;Deventer;31 december 1998;37.5;17.8;19.7;23.6;14.0;26.9;10.7;
677;Nederland inclusief buitenland;Deventer;31 december 2000;40.8;20.6;20.3;24.8;16.0;29.0;11.8;
678;Nederland inclusief buitenland;Deventer;30 september 2004;43.0;21.9;21.1;26.3;16.7;31.0;12.0;
679;Nederland inclusief buitenland;Deventer;30 september 2005;42.7;22.5;20.1;25.8;16.8;30.8;11.9;
680;Nederland inclusief buitenland;Didam;31 december 1998;5.3;1.9;3.4;3.6;1.7;4.8;0.5;
681;Nederland inclusief buitenland;Didam;31 december 2000;5.2;1.8;3.3;3.6;1.6;4.7;0.4;
682;Nederland inclusief buitenland;Didam;30 september 2004;5.6;2.1;3.5;3.8;1.8;5.1;0.6;
683;Nederland inclusief buitenland;Didam;30 september 2005;0.0;;;;;;;0.0
684;Nederland inclusief buitenland;Diemen;31 december 1998;23.4;1.8;21.5;3.5;19.9;12.6;10.7;
685;Nederland inclusief buitenland;Diemen;31 december 2000;28.5;1.7;26.8;10.1;18.4;13.8;14.7;
686;Nederland inclusief buitenland;Diemen;30 september 2004;20.3;1.8;18.5;8.4;11.9;11.3;9.0;
687;Nederland inclusief buitenland;Diemen;30 september 2005;24.1;2.0;22.0;10.2;13.8;13.2;10.9;
688;Nederland inclusief buitenland;Diepenheim;31 december 1998;0.2;0.1;0.1;0.2;0.1;0.2;0.0;
689;Nederland inclusief buitenland;Diepenheim;31 december 2000;0.3;0.1;0.1;0.2;0.1;0.2;0.1;
690;Nederland inclusief buitenland;Diepenheim;30 september 2004;0.0;;;;;;;0.0
691;Nederland inclusief buitenland;Diepenheim;30 september 2005;0.0;;;;;;;0.0
692;Nederland inclusief buitenland;Diepenveen;31 december 1998;1.4;0.4;1.0;1.1;0.3;1.2;0.2;
693;Nederland inclusief buitenland;Diepenveen;31 december 2000;0.0;;;;;;;0.0
694;Nederland inclusief buitenland;Diepenveen;30 september 2004;0.0;;;;;;;0.0
695;Nederland inclusief buitenland;Diepenveen;30 september 2005;0.0;;;;;;;0.0
696;Nederland inclusief buitenland;Dinkelland;31 december 1998;0.0;;;;;;;0.0
697;Nederland inclusief buitenland;Dinkelland;31 december 2000;0.0;;;;;;;0.0
698;Nederland inclusief buitenland;Dinkelland;30 september 2004;7.5;4.0;3.4;6.6;0.9;6.7;0.8;
699;Nederland inclusief buitenland;Dinkelland;30 september 2005;7.6;4.0;3.6;6.6;1.1;6.7;0.9;
700;Nederland inclusief buitenland;Dinxperlo;31 december 1998;2.7;1.6;1.1;2.5;0.1;2.6;0.1;
701;Nederland inclusief buitenland;Dinxperlo;31 december 2000;2.6;1.5;1.1;2.4;0.2;2.5;0.1;
702;Nederland inclusief buitenland;Dinxperlo;30 september 2004;2.6;1.4;1.1;2.3;0.2;2.4;0.2;
703;Nederland inclusief buitenland;Dinxperlo;30 september 2005;0.0;;;;;;;0.0
704;Nederland inclusief buitenland;Dirksland;31 december 1998;1.7;0.8;0.9;1.4;0.3;1.6;0.1;
705;Nederland inclusief buitenland;Dirksland;31 december 2000;1.8;0.8;1.0;1.6;0.2;1.6;0.2;
706;Nederland inclusief buitenland;Dirksland;30 september 2004;2.4;0.9;1.4;2.0;0.3;2.1;0.3;
707;Nederland inclusief buitenland;Dirksland;30 september 2005;2.5;1.0;1.5;2.1;0.4;2.1;0.3;
708;Nederland inclusief buitenland;Dodewaard;31 december 1998;1.1;0.4;0.7;0.6;0.5;1.0;0.1;
709;Nederland inclusief buitenland;Dodewaard;31 december 2000;1.1;0.4;0.6;0.6;0.5;1.0;0.1;
710;Nederland inclusief buitenland;Dodewaard;30 september 2004;0.0;;;;;;;0.0
711;Nederland inclusief buitenland;Dodewaard;30 september 2005;0.0;;;;;;;0.0
712;Nederland inclusief buitenland;Doesburg;31 december 1998;2.6;1.0;1.6;1.7;0.9;2.4;0.2;
713;Nederland inclusief buitenland;Doesburg;31 december 2000;2.8;1.2;1.6;1.8;1.0;2.6;0.3;
714;Nederland inclusief buitenland;Doesburg;30 september 2004;2.7;1.1;1.6;1.8;0.9;2.5;0.2;
715;Nederland inclusief buitenland;Doesburg;30 september 2005;2.6;1.1;1.5;1.7;0.9;2.4;0.2;
716;Nederland inclusief buitenland;Doetinchem;31 december 1998;25.5;10.6;14.9;20.9;4.6;24.1;1.3;
717;Nederland inclusief buitenland;Doetinchem;31 december 2000;26.3;10.7;15.5;21.4;4.8;24.7;1.5;
718;Nederland inclusief buitenland;Doetinchem;30 september 2004;28.8;11.8;17.0;23.2;5.6;26.6;2.2;
719;Nederland inclusief buitenland;Doetinchem;30 september 2005;31.0;13.4;17.6;25.5;5.4;28.8;2.2;
720;Nederland inclusief buitenland;Dongen;31 december 1998;8.2;3.9;4.3;6.1;2.1;7.7;0.5;
721;Nederland inclusief buitenland;Dongen;31 december 2000;8.0;3.9;4.1;6.1;1.9;7.5;0.5;
722;Nederland inclusief buitenland;Dongen;30 september 2004;8.3;4.1;4.2;6.3;2.0;7.7;0.6;
723;Nederland inclusief buitenland;Dongen;30 september 2005;8.1;4.1;4.0;6.2;1.9;7.5;0.5;
724;Nederland inclusief buitenland;Dongeradeel;31 december 1998;7.3;4.5;2.9;6.7;0.6;6.9;0.4;
725;Nederland inclusief buitenland;Dongeradeel;31 december 2000;7.8;4.6;3.2;7.1;0.7;7.2;0.6;
