ID;Inkomensbestanddelen;KenmerkenVanPersonen;Populatie;Perioden;AantalPersonen_1;Percentage_2;Bedrag_3;GemiddeldBedrag_4;AandeelInBrutoInkomen_5
21;Primair inkomen;Totaal personen;Personen met 52 weken inkomen;2000;8633;83.2;199065.0;23.1;76.9
22;Primair inkomen;Actief;Personen met inkomen;1990;6578;99.8;130247.0;19.8;94.1
23;Primair inkomen;Actief;Personen met inkomen;1991;6737;99.8;137490.0;20.4;94.2
24;Primair inkomen;Actief;Personen met inkomen;1992;6851;99.8;145635.0;21.3;94.1
25;Primair inkomen;Actief;Personen met inkomen;1993;6828;99.8;146387.0;21.4;93.9
26;Primair inkomen;Actief;Personen met inkomen;1994;6815;99.8;147821.0;21.7;94.3
27;Primair inkomen;Actief;Personen met inkomen;1995;7034;99.8;154339.0;21.9;94.6
28;Primair inkomen;Actief;Personen met inkomen;1996;7239;99.9;159164.0;22.0;94.8
29;Primair inkomen;Actief;Personen met inkomen;1997;7443;99.9;165229.0;22.2;95.2
30;Primair inkomen;Actief;Personen met inkomen;1998;7710;99.9;174866.0;22.7;95.2
31;Primair inkomen;Actief;Personen met inkomen;1999;7898;99.9;187474.0;23.7;95.6
32;Primair inkomen;Actief;Personen met inkomen;2000;8052;99.9;198085.0;24.6;95.3
33;Primair inkomen;Actief;Personen met 52 weken inkomen;1990;5614;99.9;126567.0;22.5;94.6
34;Primair inkomen;Actief;Personen met 52 weken inkomen;1991;5811;99.9;133729.0;23.0;94.7
35;Primair inkomen;Actief;Personen met 52 weken inkomen;1992;5950;99.9;141765.0;23.8;94.5
36;Primair inkomen;Actief;Personen met 52 weken inkomen;1993;5975;99.9;142697.0;23.9;94.4
37;Primair inkomen;Actief;Personen met 52 weken inkomen;1994;5976;99.9;144113.0;24.1;94.7
38;Primair inkomen;Actief;Personen met 52 weken inkomen;1995;6178;99.9;150818.0;24.4;95.0
39;Primair inkomen;Actief;Personen met 52 weken inkomen;1996;6369;99.9;155136.0;24.4;95.1
40;Primair inkomen;Actief;Personen met 52 weken inkomen;1997;6557;99.9;161359.0;24.6;95.4
41;Primair inkomen;Actief;Personen met 52 weken inkomen;1998;6760;99.9;170244.0;25.2;95.4
42;Primair inkomen;Actief;Personen met 52 weken inkomen;1999;6909;99.9;181700.0;26.3;95.9
43;Primair inkomen;Actief;Personen met 52 weken inkomen;2000;7054;99.9;191419.0;27.1;95.5
44;Primair inkomen;Zelfstandige;Personen met inkomen;1990;571;100.0;15686.0;27.5;91.3
45;Primair inkomen;Zelfstandige;Personen met inkomen;1991;591;100.0;15705.0;26.6;90.8
46;Primair inkomen;Zelfstandige;Personen met inkomen;1992;629;100.0;16049.0;25.5;90.0
47;Primair inkomen;Zelfstandige;Personen met inkomen;1993;648;100.0;14877.0;23.0;89.0
48;Primair inkomen;Zelfstandige;Personen met inkomen;1994;660;100.0;15386.0;23.3;89.3
49;Primair inkomen;Zelfstandige;Personen met inkomen;1995;717;100.0;17663.0;24.6;90.0
50;Primair inkomen;Zelfstandige;Personen met inkomen;1996;715;100.0;16962.0;23.7;89.9
51;Primair inkomen;Zelfstandige;Personen met inkomen;1997;745;100.0;18110.0;24.3;90.3
52;Primair inkomen;Zelfstandige;Personen met inkomen;1998;768;100.0;18642.0;24.3;90.1
53;Primair inkomen;Zelfstandige;Personen met inkomen;1999;763;100.0;19978.0;26.2;90.8
54;Primair inkomen;Zelfstandige;Personen met inkomen;2000;768;100.0;20983.0;27.3;90.0
55;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1990;571;100.0;15686.0;27.5;91.3
56;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1991;591;100.0;15705.0;26.6;90.8
57;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1992;629;100.0;16049.0;25.5;90.0
58;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1993;648;100.0;14877.0;23.0;89.0
59;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1994;660;100.0;15386.0;23.3;89.3
60;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1995;717;100.0;17663.0;24.6;90.0
61;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1996;715;100.0;16962.0;23.7;89.9
62;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1997;745;100.0;18110.0;24.3;90.3
63;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1998;768;100.0;18642.0;24.3;90.1
64;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;1999;763;100.0;19978.0;26.2;90.8
65;Primair inkomen;Zelfstandige;Personen met 52 weken inkomen;2000;768;100.0;20983.0;27.3;90.0
66;Primair inkomen;Ambtenaar;Personen met inkomen;1990;639;100.0;15256.0;23.9;96.3
67;Primair inkomen;Ambtenaar;Personen met inkomen;1991;641;100.0;15947.0;24.9;96.5
68;Primair inkomen;Ambtenaar;Personen met inkomen;1992;637;100.0;16616.0;26.1;96.4
69;Primair inkomen;Ambtenaar;Personen met inkomen;1993;631;100.0;17053.0;27.0;96.4
70;Primair inkomen;Ambtenaar;Personen met inkomen;1994;629;100.0;17026.0;27.1;96.5
71;Primair inkomen;Ambtenaar;Personen met inkomen;1995;620;100.0;17223.0;27.8;96.7
72;Primair inkomen;Ambtenaar;Personen met inkomen;1996;617;100.0;17386.0;28.2;96.8
73;Primair inkomen;Ambtenaar;Personen met inkomen;1997;600;100.0;17411.0;29.0;97.1
74;Primair inkomen;Ambtenaar;Personen met inkomen;1998;601;100.0;17232.0;28.7;97.2
75;Primair inkomen;Ambtenaar;Personen met inkomen;1999;607;100.0;18067.0;29.8;97.5
76;Primair inkomen;Ambtenaar;Personen met inkomen;2000;612;100.0;18717.0;30.6;97.3
77;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1990;623;100.0;15115.0;24.3;96.4
78;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1991;622;100.0;15756.0;25.3;96.6
79;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1992;620;100.0;16431.0;26.5;96.4
80;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1993;616;100.0;16844.0;27.4;96.5
81;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1994;612;100.0;16798.0;27.4;96.5
82;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1995;608;100.0;17073.0;28.1;96.7
83;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1996;606;100.0;17263.0;28.5;96.8
84;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1997;592;100.0;17329.0;29.3;97.1
85;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1998;589;100.0;17107.0;29.0;97.2
86;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;1999;595;100.0;17985.0;30.2;97.5
87;Primair inkomen;Ambtenaar;Personen met 52 weken inkomen;2000;600;100.0;18537.0;30.9;97.3
88;Primair inkomen;Overige werknemer;Personen met inkomen;1990;5235;99.8;94664.0;18.1;94.1
89;Primair inkomen;Overige werknemer;Personen met inkomen;1991;5366;99.8;101133.0;18.8;94.3
90;Primair inkomen;Overige werknemer;Personen met inkomen;1992;5431;99.8;107803.0;19.9;94.3
91;Primair inkomen;Overige werknemer;Personen met inkomen;1993;5395;99.8;109280.0;20.3;94.1
92;Primair inkomen;Overige werknemer;Personen met inkomen;1994;5368;99.8;110028.0;20.5;94.7
93;Primair inkomen;Overige werknemer;Personen met inkomen;1995;5457;99.8;112981.0;20.7;95.0
94;Primair inkomen;Overige werknemer;Personen met inkomen;1996;5663;99.8;118148.0;20.9;95.1
95;Primair inkomen;Overige werknemer;Personen met inkomen;1997;5851;99.9;123000.0;21.0;95.6
96;Primair inkomen;Overige werknemer;Personen met inkomen;1998;6091;99.8;132120.0;21.7;95.6
97;Primair inkomen;Overige werknemer;Personen met inkomen;1999;6268;99.9;142074.0;22.7;96.0
98;Primair inkomen;Overige werknemer;Personen met inkomen;2000;6431;99.9;151164.0;23.5;95.8
99;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1990;4292;99.9;91197.0;21.2;94.8
100;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1991;4464;99.9;97633.0;21.9;94.9
101;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1992;4553;99.9;104187.0;22.9;94.9
102;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1993;4565;99.8;105872.0;23.2;94.7
103;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1994;4567;99.9;106636.0;23.3;95.2
104;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1995;4707;99.9;110046.0;23.4;95.4
105;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1996;4887;99.9;114705.0;23.5;95.5
106;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1997;5050;99.9;119534.0;23.7;95.9
107;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1998;5234;99.9;127961.0;24.4;95.9
108;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;1999;5379;99.9;136966.0;25.5;96.4
109;Primair inkomen;Overige werknemer;Personen met 52 weken inkomen;2000;5521;99.9;145130.0;26.3;96.1
110;Primair inkomen;Overig actief;Personen met inkomen;1990;134;99.7;4641.0;34.6;96.7
111;Primair inkomen;Overig actief;Personen met inkomen;1991;139;100.0;4706.0;33.8;96.6
112;Primair inkomen;Overig actief;Personen met inkomen;1992;154;100.0;5166.0;33.5;96.5
113;Primair inkomen;Overig actief;Personen met inkomen;1993;154;100.0;5178.0;33.6;96.5
114;Primair inkomen;Overig actief;Personen met inkomen;1994;158;100.0;5381.0;34.1;96.3
115;Primair inkomen;Overig actief;Personen met inkomen;1995;240;100.0;6473.0;27.0;97.1
116;Primair inkomen;Overig actief;Personen met inkomen;1996;243;100.0;6668.0;27.4;97.0
117;Primair inkomen;Overig actief;Personen met inkomen;1997;247;100.0;6707.0;27.1;97.2
118;Primair inkomen;Overig actief;Personen met inkomen;1998;250;100.1;6871.0;27.5;97.2
119;Primair inkomen;Overig actief;Personen met inkomen;1999;261;100.0;7355.0;28.2;97.2
120;Primair inkomen;Overig actief;Personen met inkomen;2000;241;100.0;7221.0;30.0;96.9
121;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1990;129;99.7;4569.0;35.3;96.7
122;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1991;134;100.0;4635.0;34.6;96.7
123;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1992;148;100.0;5099.0;34.5;96.5
124;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1993;146;100.0;5104.0;34.9;96.6
125;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1994;137;100.0;5292.0;38.8;96.5
126;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1995;147;100.0;6036.0;41.2;97.1
127;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1996;161;100.0;6205.0;38.5;96.8
128;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1997;171;100.0;6386.0;37.4;97.2
129;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1998;169;100.0;6533.0;38.6;97.1
130;Primair inkomen;Overig actief;Personen met 52 weken inkomen;1999;172;100.0;6770.0;39.4;97.1
131;Primair inkomen;Overig actief;Personen met 52 weken inkomen;2000;165;99.9;6769.0;41.0;96.8
132;Primair inkomen;Niet-actief;Personen met inkomen;1990;1587;44.4;6823.0;4.3;15.4
133;Primair inkomen;Niet-actief;Personen met inkomen;1991;1536;42.7;6789.0;4.4;14.6
134;Primair inkomen;Niet-actief;Personen met inkomen;1992;1611;43.9;7283.0;4.5;14.5
135;Primair inkomen;Niet-actief;Personen met inkomen;1993;1658;43.9;7482.0;4.5;14.3
136;Primair inkomen;Niet-actief;Personen met inkomen;1994;1719;44.3;7287.0;4.2;13.7
137;Primair inkomen;Niet-actief;Personen met inkomen;1995;1753;45.7;7286.0;4.2;13.6
138;Primair inkomen;Niet-actief;Personen met inkomen;1996;1725;45.6;6858.0;4.0;12.6
139;Primair inkomen;Niet-actief;Personen met inkomen;1997;1799;48.0;7182.0;4.0;12.9
140;Primair inkomen;Niet-actief;Personen met inkomen;1998;1739;47.8;7020.0;4.0;12.7
141;Primair inkomen;Niet-actief;Personen met inkomen;1999;1672;46.8;7783.0;4.7;13.7
142;Primair inkomen;Niet-actief;Personen met inkomen;2000;1695;46.9;8858.0;5.2;14.6
143;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1990;1437;46.4;5863.0;4.1;14.1
144;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1991;1422;44.9;6276.0;4.4;14.1
145;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1992;1494;46.1;7012.0;4.7;14.6
146;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1993;1533;46.2;7168.0;4.7;14.4
147;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1994;1580;46.5;6941.0;4.4;13.7
148;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1995;1598;47.5;6681.0;4.2;13.2
149;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1996;1584;47.1;6293.0;4.0;12.1
150;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1997;1656;49.0;6581.0;4.0;12.3
151;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1998;1622;48.8;6439.0;4.0;12.1
152;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;1999;1555;47.6;7002.0;4.5;12.8
153;Primair inkomen;Niet-actief;Personen met 52 weken inkomen;2000;1579;47.5;7646.0;4.8;13.1
154;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1990;217;46.1;532.0;2.5;7.2
155;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1991;220;45.1;593.0;2.7;7.5
156;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1992;232;47.5;561.0;2.4;6.8
157;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1993;225;45.9;578.0;2.6;7.0
158;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1994;226;45.7;505.0;2.2;6.3
159;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1995;224;47.4;535.0;2.4;7.0
160;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1996;216;46.7;504.0;2.3;6.6
161;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1997;228;49.2;542.0;2.4;7.2
162;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1998;232;49.3;502.0;2.2;6.6
163;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;1999;240;52.1;571.0;2.4;7.5
164;Primair inkomen;Arbeidsongeschikte;Personen met inkomen;2000;238;47.8;633.0;2.7;7.4
165;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1990;209;48.3;515.0;2.5;7.4
166;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1991;214;47.6;585.0;2.7;7.7
167;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1992;223;49.6;531.0;2.4;6.8
168;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1993;217;48.2;542.0;2.5;7.0
169;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1994;217;48.2;486.0;2.2;6.4
170;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1995;211;49.6;520.0;2.5;7.3
171;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1996;215;47.0;503.0;2.3;6.7
172;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1997;227;49.3;538.0;2.4;7.2
173;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1998;232;49.6;501.0;2.2;6.6
174;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;1999;239;52.3;565.0;2.4;7.5
175;Primair inkomen;Arbeidsongeschikte;Personen met 52 weken inkomen;2000;237;48.2;627.0;2.6;7.4
176;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1990;274;65.6;1010.0;3.7;12.4
177;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1991;270;64.4;1003.0;3.7;11.9
178;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1992;262;63.5;987.0;3.8;11.3
179;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1993;261;63.2;1007.0;3.9;11.2
180;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1994;268;63.6;1061.0;4.0;11.4
181;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1995;266;64.4;1015.0;3.8;11.3
182;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1996;265;65.1;1066.0;4.0;11.7
183;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1997;276;68.1;1088.0;3.9;11.8
184;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1998;263;66.4;1079.0;4.1;12.3
185;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1999;258;67.4;1265.0;4.9;14.0
186;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met inkomen;2000;272;66.6;1340.0;4.9;13.5
187;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1990;266;66.1;990.0;3.7;12.4
188;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1991;260;64.6;982.0;3.8;11.8
189;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1992;252;63.9;969.0;3.8;11.3
190;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1993;252;63.5;977.0;3.9;11.0
191;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1994;260;64.0;1036.0;4.0;11.3
192;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1995;262;65.2;1001.0;3.8;11.3
193;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1996;261;65.8;1056.0;4.0;11.7
194;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1997;272;69.1;1083.0;4.0;11.8
195;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1998;260;67.1;1066.0;4.1;12.3
196;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1999;255;68.3;1250.0;4.9;14.0
197;Primair inkomen;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;2000;268;67.3;1324.0;4.9;13.5
198;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1990;716;42.7;3329.0;4.6;16.4
199;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1991;707;41.4;3739.0;5.3;17.1
200;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1992;732;41.8;4067.0;5.6;17.2
201;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1993;743;42.0;4000.0;5.4;16.4
202;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1994;748;41.5;3785.0;5.1;15.4
203;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1995;790;42.9;3910.0;5.0;15.2
204;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1996;804;42.9;3819.0;4.7;14.2
205;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1997;842;44.3;3918.0;4.7;13.9
206;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1998;878;45.6;4153.0;4.7;13.9
207;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1999;846;43.5;4481.0;5.3;14.4
208;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;2000;860;43.7;4537.0;5.3;13.8
209;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1990;706;42.9;3272.0;4.6;16.3
210;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1991;699;41.7;3695.0;5.3;17.0
211;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1992;723;42.1;4021.0;5.6;17.2
212;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1993;733;42.2;3938.0;5.4;16.3
213;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1994;741;41.8;3740.0;5.0;15.3
214;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1995;787;43.4;3896.0;4.9;15.2
215;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1996;802;43.5;3806.0;4.7;14.2
216;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1997;841;44.9;3910.0;4.7;13.9
217;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1998;876;46.1;4127.0;4.7;13.9
218;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;1999;844;44.0;4467.0;5.3;14.4
219;Primair inkomen;Pensioenontvanger, 65 jaar en ouder;Personen met 52 weken inkomen;2000;858;44.2;4528.0;5.3;13.8
220;Primair inkomen;Bijstandontvanger;Personen met inkomen;1990;237;34.2;620.0;2.6;9.2
221;Primair inkomen;Bijstandontvanger;Personen met inkomen;1991;231;32.9;594.0;2.6;8.4
222;Primair inkomen;Bijstandontvanger;Personen met inkomen;1992;273;37.2;776.0;2.8;9.4
223;Primair inkomen;Bijstandontvanger;Personen met inkomen;1993;303;38.2;828.0;2.7;9.2
224;Primair inkomen;Bijstandontvanger;Personen met inkomen;1994;353;41.7;971.0;2.8;9.8
225;Primair inkomen;Bijstandontvanger;Personen met inkomen;1995;366;42.9;960.0;2.6;9.6
226;Primair inkomen;Bijstandontvanger;Personen met inkomen;1996;354;43.5;899.0;2.5;9.0
227;Primair inkomen;Bijstandontvanger;Personen met inkomen;1997;332;43.8;792.0;2.4;8.5
228;Primair inkomen;Bijstandontvanger;Personen met inkomen;1998;276;41.6;683.0;2.5;8.4
229;Primair inkomen;Bijstandontvanger;Personen met inkomen;1999;230;38.8;556.0;2.4;7.4
230;Primair inkomen;Bijstandontvanger;Personen met inkomen;2000;210;38.9;580.0;2.8;8.1
231;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1990;201;35.9;529.0;2.6;9.0
232;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1991;198;34.0;537.0;2.7;8.4
233;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1992;230;38.1;688.0;3.0;9.3
234;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1993;255;39.6;723.0;2.8;9.1
235;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1994;295;42.9;842.0;2.8;9.7
236;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1995;309;44.8;842.0;2.7;9.7
237;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1996;293;45.0;778.0;2.7;9.1
238;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1997;285;46.1;716.0;2.5;8.7
239;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1998;242;43.7;615.0;2.5;8.4
240;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;1999;201;40.4;477.0;2.4;7.0
241;Primair inkomen;Bijstandontvanger;Personen met 52 weken inkomen;2000;187;40.6;536.0;2.9;8.3
242;Primair inkomen;Overig niet-actief;Personen met inkomen;1990;143;44.9;1332.0;9.3;72.9
243;Primair inkomen;Overig niet-actief;Personen met inkomen;1991;109;39.0;859.0;7.9;66.5
244;Primair inkomen;Overig niet-actief;Personen met inkomen;1992;111;39.6;891.0;8.0;65.8
245;Primair inkomen;Overig niet-actief;Personen met inkomen;1993;126;40.8;1070.0;8.5;67.0
246;Primair inkomen;Overig niet-actief;Personen met inkomen;1994;124;39.3;964.0;7.7;64.4
247;Primair inkomen;Overig niet-actief;Personen met inkomen;1995;107;41.3;867.0;8.1;65.4
248;Primair inkomen;Overig niet-actief;Personen met inkomen;1996;85;37.8;570.0;6.7;58.6
249;Primair inkomen;Overig niet-actief;Personen met inkomen;1997;121;54.4;842.0;7.0;71.9
250;Primair inkomen;Overig niet-actief;Personen met inkomen;1998;89;48.3;603.0;6.7;62.9
251;Primair inkomen;Overig niet-actief;Personen met inkomen;1999;97;51.8;910.0;9.4;71.3
252;Primair inkomen;Overig niet-actief;Personen met inkomen;2000;114;57.5;1769.0;15.6;82.3
253;Primair inkomen;Overig niet-actief;Personen met 52 weken inkomen;1990;56;92.5;556.0;10.0;87.8
254;Primair inkomen;Overig niet-actief;Personen met 52 weken inkomen;1991;52;89.1;478.0;9.3;85.6
255;Primair inkomen;Overig niet-actief;Personen met 52 weken inkomen;1992;67;88.6;804.0;12.1;88.2
256;Primair inkomen;Overig niet-actief;Personen met 52 weken inkomen;1993;77;86.6;987.0;12.8;89.1
257;Primair inkomen;Overig niet-actief;Personen met 52 weken inkomen;1994;66;84.5;837.0;12.7;86.8
