ID;Geslacht;Leeftijd;Herkomst;Generatie;PercentageAOWOpbouw;Loonklasse;Perioden;AantalWerknemers_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;OpgebouwdeJaarlijkseAanspraken_6;ContanteWaarde_7;TeBereikenJaarlijkseAanspraken_8;Vervangingspercentage_9;VierdePijler_10;OpgebouwdeJaarlijkseAanspraken_11;ContanteWaarde_12;TeBereikenJaarlijkseAanspraken_13;Vervangingspercentage_14
31;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW-opbouw;Tot 25.000 euro per jaar;2005;61200.0;3800.0;22700.0;8200.0;49.0;1100.0;7200.0;3200.0;19.0;23.0;4900.0;29900.0;11400.0;68.0
32;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;52400.0;4400.0;26000.0;7900.0;24.0;4700.0;30600.0;11800.0;35.0;34.0;9100.0;56600.0;19700.0;59.0
33;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;4200.0;4700.0;29500.0;7700.0;13.0;12300.0;86200.0;22200.0;37.0;63.0;17000.0;115700.0;29900.0;50.0
34;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW-opbouw;75.000 euro of meer per jaar;2005;1450.0;4700.0;30400.0;7500.0;6.0;22700.0;172600.0;36000.0;31.0;75.0;27400.0;203000.0;43500.0;37.0
35;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW-opbouw;Totaal loonklassen;2005;174300.0;3900.0;18800.0;9200.0;34.0;3000.0;17500.0;8900.0;33.0;27.0;6900.0;36300.0;18100.0;67.0
36;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW-opbouw;Tot 25.000 euro per jaar;2005;87600.0;3300.0;15900.0;9500.0;59.0;900.0;4900.0;3500.0;22.0;17.0;4200.0;20800.0;13000.0;81.0
37;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;76400.0;4300.0;20800.0;9000.0;27.0;4000.0;22300.0;12700.0;38.0;33.0;8300.0;43100.0;21700.0;65.0
38;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;7600.0;5100.0;28100.0;8700.0;15.0;11400.0;71200.0;22900.0;39.0;63.0;16500.0;99300.0;31600.0;54.0
39;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW-opbouw;75.000 euro of meer per jaar;2005;2700.0;5200.0;29300.0;8400.0;8.0;20100.0;134100.0;37100.0;33.0;71.0;25300.0;163400.0;45500.0;41.0
40;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW-percentages;Totaal loonklassen;2005;427150.0;3800.0;19600.0;9100.0;31.0;4000.0;23900.0;10700.0;36.0;36.0;7800.0;43500.0;19800.0;67.0
41;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW-percentages;Tot 25.000 euro per jaar;2005;208750.0;3300.0;16600.0;9400.0;61.0;1000.0;5900.0;3700.0;24.0;24.0;4300.0;22500.0;13100.0;85.0
42;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW-percentages;25.000 tot 50.000 euro per jaar;2005;177150.0;4300.0;21300.0;8900.0;26.0;4800.0;27100.0;14600.0;42.0;42.0;9100.0;48400.0;23500.0;68.0
43;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW-percentages;50.000 tot 75.000 euro per jaar;2005;28250.0;4900.0;27200.0;8400.0;14.0;12300.0;75800.0;24700.0;41.0;70.0;17200.0;103000.0;33100.0;55.0
44;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW-percentages;75.000 euro of meer per jaar;2005;13000.0;4900.0;27900.0;8100.0;7.0;23400.0;157300.0;40200.0;33.0;77.0;28300.0;185200.0;48300.0;40.0
45;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW-opbouw;Totaal loonklassen;2005;10800.0;2500.0;15500.0;6400.0;16.0;7800.0;53700.0;13700.0;34.0;48.0;10300.0;69200.0;20100.0;50.0
46;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW-opbouw;Tot 25.000 euro per jaar;2005;4450.0;2400.0;15100.0;6800.0;49.0;1300.0;9200.0;3300.0;24.0;36.0;3700.0;24300.0;10100.0;73.0
47;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;4150.0;2600.0;15100.0;6400.0;18.0;6000.0;37200.0;13200.0;37.0;46.0;8600.0;52300.0;19600.0;55.0
48;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;1150.0;2700.0;16600.0;5500.0;9.0;15200.0;100400.0;24400.0;40.0;73.0;17900.0;117000.0;29900.0;49.0
49;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW-opbouw;75.000 euro of meer per jaar;2005;1050.0;2700.0;17000.0;5300.0;3.0;34000.0;259200.0;48600.0;32.0;80.0;36700.0;276200.0;53900.0;35.0
50;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW-opbouw;Totaal loonklassen;2005;19900.0;3700.0;19600.0;8500.0;25.0;5000.0;31300.0;12100.0;35.0;35.0;8700.0;50900.0;20600.0;60.0
51;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW-opbouw;Tot 25.000 euro per jaar;2005;8900.0;3400.0;17500.0;8800.0;57.0;1200.0;7500.0;3700.0;24.0;23.0;4600.0;25000.0;12500.0;81.0
52;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;8300.0;3900.0;20700.0;8400.0;24.0;4700.0;28200.0;13700.0;40.0;36.0;8600.0;48900.0;22100.0;64.0
53;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;1500.0;4200.0;22700.0;7900.0;13.0;11300.0;69600.0;23600.0;39.0;61.0;15500.0;92300.0;31500.0;52.0
54;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW-opbouw;75.000 euro of meer per jaar;2005;1200.0;4300.0;23100.0;7700.0;5.0;27600.0;183500.0;48900.0;34.0;73.0;31900.0;206600.0;56600.0;39.0
55;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW-opbouw;Totaal loonklassen;2005;396400.0;3900.0;19700.0;9200.0;32.0;3900.0;22800.0;10600.0;37.0;36.0;7800.0;42500.0;19800.0;69.0
56;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW-opbouw;Tot 25.000 euro per jaar;2005;195400.0;3300.0;16600.0;9500.0;62.0;1000.0;5800.0;3700.0;24.0;24.0;4300.0;22400.0;13200.0;86.0
57;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;164650.0;4300.0;21500.0;9000.0;26.0;4800.0;26800.0;14600.0;43.0;42.0;9100.0;48300.0;23600.0;69.0
58;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;25600.0;5100.0;27900.0;8600.0;14.0;12300.0;75000.0;24700.0;41.0;71.0;17400.0;102900.0;33300.0;55.0
59;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW-opbouw;75.000 euro of meer per jaar;2005;10800.0;5200.0;29500.0;8400.0;7.0;21900.0;144600.0;38400.0;33.0;78.0;27100.0;174100.0;46800.0;40.0
60;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW-percentages;Totaal loonklassen;2005;5282300.0;4300.0;23400.0;8800.0;29.0;4900.0;29200.0;13500.0;44.0;51.0;9200.0;52600.0;22300.0;73.0
61;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW-percentages;Tot 25.000 euro per jaar;2005;2338100.0;3900.0;21900.0;9000.0;58.0;1400.0;8000.0;4500.0;29.0;41.0;5300.0;29900.0;13500.0;87.0
62;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW-percentages;25.000 tot 50.000 euro per jaar;2005;2385300.0;4500.0;23600.0;8700.0;25.0;5800.0;33100.0;18500.0;53.0;55.0;10300.0;56700.0;27200.0;78.0
63;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW-percentages;50.000 tot 75.000 euro per jaar;2005;401650.0;5100.0;28300.0;8300.0;14.0;13000.0;80700.0;26200.0;44.0;77.0;18100.0;109000.0;34500.0;58.0
64;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW-percentages;75.000 euro of meer per jaar;2005;157200.0;5100.0;29300.0;8100.0;7.0;22700.0;151700.0;39200.0;35.0;81.0;27800.0;181000.0;47300.0;42.0
65;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW-opbouw;Totaal loonklassen;2005;83050.0;2700.0;17500.0;5800.0;13.0;9500.0;66500.0;16900.0;39.0;60.0;12200.0;84000.0;22700.0;52.0
66;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW-opbouw;Tot 25.000 euro per jaar;2005;28750.0;2800.0;18900.0;6000.0;42.0;2100.0;15200.0;4400.0;30.0;51.0;4900.0;34100.0;10400.0;72.0
67;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;33950.0;2600.0;16300.0;6000.0;16.0;7400.0;46900.0;15400.0;42.0;55.0;10000.0;63200.0;21400.0;58.0
68;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;11100.0;2700.0;17000.0;5400.0;9.0;16100.0;108400.0;26400.0;43.0;77.0;18800.0;125400.0;31800.0;52.0
69;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW-opbouw;75.000 euro of meer per jaar;2005;9200.0;2700.0;17500.0;5200.0;4.0;32900.0;248700.0;50400.0;37.0;84.0;35600.0;266200.0;55600.0;41.0
70;Totaal mannen en vrouwen;0;0;Autochtonen;70% tot 95% AOW-opbouw;Totaal loonklassen;2005;118700.0;4100.0;23700.0;8200.0;22.0;6600.0;41800.0;15500.0;41.0;47.0;10700.0;65500.0;23700.0;63.0
71;Totaal mannen en vrouwen;0;0;Autochtonen;70% tot 95% AOW-opbouw;Tot 25.000 euro per jaar;2005;44350.0;3900.0;23400.0;8400.0;54.0;1700.0;10900.0;4700.0;30.0;36.0;5600.0;34300.0;13100.0;84.0
72;Totaal mannen en vrouwen;0;0;Autochtonen;70% tot 95% AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;52750.0;4200.0;23800.0;8200.0;23.0;5900.0;36100.0;16600.0;47.0;47.0;10100.0;59900.0;24800.0;70.0
73;Totaal mannen en vrouwen;0;0;Autochtonen;70% tot 95% AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;12800.0;4400.0;24600.0;7800.0;13.0;12900.0;81700.0;25800.0;42.0;69.0;17300.0;106300.0;33600.0;55.0
74;Totaal mannen en vrouwen;0;0;Autochtonen;70% tot 95% AOW-opbouw;75.000 euro of meer per jaar;2005;8850.0;4300.0;23600.0;7600.0;6.0;26000.0;172800.0;48500.0;37.0;76.0;30300.0;196400.0;56100.0;43.0
75;Totaal mannen en vrouwen;0;0;Autochtonen;95% of meer AOW-opbouw;Totaal loonklassen;2005;5080550.0;4300.0;23500.0;8900.0;30.0;4800.0;28300.0;13400.0;45.0;51.0;9100.0;51800.0;22300.0;75.0
76;Totaal mannen en vrouwen;0;0;Autochtonen;95% of meer AOW-opbouw;Tot 25.000 euro per jaar;2005;2265000.0;3900.0;21900.0;9100.0;59.0;1300.0;7900.0;4500.0;29.0;41.0;5200.0;29800.0;13600.0;88.0
77;Totaal mannen en vrouwen;0;0;Autochtonen;95% of meer AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;2298600.0;4500.0;23700.0;8800.0;25.0;5800.0;32900.0;18600.0;54.0;55.0;10300.0;56600.0;27400.0;79.0
78;Totaal mannen en vrouwen;0;0;Autochtonen;95% of meer AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;377800.0;5200.0;28800.0;8400.0;14.0;13000.0;79800.0;26200.0;44.0;77.0;18200.0;108600.0;34600.0;58.0
79;Totaal mannen en vrouwen;0;0;Autochtonen;95% of meer AOW-opbouw;75.000 euro of meer per jaar;2005;139150.0;5300.0;30400.0;8300.0;8.0;21800.0;144000.0;37900.0;34.0;82.0;27100.0;174400.0;46200.0;42.0
80;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Totaal alle AOW-percentages;Totaal loonklassen;2005;5282300.0;4300.0;23400.0;8800.0;29.0;4900.0;29200.0;13500.0;44.0;51.0;9200.0;52600.0;22300.0;73.0
81;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Totaal alle AOW-percentages;Tot 25.000 euro per jaar;2005;2338100.0;3900.0;21900.0;9000.0;58.0;1400.0;8000.0;4500.0;29.0;41.0;5300.0;29900.0;13500.0;87.0
82;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Totaal alle AOW-percentages;25.000 tot 50.000 euro per jaar;2005;2385300.0;4500.0;23600.0;8700.0;25.0;5800.0;33100.0;18500.0;53.0;55.0;10300.0;56700.0;27200.0;78.0
83;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Totaal alle AOW-percentages;50.000 tot 75.000 euro per jaar;2005;401650.0;5100.0;28300.0;8300.0;14.0;13000.0;80700.0;26200.0;44.0;77.0;18100.0;109000.0;34500.0;58.0
84;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Totaal alle AOW-percentages;75.000 euro of meer per jaar;2005;157200.0;5100.0;29300.0;8100.0;7.0;22700.0;151700.0;39200.0;35.0;81.0;27800.0;181000.0;47300.0;42.0
85;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Minder dan 70% AOW-opbouw;Totaal loonklassen;2005;83050.0;2700.0;17500.0;5800.0;13.0;9500.0;66500.0;16900.0;39.0;60.0;12200.0;84000.0;22700.0;52.0
86;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Minder dan 70% AOW-opbouw;Tot 25.000 euro per jaar;2005;28750.0;2800.0;18900.0;6000.0;42.0;2100.0;15200.0;4400.0;30.0;51.0;4900.0;34100.0;10400.0;72.0
87;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Minder dan 70% AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;33950.0;2600.0;16300.0;6000.0;16.0;7400.0;46900.0;15400.0;42.0;55.0;10000.0;63200.0;21400.0;58.0
88;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Minder dan 70% AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;11100.0;2700.0;17000.0;5400.0;9.0;16100.0;108400.0;26400.0;43.0;77.0;18800.0;125400.0;31800.0;52.0
89;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Minder dan 70% AOW-opbouw;75.000 euro of meer per jaar;2005;9200.0;2700.0;17500.0;5200.0;4.0;32900.0;248700.0;50400.0;37.0;84.0;35600.0;266200.0;55600.0;41.0
90;Totaal mannen en vrouwen;0;4;Totaal alle generaties;70% tot 95% AOW-opbouw;Totaal loonklassen;2005;118700.0;4100.0;23700.0;8200.0;22.0;6600.0;41800.0;15500.0;41.0;47.0;10700.0;65500.0;23700.0;63.0
91;Totaal mannen en vrouwen;0;4;Totaal alle generaties;70% tot 95% AOW-opbouw;Tot 25.000 euro per jaar;2005;44350.0;3900.0;23400.0;8400.0;54.0;1700.0;10900.0;4700.0;30.0;36.0;5600.0;34300.0;13100.0;84.0
92;Totaal mannen en vrouwen;0;4;Totaal alle generaties;70% tot 95% AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;52750.0;4200.0;23800.0;8200.0;23.0;5900.0;36100.0;16600.0;47.0;47.0;10100.0;59900.0;24800.0;70.0
93;Totaal mannen en vrouwen;0;4;Totaal alle generaties;70% tot 95% AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;12800.0;4400.0;24600.0;7800.0;13.0;12900.0;81700.0;25800.0;42.0;69.0;17300.0;106300.0;33600.0;55.0
94;Totaal mannen en vrouwen;0;4;Totaal alle generaties;70% tot 95% AOW-opbouw;75.000 euro of meer per jaar;2005;8850.0;4300.0;23600.0;7600.0;6.0;26000.0;172800.0;48500.0;37.0;76.0;30300.0;196400.0;56100.0;43.0
95;Totaal mannen en vrouwen;0;4;Totaal alle generaties;95% of meer AOW-opbouw;Totaal loonklassen;2005;5080550.0;4300.0;23500.0;8900.0;30.0;4800.0;28300.0;13400.0;45.0;51.0;9100.0;51800.0;22300.0;75.0
96;Totaal mannen en vrouwen;0;4;Totaal alle generaties;95% of meer AOW-opbouw;Tot 25.000 euro per jaar;2005;2265000.0;3900.0;21900.0;9100.0;59.0;1300.0;7900.0;4500.0;29.0;41.0;5200.0;29800.0;13600.0;88.0
97;Totaal mannen en vrouwen;0;4;Totaal alle generaties;95% of meer AOW-opbouw;25.000 tot 50.000 euro per jaar;2005;2298600.0;4500.0;23700.0;8800.0;25.0;5800.0;32900.0;18600.0;54.0;55.0;10300.0;56600.0;27400.0;79.0
98;Totaal mannen en vrouwen;0;4;Totaal alle generaties;95% of meer AOW-opbouw;50.000 tot 75.000 euro per jaar;2005;377800.0;5200.0;28800.0;8400.0;14.0;13000.0;79800.0;26200.0;44.0;77.0;18200.0;108600.0;34600.0;58.0
99;Totaal mannen en vrouwen;0;4;Totaal alle generaties;95% of meer AOW-opbouw;75.000 euro of meer per jaar;2005;139150.0;5300.0;30400.0;8300.0;8.0;21800.0;144000.0;37900.0;34.0;82.0;27100.0;174400.0;46200.0;42.0
100;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;Totaal alle AOW-percentages;Totaal loonklassen;2005;;;;;;;;;;;;;;
101;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;Totaal alle AOW-percentages;Tot 25.000 euro per jaar;2005;;;;;;;;;;;;;;
102;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;Totaal alle AOW-percentages;25.000 tot 50.000 euro per jaar;2005;;;;;;;;;;;;;;
103;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;Totaal alle AOW-percentages;50.000 tot 75.000 euro per jaar;2005;;;;;;;;;;;;;;
104;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;Totaal alle AOW-percentages;75.000 euro of meer per jaar;2005;;;;;;;;;;;;;;
