ID;Begrotingshoofdstukken;Perioden;Uitgaven_1;Ontvangsten_2;Saldo_3
39;Huis der Koningin;2016;;;
40;Huis der Koningin;2017;;;
41;Huis der Koningin;2018;;;
42;De Koning;1998;;;
43;De Koning;1999;;;
44;De Koning;2000;;;
45;De Koning;2001;;;
46;De Koning;2002;;;
47;De Koning;2003;;;
48;De Koning;2004;;;
49;De Koning;2005;;;
50;De Koning;2006;;;
51;De Koning;2007;;;
52;De Koning;2008;;;
53;De Koning;2009;;;
54;De Koning;2010;40.0;0.0;-40.0
55;De Koning;2011;40.0;1.0;-39.0
56;De Koning;2012;40.0;0.0;-40.0
57;De Koning;2013;41.0;0.0;-41.0
58;De Koning;2014;40.0;0.0;-40.0
59;De Koning;2015;41.0;0.0;-41.0
60;De Koning;2016;41.0;0.0;-41.0
61;De Koning;2017;42.0;0.0;-42.0
62;De Koning;2018;43.0;0.0;-43.0
63;Hoge Colleges van Staat;1998;137.0;4.0;-132.0
64;Hoge Colleges van Staat;1999;148.0;5.0;-143.0
65;Hoge Colleges van Staat;2000;154.0;5.0;-149.0
66;Hoge Colleges van Staat;2001;168.0;6.0;-162.0
67;Hoge Colleges van Staat;2002;195.0;6.0;-189.0
68;Hoge Colleges van Staat;2003;195.0;6.0;-188.0
69;Hoge Colleges van Staat;2004;198.0;7.0;-190.0
70;Hoge Colleges van Staat;2005;;;
71;Hoge Colleges van Staat;2006;;;
72;Hoge Colleges van Staat;2007;;;
73;Hoge Colleges van Staat;2008;;;
74;Hoge Colleges van Staat;2009;;;
75;Hoge Colleges van Staat;2010;;;
76;Hoge Colleges van Staat;2011;;;
77;Hoge Colleges van Staat;2012;;;
78;Hoge Colleges van Staat;2013;;;
79;Hoge Colleges van Staat;2014;;;
80;Hoge Colleges van Staat;2015;;;
81;Hoge Colleges van Staat;2016;;;
82;Hoge Colleges van Staat;2017;;;
83;Hoge Colleges van Staat;2018;;;
84;Staten Generaal;1998;;;
85;Staten Generaal;1999;;;
86;Staten Generaal;2000;;;
87;Staten Generaal;2001;;;
88;Staten Generaal;2002;;;
89;Staten Generaal;2003;;;
90;Staten Generaal;2004;;;
91;Staten Generaal;2005;116.0;3.0;-113.0
92;Staten Generaal;2006;116.0;4.0;-112.0
93;Staten Generaal;2007;132.0;4.0;-127.0
94;Staten Generaal;2008;130.0;4.0;-126.0
95;Staten Generaal;2009;135.0;8.0;-126.0
96;Staten Generaal;2010;146.0;4.0;-142.0
97;Staten Generaal;2011;145.0;5.0;-140.0
98;Staten Generaal;2012;147.0;7.0;-140.0
99;Staten Generaal;2013;139.0;5.0;-134.0
100;Staten Generaal;2014;132.0;5.0;-128.0
101;Staten Generaal;2015;141.0;6.0;-135.0
102;Staten Generaal;2016;143.0;5.0;-138.0
103;Staten Generaal;2017;151.0;4.0;-147.0
104;Staten Generaal;2018;154.0;4.0;-150.0
105;Overige Hoge Colleges van Staat;1998;;;
106;Overige Hoge Colleges van Staat;1999;;;
107;Overige Hoge Colleges van Staat;2000;;;
108;Overige Hoge Colleges van Staat;2001;;;
109;Overige Hoge Colleges van Staat;2002;;;
110;Overige Hoge Colleges van Staat;2003;;;
111;Overige Hoge Colleges van Staat;2004;;;
112;Overige Hoge Colleges van Staat;2005;88.0;3.0;-85.0
113;Overige Hoge Colleges van Staat;2006;92.0;3.0;-89.0
114;Overige Hoge Colleges van Staat;2007;96.0;4.0;-92.0
115;Overige Hoge Colleges van Staat;2008;102.0;4.0;-98.0
116;Overige Hoge Colleges van Staat;2009;110.0;4.0;-106.0
117;Overige Hoge Colleges van Staat;2010;114.0;5.0;-110.0
118;Overige Hoge Colleges van Staat;2011;122.0;7.0;-115.0
119;Overige Hoge Colleges van Staat;2012;117.0;7.0;-110.0
120;Overige Hoge Colleges van Staat;2013;116.0;8.0;-108.0
121;Overige Hoge Colleges van Staat;2014;116.0;7.0;-109.0
122;Overige Hoge Colleges van Staat;2015;117.0;7.0;-110.0
123;Overige Hoge Colleges van Staat;2016;115.0;6.0;-109.0
124;Overige Hoge Colleges van Staat;2017;113.0;6.0;-107.0
125;Overige Hoge Colleges van Staat;2018;124.0;6.0;-118.0
126;Algemene Zaken;1998;33.0;7.0;-25.0
127;Algemene Zaken;1999;43.0;5.0;-38.0
128;Algemene Zaken;2000;47.0;6.0;-42.0
129;Algemene Zaken;2001;41.0;9.0;-32.0
130;Algemene Zaken;2002;48.0;11.0;-37.0
131;Algemene Zaken;2003;45.0;11.0;-34.0
132;Algemene Zaken;2004;52.0;11.0;-41.0
133;Algemene Zaken;2005;53.0;6.0;-48.0
134;Algemene Zaken;2006;49.0;7.0;-41.0
135;Algemene Zaken;2007;55.0;2.0;-53.0
136;Algemene Zaken;2008;58.0;2.0;-56.0
137;Algemene Zaken;2009;71.0;3.0;-68.0
138;Algemene Zaken;2010;76.0;6.0;-70.0
139;Algemene Zaken;2011;59.0;6.0;-53.0
140;Algemene Zaken;2012;56.0;9.0;-47.0
141;Algemene Zaken;2013;59.0;9.0;-50.0
142;Algemene Zaken;2014;60.0;6.0;-53.0
143;Algemene Zaken;2015;61.0;7.0;-54.0
144;Algemene Zaken;2016;59.0;7.0;-52.0
145;Algemene Zaken;2017;62.0;6.0;-56.0
146;Algemene Zaken;2018;64.0;6.0;-58.0
147;Koninkrijksrelaties;1998;168.0;14.0;-154.0
148;Koninkrijksrelaties;1999;186.0;3.0;-183.0
149;Koninkrijksrelaties;2000;226.0;16.0;-210.0
150;Koninkrijksrelaties;2001;109.0;11.0;-98.0
151;Koninkrijksrelaties;2002;133.0;28.0;-105.0
152;Koninkrijksrelaties;2003;110.0;19.0;-92.0
153;Koninkrijksrelaties;2004;138.0;11.0;-127.0
154;Koninkrijksrelaties;2005;167.0;26.0;-140.0
155;Koninkrijksrelaties;2006;172.0;169.0;-2.0
156;Koninkrijksrelaties;2007;248.0;14.0;-233.0
157;Koninkrijksrelaties;2008;497.0;14.0;-483.0
158;Koninkrijksrelaties;2009;608.0;128.0;-480.0
159;Koninkrijksrelaties;2010;1744.0;1173.0;-571.0
160;Koninkrijksrelaties;2011;437.0;48.0;-388.0
161;Koninkrijksrelaties;2012;432.0;110.0;-321.0
162;Koninkrijksrelaties;2013;311.0;40.0;-271.0
163;Koninkrijksrelaties;2014;435.0;45.0;-389.0
164;Koninkrijksrelaties;2015;410.0;56.0;-354.0
165;Koninkrijksrelaties;2016;297.0;58.0;-239.0
166;Koninkrijksrelaties;2017;359.0;59.0;-300.0
167;Koninkrijksrelaties;2018;625.0;54.0;-571.0
168;Buitenlandse Zaken;1998;4539.0;101.0;-4438.0
169;Buitenlandse Zaken;1999;4865.0;127.0;-4738.0
170;Buitenlandse Zaken;2000;5535.0;125.0;-5409.0
171;Buitenlandse Zaken;2001;5713.0;141.0;-5571.0
172;Buitenlandse Zaken;2002;9000.0;764.0;-8237.0
173;Buitenlandse Zaken;2003;9541.0;615.0;-8926.0
174;Buitenlandse Zaken;2004;9515.0;703.0;-8812.0
175;Buitenlandse Zaken;2005;10746.0;611.0;-10136.0
176;Buitenlandse Zaken;2006;11731.0;906.0;-10824.0
177;Buitenlandse Zaken;2007;11864.0;973.0;-10891.0
178;Buitenlandse Zaken;2008;12788.0;895.0;-11893.0
179;Buitenlandse Zaken;2009;11136.0;2936.0;-8201.0
180;Buitenlandse Zaken;2010;10984.0;707.0;-10277.0
181;Buitenlandse Zaken;2011;11015.0;888.0;-10127.0
182;Buitenlandse Zaken;2012;10774.0;761.0;-10013.0
183;Buitenlandse Zaken;2013;8598.0;759.0;-7839.0
184;Buitenlandse Zaken;2014;10513.0;744.0;-9769.0
185;Buitenlandse Zaken;2015;10232.0;813.0;-9419.0
186;Buitenlandse Zaken;2016;10106.0;1239.0;-8867.0
187;Buitenlandse Zaken;2017;8364.0;3866.0;-4498.0
188;Buitenlandse Zaken;2018;9174.0;1201.0;-7973.0
189;Justitie;1998;3336.0;459.0;-2877.0
190;Justitie;1999;4035.0;647.0;-3388.0
191;Justitie;2000;4320.0;960.0;-3360.0
192;Justitie;2001;4928.0;1071.0;-3857.0
193;Justitie;2002;5155.0;865.0;-4290.0
194;Justitie;2003;5670.0;1019.0;-4651.0
195;Justitie;2004;5543.0;979.0;-4564.0
196;Justitie;2005;5578.0;1091.0;-4487.0
197;Justitie;2006;5710.0;1112.0;-4598.0
198;Justitie;2007;5925.0;1132.0;-4793.0
199;Justitie;2008;5825.0;1201.0;-4624.0
200;Justitie;2009;6240.0;1315.0;-4925.0
201;Justitie;2010;6099.0;1065.0;-5034.0
202;Justitie;2011;;;
203;Justitie;2012;;;
204;Justitie;2013;;;
205;Justitie;2014;;;
206;Justitie;2015;;;
207;Justitie;2016;;;
208;Justitie;2017;;;
209;Justitie;2018;;;
210;Justitie en Veiligheid;1998;;;
211;Justitie en Veiligheid;1999;;;
212;Justitie en Veiligheid;2000;;;
213;Justitie en Veiligheid;2001;;;
214;Justitie en Veiligheid;2002;;;
215;Justitie en Veiligheid;2003;;;
216;Justitie en Veiligheid;2004;;;
217;Justitie en Veiligheid;2005;;;
218;Justitie en Veiligheid;2006;;;
219;Justitie en Veiligheid;2007;;;
220;Justitie en Veiligheid;2008;;;
221;Justitie en Veiligheid;2009;;;
222;Justitie en Veiligheid;2010;;;
223;Justitie en Veiligheid;2011;11438.0;1522.0;-9917.0
224;Justitie en Veiligheid;2012;11467.0;1320.0;-10147.0
225;Justitie en Veiligheid;2013;12383.0;1465.0;-10918.0
226;Justitie en Veiligheid;2014;12625.0;1444.0;-11181.0
227;Justitie en Veiligheid;2015;12718.0;1377.0;-11341.0
228;Justitie en Veiligheid;2016;13192.0;2375.0;-10817.0
229;Justitie en Veiligheid;2017;13053.0;1954.0;-11099.0
230;Justitie en Veiligheid;2018;12814.0;2279.0;-10535.0
231;Binnenlandse Zaken;1998;3408.0;223.0;-3185.0
232;Binnenlandse Zaken;1999;3498.0;370.0;-3128.0
233;Binnenlandse Zaken;2000;4069.0;695.0;-3374.0
234;Binnenlandse Zaken;2001;4488.0;271.0;-4217.0
235;Binnenlandse Zaken;2002;4823.0;321.0;-4503.0
236;Binnenlandse Zaken;2003;4942.0;282.0;-4660.0
237;Binnenlandse Zaken;2004;5108.0;301.0;-4807.0
238;Binnenlandse Zaken;2005;5615.0;617.0;-4998.0
239;Binnenlandse Zaken;2006;5809.0;565.0;-5245.0
240;Binnenlandse Zaken;2007;6301.0;117.0;-6184.0
241;Binnenlandse Zaken;2008;6126.0;79.0;-6048.0
242;Binnenlandse Zaken;2009;6012.0;899.0;-5113.0
243;Binnenlandse Zaken;2010;6055.0;413.0;-5642.0
244;Binnenlandse Zaken;2011;5276.0;1006.0;-4270.0
245;Binnenlandse Zaken;2012;5028.0;701.0;-4327.0
246;Binnenlandse Zaken;2013;806.0;162.0;-644.0
247;Binnenlandse Zaken;2014;981.0;549.0;-431.0
248;Binnenlandse Zaken;2015;798.0;884.0;86.0
249;Binnenlandse Zaken;2016;903.0;206.0;-697.0
250;Binnenlandse Zaken;2017;875.0;150.0;-725.0
251;Binnenlandse Zaken;2018;5951.0;1343.0;-4608.0
252;Onderwijs, Cultuur en Wetenschap;1998;18244.0;1541.0;-16703.0
253;Onderwijs, Cultuur en Wetenschap;1999;19403.0;1695.0;-17708.0
254;Onderwijs, Cultuur en Wetenschap;2000;21347.0;1146.0;-20201.0
255;Onderwijs, Cultuur en Wetenschap;2001;23023.0;1167.0;-21856.0
256;Onderwijs, Cultuur en Wetenschap;2002;24191.0;1201.0;-22989.0
257;Onderwijs, Cultuur en Wetenschap;2003;25453.0;1253.0;-24199.0
258;Onderwijs, Cultuur en Wetenschap;2004;26435.0;1396.0;-25038.0
259;Onderwijs, Cultuur en Wetenschap;2005;27535.0;1164.0;-26371.0
260;Onderwijs, Cultuur en Wetenschap;2006;29341.0;1422.0;-27919.0
261;Onderwijs, Cultuur en Wetenschap;2007;31920.0;1984.0;-29936.0
262;Onderwijs, Cultuur en Wetenschap;2008;34733.0;2123.0;-32610.0
263;Onderwijs, Cultuur en Wetenschap;2009;36285.0;2216.0;-34070.0
264;Onderwijs, Cultuur en Wetenschap;2010;37173.0;2551.0;-34622.0
265;Onderwijs, Cultuur en Wetenschap;2011;33964.0;1191.0;-32773.0
266;Onderwijs, Cultuur en Wetenschap;2012;34169.0;1245.0;-32925.0
267;Onderwijs, Cultuur en Wetenschap;2013;35161.0;1256.0;-33905.0
268;Onderwijs, Cultuur en Wetenschap;2014;35995.0;1254.0;-34740.0
269;Onderwijs, Cultuur en Wetenschap;2015;36350.0;1302.0;-35048.0
270;Onderwijs, Cultuur en Wetenschap;2016;38696.0;1318.0;-37378.0
271;Onderwijs, Cultuur en Wetenschap;2017;38053.0;1339.0;-36714.0
272;Onderwijs, Cultuur en Wetenschap;2018;42327.0;1369.0;-40958.0
273;Nationale schuld;1998;33605.0;23659.0;-9946.0
274;Nationale schuld;1999;69235.0;55535.0;-13700.0
275;Nationale schuld;2000;44229.0;19078.0;-25151.0
276;Nationale schuld;2001;32681.0;20618.0;-12063.0
277;Nationale schuld;2002;42660.0;46980.0;4320.0
278;Nationale schuld;2003;40498.0;40020.0;-478.0
279;Nationale schuld;2004;36389.0;35929.0;-461.0
280;Nationale schuld;2005;45210.0;35980.0;-9230.0
281;Nationale schuld;2006;41693.0;26995.0;-14698.0
282;Nationale schuld;2007;40347.0;28476.0;-11871.0
283;Nationale schuld;2008;38438.0;63344.0;24905.0
284;Nationale schuld;2009;62976.0;67513.0;4537.0
285;Nationale schuld;2010;43250.0;58006.0;14756.0
286;Nationale schuld;2011;58203.0;55468.0;-2736.0
287;Nationale schuld;2012;60820.0;68543.0;7723.0
288;Nationale schuld;2013;48963.0;55075.0;6112.0
289;Nationale schuld;2014;65887.0;54654.0;-11233.0
290;Nationale schuld;2015;66984.0;64494.0;-2490.0
291;Nationale schuld;2016;45349.0;49308.0;3959.0
292;Nationale schuld;2017;55827.0;41591.0;-14236.0
293;Nationale schuld;2018;48782.0;43286.0;-5496.0
294;Financiën;1998;2635.0;72262.0;69627.0
295;Financiën;1999;2951.0;79972.0;77020.0
296;Financiën;2000;3674.0;80954.0;77280.0
297;Financiën;2001;3674.0;88343.0;84669.0
298;Financiën;2002;3743.0;93808.0;90065.0
299;Financiën;2003;3622.0;93271.0;89648.0
300;Financiën;2004;3797.0;96251.0;92454.0
301;Financiën;2005;14086.0;113129.0;99043.0
302;Financiën;2006;3828.0;118314.0;114486.0
303;Financiën;2007;4215.0;121517.0;117302.0
304;Financiën;2008;42400.0;122511.0;80112.0
305;Financiën;2009;14045.0;121322.0;107277.0
306;Financiën;2010;12161.0;121761.0;109600.0
307;Financiën;2011;9700.0;121162.0;111462.0
308;Financiën;2012;11363.0;114848.0;103485.0
309;Financiën;2013;17540.0;121108.0;103568.0
310;Financiën;2014;10566.0;129199.0;118633.0
311;Financiën;2015;7932.0;127885.0;119953.0
312;Financiën;2016;9968.0;133265.0;123297.0
313;Financiën;2017;6724.0;148038.0;141314.0
314;Financiën;2018;7736.0;149862.0;142126.0
315;Defensie;1998;6348.0;208.0;-6139.0
316;Defensie;1999;6805.0;231.0;-6574.0
317;Defensie;2000;6730.0;395.0;-6335.0
318;Defensie;2001;7193.0;282.0;-6911.0
319;Defensie;2002;7386.0;236.0;-7149.0
320;Defensie;2003;7404.0;230.0;-7174.0
321;Defensie;2004;7551.0;392.0;-7159.0
322;Defensie;2005;7693.0;428.0;-7266.0
323;Defensie;2006;8145.0;490.0;-7656.0
324;Defensie;2007;8388.0;604.0;-7783.0
325;Defensie;2008;8488.0;579.0;-7910.0
326;Defensie;2009;8733.0;467.0;-8266.0
327;Defensie;2010;8472.0;446.0;-8025.0
328;Defensie;2011;8157.0;460.0;-7697.0
329;Defensie;2012;8067.0;434.0;-7633.0
330;Defensie;2013;7702.0;308.0;-7394.0
331;Defensie;2014;7788.0;291.0;-7497.0
332;Defensie;2015;7816.0;435.0;-7381.0
333;Defensie;2016;8242.0;373.0;-7869.0
334;Defensie;2017;8539.0;378.0;-8161.0
335;Defensie;2018;9417.0;664.0;-8753.0
336;Volkshuisvesting, Ruimtelijke ordening;1998;4469.0;230.0;-4239.0
337;Volkshuisvesting, Ruimtelijke ordening;1999;4213.0;266.0;-3946.0
338;Volkshuisvesting, Ruimtelijke ordening;2000;3952.0;243.0;-3709.0
339;Volkshuisvesting, Ruimtelijke ordening;2001;3773.0;206.0;-3568.0
340;Volkshuisvesting, Ruimtelijke ordening;2002;3269.0;131.0;-3138.0
341;Volkshuisvesting, Ruimtelijke ordening;2003;3497.0;210.0;-3287.0
342;Volkshuisvesting, Ruimtelijke ordening;2004;3745.0;275.0;-3471.0
343;Volkshuisvesting, Ruimtelijke ordening;2005;3495.0;299.0;-3196.0
344;Volkshuisvesting, Ruimtelijke ordening;2006;3971.0;291.0;-3681.0
345;Volkshuisvesting, Ruimtelijke ordening;2007;5249.0;990.0;-4259.0
346;Volkshuisvesting, Ruimtelijke ordening;2008;1216.0;457.0;-760.0
347;Volkshuisvesting, Ruimtelijke ordening;2009;1488.0;330.0;-1158.0
348;Volkshuisvesting, Ruimtelijke ordening;2010;1111.0;408.0;-703.0
349;Volkshuisvesting, Ruimtelijke ordening;2011;;;
350;Volkshuisvesting, Ruimtelijke ordening;2012;;;
351;Volkshuisvesting, Ruimtelijke ordening;2013;;;
352;Volkshuisvesting, Ruimtelijke ordening;2014;;;
353;Volkshuisvesting, Ruimtelijke ordening;2015;;;
354;Volkshuisvesting, Ruimtelijke ordening;2016;;;
355;Volkshuisvesting, Ruimtelijke ordening;2017;;;
356;Volkshuisvesting, Ruimtelijke ordening;2018;;;
357;Verkeer en Waterstaat;1998;5019.0;1556.0;-3464.0
358;Verkeer en Waterstaat;1999;5391.0;930.0;-4461.0
359;Verkeer en Waterstaat;2000;5448.0;3376.0;-2072.0
360;Verkeer en Waterstaat;2001;8458.0;1509.0;-6949.0
361;Verkeer en Waterstaat;2002;6290.0;191.0;-6099.0
362;Verkeer en Waterstaat;2003;6782.0;166.0;-6616.0
363;Verkeer en Waterstaat;2004;6538.0;96.0;-6442.0
364;Verkeer en Waterstaat;2005;6918.0;113.0;-6806.0
365;Verkeer en Waterstaat;2006;7073.0;384.0;-6689.0
366;Verkeer en Waterstaat;2007;7728.0;125.0;-7603.0
367;Verkeer en Waterstaat;2008;7333.0;113.0;-7220.0
368;Verkeer en Waterstaat;2009;9075.0;98.0;-8977.0
369;Verkeer en Waterstaat;2010;9441.0;85.0;-9357.0
370;Verkeer en Waterstaat;2011;;;
371;Verkeer en Waterstaat;2012;;;
372;Verkeer en Waterstaat;2013;;;
373;Verkeer en Waterstaat;2014;;;
374;Verkeer en Waterstaat;2015;;;
375;Verkeer en Waterstaat;2016;;;
376;Verkeer en Waterstaat;2017;;;
377;Verkeer en Waterstaat;2018;;;
378;Infrastructuur en Waterstaat;1998;;;
379;Infrastructuur en Waterstaat;1999;;;
380;Infrastructuur en Waterstaat;2000;;;
381;Infrastructuur en Waterstaat;2001;;;
382;Infrastructuur en Waterstaat;2002;;;
383;Infrastructuur en Waterstaat;2003;;;
384;Infrastructuur en Waterstaat;2004;;;
385;Infrastructuur en Waterstaat;2005;;;
386;Infrastructuur en Waterstaat;2006;;;
387;Infrastructuur en Waterstaat;2007;;;
388;Infrastructuur en Waterstaat;2008;;;
389;Infrastructuur en Waterstaat;2009;;;
390;Infrastructuur en Waterstaat;2010;;;
391;Infrastructuur en Waterstaat;2011;11209.0;70.0;-11139.0
392;Infrastructuur en Waterstaat;2012;10504.0;98.0;-10406.0
393;Infrastructuur en Waterstaat;2013;9857.0;221.0;-9636.0
394;Infrastructuur en Waterstaat;2014;9899.0;215.0;-9685.0
395;Infrastructuur en Waterstaat;2015;8703.0;306.0;-8397.0
396;Infrastructuur en Waterstaat;2016;7891.0;210.0;-7681.0
397;Infrastructuur en Waterstaat;2017;7245.0;243.0;-7002.0
398;Infrastructuur en Waterstaat;2018;8199.0;29.0;-8170.0
399;Economische Zaken en Klimaat;1998;1602.0;2496.0;894.0
400;Economische Zaken en Klimaat;1999;1965.0;2144.0;179.0
401;Economische Zaken en Klimaat;2000;1889.0;2159.0;270.0
402;Economische Zaken en Klimaat;2001;4022.0;2781.0;-1241.0
403;Economische Zaken en Klimaat;2002;1706.0;2937.0;1231.0
404;Economische Zaken en Klimaat;2003;1833.0;3066.0;1233.0
405;Economische Zaken en Klimaat;2004;1795.0;3001.0;1206.0
406;Economische Zaken en Klimaat;2005;1865.0;7541.0;5676.0
407;Economische Zaken en Klimaat;2006;2297.0;5242.0;2946.0
408;Economische Zaken en Klimaat;2007;2144.0;6011.0;3867.0
409;Economische Zaken en Klimaat;2008;2141.0;8616.0;6475.0
410;Economische Zaken en Klimaat;2009;2806.0;9834.0;7028.0
411;Economische Zaken en Klimaat;2010;2810.0;6158.0;3348.0
412;Economische Zaken en Klimaat;2011;5944.0;11947.0;6003.0
413;Economische Zaken en Klimaat;2012;4854.0;12544.0;7690.0
414;Economische Zaken en Klimaat;2013;5015.0;17975.0;12960.0
415;Economische Zaken en Klimaat;2014;4936.0;11486.0;6550.0
416;Economische Zaken en Klimaat;2015;4807.0;7361.0;2554.0
417;Economische Zaken en Klimaat;2016;5056.0;3197.0;-1859.0
418;Economische Zaken en Klimaat;2017;5067.0;3682.0;-1385.0
419;Economische Zaken en Klimaat;2018;5355.0;3560.0;-1795.0
420;Landbouw, Natuur en Voedselkwaliteit;1998;1705.0;265.0;-1440.0
421;Landbouw, Natuur en Voedselkwaliteit;1999;2025.0;354.0;-1671.0
422;Landbouw, Natuur en Voedselkwaliteit;2000;2504.0;356.0;-2148.0
423;Landbouw, Natuur en Voedselkwaliteit;2001;2423.0;545.0;-1878.0
424;Landbouw, Natuur en Voedselkwaliteit;2002;2389.0;765.0;-1624.0
425;Landbouw, Natuur en Voedselkwaliteit;2003;2455.0;693.0;-1762.0
426;Landbouw, Natuur en Voedselkwaliteit;2004;2057.0;748.0;-1309.0
427;Landbouw, Natuur en Voedselkwaliteit;2005;2097.0;587.0;-1510.0
428;Landbouw, Natuur en Voedselkwaliteit;2006;2393.0;596.0;-1798.0
429;Landbouw, Natuur en Voedselkwaliteit;2007;2384.0;497.0;-1887.0
430;Landbouw, Natuur en Voedselkwaliteit;2008;2655.0;711.0;-1944.0
431;Landbouw, Natuur en Voedselkwaliteit;2009;2550.0;514.0;-2036.0
432;Landbouw, Natuur en Voedselkwaliteit;2010;2637.0;499.0;-2138.0
433;Landbouw, Natuur en Voedselkwaliteit;2011;;;
434;Landbouw, Natuur en Voedselkwaliteit;2012;;;
435;Landbouw, Natuur en Voedselkwaliteit;2013;;;
436;Landbouw, Natuur en Voedselkwaliteit;2014;;;
437;Landbouw, Natuur en Voedselkwaliteit;2015;;;
438;Landbouw, Natuur en Voedselkwaliteit;2016;;;
439;Landbouw, Natuur en Voedselkwaliteit;2017;;;
440;Landbouw, Natuur en Voedselkwaliteit;2018;;;
441;Sociale Zaken en Werkgelegenheid;1998;13837.0;500.0;-13336.0
442;Sociale Zaken en Werkgelegenheid;1999;14549.0;545.0;-14004.0
443;Sociale Zaken en Werkgelegenheid;2000;15179.0;783.0;-14395.0
444;Sociale Zaken en Werkgelegenheid;2001;16664.0;686.0;-15978.0
445;Sociale Zaken en Werkgelegenheid;2002;20246.0;588.0;-19658.0
446;Sociale Zaken en Werkgelegenheid;2003;21879.0;810.0;-21069.0
447;Sociale Zaken en Werkgelegenheid;2004;23441.0;970.0;-22471.0
448;Sociale Zaken en Werkgelegenheid;2005;24121.0;759.0;-23362.0
449;Sociale Zaken en Werkgelegenheid;2006;26206.0;933.0;-25274.0
450;Sociale Zaken en Werkgelegenheid;2007;26981.0;826.0;-26156.0
451;Sociale Zaken en Werkgelegenheid;2008;21889.0;716.0;-21173.0
452;Sociale Zaken en Werkgelegenheid;2009;26901.0;913.0;-25987.0
453;Sociale Zaken en Werkgelegenheid;2010;29137.0;1143.0;-27993.0
454;Sociale Zaken en Werkgelegenheid;2011;30767.0;2454.0;-28312.0
455;Sociale Zaken en Werkgelegenheid;2012;31898.0;2103.0;-29795.0
456;Sociale Zaken en Werkgelegenheid;2013;29290.0;2051.0;-27239.0
457;Sociale Zaken en Werkgelegenheid;2014;32626.0;1919.0;-30706.0
458;Sociale Zaken en Werkgelegenheid;2015;31330.0;1899.0;-29431.0
459;Sociale Zaken en Werkgelegenheid;2016;31664.0;1872.0;-29792.0
460;Sociale Zaken en Werkgelegenheid;2017;31817.0;1856.0;-29961.0
461;Sociale Zaken en Werkgelegenheid;2018;34412.0;1845.0;-32567.0
462;Volksgezondheid, Welzijn en Sport;1998;5095.0;198.0;-4897.0
463;Volksgezondheid, Welzijn en Sport;1999;5386.0;273.0;-5113.0
464;Volksgezondheid, Welzijn en Sport;2000;5466.0;263.0;-5203.0
465;Volksgezondheid, Welzijn en Sport;2001;7817.0;185.0;-7632.0
466;Volksgezondheid, Welzijn en Sport;2002;8741.0;166.0;-8575.0
467;Volksgezondheid, Welzijn en Sport;2003;9913.0;155.0;-9758.0
468;Volksgezondheid, Welzijn en Sport;2004;11443.0;72.0;-11371.0
469;Volksgezondheid, Welzijn en Sport;2005;11565.0;67.0;-11498.0
470;Volksgezondheid, Welzijn en Sport;2006;12736.0;123.0;-12613.0
