ID;Beroepsklasse;Perioden;PersonenDieTweeJaarEenBaanHebben_1;GeenBeroepenmobiliteit_2;Beroepenmobiliteit_3
129;45 Wiskundig, Natuurwetenschappelijk;2006/'07;11.0;10.0;
130;45 Wiskundig, Natuurwetenschappelijk;2007/'08;12.0;11.0;
131;45 Wiskundig, Natuurwetenschappelijk;2008/'09;9.0;9.0;
132;45 Wiskundig, Natuurwetenschappelijk;2009/'10;10.0;9.0;1.0
133;45 Wiskundig, Natuurwetenschappelijk;2010/'11;12.0;11.0;
134;45 Wiskundig, Natuurwetenschappelijk;2011/'12;10.0;10.0;
135;46 Technisch;2003/'04;685.0;621.0;64.0
136;46 Technisch;2004/'05;683.0;626.0;57.0
137;46 Technisch;2005/'06;696.0;634.0;62.0
138;46 Technisch;2006/'07;665.0;589.0;76.0
139;46 Technisch;2007/'08;697.0;618.0;79.0
140;46 Technisch;2008/'09;692.0;618.0;74.0
141;46 Technisch;2009/'10;665.0;609.0;56.0
142;46 Technisch;2010/'11;642.0;580.0;63.0
143;46 Technisch;2011/'12;644.0;572.0;72.0
144;48 Transport;2003/'04;53.0;47.0;6.0
145;48 Transport;2004/'05;45.0;41.0;4.0
146;48 Transport;2005/'06;44.0;40.0;4.0
147;48 Transport;2006/'07;52.0;47.0;5.0
148;48 Transport;2007/'08;48.0;41.0;7.0
149;48 Transport;2008/'09;51.0;46.0;5.0
150;48 Transport;2009/'10;49.0;43.0;6.0
151;48 Transport;2010/'11;51.0;46.0;5.0
152;48 Transport;2011/'12;40.0;36.0;4.0
153;49 (Para)medisch;2003/'04;253.0;238.0;15.0
154;49 (Para)medisch;2004/'05;250.0;235.0;15.0
155;49 (Para)medisch;2005/'06;272.0;254.0;18.0
156;49 (Para)medisch;2006/'07;279.0;263.0;16.0
157;49 (Para)medisch;2007/'08;286.0;267.0;19.0
158;49 (Para)medisch;2008/'09;267.0;253.0;14.0
159;49 (Para)medisch;2009/'10;302.0;277.0;25.0
160;49 (Para)medisch;2010/'11;314.0;290.0;24.0
161;49 (Para)medisch;2011/'12;309.0;289.0;20.0
162;51 Administratief, commercieel;2003/'04;982.0;869.0;113.0
163;51 Administratief, commercieel;2004/'05;978.0;867.0;111.0
164;51 Administratief, commercieel;2005/'06;995.0;864.0;131.0
165;51 Administratief, commercieel;2006/'07;1005.0;852.0;153.0
166;51 Administratief, commercieel;2007/'08;1008.0;847.0;161.0
167;51 Administratief, commercieel;2008/'09;1048.0;905.0;143.0
168;51 Administratief, commercieel;2009/'10;1006.0;888.0;118.0
169;51 Administratief, commercieel;2010/'11;960.0;834.0;127.0
170;51 Administratief, commercieel;2011/'12;970.0;848.0;122.0
171;53 Juridisch, bestuurlijk beveiliging;2003/'04;78.0;71.0;7.0
172;53 Juridisch, bestuurlijk beveiliging;2004/'05;81.0;76.0;5.0
173;53 Juridisch, bestuurlijk beveiliging;2005/'06;88.0;80.0;8.0
174;53 Juridisch, bestuurlijk beveiliging;2006/'07;89.0;80.0;9.0
175;53 Juridisch, bestuurlijk beveiliging;2007/'08;93.0;86.0;7.0
176;53 Juridisch, bestuurlijk beveiliging;2008/'09;90.0;81.0;9.0
177;53 Juridisch, bestuurlijk beveiliging;2009/'10;86.0;78.0;8.0
178;53 Juridisch, bestuurlijk beveiliging;2010/'11;81.0;73.0;8.0
179;53 Juridisch, bestuurlijk beveiliging;2011/'12;84.0;77.0;7.0
180;55 Taalkundig, cultureel;2003/'04;33.0;31.0;2.0
181;55 Taalkundig, cultureel;2004/'05;30.0;28.0;2.0
182;55 Taalkundig, cultureel;2005/'06;28.0;27.0;
183;55 Taalkundig, cultureel;2006/'07;32.0;29.0;3.0
184;55 Taalkundig, cultureel;2007/'08;31.0;27.0;4.0
185;55 Taalkundig, cultureel;2008/'09;33.0;30.0;3.0
186;55 Taalkundig, cultureel;2009/'10;26.0;22.0;4.0
187;55 Taalkundig, cultureel;2010/'11;28.0;25.0;3.0
188;55 Taalkundig, cultureel;2011/'12;37.0;31.0;5.0
189;56 Gedrag en Maatschappij;2003/'04;68.0;56.0;12.0
190;56 Gedrag en Maatschappij;2004/'05;75.0;63.0;12.0
191;56 Gedrag en Maatschappij;2005/'06;79.0;67.0;12.0
192;56 Gedrag en Maatschappij;2006/'07;84.0;72.0;12.0
193;56 Gedrag en Maatschappij;2007/'08;100.0;82.0;18.0
194;56 Gedrag en Maatschappij;2008/'09;99.0;85.0;14.0
195;56 Gedrag en Maatschappij;2009/'10;95.0;80.0;15.0
196;56 Gedrag en Maatschappij;2010/'11;100.0;87.0;13.0
197;56 Gedrag en Maatschappij;2011/'12;108.0;96.0;12.0
198;57 Verzorgend;2003/'04;229.0;204.0;25.0
199;57 Verzorgend;2004/'05;248.0;229.0;19.0
200;57 Verzorgend;2005/'06;220.0;201.0;19.0
201;57 Verzorgend;2006/'07;246.0;221.0;25.0
202;57 Verzorgend;2007/'08;262.0;234.0;28.0
203;57 Verzorgend;2008/'09;280.0;254.0;26.0
204;57 Verzorgend;2009/'10;266.0;245.0;21.0
205;57 Verzorgend;2010/'11;266.0;244.0;22.0
206;57 Verzorgend;2011/'12;273.0;247.0;27.0
207;62 Pedagogisch;2003/'04;255.0;223.0;32.0
208;62 Pedagogisch;2004/'05;237.0;214.0;23.0
209;62 Pedagogisch;2005/'06;256.0;225.0;31.0
210;62 Pedagogisch;2006/'07;272.0;235.0;37.0
211;62 Pedagogisch;2007/'08;281.0;241.0;40.0
212;62 Pedagogisch;2008/'09;251.0;213.0;38.0
213;62 Pedagogisch;2009/'10;279.0;236.0;43.0
214;62 Pedagogisch;2010/'11;281.0;236.0;45.0
215;62 Pedagogisch;2011/'12;284.0;234.0;49.0
216;64 Landbouwkundig;2003/'04;10.0;9.0;
217;64 Landbouwkundig;2004/'05;21.0;18.0;3.0
218;64 Landbouwkundig;2005/'06;14.0;13.0;
219;64 Landbouwkundig;2006/'07;11.0;9.0;2.0
220;64 Landbouwkundig;2007/'08;13.0;12.0;
221;64 Landbouwkundig;2008/'09;10.0;7.0;3.0
222;64 Landbouwkundig;2009/'10;10.0;8.0;2.0
223;64 Landbouwkundig;2010/'11;12.0;11.0;
224;64 Landbouwkundig;2011/'12;12.0;10.0;2.0
225;65 Wiskundig, natuurwetenschappelijk;2003/'04;5.0;5.0;
226;65 Wiskundig, natuurwetenschappelijk;2004/'05;10.0;9.0;
227;65 Wiskundig, natuurwetenschappelijk;2005/'06;9.0;8.0;
228;65 Wiskundig, natuurwetenschappelijk;2006/'07;7.0;7.0;
229;65 Wiskundig, natuurwetenschappelijk;2007/'08;9.0;8.0;
230;65 Wiskundig, natuurwetenschappelijk;2008/'09;10.0;9.0;
231;65 Wiskundig, natuurwetenschappelijk;2009/'10;8.0;8.0;0.0
232;65 Wiskundig, natuurwetenschappelijk;2010/'11;7.0;6.0;
233;65 Wiskundig, natuurwetenschappelijk;2011/'12;6.0;6.0;
234;66 Technisch;2003/'04;119.0;91.0;28.0
235;66 Technisch;2004/'05;140.0;112.0;28.0
236;66 Technisch;2005/'06;124.0;94.0;30.0
237;66 Technisch;2006/'07;107.0;77.0;30.0
238;66 Technisch;2007/'08;125.0;86.0;39.0
239;66 Technisch;2008/'09;130.0;99.0;31.0
240;66 Technisch;2009/'10;119.0;92.0;27.0
241;66 Technisch;2010/'11;123.0;93.0;30.0
242;66 Technisch;2011/'12;137.0;100.0;37.0
243;68 Transport;2003/'04;14.0;12.0;2.0
244;68 Transport;2004/'05;17.0;16.0;
245;68 Transport;2005/'06;12.0;11.0;
246;68 Transport;2006/'07;15.0;13.0;2.0
247;68 Transport;2007/'08;14.0;13.0;
248;68 Transport;2008/'09;15.0;14.0;
249;68 Transport;2009/'10;18.0;17.0;1.0
250;68 Transport;2010/'11;22.0;20.0;2.0
251;68 Transport;2011/'12;20.0;18.0;2.0
252;69 (Para)medisch;2003/'04;146.0;138.0;8.0
253;69 (Para)medisch;2004/'05;151.0;142.0;9.0
254;69 (Para)medisch;2005/'06;159.0;150.0;9.0
255;69 (Para)medisch;2006/'07;137.0;130.0;7.0
256;69 (Para)medisch;2007/'08;148.0;135.0;13.0
257;69 (Para)medisch;2008/'09;143.0;132.0;11.0
258;69 (Para)medisch;2009/'10;157.0;143.0;14.0
259;69 (Para)medisch;2010/'11;162.0;149.0;13.0
260;69 (Para)medisch;2011/'12;159.0;145.0;15.0
261;71 Administratief,commercieel,economisch;2003/'04;563.0;480.0;83.0
262;71 Administratief,commercieel,economisch;2004/'05;568.0;484.0;84.0
263;71 Administratief,commercieel,economisch;2005/'06;525.0;453.0;72.0
264;71 Administratief,commercieel,economisch;2006/'07;566.0;477.0;89.0
265;71 Administratief,commercieel,economisch;2007/'08;592.0;494.0;98.0
266;71 Administratief,commercieel,economisch;2008/'09;620.0;532.0;88.0
267;71 Administratief,commercieel,economisch;2009/'10;637.0;561.0;76.0
268;71 Administratief,commercieel,economisch;2010/'11;647.0;562.0;86.0
269;71 Administratief,commercieel,economisch;2011/'12;624.0;554.0;70.0
270;73 Juridisch, bestuurlijk, beveiliging;2003/'04;23.0;20.0;3.0
271;73 Juridisch, bestuurlijk, beveiliging;2004/'05;25.0;21.0;4.0
272;73 Juridisch, bestuurlijk, beveiliging;2005/'06;21.0;18.0;3.0
273;73 Juridisch, bestuurlijk, beveiliging;2006/'07;18.0;16.0;2.0
274;73 Juridisch, bestuurlijk, beveiliging;2007/'08;21.0;18.0;3.0
275;73 Juridisch, bestuurlijk, beveiliging;2008/'09;22.0;18.0;4.0
276;73 Juridisch, bestuurlijk, beveiliging;2009/'10;20.0;16.0;4.0
277;73 Juridisch, bestuurlijk, beveiliging;2010/'11;20.0;16.0;3.0
278;73 Juridisch, bestuurlijk, beveiliging;2011/'12;20.0;18.0;2.0
279;75 Taalkundig, cultureel;2003/'04;62.0;56.0;6.0
280;75 Taalkundig, cultureel;2004/'05;82.0;75.0;7.0
281;75 Taalkundig, cultureel;2005/'06;66.0;61.0;5.0
282;75 Taalkundig, cultureel;2006/'07;71.0;65.0;6.0
283;75 Taalkundig, cultureel;2007/'08;82.0;73.0;9.0
284;75 Taalkundig, cultureel;2008/'09;80.0;75.0;5.0
285;75 Taalkundig, cultureel;2009/'10;80.0;71.0;9.0
286;75 Taalkundig, cultureel;2010/'11;75.0;65.0;9.0
287;75 Taalkundig, cultureel;2011/'12;83.0;74.0;10.0
288;76 Gedrag en maatschappij;2003/'04;129.0;111.0;18.0
289;76 Gedrag en maatschappij;2004/'05;160.0;139.0;21.0
290;76 Gedrag en maatschappij;2005/'06;149.0;130.0;19.0
291;76 Gedrag en maatschappij;2006/'07;161.0;139.0;22.0
292;76 Gedrag en maatschappij;2007/'08;161.0;137.0;24.0
293;76 Gedrag en maatschappij;2008/'09;173.0;146.0;27.0
294;76 Gedrag en maatschappij;2009/'10;168.0;149.0;19.0
295;76 Gedrag en maatschappij;2010/'11;171.0;154.0;17.0
296;76 Gedrag en maatschappij;2011/'12;170.0;150.0;20.0
297;77 Verzorgend;2003/'04;13.0;11.0;2.0
298;77 Verzorgend;2004/'05;9.0;7.0;2.0
299;77 Verzorgend;2005/'06;5.0;4.0;
300;77 Verzorgend;2006/'07;9.0;7.0;2.0
301;77 Verzorgend;2007/'08;10.0;8.0;2.0
302;77 Verzorgend;2008/'09;11.0;9.0;2.0
303;77 Verzorgend;2009/'10;14.0;13.0;1.0
304;77 Verzorgend;2010/'11;15.0;13.0;2.0
305;77 Verzorgend;2011/'12;13.0;12.0;2.0
306;78 Managers op HBO-niveau;2003/'04;52.0;43.0;9.0
307;78 Managers op HBO-niveau;2004/'05;30.0;26.0;4.0
308;78 Managers op HBO-niveau;2005/'06;34.0;30.0;4.0
309;78 Managers op HBO-niveau;2006/'07;44.0;38.0;6.0
310;78 Managers op HBO-niveau;2007/'08;38.0;29.0;9.0
311;78 Managers op HBO-niveau;2008/'09;35.0;31.0;4.0
312;78 Managers op HBO-niveau;2009/'10;38.0;34.0;4.0
313;78 Managers op HBO-niveau;2010/'11;40.0;36.0;4.0
314;78 Managers op HBO-niveau;2011/'12;44.0;40.0;4.0
315;82 Pedagogisch;2003/'04;81.0;69.0;12.0
316;82 Pedagogisch;2004/'05;61.0;51.0;10.0
317;82 Pedagogisch;2005/'06;74.0;60.0;14.0
318;82 Pedagogisch;2006/'07;83.0;62.0;21.0
319;82 Pedagogisch;2007/'08;84.0;64.0;20.0
320;82 Pedagogisch;2008/'09;102.0;78.0;24.0
321;82 Pedagogisch;2009/'10;102.0;82.0;20.0
322;82 Pedagogisch;2010/'11;101.0;71.0;30.0
323;82 Pedagogisch;2011/'12;116.0;85.0;32.0
324;84 Landbouwkundig;2003/'04;4.0;4.0;
325;84 Landbouwkundig;2004/'05;2.0;2.0;
326;84 Landbouwkundig;2005/'06;2.0;2.0;
327;84 Landbouwkundig;2006/'07;2.0;2.0;
328;84 Landbouwkundig;2007/'08;2.0;2.0;
329;84 Landbouwkundig;2008/'09;3.0;2.0;
330;84 Landbouwkundig;2009/'10;1.0;1.0;0.0
331;84 Landbouwkundig;2010/'11;3.0;3.0;
332;84 Landbouwkundig;2011/'12;2.0;2.0;
333;85 Wiskundig, Natuurwetenschappelijk;2003/'04;17.0;15.0;2.0
334;85 Wiskundig, Natuurwetenschappelijk;2004/'05;16.0;14.0;2.0
335;85 Wiskundig, Natuurwetenschappelijk;2005/'06;9.0;8.0;
336;85 Wiskundig, Natuurwetenschappelijk;2006/'07;10.0;8.0;2.0
337;85 Wiskundig, Natuurwetenschappelijk;2007/'08;9.0;8.0;
338;85 Wiskundig, Natuurwetenschappelijk;2008/'09;12.0;10.0;2.0
339;85 Wiskundig, Natuurwetenschappelijk;2009/'10;12.0;10.0;2.0
340;85 Wiskundig, Natuurwetenschappelijk;2010/'11;11.0;11.0;
341;85 Wiskundig, Natuurwetenschappelijk;2011/'12;10.0;9.0;
342;86 Technisch;2003/'04;46.0;40.0;6.0
343;86 Technisch;2004/'05;37.0;29.0;8.0
344;86 Technisch;2005/'06;41.0;31.0;10.0
345;86 Technisch;2006/'07;38.0;29.0;9.0
346;86 Technisch;2007/'08;46.0;35.0;11.0
347;86 Technisch;2008/'09;51.0;38.0;13.0
348;86 Technisch;2009/'10;61.0;47.0;14.0
349;86 Technisch;2010/'11;55.0;44.0;11.0
350;86 Technisch;2011/'12;55.0;42.0;14.0
351;89 (Para)medisch;2003/'04;64.0;60.0;4.0
352;89 (Para)medisch;2004/'05;70.0;68.0;2.0
353;89 (Para)medisch;2005/'06;77.0;74.0;3.0
354;89 (Para)medisch;2006/'07;75.0;71.0;4.0
355;89 (Para)medisch;2007/'08;83.0;79.0;4.0
356;89 (Para)medisch;2008/'09;77.0;74.0;3.0
357;89 (Para)medisch;2009/'10;79.0;77.0;2.0
358;89 (Para)medisch;2010/'11;76.0;72.0;3.0
359;89 (Para)medisch;2011/'12;82.0;80.0;2.0
360;92 Economisch administratief;2003/'04;109.0;91.0;18.0
361;92 Economisch administratief;2004/'05;102.0;89.0;13.0
362;92 Economisch administratief;2005/'06;117.0;99.0;18.0
363;92 Economisch administratief;2006/'07;118.0;99.0;19.0
364;92 Economisch administratief;2007/'08;148.0;124.0;24.0
365;92 Economisch administratief;2008/'09;177.0;152.0;25.0
366;92 Economisch administratief;2009/'10;177.0;154.0;23.0
367;92 Economisch administratief;2010/'11;170.0;146.0;24.0
368;92 Economisch administratief;2011/'12;158.0;133.0;25.0
369;93 Juridisch bestuurlijk;2003/'04;68.0;63.0;5.0
370;93 Juridisch bestuurlijk;2004/'05;66.0;61.0;5.0
371;93 Juridisch bestuurlijk;2005/'06;62.0;58.0;4.0
372;93 Juridisch bestuurlijk;2006/'07;82.0;75.0;7.0
373;93 Juridisch bestuurlijk;2007/'08;73.0;69.0;4.0
374;93 Juridisch bestuurlijk;2008/'09;84.0;80.0;4.0
375;93 Juridisch bestuurlijk;2009/'10;72.0;68.0;4.0
376;93 Juridisch bestuurlijk;2010/'11;80.0;75.0;5.0
377;93 Juridisch bestuurlijk;2011/'12;81.0;77.0;4.0
378;96 Gedrag en maatschappij;2003/'04;44.0;39.0;5.0
379;96 Gedrag en maatschappij;2004/'05;58.0;50.0;8.0
380;96 Gedrag en maatschappij;2005/'06;65.0;59.0;6.0
381;96 Gedrag en maatschappij;2006/'07;71.0;63.0;8.0
382;96 Gedrag en maatschappij;2007/'08;66.0;59.0;7.0
383;96 Gedrag en maatschappij;2008/'09;76.0;68.0;8.0
384;96 Gedrag en maatschappij;2009/'10;69.0;65.0;4.0
385;96 Gedrag en maatschappij;2010/'11;83.0;77.0;6.0
386;96 Gedrag en maatschappij;2011/'12;72.0;66.0;6.0
387;98 Managers op wetenschappelijk niveau;2003/'04;93.0;79.0;14.0
388;98 Managers op wetenschappelijk niveau;2004/'05;47.0;42.0;5.0
389;98 Managers op wetenschappelijk niveau;2005/'06;73.0;60.0;13.0
390;98 Managers op wetenschappelijk niveau;2006/'07;73.0;61.0;12.0
391;98 Managers op wetenschappelijk niveau;2007/'08;81.0;70.0;11.0
392;98 Managers op wetenschappelijk niveau;2008/'09;76.0;65.0;11.0
393;98 Managers op wetenschappelijk niveau;2009/'10;78.0;66.0;12.0
394;98 Managers op wetenschappelijk niveau;2010/'11;82.0;73.0;9.0
395;98 Managers op wetenschappelijk niveau;2011/'12;77.0;67.0;10.0
396;Onbekend;2003/'04;131.0;107.0;24.0
397;Onbekend;2004/'05;51.0;32.0;19.0
398;Onbekend;2005/'06;119.0;98.0;21.0
399;Onbekend;2006/'07;136.0;108.0;28.0
400;Onbekend;2007/'08;130.0;107.0;23.0
401;Onbekend;2008/'09;148.0;118.0;30.0
402;Onbekend;2009/'10;142.0;124.0;19.0
403;Onbekend;2010/'11;178.0;126.0;52.0
404;Onbekend;2011/'12;165.0;122.0;43.0
