ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
85;Noord-Holland;Totaal actief;1121.1;20.3
86;Noord-Holland;Werknemer;976.2;20.0
87;Noord-Holland;Zelfstandige;143.6;22.4
88;Noord-Holland;Totaal niet-actief;604.3;13.7
89;Noord-Holland;Werkloosheids- en bijstandsuitk. ontv.;76.0;11.0
90;Noord-Holland;Pensioenontvanger;368.7;15.4
91;Zuid-Holland;Totaal sociaal-economische categorie;2252.0;17.5
92;Zuid-Holland;Totaal actief;1462.0;19.7
93;Zuid-Holland;Werknemer;1308.9;19.3
94;Zuid-Holland;Zelfstandige;151.5;22.6
95;Zuid-Holland;Totaal niet-actief;789.4;13.4
96;Zuid-Holland;Werkloosheids- en bijstandsuitk. ontv.;111.7;10.7
97;Zuid-Holland;Pensioenontvanger;510.3;15.0
98;Zeeland;Totaal sociaal-economische categorie;246.8;16.5
99;Zeeland;Totaal actief;155.7;18.4
100;Zeeland;Werknemer;132.2;17.9
101;Zeeland;Zelfstandige;23.1;21.7
102;Zeeland;Totaal niet-actief;91.1;13.3
103;Zeeland;Werkloosheids- en bijstandsuitk. ontv.;6.4;11.4
104;Zeeland;Pensioenontvanger;66.6;14.2
105;Noord-Brabant;Totaal sociaal-economische categorie;1592.5;16.9
106;Noord-Brabant;Totaal actief;1058.3;18.8
107;Noord-Brabant;Werknemer;933.8;18.5
108;Noord-Brabant;Zelfstandige;123.2;21.4
109;Noord-Brabant;Totaal niet-actief;533.8;13.1
110;Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;47.8;10.9
111;Noord-Brabant;Pensioenontvanger;346.3;14.5
112;Limburg;Totaal sociaal-economische categorie;760.5;16.0
113;Limburg;Totaal actief;466.8;18.0
114;Limburg;Werknemer;412.9;17.7
115;Limburg;Zelfstandige;53.2;20.1
116;Limburg;Totaal niet-actief;293.5;12.8
117;Limburg;Werkloosheids- en bijstandsuitk. ontv.;29.0;10.8
118;Limburg;Pensioenontvanger;185.9;14.1
119;Oost-Groningen;Totaal sociaal-economische categorie;102.6;14.7
120;Oost-Groningen;Totaal actief;59.0;16.8
121;Oost-Groningen;Werknemer;51.8;16.5
122;Oost-Groningen;Zelfstandige;7.1;19.1
123;Oost-Groningen;Totaal niet-actief;43.5;11.8
124;Oost-Groningen;Werkloosheids- en bijstandsuitk. ontv.;4.3;10.6
125;Oost-Groningen;Pensioenontvanger;27.9;12.5
126;Delfzijl en omgeving;Totaal sociaal-economische categorie;34.2;15.6
127;Delfzijl en omgeving;Totaal actief;20.7;17.8
128;Delfzijl en omgeving;Werknemer;18.0;17.4
129;Delfzijl en omgeving;Zelfstandige;2.6;21.3
130;Delfzijl en omgeving;Totaal niet-actief;13.6;12.3
131;Delfzijl en omgeving;Werkloosheids- en bijstandsuitk. ontv.;1.5;10.4
132;Delfzijl en omgeving;Pensioenontvanger;9.1;13.3
133;Overig Groningen;Totaal sociaal-economische categorie;239.5;15.6
134;Overig Groningen;Totaal actief;151.4;17.5
135;Overig Groningen;Werknemer;133.0;17.0
136;Overig Groningen;Zelfstandige;18.1;21.1
137;Overig Groningen;Totaal niet-actief;88.1;12.4
138;Overig Groningen;Werkloosheids- en bijstandsuitk. ontv.;12.4;10.6
139;Overig Groningen;Pensioenontvanger;52.8;13.8
140;Noord-Friesland;Totaal sociaal-economische categorie;212.6;15.4
141;Noord-Friesland;Totaal actief;134.3;17.2
142;Noord-Friesland;Werknemer;114.4;16.6
143;Noord-Friesland;Zelfstandige;19.6;20.5
144;Noord-Friesland;Totaal niet-actief;78.2;12.3
145;Noord-Friesland;Werkloosheids- en bijstandsuitk. ontv.;8.6;10.7
146;Noord-Friesland;Pensioenontvanger;49.1;13.5
147;Zuidwest-Friesland;Totaal sociaal-economische categorie;66.6;15.8
148;Zuidwest-Friesland;Totaal actief;42.8;17.6
149;Zuidwest-Friesland;Werknemer;34.8;17.0
150;Zuidwest-Friesland;Zelfstandige;8.0;20.4
151;Zuidwest-Friesland;Totaal niet-actief;23.8;12.7
152;Zuidwest-Friesland;Werkloosheids- en bijstandsuitk. ontv.;2.0;11.1
153;Zuidwest-Friesland;Pensioenontvanger;16.4;13.7
154;Zuidoost-Friesland;Totaal sociaal-economische categorie;133.4;15.8
155;Zuidoost-Friesland;Totaal actief;83.3;17.7
156;Zuidoost-Friesland;Werknemer;70.5;17.0
157;Zuidoost-Friesland;Zelfstandige;12.7;21.9
158;Zuidoost-Friesland;Totaal niet-actief;50.1;12.7
159;Zuidoost-Friesland;Werkloosheids- en bijstandsuitk. ontv.;4.2;11.0
160;Zuidoost-Friesland;Pensioenontvanger;33.7;13.8
161;Noord-Drenthe;Totaal sociaal-economische categorie;120.6;16.6
162;Noord-Drenthe;Totaal actief;75.2;18.5
163;Noord-Drenthe;Werknemer;65.2;18.3
164;Noord-Drenthe;Zelfstandige;9.8;19.7
165;Noord-Drenthe;Totaal niet-actief;45.4;13.4
166;Noord-Drenthe;Werkloosheids- en bijstandsuitk. ontv.;3.2;11.4
167;Noord-Drenthe;Pensioenontvanger;30.8;14.7
168;Zuidoost-Drenthe;Totaal sociaal-economische categorie;113.5;15.1
169;Zuidoost-Drenthe;Totaal actief;69.3;16.8
170;Zuidoost-Drenthe;Werknemer;60.5;16.7
171;Zuidoost-Drenthe;Zelfstandige;8.6;17.7
172;Zuidoost-Drenthe;Totaal niet-actief;44.2;12.3
173;Zuidoost-Drenthe;Werkloosheids- en bijstandsuitk. ontv.;4.1;10.6
174;Zuidoost-Drenthe;Pensioenontvanger;28.7;13.3
175;Zuidwest-Drenthe;Totaal sociaal-economische categorie;83.5;16.0
176;Zuidwest-Drenthe;Totaal actief;51.9;17.7
177;Zuidwest-Drenthe;Werknemer;44.2;17.2
178;Zuidwest-Drenthe;Zelfstandige;7.6;20.6
179;Zuidwest-Drenthe;Totaal niet-actief;31.5;13.2
180;Zuidwest-Drenthe;Werkloosheids- en bijstandsuitk. ontv.;2.3;11.5
181;Zuidwest-Drenthe;Pensioenontvanger;21.5;14.1
182;Noord-Overijssel;Totaal sociaal-economische categorie;216.2;16.4
183;Noord-Overijssel;Totaal actief;144.4;18.3
184;Noord-Overijssel;Werknemer;124.9;18.0
185;Noord-Overijssel;Zelfstandige;19.4;20.5
186;Noord-Overijssel;Totaal niet-actief;71.8;12.5
187;Noord-Overijssel;Werkloosheids- en bijstandsuitk. ontv.;5.5;11.0
188;Noord-Overijssel;Pensioenontvanger;47.6;13.6
189;Zuidwest-Overijssel;Totaal sociaal-economische categorie;96.8;16.0
190;Zuidwest-Overijssel;Totaal actief;63.2;17.9
191;Zuidwest-Overijssel;Werknemer;56.3;17.6
192;Zuidwest-Overijssel;Zelfstandige;6.8;20.7
193;Zuidwest-Overijssel;Totaal niet-actief;33.5;12.6
194;Zuidwest-Overijssel;Werkloosheids- en bijstandsuitk. ontv.;2.8;11.1
195;Zuidwest-Overijssel;Pensioenontvanger;21.8;13.7
196;Twente;Totaal sociaal-economische categorie;400.2;15.7
197;Twente;Totaal actief;254.3;17.5
198;Twente;Werknemer;224.0;17.1
199;Twente;Zelfstandige;30.0;20.6
200;Twente;Totaal niet-actief;145.7;12.5
201;Twente;Werkloosheids- en bijstandsuitk. ontv.;14.7;10.4
202;Twente;Pensioenontvanger;92.9;13.7
203;Veluwe;Totaal sociaal-economische categorie;411.1;17.1
204;Veluwe;Totaal actief;269.8;18.9
205;Veluwe;Werknemer;236.8;18.3
206;Veluwe;Zelfstandige;32.5;22.7
207;Veluwe;Totaal niet-actief;141.2;13.8
208;Veluwe;Werkloosheids- en bijstandsuitk. ontv.;8.7;11.4
209;Veluwe;Pensioenontvanger;96.1;15.3
210;Achterhoek;Totaal sociaal-economische categorie;255.7;16.1
211;Achterhoek;Totaal actief;165.3;17.8
212;Achterhoek;Werknemer;141.4;17.4
213;Achterhoek;Zelfstandige;23.6;20.3
214;Achterhoek;Totaal niet-actief;90.3;13.0
215;Achterhoek;Werkloosheids- en bijstandsuitk. ontv.;5.5;11.5
216;Achterhoek;Pensioenontvanger;62.7;14.0
217;Arnhem/Nijmegen;Totaal sociaal-economische categorie;472.6;16.5
218;Arnhem/Nijmegen;Totaal actief;305.6;18.4
219;Arnhem/Nijmegen;Werknemer;274.4;18.1
220;Arnhem/Nijmegen;Zelfstandige;30.8;21.1
221;Arnhem/Nijmegen;Totaal niet-actief;166.9;13.2
222;Arnhem/Nijmegen;Werkloosheids- en bijstandsuitk. ontv.;20.4;10.6
223;Arnhem/Nijmegen;Pensioenontvanger;103.4;14.9
224;Zuidwest-Gelderland;Totaal sociaal-economische categorie;146.0;17.2
225;Zuidwest-Gelderland;Totaal actief;103.3;19.1
226;Zuidwest-Gelderland;Werknemer;88.2;18.8
227;Zuidwest-Gelderland;Zelfstandige;15.0;21.0
228;Zuidwest-Gelderland;Totaal niet-actief;42.7;12.8
229;Zuidwest-Gelderland;Werkloosheids- en bijstandsuitk. ontv.;3.0;11.0
230;Zuidwest-Gelderland;Pensioenontvanger;29.1;13.7
231;Utrecht;Totaal sociaal-economische categorie;760.0;18.3
232;Utrecht;Totaal actief;519.3;20.3
233;Utrecht;Werknemer;463.0;19.8
234;Utrecht;Zelfstandige;55.7;23.9
235;Utrecht;Totaal niet-actief;240.5;14.1
236;Utrecht;Werkloosheids- en bijstandsuitk. ontv.;22.0;10.9
237;Utrecht;Pensioenontvanger;153.6;16.0
238;Kop van Noord-Holland;Totaal sociaal-economische categorie;236.3;16.7
239;Kop van Noord-Holland;Totaal actief;160.1;18.5
240;Kop van Noord-Holland;Werknemer;136.0;17.9
241;Kop van Noord-Holland;Zelfstandige;23.9;21.8
242;Kop van Noord-Holland;Totaal niet-actief;76.2;13.0
243;Kop van Noord-Holland;Werkloosheids- en bijstandsuitk. ontv.;6.0;11.7
244;Kop van Noord-Holland;Pensioenontvanger;48.1;14.2
245;Alkmaar en omgeving;Totaal sociaal-economische categorie;149.4;17.6
246;Alkmaar en omgeving;Totaal actief;99.2;19.4
247;Alkmaar en omgeving;Werknemer;87.4;18.9
248;Alkmaar en omgeving;Zelfstandige;11.7;23.0
249;Alkmaar en omgeving;Totaal niet-actief;50.1;14.0
250;Alkmaar en omgeving;Werkloosheids- en bijstandsuitk. ontv.;4.0;12.5
251;Alkmaar en omgeving;Pensioenontvanger;31.5;15.6
252;IJmond;Totaal sociaal-economische categorie;126.5;17.7
253;IJmond;Totaal actief;79.9;19.8
254;IJmond;Werknemer;72.0;19.3
255;IJmond;Zelfstandige;7.9;23.8
256;IJmond;Totaal niet-actief;46.5;14.2
257;IJmond;Werkloosheids- en bijstandsuitk. ontv.;3.1;11.8
258;IJmond;Pensioenontvanger;32.0;15.7
259;Agglomeratie Haarlem;Totaal sociaal-economische categorie;150.5;19.0
260;Agglomeratie Haarlem;Totaal actief;93.1;21.5
261;Agglomeratie Haarlem;Werknemer;81.7;21.1
262;Agglomeratie Haarlem;Zelfstandige;11.3;24.3
263;Agglomeratie Haarlem;Totaal niet-actief;57.4;14.9
264;Agglomeratie Haarlem;Werkloosheids- en bijstandsuitk. ontv.;4.4;11.2
265;Agglomeratie Haarlem;Pensioenontvanger;38.5;16.7
266;Zaanstreek;Totaal sociaal-economische categorie;104.4;16.9
267;Zaanstreek;Totaal actief;67.7;18.9
268;Zaanstreek;Werknemer;61.4;18.7
269;Zaanstreek;Zelfstandige;6.3;21.7
270;Zaanstreek;Totaal niet-actief;36.7;13.0
271;Zaanstreek;Werkloosheids- en bijstandsuitk. ontv.;3.2;11.4
272;Zaanstreek;Pensioenontvanger;23.0;14.2
273;Groot-Amsterdam;Totaal sociaal-economische categorie;795.1;18.0
274;Groot-Amsterdam;Totaal actief;516.9;20.6
275;Groot-Amsterdam;Werknemer;448.0;20.5
276;Groot-Amsterdam;Zelfstandige;68.3;21.3
277;Groot-Amsterdam;Totaal niet-actief;278.1;13.2
278;Groot-Amsterdam;Werkloosheids- en bijstandsuitk. ontv.;51.6;10.7
279;Groot-Amsterdam;Pensioenontvanger;152.3;14.9
280;Het Gooi en Vechtstreek;Totaal sociaal-economische categorie;163.6;20.3
281;Het Gooi en Vechtstreek;Totaal actief;104.2;22.9
282;Het Gooi en Vechtstreek;Werknemer;89.9;22.4
283;Het Gooi en Vechtstreek;Zelfstandige;14.1;26.4
284;Het Gooi en Vechtstreek;Totaal niet-actief;59.4;15.7
285;Het Gooi en Vechtstreek;Werkloosheids- en bijstandsuitk. ontv.;3.6;11.7
286;Het Gooi en Vechtstreek;Pensioenontvanger;43.4;17.4
287;Agglomeratie Leiden en Bollenstreek;Totaal sociaal-economische categorie;256.9;18.3
288;Agglomeratie Leiden en Bollenstreek;Totaal actief;176.8;20.2
289;Agglomeratie Leiden en Bollenstreek;Werknemer;158.1;19.6
290;Agglomeratie Leiden en Bollenstreek;Zelfstandige;18.4;25.6
291;Agglomeratie Leiden en Bollenstreek;Totaal niet-actief;80.0;14.2
292;Agglomeratie Leiden en Bollenstreek;Werkloosheids- en bijstandsuitk. ontv.;6.2;11.4
293;Agglomeratie Leiden en Bollenstreek;Pensioenontvanger;54.9;15.9
294;Agglomeratie 's-Gravenhage;Totaal sociaal-economische categorie;500.9;18.1
295;Agglomeratie 's-Gravenhage;Totaal actief;312.8;20.3
296;Agglomeratie 's-Gravenhage;Werknemer;280.2;20.0
297;Agglomeratie 's-Gravenhage;Zelfstandige;32.3;22.3
298;Agglomeratie 's-Gravenhage;Totaal niet-actief;187.9;14.4
299;Agglomeratie 's-Gravenhage;Werkloosheids- en bijstandsuitk. ontv.;28.8;10.9
300;Agglomeratie 's-Gravenhage;Pensioenontvanger;119.7;16.3
301;Delft en Westland;Totaal sociaal-economische categorie;140.2;16.8
302;Delft en Westland;Totaal actief;97.0;18.6
303;Delft en Westland;Werknemer;84.5;18.1
304;Delft en Westland;Zelfstandige;12.4;22.1
305;Delft en Westland;Totaal niet-actief;43.2;13.0
306;Delft en Westland;Werkloosheids- en bijstandsuitk. ontv.;4.4;10.8
307;Delft en Westland;Pensioenontvanger;29.0;14.4
308;Oost-Zuid-Holland;Totaal sociaal-economische categorie;210.0;18.1
309;Oost-Zuid-Holland;Totaal actief;149.7;19.9
310;Oost-Zuid-Holland;Werknemer;132.3;19.5
311;Oost-Zuid-Holland;Zelfstandige;17.2;23.1
312;Oost-Zuid-Holland;Totaal niet-actief;60.3;13.5
313;Oost-Zuid-Holland;Werkloosheids- en bijstandsuitk. ontv.;4.3;11.4
314;Oost-Zuid-Holland;Pensioenontvanger;41.5;15.0
315;Groot-Rijnmond;Totaal sociaal-economische categorie;889.8;17.0
316;Groot-Rijnmond;Totaal actief;557.0;19.4
317;Groot-Rijnmond;Werknemer;502.2;19.2
318;Groot-Rijnmond;Zelfstandige;54.3;21.8
319;Groot-Rijnmond;Totaal niet-actief;332.5;12.9
320;Groot-Rijnmond;Werkloosheids- en bijstandsuitk. ontv.;59.8;10.7
321;Groot-Rijnmond;Pensioenontvanger;206.1;14.3
322;Zuidoost-Zuid-Holland;Totaal sociaal-economische categorie;254.2;17.1
323;Zuidoost-Zuid-Holland;Totaal actief;168.6;19.1
324;Zuidoost-Zuid-Holland;Werknemer;151.6;18.8
325;Zuidoost-Zuid-Holland;Zelfstandige;16.8;22.5
326;Zuidoost-Zuid-Holland;Totaal niet-actief;85.5;12.9
327;Zuidoost-Zuid-Holland;Werkloosheids- en bijstandsuitk. ontv.;8.1;9.2
328;Zuidoost-Zuid-Holland;Pensioenontvanger;59.2;14.3
329;Zeeuwsch-Vlaanderen;Totaal sociaal-economische categorie;70.9;16.5
330;Zeeuwsch-Vlaanderen;Totaal actief;43.6;18.8
331;Zeeuwsch-Vlaanderen;Werknemer;36.6;18.4
332;Zeeuwsch-Vlaanderen;Zelfstandige;7.0;21.0
333;Zeeuwsch-Vlaanderen;Totaal niet-actief;27.3;12.9
334;Zeeuwsch-Vlaanderen;Werkloosheids- en bijstandsuitk. ontv.;1.8;11.3
335;Zeeuwsch-Vlaanderen;Pensioenontvanger;20.6;13.6
336;Overig Zeeland;Totaal sociaal-economische categorie;175.9;16.5
337;Overig Zeeland;Totaal actief;112.0;18.3
338;Overig Zeeland;Werknemer;95.7;17.7
339;Overig Zeeland;Zelfstandige;16.1;22.1
340;Overig Zeeland;Totaal niet-actief;63.9;13.4
341;Overig Zeeland;Werkloosheids- en bijstandsuitk. ontv.;4.6;11.5
342;Overig Zeeland;Pensioenontvanger;46.0;14.5
343;West-Noord-Brabant;Totaal sociaal-economische categorie;399.4;16.9
344;West-Noord-Brabant;Totaal actief;262.3;19.0
345;West-Noord-Brabant;Werknemer;232.2;18.7
346;West-Noord-Brabant;Zelfstandige;29.8;20.8
347;West-Noord-Brabant;Totaal niet-actief;137.0;13.0
348;West-Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;12.7;10.9
349;West-Noord-Brabant;Pensioenontvanger;91.7;14.3
350;Midden-Noord-Brabant;Totaal sociaal-economische categorie;298.2;16.4
351;Midden-Noord-Brabant;Totaal actief;199.7;18.4
352;Midden-Noord-Brabant;Werknemer;177.4;18.0
353;Midden-Noord-Brabant;Zelfstandige;21.8;21.4
354;Midden-Noord-Brabant;Totaal niet-actief;98.5;12.6
355;Midden-Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;9.0;10.6
356;Midden-Noord-Brabant;Pensioenontvanger;62.5;14.0
357;Noordoost-Noord-Brabant;Totaal sociaal-economische categorie;415.5;17.0
358;Noordoost-Noord-Brabant;Totaal actief;280.1;18.8
359;Noordoost-Noord-Brabant;Werknemer;244.5;18.4
360;Noordoost-Noord-Brabant;Zelfstandige;35.3;21.5
361;Noordoost-Noord-Brabant;Totaal niet-actief;135.3;13.2
362;Noordoost-Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;10.8;11.1
363;Noordoost-Noord-Brabant;Pensioenontvanger;86.5;14.5
364;Zuidoost-Noord-Brabant;Totaal sociaal-economische categorie;479.4;17.1
365;Zuidoost-Noord-Brabant;Totaal actief;316.3;19.0
366;Zuidoost-Noord-Brabant;Werknemer;279.7;18.6
367;Zuidoost-Noord-Brabant;Zelfstandige;36.2;21.7
368;Zuidoost-Noord-Brabant;Totaal niet-actief;162.9;13.5
369;Zuidoost-Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;15.3;11.0
370;Zuidoost-Noord-Brabant;Pensioenontvanger;105.6;15.1
371;Noord-Limburg;Totaal sociaal-economische categorie;184.2;16.0
372;Noord-Limburg;Totaal actief;122.0;17.7
373;Noord-Limburg;Werknemer;106.9;17.2
374;Noord-Limburg;Zelfstandige;14.9;21.3
375;Noord-Limburg;Totaal niet-actief;62.2;12.6
376;Noord-Limburg;Werkloosheids- en bijstandsuitk. ontv.;5.0;11.2
377;Noord-Limburg;Pensioenontvanger;40.1;13.8
378;Midden-Limburg;Totaal sociaal-economische categorie;147.1;16.3
379;Midden-Limburg;Totaal actief;94.8;18.2
380;Midden-Limburg;Werknemer;82.9;18.0
381;Midden-Limburg;Zelfstandige;11.8;20.0
382;Midden-Limburg;Totaal niet-actief;52.2;12.9
383;Midden-Limburg;Werkloosheids- en bijstandsuitk. ontv.;4.8;11.1
384;Midden-Limburg;Pensioenontvanger;34.2;14.0
385;Zuid-Limburg;Totaal sociaal-economische categorie;429.2;15.9
386;Zuid-Limburg;Totaal actief;250.0;18.1
387;Zuid-Limburg;Werknemer;223.1;17.9
388;Zuid-Limburg;Zelfstandige;26.5;19.4
389;Zuid-Limburg;Totaal niet-actief;179.1;12.9
390;Zuid-Limburg;Werkloosheids- en bijstandsuitk. ontv.;19.1;10.6
391;Zuid-Limburg;Pensioenontvanger;111.6;14.2
392;Flevoland;Totaal sociaal-economische categorie;211.0;16.9
393;Flevoland;Totaal actief;152.4;18.6
394;Flevoland;Werknemer;134.8;18.6
395;Flevoland;Zelfstandige;17.5;19.0
396;Flevoland;Totaal niet-actief;58.5;12.3
397;Flevoland;Werkloosheids- en bijstandsuitk. ontv.;6.8;11.6
398;Flevoland;Pensioenontvanger;32.4;13.7
399;Groningen;Totaal sociaal-economische categorie;132.0;15.5
400;Groningen;Totaal actief;81.8;17.2
401;Groningen;Werknemer;73.9;16.8
402;Groningen;Zelfstandige;7.7;21.7
403;Groningen;Totaal niet-actief;50.2;12.6
404;Groningen;Werkloosheids- en bijstandsuitk. ontv.;9.3;10.5
405;Groningen;Pensioenontvanger;27.9;14.6
406;Leeuwarden;Totaal sociaal-economische categorie;61.3;15.1
407;Leeuwarden;Totaal actief;36.4;16.8
408;Leeuwarden;Werknemer;32.9;16.4
409;Leeuwarden;Zelfstandige;3.5;20.7
410;Leeuwarden;Totaal niet-actief;24.8;12.7
411;Leeuwarden;Werkloosheids- en bijstandsuitk. ontv.;4.2;10.7
412;Leeuwarden;Pensioenontvanger;14.2;14.7
413;Zwolle;Totaal sociaal-economische categorie;73.8;16.9
414;Zwolle;Totaal actief;48.5;19.0
415;Zwolle;Werknemer;44.6;18.5
416;Zwolle;Zelfstandige;3.9;24.3
417;Zwolle;Totaal niet-actief;25.3;12.9
418;Zwolle;Werkloosheids- en bijstandsuitk. ontv.;2.9;10.9
419;Zwolle;Pensioenontvanger;15.0;14.6
420;Enschede;Totaal sociaal-economische categorie;99.1;14.8
421;Enschede;Totaal actief;59.0;16.8
422;Enschede;Werknemer;53.2;16.4
423;Enschede;Zelfstandige;5.7;20.3
424;Enschede;Totaal niet-actief;40.1;12.0
425;Enschede;Werkloosheids- en bijstandsuitk. ontv.;6.1;10.1
426;Enschede;Pensioenontvanger;22.6;13.5
427;Apeldoorn;Totaal sociaal-economische categorie;105.3;17.0
428;Apeldoorn;Totaal actief;66.6;18.9
429;Apeldoorn;Werknemer;60.5;18.5
430;Apeldoorn;Zelfstandige;6.1;23.2
431;Apeldoorn;Totaal niet-actief;38.6;13.7
432;Apeldoorn;Werkloosheids- en bijstandsuitk. ontv.;3.2;11.4
433;Apeldoorn;Pensioenontvanger;25.6;15.2
434;Arnhem;Totaal sociaal-economische categorie;97.5;16.1
435;Arnhem;Totaal actief;60.0;18.0
436;Arnhem;Werknemer;54.2;17.8
437;Arnhem;Zelfstandige;5.8;20.1
438;Arnhem;Totaal niet-actief;37.5;13.0
439;Arnhem;Werkloosheids- en bijstandsuitk. ontv.;6.9;10.3
440;Arnhem;Pensioenontvanger;20.4;15.3
441;Nijmegen;Totaal sociaal-economische categorie;105.7;15.8
442;Nijmegen;Totaal actief;66.2;17.7
443;Nijmegen;Werknemer;59.9;17.3
444;Nijmegen;Zelfstandige;6.2;21.8
445;Nijmegen;Totaal niet-actief;39.5;12.7
446;Nijmegen;Werkloosheids- en bijstandsuitk. ontv.;7.2;10.4
447;Nijmegen;Pensioenontvanger;22.2;14.6
448;Amersfoort;Totaal sociaal-economische categorie;105.4;18.4
449;Amersfoort;Totaal actief;73.1;20.3
