ID;Leeftijd;BeroepenEnSpecialismen;SociaaleconomischeCategorie;RegioS;Perioden;MedischGeschoolden_1
67;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2014;12665
68;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2015;12930
69;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2016;13260
70;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2017;13520
71;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2018;13845
72;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2019;13940
73;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2020;14475
74;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2021;14900
75;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2022;15140
76;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (PV);2023;14905
77;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2013;12760
78;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2014;10445
79;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2015;10855
80;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2016;11115
81;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2017;11435
82;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2018;11860
83;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2019;11740
84;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2020;12265
85;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2021;12690
86;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2022;13040
87;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Fryslân (PV);2023;12825
88;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2013;10955
89;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2014;9280
90;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2015;9500
91;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2016;9625
92;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2017;9920
93;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2018;10275
94;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2019;10210
95;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2020;10670
96;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2021;11075
97;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2022;11405
98;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (PV);2023;11200
99;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2013;22690
100;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2014;19375
101;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2015;19920
102;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2016;20495
103;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2017;21165
104;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2018;21795
105;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2019;21755
106;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2020;22795
107;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2021;23705
108;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2022;24405
109;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Overijssel (PV);2023;24200
110;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2013;5985
111;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2014;5075
112;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2015;5215
113;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2016;5245
114;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2017;5415
115;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2018;5315
116;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2019;5545
117;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2020;5730
118;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2021;6050
119;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2022;6200
120;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Flevoland (PV);2023;6125
121;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2013;42905
122;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2014;36460
123;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2015;37465
124;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2016;38325
125;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2017;39355
126;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2018;40435
127;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2019;39925
128;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2020;41400
129;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2021;42760
130;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2022;43965
131;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Gelderland (PV);2023;43340
132;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2013;29950
133;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2014;26125
134;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2015;26640
135;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2016;27150
136;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2017;27660
137;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2018;28335
138;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2019;28600
139;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2020;29685
140;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2021;30425
141;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2022;31075
142;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Utrecht (PV);2023;30740
143;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2013;53060
144;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2014;46780
145;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2015;47800
146;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2016;48730
147;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2017;49305
148;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2018;49605
149;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2019;49195
150;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2020;50120
151;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2021;51090
152;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2022;51615
153;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Holland (PV);2023;50580
154;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2013;60835
155;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2014;53650
156;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2015;55085
157;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2016;56425
158;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2017;57775
159;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2018;59275
160;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2019;58480
161;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2020;60400
162;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2021;62005
163;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2022;63285
164;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zuid-Holland (PV);2023;62710
165;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2013;7070
166;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2014;5885
167;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2015;5980
168;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2016;6080
169;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2017;6195
170;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2018;6370
171;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2019;6200
172;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2020;6400
173;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2021;6570
174;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2022;6760
175;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Zeeland (PV);2023;6650
176;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2013;47095
177;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2014;39930
178;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2015;40855
179;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2016;41740
180;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2017;42715
181;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2018;43715
182;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2019;42810
183;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2020;44235
184;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2021;45490
185;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2022;46645
186;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Noord-Brabant (PV);2023;45925
187;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2013;23285
188;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2014;20060
189;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2015;20555
190;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2016;20900
191;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2017;21305
192;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2018;21780
193;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2019;21275
194;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2020;21930
195;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2021;22650
196;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2022;23205
197;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Limburg (PV);2023;22810
198;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2013;1685
199;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2014;1435
200;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2015;1595
201;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2016;1530
202;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2017;1645
203;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2018;1695
204;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2019;2460
205;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2020;2395
206;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2021;2600
207;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2022;2780
208;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Niet in te delen (PV) incl. buitenland;2023;2835
209;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2013;14030
210;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2014;12665
211;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2015;12930
212;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2016;13260
213;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2017;13520
214;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2018;13845
215;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2019;13940
216;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2020;14475
217;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2021;14900
218;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2022;15140
219;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Groningen (RA);2023;14905
220;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (RA);2013;10955
221;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (RA);2014;9280
222;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (RA);2015;9500
223;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (RA);2016;9625
224;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (RA);2017;9920
225;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Werknemer of zelfstandige;Drenthe (RA);2018;10275
