ID;Geslacht;Leeftijd;Zorgvormen;Perioden;JongerenMetKostenZvwGGZ_1;GedeclareerdeEnToegekendeKosten_2
64;Totaal jongens en meisjes;5 tot 12 jaar;Generalistische Basis GGZ;2011;;
65;Totaal jongens en meisjes;5 tot 12 jaar;Generalistische Basis GGZ;2012;;
66;Totaal jongens en meisjes;5 tot 12 jaar;Generalistische Basis GGZ;2013;;
67;Totaal jongens en meisjes;5 tot 12 jaar;Generalistische Basis GGZ;2014;25275.0;16864.0
68;Totaal jongens en meisjes;5 tot 12 jaar;Gespecialiseerde GGZ;2011;;
69;Totaal jongens en meisjes;5 tot 12 jaar;Gespecialiseerde GGZ;2012;;
70;Totaal jongens en meisjes;5 tot 12 jaar;Gespecialiseerde GGZ;2013;;
71;Totaal jongens en meisjes;5 tot 12 jaar;Gespecialiseerde GGZ;2014;87730.0;216411.0
72;Totaal jongens en meisjes;12 tot 18 jaar;Totaal alle vormen;2011;116210.0;420461.0
73;Totaal jongens en meisjes;12 tot 18 jaar;Totaal alle vormen;2012;118435.0;402416.0
74;Totaal jongens en meisjes;12 tot 18 jaar;Totaal alle vormen;2013;119445.0;434705.0
75;Totaal jongens en meisjes;12 tot 18 jaar;Totaal alle vormen;2014;96955.0;279494.0
76;Totaal jongens en meisjes;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2011;29010.0;10377.0
77;Totaal jongens en meisjes;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2012;29135.0;6937.0
78;Totaal jongens en meisjes;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2013;29615.0;6984.0
79;Totaal jongens en meisjes;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2014;;
80;Totaal jongens en meisjes;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2011;92270.0;410059.0
81;Totaal jongens en meisjes;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2012;94055.0;395242.0
82;Totaal jongens en meisjes;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2013;94460.0;426276.0
83;Totaal jongens en meisjes;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2014;;
84;Totaal jongens en meisjes;12 tot 18 jaar;Overige producten GGZ;2011;185.0;25.0
85;Totaal jongens en meisjes;12 tot 18 jaar;Overige producten GGZ;2012;520.0;237.0
86;Totaal jongens en meisjes;12 tot 18 jaar;Overige producten GGZ;2013;1985.0;1445.0
87;Totaal jongens en meisjes;12 tot 18 jaar;Overige producten GGZ;2014;95.0;101.0
88;Totaal jongens en meisjes;12 tot 18 jaar;Generalistische Basis GGZ;2011;;
89;Totaal jongens en meisjes;12 tot 18 jaar;Generalistische Basis GGZ;2012;;
90;Totaal jongens en meisjes;12 tot 18 jaar;Generalistische Basis GGZ;2013;;
91;Totaal jongens en meisjes;12 tot 18 jaar;Generalistische Basis GGZ;2014;24375.0;15809.0
92;Totaal jongens en meisjes;12 tot 18 jaar;Gespecialiseerde GGZ;2011;;
93;Totaal jongens en meisjes;12 tot 18 jaar;Gespecialiseerde GGZ;2012;;
94;Totaal jongens en meisjes;12 tot 18 jaar;Gespecialiseerde GGZ;2013;;
95;Totaal jongens en meisjes;12 tot 18 jaar;Gespecialiseerde GGZ;2014;76170.0;263584.0
96;Jongens;Totaal 0 tot 18 jaar;Totaal alle vormen;2011;164145.0;519870.0
97;Jongens;Totaal 0 tot 18 jaar;Totaal alle vormen;2012;162150.0;489745.0
98;Jongens;Totaal 0 tot 18 jaar;Totaal alle vormen;2013;158170.0;498357.0
99;Jongens;Totaal 0 tot 18 jaar;Totaal alle vormen;2014;127645.0;306445.0
100;Jongens;Totaal 0 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2011;35445.0;13111.0
101;Jongens;Totaal 0 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2012;33905.0;8437.0
102;Jongens;Totaal 0 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2013;32830.0;7675.0
103;Jongens;Totaal 0 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2014;;
104;Jongens;Totaal 0 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2011;135475.0;506717.0
105;Jongens;Totaal 0 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2012;134410.0;481146.0
106;Jongens;Totaal 0 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2013;130515.0;489024.0
107;Jongens;Totaal 0 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2014;;
108;Jongens;Totaal 0 tot 18 jaar;Overige producten GGZ;2011;175.0;42.0
109;Jongens;Totaal 0 tot 18 jaar;Overige producten GGZ;2012;400.0;162.0
110;Jongens;Totaal 0 tot 18 jaar;Overige producten GGZ;2013;1740.0;1658.0
111;Jongens;Totaal 0 tot 18 jaar;Overige producten GGZ;2014;65.0;108.0
112;Jongens;Totaal 0 tot 18 jaar;Generalistische Basis GGZ;2011;;
113;Jongens;Totaal 0 tot 18 jaar;Generalistische Basis GGZ;2012;;
114;Jongens;Totaal 0 tot 18 jaar;Generalistische Basis GGZ;2013;;
115;Jongens;Totaal 0 tot 18 jaar;Generalistische Basis GGZ;2014;26795.0;17393.0
116;Jongens;Totaal 0 tot 18 jaar;Gespecialiseerde GGZ;2011;;
117;Jongens;Totaal 0 tot 18 jaar;Gespecialiseerde GGZ;2012;;
118;Jongens;Totaal 0 tot 18 jaar;Gespecialiseerde GGZ;2013;;
119;Jongens;Totaal 0 tot 18 jaar;Gespecialiseerde GGZ;2014;104920.0;288944.0
120;Jongens;0 tot 5 jaar;Totaal alle vormen;2011;5235.0;17082.0
121;Jongens;0 tot 5 jaar;Totaal alle vormen;2012;4985.0;16918.0
122;Jongens;0 tot 5 jaar;Totaal alle vormen;2013;4595.0;15856.0
123;Jongens;0 tot 5 jaar;Totaal alle vormen;2014;3500.0;9644.0
124;Jongens;0 tot 5 jaar;1e lijns geestelijke gezondheidszorg;2011;865.0;237.0
125;Jongens;0 tot 5 jaar;1e lijns geestelijke gezondheidszorg;2012;925.0;208.0
126;Jongens;0 tot 5 jaar;1e lijns geestelijke gezondheidszorg;2013;850.0;168.0
127;Jongens;0 tot 5 jaar;1e lijns geestelijke gezondheidszorg;2014;;
128;Jongens;0 tot 5 jaar;2e lijns geestelijke gezondheidszorg;2011;4440.0;16843.0
129;Jongens;0 tot 5 jaar;2e lijns geestelijke gezondheidszorg;2012;4140.0;16710.0
130;Jongens;0 tot 5 jaar;2e lijns geestelijke gezondheidszorg;2013;3770.0;15622.0
131;Jongens;0 tot 5 jaar;2e lijns geestelijke gezondheidszorg;2014;;
132;Jongens;0 tot 5 jaar;Overige producten GGZ;2011;5.0;1.0
133;Jongens;0 tot 5 jaar;Overige producten GGZ;2012;5.0;1.0
134;Jongens;0 tot 5 jaar;Overige producten GGZ;2013;50.0;66.0
135;Jongens;0 tot 5 jaar;Overige producten GGZ;2014;5.0;0.0
136;Jongens;0 tot 5 jaar;Generalistische Basis GGZ;2011;;
137;Jongens;0 tot 5 jaar;Generalistische Basis GGZ;2012;;
138;Jongens;0 tot 5 jaar;Generalistische Basis GGZ;2013;;
139;Jongens;0 tot 5 jaar;Generalistische Basis GGZ;2014;695.0;398.0
140;Jongens;0 tot 5 jaar;Gespecialiseerde GGZ;2011;;
141;Jongens;0 tot 5 jaar;Gespecialiseerde GGZ;2012;;
142;Jongens;0 tot 5 jaar;Gespecialiseerde GGZ;2013;;
143;Jongens;0 tot 5 jaar;Gespecialiseerde GGZ;2014;2850.0;9245.0
144;Jongens;5 tot 12 jaar;Totaal alle vormen;2011;93005.0;273816.0
145;Jongens;5 tot 12 jaar;Totaal alle vormen;2012;90135.0;256166.0
146;Jongens;5 tot 12 jaar;Totaal alle vormen;2013;86910.0;257627.0
147;Jongens;5 tot 12 jaar;Totaal alle vormen;2014;70805.0;156551.0
148;Jongens;5 tot 12 jaar;1e lijns geestelijke gezondheidszorg;2011;21190.0;8114.0
149;Jongens;5 tot 12 jaar;1e lijns geestelijke gezondheidszorg;2012;19890.0;5129.0
150;Jongens;5 tot 12 jaar;1e lijns geestelijke gezondheidszorg;2013;19025.0;4522.0
151;Jongens;5 tot 12 jaar;1e lijns geestelijke gezondheidszorg;2014;;
152;Jongens;5 tot 12 jaar;2e lijns geestelijke gezondheidszorg;2011;76015.0;265675.0
153;Jongens;5 tot 12 jaar;2e lijns geestelijke gezondheidszorg;2012;74030.0;251000.0
154;Jongens;5 tot 12 jaar;2e lijns geestelijke gezondheidszorg;2013;70925.0;252138.0
155;Jongens;5 tot 12 jaar;2e lijns geestelijke gezondheidszorg;2014;;
156;Jongens;5 tot 12 jaar;Overige producten GGZ;2011;65.0;27.0
157;Jongens;5 tot 12 jaar;Overige producten GGZ;2012;135.0;38.0
158;Jongens;5 tot 12 jaar;Overige producten GGZ;2013;785.0;967.0
159;Jongens;5 tot 12 jaar;Overige producten GGZ;2014;15.0;34.0
160;Jongens;5 tot 12 jaar;Generalistische Basis GGZ;2011;;
161;Jongens;5 tot 12 jaar;Generalistische Basis GGZ;2012;;
162;Jongens;5 tot 12 jaar;Generalistische Basis GGZ;2013;;
163;Jongens;5 tot 12 jaar;Generalistische Basis GGZ;2014;15150.0;10124.0
164;Jongens;5 tot 12 jaar;Gespecialiseerde GGZ;2011;;
165;Jongens;5 tot 12 jaar;Gespecialiseerde GGZ;2012;;
166;Jongens;5 tot 12 jaar;Gespecialiseerde GGZ;2013;;
167;Jongens;5 tot 12 jaar;Gespecialiseerde GGZ;2014;57970.0;146393.0
168;Jongens;12 tot 18 jaar;Totaal alle vormen;2011;65905.0;228973.0
169;Jongens;12 tot 18 jaar;Totaal alle vormen;2012;67030.0;216661.0
170;Jongens;12 tot 18 jaar;Totaal alle vormen;2013;66665.0;224874.0
171;Jongens;12 tot 18 jaar;Totaal alle vormen;2014;53345.0;140250.0
172;Jongens;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2011;13390.0;4760.0
173;Jongens;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2012;13090.0;3100.0
174;Jongens;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2013;12950.0;2985.0
175;Jongens;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2014;;
176;Jongens;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2011;55025.0;224199.0
177;Jongens;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2012;56240.0;213437.0
178;Jongens;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2013;55820.0;221265.0
179;Jongens;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2014;;
180;Jongens;12 tot 18 jaar;Overige producten GGZ;2011;110.0;14.0
181;Jongens;12 tot 18 jaar;Overige producten GGZ;2012;265.0;124.0
182;Jongens;12 tot 18 jaar;Overige producten GGZ;2013;905.0;625.0
183;Jongens;12 tot 18 jaar;Overige producten GGZ;2014;50.0;74.0
184;Jongens;12 tot 18 jaar;Generalistische Basis GGZ;2011;;
185;Jongens;12 tot 18 jaar;Generalistische Basis GGZ;2012;;
186;Jongens;12 tot 18 jaar;Generalistische Basis GGZ;2013;;
187;Jongens;12 tot 18 jaar;Generalistische Basis GGZ;2014;10950.0;6870.0
188;Jongens;12 tot 18 jaar;Gespecialiseerde GGZ;2011;;
189;Jongens;12 tot 18 jaar;Gespecialiseerde GGZ;2012;;
190;Jongens;12 tot 18 jaar;Gespecialiseerde GGZ;2013;;
191;Jongens;12 tot 18 jaar;Gespecialiseerde GGZ;2014;44100.0;133306.0
192;Meisjes;Totaal 0 tot 18 jaar;Totaal alle vormen;2011;103325.0;324943.0
193;Meisjes;Totaal 0 tot 18 jaar;Totaal alle vormen;2012;104020.0;318207.0
194;Meisjes;Totaal 0 tot 18 jaar;Totaal alle vormen;2013;104070.0;337971.0
195;Meisjes;Totaal 0 tot 18 jaar;Totaal alle vormen;2014;84240.0;220838.0
196;Meisjes;Totaal 0 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2011;31285.0;11528.0
197;Meisjes;Totaal 0 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2012;31320.0;7603.0
198;Meisjes;Totaal 0 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2013;31420.0;7495.0
199;Meisjes;Totaal 0 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2014;;
200;Meisjes;Totaal 0 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2011;76870.0;313378.0
201;Meisjes;Totaal 0 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2012;77385.0;310457.0
202;Meisjes;Totaal 0 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2013;76600.0;328983.0
203;Meisjes;Totaal 0 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2014;;
204;Meisjes;Totaal 0 tot 18 jaar;Overige producten GGZ;2011;110.0;37.0
205;Meisjes;Totaal 0 tot 18 jaar;Overige producten GGZ;2012;330.0;147.0
206;Meisjes;Totaal 0 tot 18 jaar;Overige producten GGZ;2013;1755.0;1493.0
207;Meisjes;Totaal 0 tot 18 jaar;Overige producten GGZ;2014;50.0;29.0
208;Meisjes;Totaal 0 tot 18 jaar;Generalistische Basis GGZ;2011;;
209;Meisjes;Totaal 0 tot 18 jaar;Generalistische Basis GGZ;2012;;
210;Meisjes;Totaal 0 tot 18 jaar;Generalistische Basis GGZ;2013;;
211;Meisjes;Totaal 0 tot 18 jaar;Generalistische Basis GGZ;2014;24015.0;15920.0
212;Meisjes;Totaal 0 tot 18 jaar;Gespecialiseerde GGZ;2011;;
213;Meisjes;Totaal 0 tot 18 jaar;Gespecialiseerde GGZ;2012;;
214;Meisjes;Totaal 0 tot 18 jaar;Gespecialiseerde GGZ;2013;;
215;Meisjes;Totaal 0 tot 18 jaar;Gespecialiseerde GGZ;2014;63345.0;204889.0
216;Meisjes;0 tot 5 jaar;Totaal alle vormen;2011;2835.0;8104.0
217;Meisjes;0 tot 5 jaar;Totaal alle vormen;2012;2760.0;7550.0
218;Meisjes;0 tot 5 jaar;Totaal alle vormen;2013;2695.0;7927.0
219;Meisjes;0 tot 5 jaar;Totaal alle vormen;2014;1965.0;4834.0
220;Meisjes;0 tot 5 jaar;1e lijns geestelijke gezondheidszorg;2011;535.0;140.0
221;Meisjes;0 tot 5 jaar;1e lijns geestelijke gezondheidszorg;2012;605.0;115.0
222;Meisjes;0 tot 5 jaar;1e lijns geestelijke gezondheidszorg;2013;605.0;115.0
223;Meisjes;0 tot 5 jaar;1e lijns geestelijke gezondheidszorg;2014;;
224;Meisjes;0 tot 5 jaar;2e lijns geestelijke gezondheidszorg;2011;2335.0;7961.0
225;Meisjes;0 tot 5 jaar;2e lijns geestelijke gezondheidszorg;2012;2195.0;7435.0
226;Meisjes;0 tot 5 jaar;2e lijns geestelijke gezondheidszorg;2013;2110.0;7778.0
227;Meisjes;0 tot 5 jaar;2e lijns geestelijke gezondheidszorg;2014;;
228;Meisjes;0 tot 5 jaar;Overige producten GGZ;2011;5.0;4.0
229;Meisjes;0 tot 5 jaar;Overige producten GGZ;2012;5.0;0.0
230;Meisjes;0 tot 5 jaar;Overige producten GGZ;2013;35.0;33.0
231;Meisjes;0 tot 5 jaar;Overige producten GGZ;2014;0.0;0.0
232;Meisjes;0 tot 5 jaar;Generalistische Basis GGZ;2011;;
233;Meisjes;0 tot 5 jaar;Generalistische Basis GGZ;2012;;
234;Meisjes;0 tot 5 jaar;Generalistische Basis GGZ;2013;;
235;Meisjes;0 tot 5 jaar;Generalistische Basis GGZ;2014;460.0;241.0
236;Meisjes;0 tot 5 jaar;Gespecialiseerde GGZ;2011;;
237;Meisjes;0 tot 5 jaar;Gespecialiseerde GGZ;2012;;
238;Meisjes;0 tot 5 jaar;Gespecialiseerde GGZ;2013;;
239;Meisjes;0 tot 5 jaar;Gespecialiseerde GGZ;2014;1515.0;4593.0
240;Meisjes;5 tot 12 jaar;Totaal alle vormen;2011;50185.0;125351.0
241;Meisjes;5 tot 12 jaar;Totaal alle vormen;2012;49855.0;124901.0
242;Meisjes;5 tot 12 jaar;Totaal alle vormen;2013;48595.0;120214.0
243;Meisjes;5 tot 12 jaar;Totaal alle vormen;2014;38660.0;76760.0
244;Meisjes;5 tot 12 jaar;1e lijns geestelijke gezondheidszorg;2011;15130.0;5771.0
245;Meisjes;5 tot 12 jaar;1e lijns geestelijke gezondheidszorg;2012;14665.0;3651.0
246;Meisjes;5 tot 12 jaar;1e lijns geestelijke gezondheidszorg;2013;14150.0;3380.0
247;Meisjes;5 tot 12 jaar;1e lijns geestelijke gezondheidszorg;2014;;
248;Meisjes;5 tot 12 jaar;2e lijns geestelijke gezondheidszorg;2011;37290.0;119558.0
249;Meisjes;5 tot 12 jaar;2e lijns geestelijke gezondheidszorg;2012;37380.0;121216.0
250;Meisjes;5 tot 12 jaar;2e lijns geestelijke gezondheidszorg;2013;35855.0;116194.0
251;Meisjes;5 tot 12 jaar;2e lijns geestelijke gezondheidszorg;2014;;
252;Meisjes;5 tot 12 jaar;Overige producten GGZ;2011;30.0;22.0
253;Meisjes;5 tot 12 jaar;Overige producten GGZ;2012;75.0;34.0
254;Meisjes;5 tot 12 jaar;Overige producten GGZ;2013;645.0;639.0
255;Meisjes;5 tot 12 jaar;Overige producten GGZ;2014;5.0;2.0
256;Meisjes;5 tot 12 jaar;Generalistische Basis GGZ;2011;;
257;Meisjes;5 tot 12 jaar;Generalistische Basis GGZ;2012;;
258;Meisjes;5 tot 12 jaar;Generalistische Basis GGZ;2013;;
259;Meisjes;5 tot 12 jaar;Generalistische Basis GGZ;2014;10125.0;6740.0
260;Meisjes;5 tot 12 jaar;Gespecialiseerde GGZ;2011;;
261;Meisjes;5 tot 12 jaar;Gespecialiseerde GGZ;2012;;
262;Meisjes;5 tot 12 jaar;Gespecialiseerde GGZ;2013;;
263;Meisjes;5 tot 12 jaar;Gespecialiseerde GGZ;2014;29755.0;70018.0
264;Meisjes;12 tot 18 jaar;Totaal alle vormen;2011;50305.0;191489.0
265;Meisjes;12 tot 18 jaar;Totaal alle vormen;2012;51405.0;185755.0
266;Meisjes;12 tot 18 jaar;Totaal alle vormen;2013;52780.0;209831.0
267;Meisjes;12 tot 18 jaar;Totaal alle vormen;2014;43610.0;139244.0
268;Meisjes;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2011;15625.0;5617.0
269;Meisjes;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2012;16050.0;3837.0
270;Meisjes;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2013;16665.0;3999.0
271;Meisjes;12 tot 18 jaar;1e lijns geestelijke gezondheidszorg;2014;;
272;Meisjes;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2011;37245.0;185860.0
273;Meisjes;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2012;37815.0;181806.0
274;Meisjes;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2013;38640.0;205011.0
275;Meisjes;12 tot 18 jaar;2e lijns geestelijke gezondheidszorg;2014;;
276;Meisjes;12 tot 18 jaar;Overige producten GGZ;2011;75.0;11.0
277;Meisjes;12 tot 18 jaar;Overige producten GGZ;2012;255.0;113.0
278;Meisjes;12 tot 18 jaar;Overige producten GGZ;2013;1075.0;820.0
279;Meisjes;12 tot 18 jaar;Overige producten GGZ;2014;45.0;27.0
280;Meisjes;12 tot 18 jaar;Generalistische Basis GGZ;2011;;
281;Meisjes;12 tot 18 jaar;Generalistische Basis GGZ;2012;;
282;Meisjes;12 tot 18 jaar;Generalistische Basis GGZ;2013;;
283;Meisjes;12 tot 18 jaar;Generalistische Basis GGZ;2014;13425.0;8939.0
284;Meisjes;12 tot 18 jaar;Gespecialiseerde GGZ;2011;;
285;Meisjes;12 tot 18 jaar;Gespecialiseerde GGZ;2012;;
286;Meisjes;12 tot 18 jaar;Gespecialiseerde GGZ;2013;;
287;Meisjes;12 tot 18 jaar;Gespecialiseerde GGZ;2014;32070.0;130278.0
