ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanZorgVoorIngezetenen_1
40;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2013;85550
41;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2014;86824
42;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2015;87890
43;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2016;90015
44;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2017;91755
45;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2018;95280
46;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2019;101031
47;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2020;109540
48;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2021;117367
49;Totaal uitgaven zorg en welzijn;Totaal aanbieders gezondheidszorg;2022;118402
50;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;1998;10582
51;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;1999;11206
52;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2000;11869
53;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2001;13481
54;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2002;15139
55;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2003;16255
56;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2004;17186
57;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2005;17940
58;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2006;18832
59;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2007;20065
60;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2008;21221
61;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2009;22929
62;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2010;24581
63;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2011;24926
64;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2012;25864
65;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2013;26812
66;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2014;27185
67;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2015;27943
68;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2016;28653
69;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2017;29099
70;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2018;30311
71;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2019;31896
72;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2020;34123
73;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2021;35163
74;Totaal uitgaven zorg en welzijn;HP1: Ziekenhuizen;2022;35982
75;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;1998;8006
76;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;1999;8446
77;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2000;8980
78;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2001;10271
79;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2002;11541
80;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2003;12225
81;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2004;12912
82;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2005;13377
83;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2006;14087
84;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2007;14889
85;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2008;15871
86;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2009;17173
87;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2010;18644
88;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2011;18692
89;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2012;19489
90;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2013;20327
91;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2014;20653
92;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2015;21721
93;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2016;22251
94;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2017;22616
95;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2018;23483
96;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2019;24596
97;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2020;26330
98;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2021;27043
99;Totaal uitgaven zorg en welzijn;HP11:Algemene en academ. Ziekenhuizen;2022;27604
100;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;1998;2249
101;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;1999;2425
102;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2000;2535
103;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2001;2803
104;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2002;3135
105;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2003;3498
106;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2004;3734
107;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2005;3999
108;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2006;4166
109;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2007;4510
110;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2008;4625
111;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2009;4987
112;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2010;5085
113;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2011;5316
114;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2012;5469
115;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2013;5515
116;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2014;5541
117;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2015;5186
118;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2016;5332
119;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2017;5397
120;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2018;5608
121;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2019;6003
122;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2020;6439
123;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2021;6716
124;Totaal uitgaven zorg en welzijn;HP12: Geestelijke gez., verslavingszorg;2022;6939
125;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;1998;326
126;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;1999;335
127;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2000;354
128;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2001;407
129;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2002;463
130;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2003;531
131;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2004;540
132;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2005;564
133;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2006;578
134;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2007;666
135;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2008;724
136;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2009;769
137;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2010;852
138;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2011;918
139;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2012;906
140;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2013;970
141;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2014;991
142;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2015;1036
143;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2016;1070
144;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2017;1085
145;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2018;1220
146;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2019;1297
147;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2020;1354
148;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2021;1405
149;Totaal uitgaven zorg en welzijn;HP13: Categorale ziekenhuizen;2022;1439
150;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;1998;10377
151;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;1999;11021
152;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2000;11849
153;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2001;13336
154;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2002;15137
155;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2003;16388
156;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2004;16778
157;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2005;17335
158;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2006;18224
159;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2007;18563
160;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2008;19799
161;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2009;20807
162;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2010;21675
163;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2011;22541
164;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2012;24451
165;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2013;24644
166;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2014;24811
167;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2015;23972
168;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2016;24591
169;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2017;25358
170;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2018;26662
171;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2019;28867
172;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2020;32403
173;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2021;32792
174;Totaal uitgaven zorg en welzijn;HP2: Instellingen langdurige zorg;2022;33393
175;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;1998;7434
176;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;1999;7835
177;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2000;8422
178;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2001;9584
179;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2002;10931
180;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2003;11800
181;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2004;11923
182;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2005;12260
183;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2006;12769
184;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2007;12908
185;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2008;13622
186;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2009;14132
187;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2010;14755
188;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2011;15221
189;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2012;16442
190;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2013;16590
191;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2014;16539
192;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2015;15807
193;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2016;15999
194;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2017;16457
195;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2018;17370
196;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2019;18886
197;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2020;21455
198;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;21662
199;Totaal uitgaven zorg en welzijn;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;21906
200;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;1998;2943
201;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;1999;3186
202;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2000;3426
203;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2001;3752
204;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2002;4206
205;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2003;4588
206;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2004;4855
207;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2005;5075
208;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2006;5456
209;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2007;5655
210;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2008;6177
211;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2009;6675
212;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2010;6920
213;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2011;7320
214;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2012;8010
215;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2013;8054
216;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2014;8272
217;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2015;8165
218;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2016;8592
219;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2017;8901
220;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2018;9292
221;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2019;9981
222;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2020;10949
223;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2021;11129
224;Totaal uitgaven zorg en welzijn;HP22-29: Instellingen gehandicaptenzorg;2022;11487
225;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;1998;5245
226;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;1999;5592
227;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2000;5927
228;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2001;6458
229;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2002;7283
230;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2003;7945
231;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2004;8327
232;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2005;8572
233;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2006;9169
234;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2007;9925
235;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2008;11005
236;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2009;11596
237;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2010;11583
238;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2011;12153
239;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2012;12351
240;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2013;12398
241;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2014;12838
242;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2015;12931
243;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2016;13632
244;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2017;13915
245;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2018;14438
246;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2019;15229
247;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2020;15285
248;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2021;16304
249;Totaal uitgaven zorg en welzijn;HP3: Aanbieders ambulante zorg;2022;16757
250;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;1998;2531
251;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;1999;2678
252;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2000;2760
253;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2001;2967
254;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2002;3377
255;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2003;3702
256;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2004;3960
257;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2005;4080
258;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2006;4350
259;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2007;4635
260;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2008;5252
261;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2009;5497
262;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2010;5209
263;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2011;5426
264;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2012;5492
265;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2013;5649
266;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2014;5909
267;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2015;5645
268;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2016;5936
269;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2017;6042
270;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2018;6334
271;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2019;6898
272;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2020;7287
273;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2021;7516
274;Totaal uitgaven zorg en welzijn;HP31: Medische praktijken;2022;7753
275;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;1998;1334
276;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;1999;1402
277;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2000;1527
278;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2001;1694
279;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2002;1944
280;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2003;2131
281;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2004;2197
282;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2005;2183
283;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2006;2284
284;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2007;2475
285;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2008;2671
286;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2009;2820
287;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2010;2952
288;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2011;3021
289;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2012;3122
290;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2013;2969
291;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2014;3056
292;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2015;3032
293;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2016;3158
294;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2017;3142
295;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2018;3218
296;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2019;3287
297;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2020;2996
298;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2021;3276
299;Totaal uitgaven zorg en welzijn;HP32: Tandheelkundige praktijken;2022;3360
300;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;1998;1262
301;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;1999;1376
302;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2000;1471
303;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2001;1598
304;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2002;1716
305;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2003;1858
306;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2004;1893
307;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2005;1974
308;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2006;2184
309;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2007;2417
310;Totaal uitgaven zorg en welzijn;HP33: Overige praktijken gezondheidszorg;2008;2622
