ID;Geslacht;Leeftijd;Migratieachtergrond;Startkwalificatie;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
42;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2021 3e kwartaal;13128;9697;9309;7866;5234;2632;1443;1077;329;37;0;4457;1523;820;703;2934;1305;1629;4851;389;4.0;3431;73.9;70.9
43;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2021 4e kwartaal;13170;9734;9370;7900;5261;2639;1470;1097;340;33;0;4507;1561;879;682;2946;1293;1653;4860;364;3.7;3437;73.9;71.1
44;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2021;13147;9663;9255;7810;5230;2580;1445;1078;334;33;0;4455;1563;861;702;2892;1280;1611;4799;408;4.2;3483;73.5;70.4
45;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2022 1e kwartaal;13175;9768;9412;7926;5296;2630;1486;1120;336;31;0;4500;1555;886;670;2945;1279;1666;4912;356;3.6;3407;74.1;71.4
46;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2022 2e kwartaal;13212;9873;9544;8037;5282;2755;1507;1143;333;31;0;4571;1573;876;697;2998;1292;1706;4973;329;3.3;3339;74.7;72.2
47;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Totaal;2022 3e kwartaal;13232;9939;9573;8009;5329;2680;1564;1204;327;32;0;4546;1494;827;667;3051;1313;1738;5027;366;3.7;3293;75.1;72.3
48;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2013 1e kwartaal;8587;6812;6358;5372;3759;1613;986;718;244;25;0;2791;975;559;416;1816;936;881;3567;454;6.7;1775;79.3;74.0
49;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2013 2e kwartaal;8663;6845;6382;5392;3755;1637;990;720;245;26;0;2813;976;557;419;1837;928;909;3569;463;6.8;1818;79.0;73.7
50;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2013 3e kwartaal;8700;6890;6417;5420;3721;1699;997;721;247;28;0;2845;995;587;408;1849;940;909;3572;474;6.9;1810;79.2;73.8
51;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2013 4e kwartaal;8687;6883;6405;5397;3687;1710;1008;729;254;26;0;2842;987;580;407;1856;932;924;3563;478;6.9;1804;79.2;73.7
52;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2013;8659;6858;6390;5395;3730;1665;995;722;247;26;0;2823;983;571;413;1840;934;906;3568;467;6.8;1802;79.2;73.8
53;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2014 1e kwartaal;8692;6863;6360;5357;3672;1684;1003;727;252;24;0;2815;968;585;384;1846;929;918;3545;503;7.3;1829;79.0;73.2
54;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2014 2e kwartaal;8736;6883;6409;5412;3675;1737;997;729;244;24;0;2838;975;579;396;1863;944;919;3571;473;6.9;1854;78.8;73.4
55;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2014 3e kwartaal;8827;6950;6497;5487;3697;1790;1010;745;239;26;0;2890;1002;588;415;1888;940;949;3606;454;6.5;1876;78.7;73.6
56;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2014 4e kwartaal;8793;6962;6498;5474;3700;1774;1025;761;238;26;0;2898;1001;602;399;1896;950;946;3601;463;6.7;1832;79.2;73.9
57;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2014;8762;6914;6441;5433;3686;1747;1009;741;243;25;0;2860;987;588;398;1874;941;933;3581;473;6.8;1848;78.9;73.5
58;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2015 1e kwartaal;8761;6949;6472;5456;3720;1736;1015;751;237;27;0;2886;981;580;401;1905;943;961;3585;478;6.9;1812;79.3;73.9
59;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2015 2e kwartaal;8805;6961;6513;5497;3715;1782;1016;746;243;27;0;2912;977;562;415;1935;965;970;3601;448;6.4;1844;79.1;74.0
60;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2015 3e kwartaal;8892;7027;6584;5562;3719;1843;1022;753;241;28;0;2937;989;565;424;1948;983;965;3647;443;6.3;1866;79.0;74.0
61;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2015 4e kwartaal;8870;7014;6570;5534;3732;1802;1037;761;246;29;0;2937;995;581;415;1942;966;976;3633;443;6.3;1856;79.1;74.1
62;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2015 ;8832;6988;6535;5513;3722;1791;1022;753;242;28;0;2918;986;572;414;1932;964;968;3617;453;6.5;1844;79.1;74.0
63;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2016 1e kwartaal;8848;6996;6542;5502;3749;1754;1040;766;248;26;0;2901;947;551;396;1954;959;995;3641;454;6.5;1853;79.1;73.9
64;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2016 2e kwartaal;8878;6988;6585;5553;3748;1804;1032;763;246;24;0;2923;962;552;410;1961;973;988;3662;403;5.8;1890;78.7;74.2
65;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2016 3e kwartaal;8996;7068;6675;5627;3767;1860;1048;775;253;21;0;2976;970;552;418;2005;975;1030;3700;393;5.6;1927;78.6;74.2
66;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2016 4e kwartaal;9012;7081;6702;5628;3775;1853;1075;792;263;20;0;2965;948;544;404;2017;968;1048;3738;379;5.4;1931;78.6;74.4
67;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2016;8933;7033;6626;5577;3760;1818;1049;774;253;22;0;2941;957;550;407;1984;969;1015;3685;407;5.8;1900;78.7;74.2
68;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2017 1e kwartaal;9022;7088;6699;5624;3772;1852;1075;791;265;19;0;2961;932;539;393;2028;971;1057;3738;389;5.5;1934;78.6;74.3
69;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2017 2e kwartaal;9055;7113;6768;5703;3783;1920;1065;788;259;18;0;2996;955;543;413;2041;966;1074;3772;346;4.9;1942;78.6;74.7
70;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2017 3e kwartaal;9179;7219;6875;5805;3848;1956;1071;795;258;17;0;3049;965;543;421;2084;992;1092;3827;344;4.8;1960;78.7;74.9
71;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2017 4e kwartaal;9154;7192;6869;5775;3848;1926;1094;809;266;19;0;3044;959;561;399;2085;972;1113;3824;323;4.5;1962;78.6;75.0
72;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2017;9102;7153;6803;5726;3813;1914;1076;796;262;18;0;3012;953;546;407;2060;975;1084;3790;350;4.9;1949;78.6;74.7
73;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2018 1e kwartaal;9132;7169;6850;5750;3845;1906;1100;813;267;20;0;3036;943;545;398;2093;976;1117;3814;319;4.4;1963;78.5;75.0
74;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2018 2e kwartaal;9159;7223;6929;5837;3928;1909;1092;814;259;19;0;3079;931;521;409;2148;1006;1142;3850;294;4.1;1936;78.9;75.7
75;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2018 3e kwartaal;9288;7330;7042;5949;3971;1978;1093;815;258;19;0;3128;954;538;416;2174;1034;1140;3914;288;3.9;1958;78.9;75.8
76;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2018 4e kwartaal;9273;7336;7051;5943;3977;1966;1108;837;256;15;0;3142;952;534;418;2190;1029;1161;3909;285;3.9;1937;79.1;76.0
77;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2018;9213;7265;6968;5870;3930;1940;1098;820;260;18;0;3096;945;535;410;2151;1011;1140;3872;296;4.1;1948;78.9;75.6
78;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2019 1e kwartaal;9266;7349;7052;5941;4058;1883;1111;840;257;15;0;3153;929;528;401;2224;1049;1175;3899;298;4.1;1917;79.3;76.1
79;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2019 2e kwartaal;9281;7355;7088;5977;4091;1886;1111;840;253;17;0;3146;924;522;402;2222;1015;1207;3941;267;3.6;1926;79.2;76.4
80;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2019 3e kwartaal;9409;7461;7188;6070;4126;1944;1117;846;253;19;0;3221;953;543;410;2268;1041;1227;3966;274;3.7;1948;79.3;76.4
81;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2019 4e kwartaal;9399;7456;7191;6052;4194;1858;1139;857;259;22;0;3226;953;547;406;2273;1029;1244;3965;265;3.6;1944;79.3;76.5
82;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2019;9339;7405;7129;6010;4117;1893;1119;846;255;18;0;3187;940;535;405;2247;1034;1213;3943;276;3.7;1934;79.3;76.3
83;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2020 1e kwartaal;9416;7469;7202;6043;4240;1802;1159;876;258;25;0;3260;951;548;403;2309;1016;1292;3942;267;3.6;1947;79.3;76.5
84;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2020 2e kwartaal;9460;7471;7163;5996;4245;1752;1166;879;264;23;0;3237;954;565;389;2283;1030;1253;3926;308;4.1;1989;79.0;75.7
85;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2020 3e kwartaal;9520;7554;7219;6044;4262;1782;1176;883;272;20;0;3258;968;553;415;2290;1034;1256;3962;335;4.4;1965;79.4;75.8
86;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2020 4e kwartaal;9559;7594;7271;6073;4297;1776;1198;894;283;21;0;3303;977;583;394;2326;1045;1281;3968;323;4.3;1965;79.4;76.1
87;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2020;9489;7522;7214;6039;4261;1778;1175;883;269;22;0;3264;962;562;400;2302;1031;1271;3949;308;4.1;1967;79.3;76.0
88;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2021 1e kwartaal;9586;7582;7288;6088;4289;1799;1200;913;266;22;0;3394;1007;503;505;2387;1023;1364;3894;294;3.9;2004;79.1;76.0
89;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2021 2e kwartaal;9607;7622;7358;6168;4352;1817;1190;909;261;20;0;3369;960;483;477;2409;1036;1373;3989;264;3.5;1985;79.3;76.6
90;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2021 3e kwartaal;9682;7732;7468;6266;4370;1896;1202;912;268;22;0;3407;953;475;478;2454;1066;1388;4061;264;3.4;1949;79.9;77.1
91;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2021 4e kwartaal;9728;7770;7526;6298;4406;1892;1227;926;278;23;0;3430;974;501;472;2456;1043;1413;4094;244;3.1;1958;79.9;77.4
92;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2021;9651;7677;7410;6205;4354;1851;1205;915;268;22;0;3400;973;490;483;2427;1042;1385;4010;266;3.5;1974;79.5;76.8
93;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2022 1e kwartaal;9687;7780;7542;6304;4423;1882;1237;942;275;21;0;3401;934;482;452;2468;1043;1424;4140;239;3.1;1907;80.3;77.9
94;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2022 2e kwartaal;9701;7825;7601;6349;4404;1944;1253;956;279;18;0;3429;935;471;464;2494;1037;1456;4172;224;2.9;1876;80.7;78.4
95;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Met startkwalificatie;2022 3e kwartaal;9844;7949;7703;6401;4465;1935;1302;1006;277;20;0;3464;915;455;459;2549;1055;1494;4239;247;3.1;1894;80.8;78.3
96;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2013 1e kwartaal;3782;2182;1921;1705;953;752;216;154;51;11;0;1100;641;477;165;459;271;188;821;261;12.0;1600;57.7;50.8
97;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2013 2e kwartaal;3702;2152;1888;1678;926;752;209;149;50;11;0;1082;640;473;167;442;261;181;806;264;12.3;1551;58.1;51.0
98;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2013 3e kwartaal;3683;2134;1865;1645;911;734;220;159;48;12;0;1035;596;422;173;439;254;185;830;269;12.6;1549;58.0;50.6
99;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2013 4e kwartaal;3702;2125;1856;1630;885;745;226;165;49;11;0;1064;647;478;169;417;234;183;792;269;12.7;1577;57.4;50.1
100;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2013;3717;2148;1882;1665;919;746;218;157;50;11;0;1070;631;463;168;439;255;184;812;266;12.4;1569;57.8;50.6
101;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2014 1e kwartaal;3772;2142;1842;1618;882;736;224;164;49;11;0;1066;651;486;166;415;241;174;776;300;14.0;1630;56.8;48.8
102;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2014 2e kwartaal;3768;2144;1858;1632;884;748;226;165;51;10;0;1078;655;474;181;423;243;180;780;286;13.3;1624;56.9;49.3
103;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2014 3e kwartaal;3707;2115;1853;1628;879;749;225;161;54;10;0;1032;599;426;174;432;243;190;821;262;12.4;1592;57.1;50.0
104;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2014 4e kwartaal;3743;2137;1870;1639;886;753;231;167;53;11;0;1054;639;464;175;415;232;183;816;266;12.5;1606;57.1;50.0
105;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2014;3748;2135;1856;1629;883;747;227;164;52;11;0;1057;636;462;174;421;240;182;799;279;13.1;1613;57.0;49.5
106;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2015 1e kwartaal;3772;2148;1855;1623;870;753;232;170;49;13;0;1073;662;497;165;410;235;175;782;292;13.6;1624;56.9;49.2
107;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2015 2e kwartaal;3738;2149;1874;1645;856;788;229;172;45;12;0;1082;677;504;173;405;240;165;792;275;12.8;1589;57.5;50.1
108;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2015 3e kwartaal;3666;2089;1847;1613;838;775;234;176;45;13;0;1039;628;442;186;411;244;167;809;242;11.6;1577;57.0;50.4
109;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2015 4e kwartaal;3694;2086;1841;1601;829;772;240;183;45;12;0;1032;637;460;177;395;236;159;809;245;11.7;1608;56.5;49.8
110;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2015 ;3718;2118;1854;1621;848;772;234;175;46;12;0;1056;651;476;175;405;239;167;798;264;12.4;1600;57.0;49.9
111;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal ;Zonder startkwalificatie;2016 1e kwartaal;3711;2080;1830;1592;811;781;237;177;49;12;0;1063;673;492;180;390;224;166;767;250;12.0;1631;56.1;49.3
