ID;Geslacht;Leeftijd;Inkomensgroepen;DiagnosesICPC;Marges;Perioden;PersonenMetDiagnose_1
31;Totaal mannen en vrouwen;10000;Totaal;A. Algemeen en niet gespecificeerd;Bovengrens 95%-interval;2021;215
32;Totaal mannen en vrouwen;10000;Totaal;A. Algemeen en niet gespecificeerd;Bovengrens 95%-interval;2022;226
33;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2012;112
34;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2013;114
35;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2014;115
36;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2015;118
37;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2016;117
38;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2017;122
39;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2018;127
40;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2019;132
41;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2020;139
42;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2021;138
43;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Waarde;2022;141
44;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2012;111
45;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2013;114
46;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2014;115
47;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2015;117
48;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2016;116
49;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2017;122
50;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2018;127
51;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2019;132
52;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2020;138
53;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2021;137
54;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Ondergrens 95%-interval;2022;140
55;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2012;113
56;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2013;115
57;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2014;116
58;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2015;118
59;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2016;117
60;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2017;123
61;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2018;128
62;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2019;133
63;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2020;139
64;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2021;138
65;Totaal mannen en vrouwen;10000;Totaal;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2022;141
66;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2012;11
67;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2013;12
68;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2014;11
69;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2015;12
70;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2016;13
71;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2017;13
72;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2018;14
73;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2019;14
74;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2020;16
75;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2021;14
76;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Waarde;2022;20
77;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2012;11
78;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2013;12
79;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2014;11
80;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2015;12
81;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2016;13
82;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2017;13
83;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2018;14
84;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2019;14
85;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2020;16
86;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2021;14
87;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Ondergrens 95%-interval;2022;20
88;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2012;11
89;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2013;13
90;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2014;11
91;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2015;12
92;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2016;14
93;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2017;13
94;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2018;14
95;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2019;14
96;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2020;17
97;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2021;15
98;Totaal mannen en vrouwen;10000;Totaal;A03 Koorts;Bovengrens 95%-interval;2022;20
99;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2012;35
100;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2013;37
101;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2014;38
102;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2015;39
103;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2016;39
104;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2017;42
105;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2018;44
106;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2019;44
107;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2020;37
108;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2021;38
109;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Waarde;2022;42
110;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2012;34
111;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2013;37
112;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2014;38
113;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2015;39
114;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2016;39
115;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2017;42
116;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2018;43
117;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2019;44
118;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2020;37
119;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2021;38
120;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Ondergrens 95%-interval;2022;42
121;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2012;35
122;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2013;37
123;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2014;38
124;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2015;39
125;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2016;40
126;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2017;42
127;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2018;44
128;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2019;45
129;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2020;37
130;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2021;38
131;Totaal mannen en vrouwen;10000;Totaal;A04 Moeheid / zwakte;Bovengrens 95%-interval;2022;42
132;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2012;18
133;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2013;17
134;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2014;18
135;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2015;19
136;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2016;18
137;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2017;19
138;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2018;19
139;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2019;19
140;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2020;18
141;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2021;19
142;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Waarde;2022;19
143;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2012;17
144;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2013;17
145;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2014;18
146;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2015;18
147;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2016;18
148;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2017;19
149;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2018;19
150;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2019;19
151;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2020;18
152;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2021;18
153;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2022;18
154;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2012;18
155;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2013;18
156;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2014;19
157;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2015;19
158;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2016;18
159;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2017;19
160;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2018;19
161;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2019;20
162;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2020;18
163;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2021;19
164;Totaal mannen en vrouwen;10000;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2022;19
165;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2012;56
166;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2013;55
167;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2014;56
168;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2015;57
169;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2016;55
170;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2017;58
171;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2018;61
172;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2019;65
173;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2020;79
174;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2021;78
175;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Waarde;2022;72
176;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2012;55
177;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2013;55
178;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2014;56
179;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2015;56
180;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2016;54
181;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2017;57
182;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2018;60
183;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2019;64
184;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2020;78
185;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2021;77
186;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2022;71
187;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2012;57
188;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2013;56
189;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2014;57
190;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2015;57
191;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2016;55
192;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2017;58
193;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2018;61
194;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2019;65
195;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2020;79
196;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2021;78
197;Totaal mannen en vrouwen;10000;Totaal;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2022;72
198;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2012;105
199;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2013;100
200;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2014;107
201;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2015;105
202;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2016;93
203;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2017;93
204;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2018;92
205;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2019;103
206;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2020;95
207;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2021;100
208;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2022;111
209;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2012;105
210;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2013;99
211;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2014;106
212;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2015;104
213;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2016;92
214;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2017;92
215;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2018;92
216;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2019;103
217;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2020;94
218;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2021;100
219;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2022;111
220;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2012;106
221;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2013;101
222;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2014;107
223;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2015;105
224;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2016;93
225;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2017;93
226;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2018;93
227;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2019;104
228;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2020;95
229;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2021;101
230;Totaal mannen en vrouwen;10000;Totaal;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2022;112
231;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2012;10
232;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2013;10
233;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2014;9
234;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2015;8
235;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2016;7
236;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2017;7
237;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2018;7
238;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2019;6
239;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2020;6
240;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2021;6
241;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Waarde;2022;5
242;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Ondergrens 95%-interval;2012;10
243;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Ondergrens 95%-interval;2013;10
244;Totaal mannen en vrouwen;10000;Totaal;A85 Geneesmiddelbijwerking;Ondergrens 95%-interval;2014;9
