ID;Geslacht;Inkomensklassen;Populatie;Inkomensbegrippen;Perioden;TotaalPersonen_1;TotaalActief_2;Zelfstandige_3;Ambtenaar_4;OverigeWerknemer_5;OverigActief_6;TotaalNietActief_7;Arbeidsongeschikte_8;PensioenontvangerTot65Jaar_9;Pensioenontvanger65JaarEnOuder_10;Bijstandontvanger_11;OverigNietActief_12;GeenInkomen_13;Tot18Jaar_14;k_18Tot25Jaar_15;k_25Tot35Jaar_16;k_35Tot45Jaar_17;k_45Tot55Jaar_18;k_55Tot65Jaar_19;k_65JaarEnOuder_20;NooitGehuwd_21;Gehuwd_22;GehuwdGeweest_23
45;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1991;14740;6751;591;641;5379;139;3596;487;419;1709;701;281;4393;3295;1641;2509;2311;1796;1392;1796;6518;6816;1406
46;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1992;14863;6862;630;637;5441;154;3667;488;413;1749;735;281;4334;3302;1608;2526;2300;1893;1404;1829;6575;6838;1450
47;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1993;14958;6841;648;631;5407;154;3775;491;413;1770;793;308;4343;3322;1550;2542;2307;1961;1422;1854;6616;6850;1493
48;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1994;15016;6826;660;629;5379;158;3878;493;422;1800;846;317;4312;3336;1477;2546;2321;2021;1435;1880;6616;6864;1537
49;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1995;15125;7045;717;620;5468;240;3838;473;413;1840;852;260;4242;3357;1412;2562;2351;2077;1451;1915;6662;6920;1543
50;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1996;15206;7249;715;617;5673;243;3783;463;407;1873;815;224;4174;3374;1362;2550;2385;2129;1465;1942;6711;6942;1553
51;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1997;15303;7452;745;600;5859;248;3750;463;406;1901;757;222;4101;3393;1326;2531;2413;2184;1483;1973;6771;6959;1573
52;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1998;15417;7719;768;601;6100;250;3641;472;396;1924;663;186;4057;3426;1303;2494;2450;2222;1519;2003;6851;7003;1564
53;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;1999;15485;7906;763;607;6276;261;3571;462;383;1945;594;188;4007;3426;1311;2436;2486;2250;1554;2021;6801;7002;1681
54;Totaal mannen en vrouwen;0;Alle personen;Besteedbaar inkomen;2000;15654;8061;768;612;6440;241;3615;499;408;1969;541;198;3978;3489;1307;2389;2522;2298;1601;2048;7007;6914;1733
55;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1990;14635;6591;571;639;5247;135;3576;469;418;1677;694;318;4467;3297;1670;2483;2336;1694;1384;1770;6485;6769;1380
56;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1991;14740;6751;591;641;5379;139;3596;487;419;1709;701;281;4393;3295;1641;2509;2311;1796;1392;1796;6518;6816;1406
57;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1992;14863;6862;630;637;5441;154;3667;488;413;1749;735;281;4334;3302;1608;2526;2300;1893;1404;1829;6575;6838;1450
58;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1993;14958;6841;648;631;5407;154;3775;491;413;1770;793;308;4343;3322;1550;2542;2307;1961;1422;1854;6616;6850;1493
59;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1994;15016;6826;660;629;5379;158;3878;493;422;1800;846;317;4312;3336;1477;2546;2321;2021;1435;1880;6616;6864;1537
60;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1995;15125;7045;717;620;5468;240;3838;473;413;1840;852;260;4242;3357;1412;2562;2351;2077;1451;1915;6662;6920;1543
61;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1996;15206;7249;715;617;5673;243;3783;463;407;1873;815;224;4174;3374;1362;2550;2385;2129;1465;1942;6711;6942;1553
62;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1997;15303;7452;745;600;5859;248;3750;463;406;1901;757;222;4101;3393;1326;2531;2413;2184;1483;1973;6771;6959;1573
63;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1998;15417;7719;768;601;6100;250;3641;472;396;1924;663;186;4057;3426;1303;2494;2450;2222;1519;2003;6851;7003;1564
64;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;1999;15485;7906;763;607;6276;261;3571;462;383;1945;594;188;4007;3426;1311;2436;2486;2250;1554;2021;6801;7002;1681
65;Totaal mannen en vrouwen;0;Alle personen;Gestandaardiseerd inkomen;2000;15654;8061;768;612;6440;241;3615;499;408;1969;541;198;3978;3489;1307;2389;2522;2298;1601;2048;7007;6914;1733
66;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1990;10168;6591;571;639;5247;135;3576;469;418;1677;694;318;0;364;1605;2169;1912;1340;1021;1758;3476;5324;1367
67;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1991;10347;6751;591;641;5379;139;3596;487;419;1709;701;281;0;358;1582;2220;1924;1445;1036;1782;3500;5455;1391
68;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1992;10529;6862;630;637;5441;154;3667;488;413;1749;735;281;0;349;1553;2261;1950;1544;1055;1817;3543;5551;1436
69;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1993;10616;6841;648;631;5407;154;3775;491;413;1770;793;308;0;319;1495;2293;1974;1616;1078;1840;3527;5613;1477
70;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1994;10704;6826;660;629;5379;158;3878;493;422;1800;846;317;0;302;1423;2323;2008;1685;1097;1866;3496;5687;1520
71;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1995;10883;7045;717;620;5468;240;3838;473;413;1840;852;260;0;322;1367;2358;2055;1749;1123;1909;3553;5798;1532
72;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1996;11032;7249;715;617;5673;243;3783;463;407;1873;815;224;0;354;1322;2364;2103;1809;1141;1940;3616;5873;1542
73;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1997;11202;7452;745;600;5859;248;3750;463;406;1901;757;222;0;392;1279;2367;2148;1875;1169;1971;3691;5949;1562
74;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1998;11360;7719;768;601;6100;250;3641;472;396;1924;663;186;0;426;1263;2346;2201;1920;1205;2000;3774;6034;1552
75;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;1999;11478;7906;763;607;6276;261;3571;462;383;1945;594;188;0;421;1275;2306;2256;1960;1240;2020;3729;6082;1667
76;Totaal mannen en vrouwen;0;Personen met inkomen;Primair inkomen;2000;11676;8061;768;612;6440;241;3615;499;408;1969;541;198;0;459;1272;2274;2310;2028;1287;2047;3909;6048;1720
77;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1990;10168;6591;571;639;5247;135;3576;469;418;1677;694;318;0;364;1605;2169;1912;1340;1021;1758;3476;5324;1367
78;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1991;10347;6751;591;641;5379;139;3596;487;419;1709;701;281;0;358;1582;2220;1924;1445;1036;1782;3500;5455;1391
79;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1992;10529;6862;630;637;5441;154;3667;488;413;1749;735;281;0;349;1553;2261;1950;1544;1055;1817;3543;5551;1436
80;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1993;10616;6841;648;631;5407;154;3775;491;413;1770;793;308;0;319;1495;2293;1974;1616;1078;1840;3527;5613;1477
81;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1994;10704;6826;660;629;5379;158;3878;493;422;1800;846;317;0;302;1423;2323;2008;1685;1097;1866;3496;5687;1520
82;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1995;10883;7045;717;620;5468;240;3838;473;413;1840;852;260;0;322;1367;2358;2055;1749;1123;1909;3553;5798;1532
83;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1996;11032;7249;715;617;5673;243;3783;463;407;1873;815;224;0;354;1322;2364;2103;1809;1141;1940;3616;5873;1542
84;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1997;11202;7452;745;600;5859;248;3750;463;406;1901;757;222;0;392;1279;2367;2148;1875;1169;1971;3691;5949;1562
85;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1998;11360;7719;768;601;6100;250;3641;472;396;1924;663;186;0;426;1263;2346;2201;1920;1205;2000;3774;6034;1552
86;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;1999;11478;7906;763;607;6276;261;3571;462;383;1945;594;188;0;421;1275;2306;2256;1960;1240;2020;3729;6082;1667
87;Totaal mannen en vrouwen;0;Personen met inkomen;Bruto inkomen;2000;11676;8061;768;612;6440;241;3615;499;408;1969;541;198;0;459;1272;2274;2310;2028;1287;2047;3909;6048;1720
88;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1990;10168;6591;571;639;5247;135;3576;469;418;1677;694;318;0;364;1605;2169;1912;1340;1021;1758;3476;5324;1367
89;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1991;10347;6751;591;641;5379;139;3596;487;419;1709;701;281;0;358;1582;2220;1924;1445;1036;1782;3500;5455;1391
90;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1992;10529;6862;630;637;5441;154;3667;488;413;1749;735;281;0;349;1553;2261;1950;1544;1055;1817;3543;5551;1436
91;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1993;10616;6841;648;631;5407;154;3775;491;413;1770;793;308;0;319;1495;2293;1974;1616;1078;1840;3527;5613;1477
92;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1994;10704;6826;660;629;5379;158;3878;493;422;1800;846;317;0;302;1423;2323;2008;1685;1097;1866;3496;5687;1520
93;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1995;10883;7045;717;620;5468;240;3838;473;413;1840;852;260;0;322;1367;2358;2055;1749;1123;1909;3553;5798;1532
94;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1996;11032;7249;715;617;5673;243;3783;463;407;1873;815;224;0;354;1322;2364;2103;1809;1141;1940;3616;5873;1542
95;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1997;11202;7452;745;600;5859;248;3750;463;406;1901;757;222;0;392;1279;2367;2148;1875;1169;1971;3691;5949;1562
96;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1998;11360;7719;768;601;6100;250;3641;472;396;1924;663;186;0;426;1263;2346;2201;1920;1205;2000;3774;6034;1552
97;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;1999;11478;7906;763;607;6276;261;3571;462;383;1945;594;188;0;421;1275;2306;2256;1960;1240;2020;3729;6082;1667
98;Totaal mannen en vrouwen;0;Personen met inkomen;Persoonlijk inkomen;2000;11676;8061;768;612;6440;241;3615;499;408;1969;541;198;0;459;1272;2274;2310;2028;1287;2047;3909;6048;1720
99;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1990;10168;6591;571;639;5247;135;3576;469;418;1677;694;318;0;364;1605;2169;1912;1340;1021;1758;3476;5324;1367
100;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1991;10347;6751;591;641;5379;139;3596;487;419;1709;701;281;0;358;1582;2220;1924;1445;1036;1782;3500;5455;1391
101;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1992;10529;6862;630;637;5441;154;3667;488;413;1749;735;281;0;349;1553;2261;1950;1544;1055;1817;3543;5551;1436
102;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1993;10616;6841;648;631;5407;154;3775;491;413;1770;793;308;0;319;1495;2293;1974;1616;1078;1840;3527;5613;1477
103;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1994;10704;6826;660;629;5379;158;3878;493;422;1800;846;317;0;302;1423;2323;2008;1685;1097;1866;3496;5687;1520
104;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1995;10883;7045;717;620;5468;240;3838;473;413;1840;852;260;0;322;1367;2358;2055;1749;1123;1909;3553;5798;1532
105;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1996;11032;7249;715;617;5673;243;3783;463;407;1873;815;224;0;354;1322;2364;2103;1809;1141;1940;3616;5873;1542
106;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1997;11202;7452;745;600;5859;248;3750;463;406;1901;757;222;0;392;1279;2367;2148;1875;1169;1971;3691;5949;1562
107;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1998;11360;7719;768;601;6100;250;3641;472;396;1924;663;186;0;426;1263;2346;2201;1920;1205;2000;3774;6034;1552
108;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;1999;11478;7906;763;607;6276;261;3571;462;383;1945;594;188;0;421;1275;2306;2256;1960;1240;2020;3729;6082;1667
109;Totaal mannen en vrouwen;0;Personen met inkomen;Belastbaar inkomen;2000;11676;8061;768;612;6440;241;3615;499;408;1969;541;198;0;459;1272;2274;2310;2028;1287;2047;3909;6048;1720
110;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1990;10168;6591;571;639;5247;135;3576;469;418;1677;694;318;0;364;1605;2169;1912;1340;1021;1758;3476;5324;1367
111;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1991;10347;6751;591;641;5379;139;3596;487;419;1709;701;281;0;358;1582;2220;1924;1445;1036;1782;3500;5455;1391
112;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1992;10529;6862;630;637;5441;154;3667;488;413;1749;735;281;0;349;1553;2261;1950;1544;1055;1817;3543;5551;1436
113;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1993;10616;6841;648;631;5407;154;3775;491;413;1770;793;308;0;319;1495;2293;1974;1616;1078;1840;3527;5613;1477
114;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1994;10704;6826;660;629;5379;158;3878;493;422;1800;846;317;0;302;1423;2323;2008;1685;1097;1866;3496;5687;1520
115;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1995;10883;7045;717;620;5468;240;3838;473;413;1840;852;260;0;322;1367;2358;2055;1749;1123;1909;3553;5798;1532
116;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1996;11032;7249;715;617;5673;243;3783;463;407;1873;815;224;0;354;1322;2364;2103;1809;1141;1940;3616;5873;1542
117;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1997;11202;7452;745;600;5859;248;3750;463;406;1901;757;222;0;392;1279;2367;2148;1875;1169;1971;3691;5949;1562
118;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1998;11360;7719;768;601;6100;250;3641;472;396;1924;663;186;0;426;1263;2346;2201;1920;1205;2000;3774;6034;1552
119;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;1999;11478;7906;763;607;6276;261;3571;462;383;1945;594;188;0;421;1275;2306;2256;1960;1240;2020;3729;6082;1667
120;Totaal mannen en vrouwen;0;Personen met inkomen;Besteedbaar inkomen;2000;11676;8061;768;612;6440;241;3615;499;408;1969;541;198;0;459;1272;2274;2310;2028;1287;2047;3909;6048;1720
121;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1990;10168;6591;571;639;5247;135;3576;469;418;1677;694;318;0;364;1605;2169;1912;1340;1021;1758;3476;5324;1367
122;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1991;10347;6751;591;641;5379;139;3596;487;419;1709;701;281;0;358;1582;2220;1924;1445;1036;1782;3500;5455;1391
123;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1992;10529;6862;630;637;5441;154;3667;488;413;1749;735;281;0;349;1553;2261;1950;1544;1055;1817;3543;5551;1436
124;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1993;10616;6841;648;631;5407;154;3775;491;413;1770;793;308;0;319;1495;2293;1974;1616;1078;1840;3527;5613;1477
125;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1994;10704;6826;660;629;5379;158;3878;493;422;1800;846;317;0;302;1423;2323;2008;1685;1097;1866;3496;5687;1520
126;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1995;10883;7045;717;620;5468;240;3838;473;413;1840;852;260;0;322;1367;2358;2055;1749;1123;1909;3553;5798;1532
127;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1996;11032;7249;715;617;5673;243;3783;463;407;1873;815;224;0;354;1322;2364;2103;1809;1141;1940;3616;5873;1542
128;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1997;11202;7452;745;600;5859;248;3750;463;406;1901;757;222;0;392;1279;2367;2148;1875;1169;1971;3691;5949;1562
129;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1998;11360;7719;768;601;6100;250;3641;472;396;1924;663;186;0;426;1263;2346;2201;1920;1205;2000;3774;6034;1552
130;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;1999;11478;7906;763;607;6276;261;3571;462;383;1945;594;188;0;421;1275;2306;2256;1960;1240;2020;3729;6082;1667
131;Totaal mannen en vrouwen;0;Personen met inkomen;Gestandaardiseerd inkomen;2000;11676;8061;768;612;6440;241;3615;499;408;1969;541;198;0;459;1272;2274;2310;2028;1287;2047;3909;6048;1720
