ID;Geslacht;OnderwijsPositieBasisjaar;OnderwijsPositieVolgendSchooljaar;GeboortelandOuders;Herkomstland;Regiokenmerken;Perioden;Leerlingen_1
13;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2010/'11 naar 2011/'12;97250.0
14;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2011/'12 naar 2012/'13;99970.0
15;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2012/'13 naar 2013/'14;102320.0
16;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2013/'14 naar 2014/'15;104690.0
17;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2014/'15 naar 2015/'16;107100.0
18;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2015/'16 naar 2016/'17;109660.0
19;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2016/'17 naar 2017/'18;111470.0
20;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2017/'18 naar 2018/'19;113500.0
21;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2018/'19 naar 2019/'20;114540.0
22;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2019/'20 naar 2020/'21;115610.0
23;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2020/'21 naar 2021/'22;116260.0
24;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2021/'22 naar 2022/'23;117280.0
25;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;G4     ;2022/'23 naar 2023/'24;119810.0
26;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;170010.0
27;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;166830.0
28;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;175680.0
29;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;184220.0
30;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;203580.0
31;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;212230.0
32;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;213860.0
33;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;212650.0
34;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;211450.0
35;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;210820.0
36;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;215040.0
37;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2021/'22 naar 2022/'23;214590.0
38;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Meer dan 100 000 inwoners;2022/'23 naar 2023/'24;217200.0
39;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;670150.0
40;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;679740.0
41;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;680530.0
42;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;682510.0
43;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;672280.0
44;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;671240.0
45;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;667960.0
46;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;656960.0
47;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;640160.0
48;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;621440.0
49;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;599800.0
50;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2021/'22 naar 2022/'23;594420.0
51;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Minder dan 100 000 inwoners;2022/'23 naar 2023/'24;595420.0
52;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2010/'11 naar 2011/'12;32320.0
53;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2011/'12 naar 2012/'13;32950.0
54;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2012/'13 naar 2013/'14;33960.0
55;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2013/'14 naar 2014/'15;34770.0
56;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2014/'15 naar 2015/'16;35550.0
57;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2015/'16 naar 2016/'17;36350.0
58;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2016/'17 naar 2017/'18;36690.0
59;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2017/'18 naar 2018/'19;37240.0
60;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2018/'19 naar 2019/'20;37510.0
61;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2019/'20 naar 2020/'21;37960.0
62;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2020/'21 naar 2021/'22;38090.0
63;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2021/'22 naar 2022/'23;38570.0
64;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2022/'23 naar 2023/'24;39360.0
65;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2010/'11 naar 2011/'12;24310.0
66;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2011/'12 naar 2012/'13;24850.0
67;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2012/'13 naar 2013/'14;25350.0
68;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2013/'14 naar 2014/'15;26050.0
69;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2014/'15 naar 2015/'16;26830.0
70;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2015/'16 naar 2016/'17;27550.0
71;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2016/'17 naar 2017/'18;28090.0
72;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2017/'18 naar 2018/'19;28550.0
73;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2018/'19 naar 2019/'20;29070.0
74;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2019/'20 naar 2020/'21;29280.0
75;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2020/'21 naar 2021/'22;29330.0
76;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2021/'22 naar 2022/'23;29600.0
77;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2022/'23 naar 2023/'24;30230.0
78;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2010/'11 naar 2011/'12;28580.0
79;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2011/'12 naar 2012/'13;29540.0
80;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2012/'13 naar 2013/'14;29840.0
81;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2013/'14 naar 2014/'15;29910.0
82;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2014/'15 naar 2015/'16;30190.0
83;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2015/'16 naar 2016/'17;30340.0
84;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2016/'17 naar 2017/'18;30590.0
85;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2017/'18 naar 2018/'19;30930.0
86;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2018/'19 naar 2019/'20;30790.0
87;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2019/'20 naar 2020/'21;30690.0
88;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2020/'21 naar 2021/'22;30670.0
89;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2021/'22 naar 2022/'23;30580.0
90;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Rotterdam;2022/'23 naar 2023/'24;31070.0
91;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2010/'11 naar 2011/'12;12040.0
92;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2011/'12 naar 2012/'13;12630.0
93;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2012/'13 naar 2013/'14;13170.0
94;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2013/'14 naar 2014/'15;13950.0
95;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2014/'15 naar 2015/'16;14530.0
96;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2015/'16 naar 2016/'17;15430.0
97;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2016/'17 naar 2017/'18;16100.0
98;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2017/'18 naar 2018/'19;16780.0
99;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2018/'19 naar 2019/'20;17170.0
100;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2019/'20 naar 2020/'21;17680.0
101;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2020/'21 naar 2021/'22;18170.0
102;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2021/'22 naar 2022/'23;18530.0
103;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Utrecht;2022/'23 naar 2023/'24;19150.0
104;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2010/'11 naar 2011/'12;2130.0
105;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2011/'12 naar 2012/'13;2130.0
106;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2012/'13 naar 2013/'14;2160.0
107;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2013/'14 naar 2014/'15;2100.0
108;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2014/'15 naar 2015/'16;2100.0
109;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2015/'16 naar 2016/'17;2210.0
110;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2016/'17 naar 2017/'18;2190.0
111;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2017/'18 naar 2018/'19;2140.0
112;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2018/'19 naar 2019/'20;2090.0
113;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2019/'20 naar 2020/'21;2590.0
114;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2020/'21 naar 2021/'22;3140.0
115;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2021/'22 naar 2022/'23;3290.0
116;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;"Gemeenten; niet in te delen";2022/'23 naar 2023/'24;4130.0
117;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2010/'11 naar 2011/'12;724440.0
118;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2011/'12 naar 2012/'13;729560.0
119;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2012/'13 naar 2013/'14;737020.0
120;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2013/'14 naar 2014/'15;744930.0
121;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2014/'15 naar 2015/'16;750770.0
122;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2015/'16 naar 2016/'17;754150.0
123;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2016/'17 naar 2017/'18;747440.0
124;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2017/'18 naar 2018/'19;733540.0
125;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2018/'19 naar 2019/'20;714450.0
126;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2019/'20 naar 2020/'21;694160.0
127;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2020/'21 naar 2021/'22;676240.0
128;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2021/'22 naar 2022/'23;665820.0
129;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Nederland;2022/'23 naar 2023/'24;657810.0
130;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2010/'11 naar 2011/'12;38430.0
131;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2011/'12 naar 2012/'13;39770.0
132;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2012/'13 naar 2013/'14;40630.0
133;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2013/'14 naar 2014/'15;41790.0
134;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2014/'15 naar 2015/'16;43280.0
135;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2015/'16 naar 2016/'17;44570.0
136;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2016/'17 naar 2017/'18;45560.0
137;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2017/'18 naar 2018/'19;46530.0
138;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2018/'19 naar 2019/'20;46860.0
139;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2019/'20 naar 2020/'21;47200.0
140;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2020/'21 naar 2021/'22;47710.0
141;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2021/'22 naar 2022/'23;48070.0
142;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;G4     ;2022/'23 naar 2023/'24;48660.0
143;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;122710.0
144;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;119870.0
145;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;126580.0
146;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;132150.0
147;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;146040.0
148;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;151640.0
149;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;150720.0
150;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;148600.0
151;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;146710.0
152;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;145340.0
153;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;147710.0
154;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2021/'22 naar 2022/'23;145880.0
155;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Meer dan 100 000 inwoners;2022/'23 naar 2023/'24;144820.0
156;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;562510.0
157;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;569180.0
158;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;569100.0
159;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;570310.0
160;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;560740.0
161;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;557120.0
162;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;550300.0
163;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;537580.0
164;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;520010.0
165;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;500810.0
166;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;480100.0
167;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2021/'22 naar 2022/'23;471220.0
168;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Minder dan 100 000 inwoners;2022/'23 naar 2023/'24;463690.0
169;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Amsterdam;2010/'11 naar 2011/'12;11080.0
170;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Amsterdam;2011/'12 naar 2012/'13;11340.0
171;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Amsterdam;2012/'13 naar 2013/'14;11730.0
172;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Amsterdam;2013/'14 naar 2014/'15;12090.0
173;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Amsterdam;2014/'15 naar 2015/'16;12630.0
174;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Amsterdam;2015/'16 naar 2016/'17;12950.0
175;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Nederland;Amsterdam;2016/'17 naar 2017/'18;13130.0
