ID;Verplaatsingskenmerken;Populatie;Reismotieven;Marges;Regiokenmerken;Perioden;GemiddeldeAfstandPerVerplaatsing_1;GemiddeldeReisduurPerVerplaatsing_2
27;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Nederland (LD);2021;10.23;26.38
28;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Nederland (LD);2022;11.03;26.12
29;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Nederland (LD);2023;11.5;25.99
30;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Groningen (PV);2018;13.36;26.27
31;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Groningen (PV);2019;15.1;28.54
32;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Groningen (PV);2020;11.77;27.25
33;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Groningen (PV);2021;12.64;28.71
34;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Groningen (PV);2022;12.81;27.42
35;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Groningen (PV);2023;11.54;26.41
36;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Fryslân (PV);2018;15.76;28.01
37;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Fryslân (PV);2019;16.58;28.57
38;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Fryslân (PV);2020;11.77;25.3
39;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Fryslân (PV);2021;12.91;27.94
40;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Fryslân (PV);2022;13.32;27.83
41;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Fryslân (PV);2023;13.35;26.52
42;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Drenthe (PV);2018;15.3;25.96
43;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Drenthe (PV);2019;14.34;26.44
44;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Drenthe (PV);2020;11.71;25.05
45;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Drenthe (PV);2021;12.26;27.7
46;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Drenthe (PV);2022;13.18;27.88
47;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Drenthe (PV);2023;13.93;26.62
48;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Overijssel (PV);2018;13.21;25.1
49;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Overijssel (PV);2019;13.81;25.93
50;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Overijssel (PV);2020;10.77;25.57
51;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Overijssel (PV);2021;10.76;26.22
52;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Overijssel (PV);2022;11.16;24.97
53;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Overijssel (PV);2023;11.84;24.99
54;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Flevoland (PV);2018;16.0;28.49
55;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Flevoland (PV);2019;16.33;27.88
56;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Flevoland (PV);2020;13.43;27.52
57;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Flevoland (PV);2021;13.91;29.12
58;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Flevoland (PV);2022;14.41;28.49
59;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Flevoland (PV);2023;14.11;28.31
60;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Gelderland (PV);2018;13.4;26.15
61;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Gelderland (PV);2019;13.63;27.1
62;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Gelderland (PV);2020;11.05;25.3
63;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Gelderland (PV);2021;11.46;27.1
64;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Gelderland (PV);2022;11.49;26.22
65;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Gelderland (PV);2023;12.31;26.14
66;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Utrecht (PV);2018;13.09;26.66
67;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Utrecht (PV);2019;14.28;27.33
68;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Utrecht (PV);2020;10.96;26.51
69;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Utrecht (PV);2021;11.06;27.75
70;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Utrecht (PV);2022;11.34;26.6
71;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Utrecht (PV);2023;12.29;27.22
72;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Holland (PV);2018;12.87;28.45
73;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Holland (PV);2019;12.67;29.62
74;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Holland (PV);2020;9.99;27.65
75;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Holland (PV);2021;10.27;29.57
76;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Holland (PV);2022;10.59;28.44
77;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Holland (PV);2023;10.96;28.49
78;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Holland (PV);2018;12.16;27.77
79;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Holland (PV);2019;12.51;28.4
80;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Holland (PV);2020;10.21;27.84
81;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Holland (PV);2021;10.3;29.02
82;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Holland (PV);2022;10.36;27.46
83;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zuid-Holland (PV);2023;11.19;28.48
84;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeeland (PV);2018;12.03;24.1
85;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeeland (PV);2019;13.77;25.64
86;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeeland (PV);2020;11.49;27.17
87;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeeland (PV);2021;12.14;27.19
88;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeeland (PV);2022;11.34;26.74
89;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeeland (PV);2023;12.64;25.96
90;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Brabant (PV);2018;12.82;25.89
91;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Brabant (PV);2019;12.79;25.79
92;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Brabant (PV);2020;9.89;24.64
93;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Brabant (PV);2021;10.26;26.06
94;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Brabant (PV);2022;11.17;26.29
95;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Noord-Brabant (PV);2023;12.06;26.4
96;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Limburg (PV);2018;11.8;25.35
97;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Limburg (PV);2019;11.55;25.15
98;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Limburg (PV);2020;10.06;25.27
99;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Limburg (PV);2021;10.13;27.16
100;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Limburg (PV);2022;10.7;25.73
101;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Limburg (PV);2023;10.19;25.03
102;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeer sterk stedelijk;2018;12.08;28.74
103;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeer sterk stedelijk;2019;12.11;29.55
104;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeer sterk stedelijk;2020;9.71;28.78
105;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeer sterk stedelijk;2021;9.86;30.42
106;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeer sterk stedelijk;2022;10.12;28.95
107;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Zeer sterk stedelijk;2023;10.57;29.29
108;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Sterk stedelijk;2018;12.87;26.76
109;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Sterk stedelijk;2019;13.17;27.08
110;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Sterk stedelijk;2020;10.39;25.97
111;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Sterk stedelijk;2021;10.74;27.3
112;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Sterk stedelijk;2022;11.2;26.64
113;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Sterk stedelijk;2023;11.76;26.78
114;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Matig stedelijk;2018;12.67;25.92
115;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Matig stedelijk;2019;13.24;26.51
116;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Matig stedelijk;2020;10.41;25.04
117;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Matig stedelijk;2021;10.73;26.32
118;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Matig stedelijk;2022;11.06;26.16
119;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Matig stedelijk;2023;11.8;25.96
120;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Weinig stedelijk;2018;13.91;25.82
121;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Weinig stedelijk;2019;13.89;26.24
122;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Weinig stedelijk;2020;11.17;25.43
123;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Weinig stedelijk;2021;11.52;26.86
124;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Weinig stedelijk;2022;12.05;25.9
125;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Weinig stedelijk;2023;12.45;25.82
126;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Niet stedelijk;2018;14.37;25.97
127;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Niet stedelijk;2019;15.68;28.06
128;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Niet stedelijk;2020;12.46;26.05
129;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Niet stedelijk;2021;12.93;28.39
130;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Niet stedelijk;2022;12.73;26.66
131;Totaal ;Populatie: 6 jaar of ouder;Totaal;Waarde;Niet stedelijk;2023;13.78;26.73
132;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Nederland;2018;12.8;26.56
133;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Nederland;2019;13.07;27.17
134;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Nederland;2020;10.41;26.08
135;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Nederland;2021;10.7;27.61
136;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Nederland;2022;11.03;26.71
137;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Nederland;2023;11.59;26.81
138;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2018;14.09;25.95
139;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2019;14.51;26.82
140;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2020;11.1;24.98
141;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2021;11.96;27.18
142;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2022;12.4;26.81
143;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2023;12.21;25.67
144;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2018;13.19;25.52
145;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2019;13.48;26.17
146;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2020;10.82;25.04
147;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2021;11.11;26.45
148;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2022;11.31;25.53
149;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2023;11.96;25.5
150;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2018;12.28;27.28
151;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2019;12.63;28.09
152;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2020;10.1;27.15
153;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2021;10.29;28.54
154;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2022;10.44;27.28
155;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2023;11.14;27.82
156;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Nederland (LD);2018;12.11;25.2
157;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Nederland (LD);2019;11.99;25.02
158;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Nederland (LD);2020;9.58;24.29
159;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Nederland (LD);2021;9.86;25.8
160;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Nederland (LD);2022;10.65;25.54
161;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Nederland (LD);2023;11.14;25.47
162;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Groningen (PV);2018;12.2;24.63
163;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Groningen (PV);2019;13.48;26.61
164;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Groningen (PV);2020;10.59;25.58
165;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Groningen (PV);2021;11.46;27.18
166;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Groningen (PV);2022;11.49;25.87
167;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Groningen (PV);2023;10.46;24.98
168;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Fryslân (PV);2018;14.49;26.62
169;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Fryslân (PV);2019;14.99;26.7
170;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Fryslân (PV);2020;10.72;23.94
171;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Fryslân (PV);2021;11.76;26.38
172;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Fryslân (PV);2022;12.17;26.33
173;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Fryslân (PV);2023;12.19;25.13
174;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Drenthe (PV);2018;14.04;24.52
175;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Drenthe (PV);2019;12.95;24.52
176;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Drenthe (PV);2020;10.56;23.56
177;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Drenthe (PV);2021;11.13;25.87
178;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Drenthe (PV);2022;11.94;26.27
179;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Drenthe (PV);2023;12.57;25.07
180;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Overijssel (PV);2018;12.48;24.21
181;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Overijssel (PV);2019;12.88;24.82
182;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Overijssel (PV);2020;10.05;24.39
183;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Overijssel (PV);2021;10.09;25.1
184;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Overijssel (PV);2022;10.47;24.1
185;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Overijssel (PV);2023;11.13;24.11
186;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Flevoland (PV);2018;14.76;26.89
187;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Flevoland (PV);2019;14.96;26.29
188;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Flevoland (PV);2020;12.22;25.51
189;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Flevoland (PV);2021;12.74;27.59
190;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Flevoland (PV);2022;13.07;27.01
191;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Flevoland (PV);2023;13.08;26.83
192;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Gelderland (PV);2018;12.81;25.4
193;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Gelderland (PV);2019;12.99;26.24
194;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Gelderland (PV);2020;10.54;24.62
195;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Gelderland (PV);2021;10.95;26.37
196;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Gelderland (PV);2022;11.01;25.5
197;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Gelderland (PV);2023;11.79;25.49
198;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Utrecht (PV);2018;12.43;25.77
199;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Utrecht (PV);2019;13.5;26.35
200;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Utrecht (PV);2020;10.51;25.85
201;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Utrecht (PV);2021;10.66;27.12
202;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Utrecht (PV);2022;10.93;25.99
203;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Utrecht (PV);2023;11.87;26.63
204;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Holland (PV);2018;12.39;27.84
205;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Holland (PV);2019;12.15;28.85
206;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Holland (PV);2020;9.6;26.99
207;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Holland (PV);2021;9.9;28.9
208;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Holland (PV);2022;10.19;27.79
209;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Holland (PV);2023;10.55;27.88
210;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Holland (PV);2018;11.75;27.2
211;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Holland (PV);2019;12.1;27.83
212;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Holland (PV);2020;9.87;27.28
213;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Holland (PV);2021;9.97;28.48
214;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Holland (PV);2022;10.03;26.99
215;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zuid-Holland (PV);2023;10.85;27.99
216;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zeeland (PV);2018;10.84;22.53
217;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zeeland (PV);2019;12.16;23.65
218;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zeeland (PV);2020;10.05;25.26
219;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zeeland (PV);2021;10.74;25.21
220;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zeeland (PV);2022;10.26;25.05
221;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zeeland (PV);2023;11.13;24.2
222;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Brabant (PV);2018;12.33;25.25
223;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Brabant (PV);2019;12.28;25.11
224;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Brabant (PV);2020;9.48;24.0
225;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Brabant (PV);2021;9.85;25.37
226;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Brabant (PV);2022;10.71;25.57
227;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Noord-Brabant (PV);2023;11.62;25.78
228;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Limburg (PV);2018;11.08;24.4
229;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Limburg (PV);2019;10.8;24.08
230;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Limburg (PV);2020;9.36;24.25
231;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Limburg (PV);2021;9.43;26.08
232;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Limburg (PV);2022;10.01;24.71
233;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Limburg (PV);2023;9.56;24.07
234;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zeer sterk stedelijk;2018;11.68;28.18
235;Totaal ;Populatie: 6 jaar of ouder;Totaal;Ondergrens 95%-interval;Zeer sterk stedelijk;2019;11.71;28.95
