ID;Geslacht;Leeftijd;Onderwijssoort;Opleidingsvorm;Studierichting;Perioden;Ingeschrevenen_1
96;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;140;2008/'09;6610
97;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;140;2009/'10;6856
98;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;140;2010/'11;6696
99;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;140;2011/'12;5209
100;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;140;2012/'13;4102
101;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;140;2013/'14;4091
102;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;140;2014/'15;4125
103;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;140;2015/'16;0
104;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1990/'91;246
105;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1991/'92;193
106;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1992/'93;186
107;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1993/'94;252
108;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1994/'95;313
109;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1995/'96;300
110;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1996/'97;404
111;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1997/'98;0
112;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1998/'99;0
113;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;1999/'00;0
114;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2000/'01;0
115;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2001/'02;0
116;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2002/'03;0
117;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2003/'04;0
118;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2004/'05;0
119;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2005/'06;0
120;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2006/'07;0
121;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2007/'08;0
122;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2008/'09;0
123;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2009/'10;0
124;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2010/'11;0
125;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2011/'12;0
126;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2012/'13;0
127;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2013/'14;0
128;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2014/'15;0
129;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14003 Pedagogisch-didactische studie;2015/'16;0
130;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1990/'91;0
131;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1991/'92;0
132;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1992/'93;0
133;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1993/'94;1665
134;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1994/'95;1984
135;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1995/'96;2552
136;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1996/'97;3377
137;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1997/'98;4050
138;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1998/'99;4127
139;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;1999/'00;4653
140;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2000/'01;5526
141;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2001/'02;6734
142;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2002/'03;6764
143;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2003/'04;7195
144;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2004/'05;7846
145;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2005/'06;8660
146;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2006/'07;8319
147;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2007/'08;7575
148;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2008/'09;6610
149;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2009/'10;6856
150;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2010/'11;6696
151;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2011/'12;5209
152;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2012/'13;4102
153;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2013/'14;4091
154;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2014/'15;4125
155;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14006 Leraar speciaal onderwijs;2015/'16;0
156;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1990/'91;5638
157;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1991/'92;5957
158;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1992/'93;6017
159;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1993/'94;6076
160;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1994/'95;6234
161;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1995/'96;6103
162;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1996/'97;6096
163;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1997/'98;6371
164;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1998/'99;6914
165;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;1999/'00;7700
166;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2000/'01;8624
167;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2001/'02;9520
168;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2002/'03;10272
169;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2003/'04;10887
170;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2004/'05;11720
171;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2005/'06;12602
172;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2006/'07;13796
173;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2007/'08;14635
174;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2008/'09;15349
175;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2009/'10;16394
176;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2010/'11;16804
177;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2011/'12;16850
178;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2012/'13;16271
179;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2013/'14;16544
180;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2014/'15;16553
181;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;142;2015/'16;0
182;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1990/'91;4720
183;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1991/'92;5057
184;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1992/'93;5070
185;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1993/'94;5002
186;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1994/'95;5117
187;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1995/'96;5037
188;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1996/'97;5147
189;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1997/'98;5523
190;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1998/'99;6105
191;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;1999/'00;6911
192;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2000/'01;7824
193;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2001/'02;8654
194;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2002/'03;9332
195;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2003/'04;9897
196;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2004/'05;10597
197;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2005/'06;11456
198;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2006/'07;12579
199;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2007/'08;13402
200;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2008/'09;14149
201;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2009/'10;15153
202;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2010/'11;15520
203;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2011/'12;15552
204;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2012/'13;15015
205;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2013/'14;15314
206;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2014/'15;15336
207;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14203 Pedagogiek;2015/'16;0
208;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1990/'91;885
209;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1991/'92;890
210;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1992/'93;945
211;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1993/'94;1074
212;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1994/'95;1117
213;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1995/'96;1066
214;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1996/'97;949
215;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1997/'98;848
216;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1998/'99;809
217;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;1999/'00;789
218;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2000/'01;800
219;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2001/'02;866
220;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2002/'03;934
221;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2003/'04;972
222;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2004/'05;1057
223;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2005/'06;1046
224;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2006/'07;1095
225;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2007/'08;1114
226;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2008/'09;1088
227;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2009/'10;1122
228;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2010/'11;1193
229;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2011/'12;1210
230;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2012/'13;1165
231;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2013/'14;1147
232;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2014/'15;1139
233;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14206 Onderwijskunde;2015/'16;0
234;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14209 Overige pedagogische studies;1990/'91;33
235;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14209 Overige pedagogische studies;1991/'92;10
236;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14209 Overige pedagogische studies;1992/'93;2
237;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14209 Overige pedagogische studies;1993/'94;0
238;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14209 Overige pedagogische studies;1994/'95;0
239;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14209 Overige pedagogische studies;1995/'96;0
240;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;14209 Overige pedagogische studies;1996/'97;0
