ID;KenmerkenSociaalLeven;Cijfersoort;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidMetSociaalLeven_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenhHoeveelheidVrijeTijd_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;AandeelMetVertrouwen_17
16;Totaal personen;Standaardfout;2020;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.3;0.4;0.5;0.6
17;Totaal personen;Standaardfout;2021;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.5;0.6
18;Politieke participatie: nee;Gemiddelde/Percentage;2013;7.7;2.5;10.8;86.7;7.5;3.6;13.3;83.1;7.7;3.7;13.0;83.3;7.5;6.3;15.7;78.0;51.8
19;Politieke participatie: nee;Gemiddelde/Percentage;2014;7.7;2.7;10.3;87.0;7.6;3.7;11.8;84.6;7.7;4.5;12.1;83.4;7.5;6.8;15.5;77.7;51.0
20;Politieke participatie: nee;Gemiddelde/Percentage;2015;7.7;2.8;10.0;87.1;7.6;3.8;11.0;85.1;7.7;4.1;12.0;83.9;7.4;7.0;17.5;75.5;53.2
21;Politieke participatie: nee;Gemiddelde/Percentage;2016;7.7;2.5;9.7;87.8;7.6;2.8;11.9;85.2;7.6;4.1;12.7;83.2;7.4;7.2;17.2;75.6;53.4
22;Politieke participatie: nee;Gemiddelde/Percentage;2017;7.7;3.2;9.6;87.2;7.6;3.6;10.7;85.7;7.7;4.3;11.7;84.0;7.4;7.4;16.6;75.9;56.6
23;Politieke participatie: nee;Gemiddelde/Percentage;2018;7.7;3.1;9.9;87.0;7.6;2.4;11.5;86.2;7.6;4.6;12.5;82.8;7.4;7.4;17.0;75.6;54.4
24;Politieke participatie: nee;Gemiddelde/Percentage;2019;7.7;3.0;8.5;88.5;7.7;2.6;10.1;87.3;7.7;3.9;12.4;83.7;7.4;6.8;16.7;76.5;55.1
25;Politieke participatie: nee;Gemiddelde/Percentage;2020;7.7;3.0;10.4;86.6;7.7;2.4;12.1;85.6;7.6;5.0;13.8;81.1;7.6;5.9;15.3;78.7;56.8
26;Politieke participatie: nee;Gemiddelde/Percentage;2021;7.6;3.5;10.1;86.4;7.6;3.1;12.9;84.0;7.4;7.0;15.4;77.6;7.6;6.7;14.9;78.5;59.9
27;Politieke participatie: nee;Standaardfout;2013;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
28;Politieke participatie: nee;Standaardfout;2014;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
29;Politieke participatie: nee;Standaardfout;2015;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
30;Politieke participatie: nee;Standaardfout;2016;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.8
31;Politieke participatie: nee;Standaardfout;2017;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
32;Politieke participatie: nee;Standaardfout;2018;0.0;0.3;0.5;0.5;0.0;0.2;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
33;Politieke participatie: nee;Standaardfout;2019;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
34;Politieke participatie: nee;Standaardfout;2020;0.0;0.3;0.5;0.6;0.0;0.2;0.5;0.6;0.0;0.4;0.6;0.6;0.0;0.4;0.6;0.7;0.8
35;Politieke participatie: nee;Standaardfout;2021;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.0;0.4;0.6;0.7;0.9
36;Politieke participatie: ja;Gemiddelde/Percentage;2013;7.7;2.5;8.9;88.6;7.6;3.3;12.5;84.2;7.7;3.9;12.3;83.9;7.3;8.5;18.4;73.1;65.8
37;Politieke participatie: ja;Gemiddelde/Percentage;2014;7.7;2.0;9.0;89.1;7.6;2.9;12.4;84.7;7.6;3.9;12.5;83.6;7.2;8.2;19.3;72.5;65.9
38;Politieke participatie: ja;Gemiddelde/Percentage;2015;7.7;2.6;9.5;87.9;7.5;3.9;13.6;82.6;7.6;4.5;13.1;82.4;7.3;8.4;18.4;73.2;67.4
39;Politieke participatie: ja;Gemiddelde/Percentage;2016;7.8;2.7;8.4;88.9;7.6;3.1;11.6;85.2;7.6;3.8;13.4;82.8;7.3;7.9;19.4;72.7;67.2
40;Politieke participatie: ja;Gemiddelde/Percentage;2017;7.7;2.3;9.9;87.8;7.6;3.5;11.4;85.1;7.6;4.3;13.6;82.0;7.2;9.2;18.9;71.9;68.7
41;Politieke participatie: ja;Gemiddelde/Percentage;2018;7.7;2.6;8.9;88.6;7.6;2.6;12.2;85.3;7.5;4.7;15.1;80.1;7.2;9.5;18.5;72.0;70.7
42;Politieke participatie: ja;Gemiddelde/Percentage;2019;7.7;2.1;8.4;89.5;7.7;2.0;10.6;87.4;7.6;3.9;14.3;81.8;7.2;8.4;20.1;71.5;70.8
43;Politieke participatie: ja;Gemiddelde/Percentage;2020;7.7;2.5;10.6;86.9;7.5;3.2;12.8;84.1;7.4;6.2;14.9;78.9;7.3;8.1;18.0;73.9;69.9
44;Politieke participatie: ja;Gemiddelde/Percentage;2021;7.6;3.0;10.6;86.3;7.5;3.5;13.3;83.2;7.3;7.8;18.2;74.0;7.3;8.1;18.4;73.6;73.5
45;Politieke participatie: ja;Standaardfout;2013;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.5;0.7;0.8;0.9
46;Politieke participatie: ja;Standaardfout;2014;0.0;0.2;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.5;0.7;0.8;0.8
47;Politieke participatie: ja;Standaardfout;2015;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.5;0.7;0.8;0.8
48;Politieke participatie: ja;Standaardfout;2016;0.0;0.3;0.5;0.5;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.5;0.7;0.8;0.8
49;Politieke participatie: ja;Standaardfout;2017;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.0;0.5;0.7;0.8;0.8
50;Politieke participatie: ja;Standaardfout;2018;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.0;0.5;0.7;0.8;0.8
51;Politieke participatie: ja;Standaardfout;2019;0.0;0.3;0.5;0.5;0.0;0.2;0.5;0.6;0.0;0.3;0.6;0.7;0.0;0.5;0.7;0.8;0.8
52;Politieke participatie: ja;Standaardfout;2020;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.0;0.5;0.7;0.7;0.8
53;Politieke participatie: ja;Standaardfout;2021;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.5;0.7;0.8;0.0;0.5;0.7;0.8;0.8
54;Contact familie: dagelijks;Gemiddelde/Percentage;2013;7.8;2.0;9.0;89.0;7.6;3.2;11.9;84.9;7.9;2.8;10.9;86.4;7.4;8.1;17.5;74.4;54.9
55;Contact familie: dagelijks;Gemiddelde/Percentage;2014;7.8;1.8;8.9;89.3;7.6;2.9;11.1;86.0;7.8;3.3;10.7;85.9;7.4;7.2;17.4;75.4;52.4
56;Contact familie: dagelijks;Gemiddelde/Percentage;2015;7.8;2.1;9.6;88.3;7.6;3.7;11.7;84.6;7.8;3.6;10.2;86.1;7.4;7.5;16.3;76.2;54.0
57;Contact familie: dagelijks;Gemiddelde/Percentage;2016;7.8;2.6;7.8;89.6;7.7;2.8;10.6;86.7;7.8;2.7;10.9;86.4;7.4;7.2;17.9;74.8;55.5
58;Contact familie: dagelijks;Gemiddelde/Percentage;2017;7.8;2.1;9.8;88.2;7.7;2.8;11.1;86.0;7.8;3.5;10.8;85.7;7.3;8.8;17.7;73.5;58.0
59;Contact familie: dagelijks;Gemiddelde/Percentage;2018;7.8;2.5;7.5;90.0;7.7;2.0;9.9;88.1;7.8;3.5;10.4;86.1;7.3;8.2;17.0;74.8;60.5
60;Contact familie: dagelijks;Gemiddelde/Percentage;2019;7.8;2.3;6.9;90.8;7.8;1.5;9.0;89.5;7.9;2.8;10.5;86.8;7.4;7.3;16.8;75.8;58.6
61;Contact familie: dagelijks;Gemiddelde/Percentage;2020;7.8;2.2;9.0;88.8;7.7;2.1;10.5;87.4;7.7;3.9;12.4;83.7;7.5;6.8;15.4;77.8;60.4
62;Contact familie: dagelijks;Gemiddelde/Percentage;2021;7.7;3.5;8.6;87.9;7.7;3.6;10.8;85.7;7.6;6.4;14.5;79.1;7.5;7.0;17.1;75.9;64.9
63;Contact familie: dagelijks;Standaardfout;2013;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.8;0.0;0.6;0.9;1.0;1.1
64;Contact familie: dagelijks;Standaardfout;2014;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.8;0.0;0.6;0.8;0.9;1.1
65;Contact familie: dagelijks;Standaardfout;2015;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.7;0.0;0.6;0.8;0.9;1.1
66;Contact familie: dagelijks;Standaardfout;2016;0.0;0.3;0.6;0.6;0.0;0.3;0.7;0.7;0.0;0.3;0.7;0.7;0.0;0.6;0.8;0.9;1.1
67;Contact familie: dagelijks;Standaardfout;2017;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.7;0.0;0.4;0.7;0.7;0.0;0.6;0.8;0.9;1.1
68;Contact familie: dagelijks;Standaardfout;2018;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.0;0.4;0.6;0.7;0.0;0.6;0.8;0.9;1.0
69;Contact familie: dagelijks;Standaardfout;2019;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.5;0.8;0.9;1.0
70;Contact familie: dagelijks;Standaardfout;2020;0.0;0.3;0.6;0.6;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.5;0.7;0.8;1.0
71;Contact familie: dagelijks;Standaardfout;2021;0.0;0.4;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.5;0.8;0.9;0.0;0.6;0.8;0.9;1.1
72;Contact familie: wekelijks;Gemiddelde/Percentage;2013;7.7;1.8;9.4;88.8;7.6;2.8;12.3;85.0;7.7;3.3;11.7;84.9;7.5;6.6;16.2;77.2;60.6
73;Contact familie: wekelijks;Gemiddelde/Percentage;2014;7.7;1.9;9.2;88.9;7.6;2.7;11.6;85.7;7.7;3.7;11.6;84.7;7.4;7.5;16.3;76.2;61.2
74;Contact familie: wekelijks;Gemiddelde/Percentage;2015;7.7;2.6;8.9;88.5;7.6;3.2;11.0;85.8;7.6;3.8;12.1;84.1;7.3;7.1;18.3;74.5;62.1
75;Contact familie: wekelijks;Gemiddelde/Percentage;2016;7.7;2.1;9.1;88.8;7.6;2.4;11.2;86.4;7.7;3.6;13.0;83.4;7.3;7.1;18.5;74.4;63.4
76;Contact familie: wekelijks;Gemiddelde/Percentage;2017;7.8;2.6;8.3;89.1;7.7;2.7;10.1;87.3;7.7;3.5;12.5;83.9;7.4;7.3;17.1;75.6;65.9
77;Contact familie: wekelijks;Gemiddelde/Percentage;2018;7.7;2.1;9.5;88.5;7.6;1.8;11.7;86.5;7.6;4.2;14.1;81.7;7.3;8.0;17.7;74.3;63.7
78;Contact familie: wekelijks;Gemiddelde/Percentage;2019;7.8;2.1;7.5;90.4;7.7;2.0;9.3;88.6;7.6;3.3;12.6;84.1;7.3;7.5;18.6;73.8;66.9
79;Contact familie: wekelijks;Gemiddelde/Percentage;2020;7.7;2.4;9.7;87.9;7.6;2.4;12.4;85.2;7.5;5.7;13.6;80.7;7.4;6.7;17.4;75.9;66.0
80;Contact familie: wekelijks;Gemiddelde/Percentage;2021;7.7;2.4;9.8;87.8;7.6;2.5;12.8;84.7;7.4;6.3;16.6;77.1;7.5;6.1;16.0;77.8;68.9
81;Contact familie: wekelijks;Standaardfout;2013;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
82;Contact familie: wekelijks;Standaardfout;2014;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
83;Contact familie: wekelijks;Standaardfout;2015;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
84;Contact familie: wekelijks;Standaardfout;2016;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.8
85;Contact familie: wekelijks;Standaardfout;2017;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.8
86;Contact familie: wekelijks;Standaardfout;2018;0.0;0.2;0.5;0.5;0.0;0.2;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.6;0.7;0.8
87;Contact familie: wekelijks;Standaardfout;2019;0.0;0.2;0.4;0.5;0.0;0.2;0.5;0.5;0.0;0.3;0.6;0.6;0.0;0.4;0.7;0.7;0.8
88;Contact familie: wekelijks;Standaardfout;2020;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.4;0.6;0.7;0.0;0.4;0.6;0.7;0.8
89;Contact familie: wekelijks;Standaardfout;2021;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.4;0.7;0.7;0.0;0.4;0.7;0.7;0.8
90;Contact familie: maandelijks;Gemiddelde/Percentage;2013;7.5;3.6;11.2;85.2;7.4;4.1;14.7;81.2;7.4;5.2;18.0;76.7;7.4;7.4;18.5;74.1;58.2
91;Contact familie: maandelijks;Gemiddelde/Percentage;2014;7.6;3.8;10.1;86.1;7.4;4.8;13.6;81.6;7.4;5.7;16.9;77.4;7.4;6.9;17.8;75.2;59.4
92;Contact familie: maandelijks;Gemiddelde/Percentage;2015;7.6;3.1;10.8;86.1;7.4;5.0;14.3;80.7;7.3;6.2;16.3;77.5;7.3;7.9;18.1;74.0;65.7
93;Contact familie: maandelijks;Gemiddelde/Percentage;2016;7.6;2.6;9.7;87.7;7.5;3.2;13.2;83.6;7.3;5.6;16.0;78.4;7.3;8.3;17.9;73.9;62.2
94;Contact familie: maandelijks;Gemiddelde/Percentage;2017;7.6;2.1;11.4;86.4;7.5;4.6;11.5;83.9;7.4;5.6;13.9;80.5;7.3;8.8;19.1;72.0;64.6
95;Contact familie: maandelijks;Gemiddelde/Percentage;2018;7.4;4.7;11.7;83.6;7.3;5.3;13.5;81.1;7.3;7.0;17.1;76.0;7.2;8.6;19.2;72.2;63.0
96;Contact familie: maandelijks;Gemiddelde/Percentage;2019;7.5;3.7;11.5;84.9;7.5;3.3;12.4;84.3;7.3;6.2;17.9;75.9;7.3;6.2;20.4;73.4;61.1
97;Contact familie: maandelijks;Gemiddelde/Percentage;2020;7.5;3.1;13.1;83.8;7.4;3.1;13.9;83.0;7.3;5.8;17.8;76.4;7.4;6.7;16.1;77.2;64.3
98;Contact familie: maandelijks;Gemiddelde/Percentage;2021;7.4;4.5;12.1;83.4;7.3;4.4;15.2;80.4;7.0;10.5;18.7;70.8;7.1;11.5;17.2;71.3;64.9
99;Contact familie: maandelijks;Standaardfout;2013;0.0;0.7;1.1;1.3;0.1;0.7;1.2;1.4;0.1;0.8;1.4;1.5;0.1;0.9;1.4;1.5;1.8
100;Contact familie: maandelijks;Standaardfout;2014;0.0;0.7;1.1;1.2;0.1;0.8;1.2;1.4;0.1;0.8;1.3;1.5;0.1;0.9;1.4;1.5;1.8
101;Contact familie: maandelijks;Standaardfout;2015;0.0;0.6;1.1;1.2;0.1;0.8;1.2;1.4;0.1;0.8;1.3;1.5;0.1;0.9;1.4;1.5;1.7
102;Contact familie: maandelijks;Standaardfout;2016;0.0;0.6;1.1;1.2;0.0;0.6;1.2;1.3;0.1;0.8;1.3;1.5;0.1;1.0;1.4;1.6;1.8
103;Contact familie: maandelijks;Standaardfout;2017;0.0;0.5;1.1;1.2;0.0;0.7;1.1;1.2;0.1;0.8;1.2;1.3;0.1;1.0;1.3;1.5;1.7
104;Contact familie: maandelijks;Standaardfout;2018;0.1;0.7;1.1;1.3;0.1;0.8;1.2;1.4;0.1;0.9;1.3;1.5;0.1;1.0;1.4;1.6;1.8
105;Contact familie: maandelijks;Standaardfout;2019;0.0;0.7;1.1;1.3;0.0;0.6;1.2;1.3;0.1;0.8;1.3;1.5;0.1;0.8;1.4;1.5;1.7
106;Contact familie: maandelijks;Standaardfout;2020;0.0;0.6;1.2;1.3;0.0;0.6;1.2;1.3;0.1;0.8;1.3;1.5;0.1;0.9;1.3;1.5;1.7
107;Contact familie: maandelijks;Standaardfout;2021;0.1;0.8;1.3;1.4;0.1;0.8;1.4;1.5;0.1;1.2;1.5;1.7;0.1;1.2;1.4;1.7;1.9
108;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2013;7.2;6.9;17.1;76.0;7.0;6.3;23.5;70.2;7.0;10.1;21.3;68.6;7.4;8.9;17.6;73.5;57.2
109;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2014;7.2;6.4;15.1;78.6;7.2;6.8;18.8;74.4;7.1;9.6;18.1;72.4;7.0;11.5;26.2;62.3;52.3
110;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2015;7.3;5.8;12.0;82.2;7.2;7.8;15.3;76.9;7.1;6.6;22.6;70.8;7.1;12.9;18.2;68.8;59.9
111;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2016;7.3;4.0;15.4;80.5;7.0;6.7;19.6;73.7;7.0;8.7;22.1;69.2;7.1;10.9;18.0;71.2;55.3
112;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2017;7.2;7.9;13.2;78.9;7.1;8.8;15.6;75.6;7.1;8.1;18.6;73.3;7.1;11.2;20.7;68.1;54.6
113;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2018;7.4;4.7;15.2;80.1;7.3;4.6;18.0;77.4;7.0;10.7;20.4;68.9;7.1;12.1;19.7;68.2;52.8
114;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2019;7.3;4.1;18.1;77.7;7.1;7.2;20.3;72.5;6.9;8.4;24.2;67.4;7.1;9.8;18.7;71.5;55.6
115;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2020;7.1;7.4;18.0;74.7;7.1;8.0;18.7;73.3;6.8;12.6;22.9;64.5;7.2;10.8;16.8;72.5;60.4
116;Contact familie: minder 1 x per maand;Gemiddelde/Percentage;2021;7.3;2.8;16.3;80.9;7.3;2.4;21.0;76.6;6.8;13.8;22.2;64.0;7.2;10.7;14.4;74.8;65.1
117;Contact familie: minder 1 x per maand;Standaardfout;2013;0.1;1.8;2.7;3.1;0.1;1.7;3.1;3.3;0.1;2.2;2.9;3.3;0.1;2.0;2.7;3.2;3.6
118;Contact familie: minder 1 x per maand;Standaardfout;2014;0.1;1.7;2.4;2.8;0.1;1.7;2.7;3.0;0.1;2.0;2.6;3.0;0.1;2.2;3.0;3.3;3.5
119;Contact familie: minder 1 x per maand;Standaardfout;2015;0.1;1.6;2.2;2.6;0.1;1.8;2.5;2.9;0.1;1.7;2.8;3.1;0.1;2.3;2.6;3.1;3.4
120;Contact familie: minder 1 x per maand;Standaardfout;2016;0.1;1.4;2.6;2.8;0.1;1.8;2.8;3.1;0.1;2.0;2.9;3.2;0.1;2.2;2.7;3.2;3.6
121;Contact familie: minder 1 x per maand;Standaardfout;2017;0.1;1.8;2.3;2.7;0.1;1.9;2.4;2.9;0.1;1.8;2.6;2.9;0.1;2.1;2.7;3.1;3.4
122;Contact familie: minder 1 x per maand;Standaardfout;2018;0.1;1.4;2.4;2.7;0.1;1.4;2.6;2.8;0.1;2.1;2.7;3.1;0.1;2.2;2.6;3.1;3.4
123;Contact familie: minder 1 x per maand;Standaardfout;2019;0.1;1.4;2.6;2.9;0.1;1.8;2.8;3.1;0.1;1.9;2.9;3.1;0.1;2.0;2.6;3.0;3.4
124;Contact familie: minder 1 x per maand;Standaardfout;2020;0.1;1.8;2.6;2.9;0.1;1.8;2.6;3.0;0.1;2.2;2.8;3.2;0.1;2.1;2.5;3.0;3.4
125;Contact familie: minder 1 x per maand;Standaardfout;2021;0.1;1.1;2.5;2.7;0.1;1.1;2.8;2.9;0.1;2.4;2.8;3.3;0.1;2.1;2.4;3.0;3.3
126;Contact familie: zelden of nooit;Gemiddelde/Percentage;2013;6.6;14.2;23.5;62.3;6.5;16.4;21.3;62.2;6.9;12.5;22.1;65.4;7.5;9.0;17.7;73.3;43.1
127;Contact familie: zelden of nooit;Gemiddelde/Percentage;2014;6.9;8.1;25.9;66.0;6.9;11.3;22.8;66.0;6.9;12.7;21.7;65.6;7.2;8.6;22.3;69.1;39.7
128;Contact familie: zelden of nooit;Gemiddelde/Percentage;2015;6.8;10.2;28.0;61.9;6.6;8.7;37.5;53.8;6.8;14.2;21.7;64.1;6.7;13.7;27.0;59.3;40.6
129;Contact familie: zelden of nooit;Gemiddelde/Percentage;2016;6.7;13.6;17.8;68.6;6.5;15.5;27.6;56.9;6.5;19.7;20.5;59.8;7.1;13.0;19.5;67.4;38.7
130;Contact familie: zelden of nooit;Gemiddelde/Percentage;2017;6.8;14.2;28.7;57.1;6.5;20.0;22.5;57.5;6.4;22.5;22.4;55.1;6.8;15.7;17.7;66.6;29.7
131;Contact familie: zelden of nooit;Gemiddelde/Percentage;2018;6.9;12.8;17.5;69.7;6.9;7.7;26.8;65.5;6.7;12.7;29.7;57.6;7.4;9.9;20.7;69.3;42.3
132;Contact familie: zelden of nooit;Gemiddelde/Percentage;2019;6.8;9.5;25.4;65.1;6.7;8.4;28.8;62.8;6.7;13.1;29.3;57.6;7.1;12.1;21.7;66.2;32.1
133;Contact familie: zelden of nooit;Gemiddelde/Percentage;2020;6.8;11.0;25.3;63.7;6.7;14.1;24.8;61.1;6.3;21.8;28.9;49.3;7.2;8.9;22.9;68.2;45.0
134;Contact familie: zelden of nooit;Gemiddelde/Percentage;2021;6.6;11.8;26.5;61.7;6.6;13.6;26.5;59.9;6.1;21.6;32.4;46.0;7.3;11.6;16.3;72.1;47.4
135;Contact familie: zelden of nooit;Standaardfout;2013;0.2;3.0;3.6;4.1;0.2;3.1;3.5;4.1;0.2;2.8;3.5;4.0;0.2;2.4;3.2;3.7;4.3
136;Contact familie: zelden of nooit;Standaardfout;2014;0.2;2.3;3.7;4.0;0.2;2.7;3.5;4.0;0.2;2.8;3.5;4.0;0.2;2.4;3.5;3.9;4.3
137;Contact familie: zelden of nooit;Standaardfout;2015;0.2;2.7;4.0;4.3;0.2;2.5;4.3;4.4;0.2;3.1;3.6;4.2;0.2;3.0;3.9;4.3;4.5
138;Contact familie: zelden of nooit;Standaardfout;2016;0.2;2.8;3.1;3.8;0.2;3.0;3.6;4.0;0.2;3.2;3.3;4.0;0.2;2.8;3.3;3.9;4.1
139;Contact familie: zelden of nooit;Standaardfout;2017;0.2;2.8;3.6;3.9;0.2;3.2;3.3;3.9;0.2;3.3;3.3;3.9;0.2;2.9;3.0;3.7;3.8
140;Contact familie: zelden of nooit;Standaardfout;2018;0.2;2.9;3.3;4.0;0.1;2.3;3.8;4.1;0.2;2.8;3.8;4.1;0.2;2.5;3.4;3.9;4.3
141;Contact familie: zelden of nooit;Standaardfout;2019;0.1;2.4;3.5;3.8;0.2;2.2;3.6;3.9;0.2;2.7;3.6;3.9;0.2;2.5;3.2;3.7;3.7
