ID;Geslacht;Leeftijd;NationaliteitInJaarVanImmigratie;Migratiemotief;Kenmerken;JaarVanImmigratie;Perioden;BevolkingOp31DecemberNietEUEFTA_1
42;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2016;24620.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2017;24200.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2018;23870.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2019;23590.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2020;24080.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2021;23810.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2022;23590.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2023;23385.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;1999;
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2000;66445.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2001;61440.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2002;56450.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2003;52085.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2004;47230.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2005;44380.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2006;41595.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2007;39035.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2008;37415.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2009;36265.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2010;35225.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2011;34300.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2012;33375.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2013;32365.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2014;31590.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2015;30830.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2016;30245.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2017;29725.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2018;29325.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2019;28945.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2020;29395.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2021;29075.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2022;28785.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2023;28525.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;1999;
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2000;
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2001;68735.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2002;62510.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2003;56195.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2004;49705.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2005;45810.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2006;42230.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2007;39365.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2008;37630.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2009;36280.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2010;35030.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2011;34000.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2012;33040.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2013;31995.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2014;31175.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2015;30400.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2016;29755.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2017;29275.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2018;28820.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2019;28450.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2020;29030.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2021;28685.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2022;28385.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2023;28100.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;1999;
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2000;
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2001;
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2002;62980.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2003;56420.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2004;48320.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2005;43470.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2006;39395.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2007;35800.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2008;33710.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2009;32160.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2010;30755.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2011;29775.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2012;28775.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2013;27845.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2014;27110.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2015;26380.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2016;25770.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2017;25275.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2018;24875.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2019;24545.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2020;25065.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2021;24745.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2022;24450.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2023;24230.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;1999;
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2000;
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2001;
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2002;
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2003;51830.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2004;43780.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2005;38930.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2006;35160.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2007;31740.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2008;29860.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2009;28480.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2010;27165.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2011;26200.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2012;25355.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2013;24450.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2014;23780.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2015;23205.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2016;22715.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2017;22335.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2018;21960.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2019;21650.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2020;22090.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2021;21810.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2022;21605.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2023;21385.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;1999;
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2000;
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2001;
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2002;
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2003;
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2004;37395.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2005;32950.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2006;29065.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2007;25660.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2008;23875.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2009;22545.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2010;21370.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2011;20575.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2012;19820.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2013;19020.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2014;18430.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2015;17915.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2016;17445.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2017;17165.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2018;16910.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2019;16660.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2020;17075.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2021;16865.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2022;16700.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2023;16560.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;1999;
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2000;
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2001;
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2002;
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2003;
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2004;
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2005;34775.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2006;29835.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2007;25445.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2008;23070.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2009;21340.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2010;19935.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2011;18870.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2012;18020.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2013;17150.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2014;16530.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2015;15950.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2016;15475.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2017;15165.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2018;14860.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2019;14625.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2020;15055.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2021;14870.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2022;14690.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2023;14550.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;1999;
201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2000;
202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2001;
203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2002;
204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2003;
205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2004;
206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2005;
207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2006;34480.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2007;27780.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2008;24025.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2009;21585.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2010;19790.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2011;18450.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2012;17285.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2013;16190.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2014;15485.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2015;14855.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2016;14335.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2017;13970.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2018;13665.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2019;13440.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2020;13975.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2021;13780.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2022;13625.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2023;13480.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;1999;
226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2000;
227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2001;
228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2002;
229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2003;
230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2004;
231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2005;
232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2006;
233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2007;34460.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2008;28565.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2009;24625.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2010;21790.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2011;19905.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2012;18350.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2013;16955.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2014;16050.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2015;15325.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2016;14635.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2017;14140.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2018;13760.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2019;13465.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2020;14070.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2021;13855.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2022;13670.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2023;13485.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;1999;
251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2000;
252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2001;
253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2002;
254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2003;
255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2004;
256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2005;
257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2006;
258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2007;
259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2008;44710.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2009;37175.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2010;32050.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2011;28525.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2012;26080.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2013;24035.0
265;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2014;22640.0
266;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2015;21270.0
267;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2016;20205.0
268;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2017;19435.0
269;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2018;18900.0
270;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2019;18465.0
271;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2020;19160.0
272;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2021;18820.0
273;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2022;18555.0
274;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2023;18305.0
275;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;1999;
276;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2000;
277;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2001;
278;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2002;
279;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2003;
280;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2004;
281;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2005;
282;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2006;
283;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2007;
284;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2008;
285;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2009;47175.0
286;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2010;39410.0
287;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2011;33995.0
288;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2012;30735.0
289;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2013;28000.0
290;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2014;26265.0
