ID;Geslacht;TypeZelfstandigeInStartjaar;ArbeidsmarktpositiePeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
23;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2013;215.3
24;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2014;217.9
25;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2015;
26;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2016;
27;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2008;262.2
28;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2009;241.6
29;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2010;220.7
30;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2011;215.5
31;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2012;205.6
32;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2013;215.3
33;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2014;
34;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2015;
35;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2016;
36;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2008;262.2
37;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2009;241.6
38;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2010;220.7
39;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2011;215.5
40;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2012;205.6
41;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2013;
42;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2014;
43;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2015;
44;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2016;
45;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2008;3.1
46;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2009;2.5
47;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2010;3.3
48;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2011;3.8
49;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2012;3.4
50;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2013;3.3
51;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2014;3.7
52;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2015;4.3
53;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2016;4.2
54;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2008;3.1
55;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2009;2.5
56;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2010;3.3
57;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2011;3.8
58;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2012;3.4
59;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2013;3.3
60;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2014;3.7
61;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2015;4.3
62;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2016;
63;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2008;3.1
64;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2009;2.5
65;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2010;3.3
66;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2011;3.8
67;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2012;3.4
68;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2013;3.3
69;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2014;3.7
70;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2015;
71;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2016;
72;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2008;3.1
73;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2009;2.5
74;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2010;3.3
75;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2011;3.8
76;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2012;3.4
77;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2013;3.3
78;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2014;
79;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2015;
80;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2016;
81;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2008;3.1
82;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2009;2.5
83;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2010;3.3
84;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2011;3.8
85;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2012;3.4
86;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2013;
87;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2014;
88;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2015;
89;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2016;
90;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2008;14.6
91;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2009;11.7
92;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2010;14.0
93;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2011;15.6
94;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2012;13.9
95;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2013;14.1
96;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2014;16.2
97;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2015;18.2
98;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2016;17.5
99;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2008;14.6
100;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2009;11.7
101;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2010;14.0
102;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2011;15.6
103;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2012;13.9
104;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2013;14.1
105;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2014;16.2
106;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2015;18.2
107;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2016;
108;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2008;14.6
109;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2009;11.7
110;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2010;14.0
111;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2011;15.6
112;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2012;13.9
113;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2013;14.1
114;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2014;16.2
115;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2015;
116;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2016;
117;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2008;14.6
118;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2009;11.7
119;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2010;14.0
120;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2011;15.6
121;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2012;13.9
122;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2013;14.1
123;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2014;
124;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2015;
125;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2016;
126;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2008;14.6
127;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2009;11.7
128;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2010;14.0
129;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2011;15.6
130;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2012;13.9
131;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2013;
132;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2014;
133;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2015;
134;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2016;
135;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2008;22.0
136;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2009;21.8
137;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2010;26.7
138;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2011;29.0
139;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2012;26.8
140;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2013;26.2
141;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2014;28.8
142;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2015;31.0
143;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2016;30.8
144;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2008;22.0
145;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2009;21.8
146;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2010;26.7
147;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2011;29.0
148;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2012;26.8
149;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2013;26.2
150;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2014;28.8
151;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2015;31.0
152;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2016;
153;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2008;22.0
154;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2009;21.8
155;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2010;26.7
156;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2011;29.0
157;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2012;26.8
158;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2013;26.2
159;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2014;28.8
160;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2015;
161;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2016;
162;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2008;22.0
163;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2009;21.8
164;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2010;26.7
165;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2011;29.0
166;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2012;26.8
167;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2013;26.2
168;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2014;
169;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2015;
170;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2016;
171;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2008;22.0
172;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2009;21.8
173;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2010;26.7
174;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2011;29.0
175;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2012;26.8
176;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2013;
177;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2014;
178;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2015;
179;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2016;
180;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2008;60.5
181;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2009;55.3
182;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2010;71.6
183;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2011;76.6
184;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2012;71.5
185;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2013;70.6
186;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2014;78.2
187;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2015;86.4
188;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;1 jaar na startjaar;2016;82.5
189;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2008;60.5
190;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2009;55.3
191;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2010;71.6
192;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2011;76.6
193;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2012;71.5
194;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2013;70.6
195;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2014;78.2
196;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2015;86.4
197;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2 jaar na startjaar;2016;
198;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;3 jaar na startjaar;2008;60.5
