ID;Geslacht;Herkomstland;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
50;Totaal mannen en vrouwen;Geboren in Nederland;2025;26565;43127;-16562
51;Totaal mannen en vrouwen;Geboren in Nederland;2026;26374;44694;-18320
52;Totaal mannen en vrouwen;Geboren in Nederland;2027;26448;46328;-19880
53;Totaal mannen en vrouwen;Geboren in Nederland;2028;27443;47788;-20345
54;Totaal mannen en vrouwen;Geboren in Nederland;2029;28350;47926;-19576
55;Totaal mannen en vrouwen;Geboren in Nederland;2030;28682;48093;-19411
56;Totaal mannen en vrouwen;Geboren in Nederland;2031;29419;48258;-18839
57;Totaal mannen en vrouwen;Geboren in Nederland;2032;30056;48420;-18364
58;Totaal mannen en vrouwen;Geboren in Nederland;2033;30651;48546;-17895
59;Totaal mannen en vrouwen;Geboren in Nederland;2034;31023;48703;-17680
60;Totaal mannen en vrouwen;Geboren in Nederland;2035;31230;48892;-17662
61;Totaal mannen en vrouwen;Geboren in Nederland;2036;31281;49104;-17824
62;Totaal mannen en vrouwen;Geboren in Nederland;2037;31309;49316;-18007
63;Totaal mannen en vrouwen;Geboren in Nederland;2038;31339;49511;-18172
64;Totaal mannen en vrouwen;Geboren in Nederland;2039;31395;49678;-18283
65;Totaal mannen en vrouwen;Geboren in Nederland;2040;31465;49807;-18342
66;Totaal mannen en vrouwen;Geboren in Nederland;2041;31518;49902;-18384
67;Totaal mannen en vrouwen;Geboren in Nederland;2042;31606;49987;-18381
68;Totaal mannen en vrouwen;Geboren in Nederland;2043;31669;50069;-18400
69;Totaal mannen en vrouwen;Geboren in Nederland;2044;31772;50126;-18354
70;Totaal mannen en vrouwen;Geboren in Nederland;2045;31781;50196;-18414
71;Totaal mannen en vrouwen;Geboren in Nederland;2046;31795;50242;-18447
72;Totaal mannen en vrouwen;Geboren in Nederland;2047;31829;50301;-18472
73;Totaal mannen en vrouwen;Geboren in Nederland;2048;31856;50352;-18496
74;Totaal mannen en vrouwen;Geboren in Nederland;2049;31878;50432;-18554
75;Totaal mannen en vrouwen;Geboren in Nederland;2050;31912;50536;-18624
76;Totaal mannen en vrouwen;Geboren in Nederland;2051;31949;50668;-18719
77;Totaal mannen en vrouwen;Geboren in Nederland;2052;31953;50817;-18864
78;Totaal mannen en vrouwen;Geboren in Nederland;2053;31956;50998;-19042
79;Totaal mannen en vrouwen;Geboren in Nederland;2054;32003;51194;-19190
80;Totaal mannen en vrouwen;Geboren in Nederland;2055;32036;51403;-19367
81;Totaal mannen en vrouwen;Geboren in Nederland;2056;32094;51642;-19548
82;Totaal mannen en vrouwen;Geboren in Nederland;2057;32144;51876;-19732
83;Totaal mannen en vrouwen;Geboren in Nederland;2058;32219;52113;-19894
84;Totaal mannen en vrouwen;Geboren in Nederland;2059;32336;52352;-20016
85;Totaal mannen en vrouwen;Geboren in Nederland;2060;32399;52584;-20184
86;Totaal mannen en vrouwen;Geboren in Nederland;2061;32532;52812;-20280
87;Totaal mannen en vrouwen;Geboren in Nederland;2062;32642;53038;-20396
88;Totaal mannen en vrouwen;Geboren in Nederland;2063;32753;53246;-20493
89;Totaal mannen en vrouwen;Geboren in Nederland;2064;32901;53446;-20545
90;Totaal mannen en vrouwen;Geboren in Nederland;2065;32982;53644;-20662
91;Totaal mannen en vrouwen;Geboren in Nederland;2066;33128;53845;-20717
92;Totaal mannen en vrouwen;Geboren in Nederland;2067;33239;54032;-20793
93;Totaal mannen en vrouwen;Geboren in Nederland;2068;33296;54202;-20906
94;Totaal mannen en vrouwen;Geboren in Nederland;2069;33413;54368;-20955
95;Totaal mannen en vrouwen;Geboren in Nederland;2070;33508;54503;-20995
96;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2023;311469;151318;160151
97;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2024;296526;159244;137282
98;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2025;288048;166324;121723
99;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2026;278940;172869;106071
100;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2027;279055;181472;97582
101;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2028;278530;190642;87887
102;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2029;279404;192402;87002
103;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2030;280006;193625;86382
104;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2031;280283;194445;85838
105;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2032;280146;194883;85264
106;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2033;279122;194893;84230
107;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2034;278100;195448;82652
108;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2035;278100;196008;82092
109;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2036;278100;196688;81413
110;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2037;278100;197386;80714
111;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2038;278100;198009;80091
112;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2039;278100;198558;79542
113;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2040;278100;199070;79030
114;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2041;278100;199528;78572
115;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2042;278100;199944;78157
116;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2043;278100;200344;77757
117;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2044;278100;200712;77390
118;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2045;278100;201037;77063
119;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2046;278100;201306;76796
120;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2047;278100;201517;76584
121;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2048;278100;201697;76404
122;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2049;278100;201861;76239
123;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2050;278100;201978;76122
124;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2051;278100;202166;75934
125;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2052;278100;202268;75831
126;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2053;278100;202295;75806
127;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2054;278100;202321;75778
128;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2055;278100;202355;75745
129;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2056;278100;202393;75706
130;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2057;278100;202442;75658
131;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2058;278100;202493;75607
132;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2059;278100;202548;75552
133;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2060;278100;202599;75501
134;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2061;278100;202653;75447
135;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2062;278100;202705;75393
136;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2063;278100;202759;75338
137;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2064;278100;202816;75283
138;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2065;278100;202876;75224
139;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2066;278100;202937;75162
140;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2067;278100;202995;75105
141;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2068;278100;203055;75045
142;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2069;278100;203112;74988
143;Totaal mannen en vrouwen;Totaal geboren buiten Nederland;2070;278100;203169;74930
144;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2023;170681;106929;63752
145;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2024;157627;108131;49496
146;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2025;149504;108429;41075
147;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2026;140867;107958;32909
148;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2027;141587;109238;32349
149;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2028;140736;110506;30230
150;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2029;140148;110314;29834
151;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2030;139495;109897;29598
152;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2031;138766;109272;29494
153;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2032;137915;108444;29471
154;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2033;136891;107413;29478
155;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2034;135869;107150;28719
156;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2035;135869;106982;28887
157;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2036;135869;107000;28868
158;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2037;135869;107107;28762
159;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2038;135869;107216;28653
160;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2039;135869;107327;28542
161;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2040;135869;107451;28418
162;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2041;135869;107571;28298
163;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2042;135869;107681;28188
164;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2043;135869;107788;28081
165;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2044;135869;107896;27973
166;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2045;135869;107994;27875
167;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2046;135869;108078;27792
168;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2047;135869;108147;27722
169;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2048;135869;108206;27663
170;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2049;135869;108248;27621
171;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2050;135869;108268;27601
172;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2051;135869;108316;27553
173;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2052;135869;108336;27533
174;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2053;135869;108348;27521
175;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2054;135869;108360;27509
176;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2055;135869;108373;27496
177;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2056;135869;108382;27487
178;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2057;135869;108391;27478
179;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2058;135869;108399;27470
180;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2059;135869;108411;27458
181;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2060;135869;108424;27445
182;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2061;135869;108440;27429
183;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2062;135869;108457;27411
184;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2063;135869;108479;27389
185;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2064;135869;108500;27369
186;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2065;135869;108524;27345
187;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2066;135869;108548;27321
188;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2067;135869;108571;27298
189;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2068;135869;108596;27273
190;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2069;135869;108619;27250
191;Totaal mannen en vrouwen;Totaal Europa (exclusief Nederland);2070;135869;108642;27227
192;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2023;61051;39355;21696
193;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2024;61511;41555;19956
194;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2025;61487;43222;18265
195;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2026;61215;44391;16824
196;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2027;60594;45111;15483
197;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2028;59064;45333;13731
198;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2029;58139;45128;13011
199;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2030;57194;44661;12533
200;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2031;56226;43940;12286
201;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2032;55203;42984;12219
202;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2033;54179;41822;12357
203;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2034;53157;41432;11725
204;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2035;53157;41149;12008
205;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2036;53157;41058;12098
206;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2037;53157;41044;12113
207;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2038;53157;41042;12115
208;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2039;53157;41048;12109
209;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2040;53157;41069;12088
210;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2041;53157;41092;12065
211;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2042;53157;41105;12052
212;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2043;53157;41119;12038
213;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2044;53157;41138;12019
214;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2045;53157;41152;12005
215;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2046;53157;41160;11998
216;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2047;53157;41164;11993
217;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2048;53157;41166;11991
218;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2049;53157;41159;11998
219;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2050;53157;41141;12016
220;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2051;53157;41137;12020
221;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2052;53157;41127;12030
222;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2053;53157;41111;12046
223;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2054;53157;41099;12058
224;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2055;53157;41089;12068
225;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2056;53157;41081;12076
226;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2057;53157;41074;12083
227;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2058;53157;41069;12088
228;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2059;53157;41069;12088
229;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2060;53157;41070;12087
230;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2061;53157;41075;12082
231;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2062;53157;41081;12076
232;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2063;53157;41091;12066
233;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2064;53157;41100;12057
234;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2065;53157;41114;12043
235;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2066;53157;41126;12031
236;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2067;53157;41138;12019
237;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2068;53157;41151;12006
238;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2069;53157;41162;11995
239;Totaal mannen en vrouwen;Midden- en Oost-Europese landen in de EU;2070;53157;41174;11983
240;Totaal mannen en vrouwen;West-Europese landen in de EU;2023;54250;36138;18112
241;Totaal mannen en vrouwen;West-Europese landen in de EU;2024;55353;38605;16748
242;Totaal mannen en vrouwen;West-Europese landen in de EU;2025;56716;40737;15979
243;Totaal mannen en vrouwen;West-Europese landen in de EU;2026;57844;42600;15244
244;Totaal mannen en vrouwen;West-Europese landen in de EU;2027;58732;44301;14431
245;Totaal mannen en vrouwen;West-Europese landen in de EU;2028;59187;45828;13359
246;Totaal mannen en vrouwen;West-Europese landen in de EU;2029;59179;46621;12558
247;Totaal mannen en vrouwen;West-Europese landen in de EU;2030;59179;47191;11988
248;Totaal mannen en vrouwen;West-Europese landen in de EU;2031;59179;47620;11559
249;Totaal mannen en vrouwen;West-Europese landen in de EU;2032;59179;47957;11222
250;Totaal mannen en vrouwen;West-Europese landen in de EU;2033;59179;48223;10956
251;Totaal mannen en vrouwen;West-Europese landen in de EU;2034;59179;48450;10729
252;Totaal mannen en vrouwen;West-Europese landen in de EU;2035;59179;48645;10534
253;Totaal mannen en vrouwen;West-Europese landen in de EU;2036;59179;48812;10367
254;Totaal mannen en vrouwen;West-Europese landen in de EU;2037;59179;48954;10225
255;Totaal mannen en vrouwen;West-Europese landen in de EU;2038;59179;49078;10101
256;Totaal mannen en vrouwen;West-Europese landen in de EU;2039;59179;49184;9995
257;Totaal mannen en vrouwen;West-Europese landen in de EU;2040;59179;49281;9898
258;Totaal mannen en vrouwen;West-Europese landen in de EU;2041;59179;49365;9814
259;Totaal mannen en vrouwen;West-Europese landen in de EU;2042;59179;49444;9735
260;Totaal mannen en vrouwen;West-Europese landen in de EU;2043;59179;49516;9663
261;Totaal mannen en vrouwen;West-Europese landen in de EU;2044;59179;49583;9596
262;Totaal mannen en vrouwen;West-Europese landen in de EU;2045;59179;49645;9534
263;Totaal mannen en vrouwen;West-Europese landen in de EU;2046;59179;49700;9479
264;Totaal mannen en vrouwen;West-Europese landen in de EU;2047;59179;49747;9432
265;Totaal mannen en vrouwen;West-Europese landen in de EU;2048;59179;49788;9391
266;Totaal mannen en vrouwen;West-Europese landen in de EU;2049;59179;49824;9355
267;Totaal mannen en vrouwen;West-Europese landen in de EU;2050;59179;49850;9329
268;Totaal mannen en vrouwen;West-Europese landen in de EU;2051;59179;49886;9293
269;Totaal mannen en vrouwen;West-Europese landen in de EU;2052;59179;49912;9267
270;Totaal mannen en vrouwen;West-Europese landen in de EU;2053;59179;49930;9249
271;Totaal mannen en vrouwen;West-Europese landen in de EU;2054;59179;49944;9235
272;Totaal mannen en vrouwen;West-Europese landen in de EU;2055;59179;49957;9222
273;Totaal mannen en vrouwen;West-Europese landen in de EU;2056;59179;49966;9213
274;Totaal mannen en vrouwen;West-Europese landen in de EU;2057;59179;49975;9204
275;Totaal mannen en vrouwen;West-Europese landen in de EU;2058;59179;49982;9197
276;Totaal mannen en vrouwen;West-Europese landen in de EU;2059;59179;49988;9191
277;Totaal mannen en vrouwen;West-Europese landen in de EU;2060;59179;49994;9185
278;Totaal mannen en vrouwen;West-Europese landen in de EU;2061;59179;50000;9179
279;Totaal mannen en vrouwen;West-Europese landen in de EU;2062;59179;50006;9173
280;Totaal mannen en vrouwen;West-Europese landen in de EU;2063;59179;50012;9166
281;Totaal mannen en vrouwen;West-Europese landen in de EU;2064;59179;50019;9160
282;Totaal mannen en vrouwen;West-Europese landen in de EU;2065;59179;50024;9155
283;Totaal mannen en vrouwen;West-Europese landen in de EU;2066;59179;50031;9148
284;Totaal mannen en vrouwen;West-Europese landen in de EU;2067;59179;50037;9142
285;Totaal mannen en vrouwen;West-Europese landen in de EU;2068;59179;50043;9136
286;Totaal mannen en vrouwen;West-Europese landen in de EU;2069;59179;50050;9129
287;Totaal mannen en vrouwen;West-Europese landen in de EU;2070;59179;50056;9123
288;Totaal mannen en vrouwen;Overig Europa;2023;55380;31436;23944
289;Totaal mannen en vrouwen;Overig Europa;2024;40763;27971;12792
290;Totaal mannen en vrouwen;Overig Europa;2025;31301;24470;6831
291;Totaal mannen en vrouwen;Overig Europa;2026;21808;20967;841
292;Totaal mannen en vrouwen;Overig Europa;2027;22261;19826;2435
293;Totaal mannen en vrouwen;Overig Europa;2028;22485;19345;3140
294;Totaal mannen en vrouwen;Overig Europa;2029;22830;18565;4265
295;Totaal mannen en vrouwen;Overig Europa;2030;23122;18045;5077
296;Totaal mannen en vrouwen;Overig Europa;2031;23361;17712;5649
297;Totaal mannen en vrouwen;Overig Europa;2032;23533;17503;6030
298;Totaal mannen en vrouwen;Overig Europa;2033;23533;17368;6165
299;Totaal mannen en vrouwen;Overig Europa;2034;23533;17268;6265
300;Totaal mannen en vrouwen;Overig Europa;2035;23533;17188;6345
301;Totaal mannen en vrouwen;Overig Europa;2036;23533;17130;6403
302;Totaal mannen en vrouwen;Overig Europa;2037;23533;17109;6424
303;Totaal mannen en vrouwen;Overig Europa;2038;23533;17096;6437
304;Totaal mannen en vrouwen;Overig Europa;2039;23533;17095;6438
305;Totaal mannen en vrouwen;Overig Europa;2040;23533;17101;6432
306;Totaal mannen en vrouwen;Overig Europa;2041;23533;17114;6419
307;Totaal mannen en vrouwen;Overig Europa;2042;23533;17132;6401
308;Totaal mannen en vrouwen;Overig Europa;2043;23533;17153;6380
309;Totaal mannen en vrouwen;Overig Europa;2044;23533;17175;6358
310;Totaal mannen en vrouwen;Overig Europa;2045;23533;17197;6336
311;Totaal mannen en vrouwen;Overig Europa;2046;23533;17218;6315
312;Totaal mannen en vrouwen;Overig Europa;2047;23533;17236;6297
313;Totaal mannen en vrouwen;Overig Europa;2048;23533;17252;6281
314;Totaal mannen en vrouwen;Overig Europa;2049;23533;17265;6268
315;Totaal mannen en vrouwen;Overig Europa;2050;23533;17277;6256
316;Totaal mannen en vrouwen;Overig Europa;2051;23533;17293;6240
317;Totaal mannen en vrouwen;Overig Europa;2052;23533;17297;6236
318;Totaal mannen en vrouwen;Overig Europa;2053;23533;17307;6226
319;Totaal mannen en vrouwen;Overig Europa;2054;23533;17317;6216
320;Totaal mannen en vrouwen;Overig Europa;2055;23533;17327;6206
321;Totaal mannen en vrouwen;Overig Europa;2056;23533;17335;6198
322;Totaal mannen en vrouwen;Overig Europa;2057;23533;17342;6191
323;Totaal mannen en vrouwen;Overig Europa;2058;23533;17348;6185
324;Totaal mannen en vrouwen;Overig Europa;2059;23533;17354;6179
325;Totaal mannen en vrouwen;Overig Europa;2060;23533;17360;6173
326;Totaal mannen en vrouwen;Overig Europa;2061;23533;17365;6168
327;Totaal mannen en vrouwen;Overig Europa;2062;23533;17370;6162
328;Totaal mannen en vrouwen;Overig Europa;2063;23533;17376;6157
329;Totaal mannen en vrouwen;Overig Europa;2064;23533;17381;6152
330;Totaal mannen en vrouwen;Overig Europa;2065;23533;17386;6147
331;Totaal mannen en vrouwen;Overig Europa;2066;23533;17391;6142
332;Totaal mannen en vrouwen;Overig Europa;2067;23533;17396;6137
333;Totaal mannen en vrouwen;Overig Europa;2068;23533;17402;6131
334;Totaal mannen en vrouwen;Overig Europa;2069;23533;17407;6126
335;Totaal mannen en vrouwen;Overig Europa;2070;23533;17412;6121
336;Totaal mannen en vrouwen;Totaal buiten Europa;2023;140788;44389;96399
337;Totaal mannen en vrouwen;Totaal buiten Europa;2024;138899;51113;87786
338;Totaal mannen en vrouwen;Totaal buiten Europa;2025;138544;57895;80648
339;Totaal mannen en vrouwen;Totaal buiten Europa;2026;138073;64911;73162
340;Totaal mannen en vrouwen;Totaal buiten Europa;2027;137468;72234;65233
341;Totaal mannen en vrouwen;Totaal buiten Europa;2028;137794;80136;57657
342;Totaal mannen en vrouwen;Totaal buiten Europa;2029;139256;82088;57168
343;Totaal mannen en vrouwen;Totaal buiten Europa;2030;140511;83728;56784
