ID;RegioS;Perioden;TotaalAlarmeringenVanDeBrandweer_1;Alarmeringen_2;Uitrukken_3;TerPlaatse_4;Alarmeringen_5;Uitrukken_6;TerPlaatse_7;Alarmeringen_8;Uitrukken_9;TerPlaatse_10;Alarmeringen_11;Uitrukken_12;TerPlaatse_13
30;Nederland;2019 1e kwartaal;34060;16680;15060;12700;7120;5880;4080;9540;9180;8640;17380;16300;15120
31;Nederland;2019 2e kwartaal;37100;17880;16300;14060;7380;6160;4340;10500;10160;9700;19240;17760;16560
32;Nederland;2019 3e kwartaal;36280;17980;16420;13960;8040;6760;4820;9940;9660;9160;18300;16940;15780
33;Nederland;2019 4e kwartaal;36060;19620;17840;15220;7860;6480;4480;11760;11360;10740;16440;15500;14540
34;Nederland;2019;143500;72140;65620;55940;30420;25280;17720;41740;40340;38220;71360;66500;62000
35;Noord-Nederland (LD);2013 1e kwartaal;2960;2180;1560;1340;1140;580;400;1040;980;940;800;740;700
36;Noord-Nederland (LD);2013 2e kwartaal;3220;2260;1660;1440;1200;660;480;1060;1000;960;960;880;840
37;Noord-Nederland (LD);2013 3e kwartaal;3160;2200;1580;1340;1340;760;560;860;820;800;960;880;860
38;Noord-Nederland (LD);2013 4e kwartaal;3540;2300;1600;1400;1260;660;480;1020;940;920;1260;1100;1040
39;Noord-Nederland (LD);2013;12880;8920;6380;5560;4940;2640;1940;3980;3740;3620;3960;3580;3420
40;Noord-Nederland (LD);2014 1e kwartaal;2800;2060;1420;1240;1080;540;400;960;880;860;740;660;640
41;Noord-Nederland (LD);2014 2e kwartaal;2960;2000;1360;1120;1240;640;440;760;720;700;960;880;840
42;Noord-Nederland (LD);2014 3e kwartaal;3100;2140;1460;1260;1320;680;500;820;780;760;940;860;840
43;Noord-Nederland (LD);2014 4e kwartaal;2920;2040;1460;1280;1140;600;420;920;860;840;880;800;760
44;Noord-Nederland (LD);2014;11760;8240;5700;4900;4780;2460;1760;3460;3220;3140;3520;3200;3060
45;Noord-Nederland (LD);2015 1e kwartaal;2700;1760;1200;1080;920;420;320;840;780;760;920;840;820
46;Noord-Nederland (LD);2015 2e kwartaal;2680;1780;1220;1080;960;460;360;800;760;720;920;820;780
47;Noord-Nederland (LD);2015 3e kwartaal;3100;1920;1380;1240;1120;600;480;800;780;760;1180;1080;1040
48;Noord-Nederland (LD);2015 4e kwartaal;2680;1780;1280;1160;920;460;380;860;800;780;900;820;780
49;Noord-Nederland (LD);2015;11160;7240;5060;4560;3940;1960;1540;3320;3100;3000;3920;3560;3420
50;Noord-Nederland (LD);2016 1e kwartaal;2280;1520;1160;1080;680;380;320;840;800;760;760;700;680
51;Noord-Nederland (LD);2016 2e kwartaal;2500;1460;1100;1000;740;420;320;720;680;680;1040;940;880
52;Noord-Nederland (LD);2016 3e kwartaal;2580;1560;1200;1100;780;460;380;780;740;720;1020;940;900
53;Noord-Nederland (LD);2016 4e kwartaal;2500;1600;1260;1180;620;340;280;980;920;900;900;840;800
54;Noord-Nederland (LD);2016;9880;6140;4740;4340;2820;1600;1280;3340;3140;3060;3740;3400;3260
55;Noord-Nederland (LD);2017 1e kwartaal;2140;1340;1080;1000;500;280;220;840;800;760;780;720;680
56;Noord-Nederland (LD);2017 2e kwartaal;2500;1500;1180;1080;580;300;240;920;860;840;1000;900;900
57;Noord-Nederland (LD);2017 3e kwartaal;2300;1280;980;900;580;320;240;720;660;660;1020;920;900
58;Noord-Nederland (LD);2017 4e kwartaal;2400;1380;1040;960;560;280;220;820;760;740;1020;920;900
59;Noord-Nederland (LD);2017;9320;5520;4280;3940;2220;1200;940;3280;3080;3000;3820;3460;3380
60;Noord-Nederland (LD);2018 1e kwartaal;2520;1520;1220;1140;540;300;220;980;920;900;1020;920;900
61;Noord-Nederland (LD);2018 2e kwartaal;2560;1460;1200;1100;540;320;260;920;880;840;1100;1020;940
62;Noord-Nederland (LD);2018 3e kwartaal;3080;2020;1680;1560;640;360;280;1380;1320;1280;1040;960;920
63;Noord-Nederland (LD);2018 4e kwartaal;2580;1660;1320;1200;600;340;280;1060;980;940;940;860;820
64;Noord-Nederland (LD);2018;10760;6660;5420;5000;2320;1320;1040;4340;4100;3960;4080;3740;3580
65;Noord-Nederland (LD);2019 1e kwartaal;2300;1380;1100;980;540;300;220;840;800;760;920;840;800
66;Noord-Nederland (LD);2019 2e kwartaal;2620;1540;1280;1180;540;320;240;1020;960;940;1060;960;920
67;Noord-Nederland (LD);2019 3e kwartaal;2660;1660;1340;1200;680;400;300;1000;940;900;1000;920;880
68;Noord-Nederland (LD);2019 4e kwartaal;2520;1580;1240;1120;640;340;260;940;880;860;940;840;800
69;Noord-Nederland (LD);2019;10080;6180;4940;4480;2380;1360;1020;3780;3580;3460;3920;3560;3400
70;Oost-Nederland (LD);2013 1e kwartaal;6780;4840;4440;3940;2840;2560;2120;1980;1880;1820;1960;1840;1760
71;Oost-Nederland (LD);2013 2e kwartaal;6900;4820;4500;4000;2720;2460;2040;2100;2040;1980;2060;1960;1860
72;Oost-Nederland (LD);2013 3e kwartaal;7460;4840;4520;4020;2920;2680;2240;1900;1840;1780;2640;2500;2380
73;Oost-Nederland (LD);2013 4e kwartaal;8040;4880;4580;4000;2860;2620;2140;2020;1940;1880;3160;2940;2800
74;Oost-Nederland (LD);2013;29200;19380;18040;15960;11360;10320;8520;8020;7720;7440;9820;9260;8780
75;Oost-Nederland (LD);2014 1e kwartaal;6340;4380;4080;3660;2400;2160;1800;1980;1920;1860;1960;1840;1740
76;Oost-Nederland (LD);2014 2e kwartaal;6640;4240;3860;3360;2420;2100;1660;1840;1780;1680;2400;2280;2140
77;Oost-Nederland (LD);2014 3e kwartaal;6740;4120;3800;3340;2640;2360;1940;1480;1440;1400;2620;2440;2280
78;Oost-Nederland (LD);2014 4e kwartaal;6380;4200;3860;3300;2540;2240;1740;1660;1620;1560;2180;2080;1940
79;Oost-Nederland (LD);2014;26100;16960;15580;13660;10000;8840;7160;6960;6740;6500;9140;8620;8100
80;Oost-Nederland (LD);2015 1e kwartaal;6520;3700;3400;2940;1960;1720;1300;1720;1680;1620;2840;2720;2580
81;Oost-Nederland (LD);2015 2e kwartaal;6120;3800;3500;2900;1880;1620;1120;1920;1880;1780;2300;2180;2080
82;Oost-Nederland (LD);2015 3e kwartaal;7560;3820;3500;2940;2200;1920;1460;1600;1560;1500;3740;3500;3260
83;Oost-Nederland (LD);2015 4e kwartaal;6300;3940;3620;3040;2080;1800;1320;1860;1820;1740;2360;2280;2140
84;Oost-Nederland (LD);2015;26480;15240;14000;11820;8120;7080;5200;7120;6940;6620;11240;10680;10060
85;Oost-Nederland (LD);2016 1e kwartaal;5880;3740;3440;2900;1880;1620;1180;1860;1820;1720;2140;2060;1940
86;Oost-Nederland (LD);2016 2e kwartaal;6140;3560;3260;2780;1820;1580;1160;1740;1680;1620;2580;2480;2340
87;Oost-Nederland (LD);2016 3e kwartaal;6520;3880;3600;3060;2120;1860;1400;1780;1740;1660;2640;2520;2360
88;Oost-Nederland (LD);2016 4e kwartaal;6560;3920;3620;3080;1920;1680;1220;2000;1940;1880;2640;2560;2400
89;Oost-Nederland (LD);2016;25100;15100;13920;11820;7720;6760;4940;7380;7160;6880;10000;9600;9040
90;Oost-Nederland (LD);2017 1e kwartaal;6420;3400;3140;2700;1560;1360;980;1840;1780;1720;3020;2920;2740
91;Oost-Nederland (LD);2017 2e kwartaal;6500;3780;3500;3060;1620;1420;1040;2160;2080;2000;2720;2600;2460
92;Oost-Nederland (LD);2017 3e kwartaal;5940;3080;2840;2460;1540;1340;1020;1540;1520;1440;2860;2760;2580
93;Oost-Nederland (LD);2017 4e kwartaal;6220;3180;2900;2480;1480;1240;880;1700;1680;1600;3040;2940;2800
94;Oost-Nederland (LD);2017;25080;13440;12400;10700;6200;5340;3920;7240;7060;6760;11640;11220;10580
95;Oost-Nederland (LD);2018 1e kwartaal;6600;3080;2820;2500;1240;1040;780;1820;1780;1740;3540;3360;3160
96;Oost-Nederland (LD);2018 2e kwartaal;6060;3180;2940;2640;1240;1020;780;1960;1900;1860;2880;2720;2620
97;Oost-Nederland (LD);2018 3e kwartaal;7320;4180;3880;3540;1300;1060;820;2880;2820;2720;3160;3000;2860
98;Oost-Nederland (LD);2018 4e kwartaal;6160;3580;3220;2880;1400;1100;800;2180;2100;2080;2580;2480;2360
99;Oost-Nederland (LD);2018;26160;14020;12840;11560;5160;4220;3180;8840;8620;8380;12140;11560;11020
100;Oost-Nederland (LD);2019 1e kwartaal;5920;3000;2680;2380;1200;940;700;1800;1740;1680;2920;2760;2660
101;Oost-Nederland (LD);2019 2e kwartaal;6780;3480;3160;2820;1280;1040;760;2180;2100;2060;3320;3100;2980
102;Oost-Nederland (LD);2019 3e kwartaal;6180;3340;3040;2680;1380;1140;840;1960;1900;1840;2840;2720;2600
103;Oost-Nederland (LD);2019 4e kwartaal;6280;3520;3200;2760;1380;1120;780;2140;2080;1980;2760;2660;2580
104;Oost-Nederland (LD);2019;25160;13340;12060;10640;5260;4240;3080;8080;7820;7560;11820;11240;10820
105;West-Nederland (LD);2013 1e kwartaal;20260;12320;11620;10100;6940;6420;5220;5360;5200;4880;7940;7620;7100
106;West-Nederland (LD);2013 2e kwartaal;19660;11440;10840;9420;6700;6220;5020;4740;4620;4400;8220;7880;7180
107;West-Nederland (LD);2013 3e kwartaal;21480;12320;11720;10160;7300;6840;5580;5020;4880;4580;9160;8700;7920
108;West-Nederland (LD);2013 4e kwartaal;26320;13280;12580;10920;7420;6900;5540;5860;5680;5380;13020;12240;11320
109;West-Nederland (LD);2013;87720;49340;46740;40600;28340;26360;21360;21000;20400;19240;38360;36460;33480
110;West-Nederland (LD);2014 1e kwartaal;19400;11700;10900;9420;6280;5720;4540;5420;5180;4880;7680;7400;6900
111;West-Nederland (LD);2014 2e kwartaal;20740;11520;10840;9100;6600;6040;4560;4920;4800;4520;9220;8800;8040
112;West-Nederland (LD);2014 3e kwartaal;22060;11700;10980;9180;7280;6660;5100;4420;4320;4080;10360;9800;8980
113;West-Nederland (LD);2014 4e kwartaal;22220;12980;12140;10000;7320;6660;4860;5660;5480;5140;9240;8820;8200
114;West-Nederland (LD);2014;84420;47920;44840;37700;27480;25080;19060;20420;19780;18620;36520;34820;32120
115;West-Nederland (LD);2015 1e kwartaal;21100;11160;10440;8680;6000;5440;3980;5160;5000;4700;9940;9540;8840
116;West-Nederland (LD);2015 2e kwartaal;20300;11040;10360;8520;6200;5620;4060;4840;4720;4460;9260;8800;7960
117;West-Nederland (LD);2015 3e kwartaal;24120;11220;10380;8580;6620;5880;4360;4620;4500;4220;12900;12000;10840
118;West-Nederland (LD);2015 4e kwartaal;21820;12280;11300;9280;6640;5840;4160;5640;5460;5120;9520;9120;8380
119;West-Nederland (LD);2015;87360;45720;42480;35060;25460;22800;16560;20260;19680;18500;41640;39460;36000
120;West-Nederland (LD);2016 1e kwartaal;19640;10620;9800;8020;5600;4920;3460;5020;4860;4560;9020;8680;8060
121;West-Nederland (LD);2016 2e kwartaal;20000;10240;9360;7680;5740;4980;3540;4500;4380;4140;9760;9220;8520
122;West-Nederland (LD);2016 3e kwartaal;20120;10540;9800;8100;5740;5140;3700;4800;4660;4400;9580;9040;8220
123;West-Nederland (LD);2016 4e kwartaal;21600;11460;10600;9120;5400;4720;3540;6060;5880;5600;10140;9600;9000
124;West-Nederland (LD);2016;81360;42840;39540;32920;22480;19760;14220;20360;19780;18700;38520;36540;33780
125;West-Nederland (LD);2017 1e kwartaal;19740;9860;9060;7700;4700;4080;3000;5140;4980;4700;9900;9360;8780
126;West-Nederland (LD);2017 2e kwartaal;20400;10040;9220;7880;4600;3980;2920;5440;5260;4960;10360;9680;8960
127;West-Nederland (LD);2017 3e kwartaal;20640;9300;8460;7160;5020;4320;3240;4280;4120;3920;11360;10640;9780
128;West-Nederland (LD);2017 4e kwartaal;20660;10400;9480;8060;5060;4320;3180;5340;5160;4880;10260;9620;9040
129;West-Nederland (LD);2017;81440;39580;36220;30800;19380;16700;12340;20200;19540;18460;41860;39280;36560
130;West-Nederland (LD);2018 1e kwartaal;23160;9660;8840;7680;4560;3940;3000;5120;4900;4680;13480;12340;11540
131;West-Nederland (LD);2018 2e kwartaal;20600;9580;8800;7680;4600;4020;3120;4980;4780;4560;11020;10200;9340
132;West-Nederland (LD);2018 3e kwartaal;22640;10900;10180;8920;4740;4200;3300;6160;5980;5620;11760;10860;9940
133;West-Nederland (LD);2018 4e kwartaal;20420;10400;9580;7960;4700;4060;2780;5700;5520;5180;10020;9360;8500
134;West-Nederland (LD);2018;86800;40520;37400;32240;18580;16240;12200;21960;21160;20040;46280;42760;39320
135;West-Nederland (LD);2019 1e kwartaal;20140;9360;8600;7040;4160;3600;2400;5200;5000;4640;10780;10100;9260
136;West-Nederland (LD);2019 2e kwartaal;21120;9400;8680;7260;4320;3760;2600;5080;4920;4640;11720;10800;9980
137;West-Nederland (LD);2019 3e kwartaal;20660;9100;8440;6980;4440;3900;2720;4680;4560;4260;11560;10620;9800
138;West-Nederland (LD);2019 4e kwartaal;21220;11100;10300;8680;4360;3800;2580;6740;6500;6100;10120;9540;8860
139;West-Nederland (LD);2019;83140;38960;36020;29940;17280;15040;10300;21700;20980;19660;44180;41060;37900
140;Zuid-Nederland (LD);2013 1e kwartaal;6360;4540;4060;3500;2620;2200;1660;1920;1860;1840;1820;1740;1680
141;Zuid-Nederland (LD);2013 2e kwartaal;7020;4960;4480;3820;2760;2300;1720;2200;2160;2100;2060;1960;1880
142;Zuid-Nederland (LD);2013 3e kwartaal;6660;4500;4040;3480;2520;2100;1600;1980;1940;1880;2160;2060;1960
143;Zuid-Nederland (LD);2013 4e kwartaal;7960;4880;4220;3580;2780;2180;1600;2100;2040;1980;3080;2920;2800
144;Zuid-Nederland (LD);2013;28020;18900;16800;14380;10700;8780;6580;8180;8020;7800;9120;8680;8320
145;Zuid-Nederland (LD);2014 1e kwartaal;6400;4400;3900;3340;2340;1900;1380;2060;2000;1960;2000;1920;1860
146;Zuid-Nederland (LD);2014 2e kwartaal;6920;4520;4020;3440;2440;1980;1440;2080;2040;2000;2380;2240;2180
147;Zuid-Nederland (LD);2014 3e kwartaal;7400;4600;4080;3380;2840;2340;1700;1780;1740;1680;2780;2640;2520
148;Zuid-Nederland (LD);2014 4e kwartaal;6980;4460;3940;3360;2640;2160;1620;1820;1780;1740;2520;2400;2280
149;Zuid-Nederland (LD);2014;27680;17980;15940;13500;10260;8380;6140;7720;7560;7360;9700;9200;8820
150;Zuid-Nederland (LD);2015 1e kwartaal;6740;4060;3680;3060;2200;1880;1340;1860;1820;1740;2700;2560;2440
151;Zuid-Nederland (LD);2015 2e kwartaal;6580;4100;3700;3120;2060;1740;1240;2040;1980;1880;2480;2320;2220
152;Zuid-Nederland (LD);2015 3e kwartaal;7180;4280;3940;3400;2300;1980;1500;2000;1960;1900;2900;2720;2640
153;Zuid-Nederland (LD);2015 4e kwartaal;6600;4280;3860;3300;2360;2000;1480;1920;1860;1820;2320;2200;2080
154;Zuid-Nederland (LD);2015;27120;16740;15180;12880;8920;7580;5560;7800;7600;7320;10380;9800;9400
155;Zuid-Nederland (LD);2016 1e kwartaal;5700;3560;3240;2820;1740;1480;1100;1800;1760;1700;2140;2020;1940
156;Zuid-Nederland (LD);2016 2e kwartaal;6740;3780;3460;2940;2020;1740;1280;1760;1720;1660;2940;2780;2600
157;Zuid-Nederland (LD);2016 3e kwartaal;6580;4180;3820;3300;2100;1780;1360;2080;2040;1940;2420;2260;2160
158;Zuid-Nederland (LD);2016 4e kwartaal;6260;3880;3540;3060;1980;1680;1280;1900;1860;1780;2380;2180;2120
159;Zuid-Nederland (LD);2016;25260;15400;14060;12120;7840;6680;5020;7560;7380;7100;9880;9240;8820
160;Zuid-Nederland (LD);2017 1e kwartaal;6160;3540;3200;2760;1720;1440;1060;1820;1760;1700;2620;2440;2320
161;Zuid-Nederland (LD);2017 2e kwartaal;6340;4000;3720;3300;1640;1420;1080;2380;2320;2220;2340;2200;2100
162;Zuid-Nederland (LD);2017 3e kwartaal;5900;3440;3120;2720;1700;1440;1080;1740;1680;1640;2440;2280;2180
163;Zuid-Nederland (LD);2017 4e kwartaal;5640;3400;3140;2680;1680;1460;1080;1720;1680;1620;2240;2160;2020
164;Zuid-Nederland (LD);2017;24040;14400;13180;11480;6720;5740;4300;7680;7440;7180;9660;9080;8620
165;Zuid-Nederland (LD);2018 1e kwartaal;6460;3420;3140;2680;1620;1400;1000;1780;1740;1680;3040;2820;2660
166;Zuid-Nederland (LD);2018 2e kwartaal;5800;3360;3080;2680;1400;1180;860;1960;1900;1800;2440;2280;2120
167;Zuid-Nederland (LD);2018 3e kwartaal;7140;4600;4220;3740;1380;1100;820;3220;3120;2920;2540;2380;2240
168;Zuid-Nederland (LD);2018 4e kwartaal;5740;3400;3100;2680;1360;1120;820;2040;1980;1860;2340;2220;2080
169;Zuid-Nederland (LD);2018;25140;14780;13540;11800;5780;4780;3520;9000;8760;8280;10360;9680;9100
170;Zuid-Nederland (LD);2019 1e kwartaal;5700;2920;2680;2300;1220;1040;760;1700;1640;1540;2780;2580;2380
171;Zuid-Nederland (LD);2019 2e kwartaal;6580;3460;3200;2780;1240;1040;740;2220;2160;2040;3120;2880;2660
172;Zuid-Nederland (LD);2019 3e kwartaal;6760;3880;3580;3100;1560;1320;960;2300;2260;2140;2880;2700;2500
173;Zuid-Nederland (LD);2019 4e kwartaal;6020;3400;3120;2680;1460;1220;880;1940;1880;1800;2620;2440;2300
174;Zuid-Nederland (LD);2019;25040;13640;12560;10840;5500;4640;3320;8140;7940;7520;11420;10600;9860
175;Groningen (PV);2013 1e kwartaal;840;540;460;420;200;140;120;320;320;300;320;280;280
176;Groningen (PV);2013 2e kwartaal;980;620;520;480;240;160;140;380;360;340;360;320;320
177;Groningen (PV);2013 3e kwartaal;940;560;480;440;280;200;160;280;280;260;380;340;320
178;Groningen (PV);2013 4e kwartaal;1040;640;520;480;280;180;160;360;320;320;380;360;320
179;Groningen (PV);2013;3780;2360;1980;1800;1000;720;580;1360;1280;1220;1420;1300;1240
180;Groningen (PV);2014 1e kwartaal;820;540;420;380;200;120;100;340;280;280;280;240;240
181;Groningen (PV);2014 2e kwartaal;820;480;400;360;220;140;120;260;260;240;340;320;300
182;Groningen (PV);2014 3e kwartaal;900;560;480;420;260;180;140;300;300;280;340;300;300
183;Groningen (PV);2014 4e kwartaal;900;600;500;480;260;180;140;360;340;320;300;280;260
184;Groningen (PV);2014;3440;2200;1800;1640;940;640;500;1260;1160;1140;1240;1120;1080
185;Groningen (PV);2015 1e kwartaal;820;480;400;380;180;120;100;300;280;280;340;300;300
186;Groningen (PV);2015 2e kwartaal;820;520;440;380;240;160;120;280;280;260;300;260;240
187;Groningen (PV);2015 3e kwartaal;980;560;480;420;300;220;180;260;260;240;420;380;380
188;Groningen (PV);2015 4e kwartaal;900;580;480;440;260;160;140;320;320;300;320;300;280
189;Groningen (PV);2015;3500;2160;1800;1620;980;660;540;1180;1140;1100;1360;1240;1200
190;Groningen (PV);2016 1e kwartaal;780;500;440;400;200;140;120;300;300;280;260;240;240
191;Groningen (PV);2016 2e kwartaal;840;500;420;360;240;180;120;260;240;240;340;300;280
192;Groningen (PV);2016 3e kwartaal;880;540;460;400;240;180;140;300;280;260;340;320;300
193;Groningen (PV);2016 4e kwartaal;880;580;480;440;240;160;120;340;340;320;300;280;260
194;Groningen (PV);2016;3380;2140;1800;1620;940;640;520;1200;1140;1100;1240;1120;1080
195;Groningen (PV);2017 1e kwartaal;760;500;400;360;200;100;100;320;300;280;260;260;240
196;Groningen (PV);2017 2e kwartaal;880;540;460;400;200;120;80;360;340;320;340;320;320
197;Groningen (PV);2017 3e kwartaal;800;460;380;340;180;120;80;280;260;260;340;300;300
198;Groningen (PV);2017 4e kwartaal;800;460;380;340;180;100;80;300;280;260;340;320;300
199;Groningen (PV);2017;3240;1980;1620;1460;740;460;340;1220;1180;1120;1280;1180;1140
200;Groningen (PV);2018 1e kwartaal;900;560;480;420;200;140;100;360;340;340;340;320;300
201;Groningen (PV);2018 2e kwartaal;920;520;460;420;180;120;100;340;320;320;400;360;340
202;Groningen (PV);2018 3e kwartaal;1060;700;620;580;200;140;100;500;480;460;360;340;320
203;Groningen (PV);2018 4e kwartaal;940;600;500;460;220;140;100;400;380;340;340;320;300
204;Groningen (PV);2018;3840;2400;2060;1860;800;540;400;1600;1520;1460;1440;1320;1260
205;Groningen (PV);2019 1e kwartaal;820;480;420;360;180;120;80;300;300;280;340;300;300
206;Groningen (PV);2019 2e kwartaal;940;540;480;420;200;140;80;360;340;340;400;360;340
207;Groningen (PV);2019 3e kwartaal;1000;640;540;480;240;180;120;400;380;360;360;340;320
208;Groningen (PV);2019 4e kwartaal;960;600;520;480;240;160;140;380;360;340;360;320;320
209;Groningen (PV);2019;3720;2280;1940;1740;860;580;440;1420;1360;1320;1460;1340;1280
210;Friesland (PV);2013 1e kwartaal;1060;820;560;480;480;240;160;360;320;320;240;220;220
211;Friesland (PV);2013 2e kwartaal;1100;800;560;500;480;260;200;320;300;300;280;280;260
212;Friesland (PV);2013 3e kwartaal;1160;820;540;480;540;260;200;300;280;280;340;300;300
213;Friesland (PV);2013 4e kwartaal;1300;820;520;460;500;220;160;320;300;300;480;400;400
214;Friesland (PV);2013;4620;3280;2200;1920;1980;1000;720;1280;1200;1180;1340;1200;1160
215;Friesland (PV);2014 1e kwartaal;1000;740;500;440;420;220;160;320;300;280;260;240;220
216;Friesland (PV);2014 2e kwartaal;1060;700;460;380;460;240;160;240;220;220;360;320;320
217;Friesland (PV);2014 3e kwartaal;1160;800;520;460;520;280;200;260;240;240;360;340;320
218;Friesland (PV);2014 4e kwartaal;980;700;480;420;400;200;140;300;280;260;280;260;240
219;Friesland (PV);2014;4180;2940;1960;1700;1800;920;660;1140;1040;1020;1260;1120;1100
220;Friesland (PV);2015 1e kwartaal;940;620;400;380;360;160;120;280;240;260;300;280;280
221;Friesland (PV);2015 2e kwartaal;1000;640;380;360;400;160;140;260;220;220;340;300;300
222;Friesland (PV);2015 3e kwartaal;1240;760;500;460;460;220;180;300;280;280;480;420;420
223;Friesland (PV);2015 4e kwartaal;900;580;380;380;300;140;120;280;240;240;320;280;280
224;Friesland (PV);2015;4040;2600;1680;1560;1500;680;560;1100;1000;1000;1440;1300;1280
225;Friesland (PV);2016 1e kwartaal;740;480;360;340;180;100;100;300;260;260;280;260;260
226;Friesland (PV);2016 2e kwartaal;800;440;340;320;180;100;100;260;240;220;360;320;320
227;Friesland (PV);2016 3e kwartaal;860;460;380;360;200;120;120;260;240;240;400;360;340
228;Friesland (PV);2016 4e kwartaal;860;460;380;380;140;80;80;320;300;300;380;360;340
229;Friesland (PV);2016;3260;1840;1440;1380;700;420;360;1140;1040;1020;1420;1280;1260
230;Friesland (PV);2017 1e kwartaal;700;400;340;320;120;80;60;300;260;260;300;260;260
231;Friesland (PV);2017 2e kwartaal;820;440;340;340;160;100;80;280;260;260;380;320;340
232;Friesland (PV);2017 3e kwartaal;820;380;300;280;160;80;80;240;200;220;420;380;380
233;Friesland (PV);2017 4e kwartaal;840;440;340;320;180;80;80;280;260;260;400;360;360
234;Friesland (PV);2017;3180;1700;1300;1280;600;320;280;1080;980;980;1500;1340;1340
235;Friesland (PV);2018 1e kwartaal;840;480;380;360;140;80;60;340;300;300;380;340;340
236;Friesland (PV);2018 2e kwartaal;880;460;380;360;160;100;80;300;280;280;400;380;340
237;Friesland (PV);2018 3e kwartaal;1020;620;500;480;180;100;80;440;420;400;420;380;360
238;Friesland (PV);2018 4e kwartaal;840;500;380;380;160;80;80;360;300;300;340;300;300
239;Friesland (PV);2018;3580;2060;1640;1580;640;340;300;1440;1300;1280;1520;1380;1340
240;Friesland (PV);2019 1e kwartaal;740;420;340;320;140;60;60;300;280;260;320;300;280
241;Friesland (PV);2019 2e kwartaal;840;480;400;380;160;100;80;340;300;300;360;320;320
242;Friesland (PV);2019 3e kwartaal;880;500;400;360;200;100;80;320;300;280;380;340;320
243;Friesland (PV);2019 4e kwartaal;800;480;360;320;180;100;60;300;260;260;320;300;280
