ID;Beroep;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
12;Totaal;Ondergrens 95%-interval;2015;20.0;6.8;8.6;4.1;;;;;;;;;;;;15.4;8.3;7.0;5.0;;;;;;;;;10.0;34.1;3.9
13;Totaal;Ondergrens 95%-interval;2016;19.9;7.0;8.7;3.9;;;;;;;;;;;;15.4;8.6;7.5;5.4;;;;;;;;;9.8;33.5;3.9
14;Totaal;Ondergrens 95%-interval;2017;20.6;7.2;9.2;4.1;;;;;;;;;;;;15.4;8.9;7.8;5.5;;;;;;;;;10.5;33.7;4.0
15;Totaal;Ondergrens 95%-interval;2018;19.8;7.3;8.4;;15.2;1.8;5.5;1.7;5.1;4.4;2.1;2.4;2.4;0.4;2.4;15.3;8.8;7.9;6.1;;;;;;;;;10.4;32.7;4.0
16;Totaal;Ondergrens 95%-interval;2019;19.7;7.6;8.3;;15.3;1.9;5.6;1.7;5.0;4.4;2.1;2.5;2.5;0.4;2.3;15.1;8.8;8.1;6.2;;;;;;;;;10.4;32.0;4.0
17;Totaal;Ondergrens 95%-interval;2020;17.3;6.5;7.8;;12.5;1.6;4.3;1.5;3.8;3.5;1.6;1.9;1.9;0.3;2.3;13.1;7.7;6.8;9.6;;;;;;;;;8.9;29.4;4.4
18;Totaal;Ondergrens 95%-interval;2021;17.8;6.4;7.9;;13.0;1.6;4.8;1.5;4.0;3.8;1.8;1.9;1.9;0.4;2.2;13.6;7.7;6.9;9.5;;;;;;;;;9.4;29.1;4.4
19;Totaal;Ondergrens 95%-interval;2022;19.8;6.3;7.2;;13.2;1.6;4.7;1.4;4.1;3.7;1.8;2.0;2.1;0.3;2.1;;;;;6.1;51.8;13.4;40.9;1.4;1.7;0.8;2.7;9.1;28.3;4.3
20;Totaal;Ondergrens 95%-interval;2023;18.8;6.2;7.1;;12.4;1.5;4.4;1.2;4.1;3.3;1.7;1.9;2.0;0.3;1.8;;;;;5.9;46.0;12.8;34.2;1.5;1.5;0.9;2.8;9.0;27.6;4.3
21;Totaal;Ondergrens 95%-interval;2024;19.4;6.9;7.5;;13.3;1.7;4.8;1.3;4.5;3.7;1.8;2.0;2.1;0.4;2.0;;;;;6.4;44.9;12.8;32.9;1.5;1.7;0.8;3.0;9.3;27.9;4.4
22;Totaal;Bovengrens 95%-interval;2014;20.9;7.0;9.0;4.1;;;;;;;;;;;;16.7;9.0;7.5;5.4;;;;;;;;;10.4;34.8;3.9
23;Totaal;Bovengrens 95%-interval;2015;20.8;7.3;9.2;4.5;;;;;;;;;;;;16.1;8.9;7.5;5.4;;;;;;;;;10.6;35.0;3.9
24;Totaal;Bovengrens 95%-interval;2016;20.7;7.5;9.3;4.3;;;;;;;;;;;;16.1;9.3;8.1;5.9;;;;;;;;;10.4;34.4;4.0
25;Totaal;Bovengrens 95%-interval;2017;21.4;7.8;9.8;4.5;;;;;;;;;;;;16.2;9.5;8.3;6.0;;;;;;;;;11.1;34.7;4.0
26;Totaal;Bovengrens 95%-interval;2018;20.5;7.8;8.9;;15.8;2.1;5.9;2.0;5.4;4.7;2.3;2.7;2.7;0.5;2.7;15.9;9.3;8.4;6.5;;;;;;;;;11.0;33.5;4.0
27;Totaal;Bovengrens 95%-interval;2019;20.4;8.1;8.8;;16.0;2.2;6.0;2.0;5.4;4.7;2.4;2.8;2.8;0.5;2.6;15.7;9.3;8.6;6.7;;;;;;;;;10.9;32.8;4.1
28;Totaal;Bovengrens 95%-interval;2020;18.0;6.9;8.3;;13.1;1.8;4.7;1.7;4.2;3.8;1.8;2.2;2.2;0.4;2.5;13.7;8.2;7.2;10.2;;;;;;;;;9.5;30.2;4.4
29;Totaal;Bovengrens 95%-interval;2021;18.6;6.9;8.5;;13.7;1.9;5.3;1.8;4.4;4.2;2.1;2.2;2.2;0.5;2.5;14.2;8.2;7.5;10.1;;;;;;;;;10.0;29.9;4.5
30;Totaal;Bovengrens 95%-interval;2022;20.5;6.7;7.7;;13.8;1.8;5.1;1.6;4.5;4.1;2.1;2.2;2.3;0.5;2.4;;;;;6.6;52.6;13.8;41.7;1.6;1.9;0.9;3.0;9.6;29.1;4.4
31;Totaal;Bovengrens 95%-interval;2023;19.4;6.6;7.6;;13.0;1.7;4.8;1.4;4.4;3.7;1.9;2.1;2.2;0.4;2.1;;;;;6.4;46.8;13.2;35.0;1.8;1.7;1.0;3.1;9.5;28.4;4.4
32;Totaal;Bovengrens 95%-interval;2024;20.1;7.3;7.9;;13.8;1.9;5.2;1.5;4.8;4.1;2.1;2.3;2.4;0.5;2.2;;;;;6.8;45.6;13.2;33.6;1.8;1.9;1.0;3.3;9.8;28.7;4.4
33;Beroepsniveau 1 (ISCO 2008);Waarde;2014;40.8;8.5;13.2;3.6;;;;;;;;;;;;37.5;21.0;10.3;3.8;;;;;;;;;15.3;62.9;0.9
34;Beroepsniveau 1 (ISCO 2008);Waarde;2015;38.3;8.6;13.2;3.9;;;;;;;;;;;;34.5;20.2;11.0;4.8;;;;;;;;;14.2;60.4;1.0
35;Beroepsniveau 1 (ISCO 2008);Waarde;2016;42.2;9.5;14.4;4.5;;;;;;;;;;;;38.2;21.8;11.7;4.5;;;;;;;;;15.6;62.6;1.0
36;Beroepsniveau 1 (ISCO 2008);Waarde;2017;41.1;10.0;15.6;4.0;;;;;;;;;;;;35.4;20.8;10.3;4.4;;;;;;;;;15.8;61.9;1.1
37;Beroepsniveau 1 (ISCO 2008);Waarde;2018;37.6;9.6;13.8;;20.2;2.5;9.8;2.8;7.4;6.9;2.3;1.3;3.3;0.4;2.3;35.4;20.1;11.7;4.2;;;;;;;;;15.0;61.6;1.1
38;Beroepsniveau 1 (ISCO 2008);Waarde;2019;37.3;10.3;14.4;;22.1;2.9;10.0;3.1;7.9;8.1;3.2;1.5;3.8;0.4;2.0;35.3;20.6;11.8;4.4;;;;;;;;;14.8;61.3;1.2
39;Beroepsniveau 1 (ISCO 2008);Waarde;2020;34.0;8.8;13.0;;17.7;2.0;7.8;2.4;5.4;7.0;1.9;1.2;2.0;0.1;2.2;31.1;17.5;9.5;11.6;;;;;;;;;12.4;59.8;1.1
40;Beroepsniveau 1 (ISCO 2008);Waarde;2021;35.6;9.0;13.7;;18.9;1.8;7.9;2.4;5.9;7.3;2.4;1.2;3.8;0.4;2.2;31.8;16.7;8.6;8.8;;;;;;;;;13.3;58.9;1.2
41;Beroepsniveau 1 (ISCO 2008);Waarde;2022;38.9;8.6;12.5;;20.1;2.4;8.8;2.6;6.3;7.3;2.6;1.3;3.0;0.5;2.1;;;;;10.5;47.3;7.8;37.6;1.6;2.6;0.2;6.3;13.3;58.6;1.2
42;Beroepsniveau 1 (ISCO 2008);Waarde;2023;38.2;8.4;12.2;;19.0;2.1;8.5;2.4;6.5;6.4;2.2;1.4;3.2;0.4;1.6;;;;;9.4;41.3;7.6;30.6;1.7;2.4;0.3;6.8;13.9;58.9;1.1
43;Beroepsniveau 1 (ISCO 2008);Waarde;2024;38.4;8.9;12.0;;18.5;2.2;7.8;1.6;6.0;6.4;2.1;1.4;3.5;0.1;1.5;;;;;8.4;38.7;7.3;28.9;1.2;1.8;0.2;5.9;13.3;60.2;1.1
44;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2014;38.7;7.3;11.9;2.9;;;;;;;;;;;;35.5;19.4;9.1;3.1;;;;;;;;;13.8;60.8;0.8
45;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2015;36.6;7.6;12.0;3.2;;;;;;;;;;;;32.8;18.8;9.9;4.0;;;;;;;;;12.9;58.6;0.9
46;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2016;40.4;8.5;13.1;3.8;;;;;;;;;;;;36.5;20.4;10.6;3.8;;;;;;;;;14.3;60.8;0.9
47;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2017;39.3;8.9;14.3;3.4;;;;;;;;;;;;33.6;19.4;9.2;3.7;;;;;;;;;14.5;60.1;1.0
48;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2018;36.1;8.7;12.7;;19.0;2.1;9.0;2.3;6.6;6.1;1.9;1.0;2.8;0.2;1.9;34.0;18.9;10.7;3.7;;;;;;;;;13.9;60.1;1.0
49;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2019;35.7;9.3;13.3;;20.8;2.4;9.1;2.6;7.1;7.3;2.7;1.2;3.3;0.2;1.6;33.8;19.3;10.8;3.8;;;;;;;;;13.7;59.8;1.2
50;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2020;32.5;7.9;11.9;;16.4;1.6;6.9;1.9;4.7;6.2;1.5;0.9;1.6;0.0;1.7;29.6;16.3;8.5;10.6;;;;;;;;;11.3;58.1;1.1
51;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2021;33.8;8.0;12.4;;17.4;1.3;7.0;1.8;5.1;6.4;1.8;0.8;3.1;0.2;1.7;30.1;15.4;7.6;7.7;;;;;;;;;12.1;57.0;1.1
52;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2022;37.3;7.7;11.4;;18.8;1.9;7.9;2.2;5.6;6.5;2.1;1.0;2.5;0.3;1.6;;;;;9.4;45.6;7.0;36.0;1.2;2.1;0.1;5.5;12.2;56.9;1.2
53;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2023;36.6;7.5;11.2;;17.7;1.7;7.6;2.0;5.8;5.6;1.8;1.1;2.7;0.2;1.2;;;;;8.4;39.6;6.7;29.1;1.3;1.9;0.1;6.0;12.7;57.2;1.1
54;Beroepsniveau 1 (ISCO 2008);Ondergrens 95%-interval;2024;36.8;8.0;10.9;;17.2;1.7;7.0;1.2;5.3;5.6;1.6;1.0;2.9;0.1;1.2;;;;;7.4;37.1;6.5;27.3;0.9;1.4;0.1;5.2;12.2;58.5;1.1
55;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2014;43.0;9.8;14.7;4.5;;;;;;;;;;;;39.5;22.8;11.6;4.7;;;;;;;;;16.9;65.0;0.9
56;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2015;40.2;9.6;14.5;4.7;;;;;;;;;;;;36.3;21.7;12.2;5.6;;;;;;;;;15.5;62.2;1.1
57;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2016;44.1;10.6;15.7;5.3;;;;;;;;;;;;40.0;23.3;12.9;5.4;;;;;;;;;16.9;64.4;1.0
58;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2017;42.9;11.2;17.0;4.9;;;;;;;;;;;;37.1;22.3;11.4;5.2;;;;;;;;;17.2;63.6;1.2
59;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2018;39.1;10.5;14.9;;21.4;3.0;10.8;3.3;8.2;7.7;2.9;1.7;3.9;0.6;2.9;36.9;21.3;12.7;4.9;;;;;;;;;16.1;63.0;1.2
60;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2019;38.9;11.3;15.6;;23.5;3.6;11.0;3.7;8.8;9.1;3.9;2.0;4.5;0.7;2.5;36.8;21.9;12.9;5.2;;;;;;;;;15.9;62.9;1.3
61;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2020;35.6;9.9;14.2;;19.0;2.6;8.7;2.9;6.3;7.9;2.4;1.7;2.5;0.3;2.7;32.7;18.8;10.5;12.8;;;;;;;;;13.6;61.4;1.2
62;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2021;37.5;10.1;15.1;;20.4;2.3;9.1;3.1;7.0;8.4;3.0;1.6;4.6;0.8;2.8;33.5;18.1;9.7;9.9;;;;;;;;;14.7;60.7;1.2
63;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2022;40.6;9.6;13.7;;21.4;3.0;9.8;3.2;7.2;8.2;3.2;1.8;3.6;0.7;2.7;;;;;11.6;49.0;8.8;39.3;2.1;3.2;0.5;7.2;14.5;60.2;1.3
64;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2023;39.8;9.4;13.4;;20.3;2.7;9.4;3.0;7.4;7.2;2.8;1.9;3.8;0.6;2.1;;;;;10.5;42.9;8.5;32.2;2.1;2.9;0.5;7.8;15.0;60.5;1.2
65;Beroepsniveau 1 (ISCO 2008);Bovengrens 95%-interval;2024;40.1;10.0;13.1;;19.8;2.7;8.8;2.1;6.9;7.3;2.6;1.9;4.1;0.4;2.0;;;;;9.5;40.4;8.3;30.4;1.6;2.3;0.3;6.8;14.5;61.9;1.2
66;Beroepsniveau 2 (ISCO 2008);Waarde;2014;29.9;10.0;14.6;5.7;;;;;;;;;;;;19.7;10.9;10.6;4.6;;;;;;;;;13.9;43.8;2.9
67;Beroepsniveau 2 (ISCO 2008);Waarde;2015;30.4;10.4;14.9;6.1;;;;;;;;;;;;19.4;11.1;10.5;4.6;;;;;;;;;14.3;44.0;3.0
68;Beroepsniveau 2 (ISCO 2008);Waarde;2016;29.8;10.5;15.0;5.6;;;;;;;;;;;;18.6;11.3;11.3;5.3;;;;;;;;;13.7;43.5;3.0
69;Beroepsniveau 2 (ISCO 2008);Waarde;2017;30.5;11.1;15.5;6.2;;;;;;;;;;;;18.8;11.6;11.7;5.0;;;;;;;;;15.0;44.1;3.1
70;Beroepsniveau 2 (ISCO 2008);Waarde;2018;30.2;11.3;14.5;;21.8;3.3;8.8;3.0;8.0;7.4;2.7;3.2;4.1;0.6;3.0;18.5;11.3;11.8;5.5;;;;;;;;;14.9;43.2;3.1
71;Beroepsniveau 2 (ISCO 2008);Waarde;2019;30.1;11.7;14.4;;22.1;3.6;8.9;3.1;8.1;7.2;2.6;3.2;4.3;0.6;2.9;18.3;10.9;11.9;5.6;;;;;;;;;14.4;41.9;3.1
72;Beroepsniveau 2 (ISCO 2008);Waarde;2020;27.7;10.7;14.4;;19.2;3.0;7.5;2.8;6.7;6.4;2.2;2.6;3.7;0.5;2.7;15.6;9.6;9.8;9.8;;;;;;;;;13.1;39.5;3.2
73;Beroepsniveau 2 (ISCO 2008);Waarde;2021;29.0;10.7;14.9;;20.5;3.4;8.5;3.1;7.0;7.2;2.5;2.7;3.5;0.6;2.7;16.1;9.8;10.1;9.0;;;;;;;;;14.0;40.5;3.2
74;Beroepsniveau 2 (ISCO 2008);Waarde;2022;31.9;10.2;13.3;;20.4;3.1;8.2;2.5;7.0;6.9;2.3;2.6;3.7;0.5;2.8;;;;;8.2;52.3;10.7;42.7;2.0;2.2;0.3;3.8;13.4;39.2;3.1
75;Beroepsniveau 2 (ISCO 2008);Waarde;2023;30.6;9.9;13.3;;19.6;3.1;7.6;2.4;7.1;6.3;2.3;2.5;3.6;0.4;2.5;;;;;8.2;45.4;10.1;34.7;2.3;1.8;0.4;3.9;12.9;38.5;3.1
76;Beroepsniveau 2 (ISCO 2008);Waarde;2024;32.8;11.1;14.5;;21.3;3.5;8.5;2.8;7.9;7.4;2.3;2.9;4.0;0.7;2.5;;;;;8.7;46.6;10.6;35.8;2.4;2.1;0.3;4.1;14.3;39.8;3.0
77;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2014;29.1;9.5;14.0;5.3;;;;;;;;;;;;19.0;10.4;10.1;4.2;;;;;;;;;13.3;42.9;2.9
78;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2015;29.7;9.9;14.4;5.8;;;;;;;;;;;;18.8;10.6;10.0;4.3;;;;;;;;;13.8;43.2;2.9
79;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2016;29.1;10.0;14.4;5.3;;;;;;;;;;;;17.9;10.7;10.8;4.9;;;;;;;;;13.2;42.7;3.0
80;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2017;29.8;10.6;15.0;5.8;;;;;;;;;;;;18.2;11.1;11.2;4.6;;;;;;;;;14.4;43.3;3.0
81;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2018;29.6;10.9;14.1;;21.3;3.1;8.4;2.8;7.6;7.0;2.5;2.9;3.9;0.5;2.8;18.0;10.9;11.4;5.2;;;;;;;;;14.4;42.5;3.0
82;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2019;29.4;11.2;13.9;;21.5;3.3;8.5;2.8;7.7;6.8;2.4;2.9;4.0;0.5;2.7;17.7;10.4;11.5;5.3;;;;;;;;;13.9;41.2;3.1
83;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2020;27.0;10.3;13.8;;18.6;2.8;7.1;2.6;6.3;6.0;2.0;2.3;3.4;0.4;2.5;15.1;9.1;9.4;9.4;;;;;;;;;12.6;38.7;3.1
84;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2021;28.3;10.2;14.4;;19.8;3.1;8.0;2.8;6.6;6.8;2.2;2.4;3.2;0.5;2.4;15.5;9.3;9.7;8.5;;;;;;;;;13.5;39.7;3.2
85;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2022;31.2;9.8;12.8;;19.9;2.9;7.8;2.3;6.6;6.5;2.1;2.4;3.5;0.4;2.5;;;;;7.8;51.6;10.3;42.0;1.8;2.0;0.3;3.5;12.9;38.5;3.1
86;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2023;29.9;9.4;12.8;;19.0;2.8;7.3;2.2;6.7;6.0;2.1;2.3;3.3;0.3;2.2;;;;;7.8;44.7;9.6;34.0;2.1;1.6;0.3;3.6;12.4;37.8;3.1
87;Beroepsniveau 2 (ISCO 2008);Ondergrens 95%-interval;2024;32.1;10.7;14.0;;20.7;3.3;8.1;2.5;7.5;7.0;2.1;2.6;3.7;0.6;2.3;;;;;8.3;45.9;10.2;35.1;2.2;1.9;0.3;3.9;13.8;39.1;3.0
88;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2014;30.7;10.6;15.3;6.1;;;;;;;;;;;;20.4;11.5;11.2;5.0;;;;;;;;;14.6;44.7;3.0
89;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2015;31.1;10.9;15.5;6.5;;;;;;;;;;;;20.0;11.6;11.0;5.0;;;;;;;;;14.9;44.7;3.0
90;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2016;30.5;11.0;15.5;6.0;;;;;;;;;;;;19.2;11.9;11.9;5.8;;;;;;;;;14.3;44.3;3.1
91;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2017;31.2;11.6;16.1;6.6;;;;;;;;;;;;19.5;12.1;12.2;5.3;;;;;;;;;15.6;44.9;3.1
92;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2018;30.8;11.7;15.0;;22.4;3.5;9.2;3.2;8.4;7.7;2.9;3.4;4.4;0.8;3.3;19.0;11.7;12.3;5.9;;;;;;;;;15.4;43.8;3.1
93;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2019;30.7;12.2;14.9;;22.7;3.8;9.3;3.3;8.5;7.6;2.9;3.4;4.6;0.7;3.2;18.8;11.3;12.4;5.9;;;;;;;;;14.9;42.6;3.2
94;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2020;28.4;11.2;14.9;;19.8;3.3;7.9;3.1;7.0;6.7;2.4;2.8;4.0;0.6;3.0;16.2;10.0;10.3;10.2;;;;;;;;;13.6;40.2;3.2
95;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2021;29.8;11.2;15.5;;21.2;3.7;8.9;3.4;7.5;7.6;2.7;3.0;3.8;0.8;2.9;16.7;10.3;10.7;9.4;;;;;;;;;14.6;41.3;3.3
96;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2022;32.5;10.7;13.8;;21.0;3.4;8.6;2.7;7.4;7.3;2.5;2.9;4.0;0.6;3.0;;;;;8.6;53.0;11.2;43.4;2.2;2.4;0.4;4.1;13.9;39.9;3.2
97;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2023;31.3;10.3;13.8;;20.1;3.3;8.0;2.6;7.4;6.7;2.5;2.8;3.9;0.5;2.7;;;;;8.6;46.1;10.5;35.4;2.6;2.0;0.5;4.2;13.4;39.2;3.1
98;Beroepsniveau 2 (ISCO 2008);Bovengrens 95%-interval;2024;33.5;11.6;15.0;;21.9;3.8;8.9;3.0;8.3;7.8;2.5;3.1;4.3;0.8;2.8;;;;;9.2;47.3;11.0;36.5;2.7;2.3;0.4;4.4;14.8;40.6;3.1
99;Beroepsniveau 3 (ISCO 2008);Waarde;2014;14.7;5.3;4.6;4.1;;;;;;;;;;;;15.8;6.7;5.3;7.2;;;;;;;;;8.7;27.3;4.8
100;Beroepsniveau 3 (ISCO 2008);Waarde;2015;14.6;5.8;5.3;4.9;;;;;;;;;;;;15.1;6.2;5.6;7.2;;;;;;;;;9.2;27.8;4.8
101;Beroepsniveau 3 (ISCO 2008);Waarde;2016;13.9;5.8;5.2;4.4;;;;;;;;;;;;14.8;6.2;5.8;7.3;;;;;;;;;9.1;26.5;4.8
102;Beroepsniveau 3 (ISCO 2008);Waarde;2017;15.2;5.8;5.3;4.4;;;;;;;;;;;;15.2;6.8;6.5;8.1;;;;;;;;;9.6;27.4;4.9
103;Beroepsniveau 3 (ISCO 2008);Waarde;2018;15.0;6.1;5.0;;15.5;1.3;4.6;1.4;4.4;2.9;3.0;4.0;2.2;0.6;3.5;15.0;7.2;6.0;8.7;;;;;;;;;9.8;26.3;4.9
104;Beroepsniveau 3 (ISCO 2008);Waarde;2019;15.5;6.5;5.1;;15.8;1.4;5.0;1.3;4.3;2.8;3.1;4.4;2.3;0.8;3.4;15.3;7.5;6.6;9.3;;;;;;;;;10.4;26.6;4.9
105;Beroepsniveau 3 (ISCO 2008);Waarde;2020;12.9;5.0;4.6;;12.0;1.0;3.0;1.0;3.2;1.9;2.3;3.0;1.7;0.6;3.1;12.9;6.3;5.4;11.0;;;;;;;;;8.8;23.4;5.2
106;Beroepsniveau 3 (ISCO 2008);Waarde;2021;13.6;5.3;4.6;;12.6;1.0;3.9;0.9;3.6;1.9;2.7;3.0;1.8;0.6;3.2;14.5;6.1;5.7;11.3;;;;;;;;;9.4;23.1;5.1
107;Beroepsniveau 3 (ISCO 2008);Waarde;2022;15.5;5.2;4.6;;13.1;1.1;4.0;1.1;3.8;2.0;2.9;3.1;2.1;0.6;2.8;;;;;7.3;56.7;23.4;39.2;1.5;2.5;1.7;2.8;9.1;23.3;5.1
108;Beroepsniveau 3 (ISCO 2008);Waarde;2023;15.4;5.9;4.8;;12.3;1.1;3.8;1.0;3.8;1.9;2.6;3.0;2.0;0.6;2.4;;;;;7.3;51.9;22.4;33.5;1.7;2.4;1.9;2.8;9.6;23.0;5.1
109;Beroepsniveau 3 (ISCO 2008);Waarde;2024;15.8;5.9;4.5;;13.7;1.1;4.3;1.0;4.0;2.1;2.8;3.5;1.8;0.5;2.9;;;;;7.9;52.4;23.8;32.0;1.8;2.7;2.0;3.2;9.6;24.1;5.1
110;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2014;13.7;4.8;4.1;3.6;;;;;;;;;;;;14.9;6.0;4.8;6.5;;;;;;;;;8.0;26.1;4.7
111;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2015;13.8;5.3;4.8;4.4;;;;;;;;;;;;14.3;5.7;5.1;6.6;;;;;;;;;8.5;26.8;4.7
112;Beroepsniveau 3 (ISCO 2008);Ondergrens 95%-interval;2016;13.1;5.3;4.7;4.0;;;;;;;;;;;;14.0;5.7;5.2;6.8;;;;;;;;;8.4;25.5;4.8
