ID;Geslacht;Niveau;Leerweg;Migratieachtergrond;Perioden;MboStudenten_1
22;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2010/'11;399364
23;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2011/'12;391553
24;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2012/'13;383560
25;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2013/'14;374065
26;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2014/'15;360595
27;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2015/'16;355838
28;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2016/'17;361378
29;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2017/'18;362158
30;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2018/'19;365399
31;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2019/'20;365843
32;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2020/'21;365894
33;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Nederlandse achtergrond;2021/'22;358596
34;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2005/'06;126496
35;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2006/'07;131465
36;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2007/'08;136716
37;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2008/'09;137697
38;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2009/'10;141359
39;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2010/'11;143543
40;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2011/'12;140027
41;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2012/'13;138060
42;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2013/'14;136003
43;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2014/'15;130481
44;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2015/'16;127746
45;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2016/'17;130110
46;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2017/'18;133739
47;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2018/'19;140936
48;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2019/'20;146196
49;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2020/'21;152832
50;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Met migratieachtergrond;2021/'22;154369
51;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2005/'06;31241
52;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2006/'07;31742
53;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2007/'08;32707
54;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2008/'09;32764
55;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2009/'10;33387
56;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2010/'11;34021
57;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2011/'12;33157
58;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2012/'13;32551
59;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2013/'14;31417
60;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2014/'15;29583
61;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2015/'16;28478
62;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2016/'17;28644
63;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2017/'18;28744
64;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2018/'19;29176
65;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2019/'20;29752
66;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2020/'21;30617
67;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Westerse migratieachtergrond;2021/'22;31080
68;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2005/'06;95255
69;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2006/'07;99723
70;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2007/'08;104009
71;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2008/'09;104933
72;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2009/'10;107972
73;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2010/'11;109522
74;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2011/'12;106870
75;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2012/'13;105509
76;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2013/'14;104586
77;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2014/'15;100898
78;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2015/'16;99268
79;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2016/'17;101466
80;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2017/'18;104995
81;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2018/'19;111760
82;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2019/'20;116444
83;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2020/'21;122215
84;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Niet-westerse migratieachtergrond;2021/'22;123289
85;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2005/'06;19048
86;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2006/'07;20755
87;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2007/'08;22090
88;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2008/'09;22940
89;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2009/'10;24109
90;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2010/'11;24619
91;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2011/'12;23975
92;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2012/'13;23081
93;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2013/'14;22481
94;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2014/'15;21504
95;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2015/'16;21029
96;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2016/'17;21118
97;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2017/'18;21165
98;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2018/'19;21225
99;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2019/'20;20981
100;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2020/'21;20820
101;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Turkije;2021/'22;20146
102;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2005/'06;19913
103;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2006/'07;21080
104;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2007/'08;21849
105;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2008/'09;21649
106;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2009/'10;21992
107;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2010/'11;22075
108;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2011/'12;21454
109;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2012/'13;20880
110;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2013/'14;20484
111;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2014/'15;19658
112;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2015/'16;19333
113;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2016/'17;19986
114;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2017/'18;20543
115;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2018/'19;21412
116;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2019/'20;21893
117;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2020/'21;23077
118;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Marokko;2021/'22;23313
119;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2005/'06;19349
120;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2006/'07;19949
121;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2007/'08;20887
122;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2008/'09;20543
123;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2009/'10;20381
124;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2010/'11;20490
125;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2011/'12;19568
126;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2012/'13;19136
127;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2013/'14;18621
128;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2014/'15;17781
129;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2015/'16;17106
130;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2016/'17;17129
131;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2017/'18;16895
132;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2018/'19;16804
133;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2019/'20;16487
134;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2020/'21;16656
135;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Suriname;2021/'22;16152
136;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2005/'06;9549
137;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2006/'07;10035
138;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2007/'08;10427
139;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2008/'09;10462
140;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2009/'10;10571
141;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2010/'11;10869
142;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2011/'12;11288
143;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2012/'13;11389
144;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2013/'14;11264
145;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2014/'15;11054
146;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2015/'16;10963
147;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2016/'17;11075
148;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2017/'18;10924
149;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2018/'19;11058
150;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2019/'20;11206
151;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2020/'21;11780
152;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);(voormalige) Nederlandse Antillen, Aruba;2021/'22;12144
153;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2005/'06;27396
154;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2006/'07;27904
155;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2007/'08;28756
156;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2008/'09;29339
157;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2009/'10;30919
158;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2010/'11;31469
159;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2011/'12;30585
160;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2012/'13;31023
161;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2013/'14;31736
162;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2014/'15;30901
163;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2015/'16;30837
164;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2016/'17;32158
165;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2017/'18;35468
166;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2018/'19;41261
167;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2019/'20;45877
168;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2020/'21;49882
169;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Overige niet-westerse migratieachterg...;2021/'22;51534
170;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2005/'06;1116
171;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2006/'07;1129
172;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2007/'08;1443
173;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2008/'09;1716
174;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2009/'10;2248
175;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2010/'11;2733
176;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2011/'12;3067
177;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2012/'13;3680
178;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2013/'14;2134
179;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2014/'15;655
180;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2015/'16;557
181;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2016/'17;398
182;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2017/'18;362
183;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2018/'19;235
184;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2019/'20;241
185;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2020/'21;210
186;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Onbekende migratieachtergrond;2021/'22;171
187;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2005/'06;483812
188;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2006/'07;496227
189;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2007/'08;509642
190;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2008/'09;513925
191;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2009/'10;522274
192;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2010/'11;528009
193;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2011/'12;519962
194;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2012/'13;510857
195;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2013/'14;498108
196;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2014/'15;481405
197;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2015/'16;476275
198;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2016/'17;483362
199;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2017/'18;487114
200;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2018/'19;497111
201;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2019/'20;503013
202;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2020/'21;508765
203;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Totaal;2021/'22;503495
204;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2005/'06;358194
205;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2006/'07;366379
206;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2007/'08;374920
207;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2008/'09;378003
208;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2009/'10;382790
209;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2010/'11;386852
210;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2011/'12;381442
211;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2012/'13;373694
212;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2013/'14;364528
213;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2014/'15;353481
214;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2015/'16;350407
215;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2016/'17;355602
216;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2017/'18;355871
217;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2018/'19;358962
218;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2019/'20;359554
219;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2020/'21;359003
220;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Nederlandse achtergrond;2021/'22;352108
221;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2005/'06;124574
222;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2006/'07;128743
223;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2007/'08;133327
224;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2008/'09;134272
225;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2009/'10;137369
226;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2010/'11;138565
227;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2011/'12;135543
228;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2012/'13;133602
229;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2013/'14;131583
230;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2014/'15;127305
231;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2015/'16;125345
232;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2016/'17;127385
233;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2017/'18;130892
234;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2018/'19;137937
235;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2019/'20;143242
236;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2020/'21;149578
237;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Met migratieachtergrond;2021/'22;151249
238;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2005/'06;30660
239;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2006/'07;31063
240;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2007/'08;31910
241;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2008/'09;31965
242;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2009/'10;32468
243;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2010/'11;32782
244;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2011/'12;32132
245;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2012/'13;31575
246;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2013/'14;30473
247;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Westerse migratieachtergrond;2014/'15;28903
