ID;Geslacht;TypeZefstandigenInStartjaar;SociaaleconomischePositieInPeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
20;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2012;205.3
21;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2013;215.1
22;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2014;217.6
23;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2015;225.6
24;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2016;218.0
25;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2017;238.6
26;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2018;249.7
27;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2019;264.1
28;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2020;
29;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;3 jaar na startjaar;2021;
30;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2012;205.3
31;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2013;215.1
32;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2014;217.6
33;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2015;225.6
34;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2016;218.0
35;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2017;238.6
36;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2018;249.7
37;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2019;
38;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2020;
39;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;4 jaar na startjaar;2021;
40;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2012;205.3
41;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2013;215.1
42;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2014;217.6
43;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2015;225.6
44;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2016;218.0
45;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2017;238.6
46;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2018;
47;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2019;
48;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2020;
49;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A-U Alle economische activiteiten;5 jaar na startjaar;2021;
50;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2012;3.4
51;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2013;3.3
52;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2014;3.7
53;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2015;4.3
54;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2016;4.1
55;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2017;4.4
56;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2018;4.8
57;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2019;6.7
58;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2020;6.6
59;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2021;8.4
60;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2012;3.4
61;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2013;3.3
62;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2014;3.7
63;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2015;4.3
64;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2016;4.1
65;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2017;4.4
66;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2018;4.8
67;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2019;6.7
68;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2020;6.6
69;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2021;
70;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2012;3.4
71;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2013;3.3
72;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2014;3.7
73;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2015;4.3
74;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2016;4.1
75;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2017;4.4
76;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2018;4.8
77;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2019;6.7
78;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2020;
79;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2021;
80;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2012;3.4
81;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2013;3.3
82;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2014;3.7
83;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2015;4.3
84;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2016;4.1
85;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2017;4.4
86;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2018;4.8
87;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2019;
88;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2020;
89;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2021;
90;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2012;3.4
91;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2013;3.3
92;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2014;3.7
93;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2015;4.3
94;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2016;4.1
95;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2017;4.4
96;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2018;
97;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2019;
98;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2020;
99;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2021;
100;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2012;13.8
101;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2013;14.0
102;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2014;16.1
103;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2015;18.1
104;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2016;17.4
105;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2017;19.2
106;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2018;23.5
107;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2019;27.9
108;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2020;28.3
109;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;1 jaar na startjaar;2021;34.0
110;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2012;13.8
111;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2013;14.0
112;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2014;16.1
113;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2015;18.1
114;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2016;17.4
115;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2017;19.2
116;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2018;23.5
117;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2019;27.9
118;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2020;28.3
119;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;2 jaar na startjaar;2021;
120;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2012;13.8
121;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2013;14.0
122;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2014;16.1
123;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2015;18.1
124;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2016;17.4
125;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2017;19.2
126;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2018;23.5
127;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2019;27.9
128;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2020;
129;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;3 jaar na startjaar;2021;
130;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2012;13.8
131;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2013;14.0
132;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2014;16.1
133;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2015;18.1
134;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2016;17.4
135;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2017;19.2
136;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2018;23.5
137;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2019;
138;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2020;
139;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;4 jaar na startjaar;2021;
140;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2012;13.8
141;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2013;14.0
142;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2014;16.1
143;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2015;18.1
144;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2016;17.4
145;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2017;19.2
146;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2018;
147;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2019;
148;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2020;
149;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B-F Nijverheid en energie;5 jaar na startjaar;2021;
150;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2012;26.7
151;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2013;26.1
152;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2014;28.7
153;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2015;30.8
154;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2016;30.7
155;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2017;29.5
156;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2018;28.8
157;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2019;35.8
158;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2020;39.0
159;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;1 jaar na startjaar;2021;41.3
160;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2012;26.7
161;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2013;26.1
162;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2014;28.7
163;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2015;30.8
164;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2016;30.7
165;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2017;29.5
166;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2018;28.8
167;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2019;35.8
168;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2020;39.0
169;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2 jaar na startjaar;2021;
170;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2012;26.7
171;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2013;26.1
172;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2014;28.7
173;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2015;30.8
174;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2016;30.7
175;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2017;29.5
176;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2018;28.8
177;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2019;35.8
178;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2020;
179;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;3 jaar na startjaar;2021;
180;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2012;26.7
181;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2013;26.1
182;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2014;28.7
183;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2015;30.8
184;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2016;30.7
185;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2017;29.5
186;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2018;28.8
187;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2019;
188;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2020;
189;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;4 jaar na startjaar;2021;
190;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2012;26.7
191;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2013;26.1
192;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2014;28.7
193;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2015;30.8
194;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2016;30.7
195;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2017;29.5
196;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2018;
197;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2019;
198;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;5 jaar na startjaar;2020;
