ID;JaarImmigratie;Geslacht;Leeftijdsgroep;LandVanHerkomst;TotaalAllochtoneImmigranten_1;GeremigreerdBinnen1Jaar_2;GeremigreerdIn12Jaar_3;GeremigreerdIn23Jaar_4;GeremigreerdIn35Jaar_5;GeremigreerdInMeerDan5Jaar_6;NietGeremigreerd_7
77;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;0;18.2;6.0;7.0;5.0;6.0;13.0;63.0
78;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;1;;;;;;;
79;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;2;17.5;6.0;7.0;5.0;6.0;13.0;63.0
80;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;4;9.8;4.0;4.0;3.0;5.0;15.0;70.0
81;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;3;7.7;8.0;10.0;8.0;9.0;12.0;54.0
82;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Afghanistan;0.5;1.0;1.0;0.0;0.0;12.0;85.0
83;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Algerije;0.0;;;;;8.0;92.0
84;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Angola;0.1;;5.0;3.0;2.0;25.0;64.0
85;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Argentinië;0.0;13.0;8.0;13.0;13.0;13.0;42.0
86;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Australië;0.1;22.0;10.0;13.0;19.0;12.0;24.0
87;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;België;0.4;8.0;8.0;10.0;9.0;16.0;51.0
88;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Brazilië;0.2;6.0;10.0;4.0;6.0;10.0;64.0
89;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Bulgarije;0.0;;;;;;100.0
90;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Canada;0.1;12.0;19.0;18.0;14.0;10.0;27.0
91;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Chili;0.0;;6.0;6.0;6.0;18.0;65.0
92;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;China;0.3;2.0;1.0;1.0;1.0;5.0;89.0
93;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Colombia;0.2;3.0;1.0;1.0;2.0;4.0;89.0
94;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Congo (DR);0.2;9.0;8.0;4.0;4.0;28.0;48.0
95;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Denemarken;0.0;28.0;8.0;22.0;3.0;25.0;14.0
96;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Dominicaanse Republiek;0.1;7.0;6.0;7.0;10.0;12.0;59.0
97;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Duitsland;1.4;6.0;10.0;6.0;9.0;14.0;54.0
98;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Egypte;0.1;2.0;8.0;18.0;11.0;11.0;51.0
99;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Ethiopië;0.1;2.0;1.0;4.0;4.0;27.0;62.0
100;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Filippijnen;0.1;6.0;5.0;;7.0;7.0;74.0
101;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Frankrijk;0.3;7.0;9.0;13.0;13.0;19.0;39.0
102;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Ghana;0.1;5.0;;;7.0;15.0;73.0
103;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Griekenland;0.1;11.0;9.0;5.0;10.0;9.0;57.0
104;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Guyana;0.0;;;;13.0;;88.0
105;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Hongarije;0.0;8.0;14.0;11.0;;8.0;58.0
106;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Hongkong;0.1;2.0;7.0;2.0;;16.0;73.0
107;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Ierland;0.0;22.0;6.0;22.0;;9.0;41.0
108;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;India;0.1;3.0;2.0;4.0;2.0;15.0;74.0
109;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Indonesië;0.1;7.0;5.0;4.0;5.0;9.0;69.0
110;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Irak;0.7;1.0;2.0;3.0;2.0;18.0;74.0
111;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Iran;0.7;2.0;5.0;2.0;2.0;7.0;83.0
112;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Israël;0.1;8.0;10.0;20.0;24.0;10.0;27.0
113;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Italië;0.2;13.0;11.0;9.0;9.0;9.0;50.0
114;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Japan;0.3;14.0;15.0;17.0;29.0;20.0;5.0
115;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Kaapverdië;0.0;;;2.0;;11.0;87.0
116;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Libanon;0.0;;;10.0;;3.0;86.0
117;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Maleisië;0.0;11.0;5.0;5.0;21.0;13.0;45.0
118;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Marokko;0.6;2.0;1.0;1.0;2.0;9.0;85.0
119;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Nederlandse Antillen en Aruba;1.0;13.0;8.0;7.0;7.0;14.0;52.0
120;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Nieuw-Zeeland;0.0;29.0;13.0;;2.0;6.0;50.0
121;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Nigeria;0.1;;14.0;12.0;14.0;14.0;47.0
122;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Noorwegen;0.0;16.0;21.0;19.0;9.0;16.0;19.0
123;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Oostenrijk;0.0;2.0;15.0;13.0;8.0;15.0;48.0
124;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Pakistan;0.2;6.0;2.0;4.0;7.0;21.0;59.0
125;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Peru;0.0;;11.0;;5.0;11.0;74.0
126;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Polen;0.2;3.0;7.0;5.0;5.0;6.0;75.0
127;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Portugal;0.1;14.0;4.0;7.0;6.0;14.0;55.0
128;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Roemenië;0.1;16.0;8.0;;2.0;4.0;70.0
129;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Sierra Leone;0.0;;;;;;100.0
130;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Singapore;0.0;;9.0;14.0;6.0;29.0;43.0
131;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Soedan;0.0;;;;6.0;39.0;56.0
132;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Somalië;0.7;3.0;6.0;3.0;7.0;46.0;35.0
133;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Spanje;0.1;5.0;13.0;4.0;15.0;11.0;52.0
134;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Sri Lanka;0.1;;1.0;;6.0;15.0;78.0
135;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Suriname;0.7;3.0;1.0;2.0;4.0;7.0;83.0
136;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Syrië;0.1;3.0;;1.0;;7.0;88.0
137;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Thailand;0.1;4.0;7.0;1.0;2.0;6.0;80.0
138;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Tunesië;0.0;;3.0;;8.0;8.0;82.0
139;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Turkije;1.2;3.0;3.0;2.0;4.0;7.0;81.0
140;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Venezuela;0.0;5.0;23.0;;14.0;9.0;50.0
141;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Verenigd Koninkrijk;0.7;6.0;17.0;15.0;13.0;20.0;28.0
142;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Vietnam;0.0;;3.0;;;3.0;95.0
143;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Voormalig Joegoslavië;1.8;3.0;3.0;2.0;2.0;6.0;83.0
144;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Voormalig Sovjet-Unie;0.5;4.0;5.0;2.0;2.0;8.0;78.0
145;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Verenigde Staten van Amerika;0.6;12.0;17.0;18.0;13.0;16.0;25.0
146;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Voormalig Tsjecho-Slowakije;0.1;16.0;9.0;7.0;10.0;10.0;48.0
147;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Zwitserland;0.1;12.0;5.0;7.0;7.0;4.0;65.0
148;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Zuid-Afrika;0.1;15.0;11.0;1.0;7.0;6.0;60.0
149;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Zuid-Korea;0.1;5.0;16.0;9.0;25.0;9.0;36.0
150;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Zweden;0.1;21.0;23.0;16.0;16.0;4.0;21.0
151;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Onbekend;0.6;5.0;9.0;6.0;5.0;13.0;62.0
152;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Overig niet-westers;0.8;6.0;5.0;4.0;7.0;16.0;61.0
153;Jaar immigratie: 1995;Totaal mannen en vrouwen;0 tot 15 jaar;Overig westers;0.1;16.0;24.0;11.0;7.0;15.0;27.0
154;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;0;19.2;9.0;8.0;5.0;6.0;17.0;55.0
155;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;1;;;;;;;
156;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;2;18.7;9.0;8.0;5.0;6.0;17.0;54.0
157;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;4;11.1;5.0;5.0;3.0;5.0;19.0;62.0
158;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;3;7.7;14.0;12.0;8.0;9.0;14.0;43.0
159;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Afghanistan;0.3;2.0;2.0;2.0;2.0;18.0;74.0
160;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Algerije;0.1;5.0;7.0;7.0;17.0;37.0;28.0
161;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Angola;0.2;2.0;4.0;3.0;5.0;41.0;44.0
162;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Argentinië;0.0;17.0;11.0;17.0;6.0;17.0;33.0
163;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Australië;0.1;23.0;20.0;8.0;8.0;26.0;14.0
164;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;België;0.5;12.0;9.0;8.0;11.0;15.0;44.0
165;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Brazilië;0.1;23.0;13.0;3.0;5.0;14.0;42.0
166;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Bulgarije;0.0;12.0;27.0;;8.0;8.0;46.0
167;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Canada;0.1;33.0;24.0;4.0;9.0;14.0;15.0
168;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Chili;0.0;11.0;5.0;11.0;;21.0;53.0
169;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;China;0.4;2.0;5.0;4.0;3.0;13.0;73.0
170;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Colombia;0.0;6.0;19.0;;4.0;15.0;55.0
171;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Congo (DR);0.2;8.0;12.0;5.0;9.0;31.0;35.0
172;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Denemarken;0.1;19.0;21.0;10.0;14.0;16.0;21.0
173;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Dominicaanse Republiek;0.1;16.0;10.0;2.0;5.0;18.0;49.0
174;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Duitsland;1.0;14.0;14.0;8.0;12.0;16.0;36.0
175;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Egypte;0.1;6.0;6.0;1.0;6.0;11.0;71.0
176;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Ethiopië;0.2;2.0;3.0;5.0;4.0;27.0;59.0
177;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Filippijnen;0.2;25.0;16.0;7.0;4.0;8.0;39.0
178;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Frankrijk;0.4;17.0;14.0;11.0;8.0;18.0;33.0
179;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Ghana;0.1;3.0;4.0;3.0;7.0;21.0;63.0
180;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Griekenland;0.1;19.0;13.0;14.0;14.0;17.0;22.0
181;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Guyana;0.0;9.0;9.0;;9.0;27.0;45.0
182;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Hongarije;0.1;19.0;14.0;7.0;5.0;15.0;39.0
183;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Hongkong;0.0;;8.0;8.0;8.0;19.0;58.0
184;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Ierland;0.2;25.0;9.0;18.0;17.0;13.0;17.0
185;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;India;0.1;14.0;5.0;9.0;9.0;15.0;49.0
186;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Indonesië;0.2;6.0;8.0;7.0;5.0;13.0;61.0
187;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Irak;0.4;2.0;4.0;2.0;4.0;23.0;66.0
188;Jaar immigratie: 1995;Totaal mannen en vrouwen;15 tot 25 jaar;Iran;0.3;1.0;5.0;2.0;6.0;12.0;72.0
