ID;KenmerkenVanPersonen;FiscaleBestanddelen;Populatie;Perioden;TotaalAantalPersonen_1;Tariefgroep1_2;Tariefgroep2_3;Tariefgroep3_4;Tariefgroep4_5;Tariefgroep5_6;PercentageMetBestanddeel_7;GemiddeldBedrag_8
40;Totaal personen;Belastbaar inkomen;Personen met 52 weken inkomen;1997;9941.0;285.0;7902.0;1490.0;192.0;73.0;100.0;18.1
41;Totaal personen;Belastbaar inkomen;Personen met 52 weken inkomen;1998;10088.0;244.0;8074.0;1492.0;194.0;84.0;100.0;17.7
42;Totaal personen;Belastbaar inkomen;Personen met 52 weken inkomen;1999;10179.0;255.0;8210.0;1427.0;195.0;92.0;100.0;18.5
43;Totaal personen;Belastbaar inkomen;Personen met 52 weken inkomen;2000;10381.0;253.0;8463.0;1367.0;199.0;100.0;100.0;19.2
44;Totaal personen;Belastingvrije som;Alle personen met inkomen;1990;9817.0;0.0;7798.0;1789.0;185.0;45.0;96.6;2.5
45;Totaal personen;Belastingvrije som;Alle personen met inkomen;1991;10004.0;0.0;8064.0;1706.0;182.0;52.0;96.7;2.5
46;Totaal personen;Belastingvrije som;Alle personen met inkomen;1992;10244.0;0.0;8373.0;1653.0;164.0;53.0;97.3;2.8
47;Totaal personen;Belastingvrije som;Alle personen met inkomen;1993;10312.0;0.0;8485.0;1611.0;161.0;55.0;97.1;3.1
48;Totaal personen;Belastingvrije som;Alle personen met inkomen;1994;10378.0;0.0;8553.0;1580.0;189.0;56.0;97.0;3.2
49;Totaal personen;Belastingvrije som;Alle personen met inkomen;1995;10542.0;0.0;8698.0;1572.0;212.0;60.0;96.9;3.3
50;Totaal personen;Belastingvrije som;Alle personen met inkomen;1996;10624.0;0.0;8795.0;1550.0;209.0;70.0;96.3;3.8
51;Totaal personen;Belastingvrije som;Alle personen met inkomen;1997;10793.0;0.0;8990.0;1525.0;202.0;76.0;96.4;3.9
52;Totaal personen;Belastingvrije som;Alle personen met inkomen;1998;11360.0;364.0;9180.0;1523.0;204.0;89.0;100.0;4.6
53;Totaal personen;Belastingvrije som;Alle personen met inkomen;1999;11478.0;373.0;9342.0;1461.0;205.0;96.0;100.0;4.7
54;Totaal personen;Belastingvrije som;Alle personen met inkomen;2000;11676.0;372.0;9585.0;1405.0;208.0;106.0;100.0;4.8
55;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1990;8080.0;0.0;6201.0;1652.0;183.0;45.0;96.1;2.6
56;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1991;8250.0;0.0;6446.0;1572.0;180.0;52.0;96.3;2.6
57;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1992;8456.0;0.0;6721.0;1520.0;162.0;53.0;97.1;2.9
58;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1993;8507.0;0.0;6818.0;1474.0;159.0;55.0;96.9;3.1
59;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1994;8553.0;0.0;6861.0;1448.0;188.0;56.0;96.8;3.2
60;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1995;8679.0;0.0;6968.0;1440.0;210.0;60.0;96.7;3.3
61;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1996;8732.0;0.0;7038.0;1417.0;207.0;70.0;96.0;3.8
62;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1997;8871.0;0.0;7201.0;1393.0;201.0;76.0;96.1;3.8
63;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1998;9360.0;341.0;7341.0;1387.0;202.0;89.0;100.0;4.4
64;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;1999;9458.0;349.0;7486.0;1322.0;204.0;96.0;100.0;4.5
65;Totaal personen;Belastingvrije som;Personen tot 65 jaar met inkomen;2000;9630.0;349.0;7703.0;1265.0;206.0;106.0;100.0;4.6
66;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1990;1737.0;0.0;1597.0;137.0;2.0;0.0;98.8;2.2
67;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1991;1754.0;0.0;1618.0;134.0;2.0;0.0;98.4;2.3
68;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1992;1788.0;0.0;1652.0;133.0;2.0;0.0;98.4;2.6
69;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1993;1805.0;0.0;1667.0;137.0;2.0;0.0;98.1;2.8
70;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1994;1825.0;0.0;1691.0;133.0;1.0;0.0;97.8;2.9
71;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1995;1863.0;0.0;1730.0;132.0;1.0;0.0;97.6;3.3
72;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1996;1891.0;0.0;1757.0;133.0;1.0;0.0;97.5;3.8
73;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1997;1923.0;0.0;1789.0;133.0;1.0;0.0;97.6;4.1
74;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1998;2000.0;23.0;1839.0;136.0;1.0;0.0;100.0;5.4
75;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;1999;2020.0;24.0;1856.0;139.0;1.0;0.0;100.0;5.6
76;Totaal personen;Belastingvrije som;Personen 65 jaar en ouder met inkomen;2000;2047.0;23.0;1882.0;140.0;2.0;1.0;100.0;5.9
77;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1990;8514.0;0.0;6554.0;1750.0;169.0;40.0;97.6;2.6
78;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1991;8772.0;0.0;6885.0;1669.0;169.0;48.0;97.6;2.6
79;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1992;9022.0;0.0;7190.0;1623.0;158.0;51.0;98.1;2.8
80;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1993;9103.0;0.0;7317.0;1580.0;152.0;53.0;97.9;3.1
81;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1994;9161.0;0.0;7381.0;1546.0;183.0;52.0;97.7;3.2
82;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1995;9310.0;0.0;7519.0;1533.0;200.0;57.0;97.5;3.3
83;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1996;9445.0;0.0;7671.0;1513.0;195.0;66.0;97.0;3.8
84;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1997;9656.0;0.0;7902.0;1490.0;192.0;73.0;97.1;3.9
85;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1998;10088.0;244.0;8074.0;1492.0;194.0;84.0;100.0;4.7
86;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;1999;10179.0;255.0;8210.0;1427.0;195.0;92.0;100.0;4.8
87;Totaal personen;Belastingvrije som;Personen met 52 weken inkomen;2000;10381.0;253.0;8463.0;1367.0;199.0;100.0;100.0;4.9
88;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1990;9817.0;0.0;7798.0;1789.0;185.0;45.0;96.6;2.5
89;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1991;10004.0;0.0;8064.0;1706.0;182.0;52.0;96.7;2.5
90;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1992;10244.0;0.0;8373.0;1653.0;164.0;53.0;97.3;2.8
91;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1993;10312.0;0.0;8485.0;1611.0;161.0;55.0;97.1;3.1
92;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1994;10378.0;0.0;8553.0;1580.0;189.0;56.0;97.0;3.1
93;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1995;10542.0;0.0;8698.0;1572.0;212.0;60.0;96.9;3.2
94;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1996;10624.0;0.0;8795.0;1550.0;209.0;70.0;96.3;3.7
95;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1997;10793.0;0.0;8990.0;1525.0;202.0;76.0;96.4;3.7
96;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1998;11360.0;364.0;9180.0;1523.0;204.0;89.0;100.0;4.4
97;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;1999;11478.0;373.0;9342.0;1461.0;205.0;96.0;100.0;4.4
98;Totaal personen;Belastingvrije som tariefgroep;Alle personen met inkomen;2000;11676.0;372.0;9585.0;1405.0;208.0;106.0;100.0;4.5
99;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1990;8080.0;0.0;6201.0;1652.0;183.0;45.0;96.1;2.5
100;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1991;8250.0;0.0;6446.0;1572.0;180.0;52.0;96.3;2.6
101;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1992;8456.0;0.0;6721.0;1520.0;162.0;53.0;97.1;2.8
102;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1993;8507.0;0.0;6818.0;1474.0;159.0;55.0;96.9;3.1
103;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1994;8553.0;0.0;6861.0;1448.0;188.0;56.0;96.8;3.2
104;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1995;8679.0;0.0;6968.0;1440.0;210.0;60.0;96.7;3.3
105;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1996;8732.0;0.0;7038.0;1417.0;207.0;70.0;96.0;3.8
106;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1997;8871.0;0.0;7201.0;1393.0;201.0;76.0;96.1;3.8
107;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1998;9360.0;341.0;7341.0;1387.0;202.0;89.0;100.0;4.4
108;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;1999;9458.0;349.0;7486.0;1322.0;204.0;96.0;100.0;4.5
109;Totaal personen;Belastingvrije som tariefgroep;Personen tot 65 jaar met inkomen;2000;9630.0;349.0;7703.0;1265.0;206.0;106.0;100.0;4.5
110;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1990;1737.0;0.0;1597.0;137.0;2.0;0.0;98.8;2.2
111;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1991;1754.0;0.0;1618.0;134.0;2.0;0.0;98.4;2.3
112;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1992;1788.0;0.0;1652.0;133.0;2.0;0.0;98.4;2.6
113;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1993;1805.0;0.0;1667.0;137.0;2.0;0.0;98.1;2.8
114;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1994;1825.0;0.0;1691.0;133.0;1.0;0.0;97.8;2.9
115;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1995;1863.0;0.0;1730.0;132.0;1.0;0.0;97.6;3.0
116;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1996;1891.0;0.0;1757.0;133.0;1.0;0.0;97.5;3.4
117;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1997;1923.0;0.0;1789.0;133.0;1.0;0.0;97.6;3.4
118;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1998;2000.0;23.0;1839.0;136.0;1.0;0.0;100.0;4.1
119;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;1999;2020.0;24.0;1856.0;139.0;1.0;0.0;100.0;4.2
120;Totaal personen;Belastingvrije som tariefgroep;Personen 65 jaar en ouder met inkomen;2000;2047.0;23.0;1882.0;140.0;2.0;1.0;100.0;4.3
121;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1990;8514.0;0.0;6554.0;1750.0;169.0;40.0;97.6;2.5
122;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1991;8772.0;0.0;6885.0;1669.0;169.0;48.0;97.6;2.6
123;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1992;9022.0;0.0;7190.0;1623.0;158.0;51.0;98.1;2.8
124;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1993;9103.0;0.0;7317.0;1580.0;152.0;53.0;97.9;3.1
125;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1994;9161.0;0.0;7381.0;1546.0;183.0;52.0;97.7;3.2
126;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1995;9310.0;0.0;7519.0;1533.0;200.0;57.0;97.5;3.3
127;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1996;9445.0;0.0;7671.0;1513.0;195.0;66.0;97.0;3.8
128;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1997;9656.0;0.0;7902.0;1490.0;192.0;73.0;97.1;3.8
129;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1998;10088.0;244.0;8074.0;1492.0;194.0;84.0;100.0;4.5
130;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;1999;10179.0;255.0;8210.0;1427.0;195.0;92.0;100.0;4.5
131;Totaal personen;Belastingvrije som tariefgroep;Personen met 52 weken inkomen;2000;10381.0;253.0;8463.0;1367.0;199.0;100.0;100.0;4.6
132;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1990;44.0;0.0;0.0;0.0;0.0;44.0;0.4;0.8
133;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1991;51.0;0.0;0.0;0.0;0.0;51.0;0.5;0.8
134;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1992;51.0;0.0;0.0;0.0;0.0;51.0;0.5;0.9
135;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1993;53.0;0.0;0.0;0.0;0.0;53.0;0.5;0.9
136;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1994;55.0;0.0;0.0;0.0;0.0;55.0;0.5;0.9
137;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1995;60.0;0.0;0.0;0.0;0.0;60.0;0.5;0.9
138;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1996;69.0;0.0;0.0;0.0;0.0;69.0;0.6;0.9
139;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1997;76.0;0.0;0.0;0.0;0.0;76.0;0.7;0.9
140;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1998;89.0;0.0;0.0;0.0;0.0;89.0;0.8;1.7
141;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;1999;96.0;0.0;0.0;0.0;0.0;96.0;0.8;1.7
142;Totaal personen;Aanvullende alleenstaande ouderaftrek;Alle personen met inkomen;2000;105.0;0.0;0.0;0.0;0.0;105.0;0.9;1.8
143;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1990;44.0;0.0;0.0;0.0;0.0;44.0;0.5;0.8
144;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1991;51.0;0.0;0.0;0.0;0.0;51.0;0.6;0.8
145;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1992;51.0;0.0;0.0;0.0;0.0;51.0;0.6;0.9
146;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1993;53.0;0.0;0.0;0.0;0.0;53.0;0.6;0.9
147;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1994;55.0;0.0;0.0;0.0;0.0;55.0;0.6;0.9
148;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1995;60.0;0.0;0.0;0.0;0.0;60.0;0.7;0.9
149;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1996;69.0;0.0;0.0;0.0;0.0;69.0;0.8;0.9
150;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1997;76.0;0.0;0.0;0.0;0.0;76.0;0.8;0.9
151;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1998;89.0;0.0;0.0;0.0;0.0;89.0;0.9;1.7
152;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;1999;96.0;0.0;0.0;0.0;0.0;96.0;1.0;1.7
153;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen tot 65 jaar met inkomen;2000;104.0;0.0;0.0;0.0;0.0;104.0;1.1;1.8
154;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1990;0.0;0.0;0.0;0.0;0.0;0.0;;
155;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1991;0.0;0.0;0.0;0.0;0.0;0.0;;
156;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1992;0.0;0.0;0.0;0.0;0.0;0.0;;
157;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1993;0.0;0.0;0.0;0.0;0.0;0.0;;
158;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1994;0.0;0.0;0.0;0.0;0.0;0.0;;
159;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1995;0.0;0.0;0.0;0.0;0.0;0.0;;
160;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1996;0.0;0.0;0.0;0.0;0.0;0.0;;
161;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1997;0.0;0.0;0.0;0.0;0.0;0.0;;
162;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1998;0.0;0.0;0.0;0.0;0.0;0.0;;
163;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;1999;0.0;0.0;0.0;0.0;0.0;0.0;;
164;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen 65 jaar en ouder met inkomen;2000;0.0;0.0;0.0;0.0;0.0;0.0;;
165;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1990;40.0;0.0;0.0;0.0;0.0;40.0;0.5;0.8
166;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1991;47.0;0.0;0.0;0.0;0.0;47.0;0.5;0.8
167;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1992;49.0;0.0;0.0;0.0;0.0;49.0;0.5;1.0
168;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1993;51.0;0.0;0.0;0.0;0.0;51.0;0.5;1.0
169;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1994;52.0;0.0;0.0;0.0;0.0;52.0;0.6;1.0
170;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1995;57.0;0.0;0.0;0.0;0.0;57.0;0.6;0.9
171;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1996;66.0;0.0;0.0;0.0;0.0;66.0;0.7;0.9
172;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1997;73.0;0.0;0.0;0.0;0.0;73.0;0.7;0.9
173;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1998;84.0;0.0;0.0;0.0;0.0;84.0;0.8;1.7
174;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;1999;91.0;0.0;0.0;0.0;0.0;91.0;0.9;1.8
175;Totaal personen;Aanvullende alleenstaande ouderaftrek;Personen met 52 weken inkomen;2000;99.0;0.0;0.0;0.0;0.0;99.0;1.0;1.8
176;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1990;;;;;;;;
177;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1991;;;;;;;;
178;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1992;;;;;;;;
179;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1993;;;;;;;;
180;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1994;;;;;;;;
181;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1995;1659.0;0.0;1564.0;93.0;1.0;0.0;15.2;0.4
182;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1996;1691.0;0.0;1596.0;94.0;1.0;0.0;15.3;0.4
183;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1997;1712.0;0.0;1617.0;93.0;1.0;0.0;15.3;0.5
184;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1998;1977.0;0.0;1839.0;136.0;1.0;0.0;17.4;0.8
185;Totaal personen;Ouderenaftrek;Alle personen met inkomen;1999;1995.0;0.0;1856.0;139.0;1.0;0.0;17.4;0.9
