ID;Geslacht;Leeftijd;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
19;Totaal mannen en vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2022;2.5;1.2;1.2;0.9;1.5;0.4;0.3;0.1
20;Totaal mannen en vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2023;2.5;1.3;1.2;0.9;1.6;0.5;0.3;0.1
21;Totaal mannen en vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2024;2.3;1.2;1.1;0.8;1.4;0.5;0.2;0.1
22;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2014;3.7;2.0;1.8;1.2;2.3;0.6;0.6;0.3
23;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2015;3.2;1.8;1.5;1.0;2.1;0.4;0.5;0.2
24;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2016;3.1;1.7;1.5;1.1;2.0;0.5;0.5;0.3
25;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2017;3.5;2.0;1.8;1.3;2.4;0.6;0.5;0.2
26;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2018;3.3;1.8;1.6;1.2;2.2;0.6;0.4;0.2
27;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2019;3.4;1.9;1.6;1.2;2.4;0.6;0.4;0.2
28;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2020;2.7;1.4;1.4;1.0;1.8;0.5;0.3;0.1
29;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2021;2.8;1.4;1.4;1.1;1.8;0.5;0.4;0.1
30;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2022;2.7;1.4;1.4;1.1;1.8;0.5;0.4;0.1
31;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2023;2.8;1.5;1.4;1.0;1.8;0.6;0.3;0.1
32;Totaal mannen en vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2024;2.6;1.4;1.3;1.0;1.6;0.6;0.3;0.1
33;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2014;4.4;2.9;1.6;0.7;3.3;0.2;0.6;0.2
34;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2015;3.9;2.5;1.4;0.7;3.2;0.2;0.4;0.1
35;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2016;4.0;2.5;1.5;0.7;2.8;0.2;0.6;0.3
36;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2017;4.5;2.9;1.9;1.1;3.6;0.3;0.4;0.2
37;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2018;3.8;2.3;1.7;0.9;2.9;0.3;0.4;0.2
38;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2019;4.0;2.4;1.6;0.9;3.1;0.3;0.3;0.2
39;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2020;3.2;1.8;1.4;0.9;2.5;0.2;0.3;0.1
40;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2021;3.2;1.8;1.4;0.9;2.2;0.3;0.4;0.2
41;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2022;3.2;1.8;1.5;0.8;2.2;0.3;0.4;0.2
42;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2023;3.7;2.1;1.6;0.9;2.7;0.4;0.3;0.2
43;Totaal mannen en vrouwen;15 tot 25 jaar;Waarde;2024;2.9;1.7;1.2;0.8;2.0;0.4;0.3;0.2
44;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2014;3.8;2.4;1.3;0.5;2.8;0.1;0.4;0.1
45;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2015;3.5;2.2;1.2;0.5;2.8;0.1;0.2;0.1
46;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2016;3.5;2.2;1.2;0.5;2.4;0.1;0.4;0.2
47;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2017;4.0;2.5;1.5;0.9;3.2;0.2;0.2;0.1
48;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2018;3.4;2.0;1.4;0.7;2.6;0.2;0.3;0.1
49;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2019;3.6;2.0;1.4;0.8;2.7;0.2;0.2;0.1
50;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2020;2.8;1.5;1.1;0.7;2.2;0.1;0.2;0.1
51;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2021;2.7;1.4;1.1;0.6;1.9;0.2;0.3;0.1
52;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2022;2.8;1.5;1.2;0.6;1.9;0.2;0.3;0.1
53;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2023;3.3;1.8;1.4;0.7;2.3;0.3;0.2;0.1
54;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2024;2.6;1.5;1.0;0.6;1.7;0.3;0.2;0.1
55;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2014;5.1;3.4;2.1;1.0;3.9;0.4;0.9;0.4
56;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2015;4.5;3.0;1.8;1.0;3.7;0.3;0.6;0.3
57;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2016;4.5;3.0;1.8;1.0;3.3;0.3;0.8;0.6
58;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2017;5.1;3.4;2.3;1.4;4.1;0.5;0.6;0.4
59;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2018;4.3;2.6;2.0;1.2;3.3;0.4;0.6;0.3
60;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2019;4.5;2.7;1.9;1.2;3.5;0.5;0.5;0.3
61;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2020;3.7;2.1;1.7;1.1;2.9;0.4;0.4;0.3
62;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2021;3.7;2.2;1.7;1.2;2.6;0.5;0.6;0.4
63;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2022;3.7;2.1;1.8;1.1;2.6;0.5;0.6;0.4
64;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2023;4.2;2.5;2.0;1.2;3.1;0.6;0.5;0.4
65;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2024;3.4;2.1;1.5;1.0;2.3;0.6;0.5;0.3
66;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2014;3.5;1.9;1.5;0.9;2.1;0.6;0.4;0.2
67;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2015;3.4;2.0;1.4;0.8;2.3;0.3;0.5;0.2
68;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2016;3.4;1.9;1.6;1.0;2.1;0.5;0.5;0.2
69;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2017;3.6;2.1;1.7;1.1;2.5;0.6;0.4;0.2
70;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2018;3.3;1.6;1.6;1.2;2.1;0.6;0.4;0.1
71;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2019;3.2;1.9;1.4;1.0;2.1;0.6;0.4;0.1
72;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2020;2.7;1.4;1.4;0.9;1.8;0.6;0.2;0.1
73;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2021;3.1;1.5;1.6;1.1;1.8;0.8;0.4;0.0
74;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2022;2.5;1.3;1.3;0.9;1.5;0.6;0.3;0.0
75;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2023;2.8;1.4;1.4;1.0;1.6;0.8;0.3;0.1
76;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2024;2.4;1.3;1.1;0.8;1.6;0.5;0.2;0.1
77;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2014;3.0;1.6;1.2;0.7;1.8;0.4;0.3;0.1
78;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2015;2.9;1.7;1.2;0.6;2.0;0.2;0.3;0.1
79;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2016;3.0;1.6;1.3;0.8;1.8;0.3;0.4;0.1
80;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2017;3.2;1.7;1.4;0.9;2.1;0.4;0.2;0.1
81;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2018;2.9;1.4;1.4;1.0;1.8;0.5;0.3;0.1
82;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2019;2.9;1.6;1.2;0.8;1.8;0.5;0.3;0.0
83;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2020;2.4;1.2;1.2;0.7;1.5;0.4;0.2;0.0
84;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2021;2.7;1.2;1.3;0.8;1.5;0.6;0.2;0.0
85;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2022;2.2;1.1;1.0;0.7;1.3;0.5;0.2;0.0
86;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2023;2.5;1.2;1.2;0.8;1.4;0.6;0.2;0.1
87;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2024;2.1;1.1;0.9;0.6;1.4;0.4;0.1;0.0
88;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2014;4.0;2.3;1.9;1.2;2.5;0.9;0.7;0.4
89;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2015;3.8;2.4;1.7;1.1;2.7;0.5;0.7;0.3
90;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2016;3.8;2.2;1.9;1.3;2.5;0.7;0.7;0.3
91;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2017;4.1;2.4;2.1;1.4;2.9;0.8;0.6;0.3
92;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2018;3.7;1.9;1.9;1.5;2.4;0.8;0.6;0.2
93;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2019;3.7;2.3;1.7;1.3;2.4;0.8;0.6;0.2
94;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2020;3.1;1.7;1.7;1.2;2.1;0.8;0.4;0.2
95;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2021;3.5;1.8;1.9;1.4;2.2;1.1;0.5;0.2
96;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2022;2.9;1.6;1.5;1.1;1.8;0.8;0.4;0.1
97;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2023;3.1;1.7;1.7;1.2;1.9;1.0;0.4;0.2
98;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2024;2.8;1.6;1.4;1.0;1.9;0.7;0.3;0.2
99;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2014;3.2;1.6;1.6;1.1;2.1;0.5;0.4;0.3
100;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2015;2.6;1.5;1.3;0.9;1.7;0.3;0.5;0.1
101;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2016;2.7;1.3;1.4;1.2;1.5;0.7;0.4;0.1
102;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2017;3.2;1.7;1.6;1.2;2.1;0.5;0.5;0.1
103;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2018;2.8;1.5;1.4;1.1;1.8;0.6;0.3;0.1
104;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2019;2.9;1.6;1.4;1.0;2.0;0.5;0.3;0.1
105;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2020;2.3;1.2;1.1;0.8;1.5;0.4;0.3;0.1
106;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2021;1.9;1.0;0.9;0.7;1.1;0.3;0.3;0.1
107;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2022;2.4;1.1;1.3;1.0;1.4;0.5;0.4;0.1
108;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2023;2.1;1.2;1.0;0.7;1.3;0.5;0.2;0.1
109;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2024;2.4;1.1;1.4;1.1;1.4;0.7;0.2;0.1
110;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2014;2.8;1.3;1.3;0.9;1.7;0.3;0.3;0.2
111;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2015;2.3;1.2;1.0;0.7;1.4;0.2;0.4;0.0
112;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2016;2.3;1.1;1.1;0.9;1.3;0.5;0.3;0.0
113;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2017;2.8;1.4;1.3;0.9;1.8;0.3;0.3;0.1
114;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2018;2.5;1.3;1.2;0.9;1.5;0.4;0.2;0.1
115;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2019;2.6;1.4;1.2;0.8;1.7;0.4;0.2;0.1
116;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2020;2.0;1.0;0.9;0.6;1.3;0.3;0.2;0.0
117;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2021;1.6;0.8;0.7;0.5;0.9;0.2;0.2;0.0
118;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2022;2.1;0.9;1.1;0.8;1.2;0.4;0.3;0.0
119;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2023;1.8;1.0;0.8;0.6;1.1;0.4;0.1;0.0
120;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2024;2.1;0.9;1.2;0.9;1.2;0.6;0.1;0.0
121;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2014;3.7;1.9;1.9;1.4;2.4;0.7;0.6;0.4
122;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2015;3.0;1.8;1.5;1.1;2.0;0.5;0.7;0.2
123;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2016;3.1;1.6;1.7;1.5;1.8;0.9;0.6;0.2
124;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2017;3.7;2.0;1.9;1.5;2.5;0.7;0.7;0.2
125;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2018;3.1;1.8;1.6;1.3;2.0;0.7;0.4;0.2
126;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2019;3.3;1.9;1.7;1.2;2.3;0.7;0.4;0.2
127;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2020;2.6;1.4;1.4;1.0;1.8;0.5;0.5;0.2
128;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2021;2.2;1.3;1.1;0.9;1.4;0.5;0.5;0.1
129;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2022;2.7;1.3;1.6;1.3;1.7;0.7;0.5;0.1
130;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2023;2.4;1.5;1.2;0.9;1.6;0.7;0.3;0.2
131;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2024;2.7;1.4;1.7;1.4;1.6;0.9;0.3;0.2
132;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2014;3.4;1.7;1.9;1.5;2.1;0.5;0.4;0.3
133;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2015;2.8;1.4;1.3;1.0;1.7;0.4;0.4;0.2
134;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2016;2.5;1.2;1.4;1.0;1.6;0.4;0.4;0.2
135;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2017;2.8;1.6;1.4;1.1;1.7;0.5;0.4;0.2
136;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2018;3.1;1.7;1.4;1.1;1.9;0.6;0.4;0.1
137;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2019;3.0;1.7;1.4;1.1;2.1;0.4;0.3;0.2
138;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2020;2.3;1.3;1.1;0.8;1.5;0.4;0.3;0.1
139;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2021;2.5;1.1;1.4;1.1;1.7;0.3;0.3;0.1
140;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2022;2.5;1.3;1.2;0.9;1.7;0.4;0.2;0.1
141;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2023;2.4;1.1;1.4;1.1;1.4;0.6;0.4;0.1
142;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2024;2.2;1.2;1.1;0.8;1.4;0.5;0.2;0.1
143;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2014;3.0;1.4;1.6;1.2;1.8;0.4;0.3;0.2
144;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2015;2.4;1.2;1.1;0.9;1.4;0.3;0.3;0.2
145;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2016;2.3;1.0;1.2;0.8;1.3;0.3;0.3;0.1
146;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2017;2.5;1.3;1.2;0.9;1.5;0.4;0.3;0.1
147;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2018;2.8;1.5;1.2;0.9;1.7;0.5;0.3;0.1
148;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2019;2.7;1.5;1.2;1.0;1.8;0.3;0.2;0.1
149;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2020;2.1;1.1;0.9;0.6;1.3;0.3;0.2;0.0
150;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2021;2.2;0.9;1.2;0.9;1.5;0.2;0.2;0.1
151;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2022;2.2;1.1;1.0;0.8;1.5;0.3;0.2;0.0
152;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2023;2.1;0.9;1.1;0.9;1.2;0.4;0.3;0.0
153;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2024;1.9;1.0;0.9;0.6;1.2;0.4;0.1;0.0
154;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2014;3.8;2.0;2.2;1.7;2.4;0.7;0.6;0.5
155;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2015;3.1;1.7;1.6;1.3;1.9;0.5;0.6;0.4
156;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2016;2.9;1.4;1.7;1.2;1.8;0.5;0.5;0.3
157;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2017;3.2;1.9;1.7;1.3;2.0;0.7;0.6;0.3
158;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2018;3.4;1.9;1.6;1.3;2.2;0.7;0.5;0.2
159;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2019;3.4;1.9;1.7;1.4;2.4;0.6;0.4;0.3
160;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2020;2.6;1.5;1.3;1.0;1.7;0.6;0.4;0.2
161;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2021;2.8;1.3;1.7;1.4;2.0;0.4;0.5;0.2
162;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2022;2.8;1.6;1.4;1.2;2.0;0.6;0.4;0.2
163;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2023;2.8;1.3;1.6;1.3;1.7;0.7;0.5;0.2
164;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2024;2.5;1.4;1.3;1.0;1.6;0.6;0.3;0.2
165;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2014;3.0;1.4;1.7;1.3;1.5;0.6;0.6;0.3
166;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2015;2.9;1.3;1.6;1.3;1.7;0.7;0.4;0.2
167;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2016;2.7;1.5;1.3;1.0;1.6;0.4;0.4;0.3
168;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2017;3.1;1.4;1.6;1.4;1.9;0.6;0.4;0.2
169;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2018;2.9;1.4;1.4;1.2;1.7;0.7;0.4;0.1
170;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2019;3.5;1.6;1.9;1.5;2.3;0.6;0.3;0.2
171;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2020;2.4;1.0;1.3;1.0;1.4;0.4;0.3;0.2
172;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2021;2.6;1.2;1.4;1.1;1.5;0.5;0.4;0.2
173;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2022;2.7;1.3;1.4;1.2;1.6;0.5;0.3;0.1
174;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2023;2.7;1.3;1.3;1.0;1.7;0.5;0.3;0.1
175;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2024;2.5;1.1;1.3;1.0;1.4;0.6;0.3;0.1
176;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2014;2.7;1.2;1.4;1.0;1.2;0.5;0.5;0.2
177;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2015;2.6;1.1;1.4;1.1;1.4;0.5;0.3;0.1
178;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2016;2.4;1.2;1.1;0.8;1.3;0.3;0.3;0.2
179;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2017;2.8;1.1;1.4;1.2;1.6;0.4;0.3;0.1
180;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2018;2.6;1.3;1.3;1.0;1.5;0.6;0.3;0.1
181;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2019;3.2;1.4;1.6;1.3;2.0;0.5;0.3;0.1
182;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2020;2.1;0.8;1.1;0.8;1.2;0.3;0.2;0.1
183;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2021;2.3;1.0;1.2;0.9;1.3;0.4;0.3;0.1
184;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2022;2.4;1.1;1.2;1.0;1.4;0.4;0.3;0.1
185;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2023;2.4;1.2;1.1;0.8;1.5;0.4;0.2;0.0
186;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2024;2.2;1.0;1.1;0.8;1.2;0.5;0.2;0.1
187;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2014;3.4;1.7;2.0;1.5;1.8;0.8;0.8;0.4
188;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2015;3.3;1.6;1.9;1.5;2.0;0.9;0.5;0.3
