ID;Geslacht;Leeftijd;Diagnose;Perioden;GeslotenDBCS_1;GeopendeDBCS_2;LopendeDBCS_3
36;Totaal mannen en vrouwen;Totaal;OG1 Totaal geen pathologie;2016;131540.0;127160.0;163820.0
37;Totaal mannen en vrouwen;Totaal;OG1 Totaal geen pathologie;2017;123445.0;122310.0;156400.0
38;Totaal mannen en vrouwen;Totaal;OG1 Totaal geen pathologie;2018;121805.0;121325.0;154260.0
39;Totaal mannen en vrouwen;Totaal;OG1 Totaal geen pathologie;2019;121495.0;120145.0;152585.0
40;Totaal mannen en vrouwen;Totaal;OG1 Totaal geen pathologie;2020;96745.0;94775.0;125855.0
41;Totaal mannen en vrouwen;Totaal;OG1 Totaal geen pathologie;2021;106090.0;105890.0;134995.0
42;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2008;215550.0;214655.0;274560.0
43;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2009;191900.0;193200.0;252210.0
44;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2010;195015.0;198920.0;259235.0
45;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2011;198760.0;188960.0;252465.0
46;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2012;165345.0;197250.0;252185.0
47;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2013;183955.0;166415.0;258265.0
48;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2014;152100.0;138745.0;215040.0
49;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2015;142710.0;114675.0;177670.0
50;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2016;125290.0;124015.0;158165.0
51;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2017;124645.0;122490.0;156770.0
52;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2018;116395.0;114705.0;146810.0
53;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2019;111170.0;108325.0;138725.0
54;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2020;85580.0;83925.0;111465.0
55;Totaal mannen en vrouwen;Totaal;OG2 Totaal visus/refractie;2021;92290.0;91250.0;117120.0
56;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2008;24785.0;25840.0;38600.0
57;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2009;25675.0;26645.0;40460.0
58;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2010;26910.0;28325.0;43110.0
59;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2011;29675.0;27470.0;43525.0
60;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2012;27590.0;31275.0;45275.0
61;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2013;28510.0;23645.0;42575.0
62;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2014;22350.0;19905.0;33980.0
63;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2015;22110.0;15730.0;27455.0
64;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2016;17325.0;16925.0;22030.0
65;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2017;13685.0;13080.0;17215.0
66;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2018;10900.0;10170.0;13700.0
67;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2019;8795.0;8030.0;10830.0
68;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2020;5480.0;4920.0;6950.0
69;Totaal mannen en vrouwen;Totaal;OG2.1 Lui oog;2021;5295.0;5210.0;6680.0
70;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2008;160375.0;157455.0;197145.0
71;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2009;130885.0;129590.0;166365.0
72;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2010;124785.0;125950.0;161430.0
73;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2011;117990.0;111855.0;148090.0
74;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2012;98735.0;118995.0;149735.0
75;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2013;113535.0;105105.0;159120.0
76;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2014;94945.0;86905.0;134015.0
77;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2015;89510.0;73500.0;111440.0
78;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2016;81815.0;81945.0;103475.0
79;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2017;85560.0;84670.0;107770.0
80;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2018;81515.0;80605.0;102800.0
81;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2019;79195.0;77805.0;99080.0
82;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2020;61590.0;61140.0;81020.0
83;Totaal mannen en vrouwen;Totaal;OG2.2 Brekingsafwijking;2021;68880.0;67790.0;87205.0
84;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2008;30390.0;31355.0;38810.0
85;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2009;35340.0;36965.0;45390.0
86;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2010;43320.0;44650.0;54700.0
87;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2011;51095.0;49635.0;60850.0
88;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2012;39015.0;46980.0;57170.0
89;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2013;41910.0;37665.0;56575.0
90;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2014;34805.0;31935.0;47045.0
91;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2015;31090.0;25445.0;38775.0
92;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2016;26150.0;25150.0;32660.0
93;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2017;25405.0;24740.0;31785.0
94;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2018;23980.0;23935.0;30310.0
95;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2019;23180.0;22490.0;28815.0
96;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2020;18505.0;17865.0;23495.0
97;Totaal mannen en vrouwen;Totaal;OG2.3 Overig visus/refractie;2021;18115.0;18250.0;23235.0
98;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2008;53085.0;52825.0;80155.0
99;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2009;52500.0;51455.0;78530.0
100;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2010;52930.0;54120.0;80145.0
101;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2011;55975.0;51745.0;78655.0
102;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2012;53905.0;59150.0;82370.0
103;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2013;56520.0;53605.0;82955.0
104;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2014;50780.0;46735.0;73415.0
105;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2015;52645.0;41390.0;65085.0
106;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2016;42875.0;41715.0;53890.0
107;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2017;40670.0;40420.0;51795.0
108;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2018;39770.0;38865.0;49990.0
109;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2019;37980.0;37405.0;47620.0
110;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2020;30905.0;30325.0;39965.0
111;Totaal mannen en vrouwen;Totaal;OG3 Totaal scheelzien/bin.functie;2021;32610.0;32510.0;41565.0
112;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2008;31830.0;31415.0;49865.0
113;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2009;31660.0;31065.0;49095.0
114;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2010;31100.0;31920.0;49355.0
115;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2011;32200.0;29235.0;47315.0
116;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2012;32010.0;35000.0;50410.0
117;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2013;33565.0;31305.0;50145.0
118;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2014;29190.0;27375.0;44005.0
119;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2015;31885.0;23695.0;39490.0
120;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2016;27030.0;26885.0;34270.0
121;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2017;26090.0;26060.0;33330.0
122;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2018;25925.0;25575.0;32820.0
123;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2019;25935.0;25735.0;32625.0
124;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2020;21645.0;21365.0;28055.0
125;Totaal mannen en vrouwen;Totaal;OG3.1 Concomitant/incomitant scheelzien;2021;23060.0;22970.0;29380.0
126;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2008;21250.0;21405.0;30290.0
127;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2009;20840.0;20395.0;29435.0
128;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2010;21830.0;22200.0;30790.0
129;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2011;23770.0;22510.0;31340.0
130;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2012;21895.0;24150.0;31960.0
131;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2013;22950.0;22300.0;32810.0
132;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2014;21590.0;19360.0;29410.0
133;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2015;20760.0;17695.0;25595.0
134;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2016;15845.0;14830.0;19620.0
135;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2017;14575.0;14360.0;18465.0
136;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2018;13850.0;13285.0;17170.0
137;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2019;12045.0;11670.0;14995.0
138;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2020;9260.0;8960.0;11905.0
139;Totaal mannen en vrouwen;Totaal;OG3.2 Overig scheelzien/bin.functie;2021;9555.0;9540.0;12185.0
140;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2008;80315.0;80040.0;96830.0
141;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2009;78445.0;77790.0;94305.0
142;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2010;81385.0;83055.0;98910.0
143;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2011;88040.0;85375.0;102785.0
144;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2012;78460.0;91050.0;105765.0
145;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2013;83855.0;82975.0;110380.0
146;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2014;78360.0;77615.0;103715.0
147;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2015;81445.0;74770.0;100810.0
148;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2016;82575.0;82725.0;102160.0
149;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2017;87025.0;88870.0;108050.0
150;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2018;87170.0;86470.0;107485.0
151;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2019;87145.0;86695.0;107000.0
152;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2020;72660.0;71110.0;90960.0
153;Totaal mannen en vrouwen;Totaal;OG4 Totaal oogleden;2021;77915.0;78630.0;96920.0
154;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2008;15140.0;15110.0;19090.0
155;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2009;15155.0;15075.0;19025.0
156;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2010;15440.0;15770.0;19645.0
157;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2011;16370.0;15610.0;19775.0
158;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2012;15180.0;17755.0;21070.0
159;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2013;16970.0;17280.0;23140.0
160;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2014;16570.0;16110.0;22320.0
161;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2015;17320.0;15520.0;21330.0
162;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2016;17075.0;17345.0;21385.0
163;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2017;16990.0;16725.0;20855.0
164;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2018;15610.0;15520.0;19385.0
165;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2019;16190.0;16180.0;19950.0
166;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2020;12805.0;12085.0;15840.0
167;Totaal mannen en vrouwen;Totaal;OG5 Totaal traanwegen;2021;13275.0;13740.0;16775.0
168;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2008;8430.0;8205.0;12480.0
169;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2009;8010.0;7985.0;12035.0
170;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2010;8210.0;8185.0;12210.0
171;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2011;8460.0;7430.0;11415.0
172;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2012;8075.0;9680.0;12665.0
173;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2013;8895.0;9075.0;13515.0
174;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2014;8670.0;9015.0;13530.0
175;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2015;10935.0;9325.0;14060.0
176;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2016;11065.0;11160.0;14255.0
177;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2017;11370.0;11405.0;14550.0
178;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2018;11605.0;11790.0;14970.0
179;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2019;12030.0;12140.0;15500.0
180;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2020;11290.0;11120.0;14590.0
181;Totaal mannen en vrouwen;Totaal;OG6 Totaal oogkas;2021;11600.0;11775.0;15075.0
182;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2008;100515.0;99785.0;116385.0
183;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2009;98550.0;99100.0;114970.0
184;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2010;103795.0;105930.0;122355.0
185;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2011;111755.0;108295.0;126535.0
186;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2012;90130.0;113150.0;129045.0
187;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2013;101610.0;98395.0;137650.0
188;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2014;93910.0;92225.0;128570.0
189;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2015;98470.0;88160.0;123910.0
190;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2016;96955.0;96245.0;121815.0
191;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2017;93425.0;92930.0;117360.0
192;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2018;92360.0;92920.0;116845.0
193;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2019;95470.0;95435.0;119910.0
194;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2020;80475.0;78410.0;102830.0
195;Totaal mannen en vrouwen;Totaal;OG7 Totaal bindvlies;2021;86580.0;88905.0;111250.0
196;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2008;54055.0;53640.0;62070.0
197;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2009;54790.0;55655.0;63665.0
198;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2010;61605.0;63370.0;72245.0
199;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2011;67920.0;66200.0;76640.0
200;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2012;55255.0;71250.0;80630.0
201;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2013;64220.0;62230.0;87720.0
202;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2014;59510.0;58515.0;82225.0
203;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2015;63220.0;56285.0;79715.0
204;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2016;61995.0;61610.0;78270.0
205;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2017;60810.0;60565.0;76710.0
206;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2018;60550.0;61200.0;77090.0
207;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2019;63210.0;63065.0;79595.0
208;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2020;53720.0;52680.0;69055.0
209;Totaal mannen en vrouwen;Totaal;OG7.1 Sicca syndroom;2021;59100.0;60875.0;76200.0
210;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2008;46455.0;46145.0;54320.0
211;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2009;43755.0;43445.0;51305.0
212;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2010;42190.0;42560.0;50110.0
213;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2011;43835.0;42095.0;49890.0
214;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2012;34875.0;41900.0;48415.0
215;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2013;37385.0;36165.0;49930.0
216;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2014;34400.0;33710.0;46350.0
217;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2015;35255.0;31875.0;44200.0
218;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2016;34965.0;34630.0;43550.0
219;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2017;32615.0;32365.0;40650.0
220;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2018;31805.0;31720.0;39750.0
221;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2019;32260.0;32370.0;40310.0
222;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2020;26755.0;25730.0;33775.0
223;Totaal mannen en vrouwen;Totaal;OG7.2 Overig bindvlies;2021;27480.0;28030.0;35050.0
224;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2008;85730.0;87070.0;105350.0
225;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2009;85265.0;85620.0;105240.0
226;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2010;85570.0;87605.0;107580.0
227;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2011;91530.0;88110.0;109755.0
228;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2012;76880.0;91325.0;111305.0
229;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2013;81510.0;81295.0;115740.0
230;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2014;77115.0;77810.0;112105.0
231;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2015;89165.0;77935.0;113735.0
232;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2016;89650.0;89990.0;114235.0
233;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2017;84225.0;83890.0;106830.0
234;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2018;84020.0;84500.0;107100.0
235;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2019;87685.0;88345.0;111425.0
236;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2020;79855.0;79060.0;102800.0
237;Totaal mannen en vrouwen;Totaal;OG8 Totaal hoornvlies;2021;83305.0;83985.0;106920.0
238;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2008;20645.0;20940.0;29520.0
239;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2009;20470.0;20995.0;29870.0
240;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2010;22155.0;22610.0;32005.0
241;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2011;23935.0;23310.0;33115.0
242;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2012;22125.0;25940.0;35290.0
243;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2013;23960.0;24790.0;37715.0
244;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2014;24675.0;25475.0;39365.0
245;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2015;34005.0;29650.0;44700.0
246;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2016;37485.0;37830.0;48620.0
247;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2017;38140.0;38595.0;49320.0
248;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2018;39465.0;40305.0;51475.0
249;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2019;42465.0;43125.0;55135.0
250;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2020;41595.0;41840.0;54510.0
251;Totaal mannen en vrouwen;Totaal;OG9 Totaal uvea;2021;45180.0;45595.0;58505.0
252;Totaal mannen en vrouwen;Totaal;OG10 Totaal lens;2008;307365.0;308780.0;368385.0
253;Totaal mannen en vrouwen;Totaal;OG10 Totaal lens;2009;299785.0;293600.0;354620.0
