ID;Geslacht;Migratieachtergrond;Onderwijssoort;Vooropleiding;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
34;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2012/'13;126060.0
35;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2013/'14;135410.0
36;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2014/'15;129987.0
37;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2015/'16;121943.0
38;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2016/'17;130113.0
39;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2017/'18;138918.0
40;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2018/'19;144093.0
41;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2019/'20;146433.0
42;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2020/'21;163645.0
43;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Bachelor- en doctoraalopleidingen;2021/'22;149376.0
44;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2000/'01;1750.0
45;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2001/'02;2091.0
46;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2002/'03;2399.0
47;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2003/'04;3238.0
48;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2004/'05;3737.0
49;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2005/'06;4392.0
50;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2006/'07;4451.0
51;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2007/'08;4825.0
52;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2008/'09;5480.0
53;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2009/'10;6206.0
54;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2010/'11;6949.0
55;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2011/'12;7199.0
56;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2012/'13;7639.0
57;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2013/'14;7977.0
58;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2014/'15;8651.0
59;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2015/'16;10123.0
60;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2016/'17;11212.0
61;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2017/'18;12093.0
62;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2018/'19;12685.0
63;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2019/'20;12873.0
64;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2020/'21;13320.0
65;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Totaal vooropleiding;Master- en vervolgopleidingen;2021/'22;15498.0
66;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2000/'01;36413.0
67;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2001/'02;31416.0
68;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2002/'03;32166.0
69;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2003/'04;34569.0
70;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2004/'05;35815.0
71;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2005/'06;36128.0
72;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2006/'07;36815.0
73;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2007/'08;37942.0
74;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2008/'09;39419.0
75;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2009/'10;41025.0
76;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2010/'11;41167.0
77;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2011/'12;43739.0
78;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2012/'13;43624.0
79;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2013/'14;47382.0
80;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2014/'15;46140.0
81;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2015/'16;42330.0
82;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2016/'17;45752.0
83;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2017/'18;45785.0
84;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2018/'19;47024.0
85;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2019/'20;47315.0
86;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2020/'21;53341.0
87;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Opleidingsfase totaal;2021/'22;43997.0
88;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2000/'01;36413.0
89;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2001/'02;31411.0
90;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2002/'03;32164.0
91;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2003/'04;34562.0
92;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2004/'05;35809.0
93;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2005/'06;36114.0
94;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2006/'07;36805.0
95;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2007/'08;37934.0
96;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2008/'09;39416.0
97;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2009/'10;41018.0
98;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2010/'11;41159.0
99;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2011/'12;43725.0
100;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2012/'13;43611.0
101;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2013/'14;47373.0
102;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2014/'15;46130.0
103;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2015/'16;42316.0
104;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2016/'17;45742.0
105;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2017/'18;45774.0
106;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2018/'19;47012.0
107;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2019/'20;47298.0
108;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2020/'21;53325.0
109;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Bachelor- en doctoraalopleidingen;2021/'22;43976.0
110;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2000/'01;0.0
111;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2001/'02;5.0
112;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2002/'03;2.0
113;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2003/'04;7.0
114;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2004/'05;6.0
115;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2005/'06;14.0
116;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2006/'07;10.0
117;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2007/'08;8.0
118;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2008/'09;3.0
119;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2009/'10;7.0
120;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2010/'11;8.0
121;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2011/'12;14.0
122;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2012/'13;13.0
123;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2013/'14;9.0
124;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2014/'15;10.0
125;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2015/'16;14.0
126;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2016/'17;10.0
127;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2017/'18;11.0
128;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2018/'19;12.0
129;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2019/'20;17.0
130;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2020/'21;16.0
131;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma;Master- en vervolgopleidingen;2021/'22;21.0
132;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2000/'01;34628.0
133;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2001/'02;10712.0
134;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2002/'03;5546.0
135;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2003/'04;3078.0
136;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2004/'05;1795.0
137;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2005/'06;1295.0
138;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2006/'07;1057.0
139;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2007/'08;502.0
140;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2008/'09;348.0
141;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2009/'10;158.0
142;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2010/'11;75.0
143;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2011/'12;324.0
144;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2012/'13;254.0
145;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2013/'14;290.0
146;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2014/'15;242.0
147;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2015/'16;216.0
148;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2016/'17;245.0
149;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2017/'18;143.0
150;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2018/'19;149.0
151;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2019/'20;158.0
152;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2020/'21;187.0
153;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Opleidingsfase totaal;2021/'22;109.0
154;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2000/'01;34628.0
155;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2001/'02;10707.0
156;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2002/'03;5544.0
157;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2003/'04;3071.0
158;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2004/'05;1790.0
159;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2005/'06;1283.0
160;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2006/'07;1049.0
161;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2007/'08;496.0
162;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2008/'09;346.0
163;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2009/'10;155.0
164;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2010/'11;71.0
165;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2011/'12;316.0
166;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2012/'13;244.0
167;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2013/'14;284.0
168;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2014/'15;236.0
169;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2015/'16;206.0
170;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2016/'17;242.0
171;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2017/'18;142.0
172;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2018/'19;149.0
173;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2019/'20;153.0
174;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2020/'21;186.0
175;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2021/'22;106.0
176;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2000/'01;0.0
177;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2001/'02;5.0
178;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2002/'03;2.0
179;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2003/'04;7.0
180;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2004/'05;5.0
181;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2005/'06;12.0
182;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2006/'07;8.0
183;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2007/'08;6.0
184;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2008/'09;2.0
185;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2009/'10;3.0
186;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2010/'11;4.0
187;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2011/'12;8.0
188;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2012/'13;10.0
189;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2013/'14;6.0
190;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2014/'15;6.0
191;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2015/'16;10.0
192;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2016/'17;3.0
193;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2017/'18;1.0
194;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2018/'19;0.0
195;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2019/'20;5.0
196;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2020/'21;1.0
197;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma zonder profiel;Master- en vervolgopleidingen;2021/'22;3.0
198;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma cultuur en maatschappij;Opleidingsfase totaal;2000/'01;587.0
199;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma cultuur en maatschappij;Opleidingsfase totaal;2001/'02;6306.0
200;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma cultuur en maatschappij;Opleidingsfase totaal;2002/'03;8371.0
201;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma cultuur en maatschappij;Opleidingsfase totaal;2003/'04;10341.0
202;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma cultuur en maatschappij;Opleidingsfase totaal;2004/'05;11389.0
203;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma cultuur en maatschappij;Opleidingsfase totaal;2005/'06;11717.0
204;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Havo-diploma cultuur en maatschappij;Opleidingsfase totaal;2006/'07;12390.0
