ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonen_1;Arbeidsjaren_2;UitgavenVoorEigenRDActiviteiten_3;OndernemingenMetEigenRDActiviteiten_4
61;Totaal ;26-27 Elektrische en elektron. Industrie;2012;11261.0;9086.0;1112.0;590.0
62;Totaal ;26 Elektrotechnische industrie;2011;5520.0;4852.0;583.0;302.0
63;Totaal ;26 Elektrotechnische industrie;2012;6446.0;5297.0;634.0;347.0
64;Totaal ;27 Elektrische apparatenindustrie;2011;5292.0;3996.0;482.0;294.0
65;Totaal ;27 Elektrische apparatenindustrie;2012;4815.0;3788.0;478.0;243.0
66;Totaal ;28 Machine-industrie;2011;9458.0;6664.0;819.0;735.0
67;Totaal ;28 Machine-industrie;2012;11096.0;8599.0;958.0;814.0
68;Totaal ;29-30 Transportmiddelenindustrie;2011;3733.0;2769.0;239.0;386.0
69;Totaal ;29-30 Transportmiddelenindustrie;2012;3979.0;2724.0;247.0;333.0
70;Totaal ;29 Auto- en aanhangwagenindustrie;2011;1845.0;1207.0;142.0;217.0
71;Totaal ;29 Auto- en aanhangwagenindustrie;2012;1938.0;1354.0;139.0;182.0
72;Totaal ;30 Overige transportmiddelenindustrie;2011;1889.0;1562.0;97.0;168.0
73;Totaal ;30 Overige transportmiddelenindustrie;2012;2041.0;1370.0;109.0;151.0
74;Totaal ;31 Meubelindustrie;2011;2993.0;1597.0;88.0;190.0
75;Totaal ;31 Meubelindustrie;2012;562.0;218.0;12.0;127.0
76;Totaal ;32 Overige industrie;2011;578.0;372.0;22.0;113.0
77;Totaal ;32 Overige industrie;2012;874.0;592.0;31.0;204.0
78;Totaal ;33 Reparatie en installatie van machines;2011;1197.0;319.0;23.0;172.0
79;Totaal ;33 Reparatie en installatie van machines;2012;1084.0;384.0;24.0;189.0
80;Totaal ;D Energievoorziening;2011;247.0;160.0;16.0;40.0
81;Totaal ;D Energievoorziening;2012;280.0;136.0;12.0;39.0
82;Totaal ;35 Energiebedrijven;2011;247.0;160.0;16.0;40.0
83;Totaal ;35 Energiebedrijven;2012;280.0;136.0;12.0;39.0
84;Totaal ;E Waterbedrijven en afvalbeheer;2011;665.0;294.0;26.0;111.0
85;Totaal ;E Waterbedrijven en afvalbeheer;2012;789.0;267.0;26.0;124.0
86;Totaal ;F Bouwnijverheid;2011;3016.0;1209.0;104.0;687.0
87;Totaal ;F Bouwnijverheid;2012;3436.0;1298.0;106.0;776.0
88;Totaal ;G+I Handel en horeca;2011;9436.0;5214.0;385.0;2197.0
89;Totaal ;G+I Handel en horeca;2012;9779.0;5523.0;405.0;2160.0
90;Totaal ;G-I Handel, vervoer en horeca;2011;11762.0;6468.0;518.0;2711.0
91;Totaal ;G-I Handel, vervoer en horeca;2012;12117.0;6827.0;543.0;2606.0
92;Totaal ;G Handel;2011;9902.0;5307.0;389.0;2362.0
93;Totaal ;G Handel;2012;10559.0;5803.0;421.0;2347.0
94;Totaal ;H Vervoer en opslag;2011;1625.0;980.0;118.0;279.0
95;Totaal ;H Vervoer en opslag;2012;1464.0;980.0;119.0;231.0
96;Totaal ;I Horeca;2011;235.0;180.0;11.0;69.0
97;Totaal ;I Horeca;2012;94.0;44.0;2.0;27.0
98;Totaal ;J Informatie en communicatie;2011;18721.0;11734.0;790.0;2874.0
99;Totaal ;J Informatie en communicatie;2012;19598.0;11738.0;721.0;3114.0
100;Totaal ;58-60 Uitgeverijen, film,radio en t.v.;2011;1602.0;235.0;24.0;179.0
101;Totaal ;58-60 Uitgeverijen, film,radio en t.v.;2012;1506.0;318.0;33.0;262.0
102;Totaal ;58 Uitgeverijen;2011;807.0;157.0;15.0;140.0
103;Totaal ;58 Uitgeverijen;2012;668.0;115.0;16.0;131.0
104;Totaal ;"59 Film- en tv-productie; geluidsopname";2011;776.0;63.0;8.0;36.0
105;Totaal ;"59 Film- en tv-productie; geluidsopname";2012;734.0;129.0;11.0;121.0
106;Totaal ;60 Radio- en televisieomroepen;2011;19.0;15.0;2.0;3.0
107;Totaal ;60 Radio- en televisieomroepen;2012;104.0;74.0;6.0;10.0
108;Totaal ;61 Telecommunicatie;2011;619.0;565.0;64.0;64.0
109;Totaal ;61 Telecommunicatie;2012;1080.0;567.0;48.0;99.0
110;Totaal ;62-63 IT- en informatiedienstverlening;2011;16501.0;10934.0;702.0;2631.0
111;Totaal ;62-63 IT- en informatiedienstverlening;2012;17012.0;10852.0;640.0;2753.0
112;Totaal ;62 IT-dienstverlening;2011;15488.0;9956.0;643.0;2406.0
113;Totaal ;62 IT-dienstverlening;2012;16107.0;10232.0;606.0;2456.0
114;Totaal ;63 Diensten op het gebied van informatie;2011;1013.0;978.0;59.0;225.0
115;Totaal ;63 Diensten op het gebied van informatie;2012;904.0;621.0;34.0;297.0
116;Totaal ;K Financiële dienstverlening;2011;3632.0;2633.0;201.0;2159.0
117;Totaal ;K Financiële dienstverlening;2012;4424.0;2852.0;227.0;2100.0
118;Totaal ;L Verhuur en handel van onroerend goed;2011;132.0;92.0;7.0;77.0
119;Totaal ;L Verhuur en handel van onroerend goed;2012;207.0;106.0;8.0;80.0
120;Totaal ;68 Verhuur en handel van onroerend goed;2011;132.0;92.0;7.0;77.0
121;Totaal ;68 Verhuur en handel van onroerend goed;2012;207.0;106.0;8.0;80.0
122;Totaal ;M-N Zakelijke dienstverlening;2011;27946.0;14242.0;1108.0;3957.0
123;Totaal ;M-N Zakelijke dienstverlening;2012;30341.0;14499.0;1101.0;4092.0
124;Totaal ;M Specialistische zakelijke diensten;2011;24834.0;12784.0;1011.0;3431.0
125;Totaal ;M Specialistische zakelijke diensten;2012;27693.0;13332.0;1030.0;3644.0
126;Totaal ;69-71 Management- en technisch advies;2011;15026.0;7266.0;583.0;2503.0
127;Totaal ;69-71 Management- en technisch advies;2012;18137.0;7225.0;499.0;2634.0
128;Totaal ;69 Juridische diensten en administratie;2011;365.0;197.0;16.0;62.0
129;Totaal ;69 Juridische diensten en administratie;2012;2327.0;125.0;10.0;66.0
130;Totaal ;70 Holdings en managementadviesbureaus;2011;3227.0;2558.0;188.0;1024.0
131;Totaal ;70 Holdings en managementadviesbureaus;2012;4095.0;2736.0;164.0;1035.0
132;Totaal ;71 Architecten-, ingenieursbureaus e.d.;2011;11434.0;4512.0;379.0;1417.0
133;Totaal ;71 Architecten-, ingenieursbureaus e.d.;2012;11715.0;4363.0;325.0;1533.0
134;Totaal ;72 Research;2011;6378.0;4643.0;379.0;471.0
135;Totaal ;72 Research;2012;6471.0;4899.0;449.0;464.0
136;Totaal ;73-75 Reclame, design, overige diensten;2011;3430.0;874.0;49.0;457.0
137;Totaal ;73-75 Reclame, design, overige diensten;2012;3084.0;1208.0;81.0;546.0
138;Totaal ;73 Reclamewezen en marktonderzoek;2011;3088.0;585.0;27.0;342.0
139;Totaal ;73 Reclamewezen en marktonderzoek;2012;2437.0;768.0;55.0;397.0
140;Totaal ;74 Design, fotografie, vertaalbureaus;2011;328.0;287.0;22.0;111.0
141;Totaal ;74 Design, fotografie, vertaalbureaus;2012;599.0;436.0;26.0;137.0
142;Totaal ;75 Veterinaire dienstverlening;2011;14.0;2.0;0.0;4.0
143;Totaal ;75 Veterinaire dienstverlening;2012;48.0;5.0;0.0;12.0
144;Totaal ;N Verhuur en overige zakelijke diensten;2011;3113.0;1458.0;97.0;526.0
145;Totaal ;N Verhuur en overige zakelijke diensten;2012;2648.0;1166.0;71.0;447.0
146;Totaal ;O-Q Overheid en zorg;2011;;;;
147;Totaal ;O-Q Overheid en zorg;2012;;;;
148;Totaal ;O Openbaar bestuur en overheidsdiensten;2011;;;;
149;Totaal ;O Openbaar bestuur en overheidsdiensten;2012;;;;
150;Totaal ;84 Openbaar bestuur en overheidsdiensten;2011;;;;
151;Totaal ;84 Openbaar bestuur en overheidsdiensten;2012;;;;
152;Totaal ;P Onderwijs;2011;;;;
153;Totaal ;P Onderwijs;2012;;;;
154;Totaal ;85 Onderwijs;2011;;;;
155;Totaal ;85 Onderwijs;2012;;;;
156;Totaal ;Q Gezondheids- en welzijnszorg;2011;;;;
157;Totaal ;Q Gezondheids- en welzijnszorg;2012;;;;
158;Totaal ;87-88 Verzorging en welzijn;2011;;;;
159;Totaal ;87-88 Verzorging en welzijn;2012;;;;
160;Totaal ;R-U Cultuur, recreatie, overige diensten;2011;;;;
161;Totaal ;R-U Cultuur, recreatie, overige diensten;2012;;;;
162;Totaal ;R Cultuur, sport en recreatie;2011;;;;
163;Totaal ;R Cultuur, sport en recreatie;2012;;;;
164;Totaal ;S Overige dienstverlening;2011;;;;
165;Totaal ;S Overige dienstverlening;2012;;;;
166;Totaal ;T Huishoudens;2011;;;;
167;Totaal ;T Huishoudens;2012;;;;
168;Totaal ;U Extraterritoriale organisaties;2011;;;;
169;Totaal ;U Extraterritoriale organisaties;2012;;;;
170;Totaal ;99 Extraterritoriale organisaties;2011;;;;
171;Totaal ;99 Extraterritoriale organisaties;2012;;;;
172;0 Werkzame personen;A-U Alle economische activiteiten;2011;1308.0;572.0;26.0;800.0
173;0 Werkzame personen;A-U Alle economische activiteiten;2012;1449.0;591.0;28.0;781.0
174;0 Werkzame personen;A Landbouw, bosbouw en visserij;2011;84.0;13.0;0.0;15.0
175;0 Werkzame personen;A Landbouw, bosbouw en visserij;2012;64.0;9.0;0.0;10.0
176;0 Werkzame personen;B-E Nijverheid (geen bouw) en energie;2011;241.0;84.0;4.0;91.0
177;0 Werkzame personen;B-E Nijverheid (geen bouw) en energie;2012;206.0;75.0;4.0;69.0
178;0 Werkzame personen;B Delfstoffenwinning;2011;;;;0.0
179;0 Werkzame personen;B Delfstoffenwinning;2012;;;;0.0
180;0 Werkzame personen;C Industrie;2011;205.0;71.0;3.0;80.0
181;0 Werkzame personen;C Industrie;2012;164.0;59.0;3.0;65.0
182;0 Werkzame personen;10-12 Voedings-, genotmiddelenindustrie;2011;3.0;3.0;0.0;3.0
183;0 Werkzame personen;10-12 Voedings-, genotmiddelenindustrie;2012;1.0;1.0;0.0;1.0
184;0 Werkzame personen;10 Voedingsmiddelenindustrie;2011;3.0;3.0;0.0;3.0
185;0 Werkzame personen;10 Voedingsmiddelenindustrie;2012;1.0;0.0;0.0;1.0
186;0 Werkzame personen;11 Drankenindustrie;2011;;;;0.0
187;0 Werkzame personen;11 Drankenindustrie;2012;;1.0;;0.0
188;0 Werkzame personen;12 Tabaksindustrie;2011;;;;0.0
189;0 Werkzame personen;12 Tabaksindustrie;2012;;;;0.0
190;0 Werkzame personen;13-15 Textiel-, kleding-, lederindustrie;2011;14.0;4.0;0.0;2.0
191;0 Werkzame personen;13-15 Textiel-, kleding-, lederindustrie;2012;;;;0.0
192;0 Werkzame personen;13 Textielindustrie;2011;2.0;1.0;0.0;1.0
193;0 Werkzame personen;13 Textielindustrie;2012;;;;0.0
194;0 Werkzame personen;14 Kledingindustrie;2011;12.0;3.0;0.0;1.0
195;0 Werkzame personen;14 Kledingindustrie;2012;;;;0.0
196;0 Werkzame personen;15 Leer- en schoenenindustrie;2011;;;;0.0
197;0 Werkzame personen;15 Leer- en schoenenindustrie;2012;;;;0.0
198;0 Werkzame personen;16+23 Hout- en bouwmaterialenindustrie;2011;3.0;1.0;0.0;2.0
199;0 Werkzame personen;16+23 Hout- en bouwmaterialenindustrie;2012;3.0;1.0;0.0;3.0
200;0 Werkzame personen;16 Houtindustrie;2011;;;;0.0
201;0 Werkzame personen;16 Houtindustrie;2012;;;;0.0
202;0 Werkzame personen;17-18 Papier- en grafische industrie;2011;5.0;1.0;0.0;2.0
203;0 Werkzame personen;17-18 Papier- en grafische industrie;2012;10.0;4.0;0.0;2.0
204;0 Werkzame personen;17 Papierindustrie;2011;5.0;1.0;0.0;2.0
205;0 Werkzame personen;17 Papierindustrie;2012;10.0;3.0;0.0;2.0
206;0 Werkzame personen;18 Grafische industrie;2011;;;;0.0
207;0 Werkzame personen;18 Grafische industrie;2012;;1.0;;0.0
208;0 Werkzame personen;19-22 Raffinaderijen en chemie;2011;22.0;11.0;0.0;12.0
209;0 Werkzame personen;19-22 Raffinaderijen en chemie;2012;24.0;12.0;1.0;9.0
210;0 Werkzame personen;19 Aardolie-industrie;2011;;;;0.0
211;0 Werkzame personen;19 Aardolie-industrie;2012;;;;0.0
212;0 Werkzame personen;20-21 Chemie en farmaceutische industrie;2011;9.0;5.0;0.0;7.0
213;0 Werkzame personen;20-21 Chemie en farmaceutische industrie;2012;18.0;9.0;0.0;6.0
214;0 Werkzame personen;20 Chemische industrie;2011;9.0;5.0;0.0;6.0
215;0 Werkzame personen;20 Chemische industrie;2012;15.0;7.0;0.0;3.0
216;0 Werkzame personen;21 Farmaceutische industrie;2011;0.0;0.0;;1.0
217;0 Werkzame personen;21 Farmaceutische industrie;2012;3.0;2.0;0.0;3.0
218;0 Werkzame personen;22 Rubber- en kunststofproductindustrie;2011;13.0;7.0;0.0;5.0
219;0 Werkzame personen;22 Rubber- en kunststofproductindustrie;2012;6.0;3.0;0.0;3.0
220;0 Werkzame personen;23 Bouwmaterialenindustrie;2011;3.0;1.0;0.0;2.0
221;0 Werkzame personen;23 Bouwmaterialenindustrie;2012;3.0;1.0;0.0;3.0
222;0 Werkzame personen;24-30, 33 Metaal-elektro industrie;2011;150.0;46.0;2.0;51.0
223;0 Werkzame personen;24-30, 33 Metaal-elektro industrie;2012;112.0;33.0;2.0;43.0
224;0 Werkzame personen;24-25 Basismetaal, metaalprod.-industrie;2011;55.0;14.0;1.0;12.0
225;0 Werkzame personen;24-25 Basismetaal, metaalprod.-industrie;2012;33.0;6.0;0.0;11.0
226;0 Werkzame personen;24 Basismetaalindustrie;2011;;;;0.0
227;0 Werkzame personen;24 Basismetaalindustrie;2012;;;;0.0
228;0 Werkzame personen;25 Metaalproductenindustrie;2011;55.0;14.0;1.0;12.0
229;0 Werkzame personen;25 Metaalproductenindustrie;2012;33.0;6.0;0.0;11.0
230;0 Werkzame personen;26-28 Elektrotechn. en machine-industrie;2011;30.0;15.0;1.0;29.0
231;0 Werkzame personen;26-28 Elektrotechn. en machine-industrie;2012;41.0;17.0;1.0;24.0
232;0 Werkzame personen;26-27 Elektrische en elektron. Industrie;2011;12.0;7.0;1.0;16.0
233;0 Werkzame personen;26-27 Elektrische en elektron. Industrie;2012;13.0;6.0;1.0;10.0
234;0 Werkzame personen;26 Elektrotechnische industrie;2011;6.0;5.0;0.0;8.0
235;0 Werkzame personen;26 Elektrotechnische industrie;2012;9.0;5.0;0.0;6.0
236;0 Werkzame personen;27 Elektrische apparatenindustrie;2011;5.0;2.0;0.0;8.0
237;0 Werkzame personen;27 Elektrische apparatenindustrie;2012;4.0;1.0;0.0;4.0
238;0 Werkzame personen;28 Machine-industrie;2011;18.0;7.0;0.0;13.0
239;0 Werkzame personen;28 Machine-industrie;2012;28.0;11.0;1.0;14.0
240;0 Werkzame personen;29-30 Transportmiddelenindustrie;2011;7.0;4.0;0.0;4.0
241;0 Werkzame personen;29-30 Transportmiddelenindustrie;2012;10.0;5.0;0.0;4.0
242;0 Werkzame personen;29 Auto- en aanhangwagenindustrie;2011;5.0;3.0;0.0;2.0
243;0 Werkzame personen;29 Auto- en aanhangwagenindustrie;2012;6.0;3.0;0.0;2.0
244;0 Werkzame personen;30 Overige transportmiddelenindustrie;2011;1.0;1.0;0.0;2.0
245;0 Werkzame personen;30 Overige transportmiddelenindustrie;2012;4.0;2.0;0.0;2.0
246;0 Werkzame personen;31 Meubelindustrie;2011;3.0;2.0;0.0;3.0
247;0 Werkzame personen;31 Meubelindustrie;2012;;;;0.0
248;0 Werkzame personen;32 Overige industrie;2011;4.0;3.0;0.0;5.0
249;0 Werkzame personen;32 Overige industrie;2012;14.0;8.0;0.0;7.0
250;0 Werkzame personen;33 Reparatie en installatie van machines;2011;58.0;13.0;1.0;6.0
251;0 Werkzame personen;33 Reparatie en installatie van machines;2012;28.0;5.0;0.0;4.0
252;0 Werkzame personen;D Energievoorziening;2011;16.0;6.0;0.0;6.0
253;0 Werkzame personen;D Energievoorziening;2012;38.0;15.0;1.0;2.0
254;0 Werkzame personen;35 Energiebedrijven;2011;16.0;6.0;0.0;6.0
255;0 Werkzame personen;35 Energiebedrijven;2012;38.0;15.0;1.0;2.0
256;0 Werkzame personen;E Waterbedrijven en afvalbeheer;2011;20.0;6.0;1.0;5.0
257;0 Werkzame personen;E Waterbedrijven en afvalbeheer;2012;4.0;1.0;0.0;2.0
258;0 Werkzame personen;F Bouwnijverheid;2011;58.0;13.0;1.0;19.0
259;0 Werkzame personen;F Bouwnijverheid;2012;35.0;8.0;0.0;15.0
260;0 Werkzame personen;G+I Handel en horeca;2011;83.0;38.0;2.0;64.0
261;0 Werkzame personen;G+I Handel en horeca;2012;128.0;50.0;3.0;64.0
262;0 Werkzame personen;G-I Handel, vervoer en horeca;2011;113.0;46.0;2.0;76.0
263;0 Werkzame personen;G-I Handel, vervoer en horeca;2012;142.0;55.0;3.0;71.0
264;0 Werkzame personen;G Handel;2011;101.0;44.0;2.0;72.0
265;0 Werkzame personen;G Handel;2012;138.0;53.0;3.0;69.0
266;0 Werkzame personen;H Vervoer en opslag;2011;12.0;2.0;0.0;4.0
267;0 Werkzame personen;H Vervoer en opslag;2012;4.0;3.0;0.0;2.0
268;0 Werkzame personen;I Horeca;2011;;;;0.0
269;0 Werkzame personen;I Horeca;2012;;;;0.0
270;0 Werkzame personen;J Informatie en communicatie;2011;207.0;119.0;5.0;138.0
271;0 Werkzame personen;J Informatie en communicatie;2012;326.0;172.0;7.0;157.0
272;0 Werkzame personen;58-60 Uitgeverijen, film,radio en t.v.;2011;20.0;1.0;0.0;1.0
273;0 Werkzame personen;58-60 Uitgeverijen, film,radio en t.v.;2012;37.0;3.0;0.0;1.0
274;0 Werkzame personen;58 Uitgeverijen;2011;;;;0.0
275;0 Werkzame personen;58 Uitgeverijen;2012;;0.0;;0.0
276;0 Werkzame personen;"59 Film- en tv-productie; geluidsopname";2011;20.0;1.0;0.0;1.0
277;0 Werkzame personen;"59 Film- en tv-productie; geluidsopname";2012;37.0;3.0;0.0;1.0
278;0 Werkzame personen;60 Radio- en televisieomroepen;2011;;;;0.0
279;0 Werkzame personen;60 Radio- en televisieomroepen;2012;;;;0.0
280;0 Werkzame personen;61 Telecommunicatie;2011;1.0;1.0;;1.0
281;0 Werkzame personen;61 Telecommunicatie;2012;1.0;1.0;0.0;1.0
282;0 Werkzame personen;62-63 IT- en informatiedienstverlening;2011;186.0;116.0;5.0;136.0
283;0 Werkzame personen;62-63 IT- en informatiedienstverlening;2012;288.0;168.0;7.0;155.0
284;0 Werkzame personen;62 IT-dienstverlening;2011;170.0;101.0;4.0;118.0
285;0 Werkzame personen;62 IT-dienstverlening;2012;266.0;150.0;6.0;133.0
286;0 Werkzame personen;63 Diensten op het gebied van informatie;2011;16.0;16.0;1.0;18.0
287;0 Werkzame personen;63 Diensten op het gebied van informatie;2012;22.0;18.0;1.0;22.0
288;0 Werkzame personen;K Financiële dienstverlening;2011;153.0;90.0;5.0;181.0
289;0 Werkzame personen;K Financiële dienstverlening;2012;205.0;104.0;5.0;205.0
290;0 Werkzame personen;L Verhuur en handel van onroerend goed;2011;1.0;1.0;0.0;4.0
291;0 Werkzame personen;L Verhuur en handel van onroerend goed;2012;4.0;2.0;0.0;4.0
292;0 Werkzame personen;68 Verhuur en handel van onroerend goed;2011;1.0;1.0;0.0;4.0
293;0 Werkzame personen;68 Verhuur en handel van onroerend goed;2012;4.0;2.0;0.0;4.0
294;0 Werkzame personen;M-N Zakelijke dienstverlening;2011;425.0;198.0;9.0;260.0
295;0 Werkzame personen;M-N Zakelijke dienstverlening;2012;439.0;154.0;7.0;237.0
296;0 Werkzame personen;M Specialistische zakelijke diensten;2011;351.0;156.0;6.0;247.0
297;0 Werkzame personen;M Specialistische zakelijke diensten;2012;405.0;142.0;7.0;220.0
298;0 Werkzame personen;69-71 Management- en technisch advies;2011;240.0;115.0;5.0;201.0
299;0 Werkzame personen;69-71 Management- en technisch advies;2012;260.0;105.0;5.0;175.0
300;0 Werkzame personen;69 Juridische diensten en administratie;2011;8.0;4.0;0.0;8.0
301;0 Werkzame personen;69 Juridische diensten en administratie;2012;6.0;3.0;0.0;3.0
302;0 Werkzame personen;70 Holdings en managementadviesbureaus;2011;70.0;54.0;3.0;99.0
303;0 Werkzame personen;70 Holdings en managementadviesbureaus;2012;90.0;48.0;3.0;90.0
304;0 Werkzame personen;71 Architecten-, ingenieursbureaus e.d.;2011;162.0;57.0;2.0;94.0
305;0 Werkzame personen;71 Architecten-, ingenieursbureaus e.d.;2012;164.0;54.0;2.0;82.0
306;0 Werkzame personen;72 Research;2011;55.0;32.0;1.0;29.0
307;0 Werkzame personen;72 Research;2012;40.0;18.0;1.0;21.0
308;0 Werkzame personen;73-75 Reclame, design, overige diensten;2011;55.0;9.0;0.0;17.0
309;0 Werkzame personen;73-75 Reclame, design, overige diensten;2012;105.0;19.0;1.0;24.0
310;0 Werkzame personen;73 Reclamewezen en marktonderzoek;2011;50.0;6.0;0.0;8.0
311;0 Werkzame personen;73 Reclamewezen en marktonderzoek;2012;72.0;7.0;0.0;9.0
312;0 Werkzame personen;74 Design, fotografie, vertaalbureaus;2011;4.0;3.0;0.0;8.0
313;0 Werkzame personen;74 Design, fotografie, vertaalbureaus;2012;24.0;11.0;0.0;12.0
314;0 Werkzame personen;75 Veterinaire dienstverlening;2011;1.0;0.0;0.0;1.0
315;0 Werkzame personen;75 Veterinaire dienstverlening;2012;9.0;1.0;0.0;3.0
316;0 Werkzame personen;N Verhuur en overige zakelijke diensten;2011;75.0;42.0;2.0;13.0
317;0 Werkzame personen;N Verhuur en overige zakelijke diensten;2012;34.0;12.0;1.0;17.0
318;0 Werkzame personen;O-Q Overheid en zorg;2011;;;;
319;0 Werkzame personen;O-Q Overheid en zorg;2012;;;;
320;0 Werkzame personen;O Openbaar bestuur en overheidsdiensten;2011;;;;
321;0 Werkzame personen;O Openbaar bestuur en overheidsdiensten;2012;;;;
322;0 Werkzame personen;84 Openbaar bestuur en overheidsdiensten;2011;;;;
323;0 Werkzame personen;84 Openbaar bestuur en overheidsdiensten;2012;;;;
324;0 Werkzame personen;P Onderwijs;2011;;;;
325;0 Werkzame personen;P Onderwijs;2012;;;;
