ID;Geslacht;Leeftijd;Cijfersoort;RegioS;LevensverwInGoedErvarenGezondheid_1;LevensverwZonderLichBeperkingen_2;LevensverwZonderChronischeZiektes_3
308;Vrouwen;55 jaar;Standaardfout;West Nederland;0.2;0.3;0.2
309;Vrouwen;55 jaar;Standaardfout;Zuid Nederland;0.3;0.4;0.4
310;Vrouwen;60 jaar;Aantal jaren;Nederland;13.5;14.5;5.7
311;Vrouwen;60 jaar;Aantal jaren;Noord Nederland;14.0;14.3;5.1
312;Vrouwen;60 jaar;Aantal jaren;Oost Nederland;13.2;14.3;5.5
313;Vrouwen;60 jaar;Aantal jaren;West Nederland;13.7;14.9;5.8
314;Vrouwen;60 jaar;Aantal jaren;Zuid Nederland;12.9;14.2;5.7
315;Vrouwen;60 jaar;Standaardfout;Nederland;0.1;0.2;0.2
316;Vrouwen;60 jaar;Standaardfout;Noord Nederland;0.4;0.6;0.5
317;Vrouwen;60 jaar;Standaardfout;Oost Nederland;0.3;0.4;0.4
318;Vrouwen;60 jaar;Standaardfout;West Nederland;0.2;0.3;0.2
319;Vrouwen;60 jaar;Standaardfout;Zuid Nederland;0.3;0.4;0.4
320;Vrouwen;65 jaar;Aantal jaren;Nederland;10.6;10.9;4.1
321;Vrouwen;65 jaar;Aantal jaren;Noord Nederland;11.0;10.7;3.7
322;Vrouwen;65 jaar;Aantal jaren;Oost Nederland;10.4;10.9;3.9
323;Vrouwen;65 jaar;Aantal jaren;West Nederland;10.8;11.2;4.3
324;Vrouwen;65 jaar;Aantal jaren;Zuid Nederland;10.1;10.7;4.1
325;Vrouwen;65 jaar;Standaardfout;Nederland;0.1;0.2;0.2
326;Vrouwen;65 jaar;Standaardfout;Noord Nederland;0.4;0.6;0.4
327;Vrouwen;65 jaar;Standaardfout;Oost Nederland;0.3;0.4;0.4
328;Vrouwen;65 jaar;Standaardfout;West Nederland;0.2;0.3;0.2
329;Vrouwen;65 jaar;Standaardfout;Zuid Nederland;0.2;0.4;0.3
330;Vrouwen;70 jaar;Aantal jaren;Nederland;8.0;7.7;2.9
331;Vrouwen;70 jaar;Aantal jaren;Noord Nederland;8.6;7.6;2.7
332;Vrouwen;70 jaar;Aantal jaren;Oost Nederland;7.8;7.5;2.7
333;Vrouwen;70 jaar;Aantal jaren;West Nederland;8.2;7.9;3.1
334;Vrouwen;70 jaar;Aantal jaren;Zuid Nederland;7.5;7.4;2.8
335;Vrouwen;70 jaar;Standaardfout;Nederland;0.1;0.2;0.1
336;Vrouwen;70 jaar;Standaardfout;Noord Nederland;0.3;0.6;0.4
337;Vrouwen;70 jaar;Standaardfout;Oost Nederland;0.3;0.4;0.3
338;Vrouwen;70 jaar;Standaardfout;West Nederland;0.2;0.2;0.2
339;Vrouwen;70 jaar;Standaardfout;Zuid Nederland;0.2;0.4;0.3
340;Vrouwen;75 jaar;Aantal jaren;Nederland;5.9;4.9;2.1
341;Vrouwen;75 jaar;Aantal jaren;Noord Nederland;6.1;4.6;1.5
342;Vrouwen;75 jaar;Aantal jaren;Oost Nederland;5.8;4.7;2.3
343;Vrouwen;75 jaar;Aantal jaren;West Nederland;6.1;5.1;2.3
344;Vrouwen;75 jaar;Aantal jaren;Zuid Nederland;5.5;4.7;1.9
345;Vrouwen;75 jaar;Standaardfout;Nederland;0.1;0.2;0.1
346;Vrouwen;75 jaar;Standaardfout;Noord Nederland;0.3;0.6;0.4
347;Vrouwen;75 jaar;Standaardfout;Oost Nederland;0.2;0.4;0.3
348;Vrouwen;75 jaar;Standaardfout;West Nederland;0.1;0.2;0.2
349;Vrouwen;75 jaar;Standaardfout;Zuid Nederland;0.2;0.4;0.3
350;Vrouwen;80 jaar;Aantal jaren;Nederland;4.3;3.0;1.5
351;Vrouwen;80 jaar;Aantal jaren;Noord Nederland;4.4;2.9;0.9
352;Vrouwen;80 jaar;Aantal jaren;Oost Nederland;4.2;3.1;1.8
353;Vrouwen;80 jaar;Aantal jaren;West Nederland;4.3;3.0;1.6
354;Vrouwen;80 jaar;Aantal jaren;Zuid Nederland;4.0;3.1;1.5
355;Vrouwen;80 jaar;Standaardfout;Nederland;0.1;0.2;0.1
356;Vrouwen;80 jaar;Standaardfout;Noord Nederland;0.3;0.6;0.4
357;Vrouwen;80 jaar;Standaardfout;Oost Nederland;0.2;0.4;0.4
358;Vrouwen;80 jaar;Standaardfout;West Nederland;0.1;0.2;0.2
