ID;Leeftijd;Perioden;Kinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
767;29 jaar;2017;0.12681;0.06509;0.04658;0.01187;0.00327
768;29 jaar;2018;0.12674;0.06495;0.04664;0.01188;0.00327
769;29 jaar;2019;0.1267;0.06483;0.04671;0.01189;0.00327
770;29 jaar;2020;0.12666;0.06472;0.04677;0.01189;0.00328
771;29 jaar;2021;0.12663;0.06462;0.04683;0.0119;0.00328
772;29 jaar;2022;0.12659;0.06453;0.04688;0.0119;0.00328
773;29 jaar;2023;0.12657;0.06445;0.04693;0.0119;0.00329
774;29 jaar;2024;0.12655;0.06438;0.04698;0.0119;0.00329
775;29 jaar;2025;0.12653;0.06431;0.04703;0.0119;0.00329
776;29 jaar;2026;0.12651;0.06425;0.04707;0.01189;0.0033
777;29 jaar;2027;0.1265;0.06419;0.04712;0.01189;0.0033
778;29 jaar;2028;0.12648;0.06414;0.04716;0.01188;0.0033
779;29 jaar;2029;0.12648;0.06409;0.0472;0.01188;0.00331
780;29 jaar;2030;0.12647;0.06405;0.04724;0.01187;0.00331
781;29 jaar;2031;0.12646;0.06401;0.04728;0.01186;0.00331
782;29 jaar;2032;0.12646;0.06398;0.04732;0.01185;0.00331
783;29 jaar;2033;0.12646;0.06394;0.04736;0.01184;0.00332
784;29 jaar;2034;0.12645;0.06391;0.04739;0.01183;0.00332
785;29 jaar;2035;0.12645;0.06389;0.04743;0.01181;0.00332
786;29 jaar;2036;0.12645;0.06386;0.04746;0.0118;0.00333
787;29 jaar;2037;0.12646;0.06384;0.0475;0.01179;0.00333
788;29 jaar;2038;0.12645;0.06382;0.04753;0.01177;0.00333
789;29 jaar;2039;0.12647;0.0638;0.04757;0.01176;0.00334
790;29 jaar;2040;0.12647;0.06379;0.0476;0.01174;0.00334
791;29 jaar;2041;0.12648;0.06377;0.04763;0.01173;0.00335
792;29 jaar;2042;0.12649;0.06376;0.04767;0.01171;0.00335
793;29 jaar;2043;0.12649;0.06375;0.0477;0.01169;0.00335
794;29 jaar;2044;0.12651;0.06374;0.04773;0.01168;0.00336
795;29 jaar;2045;0.12652;0.06373;0.04777;0.01166;0.00336
796;29 jaar;2046;0.12652;0.06372;0.0478;0.01164;0.00336
797;29 jaar;2047;0.12653;0.06371;0.04783;0.01162;0.00337
798;29 jaar;2048;0.12654;0.0637;0.04786;0.01161;0.00337
799;29 jaar;2049;0.12654;0.06369;0.04789;0.01159;0.00337
800;30 jaar;2000;0.14847;0.07595;0.05413;0.01372;0.00467
801;30 jaar;2001;0.14736;0.07463;0.05433;0.01371;0.00469
802;30 jaar;2002;0.14661;0.07343;0.05449;0.01401;0.00468
803;30 jaar;2003;0.14521;0.07233;0.05463;0.01356;0.00469
804;30 jaar;2004;0.14469;0.07134;0.05474;0.0139;0.00471
805;30 jaar;2005;0.14345;0.07044;0.05484;0.01342;0.00475
806;30 jaar;2006;0.14252;0.06962;0.05492;0.01324;0.00474
807;30 jaar;2007;0.14165;0.06887;0.05499;0.01305;0.00474
808;30 jaar;2008;0.14096;0.06819;0.05504;0.01298;0.00475
809;30 jaar;2009;0.14031;0.06757;0.05509;0.0129;0.00475
810;30 jaar;2010;0.13974;0.06701;0.05513;0.01284;0.00476
811;30 jaar;2011;0.13918;0.0665;0.05516;0.01276;0.00476
812;30 jaar;2012;0.13869;0.06604;0.05519;0.0127;0.00476
813;30 jaar;2013;0.13825;0.06562;0.05521;0.01265;0.00477
814;30 jaar;2014;0.13783;0.06523;0.05523;0.0126;0.00477
815;30 jaar;2015;0.13746;0.06489;0.05524;0.01256;0.00477
816;30 jaar;2016;0.13711;0.06457;0.05525;0.01252;0.00477
817;30 jaar;2017;0.13681;0.06428;0.05527;0.01249;0.00477
818;30 jaar;2018;0.13652;0.06402;0.05527;0.01246;0.00477
819;30 jaar;2019;0.13626;0.06378;0.05528;0.01243;0.00477
820;30 jaar;2020;0.13604;0.06357;0.05529;0.01241;0.00477
821;30 jaar;2021;0.13582;0.06337;0.05529;0.01239;0.00477
822;30 jaar;2022;0.13564;0.06319;0.0553;0.01238;0.00477
823;30 jaar;2023;0.13547;0.06303;0.0553;0.01237;0.00477
824;30 jaar;2024;0.13531;0.06288;0.0553;0.01236;0.00477
825;30 jaar;2025;0.13518;0.06275;0.05531;0.01235;0.00477
826;30 jaar;2026;0.13505;0.06262;0.05531;0.01235;0.00477
827;30 jaar;2027;0.13493;0.06251;0.05531;0.01234;0.00477
828;30 jaar;2028;0.13484;0.06241;0.05531;0.01235;0.00477
829;30 jaar;2029;0.13475;0.06232;0.05531;0.01235;0.00477
830;30 jaar;2030;0.13467;0.06224;0.05531;0.01235;0.00477
831;30 jaar;2031;0.1346;0.06216;0.05531;0.01236;0.00477
832;30 jaar;2032;0.13455;0.06209;0.05532;0.01237;0.00477
833;30 jaar;2033;0.13449;0.06203;0.05532;0.01238;0.00476
834;30 jaar;2034;0.13444;0.06197;0.05532;0.01239;0.00476
835;30 jaar;2035;0.13441;0.06192;0.05532;0.01241;0.00476
836;30 jaar;2036;0.13437;0.06187;0.05532;0.01242;0.00476
837;30 jaar;2037;0.13435;0.06183;0.05532;0.01244;0.00476
838;30 jaar;2038;0.13433;0.06179;0.05532;0.01246;0.00476
839;30 jaar;2039;0.13431;0.06176;0.05532;0.01248;0.00475
840;30 jaar;2040;0.1343;0.06173;0.05532;0.0125;0.00475
841;30 jaar;2041;0.13429;0.0617;0.05532;0.01252;0.00475
842;30 jaar;2042;0.13428;0.06167;0.05532;0.01254;0.00475
843;30 jaar;2043;0.13428;0.06165;0.05532;0.01256;0.00475
844;30 jaar;2044;0.13427;0.06162;0.05532;0.01259;0.00474
845;30 jaar;2045;0.13428;0.0616;0.05532;0.01262;0.00474
846;30 jaar;2046;0.13429;0.06159;0.05532;0.01264;0.00474
847;30 jaar;2047;0.1343;0.06157;0.05532;0.01267;0.00474
848;30 jaar;2048;0.1343;0.06155;0.05532;0.0127;0.00473
849;30 jaar;2049;0.13432;0.06154;0.05532;0.01273;0.00473
850;31 jaar;2000;0.14746;0.06821;0.05866;0.01561;0.00498
851;31 jaar;2001;0.14808;0.06839;0.05909;0.01559;0.00501
852;31 jaar;2002;0.1474;0.06738;0.05943;0.01556;0.00503
853;31 jaar;2003;0.14681;0.0662;0.05971;0.01588;0.00502
854;31 jaar;2004;0.14636;0.06604;0.05993;0.01536;0.00503
855;31 jaar;2005;0.14703;0.06613;0.06012;0.01572;0.00506
856;31 jaar;2006;0.14558;0.06505;0.06026;0.01517;0.0051
857;31 jaar;2007;0.14459;0.06417;0.06038;0.01495;0.00509
858;31 jaar;2008;0.14399;0.0637;0.06047;0.01473;0.00509
859;31 jaar;2009;0.14312;0.06284;0.06055;0.01463;0.0051
860;31 jaar;2010;0.14271;0.06246;0.06061;0.01453;0.00511
861;31 jaar;2011;0.14277;0.06256;0.06066;0.01444;0.00511
862;31 jaar;2012;0.14229;0.06214;0.0607;0.01433;0.00512
863;31 jaar;2013;0.14189;0.06178;0.06074;0.01425;0.00512
864;31 jaar;2014;0.14152;0.06146;0.06076;0.01418;0.00512
865;31 jaar;2015;0.14119;0.06117;0.06078;0.01411;0.00513
866;31 jaar;2016;0.1409;0.06092;0.0608;0.01405;0.00513
867;31 jaar;2017;0.14062;0.06069;0.06081;0.01399;0.00513
868;31 jaar;2018;0.14037;0.06048;0.06082;0.01394;0.00513
869;31 jaar;2019;0.14015;0.06029;0.06083;0.01389;0.00514
870;31 jaar;2020;0.13995;0.06012;0.06084;0.01385;0.00514
871;31 jaar;2021;0.13977;0.05997;0.06085;0.01381;0.00514
872;31 jaar;2022;0.13959;0.05982;0.06085;0.01378;0.00514
873;31 jaar;2023;0.13942;0.05969;0.06085;0.01374;0.00514
874;31 jaar;2024;0.13928;0.05957;0.06086;0.01371;0.00514
875;31 jaar;2025;0.13915;0.05946;0.06086;0.01369;0.00514
876;31 jaar;2026;0.13902;0.05935;0.06086;0.01367;0.00514
877;31 jaar;2027;0.1389;0.05925;0.06086;0.01365;0.00514
878;31 jaar;2028;0.13879;0.05915;0.06087;0.01363;0.00514
879;31 jaar;2029;0.13869;0.05906;0.06087;0.01362;0.00514
880;31 jaar;2030;0.13858;0.05897;0.06087;0.0136;0.00514
881;31 jaar;2031;0.13848;0.05888;0.06087;0.01359;0.00514
882;31 jaar;2032;0.1384;0.0588;0.06087;0.01359;0.00514
883;31 jaar;2033;0.13831;0.05872;0.06087;0.01358;0.00514
884;31 jaar;2034;0.13824;0.05865;0.06087;0.01358;0.00514
885;31 jaar;2035;0.13815;0.05857;0.06087;0.01357;0.00514
886;31 jaar;2036;0.13808;0.0585;0.06087;0.01357;0.00514
887;31 jaar;2037;0.138;0.05842;0.06087;0.01357;0.00514
888;31 jaar;2038;0.13794;0.05835;0.06087;0.01358;0.00514
889;31 jaar;2039;0.13787;0.05828;0.06087;0.01358;0.00514
890;31 jaar;2040;0.13781;0.05821;0.06087;0.01359;0.00514
891;31 jaar;2041;0.13774;0.05814;0.06087;0.01359;0.00514
892;31 jaar;2042;0.13767;0.05807;0.06087;0.0136;0.00513
893;31 jaar;2043;0.13761;0.058;0.06087;0.01361;0.00513
894;31 jaar;2044;0.13755;0.05793;0.06087;0.01362;0.00513
895;31 jaar;2045;0.13749;0.05786;0.06087;0.01363;0.00513
896;31 jaar;2046;0.13744;0.0578;0.06087;0.01364;0.00513
897;31 jaar;2047;0.13739;0.05773;0.06087;0.01366;0.00513
898;31 jaar;2048;0.13733;0.05766;0.06087;0.01367;0.00513
899;31 jaar;2049;0.13727;0.05759;0.06087;0.01369;0.00512
900;32 jaar;2000;0.1448;0.05733;0.0621;0.0191;0.00627
901;32 jaar;2001;0.14456;0.05734;0.06243;0.0185;0.00629
902;32 jaar;2002;0.14502;0.05756;0.06269;0.01844;0.00633
903;32 jaar;2003;0.1444;0.05678;0.06289;0.01838;0.00635
904;32 jaar;2004;0.14395;0.05585;0.06305;0.01871;0.00634
905;32 jaar;2005;0.14339;0.05578;0.06318;0.01806;0.00637
906;32 jaar;2006;0.14405;0.05593;0.06327;0.01845;0.0064
907;32 jaar;2007;0.14265;0.05509;0.06335;0.01776;0.00645
908;32 jaar;2008;0.14174;0.05441;0.06341;0.01748;0.00644
909;32 jaar;2009;0.14116;0.05408;0.06345;0.01718;0.00645
910;32 jaar;2010;0.14039;0.05342;0.06349;0.01702;0.00646
911;32 jaar;2011;0.14002;0.05316;0.06352;0.01687;0.00647
912;32 jaar;2012;0.14008;0.05332;0.06354;0.01674;0.00648
913;32 jaar;2013;0.13965;0.05303;0.06356;0.01658;0.00648
914;32 jaar;2014;0.1393;0.05279;0.06357;0.01645;0.00649
915;32 jaar;2015;0.13898;0.05258;0.06358;0.01633;0.00649
916;32 jaar;2016;0.13871;0.0524;0.06359;0.01622;0.0065
917;32 jaar;2017;0.13847;0.05225;0.0636;0.01611;0.00651
918;32 jaar;2018;0.13825;0.05213;0.0636;0.01601;0.00651
919;32 jaar;2019;0.13805;0.05202;0.0636;0.01592;0.00651
920;32 jaar;2020;0.13789;0.05193;0.06361;0.01583;0.00652
921;32 jaar;2021;0.13772;0.05185;0.06361;0.01574;0.00652
922;32 jaar;2022;0.13759;0.05179;0.06361;0.01566;0.00653
923;32 jaar;2023;0.13746;0.05173;0.06361;0.01559;0.00653
924;32 jaar;2024;0.13734;0.05169;0.06361;0.01551;0.00653
925;32 jaar;2025;0.13725;0.05165;0.06362;0.01545;0.00653
926;32 jaar;2026;0.13717;0.05163;0.06362;0.01538;0.00654
927;32 jaar;2027;0.13708;0.0516;0.06362;0.01532;0.00654
928;32 jaar;2028;0.13701;0.05159;0.06362;0.01526;0.00654
929;32 jaar;2029;0.13695;0.05158;0.06362;0.01521;0.00654
930;32 jaar;2030;0.13688;0.05157;0.06362;0.01515;0.00654
931;32 jaar;2031;0.13683;0.05156;0.06362;0.0151;0.00655
932;32 jaar;2032;0.13679;0.05156;0.06362;0.01506;0.00655
933;32 jaar;2033;0.13675;0.05157;0.06362;0.01501;0.00655
934;32 jaar;2034;0.13671;0.05157;0.06362;0.01497;0.00655
935;32 jaar;2035;0.13668;0.05158;0.06362;0.01493;0.00655
936;32 jaar;2036;0.13665;0.05159;0.06362;0.01489;0.00655
937;32 jaar;2037;0.13662;0.0516;0.06362;0.01485;0.00655
938;32 jaar;2038;0.13659;0.05161;0.06362;0.01481;0.00655
939;32 jaar;2039;0.13657;0.05162;0.06362;0.01478;0.00655
940;32 jaar;2040;0.13655;0.05164;0.06362;0.01474;0.00655
941;32 jaar;2041;0.13653;0.05165;0.06362;0.01471;0.00655
942;32 jaar;2042;0.13652;0.05167;0.06362;0.01468;0.00655
943;32 jaar;2043;0.13651;0.05169;0.06362;0.01465;0.00655
944;32 jaar;2044;0.13649;0.0517;0.06362;0.01462;0.00655
945;32 jaar;2045;0.13648;0.05172;0.06362;0.01459;0.00655
946;32 jaar;2046;0.13647;0.05174;0.06362;0.01456;0.00655
947;32 jaar;2047;0.13646;0.05176;0.06362;0.01453;0.00655
948;32 jaar;2048;0.13646;0.05178;0.06362;0.01451;0.00655
949;32 jaar;2049;0.13645;0.0518;0.06362;0.01448;0.00655
950;33 jaar;2000;0.13059;0.0456;0.0579;0.01985;0.00724
951;33 jaar;2001;0.13321;0.04694;0.05905;0.01999;0.00723
952;33 jaar;2002;0.13354;0.047;0.05992;0.01936;0.00726
953;33 jaar;2003;0.1344;0.04723;0.06058;0.01929;0.0073
954;33 jaar;2004;0.13428;0.04664;0.06108;0.01922;0.00734
955;33 jaar;2005;0.13428;0.04593;0.06146;0.01956;0.00733
956;33 jaar;2006;0.13392;0.04593;0.06175;0.01888;0.00736
957;33 jaar;2007;0.13474;0.0461;0.06197;0.01928;0.00739
958;33 jaar;2008;0.13361;0.04546;0.06213;0.01856;0.00746
959;33 jaar;2009;0.13291;0.04495;0.06226;0.01825;0.00745
960;33 jaar;2010;0.13247;0.04472;0.06235;0.01794;0.00746
961;33 jaar;2011;0.13189;0.04422;0.06242;0.01777;0.00748
962;33 jaar;2012;0.13164;0.04406;0.06248;0.01761;0.00749
963;33 jaar;2013;0.13172;0.04424;0.06252;0.01746;0.0075
964;33 jaar;2014;0.1314;0.04405;0.06255;0.01729;0.00751
965;33 jaar;2015;0.13114;0.0439;0.06257;0.01715;0.00752
966;33 jaar;2016;0.13092;0.04378;0.06259;0.01702;0.00753
967;33 jaar;2017;0.13073;0.04368;0.06261;0.0169;0.00754
968;33 jaar;2018;0.13056;0.04361;0.06262;0.01678;0.00755
969;33 jaar;2019;0.1304;0.04355;0.06262;0.01667;0.00756
970;33 jaar;2020;0.13028;0.04351;0.06263;0.01657;0.00757
971;33 jaar;2021;0.13015;0.04348;0.06263;0.01647;0.00757
972;33 jaar;2022;0.13007;0.04347;0.06264;0.01638;0.00758
973;33 jaar;2023;0.12999;0.04347;0.06264;0.01629;0.00759
974;33 jaar;2024;0.1299;0.04347;0.06264;0.0162;0.00759
975;33 jaar;2025;0.12985;0.04349;0.06264;0.01612;0.0076
976;33 jaar;2026;0.1298;0.04351;0.06264;0.01605;0.0076
977;33 jaar;2027;0.12978;0.04354;0.06265;0.01598;0.00761
978;33 jaar;2028;0.12974;0.04357;0.06265;0.01591;0.00761
979;33 jaar;2029;0.12972;0.04361;0.06265;0.01584;0.00762
980;33 jaar;2030;0.1297;0.04365;0.06265;0.01578;0.00762
981;33 jaar;2031;0.1297;0.0437;0.06265;0.01572;0.00763
982;33 jaar;2032;0.12968;0.04374;0.06265;0.01566;0.00763
983;33 jaar;2033;0.1297;0.0438;0.06265;0.01561;0.00764
984;33 jaar;2034;0.12969;0.04385;0.06265;0.01555;0.00764
985;33 jaar;2035;0.1297;0.04391;0.06265;0.0155;0.00764
986;33 jaar;2036;0.12972;0.04397;0.06265;0.01545;0.00765
987;33 jaar;2037;0.12974;0.04403;0.06265;0.01541;0.00765
988;33 jaar;2038;0.12975;0.04409;0.06265;0.01536;0.00765
989;33 jaar;2039;0.12979;0.04416;0.06265;0.01532;0.00766
990;33 jaar;2040;0.12981;0.04422;0.06265;0.01528;0.00766
991;33 jaar;2041;0.12984;0.04429;0.06265;0.01524;0.00766
992;33 jaar;2042;0.12987;0.04435;0.06265;0.0152;0.00767
993;33 jaar;2043;0.1299;0.04442;0.06265;0.01516;0.00767
994;33 jaar;2044;0.12993;0.04449;0.06265;0.01512;0.00767
995;33 jaar;2045;0.12996;0.04456;0.06265;0.01508;0.00767
996;33 jaar;2046;0.13001;0.04464;0.06265;0.01505;0.00767
997;33 jaar;2047;0.13005;0.04471;0.06265;0.01501;0.00768
998;33 jaar;2048;0.13009;0.04478;0.06265;0.01498;0.00768
999;33 jaar;2049;0.13013;0.04485;0.06265;0.01495;0.00768
1000;34 jaar;2000;0.11467;0.03493;0.05056;0.02091;0.00827
1001;34 jaar;2001;0.1175;0.03661;0.05226;0.02034;0.00829
1002;34 jaar;2002;0.12;0.03772;0.05351;0.02048;0.00829
1003;34 jaar;2003;0.12037;0.03779;0.05443;0.01983;0.00832
1004;34 jaar;2004;0.12124;0.03801;0.05511;0.01975;0.00837
1005;34 jaar;2005;0.12126;0.03756;0.0556;0.01968;0.00842
1006;34 jaar;2006;0.12142;0.03702;0.05597;0.02002;0.00841
1007;34 jaar;2007;0.12104;0.0370399999999999;0.05624;0.01932;0.00844
1008;34 jaar;2008;0.12186;0.03721;0.05644;0.01972;0.00849
1009;34 jaar;2009;0.12084;0.03671;0.05658;0.01898;0.00857
1010;34 jaar;2010;0.12023;0.03633;0.05669;0.01866;0.00855
1011;34 jaar;2011;0.11984;0.03617;0.05677;0.01833;0.00857
1012;34 jaar;2012;0.11937;0.0358;0.05682;0.01816;0.00859
1013;34 jaar;2013;0.11916;0.0357;0.05687;0.01798;0.00861
1014;34 jaar;2014;0.11923;0.03587;0.0569;0.01783;0.00863
1015;34 jaar;2015;0.11895;0.03574;0.05692;0.01765;0.00864
1016;34 jaar;2016;0.11873;0.03564;0.05694;0.0175;0.00865
1017;34 jaar;2017;0.11855;0.03557;0.05695;0.01736;0.00867
1018;34 jaar;2018;0.11839;0.03552;0.05696;0.01723;0.00868
1019;34 jaar;2019;0.11825;0.03548;0.05697;0.01711;0.00869
1020;34 jaar;2020;0.11812;0.03546;0.05697;0.01699;0.0087
1021;34 jaar;2021;0.11803;0.03546;0.05697;0.01688;0.00872
1022;34 jaar;2022;0.11794;0.03546;0.05698;0.01677;0.00873
1023;34 jaar;2023;0.11787;0.03548;0.05698;0.01667;0.00874
1024;34 jaar;2024;0.11781;0.0355;0.05698;0.01658;0.00875
1025;34 jaar;2025;0.11776;0.03553;0.05698;0.01649;0.00876
1026;34 jaar;2026;0.11772;0.03557;0.05698;0.0164;0.00877
1027;34 jaar;2027;0.11769;0.03562;0.05698;0.01632;0.00877
1028;34 jaar;2028;0.11767;0.03567;0.05698;0.01624;0.00878
1029;34 jaar;2029;0.11765;0.03572;0.05698;0.01616;0.00879
1030;34 jaar;2030;0.11765;0.03578;0.05698;0.01609;0.0088
1031;34 jaar;2031;0.11765;0.03584;0.05698;0.01602;0.00881
1032;34 jaar;2032;0.11764;0.0359;0.05698;0.01595;0.00881
1033;34 jaar;2033;0.11766;0.03597;0.05698;0.01589;0.00882
1034;34 jaar;2034;0.11768;0.03604;0.05698;0.01583;0.00883
1035;34 jaar;2035;0.1177;0.03611;0.05698;0.01577;0.00884
1036;34 jaar;2036;0.11772;0.03619;0.05698;0.01571;0.00884
1037;34 jaar;2037;0.11775;0.03627;0.05698;0.01565;0.00885
1038;34 jaar;2038;0.11778;0.03634;0.05698;0.0156;0.00886
1039;34 jaar;2039;0.11781;0.03642;0.05698;0.01555;0.00886
1040;34 jaar;2040;0.11785;0.0365;0.05698;0.0155;0.00887
1041;34 jaar;2041;0.11789;0.03659;0.05698;0.01545;0.00887
1042;34 jaar;2042;0.11793;0.03667;0.05698;0.0154;0.00888
1043;34 jaar;2043;0.11796;0.03675;0.05698;0.01535;0.00888
1044;34 jaar;2044;0.11802;0.03684;0.05698;0.01531;0.00889
1045;34 jaar;2045;0.11805;0.03692;0.05698;0.01526;0.00889
1046;34 jaar;2046;0.11811;0.03701;0.05698;0.01522;0.0089
1047;34 jaar;2047;0.11817;0.0371;0.05698;0.01518;0.00891
1048;34 jaar;2048;0.11822;0.03719;0.05698;0.01514;0.00891
1049;34 jaar;2049;0.11828;0.03728;0.05698;0.0151;0.00892
1050;35 jaar;2000;0.09756;0.02705;0.04121;0.02101;0.00829
1051;35 jaar;2001;0.09861;0.02707;0.04249;0.02068;0.00837
1052;35 jaar;2002;0.10005;0.02784;0.0434;0.02037;0.00844
1053;35 jaar;2003;0.10084;0.0283;0.04405;0.02008;0.00841
1054;35 jaar;2004;0.10132;0.02848;0.04452;0.0198;0.00852
1055;35 jaar;2005;0.10162;0.02866;0.04485;0.01953;0.00858
1056;35 jaar;2006;0.10187;0.02886;0.04509;0.01927;0.00865
1057;35 jaar;2007;0.10201;0.0291;0.04526;0.01903;0.00862
1058;35 jaar;2008;0.10197;0.02911;0.04538;0.0188;0.00868
1059;35 jaar;2009;0.10187;0.02907;0.0454699999999999;0.01858;0.00875
1060;35 jaar;2010;0.10207;0.02928;0.04553;0.01837;0.00889
1061;35 jaar;2011;0.10205;0.02946;0.04557;0.01817;0.00885
1062;35 jaar;2012;0.10201;0.02954;0.04561;0.01798;0.00888
1063;35 jaar;2013;0.10203;0.0297;0.04563;0.01779;0.00891
1064;35 jaar;2014;0.10195;0.02977;0.04564;0.01762;0.00892
1065;35 jaar;2015;0.10178;0.02972;0.04566;0.01746;0.00894
1066;35 jaar;2016;0.10172;0.0298;0.04566;0.0173;0.00896
1067;35 jaar;2017;0.10164;0.02985;0.04567;0.01715;0.00897
1068;35 jaar;2018;0.10157;0.0299;0.04567;0.01701;0.00899
1069;35 jaar;2019;0.1015;0.02995;0.04568;0.01687;0.009
1070;35 jaar;2020;0.10141;0.02998;0.04568;0.01674;0.00901
1071;35 jaar;2021;0.10134;0.03001;0.04568;0.01662;0.00903
1072;35 jaar;2022;0.10126;0.03004;0.04568;0.0165;0.00904
1073;35 jaar;2023;0.10118;0.03006;0.04568;0.01639;0.00905
1074;35 jaar;2024;0.1011;0.03007;0.04568;0.01629;0.00906
1075;35 jaar;2025;0.10102;0.03009;0.04568;0.01619;0.00906
1076;35 jaar;2026;0.10094;0.0301;0.04568;0.01609;0.00907
1077;35 jaar;2027;0.10086;0.0301;0.04568;0.016;0.00908
1078;35 jaar;2028;0.10078;0.03011;0.04568;0.01591;0.00908
1079;35 jaar;2029;0.10071;0.03011;0.04568;0.01583;0.00909
1080;35 jaar;2030;0.10065;0.03012;0.04568;0.01575;0.0091
1081;35 jaar;2031;0.10057;0.03012;0.04568;0.01567;0.0091
1082;35 jaar;2032;0.1005;0.03012;0.04568;0.0156;0.0091
1083;35 jaar;2033;0.10044;0.03012;0.04568;0.01553;0.00911
1084;35 jaar;2034;0.10038;0.03012;0.04568;0.01547;0.00911
1085;35 jaar;2035;0.10031;0.03011;0.04568;0.01541;0.00911
1086;35 jaar;2036;0.10026;0.03011;0.04568;0.01535;0.00912
1087;35 jaar;2037;0.1002;0.03011;0.04568;0.01529;0.00912
1088;35 jaar;2038;0.10014;0.0301;0.04568;0.01524;0.00912
1089;35 jaar;2039;0.10009;0.0301;0.04568;0.01519;0.00912
1090;35 jaar;2040;0.10003;0.03009;0.04568;0.01514;0.00912
1091;35 jaar;2041;0.09999;0.03009;0.04568;0.01509;0.00913
1092;35 jaar;2042;0.09994;0.03008;0.04568;0.01505;0.00913
1093;35 jaar;2043;0.09989;0.03008;0.04568;0.015;0.00913
1094;35 jaar;2044;0.09984;0.03007;0.04568;0.01496;0.00913
1095;35 jaar;2045;0.09981;0.03007;0.04568;0.01493;0.00913
1096;35 jaar;2046;0.09976;0.03006;0.04568;0.01489;0.00913
1097;35 jaar;2047;0.09972;0.03005;0.04568;0.01486;0.00913
1098;35 jaar;2048;0.09968;0.03005;0.04568;0.01482;0.00913
1099;35 jaar;2049;0.09964;0.03004;0.04568;0.01479;0.00913
1100;36 jaar;2000;0.07389;0.01963;0.03016;0.01591;0.00819
1101;36 jaar;2001;0.07613;0.02073;0.0314;0.01575;0.00825
1102;36 jaar;2002;0.07619;0.02075;0.0315;0.01561;0.00833
1103;36 jaar;2003;0.07693;0.02134;0.0317;0.01548;0.00841
1104;36 jaar;2004;0.07731;0.0217;0.03187;0.01536;0.00838
1105;36 jaar;2005;0.07756;0.02184;0.03199;0.01525;0.00848
1106;36 jaar;2006;0.07774;0.02198;0.03206;0.01515;0.00855
1107;36 jaar;2007;0.07795;0.02214;0.03214;0.01505;0.00862
1108;36 jaar;2008;0.07809;0.02232;0.0322;0.01497;0.0086
1109;36 jaar;2009;0.07808;0.02233;0.03221;0.01489;0.00865
1110;36 jaar;2010;0.07813;0.02231;0.03228;0.01481;0.00873
1111;36 jaar;2011;0.07841;0.02247;0.03233;0.01475;0.00886
1112;36 jaar;2012;0.07856;0.02261;0.03244;0.01468;0.00883
1113;36 jaar;2013;0.0787;0.02268;0.03253;0.01463;0.00886
1114;36 jaar;2014;0.07888;0.02281;0.0326;0.01458;0.00889
1115;36 jaar;2015;0.07895;0.02286;0.03266;0.01453;0.0089
1116;36 jaar;2016;0.07896;0.02283;0.03272;0.01448;0.00893
1117;36 jaar;2017;0.07906;0.02288;0.03279;0.01444;0.00895
1118;36 jaar;2018;0.07912;0.02293;0.03282;0.01441;0.00896
1119;36 jaar;2019;0.07917;0.02297;0.03285;0.01437;0.00898
1120;36 jaar;2020;0.07922;0.02301;0.03287;0.01434;0.009
1121;36 jaar;2021;0.07926;0.02304;0.0329;0.01431;0.00901
1122;36 jaar;2022;0.07929;0.02307;0.03292;0.01428;0.00902
1123;36 jaar;2023;0.07933;0.02309;0.03294;0.01426;0.00904
1124;36 jaar;2024;0.07935;0.02311;0.03295;0.01424;0.00905
1125;36 jaar;2025;0.07937;0.02312;0.03297;0.01422;0.00906
1126;36 jaar;2026;0.07938;0.02313;0.03298;0.0142;0.00907
1127;36 jaar;2027;0.07941;0.02315;0.033;0.01418;0.00908
1128;36 jaar;2028;0.07941;0.02315;0.03301;0.01416;0.00909
1129;36 jaar;2029;0.07942;0.02316;0.03302;0.01415;0.00909
1130;36 jaar;2030;0.07944;0.02317;0.03303;0.01414;0.0091
1131;36 jaar;2031;0.07945;0.02317;0.03305;0.01412;0.00911
1132;36 jaar;2032;0.07946;0.02318;0.03306;0.01411;0.00911
1133;36 jaar;2033;0.07947;0.02318;0.03307;0.0141;0.00912
1134;36 jaar;2034;0.07946;0.02318;0.03307;0.01409;0.00912
1135;36 jaar;2035;0.07947;0.02318;0.03308;0.01408;0.00913
1136;36 jaar;2036;0.07947;0.02318;0.03309;0.01407;0.00913
1137;36 jaar;2037;0.07949;0.02318;0.0331;0.01407;0.00914
1138;36 jaar;2038;0.07949;0.02318;0.03311;0.01406;0.00914
1139;36 jaar;2039;0.0795;0.02318;0.03312;0.01405;0.00915
1140;36 jaar;2040;0.0795;0.02318;0.03312;0.01405;0.00915
1141;36 jaar;2041;0.0795;0.02318;0.03313;0.01404;0.00915
1142;36 jaar;2042;0.07951;0.02318;0.03314;0.01404;0.00915
1143;36 jaar;2043;0.07951;0.02318;0.03314;0.01403;0.00916
1144;36 jaar;2044;0.07952;0.02318;0.03315;0.01403;0.00916
1145;36 jaar;2045;0.07952;0.02318;0.03316;0.01402;0.00916
1146;36 jaar;2046;0.07952;0.02317;0.03317;0.01402;0.00916
1147;36 jaar;2047;0.07952;0.02317;0.03317;0.01402;0.00916
1148;36 jaar;2048;0.07953;0.02317;0.03318;0.01401;0.00917
