ID;Geslacht;Leeftijd;Geboorteland;Herkomstland;Opleiding;EerderGedetineerd;Perioden;Gedetineerden_1
138;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2010;
139;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2011;
140;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2012;
141;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2013;2730.0
142;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2014;2930.0
143;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2015;2640.0
144;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2016;2330.0
145;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2017;2090.0
146;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2018;2010.0
147;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2019;1930.0
148;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2020;1470.0
149;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2021;1610.0
150;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2022;1560.0
151;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Eerder gedetineerd;2023;
152;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2005;
153;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2006;
154;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2007;
155;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2008;
156;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2009;
157;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2010;
158;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2011;
159;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2012;
160;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2013;1130.0
161;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2014;1080.0
162;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2015;810.0
163;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2016;670.0
164;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2017;610.0
165;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2018;560.0
166;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2019;540.0
167;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2020;390.0
168;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2021;440.0
169;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2022;460.0
170;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Niet eerder gedetineerd;2023;
171;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2005;
172;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2006;
173;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2007;
174;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2008;
175;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2009;
176;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2010;
177;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2011;
178;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2012;
179;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2013;970.0
180;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2014;1050.0
181;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2015;1150.0
182;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2016;1160.0
183;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2017;1180.0
184;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2018;1250.0
185;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2019;1490.0
186;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2020;1260.0
187;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2021;1450.0
188;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2022;1570.0
189;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Totaal gedetineerden;2023;
190;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2005;
191;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2006;
192;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2007;
193;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2008;
194;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2009;
195;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2010;
196;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2011;
197;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2012;
198;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2013;610.0
199;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2014;680.0
200;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2015;740.0
201;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2016;770.0
202;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2017;770.0
203;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2018;840.0
204;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2019;990.0
205;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2020;880.0
206;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2021;970.0
207;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2022;1050.0
208;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Eerder gedetineerd;2023;
209;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2005;
210;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2006;
211;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2007;
212;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2008;
213;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2009;
214;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2010;
215;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2011;
216;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2012;
217;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2013;360.0
218;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2014;380.0
219;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2015;400.0
220;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2016;400.0
221;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2017;410.0
222;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2018;410.0
223;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2019;490.0
224;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2020;380.0
225;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2021;480.0
226;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2022;520.0
227;Totaal mannen en vrouwen;10000;Totaal;Totaal;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2023;
228;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2005;
229;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2006;
230;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2007;
231;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2008;
232;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2009;
233;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2010;
234;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2011;
235;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2012;
236;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2013;430.0
237;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2014;460.0
238;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2015;430.0
239;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2016;420.0
240;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2017;420.0
241;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2018;450.0
242;Totaal mannen en vrouwen;10000;Totaal;Totaal;Praktijkonderwijs;Totaal gedetineerden;2019;200.0
