ID;Geslacht;Leeftijdsklasse;DiagnoseIndelingBeldo;Perioden;EenjaarssterfteNa1eZiekenhuisopname_1;GecorrigeerdeEenjaarssterfte_2;AantalPersonenMet1eZiekenhuisopname_3
55;Totaal mannen en vrouwen;Alle leeftijden;2.1.3 Kw. nieuwv. van maag;2001;61.2;57.0;1930.0
56;Totaal mannen en vrouwen;Alle leeftijden;2.1.3 Kw. nieuwv. van maag;2002;59.2;55.0;2046.0
57;Totaal mannen en vrouwen;Alle leeftijden;2.1.3 Kw. nieuwv. van maag;2003;60.4;56.1;2030.0
58;Totaal mannen en vrouwen;Alle leeftijden;2.1.3 Kw. nieuwv. van maag;2004;58.6;54.9;2010.0
59;Totaal mannen en vrouwen;Alle leeftijden;2.1.3 Kw. nieuwv. van maag;2005;57.8;53.9;1921.0
60;Totaal mannen en vrouwen;Alle leeftijden;2.1.4 Kw. nieuwv. van dikke darm;2000;27.8;23.6;5771.0
61;Totaal mannen en vrouwen;Alle leeftijden;2.1.4 Kw. nieuwv. van dikke darm;2001;27.6;23.5;5766.0
62;Totaal mannen en vrouwen;Alle leeftijden;2.1.4 Kw. nieuwv. van dikke darm;2002;27.9;23.9;5883.0
63;Totaal mannen en vrouwen;Alle leeftijden;2.1.4 Kw. nieuwv. van dikke darm;2003;26.7;22.5;6171.0
64;Totaal mannen en vrouwen;Alle leeftijden;2.1.4 Kw. nieuwv. van dikke darm;2004;27.7;23.7;6525.0
65;Totaal mannen en vrouwen;Alle leeftijden;2.1.4 Kw. nieuwv. van dikke darm;2005;26.5;22.7;6759.0
66;Totaal mannen en vrouwen;Alle leeftijden;2.1.5 Kw. nieuwv. van endeldarm en anus;2000;22.3;18.6;3018.0
67;Totaal mannen en vrouwen;Alle leeftijden;2.1.5 Kw. nieuwv. van endeldarm en anus;2001;24.4;20.7;3090.0
68;Totaal mannen en vrouwen;Alle leeftijden;2.1.5 Kw. nieuwv. van endeldarm en anus;2002;22.8;19.2;3303.0
69;Totaal mannen en vrouwen;Alle leeftijden;2.1.5 Kw. nieuwv. van endeldarm en anus;2003;21.5;18.0;3538.0
70;Totaal mannen en vrouwen;Alle leeftijden;2.1.5 Kw. nieuwv. van endeldarm en anus;2004;21.1;18.0;3658.0
71;Totaal mannen en vrouwen;Alle leeftijden;2.1.5 Kw. nieuwv. van endeldarm en anus;2005;20.9;17.6;3669.0
72;Totaal mannen en vrouwen;Alle leeftijden;2.1.6 Kw. nieuwv. van lever en intrah...;2000;71.6;68.4;289.0
73;Totaal mannen en vrouwen;Alle leeftijden;2.1.6 Kw. nieuwv. van lever en intrah...;2001;75.9;72.8;291.0
74;Totaal mannen en vrouwen;Alle leeftijden;2.1.6 Kw. nieuwv. van lever en intrah...;2002;72.7;69.5;313.0
75;Totaal mannen en vrouwen;Alle leeftijden;2.1.6 Kw. nieuwv. van lever en intrah...;2003;76.5;73.3;340.0
76;Totaal mannen en vrouwen;Alle leeftijden;2.1.6 Kw. nieuwv. van lever en intrah...;2004;69.2;66.7;353.0
77;Totaal mannen en vrouwen;Alle leeftijden;2.1.6 Kw. nieuwv. van lever en intrah...;2005;69.5;66.8;382.0
78;Totaal mannen en vrouwen;Alle leeftijden;2.1.7 Kw. nieuwv. van galblaas en galw.;2000;70.0;66.2;503.0
79;Totaal mannen en vrouwen;Alle leeftijden;2.1.7 Kw. nieuwv. van galblaas en galw.;2001;68.4;64.0;488.0
80;Totaal mannen en vrouwen;Alle leeftijden;2.1.7 Kw. nieuwv. van galblaas en galw.;2002;69.2;65.0;441.0
81;Totaal mannen en vrouwen;Alle leeftijden;2.1.7 Kw. nieuwv. van galblaas en galw.;2003;58.1;54.2;470.0
82;Totaal mannen en vrouwen;Alle leeftijden;2.1.7 Kw. nieuwv. van galblaas en galw.;2004;67.6;63.4;445.0
83;Totaal mannen en vrouwen;Alle leeftijden;2.1.7 Kw. nieuwv. van galblaas en galw.;2005;64.7;61.0;444.0
84;Totaal mannen en vrouwen;Alle leeftijden;2.1.8 Kw. nieuwv. van alvleesklier;2000;84.7;80.9;1433.0
85;Totaal mannen en vrouwen;Alle leeftijden;2.1.8 Kw. nieuwv. van alvleesklier;2001;84.0;80.2;1398.0
86;Totaal mannen en vrouwen;Alle leeftijden;2.1.8 Kw. nieuwv. van alvleesklier;2002;84.6;80.9;1419.0
87;Totaal mannen en vrouwen;Alle leeftijden;2.1.8 Kw. nieuwv. van alvleesklier;2003;81.4;77.7;1377.0
88;Totaal mannen en vrouwen;Alle leeftijden;2.1.8 Kw. nieuwv. van alvleesklier;2004;81.0;77.5;1570.0
89;Totaal mannen en vrouwen;Alle leeftijden;2.1.8 Kw. nieuwv. van alvleesklier;2005;79.7;76.1;1617.0
90;Totaal mannen en vrouwen;Alle leeftijden;2.1.9 Kw. nieuwv. van strottehoofd;2000;16.2;13.2;674.0
91;Totaal mannen en vrouwen;Alle leeftijden;2.1.9 Kw. nieuwv. van strottehoofd;2001;17.8;14.7;635.0
92;Totaal mannen en vrouwen;Alle leeftijden;2.1.9 Kw. nieuwv. van strottehoofd;2002;13.5;10.7;624.0
93;Totaal mannen en vrouwen;Alle leeftijden;2.1.9 Kw. nieuwv. van strottehoofd;2003;15.2;12.3;665.0
94;Totaal mannen en vrouwen;Alle leeftijden;2.1.9 Kw. nieuwv. van strottehoofd;2004;15.0;12.2;658.0
95;Totaal mannen en vrouwen;Alle leeftijden;2.1.9 Kw. nieuwv. van strottehoofd;2005;16.5;13.6;745.0
96;Totaal mannen en vrouwen;Alle leeftijden;2.1.10 Kw. nieuwv. van long, luchtpijp;2000;64.8;61.5;7345.0
97;Totaal mannen en vrouwen;Alle leeftijden;2.1.10 Kw. nieuwv. van long, luchtpijp;2001;66.0;62.8;7362.0
98;Totaal mannen en vrouwen;Alle leeftijden;2.1.10 Kw. nieuwv. van long, luchtpijp;2002;65.0;62.0;7457.0
99;Totaal mannen en vrouwen;Alle leeftijden;2.1.10 Kw. nieuwv. van long, luchtpijp;2003;64.3;61.3;7700.0
100;Totaal mannen en vrouwen;Alle leeftijden;2.1.10 Kw. nieuwv. van long, luchtpijp;2004;63.4;60.5;8233.0
101;Totaal mannen en vrouwen;Alle leeftijden;2.1.10 Kw. nieuwv. van long, luchtpijp;2005;62.4;59.5;8035.0
102;Totaal mannen en vrouwen;Alle leeftijden;2.1.11 Melanoom van huid;2000;13.3;11.0;633.0
103;Totaal mannen en vrouwen;Alle leeftijden;2.1.11 Melanoom van huid;2001;10.5;8.2;728.0
104;Totaal mannen en vrouwen;Alle leeftijden;2.1.11 Melanoom van huid;2002;12.5;10.3;747.0
105;Totaal mannen en vrouwen;Alle leeftijden;2.1.11 Melanoom van huid;2003;11.8;9.7;779.0
106;Totaal mannen en vrouwen;Alle leeftijden;2.1.11 Melanoom van huid;2004;12.5;10.3;985.0
107;Totaal mannen en vrouwen;Alle leeftijden;2.1.11 Melanoom van huid;2005;13.3;11.3;993.0
108;Totaal mannen en vrouwen;Alle leeftijden;2.1.12 Kw. nieuwv. van borst;2000;5.5;3.8;10763.0
109;Totaal mannen en vrouwen;Alle leeftijden;2.1.12 Kw. nieuwv. van borst;2001;5.5;3.8;11085.0
110;Totaal mannen en vrouwen;Alle leeftijden;2.1.12 Kw. nieuwv. van borst;2002;5.5;3.8;11283.0
111;Totaal mannen en vrouwen;Alle leeftijden;2.1.12 Kw. nieuwv. van borst;2003;5.0;3.4;11493.0
112;Totaal mannen en vrouwen;Alle leeftijden;2.1.12 Kw. nieuwv. van borst;2004;5.3;3.7;11905.0
113;Totaal mannen en vrouwen;Alle leeftijden;2.1.12 Kw. nieuwv. van borst;2005;4.9;3.3;11471.0
114;Totaal mannen en vrouwen;Alle leeftijden;2.1.13 Kw. nieuwv. van baarmoederhals;2000;16.3;15.0;600.0
115;Totaal mannen en vrouwen;Alle leeftijden;2.1.13 Kw. nieuwv. van baarmoederhals;2001;19.1;17.8;553.0
116;Totaal mannen en vrouwen;Alle leeftijden;2.1.13 Kw. nieuwv. van baarmoederhals;2002;14.2;12.8;614.0
117;Totaal mannen en vrouwen;Alle leeftijden;2.1.13 Kw. nieuwv. van baarmoederhals;2003;15.2;13.8;573.0
118;Totaal mannen en vrouwen;Alle leeftijden;2.1.13 Kw. nieuwv. van baarmoederhals;2004;16.6;15.4;675.0
119;Totaal mannen en vrouwen;Alle leeftijden;2.1.13 Kw. nieuwv. van baarmoederhals;2005;14.9;13.6;588.0
120;Totaal mannen en vrouwen;Alle leeftijden;2.1.14 Kw. nieuwv. van baarmoederlichaam;2000;12.8;10.3;1427.0
121;Totaal mannen en vrouwen;Alle leeftijden;2.1.14 Kw. nieuwv. van baarmoederlichaam;2001;12.2;9.8;1446.0
122;Totaal mannen en vrouwen;Alle leeftijden;2.1.14 Kw. nieuwv. van baarmoederlichaam;2002;11.3;9.1;1478.0
123;Totaal mannen en vrouwen;Alle leeftijden;2.1.14 Kw. nieuwv. van baarmoederlichaam;2003;11.4;9.1;1602.0
124;Totaal mannen en vrouwen;Alle leeftijden;2.1.14 Kw. nieuwv. van baarmoederlichaam;2004;10.3;8.2;1634.0
125;Totaal mannen en vrouwen;Alle leeftijden;2.1.14 Kw. nieuwv. van baarmoederlichaam;2005;10.6;8.3;1589.0
126;Totaal mannen en vrouwen;Alle leeftijden;2.1.15 Kw. nieuwv. van eierstok;2000;31.0;28.7;1228.0
127;Totaal mannen en vrouwen;Alle leeftijden;2.1.15 Kw. nieuwv. van eierstok;2001;31.9;29.8;1246.0
128;Totaal mannen en vrouwen;Alle leeftijden;2.1.15 Kw. nieuwv. van eierstok;2002;27.4;25.4;1234.0
129;Totaal mannen en vrouwen;Alle leeftijden;2.1.15 Kw. nieuwv. van eierstok;2003;26.6;24.8;1217.0
130;Totaal mannen en vrouwen;Alle leeftijden;2.1.15 Kw. nieuwv. van eierstok;2004;29.2;27.3;1311.0
131;Totaal mannen en vrouwen;Alle leeftijden;2.1.15 Kw. nieuwv. van eierstok;2005;28.6;26.7;1165.0
132;Totaal mannen en vrouwen;Alle leeftijden;2.1.16 Kw. nieuwv. van prostaat;2000;19.3;14.7;3549.0
133;Totaal mannen en vrouwen;Alle leeftijden;2.1.16 Kw. nieuwv. van prostaat;2001;17.5;13.1;3756.0
134;Totaal mannen en vrouwen;Alle leeftijden;2.1.16 Kw. nieuwv. van prostaat;2002;17.8;13.5;3951.0
135;Totaal mannen en vrouwen;Alle leeftijden;2.1.16 Kw. nieuwv. van prostaat;2003;16.0;12.1;4440.0
136;Totaal mannen en vrouwen;Alle leeftijden;2.1.16 Kw. nieuwv. van prostaat;2004;14.5;10.8;5243.0
137;Totaal mannen en vrouwen;Alle leeftijden;2.1.16 Kw. nieuwv. van prostaat;2005;14.2;10.6;5193.0
138;Totaal mannen en vrouwen;Alle leeftijden;2.1.17 Kw. nieuwv. van nier excl.bekken;2000;29.6;26.7;1317.0
139;Totaal mannen en vrouwen;Alle leeftijden;2.1.17 Kw. nieuwv. van nier excl.bekken;2001;28.9;26.0;1349.0
140;Totaal mannen en vrouwen;Alle leeftijden;2.1.17 Kw. nieuwv. van nier excl.bekken;2002;28.3;25.8;1427.0
141;Totaal mannen en vrouwen;Alle leeftijden;2.1.17 Kw. nieuwv. van nier excl.bekken;2003;27.3;24.7;1448.0
142;Totaal mannen en vrouwen;Alle leeftijden;2.1.17 Kw. nieuwv. van nier excl.bekken;2004;27.0;24.3;1487.0
143;Totaal mannen en vrouwen;Alle leeftijden;2.1.17 Kw. nieuwv. van nier excl.bekken;2005;25.7;23.1;1572.0
144;Totaal mannen en vrouwen;Alle leeftijden;2.1.18 Kw. nieuwv. van urineblaas;2000;19.9;15.4;3587.0
145;Totaal mannen en vrouwen;Alle leeftijden;2.1.18 Kw. nieuwv. van urineblaas;2001;20.2;15.7;3617.0
146;Totaal mannen en vrouwen;Alle leeftijden;2.1.18 Kw. nieuwv. van urineblaas;2002;21.4;16.8;3702.0
147;Totaal mannen en vrouwen;Alle leeftijden;2.1.18 Kw. nieuwv. van urineblaas;2003;20.2;15.8;3868.0
148;Totaal mannen en vrouwen;Alle leeftijden;2.1.18 Kw. nieuwv. van urineblaas;2004;20.4;16.2;3964.0
149;Totaal mannen en vrouwen;Alle leeftijden;2.1.18 Kw. nieuwv. van urineblaas;2005;19.9;15.8;4100.0
150;Totaal mannen en vrouwen;Alle leeftijden;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2000;37.9;34.7;4106.0
151;Totaal mannen en vrouwen;Alle leeftijden;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2001;39.1;36.0;4223.0
152;Totaal mannen en vrouwen;Alle leeftijden;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2002;38.0;35.0;4427.0
153;Totaal mannen en vrouwen;Alle leeftijden;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2003;35.2;32.4;4859.0
154;Totaal mannen en vrouwen;Alle leeftijden;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2004;33.3;30.5;5196.0
155;Totaal mannen en vrouwen;Alle leeftijden;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2005;31.2;28.4;4808.0
156;Totaal mannen en vrouwen;Alle leeftijden;2.1.20 Ov. kwaadaardige nieuwvormingen;2000;46.8;43.8;17563.0
157;Totaal mannen en vrouwen;Alle leeftijden;2.1.20 Ov. kwaadaardige nieuwvormingen;2001;46.3;43.2;18840.0
158;Totaal mannen en vrouwen;Alle leeftijden;2.1.20 Ov. kwaadaardige nieuwvormingen;2002;44.2;41.2;19907.0
159;Totaal mannen en vrouwen;Alle leeftijden;2.1.20 Ov. kwaadaardige nieuwvormingen;2003;42.3;39.3;20779.0
160;Totaal mannen en vrouwen;Alle leeftijden;2.1.20 Ov. kwaadaardige nieuwvormingen;2004;39.0;36.0;22700.0
161;Totaal mannen en vrouwen;Alle leeftijden;2.1.20 Ov. kwaadaardige nieuwvormingen;2005;35.3;32.3;24215.0
162;Totaal mannen en vrouwen;Alle leeftijden;3 Zktn bloed, bloedbereidende organen;2000;28.1;23.6;11549.0
163;Totaal mannen en vrouwen;Alle leeftijden;3 Zktn bloed, bloedbereidende organen;2001;28.4;24.0;12081.0
164;Totaal mannen en vrouwen;Alle leeftijden;3 Zktn bloed, bloedbereidende organen;2002;27.3;23.0;13441.0
165;Totaal mannen en vrouwen;Alle leeftijden;3 Zktn bloed, bloedbereidende organen;2003;26.4;22.0;14170.0
166;Totaal mannen en vrouwen;Alle leeftijden;3 Zktn bloed, bloedbereidende organen;2004;25.8;21.7;14752.0
167;Totaal mannen en vrouwen;Alle leeftijden;3 Zktn bloed, bloedbereidende organen;2005;24.2;20.2;15201.0
168;Totaal mannen en vrouwen;Alle leeftijden;4 Endocriene, voedings- en stofw. zktn;2000;14.5;11.6;20779.0
169;Totaal mannen en vrouwen;Alle leeftijden;4 Endocriene, voedings- en stofw. zktn;2001;15.1;12.3;21014.0
170;Totaal mannen en vrouwen;Alle leeftijden;4 Endocriene, voedings- en stofw. zktn;2002;14.6;11.8;21599.0
171;Totaal mannen en vrouwen;Alle leeftijden;4 Endocriene, voedings- en stofw. zktn;2003;14.3;11.5;23049.0
172;Totaal mannen en vrouwen;Alle leeftijden;4 Endocriene, voedings- en stofw. zktn;2004;13.6;11.0;25031.0
173;Totaal mannen en vrouwen;Alle leeftijden;4 Endocriene, voedings- en stofw. zktn;2005;12.8;10.2;24607.0
174;Totaal mannen en vrouwen;Alle leeftijden;4.1 Suikerziekte;2000;15.3;11.9;7035.0
175;Totaal mannen en vrouwen;Alle leeftijden;4.1 Suikerziekte;2001;15.2;12.1;7356.0
176;Totaal mannen en vrouwen;Alle leeftijden;4.1 Suikerziekte;2002;15.1;12.0;7192.0
177;Totaal mannen en vrouwen;Alle leeftijden;4.1 Suikerziekte;2003;13.6;10.7;7376.0
178;Totaal mannen en vrouwen;Alle leeftijden;4.1 Suikerziekte;2004;13.7;10.8;7886.0
179;Totaal mannen en vrouwen;Alle leeftijden;4.1 Suikerziekte;2005;13.9;11.0;7206.0
180;Totaal mannen en vrouwen;Alle leeftijden;5 Psychische stoornissen;2000;10.8;8.4;13047.0
181;Totaal mannen en vrouwen;Alle leeftijden;5 Psychische stoornissen;2001;10.6;8.1;12395.0
182;Totaal mannen en vrouwen;Alle leeftijden;5 Psychische stoornissen;2002;10.8;8.1;12910.0
183;Totaal mannen en vrouwen;Alle leeftijden;5 Psychische stoornissen;2003;10.9;8.0;13736.0
184;Totaal mannen en vrouwen;Alle leeftijden;5 Psychische stoornissen;2004;10.4;7.5;15164.0
185;Totaal mannen en vrouwen;Alle leeftijden;5 Psychische stoornissen;2005;10.1;7.2;15550.0
186;Totaal mannen en vrouwen;Alle leeftijden;5.1 Psych.st. door gebruik van alcohol;2000;8.4;7.6;1503.0
187;Totaal mannen en vrouwen;Alle leeftijden;5.1 Psych.st. door gebruik van alcohol;2001;8.2;7.4;1435.0
188;Totaal mannen en vrouwen;Alle leeftijden;5.1 Psych.st. door gebruik van alcohol;2002;6.0;5.4;1537.0
189;Totaal mannen en vrouwen;Alle leeftijden;5.1 Psych.st. door gebruik van alcohol;2003;6.3;5.6;1640.0
190;Totaal mannen en vrouwen;Alle leeftijden;5.1 Psych.st. door gebruik van alcohol;2004;4.4;3.7;1859.0
191;Totaal mannen en vrouwen;Alle leeftijden;5.1 Psych.st. door gebruik van alcohol;2005;4.7;4.1;1908.0
192;Totaal mannen en vrouwen;Alle leeftijden;5.2 Psych.st. door gebruik van drugs;2000;3.6;3.2;317.0
193;Totaal mannen en vrouwen;Alle leeftijden;5.2 Psych.st. door gebruik van drugs;2001;2.5;2.1;274.0
194;Totaal mannen en vrouwen;Alle leeftijden;5.2 Psych.st. door gebruik van drugs;2002;1.0;0.7;281.0
195;Totaal mannen en vrouwen;Alle leeftijden;5.2 Psych.st. door gebruik van drugs;2003;0.0;-0.4;273.0
196;Totaal mannen en vrouwen;Alle leeftijden;5.2 Psych.st. door gebruik van drugs;2004;2.1;1.9;324.0
197;Totaal mannen en vrouwen;Alle leeftijden;5.2 Psych.st. door gebruik van drugs;2005;2.5;2.2;307.0
198;Totaal mannen en vrouwen;Alle leeftijden;6 Ziekten van zenuwstelsel en zintuigen;2000;3.3;0.6;121689.0
199;Totaal mannen en vrouwen;Alle leeftijden;6 Ziekten van zenuwstelsel en zintuigen;2001;3.3;0.6;127610.0
200;Totaal mannen en vrouwen;Alle leeftijden;6 Ziekten van zenuwstelsel en zintuigen;2002;3.2;0.5;140438.0
201;Totaal mannen en vrouwen;Alle leeftijden;6 Ziekten van zenuwstelsel en zintuigen;2003;3.0;0.4;150505.0
202;Totaal mannen en vrouwen;Alle leeftijden;6 Ziekten van zenuwstelsel en zintuigen;2004;2.7;0.4;163896.0
203;Totaal mannen en vrouwen;Alle leeftijden;6 Ziekten van zenuwstelsel en zintuigen;2005;2.8;0.4;158238.0
204;Totaal mannen en vrouwen;Alle leeftijden;6.1 Hersenvliesontsteking;2000;17.0;15.9;705.0
205;Totaal mannen en vrouwen;Alle leeftijden;6.1 Hersenvliesontsteking;2001;13.9;13.0;687.0
206;Totaal mannen en vrouwen;Alle leeftijden;6.1 Hersenvliesontsteking;2002;15.7;14.4;741.0
207;Totaal mannen en vrouwen;Alle leeftijden;6.1 Hersenvliesontsteking;2003;17.5;16.3;681.0
208;Totaal mannen en vrouwen;Alle leeftijden;6.1 Hersenvliesontsteking;2004;12.6;11.6;749.0
209;Totaal mannen en vrouwen;Alle leeftijden;6.1 Hersenvliesontsteking;2005;15.4;14.2;698.0
210;Totaal mannen en vrouwen;Alle leeftijden;6.2 Ziekte van parkinson;2000;19.0;14.3;792.0
211;Totaal mannen en vrouwen;Alle leeftijden;6.2 Ziekte van parkinson;2001;18.6;13.7;811.0
212;Totaal mannen en vrouwen;Alle leeftijden;6.2 Ziekte van parkinson;2002;20.4;15.6;922.0
213;Totaal mannen en vrouwen;Alle leeftijden;6.2 Ziekte van parkinson;2003;18.4;13.4;968.0
214;Totaal mannen en vrouwen;Alle leeftijden;6.2 Ziekte van parkinson;2004;17.9;13.2;930.0
215;Totaal mannen en vrouwen;Alle leeftijden;6.2 Ziekte van parkinson;2005;18.4;13.7;979.0
216;Totaal mannen en vrouwen;Alle leeftijden;7 Ziekten van hart en vaatstelsel;2000;14.3;11.1;131696.0
217;Totaal mannen en vrouwen;Alle leeftijden;7 Ziekten van hart en vaatstelsel;2001;14.3;11.1;132146.0
218;Totaal mannen en vrouwen;Alle leeftijden;7 Ziekten van hart en vaatstelsel;2002;13.9;10.7;141115.0
219;Totaal mannen en vrouwen;Alle leeftijden;7 Ziekten van hart en vaatstelsel;2003;12.9;9.8;148228.0
220;Totaal mannen en vrouwen;Alle leeftijden;7 Ziekten van hart en vaatstelsel;2004;12.3;9.3;156900.0
221;Totaal mannen en vrouwen;Alle leeftijden;7 Ziekten van hart en vaatstelsel;2005;11.9;8.9;157319.0
222;Totaal mannen en vrouwen;Alle leeftijden;7.1 Ziekten van de kransvaten;2000;11.7;8.8;46205.0
223;Totaal mannen en vrouwen;Alle leeftijden;7.1 Ziekten van de kransvaten;2001;11.6;8.6;46578.0
224;Totaal mannen en vrouwen;Alle leeftijden;7.1 Ziekten van de kransvaten;2002;11.4;8.4;48185.0
225;Totaal mannen en vrouwen;Alle leeftijden;7.1 Ziekten van de kransvaten;2003;10.8;7.8;49643.0
