ID;Geslacht;PositieInDeEersteWerkkring;PositieInDeTweedeWerkkring;Persoonskenmerken;Perioden;Werknemer_1
61;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2013 2e kwartaal;935
62;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2013 3e kwartaal;909
63;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2013 4e kwartaal;968
64;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2013;938
65;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2014 1e kwartaal;964
66;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2014 2e kwartaal;943
67;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2014 3e kwartaal;898
68;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2014 4e kwartaal;949
69;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2014;939
70;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2015 1e kwartaal;961
71;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2015 2e kwartaal;950
72;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2015 3e kwartaal;888
73;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2015 4e kwartaal;920
74;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2015 ;930
75;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2016 1e kwartaal;928
76;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2016 2e kwartaal;922
77;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2016 3e kwartaal;882
78;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2016 4e kwartaal;926
79;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2016;915
80;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2017 1e kwartaal;926
81;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2017 2e kwartaal;921
82;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2017 3e kwartaal;876
83;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2017 4e kwartaal;924
84;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2017;912
85;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2018 1e kwartaal;926
86;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2018 2e kwartaal;897
87;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2018 3e kwartaal;861
88;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2018 4e kwartaal;904
89;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2018;897
90;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2019 1e kwartaal;914
91;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2019 2e kwartaal;917
92;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2019 3e kwartaal;861
93;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2019 4e kwartaal;901
94;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2019;898
95;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2020 1e kwartaal;906
96;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2020 2e kwartaal;854
97;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2020 3e kwartaal;801
98;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2020 4e kwartaal;886
99;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2020;862
100;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2021 1e kwartaal;760
101;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2021 2e kwartaal;745
102;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2021 3e kwartaal;695
103;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2021 4e kwartaal;758
104;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2021;739
105;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2022 1e kwartaal;773
106;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2022 2e kwartaal;757
107;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2022 3e kwartaal;703
108;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2022 4e kwartaal;758
109;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2022;748
110;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2023 1e kwartaal;779
111;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2023 2e kwartaal;752
112;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2023 3e kwartaal;708
113;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2023 4e kwartaal;760
114;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2023;750
115;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2024 1e kwartaal;774
116;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2024 2e kwartaal;753
117;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2024 3e kwartaal;702
118;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2024 4e kwartaal;767
119;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 12 uur per week;2024;749
120;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2013 1e kwartaal;1486
121;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2013 2e kwartaal;1496
122;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2013 3e kwartaal;1457
123;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2013 4e kwartaal;1505
124;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2013;1486
125;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2014 1e kwartaal;1473
126;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2014 2e kwartaal;1476
127;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2014 3e kwartaal;1443
128;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2014 4e kwartaal;1476
129;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2014;1467
130;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2015 1e kwartaal;1484
131;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2015 2e kwartaal;1499
132;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2015 3e kwartaal;1456
133;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2015 4e kwartaal;1467
134;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2015 ;1476
135;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2016 1e kwartaal;1461
136;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2016 2e kwartaal;1471
137;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2016 3e kwartaal;1430
138;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2016 4e kwartaal;1462
139;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2016;1456
140;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2017 1e kwartaal;1452
141;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2017 2e kwartaal;1467
142;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2017 3e kwartaal;1422
143;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2017 4e kwartaal;1445
144;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2017;1447
145;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2018 1e kwartaal;1450
146;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2018 2e kwartaal;1448
147;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2018 3e kwartaal;1411
148;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2018 4e kwartaal;1455
149;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2018;1441
150;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2019 1e kwartaal;1456
151;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2019 2e kwartaal;1459
152;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2019 3e kwartaal;1412
153;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2019 4e kwartaal;1448
154;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2019;1444
155;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2020 1e kwartaal;1436
156;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2020 2e kwartaal;1358
157;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2020 3e kwartaal;1335
158;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2020 4e kwartaal;1387
159;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2020;1379
160;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2021 1e kwartaal;1419
161;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2021 2e kwartaal;1381
162;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2021 3e kwartaal;1323
163;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2021 4e kwartaal;1375
164;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2021;1374
165;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2022 1e kwartaal;1376
166;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2022 2e kwartaal;1392
167;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2022 3e kwartaal;1313
168;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2022 4e kwartaal;1377
169;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2022;1365
170;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2023 1e kwartaal;1388
171;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2023 2e kwartaal;1377
172;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2023 3e kwartaal;1316
173;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2023 4e kwartaal;1370
174;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2023;1363
175;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2024 1e kwartaal;1387
176;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2024 2e kwartaal;1377
177;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2024 3e kwartaal;1310
178;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2024 4e kwartaal;1368
179;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: minder dan 20 uur per week;2024;1360
180;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2013 1e kwartaal;3548
181;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2013 2e kwartaal;3568
182;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2013 3e kwartaal;3532
183;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2013 4e kwartaal;3564
184;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2013;3553
185;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2014 1e kwartaal;3508
186;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2014 2e kwartaal;3535
187;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2014 3e kwartaal;3529
188;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2014 4e kwartaal;3558
189;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2014;3532
190;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2015 1e kwartaal;3551
191;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2015 2e kwartaal;3594
192;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2015 3e kwartaal;3573
193;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2015 4e kwartaal;3564
194;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2015 ;3571
195;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2016 1e kwartaal;3560
196;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2016 2e kwartaal;3606
197;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2016 3e kwartaal;3616
198;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2016 4e kwartaal;3622
199;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2016;3601
200;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2017 1e kwartaal;3608
201;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2017 2e kwartaal;3663
202;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2017 3e kwartaal;3670
203;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2017 4e kwartaal;3699
204;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2017;3660
205;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2018 1e kwartaal;3713
206;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2018 2e kwartaal;3782
207;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2018 3e kwartaal;3787
208;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2018 4e kwartaal;3840
209;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2018;3780
210;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2019 1e kwartaal;3861
211;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2019 2e kwartaal;3891
212;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2019 3e kwartaal;3905
213;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2019 4e kwartaal;3907
214;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2019;3891
215;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2020 1e kwartaal;3931
216;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2020 2e kwartaal;3799
217;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2020 3e kwartaal;3812
218;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2020 4e kwartaal;3853
219;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2020;3849
220;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2021 1e kwartaal;3912
221;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2021 2e kwartaal;3929
222;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2021 3e kwartaal;3949
223;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2021 4e kwartaal;4005
224;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2021;3949
225;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2022 1e kwartaal;3996
226;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2022 2e kwartaal;4062
227;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2022 3e kwartaal;4009
228;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2022 4e kwartaal;4062
229;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2022;4032
230;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2023 1e kwartaal;4090
231;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2023 2e kwartaal;4124
232;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2023 3e kwartaal;4105
233;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2023 4e kwartaal;4129
234;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2023;4112
235;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2024 1e kwartaal;4145
236;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2024 2e kwartaal;4175
237;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2024 3e kwartaal;4112
238;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2024 4e kwartaal;4139
239;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: deeltijd;2024;4143
240;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2013 1e kwartaal;547
241;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2013 2e kwartaal;560
242;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2013 3e kwartaal;547
243;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2013 4e kwartaal;537
244;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2013;548
245;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2014 1e kwartaal;510
246;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2014 2e kwartaal;533
247;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2014 3e kwartaal;545
248;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2014 4e kwartaal;526
249;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2014;529
250;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2015 1e kwartaal;522
251;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2015 2e kwartaal;548
252;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2015 3e kwartaal;568
253;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2015 4e kwartaal;547
