ID;Populatie;Gemeenten;OnderwijspositieBasisjaarT;PositieInSchooljaarT1;Herkomstgroepering;Perioden;AantalLeerlingenVoNaarBestemming_1;VerdelingNaarBestemmingIn_2
67;Woongemeente;Nederland totaal;0;6;Antillianen en Arubanen;2003/'04;60.0;1.0
68;Woongemeente;Nederland totaal;0;6;Overig niet-westerse allochtonen;2003/'04;150.0;0.0
69;Woongemeente;Nederland totaal;0;6;Herkomst onbekend;2003/'04;;
70;Woongemeente;Nederland totaal;0;7;Totaal herkomstgroeperingen;2003/'04;52600.0;6.0
71;Woongemeente;Nederland totaal;0;7;Autochtonen;2003/'04;44760.0;7.0
72;Woongemeente;Nederland totaal;0;7;Niet-westerse allochtonen;2003/'04;4320.0;3.0
73;Woongemeente;Nederland totaal;0;7;Westerse allochtonen;2003/'04;3520.0;6.0
74;Woongemeente;Nederland totaal;0;7;Turken;2003/'04;580.0;2.0
75;Woongemeente;Nederland totaal;0;7;Marokkanen;2003/'04;610.0;3.0
76;Woongemeente;Nederland totaal;0;7;Surinamers;2003/'04;1010.0;4.0
77;Woongemeente;Nederland totaal;0;7;Antillianen en Arubanen;2003/'04;330.0;4.0
78;Woongemeente;Nederland totaal;0;7;Overig niet-westerse allochtonen;2003/'04;1790.0;4.0
79;Woongemeente;Nederland totaal;0;7;Herkomst onbekend;2003/'04;;
80;Woongemeente;Nederland totaal;0;8;Totaal herkomstgroeperingen;2003/'04;33200.0;4.0
81;Woongemeente;Nederland totaal;0;8;Autochtonen;2003/'04;28510.0;4.0
82;Woongemeente;Nederland totaal;0;8;Niet-westerse allochtonen;2003/'04;2720.0;2.0
83;Woongemeente;Nederland totaal;0;8;Westerse allochtonen;2003/'04;1970.0;3.0
84;Woongemeente;Nederland totaal;0;8;Turken;2003/'04;410.0;2.0
85;Woongemeente;Nederland totaal;0;8;Marokkanen;2003/'04;440.0;2.0
86;Woongemeente;Nederland totaal;0;8;Surinamers;2003/'04;660.0;3.0
87;Woongemeente;Nederland totaal;0;8;Antillianen en Arubanen;2003/'04;200.0;2.0
88;Woongemeente;Nederland totaal;0;8;Overig niet-westerse allochtonen;2003/'04;1020.0;2.0
89;Woongemeente;Nederland totaal;0;8;Herkomst onbekend;2003/'04;;
90;Woongemeente;Nederland totaal;0;9;Totaal herkomstgroeperingen;2003/'04;19400.0;2.0
91;Woongemeente;Nederland totaal;0;9;Autochtonen;2003/'04;16260.0;2.0
92;Woongemeente;Nederland totaal;0;9;Niet-westerse allochtonen;2003/'04;1600.0;1.0
93;Woongemeente;Nederland totaal;0;9;Westerse allochtonen;2003/'04;1550.0;3.0
94;Woongemeente;Nederland totaal;0;9;Turken;2003/'04;170.0;1.0
95;Woongemeente;Nederland totaal;0;9;Marokkanen;2003/'04;170.0;1.0
96;Woongemeente;Nederland totaal;0;9;Surinamers;2003/'04;360.0;1.0
97;Woongemeente;Nederland totaal;0;9;Antillianen en Arubanen;2003/'04;130.0;1.0
98;Woongemeente;Nederland totaal;0;9;Overig niet-westerse allochtonen;2003/'04;770.0;2.0
99;Woongemeente;Nederland totaal;0;9;Herkomst onbekend;2003/'04;;
100;Woongemeente;Nederland totaal;0;Overig onderwijs;Totaal herkomstgroeperingen;2003/'04;2960.0;0.0
101;Woongemeente;Nederland totaal;0;Overig onderwijs;Autochtonen;2003/'04;1010.0;0.0
102;Woongemeente;Nederland totaal;0;Overig onderwijs;Niet-westerse allochtonen;2003/'04;1690.0;1.0
103;Woongemeente;Nederland totaal;0;Overig onderwijs;Westerse allochtonen;2003/'04;240.0;0.0
104;Woongemeente;Nederland totaal;0;Overig onderwijs;Turken;2003/'04;240.0;1.0
105;Woongemeente;Nederland totaal;0;Overig onderwijs;Marokkanen;2003/'04;310.0;1.0
106;Woongemeente;Nederland totaal;0;Overig onderwijs;Surinamers;2003/'04;60.0;0.0
107;Woongemeente;Nederland totaal;0;Overig onderwijs;Antillianen en Arubanen;2003/'04;60.0;1.0
108;Woongemeente;Nederland totaal;0;Overig onderwijs;Overig niet-westerse allochtonen;2003/'04;1020.0;2.0
109;Woongemeente;Nederland totaal;0;Overig onderwijs;Herkomst onbekend;2003/'04;30.0;1.0
110;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Totaal herkomstgroeperingen;2003/'04;37810.0;4.0
111;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Autochtonen;2003/'04;24730.0;4.0
112;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Niet-westerse allochtonen;2003/'04;8160.0;7.0
113;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Westerse allochtonen;2003/'04;3750.0;6.0
114;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Turken;2003/'04;1330.0;5.0
115;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Marokkanen;2003/'04;950.0;4.0
116;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Surinamers;2003/'04;1210.0;5.0
117;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Antillianen en Arubanen;2003/'04;700.0;8.0
118;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Overig niet-westerse allochtonen;2003/'04;3970.0;10.0
119;Woongemeente;Nederland totaal;0;Totaal niet in (bekostigd) onderwijs;Herkomst onbekend;2003/'04;1160.0;63.0
120;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Totaal herkomstgroeperingen;2003/'04;5570.0;1.0
121;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Autochtonen;2003/'04;1670.0;0.0
122;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Niet-westerse allochtonen;2003/'04;1990.0;2.0
123;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Westerse allochtonen;2003/'04;740.0;1.0
124;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Turken;2003/'04;300.0;1.0
125;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Marokkanen;2003/'04;150.0;1.0
126;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Surinamers;2003/'04;150.0;1.0
127;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Antillianen en Arubanen;2003/'04;170.0;2.0
128;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Overig niet-westerse allochtonen;2003/'04;1210.0;3.0
129;Woongemeente;Nederland totaal;0;Uit GBA/onbekend;Herkomst onbekend;2003/'04;1160.0;63.0
130;Woongemeente;Nederland totaal;0;Overige uitstroom;Totaal herkomstgroeperingen;2003/'04;32240.0;4.0
131;Woongemeente;Nederland totaal;0;Overige uitstroom;Autochtonen;2003/'04;23060.0;3.0
132;Woongemeente;Nederland totaal;0;Overige uitstroom;Niet-westerse allochtonen;2003/'04;6170.0;5.0
133;Woongemeente;Nederland totaal;0;Overige uitstroom;Westerse allochtonen;2003/'04;3010.0;5.0
134;Woongemeente;Nederland totaal;0;Overige uitstroom;Turken;2003/'04;1030.0;4.0
135;Woongemeente;Nederland totaal;0;Overige uitstroom;Marokkanen;2003/'04;800.0;3.0
136;Woongemeente;Nederland totaal;0;Overige uitstroom;Surinamers;2003/'04;1060.0;4.0
137;Woongemeente;Nederland totaal;0;Overige uitstroom;Antillianen en Arubanen;2003/'04;520.0;6.0
138;Woongemeente;Nederland totaal;0;Overige uitstroom;Overig niet-westerse allochtonen;2003/'04;2760.0;7.0
139;Woongemeente;Nederland totaal;0;Overige uitstroom;Herkomst onbekend;2003/'04;;
140;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Totaal herkomstgroeperingen;2003/'04;381130.0;100.0
141;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Autochtonen;2003/'04;294170.0;100.0
142;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Niet-westerse allochtonen;2003/'04;60870.0;100.0
143;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Westerse allochtonen;2003/'04;24990.0;100.0
144;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Turken;2003/'04;13720.0;100.0
145;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Marokkanen;2003/'04;11960.0;100.0
146;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Surinamers;2003/'04;10730.0;100.0
147;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Antillianen en Arubanen;2003/'04;4350.0;100.0
148;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Overig niet-westerse allochtonen;2003/'04;20110.0;100.0
149;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;0;Herkomst onbekend;2003/'04;1110.0;100.0
150;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Totaal herkomstgroeperingen;2003/'04;372050.0;98.0
151;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Autochtonen;2003/'04;290060.0;99.0
152;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Niet-westerse allochtonen;2003/'04;57580.0;95.0
153;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Westerse allochtonen;2003/'04;24040.0;96.0
154;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Turken;2003/'04;13200.0;96.0
155;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Marokkanen;2003/'04;11630.0;97.0
156;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Surinamers;2003/'04;10460.0;97.0
157;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Antillianen en Arubanen;2003/'04;4120.0;95.0
158;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Overig niet-westerse allochtonen;2003/'04;18170.0;90.0
159;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;1;Herkomst onbekend;2003/'04;370.0;33.0
160;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Totaal herkomstgroeperingen;2003/'04;369670.0;97.0
161;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Autochtonen;2003/'04;289450.0;98.0
162;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Niet-westerse allochtonen;2003/'04;56010.0;92.0
163;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Westerse allochtonen;2003/'04;23860.0;95.0
164;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Turken;2003/'04;12980.0;95.0
165;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Marokkanen;2003/'04;11340.0;95.0
166;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Surinamers;2003/'04;10420.0;97.0
167;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Antillianen en Arubanen;2003/'04;4060.0;93.0
168;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Overig niet-westerse allochtonen;2003/'04;17210.0;86.0
169;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;2;Herkomst onbekend;2003/'04;350.0;31.0
170;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Totaal herkomstgroeperingen;2003/'04;;
171;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Autochtonen;2003/'04;;
172;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Niet-westerse allochtonen;2003/'04;;
173;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Westerse allochtonen;2003/'04;;
174;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Turken;2003/'04;;
175;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Marokkanen;2003/'04;;
176;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Surinamers;2003/'04;;
177;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Antillianen en Arubanen;2003/'04;;
178;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Overig niet-westerse allochtonen;2003/'04;;
179;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;3;Herkomst onbekend;2003/'04;;
180;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Totaal herkomstgroeperingen;2003/'04;;
181;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Autochtonen;2003/'04;;
182;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Niet-westerse allochtonen;2003/'04;;
183;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Westerse allochtonen;2003/'04;;
184;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Turken;2003/'04;;
185;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Marokkanen;2003/'04;;
186;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Surinamers;2003/'04;;
187;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Antillianen en Arubanen;2003/'04;;
188;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Overig niet-westerse allochtonen;2003/'04;;
189;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;4;Herkomst onbekend;2003/'04;;
190;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Totaal herkomstgroeperingen;2003/'04;;
191;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Autochtonen;2003/'04;;
192;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Niet-westerse allochtonen;2003/'04;;
193;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Westerse allochtonen;2003/'04;;
194;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Turken;2003/'04;;
195;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Marokkanen;2003/'04;;
196;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Surinamers;2003/'04;;
197;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Antillianen en Arubanen;2003/'04;;
198;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Overig niet-westerse allochtonen;2003/'04;;
199;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;5;Herkomst onbekend;2003/'04;;
200;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Totaal herkomstgroeperingen;2003/'04;;
201;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Autochtonen;2003/'04;;
202;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Niet-westerse allochtonen;2003/'04;;
203;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Westerse allochtonen;2003/'04;;
204;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Turken;2003/'04;;
205;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Marokkanen;2003/'04;;
206;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Surinamers;2003/'04;;
207;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Antillianen en Arubanen;2003/'04;;
208;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Overig niet-westerse allochtonen;2003/'04;;
209;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;6;Herkomst onbekend;2003/'04;;
210;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Totaal herkomstgroeperingen;2003/'04;;
211;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Autochtonen;2003/'04;;
212;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Niet-westerse allochtonen;2003/'04;;
213;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Westerse allochtonen;2003/'04;;
214;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Turken;2003/'04;;
215;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Marokkanen;2003/'04;;
216;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Surinamers;2003/'04;;
217;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Antillianen en Arubanen;2003/'04;;
218;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Overig niet-westerse allochtonen;2003/'04;;
219;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;7;Herkomst onbekend;2003/'04;;
220;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Totaal herkomstgroeperingen;2003/'04;;
221;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Autochtonen;2003/'04;;
222;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Niet-westerse allochtonen;2003/'04;;
223;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Westerse allochtonen;2003/'04;;
224;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Turken;2003/'04;;
225;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Marokkanen;2003/'04;;
226;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Surinamers;2003/'04;;
227;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Antillianen en Arubanen;2003/'04;;
228;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Overig niet-westerse allochtonen;2003/'04;;
229;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;8;Herkomst onbekend;2003/'04;;
230;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Totaal herkomstgroeperingen;2003/'04;;
231;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Autochtonen;2003/'04;;
232;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Niet-westerse allochtonen;2003/'04;;
233;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Westerse allochtonen;2003/'04;;
234;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Turken;2003/'04;;
235;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Marokkanen;2003/'04;;
236;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Surinamers;2003/'04;;
237;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Antillianen en Arubanen;2003/'04;;
238;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Overig niet-westerse allochtonen;2003/'04;;
239;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;9;Herkomst onbekend;2003/'04;;
240;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Totaal herkomstgroeperingen;2003/'04;2380.0;1.0
241;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Autochtonen;2003/'04;600.0;0.0
242;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Niet-westerse allochtonen;2003/'04;1570.0;3.0
243;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Westerse allochtonen;2003/'04;180.0;1.0
244;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Turken;2003/'04;220.0;2.0
245;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Marokkanen;2003/'04;290.0;2.0
246;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Surinamers;2003/'04;40.0;0.0
247;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Antillianen en Arubanen;2003/'04;50.0;1.0
248;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Overig niet-westerse allochtonen;2003/'04;970.0;5.0
249;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Overig onderwijs;Herkomst onbekend;2003/'04;30.0;2.0
250;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Totaal herkomstgroeperingen;2003/'04;9080.0;2.0
251;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Autochtonen;2003/'04;4120.0;1.0
252;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Niet-westerse allochtonen;2003/'04;3290.0;5.0
253;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Westerse allochtonen;2003/'04;940.0;4.0
254;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Turken;2003/'04;520.0;4.0
255;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Marokkanen;2003/'04;330.0;3.0
256;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Surinamers;2003/'04;270.0;3.0
257;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Antillianen en Arubanen;2003/'04;230.0;5.0
258;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Overig niet-westerse allochtonen;2003/'04;1940.0;10.0
259;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Totaal niet in (bekostigd) onderwijs;Herkomst onbekend;2003/'04;740.0;67.0
260;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Uit GBA/onbekend;Totaal herkomstgroeperingen;2003/'04;3500.0;1.0
261;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Uit GBA/onbekend;Autochtonen;2003/'04;1040.0;0.0
262;Woongemeente;Nederland totaal;Leerjaren 1-2 totaal;Uit GBA/onbekend;Niet-westerse allochtonen;2003/'04;1310.0;2.0
