ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;InkomstenniveauHuishouden;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
102;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,9 keer minimumloon;2006/'07;9370.0;2400.0;6970.0;25.7
103;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,9 keer minimumloon;2007/'08;8440.0;2070.0;6370.0;24.5
104;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,9 keer minimumloon;2008/'09;9620.0;2030.0;7580.0;21.1
105;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2004/'05;3780.0;840.0;2940.0;22.3
106;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2005/'06;4570.0;970.0;3590.0;21.3
107;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2006/'07;4920.0;1040.0;3880.0;21.1
108;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2007/'08;5150.0;1000.0;4140.0;19.5
109;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2008/'09;4830.0;940.0;3890.0;19.5
110;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2004/'05;5820.0;1290.0;4530.0;22.1
111;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2005/'06;7490.0;1520.0;5970.0;20.3
112;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2006/'07;7410.0;1460.0;5950.0;19.7
113;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2007/'08;7730.0;1570.0;6150.0;20.4
114;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2008/'09;8160.0;1480.0;6680.0;18.1
115;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,5 tot 2 keer minimumloon;2004/'05;4930.0;1050.0;3880.0;21.3
116;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,5 tot 2 keer minimumloon;2005/'06;6200.0;1230.0;4970.0;19.8
117;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,5 tot 2 keer minimumloon;2006/'07;6780.0;1310.0;5470.0;19.3
118;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,5 tot 2 keer minimumloon;2007/'08;7270.0;1400.0;5870.0;19.2
119;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;1,5 tot 2 keer minimumloon;2008/'09;7150.0;1240.0;5920.0;17.3
120;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;2 tot 4 keer minimumloon;2004/'05;17670.0;3400.0;14270.0;19.3
121;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;2 tot 4 keer minimumloon;2005/'06;21680.0;3540.0;18150.0;16.3
122;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;2 tot 4 keer minimumloon;2006/'07;23460.0;3830.0;19630.0;16.3
123;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;2 tot 4 keer minimumloon;2007/'08;25340.0;3830.0;21510.0;15.1
124;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;2 tot 4 keer minimumloon;2008/'09;25090.0;3580.0;21510.0;14.3
125;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 4 keer minimumloon;2004/'05;11150.0;1750.0;9400.0;15.7
126;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 4 keer minimumloon;2005/'06;13840.0;1820.0;12030.0;13.1
127;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 4 keer minimumloon;2006/'07;17100.0;2160.0;14940.0;12.6
128;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 4 keer minimumloon;2007/'08;21580.0;2600.0;18980.0;12.0
129;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 4 keer minimumloon;2008/'09;21300.0;2420.0;18880.0;11.3
130;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Inkomstenniveau onbekend;2004/'05;1020.0;420.0;610.0;40.9
131;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Inkomstenniveau onbekend;2005/'06;1410.0;540.0;870.0;38.3
132;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Inkomstenniveau onbekend;2006/'07;2210.0;680.0;1530.0;30.6
133;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Inkomstenniveau onbekend;2007/'08;1290.0;470.0;820.0;36.2
134;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Inkomstenniveau onbekend;2008/'09;1030.0;410.0;610.0;40.2
135;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal inkomstenniveau huishouden;2004/'05;37760.0;6670.0;31090.0;17.7
136;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal inkomstenniveau huishouden;2005/'06;46520.0;7270.0;39250.0;15.6
137;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal inkomstenniveau huishouden;2006/'07;51540.0;7750.0;43780.0;15.0
138;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal inkomstenniveau huishouden;2007/'08;55020.0;7640.0;47380.0;13.9
139;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal inkomstenniveau huishouden;2008/'09;55450.0;7060.0;48390.0;12.7
140;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 2 keer minimumloon;2004/'05;14550.0;2920.0;11620.0;20.1
141;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 2 keer minimumloon;2005/'06;18280.0;3370.0;14910.0;18.4
142;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 2 keer minimumloon;2006/'07;19270.0;3530.0;15740.0;18.3
143;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 2 keer minimumloon;2007/'08;19150.0;3380.0;15770.0;17.6
144;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 2 keer minimumloon;2008/'09;20130.0;3170.0;16960.0;15.8
145;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,9 keer minimumloon;2004/'05;4360.0;1050.0;3310.0;24.1
146;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,9 keer minimumloon;2005/'06;5720.0;1260.0;4470.0;21.9
147;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,9 keer minimumloon;2006/'07;6220.0;1350.0;4870.0;21.7
148;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,9 keer minimumloon;2007/'08;5580.0;1160.0;4420.0;20.8
149;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,9 keer minimumloon;2008/'09;6550.0;1160.0;5390.0;17.7
150;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2004/'05;2540.0;480.0;2060.0;18.9
151;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2005/'06;3040.0;520.0;2520.0;17.1
152;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2006/'07;3350.0;580.0;2770.0;17.4
153;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2007/'08;3430.0;540.0;2890.0;15.7
154;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,9 tot 1,1 keer minimumloon;2008/'09;3160.0;510.0;2650.0;16.0
155;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2004/'05;4040.0;770.0;3280.0;19.0
156;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2005/'06;5070.0;870.0;4210.0;17.1
157;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2006/'07;4930.0;800.0;4130.0;16.3
158;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2007/'08;5170.0;890.0;4280.0;17.2
159;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,1 tot 1,5 keer minimumloon;2008/'09;5480.0;800.0;4680.0;14.6
160;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,5 tot 2 keer minimumloon;2004/'05;3600.0;620.0;2970.0;17.3
161;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,5 tot 2 keer minimumloon;2005/'06;4430.0;730.0;3710.0;16.4
162;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,5 tot 2 keer minimumloon;2006/'07;4780.0;790.0;3990.0;16.6
163;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,5 tot 2 keer minimumloon;2007/'08;4970.0;790.0;4180.0;15.9
164;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;1,5 tot 2 keer minimumloon;2008/'09;4950.0;710.0;4240.0;14.3
165;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;2 tot 4 keer minimumloon;2004/'05;13630.0;2280.0;11350.0;16.7
166;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;2 tot 4 keer minimumloon;2005/'06;16470.0;2340.0;14130.0;14.2
167;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;2 tot 4 keer minimumloon;2006/'07;17530.0;2430.0;15100.0;13.9
168;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;2 tot 4 keer minimumloon;2007/'08;18600.0;2360.0;16240.0;12.7
169;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;2 tot 4 keer minimumloon;2008/'09;18440.0;2170.0;16270.0;11.8
170;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 4 keer minimumloon;2004/'05;8980.0;1250.0;7720.0;14.0
171;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 4 keer minimumloon;2005/'06;10890.0;1270.0;9630.0;11.6
172;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 4 keer minimumloon;2006/'07;13340.0;1440.0;11900.0;10.8
173;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 4 keer minimumloon;2007/'08;16490.0;1660.0;14830.0;10.1
174;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 4 keer minimumloon;2008/'09;16300.0;1540.0;14770.0;9.4
175;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Inkomstenniveau onbekend;2004/'05;610.0;210.0;390.0;35.1
176;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Inkomstenniveau onbekend;2005/'06;880.0;290.0;590.0;33.1
177;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Inkomstenniveau onbekend;2006/'07;1410.0;360.0;1050.0;25.6
178;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Inkomstenniveau onbekend;2007/'08;790.0;240.0;550.0;30.6
