ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
32;Total domestic sectors;Total domestic sectors;Opening balance sheet;2005 3rd quarter;554610.0;;;201578.0;1115453.0;;;
33;Total domestic sectors;Total domestic sectors;Opening balance sheet;2005 4th quarter;568356.0;;;203105.0;1132933.0;;;
34;Total domestic sectors;Total domestic sectors;Opening balance sheet;2005;505731.0;;;176175.0;1085451.0;;;
35;Total domestic sectors;Total domestic sectors;Opening balance sheet;2006 1st quarter;582639.0;;;203398.0;1150890.0;;;
36;Total domestic sectors;Total domestic sectors;Opening balance sheet;2006 2nd quarter;605693.0;;;209346.0;1164535.0;;;
37;Total domestic sectors;Total domestic sectors;Opening balance sheet;2006 3rd quarter;602438.0;;;207647.0;1175465.0;;;
38;Total domestic sectors;Total domestic sectors;Opening balance sheet;2006 4th quarter;622951.0;;;213993.0;1192643.0;;;
39;Total domestic sectors;Total domestic sectors;Opening balance sheet;2006;582639.0;;;203398.0;1150890.0;;;
40;Total domestic sectors;Total domestic sectors;Opening balance sheet;2007 1st quarter;624566.0;;;211082.0;1222116.0;;;
41;Total domestic sectors;Total domestic sectors;Opening balance sheet;2007 2nd quarter;648061.0;;;234882.0;1248301.0;;;
42;Total domestic sectors;Total domestic sectors;Opening balance sheet;2007 3rd quarter;681795.0;;;239702.0;1262435.0;;;
43;Total domestic sectors;Total domestic sectors;Opening balance sheet;2007 4th quarter;668811.0;;;242135.0;1275149.0;;;
44;Total domestic sectors;Total domestic sectors;Opening balance sheet;2007;624566.0;;;211082.0;1222116.0;;;
45;Total domestic sectors;Total domestic sectors;Opening balance sheet;2008 1st quarter;705013.0;;;223646.0;1312858.0;;;
46;Total domestic sectors;Total domestic sectors;Opening balance sheet;2008 2nd quarter;689472.0;;;251933.0;1332320.0;;;
47;Total domestic sectors;Total domestic sectors;Opening balance sheet;2008 3rd quarter;779267.0;;;264394.0;1352062.0;;;
48;Total domestic sectors;Total domestic sectors;Opening balance sheet;2008 4th quarter;811787.0;;;259881.0;1372470.0;;;
49;Total domestic sectors;Total domestic sectors;Opening balance sheet;2008;705013.0;;;223646.0;1312858.0;;;
50;Total domestic sectors;Total domestic sectors;Opening balance sheet;2009 1st quarter;788049.0;;;283303.0;1402716.0;;;
51;Total domestic sectors;Total domestic sectors;Opening balance sheet;2009 2nd quarter;763110.0;;;286012.0;1417687.0;;;
52;Total domestic sectors;Total domestic sectors;Opening balance sheet;2009 3rd quarter;823337.0;;;290582.0;1424411.0;;;
53;Total domestic sectors;Total domestic sectors;Opening balance sheet;2009 4th quarter;794251.0;;;272269.0;1428706.0;;;
54;Total domestic sectors;Total domestic sectors;Opening balance sheet;2009;788049.0;;;283303.0;1402716.0;;;
55;Total domestic sectors;Total domestic sectors;Opening balance sheet;2010 1st quarter;801989.0;13091.0;378607.0;340483.0;1645500.0;663895.0;63993.0;402189.0
56;Total domestic sectors;Total domestic sectors;Opening balance sheet;2010 2nd quarter;813523.0;14257.0;377123.0;366585.0;1669012.0;667920.0;68233.0;444830.0
57;Total domestic sectors;Total domestic sectors;Opening balance sheet;2010 3rd quarter;872933.0;11459.0;382160.0;404587.0;1666486.0;675182.0;66645.0;430032.0
58;Total domestic sectors;Total domestic sectors;Opening balance sheet;2010 4th quarter;809757.0;11079.0;389084.0;416243.0;1653467.0;679683.0;69439.0;437291.0
59;Total domestic sectors;Total domestic sectors;Opening balance sheet;2010;801989.0;13091.0;378607.0;340483.0;1645500.0;663895.0;63993.0;402189.0
60;Total domestic sectors;Total domestic sectors;Opening balance sheet;2011 1st quarter;797182.0;9723.0;396199.0;433930.0;1684861.0;683208.0;71722.0;450998.0
61;Total domestic sectors;Total domestic sectors;Opening balance sheet;2011 2nd quarter;795402.0;9253.0;364193.0;482875.0;1690743.0;685958.0;72885.0;462805.0
62;Total domestic sectors;Total domestic sectors;Opening balance sheet;2011 3rd quarter;829615.0;11119.0;365845.0;515366.0;1694438.0;689660.0;69404.0;469830.0
63;Total domestic sectors;Total domestic sectors;Opening balance sheet;2011 4th quarter;915937.0;9925.0;387079.0;543294.0;1695985.0;693116.0;57776.0;467356.0
64;Total domestic sectors;Total domestic sectors;Opening balance sheet;2011;797182.0;9723.0;396199.0;433930.0;1684861.0;683208.0;71722.0;450998.0
65;Total domestic sectors;Total domestic sectors;Opening balance sheet;2012 1st quarter;954222.0;8744.0;411334.0;573276.0;1691530.0;694709.0;62016.0;474372.0
66;Total domestic sectors;Total domestic sectors;Opening balance sheet;2012 2nd quarter;1002554.0;5837.0;407147.0;588299.0;1706134.0;695304.0;68335.0;509730.0
67;Total domestic sectors;Total domestic sectors;Opening balance sheet;2012 3rd quarter;987650.0;4967.0;403007.0;602465.0;1723278.0;697838.0;68616.0;511638.0
68;Total domestic sectors;Total domestic sectors;Opening balance sheet;2012 4th quarter;983469.0;7169.0;399569.0;615300.0;1728297.0;700184.0;73564.0;536243.0
69;Total domestic sectors;Total domestic sectors;Opening balance sheet;2012;954222.0;8744.0;411334.0;573276.0;1691530.0;694709.0;62016.0;474372.0
70;Total domestic sectors;Total domestic sectors;Opening balance sheet;2013 1st quarter;975804.0;9487.0;403243.0;596883.0;1743713.0;700707.0;77446.0;549200.0
71;Total domestic sectors;Total domestic sectors;Opening balance sheet;2013 2nd quarter;931162.0;6209.0;391835.0;603107.0;1744659.0;696710.0;84643.0;575776.0
72;Total domestic sectors;Total domestic sectors;Opening balance sheet;2013 3rd quarter;930611.0;5808.0;398205.0;591700.0;1750375.0;694094.0;82793.0;564123.0
73;Total domestic sectors;Total domestic sectors;Opening balance sheet;2013 4th quarter;912552.0;4689.0;395572.0;573638.0;1769699.0;697124.0;98035.0;586985.0
74;Total domestic sectors;Total domestic sectors;Opening balance sheet;2013;975804.0;9487.0;403243.0;596883.0;1743713.0;700707.0;77446.0;549200.0
75;Total domestic sectors;Total domestic sectors;Opening balance sheet;2014 1st quarter;864233.0;5917.0;383859.0;533075.0;1764772.0;690756.0;90844.0;604830.0
76;Total domestic sectors;Total domestic sectors;Opening balance sheet;2014 2nd quarter;859744.0;6548.0;389790.0;536383.0;1764359.0;688797.0;96832.0;620568.0
77;Total domestic sectors;Total domestic sectors;Opening balance sheet;2014 3rd quarter;843335.0;6835.0;398820.0;531945.0;1788832.0;688918.0;95500.0;654039.0
78;Total domestic sectors;Total domestic sectors;Opening balance sheet;2014 4th quarter;831554.0;6450.0;397519.0;543796.0;1801725.0;688991.0;102077.0;689019.0
79;Total domestic sectors;Total domestic sectors;Opening balance sheet;2014;864233.0;5917.0;383859.0;533075.0;1764772.0;690756.0;90844.0;604830.0
80;Total domestic sectors;Total domestic sectors;Opening balance sheet;2015 1st quarter;847044.0;6443.0;399067.0;607449.0;1714623.0;690654.0;102543.0;708713.0
81;Total domestic sectors;Total domestic sectors;Opening balance sheet;2015 2nd quarter;869862.0;5477.0;407281.0;655518.0;1722492.0;691872.0;118157.0;769617.0
82;Total domestic sectors;Total domestic sectors;Opening balance sheet;2015 3rd quarter;906754.0;4983.0;401575.0;629338.0;1733102.0;692793.0;109382.0;736479.0
83;Total domestic sectors;Total domestic sectors;Opening balance sheet;2015 4th quarter;920068.0;5263.0;406079.0;600574.0;1741222.0;695014.0;103600.0;707826.0
84;Total domestic sectors;Total domestic sectors;Opening balance sheet;2015;847044.0;6443.0;399067.0;607449.0;1714623.0;690654.0;102543.0;708713.0
85;Total domestic sectors;Total domestic sectors;Opening balance sheet;2016 1st quarter;918685.0;3709.0;402050.0;597244.0;1752838.0;698211.0;116947.0;727260.0
86;Total domestic sectors;Total domestic sectors;Opening balance sheet;2016 2nd quarter;960631.0;5165.0;406845.0;618585.0;1774915.0;701143.0;106377.0;733703.0
87;Total domestic sectors;Total domestic sectors;Opening balance sheet;2016 3rd quarter;971726.0;5481.0;435105.0;584969.0;1805116.0;704564.0;107573.0;765765.0
88;Total domestic sectors;Total domestic sectors;Opening balance sheet;2016 4th quarter;1023386.0;5415.0;440357.0;588269.0;1832378.0;708992.0;111952.0;787039.0
89;Total domestic sectors;Total domestic sectors;Opening balance sheet;2016;918685.0;3709.0;402050.0;597244.0;1752838.0;698211.0;116947.0;727260.0
90;Total domestic sectors;Total domestic sectors;Opening balance sheet;2017 1st quarter;1001451.0;5255.0;431068.0;562689.0;1882164.0;710109.0;131281.0;803235.0
91;Total domestic sectors;Total domestic sectors;Opening balance sheet;2017 2nd quarter;1086496.0;5374.0;434365.0;593274.0;1908803.0;712530.0;140750.0;812342.0
92;Total domestic sectors;Total domestic sectors;Opening balance sheet;2017 3rd quarter;1054549.0;5080.0;436341.0;586353.0;1919233.0;716306.0;138739.0;817993.0
93;Total domestic sectors;Total domestic sectors;Opening balance sheet;2017 4th quarter;1082322.0;4300.0;425392.0;585419.0;1933149.0;718838.0;141648.0;843101.0
94;Total domestic sectors;Total domestic sectors;Opening balance sheet;2017;1001451.0;5255.0;431068.0;562689.0;1882164.0;710109.0;131281.0;803235.0
95;Total domestic sectors;Total domestic sectors;Opening balance sheet;2018 1st quarter;1035806.0;4848.0;428419.0;597463.0;1936494.0;721077.0;137708.0;852526.0
96;Total domestic sectors;Total domestic sectors;Opening balance sheet;2018 2nd quarter;1094444.0;4847.0;438787.0;618859.0;1943789.0;724066.0;138181.0;826388.0
97;Total domestic sectors;Total domestic sectors;Opening balance sheet;2018 3rd quarter;1073100.0;6371.0;444618.0;587221.0;1950440.0;727971.0;138107.0;850347.0
98;Total domestic sectors;Total domestic sectors;Opening balance sheet;2018 4th quarter;1099000.0;5298.0;423864.0;580038.0;1950428.0;731277.0;133013.0;869164.0
99;Total domestic sectors;Total domestic sectors;Opening balance sheet;2018;1035806.0;4848.0;428419.0;597463.0;1936494.0;721077.0;137708.0;852526.0
100;Total domestic sectors;Total domestic sectors;Opening balance sheet;2019 1st quarter;1038873.0;6383.0;422579.0;554163.0;1953231.0;735041.0;115540.0;817898.0
101;Total domestic sectors;Total domestic sectors;Opening balance sheet;2019 2nd quarter;1064739.0;6570.0;416733.0;575645.0;1966153.0;736741.0;133247.0;862084.0
102;Total domestic sectors;Total domestic sectors;Opening balance sheet;2019 3rd quarter;1055715.0;6700.0;427851.0;569895.0;1979433.0;740974.0;137701.0;878514.0
103;Total domestic sectors;Total domestic sectors;Opening balance sheet;2019 4th quarter;1098594.0;5228.0;424908.0;581905.0;1987998.0;743639.0;138400.0;920114.0
104;Total domestic sectors;Total domestic sectors;Opening balance sheet;2019;1038873.0;6383.0;422579.0;554163.0;1953231.0;735041.0;115540.0;817898.0
105;Total domestic sectors;Total domestic sectors;Opening balance sheet;2020 1st quarter;1043762.0;4567.0;416907.0;555126.0;1993088.0;746150.0;141918.0;924109.0
106;Total domestic sectors;Total domestic sectors;Opening balance sheet;2020 2nd quarter;1139334.0;5476.0;411635.0;594612.0;2015919.0;749204.0;105891.0;802439.0
107;Total domestic sectors;Total domestic sectors;Opening balance sheet;2020 3rd quarter;1334280.0;19729.0;427121.0;581699.0;2035936.0;753653.0;134856.0;868413.0
108;Total domestic sectors;Total domestic sectors;Opening balance sheet;2020 4th quarter;1426815.0;25983.0;423707.0;525495.0;2039465.0;758227.0;132260.0;897265.0
109;Total domestic sectors;Total domestic sectors;Opening balance sheet;2020;1043762.0;4567.0;416907.0;555126.0;1993088.0;746150.0;141918.0;924109.0
110;Total domestic sectors;Total domestic sectors;Opening balance sheet;2021 1st quarter;1367525.0;25686.0;434108.0;523334.0;2095609.0;764031.0;155826.0;964506.0
111;Total domestic sectors;Total domestic sectors;Opening balance sheet;2021 2nd quarter;1455740.0;18352.0;430623.0;557108.0;2142213.0;772695.0;161047.0;987364.0
112;Total domestic sectors;Total domestic sectors;Opening balance sheet;2021 3rd quarter;1524521.0;14912.0;447853.0;572410.0;2151939.0;782171.0;165985.0;1019267.0
113;Total domestic sectors;Total domestic sectors;Opening balance sheet;2021 4th quarter;1562753.0;14375.0;445148.0;506726.0;2167775.0;792791.0;176258.0;1004218.0
114;Total domestic sectors;Total domestic sectors;Opening balance sheet;2021;1367525.0;25686.0;434108.0;523334.0;2095609.0;764031.0;155826.0;964506.0
115;Total domestic sectors;Total domestic sectors;Opening balance sheet;2022 1st quarter;1517948.0;15690.0;480996.0;491778.0;2179548.0;800682.0;183773.0;974006.0
116;Total domestic sectors;Total domestic sectors;Opening balance sheet;2022 2nd quarter;1619187.0;12572.0;448725.0;492114.0;2194633.0;810318.0;171547.0;914069.0
117;Total domestic sectors;Total domestic sectors;Opening balance sheet;2022 3rd quarter;1637695.0;11249.0;419173.0;512332.0;2213772.0;821033.0;154196.0;827181.0
118;Total domestic sectors;Total domestic sectors;Opening balance sheet;2022 4th quarter;1702355.0;10224.0;389844.0;530895.0;2224579.0;827471.0;157179.0;788645.0
119;Total domestic sectors;Total domestic sectors;Opening balance sheet;2022;1517948.0;15690.0;480996.0;491778.0;2179548.0;800682.0;183773.0;974006.0
120;Total domestic sectors;Total domestic sectors;Opening balance sheet;2023 1st quarter;1466775.0;15705.0;391006.0;527933.0;2229700.0;829925.0;153974.0;700342.0
121;Total domestic sectors;Total domestic sectors;Opening balance sheet;2023 2nd quarter;1525962.0;9848.0;389431.0;510279.0;2241561.0;835421.0;171910.0;706074.0
122;Total domestic sectors;Total domestic sectors;Opening balance sheet;2023 3rd quarter;1480735.0;11021.0;392995.0;500659.0;2254037.0;839124.0;173483.0;712806.0
123;Total domestic sectors;Total domestic sectors;Opening balance sheet;2023 4th quarter;1493291.0;10398.0;377457.0;509249.0;2267942.0;842437.0;171544.0;708445.0
124;Total domestic sectors;Total domestic sectors;Opening balance sheet;2023;1466775.0;15705.0;391006.0;527933.0;2229700.0;829925.0;153974.0;700342.0
125;Total domestic sectors;Total domestic sectors;Opening balance sheet;2024 1st quarter;1362244.0;16169.0;395071.0;530209.0;2249054.0;846943.0;180113.0;722843.0
126;Total domestic sectors;Total domestic sectors;Opening balance sheet;2024 2nd quarter;1389852.0;12184.0;383818.0;541024.0;2261564.0;853674.0;191246.0;748461.0
127;Total domestic sectors;Total domestic sectors;Opening balance sheet;2024 3rd quarter;1391732.0;14071.0;381914.0;521042.0;2279604.0;862796.0;179214.0;744191.0
128;Total domestic sectors;Total domestic sectors;Opening balance sheet;2024 4th quarter;1414351.0;10225.0;380920.0;524503.0;2292747.0;873716.0;170236.0;757406.0
129;Total domestic sectors;Total domestic sectors;Opening balance sheet;2024;1362244.0;16169.0;395071.0;530209.0;2249054.0;846943.0;180113.0;722843.0
130;Total domestic sectors;Total domestic sectors;Financial transactions;1999 1st quarter;7028.0;;;6609.0;11214.0;;;
131;Total domestic sectors;Total domestic sectors;Financial transactions;1999 2nd quarter;12217.0;;;1750.0;13293.0;;;
132;Total domestic sectors;Total domestic sectors;Financial transactions;1999 3rd quarter;278.0;;;3338.0;14201.0;;;
133;Total domestic sectors;Total domestic sectors;Financial transactions;1999 4th quarter;5380.0;;;-530.0;14305.0;;;
134;Total domestic sectors;Total domestic sectors;Financial transactions;1999;24903.0;;;11167.0;53013.0;;;
135;Total domestic sectors;Total domestic sectors;Financial transactions;2000 1st quarter;23271.0;;;9476.0;8042.0;;;
136;Total domestic sectors;Total domestic sectors;Financial transactions;2000 2nd quarter;-11340.0;;;5072.0;9529.0;;;
137;Total domestic sectors;Total domestic sectors;Financial transactions;2000 3rd quarter;17081.0;;;6291.0;10841.0;;;
138;Total domestic sectors;Total domestic sectors;Financial transactions;2000 4th quarter;-6620.0;;;1478.0;11790.0;;;
139;Total domestic sectors;Total domestic sectors;Financial transactions;2000;22392.0;;;22317.0;40202.0;;;
140;Total domestic sectors;Total domestic sectors;Financial transactions;2001 1st quarter;20870.0;;;-5968.0;7129.0;;;
141;Total domestic sectors;Total domestic sectors;Financial transactions;2001 2nd quarter;-855.0;;;2267.0;13014.0;;;
142;Total domestic sectors;Total domestic sectors;Financial transactions;2001 3rd quarter;9628.0;;;7043.0;9885.0;;;
143;Total domestic sectors;Total domestic sectors;Financial transactions;2001 4th quarter;18097.0;;;1346.0;10529.0;;;
144;Total domestic sectors;Total domestic sectors;Financial transactions;2001;47740.0;;;4688.0;40557.0;;;
145;Total domestic sectors;Total domestic sectors;Financial transactions;2002 1st quarter;11884.0;;;6663.0;5661.0;;;
146;Total domestic sectors;Total domestic sectors;Financial transactions;2002 2nd quarter;12061.0;;;-2024.0;5045.0;;;
147;Total domestic sectors;Total domestic sectors;Financial transactions;2002 3rd quarter;1082.0;;;12271.0;11252.0;;;
148;Total domestic sectors;Total domestic sectors;Financial transactions;2002 4th quarter;1781.0;;;-8355.0;16270.0;;;
149;Total domestic sectors;Total domestic sectors;Financial transactions;2002;26808.0;;;8555.0;38228.0;;;
150;Total domestic sectors;Total domestic sectors;Financial transactions;2003 1st quarter;25487.0;;;-4475.0;9784.0;;;
151;Total domestic sectors;Total domestic sectors;Financial transactions;2003 2nd quarter;-5099.0;;;-3706.0;21794.0;;;
152;Total domestic sectors;Total domestic sectors;Financial transactions;2003 3rd quarter;17885.0;;;-3418.0;17716.0;;;
153;Total domestic sectors;Total domestic sectors;Financial transactions;2003 4th quarter;3947.0;;;-1097.0;20408.0;;;
154;Total domestic sectors;Total domestic sectors;Financial transactions;2003;42220.0;;;-12696.0;69702.0;;;
155;Total domestic sectors;Total domestic sectors;Financial transactions;2004 1st quarter;-4002.0;;;2234.0;10736.0;;;
156;Total domestic sectors;Total domestic sectors;Financial transactions;2004 2nd quarter;24584.0;;;6485.0;5287.0;;;
157;Total domestic sectors;Total domestic sectors;Financial transactions;2004 3rd quarter;4901.0;;;5936.0;14801.0;;;
158;Total domestic sectors;Total domestic sectors;Financial transactions;2004 4th quarter;5905.0;;;4798.0;2952.0;;;
159;Total domestic sectors;Total domestic sectors;Financial transactions;2004;31388.0;;;19453.0;33776.0;;;
160;Total domestic sectors;Total domestic sectors;Financial transactions;2005 1st quarter;18010.0;;;14588.0;12747.0;;;
161;Total domestic sectors;Total domestic sectors;Financial transactions;2005 2nd quarter;29813.0;;;12508.0;21231.0;;;
162;Total domestic sectors;Total domestic sectors;Financial transactions;2005 3rd quarter;13017.0;;;2664.0;16890.0;;;
163;Total domestic sectors;Total domestic sectors;Financial transactions;2005 4th quarter;13835.0;;;-438.0;20585.0;;;
164;Total domestic sectors;Total domestic sectors;Financial transactions;2005;74675.0;;;29322.0;71453.0;;;
165;Total domestic sectors;Total domestic sectors;Financial transactions;2006 1st quarter;24055.0;;;8105.0;13990.0;;;
166;Total domestic sectors;Total domestic sectors;Financial transactions;2006 2nd quarter;-3177.0;;;-986.0;11778.0;;;
167;Total domestic sectors;Total domestic sectors;Financial transactions;2006 3rd quarter;20758.0;;;6674.0;17842.0;;;
168;Total domestic sectors;Total domestic sectors;Financial transactions;2006 4th quarter;1992.0;;;-2507.0;29901.0;;;
169;Total domestic sectors;Total domestic sectors;Financial transactions;2006;43628.0;;;11286.0;73511.0;;;
170;Total domestic sectors;Total domestic sectors;Financial transactions;2007 1st quarter;23530.0;;;23481.0;26087.0;;;
171;Total domestic sectors;Total domestic sectors;Financial transactions;2007 2nd quarter;33697.0;;;4986.0;15263.0;;;
172;Total domestic sectors;Total domestic sectors;Financial transactions;2007 3rd quarter;-13014.0;;;2625.0;12841.0;;;
173;Total domestic sectors;Total domestic sectors;Financial transactions;2007 4th quarter;36175.0;;;-18789.0;37693.0;;;
174;Total domestic sectors;Total domestic sectors;Financial transactions;2007;80388.0;;;12303.0;91884.0;;;
175;Total domestic sectors;Total domestic sectors;Financial transactions;2008 1st quarter;-14182.0;;;28885.0;20039.0;;;
176;Total domestic sectors;Total domestic sectors;Financial transactions;2008 2nd quarter;89659.0;;;11388.0;19993.0;;;
177;Total domestic sectors;Total domestic sectors;Financial transactions;2008 3rd quarter;30484.0;;;-7030.0;19443.0;;;
178;Total domestic sectors;Total domestic sectors;Financial transactions;2008 4th quarter;-25477.0;;;25809.0;25754.0;;;
179;Total domestic sectors;Total domestic sectors;Financial transactions;2008;80484.0;;;59052.0;85229.0;;;
180;Total domestic sectors;Total domestic sectors;Financial transactions;2009 1st quarter;-25443.0;;;-1394.0;14166.0;;;
181;Total domestic sectors;Total domestic sectors;Financial transactions;2009 2nd quarter;60746.0;;;3839.0;7173.0;;;
182;Total domestic sectors;Total domestic sectors;Financial transactions;2009 3rd quarter;-28600.0;;;-18564.0;4820.0;;;
183;Total domestic sectors;Total domestic sectors;Financial transactions;2009 4th quarter;7471.0;;;-4322.0;16447.0;;;
184;Total domestic sectors;Total domestic sectors;Financial transactions;2009;14174.0;;;-20441.0;42606.0;;;
185;Total domestic sectors;Total domestic sectors;Financial transactions;2010 1st quarter;10497.0;1093.0;-3162.0;24790.0;21419.0;3930.0;-353.0;18897.0
186;Total domestic sectors;Total domestic sectors;Financial transactions;2010 2nd quarter;44238.0;-2816.0;3681.0;35730.0;9645.0;7211.0;1443.0;-9540.0
187;Total domestic sectors;Total domestic sectors;Financial transactions;2010 3rd quarter;-61139.0;-127.0;4533.0;13199.0;-10570.0;4524.0;-1144.0;-2028.0
188;Total domestic sectors;Total domestic sectors;Financial transactions;2010 4th quarter;-13024.0;-1318.0;10858.0;16925.0;31187.0;3719.0;-770.0;-1659.0
189;Total domestic sectors;Total domestic sectors;Financial transactions;2010;-19428.0;-3168.0;15910.0;90644.0;51681.0;19384.0;-824.0;5670.0
190;Total domestic sectors;Total domestic sectors;Financial transactions;2011 1st quarter;-635.0;-156.0;-28186.0;50672.0;10284.0;3045.0;-545.0;11814.0
191;Total domestic sectors;Total domestic sectors;Financial transactions;2011 2nd quarter;34506.0;1980.0;-452.0;33465.0;3713.0;3764.0;510.0;12106.0
192;Total domestic sectors;Total domestic sectors;Financial transactions;2011 3rd quarter;84755.0;-1406.0;12102.0;22920.0;1103.0;3413.0;-371.0;20981.0
193;Total domestic sectors;Total domestic sectors;Financial transactions;2011 4th quarter;37571.0;-1092.0;21872.0;29034.0;-5864.0;1769.0;-671.0;-13494.0
194;Total domestic sectors;Total domestic sectors;Financial transactions;2011;156197.0;-674.0;5336.0;136091.0;9236.0;11991.0;-1077.0;31407.0
195;Total domestic sectors;Total domestic sectors;Financial transactions;2012 1st quarter;49229.0;-2924.0;-3761.0;16730.0;14648.0;635.0;-457.0;10014.0
196;Total domestic sectors;Total domestic sectors;Financial transactions;2012 2nd quarter;-16487.0;-769.0;-5717.0;11464.0;14676.0;2616.0;4073.0;4016.0
197;Total domestic sectors;Total domestic sectors;Financial transactions;2012 3rd quarter;-3690.0;2213.0;-6955.0;14274.0;4906.0;2376.0;1508.0;4697.0
198;Total domestic sectors;Total domestic sectors;Financial transactions;2012 4th quarter;-7002.0;2389.0;1083.0;-16878.0;15667.0;619.0;523.0;8892.0
199;Total domestic sectors;Total domestic sectors;Financial transactions;2012;22050.0;909.0;-15350.0;25590.0;49897.0;6246.0;5647.0;27619.0
200;Total domestic sectors;Total domestic sectors;Financial transactions;2013 1st quarter;-44992.0;-3042.0;-8760.0;5898.0;2321.0;-3920.0;3721.0;6728.0
201;Total domestic sectors;Total domestic sectors;Financial transactions;2013 2nd quarter;-147.0;-218.0;9841.0;-9130.0;8172.0;-2559.0;1227.0;3356.0
202;Total domestic sectors;Total domestic sectors;Financial transactions;2013 3rd quarter;-17564.0;-1050.0;-1132.0;-15614.0;22462.0;3211.0;7707.0;16538.0
203;Total domestic sectors;Total domestic sectors;Financial transactions;2013 4th quarter;-43303.0;1360.0;-11799.0;-42885.0;-2169.0;-6216.0;-10089.0;9342.0
204;Total domestic sectors;Total domestic sectors;Financial transactions;2013;-106006.0;-2950.0;-11850.0;-61731.0;30786.0;-9484.0;2566.0;35964.0
