ID;LeeftijdMoederBijGeboorteKind;SamenstellingHuishouden;AantalKinderenInHetHuishouden;HerkomstlandKind;Perioden;LevendGeborenKinderen_1
84;Totaal leeftijd;Totaal huishoudens;Één kind;Suriname;2021;601
85;Totaal leeftijd;Totaal huishoudens;Één kind;Suriname;2022;597
86;Totaal leeftijd;Totaal huishoudens;Één kind;Suriname;2023;537
87;Totaal leeftijd;Totaal huishoudens;Één kind;Turkije;2021;1074
88;Totaal leeftijd;Totaal huishoudens;Één kind;Turkije;2022;1053
89;Totaal leeftijd;Totaal huishoudens;Één kind;Turkije;2023;1021
90;Totaal leeftijd;Totaal huishoudens;Één kind;Afrika (exclusief Marokko);2021;1543
91;Totaal leeftijd;Totaal huishoudens;Één kind;Afrika (exclusief Marokko);2022;1513
92;Totaal leeftijd;Totaal huishoudens;Één kind;Afrika (exclusief Marokko);2023;1629
93;Totaal leeftijd;Totaal huishoudens;Één kind;Amerika en Oceanië (ex. Suriname en N...;2021;1785
94;Totaal leeftijd;Totaal huishoudens;Één kind;Amerika en Oceanië (ex. Suriname en N...;2022;1825
95;Totaal leeftijd;Totaal huishoudens;Één kind;Amerika en Oceanië (ex. Suriname en N...;2023;1763
96;Totaal leeftijd;Totaal huishoudens;Één kind;Azië (exclusief Indonesië en Turkije);2021;4127
97;Totaal leeftijd;Totaal huishoudens;Één kind;Azië (exclusief Indonesië en Turkije);2022;4382
98;Totaal leeftijd;Totaal huishoudens;Één kind;Azië (exclusief Indonesië en Turkije);2023;4636
99;Totaal leeftijd;Totaal huishoudens;Één kind;Afrika;2021;2600
100;Totaal leeftijd;Totaal huishoudens;Één kind;Afrika;2022;2630
101;Totaal leeftijd;Totaal huishoudens;Één kind;Afrika;2023;2596
102;Totaal leeftijd;Totaal huishoudens;Één kind;Amerika;2021;3020
103;Totaal leeftijd;Totaal huishoudens;Één kind;Amerika;2022;3088
104;Totaal leeftijd;Totaal huishoudens;Één kind;Amerika;2023;2919
105;Totaal leeftijd;Totaal huishoudens;Één kind;Azië;2021;5433
106;Totaal leeftijd;Totaal huishoudens;Één kind;Azië;2022;5666
107;Totaal leeftijd;Totaal huishoudens;Één kind;Azië;2023;5841
108;Totaal leeftijd;Totaal huishoudens;Één kind;Oceanië;2021;141
109;Totaal leeftijd;Totaal huishoudens;Één kind;Oceanië;2022;112
110;Totaal leeftijd;Totaal huishoudens;Één kind;Oceanië;2023;115
111;Totaal leeftijd;Totaal huishoudens;Één kind;Onbekend herkomstland;2021;0
112;Totaal leeftijd;Totaal huishoudens;Één kind;Onbekend herkomstland;2022;0
113;Totaal leeftijd;Totaal huishoudens;Één kind;Onbekend herkomstland;2023;0
114;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Totaal;2021;65270
115;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Totaal;2022;59411
116;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Totaal;2023;60187
117;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Nederland;2021;49340
118;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Nederland;2022;44508
119;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Nederland;2023;45206
120;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Buiten Nederland;2021;15930
121;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Buiten Nederland;2022;14903
122;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Buiten Nederland;2023;14981
123;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Europa (exclusief Nederland);2021;5534
124;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Europa (exclusief Nederland);2022;4993
125;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Europa (exclusief Nederland);2023;5149
126;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Europese Unie (exclusief Nederland);2021;4344
127;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Europese Unie (exclusief Nederland);2022;3819
128;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Europese Unie (exclusief Nederland);2023;3888
129;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Buiten Europa;2021;10396
130;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Buiten Europa;2022;9910
131;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Buiten Europa;2023;9832
132;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Indonesië;2021;185
133;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Indonesië;2022;171
134;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Indonesië;2023;164
135;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Marokko;2021;1188
136;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Marokko;2022;1156
137;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Marokko;2023;1066
138;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Nederlandse Cariben;2021;690
139;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Nederlandse Cariben;2022;661
140;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Nederlandse Cariben;2023;699
141;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Suriname;2021;651
142;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Suriname;2022;629
143;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Suriname;2023;496
144;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Turkije;2021;1158
145;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Turkije;2022;1034
146;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Turkije;2023;1025
147;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Afrika (exclusief Marokko);2021;1719
148;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Afrika (exclusief Marokko);2022;1565
149;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Afrika (exclusief Marokko);2023;1577
150;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Amerika en Oceanië (ex. Suriname en N...;2021;1244
151;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Amerika en Oceanië (ex. Suriname en N...;2022;1194
152;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Amerika en Oceanië (ex. Suriname en N...;2023;1255
153;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Azië (exclusief Indonesië en Turkije);2021;3561
154;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Azië (exclusief Indonesië en Turkije);2022;3500
155;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Azië (exclusief Indonesië en Turkije);2023;3550
156;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Afrika;2021;2907
157;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Afrika;2022;2721
158;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Afrika;2023;2643
159;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Amerika;2021;2496
160;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Amerika;2022;2384
161;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Amerika;2023;2352
162;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Azië;2021;4904
163;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Azië;2022;4705
164;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Azië;2023;4739
165;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Oceanië;2021;89
166;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Oceanië;2022;100
167;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Oceanië;2023;98
168;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Onbekend herkomstland;2021;0
169;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Onbekend herkomstland;2022;0
170;Totaal leeftijd;Totaal huishoudens;Twee kinderen;Onbekend herkomstland;2023;0
171;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Totaal;2021;24007
172;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Totaal;2022;21834
173;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Totaal;2023;20662
174;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Nederland;2021;17160
175;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Nederland;2022;15359
176;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Nederland;2023;14377
177;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Buiten Nederland;2021;6847
178;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Buiten Nederland;2022;6475
179;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Buiten Nederland;2023;6285
180;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Europa (exclusief Nederland);2021;1424
181;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Europa (exclusief Nederland);2022;1334
182;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Europa (exclusief Nederland);2023;1351
183;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Europese Unie (exclusief Nederland);2021;1103
184;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Europese Unie (exclusief Nederland);2022;961
185;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Europese Unie (exclusief Nederland);2023;947
186;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Buiten Europa;2021;5423
187;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Buiten Europa;2022;5141
188;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Buiten Europa;2023;4934
189;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Indonesië;2021;65
190;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Indonesië;2022;67
191;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Indonesië;2023;41
192;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Marokko;2021;1061
193;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Marokko;2022;935
194;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Marokko;2023;838
195;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Nederlandse Cariben;2021;374
196;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Nederlandse Cariben;2022;384
197;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Nederlandse Cariben;2023;355
198;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Suriname;2021;334
199;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Suriname;2022;295
200;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Suriname;2023;294
201;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Turkije;2021;682
202;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Turkije;2022;614
203;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Turkije;2023;540
204;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Afrika (exclusief Marokko);2021;1009
205;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Afrika (exclusief Marokko);2022;995
206;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Afrika (exclusief Marokko);2023;972
207;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Amerika en Oceanië (ex. Suriname en N...;2021;374
208;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Amerika en Oceanië (ex. Suriname en N...;2022;319
209;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Amerika en Oceanië (ex. Suriname en N...;2023;318
210;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Azië (exclusief Indonesië en Turkije);2021;1524
211;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Azië (exclusief Indonesië en Turkije);2022;1532
212;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Azië (exclusief Indonesië en Turkije);2023;1576
213;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Afrika;2021;2070
214;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Afrika;2022;1930
215;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Afrika;2023;1810
216;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Amerika;2021;1052
217;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Amerika;2022;984
218;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Amerika;2023;950
219;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Azië;2021;2271
220;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Azië;2022;2213
221;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Azië;2023;2157
222;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Oceanië;2021;30
223;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Oceanië;2022;14
224;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Oceanië;2023;17
225;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Onbekend herkomstland;2021;0
226;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Onbekend herkomstland;2022;0
227;Totaal leeftijd;Totaal huishoudens;Drie kinderen;Onbekend herkomstland;2023;0
228;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Totaal;2021;9276
229;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Totaal;2022;8825
230;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Totaal;2023;8582
231;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Nederland;2021;5454
232;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Nederland;2022;5084
233;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Nederland;2023;4936
234;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Buiten Nederland;2021;3822
235;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Buiten Nederland;2022;3741
236;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Buiten Nederland;2023;3646
237;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Europa (exclusief Nederland);2021;353
238;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Europa (exclusief Nederland);2022;391
239;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Europa (exclusief Nederland);2023;394
240;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Europese Unie (exclusief Nederland);2021;251
241;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Europese Unie (exclusief Nederland);2022;288
242;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Europese Unie (exclusief Nederland);2023;265
243;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Buiten Europa;2021;3469
244;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Buiten Europa;2022;3350
245;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Buiten Europa;2023;3252
246;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Indonesië;2021;25
247;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Indonesië;2022;12
248;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Indonesië;2023;9
249;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Marokko;2021;902
250;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Marokko;2022;826
251;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Marokko;2023;740
252;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Nederlandse Cariben;2021;249
253;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Nederlandse Cariben;2022;203
254;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Nederlandse Cariben;2023;250
255;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Suriname;2021;170
256;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Suriname;2022;145
257;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Suriname;2023;143
258;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Turkije;2021;270
259;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Turkije;2022;231
260;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Turkije;2023;227
261;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Afrika (exclusief Marokko);2021;845
262;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Afrika (exclusief Marokko);2022;869
263;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Afrika (exclusief Marokko);2023;819
264;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Amerika en Oceanië (ex. Suriname en N...;2021;125
265;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Amerika en Oceanië (ex. Suriname en N...;2022;119
266;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Amerika en Oceanië (ex. Suriname en N...;2023;108
267;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Azië (exclusief Indonesië en Turkije);2021;883
268;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Azië (exclusief Indonesië en Turkije);2022;945
269;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Azië (exclusief Indonesië en Turkije);2023;956
270;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Afrika;2021;1747
271;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Afrika;2022;1695
272;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Afrika;2023;1559
273;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Amerika;2021;537
274;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Amerika;2022;463
275;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Amerika;2023;495
276;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Azië;2021;1178
277;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Azië;2022;1188
278;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Azië;2023;1192
279;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Oceanië;2021;7
280;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Oceanië;2022;4
281;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Oceanië;2023;6
282;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Onbekend herkomstland;2021;0
283;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Onbekend herkomstland;2022;0
284;Totaal leeftijd;Totaal huishoudens;Vier of meer kinderen;Onbekend herkomstland;2023;0
285;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Totaal;2021;3822
286;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Totaal;2022;3975
287;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Totaal;2023;4198
288;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Nederland;2021;2111
289;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Nederland;2022;2235
290;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Nederland;2023;2339
291;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Buiten Nederland;2021;1711
292;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Buiten Nederland;2022;1740
293;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Buiten Nederland;2023;1859
294;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Europa (exclusief Nederland);2021;292
295;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Europa (exclusief Nederland);2022;336
296;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Europa (exclusief Nederland);2023;327
297;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Europese Unie (exclusief Nederland);2021;228
298;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Europese Unie (exclusief Nederland);2022;254
299;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Europese Unie (exclusief Nederland);2023;241
300;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Buiten Europa;2021;1419
301;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Buiten Europa;2022;1404
302;Totaal leeftijd;Totaal huishoudens;Overig, onbekend;Buiten Europa;2023;1532
