ID;Geslacht;Leeftijd;TypeInstelling;BurgerlijkeStaat;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Gescheiden;2004;650;0.06;695.0;0.07;215.0
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Gescheiden;2005;790;0.08;840.0;0.09;260.0
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Gescheiden;2006;970;0.1;1005.0;0.1;315.0
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Gescheiden;2007;1210;0.11;;;
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Gescheiden;2008;1335;0.12;1435.0;0.13;452.0
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Gescheiden;2009;1515;0.13;1610.0;0.15;512.0
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2004;15770;0.12;18425.0;0.14;5540.0
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2005;17070;0.13;19990.0;0.16;5985.0
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2006;18725;0.15;21545.0;0.17;6555.0
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2007;18845;0.15;;;
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2008;20025;0.15;23230.0;0.18;7035.0
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2009;21690;0.17;25350.0;0.19;7593.0
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Ongehuwd;2004;10725;0.28;12315.0;0.32;3742.0
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Ongehuwd;2005;11740;0.3;13565.0;0.34;4097.0
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Ongehuwd;2006;12870;0.32;14690.0;0.36;4502.0
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Ongehuwd;2007;13255;0.33;;;
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Ongehuwd;2008;14290;0.35;16395.0;0.4;5001.0
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Ongehuwd;2009;15520;0.37;17975.0;0.43;5413.0
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2004;1000;0.01;1350.0;0.02;372.0
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2005;1045;0.01;1395.0;0.02;388.0
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2006;1140;0.02;1465.0;0.02;413.0
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2007;835;0.01;;;
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2008;810;0.01;1075.0;0.02;299.0
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2009;880;0.01;1185.0;0.02;327.0
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Verweduwd;2004;915;0.1;1175.0;0.13;342.0
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Verweduwd;2005;925;0.11;1125.0;0.13;335.0
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Verweduwd;2006;935;0.11;1130.0;0.13;338.0
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Verweduwd;2007;780;0.09;;;
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Verweduwd;2008;740;0.09;935.0;0.11;269.0
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Verweduwd;2009;775;0.09;945.0;0.11;273.0
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gescheiden;2004;3125;0.31;3590.0;0.37;1084.0
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gescheiden;2005;3365;0.34;3910.0;0.41;1165.0
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gescheiden;2006;3780;0.37;4260.0;0.43;1302.0
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gescheiden;2007;3970;0.37;;;
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gescheiden;2008;4180;0.38;4830.0;0.45;1466.0
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Gescheiden;2009;4515;0.4;5250.0;0.48;1581.0
120;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2004;18025;0.51;20400.0;0.59;6190.0
121;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2005;19540;0.56;22065.0;0.65;6644.0
122;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2006;20885;0.61;23640.0;0.71;7188.0
123;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2007;22015;0.65;;;
124;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2008;23465;0.69;26530.0;0.81;8345.0
125;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2009;25335;0.74;28495.0;0.86;8926.0
126;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Ongehuwd;2004;17825;0.69;20165.0;0.76;6133.0
127;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Ongehuwd;2005;19325;0.74;21805.0;0.83;6583.0
128;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Ongehuwd;2006;20605;0.79;23325.0;0.89;7108.0
129;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Ongehuwd;2007;21785;0.83;;;
130;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Ongehuwd;2008;23205;0.88;26225.0;0.99;8271.0
131;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Ongehuwd;2009;25040;0.93;28160.0;1.05;8839.0
132;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2004;90;0.01;125.0;0.02;26.0
133;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2005;110;0.01;140.0;0.02;32.0
134;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2006;145;0.02;175.0;0.03;42.0
135;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2007;105;0.01;;;
136;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2008;115;0.02;150.0;0.02;33.0
137;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2009;140;0.02;165.0;0.03;40.0
138;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Verweduwd;2004;0;0.0;0.0;0.0;0.0
139;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Verweduwd;2005;0;0.0;0.0;0.0;0.0
140;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Verweduwd;2006;0;0.0;0.0;0.0;0.0
141;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Verweduwd;2007;0;0.0;;;
142;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Verweduwd;2008;0;0.0;0.0;0.0;0.0
143;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Verweduwd;2009;0;0.07;0.0;0.09;0.0
144;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gescheiden;2004;110;0.15;115.0;0.18;31.0
145;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gescheiden;2005;110;0.18;120.0;0.24;29.0
146;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gescheiden;2006;140;0.25;140.0;0.31;37.0
147;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gescheiden;2007;125;0.21;;;
148;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gescheiden;2008;145;0.25;160.0;0.35;41.0
149;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Gescheiden;2009;150;0.28;170.0;0.38;47.0
150;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2004;445;0.01;580.0;0.02;156.0
151;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2005;435;0.01;585.0;0.02;152.0
152;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2006;435;0.01;595.0;0.02;152.0
153;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2007;745;0.02;;;
154;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2008;865;0.03;1150.0;0.03;293.0
155;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2009;925;0.03;1275.0;0.04;320.0
156;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Ongehuwd;2004;405;0.02;525.0;0.02;143.0
157;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Ongehuwd;2005;410;0.02;545.0;0.02;143.0
158;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Ongehuwd;2006;405;0.02;545.0;0.02;144.0
159;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Ongehuwd;2007;720;0.03;;;
160;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Ongehuwd;2008;830;0.03;1095.0;0.04;284.0
161;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Ongehuwd;2009;890;0.03;1220.0;0.05;312.0
162;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2004;20;0.0;40.0;0.0;8.0
163;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2005;15;0.0;30.0;0.0;5.0
164;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2006;15;0.0;35.0;0.01;5.0
165;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2007;15;0.0;;;
166;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2008;20;0.0;40.0;0.01;7.0
167;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2009;20;0.0;35.0;0.01;6.0
168;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Verweduwd;2004;0;0.0;0.0;0.0;0.0
169;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Verweduwd;2005;0;0.0;0.0;0.0;0.0
170;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Verweduwd;2006;0;0.0;0.0;0.0;0.0
171;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Verweduwd;2007;0;0.0;;;
172;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Verweduwd;2008;0;0.0;0.0;0.0;0.0
173;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Verweduwd;2009;0;0.0;0.0;0.0;0.0
174;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gescheiden;2004;20;0.02;20.0;0.03;6.0
175;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gescheiden;2005;10;0.01;10.0;0.02;3.0
176;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gescheiden;2006;10;0.02;15.0;0.03;3.0
177;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gescheiden;2007;10;0.02;;;
178;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gescheiden;2008;10;0.02;15.0;0.03;3.0
179;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Gescheiden;2009;10;0.02;20.0;0.04;3.0
180;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2004;14270;0.4;15835.0;0.45;4966.0
181;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2005;15225;0.44;16835.0;0.49;5234.0
182;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2006;16085;0.47;17910.0;0.54;5581.0
183;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2007;17215;0.51;;;
184;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2008;18040;0.53;20150.0;0.61;6533.0
185;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2009;19340;0.56;21380.0;0.64;6921.0
186;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Ongehuwd;2004;14205;0.55;15765.0;0.6;4950.0
187;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Ongehuwd;2005;15140;0.58;16745.0;0.63;5211.0
