ID;Geslacht;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;WerkzameBeroepsbevolking_1
21;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017 2e kwartaal;8719
22;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017 3e kwartaal;8804
23;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017 4e kwartaal;8815
24;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2017;8744
25;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018 1e kwartaal;8819
26;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018 2e kwartaal;8912
27;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018 3e kwartaal;9000
28;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018 4e kwartaal;9026
29;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2018;8939
30;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019 1e kwartaal;9030
31;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019 2e kwartaal;9104
32;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019 3e kwartaal;9156
33;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019 4e kwartaal;9177
34;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2019;9117
35;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020 1e kwartaal;9174
36;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020 2e  kwartaal;9051
37;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020 3e kwartaal;9100
38;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020 4e kwartaal;9138
39;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2020;9116
40;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021 1e kwartaal;9135
41;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021 2e kwartaal;9207
42;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021 3e kwartaal;9309
43;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021 4e kwartaal;9370
44;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2021;9255
45;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2022 1e kwartaal;9412
46;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2022 2e kwartaal;9544
47;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2022 3e kwartaal;9573
48;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2022 4e kwartaal;9663
49;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2022;9548
50;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2023 1e kwartaal;9668
51;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2023 2e kwartaal;9731
52;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2023 3e kwartaal;9752
53;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2023 4e kwartaal;9796
54;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2023;9737
55;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2024 1e kwartaal;9767
56;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2024 2e kwartaal;9822
57;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2024 3e kwartaal;9792
58;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2024 4e kwartaal;9809
59;Totaal mannen en vrouwen;Totaal personen;A-U Alle economische activiteiten;2024;9798
60;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013 1e kwartaal;880
61;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013 2e kwartaal;874
62;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013 3e kwartaal;870
63;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013 4e kwartaal;873
64;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2013;874
65;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014 1e kwartaal;866
66;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014 2e kwartaal;858
67;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014 3e kwartaal;878
68;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014 4e kwartaal;865
69;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2014;867
70;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015 1e kwartaal;885
71;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015 2e kwartaal;891
72;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015 3e kwartaal;906
73;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015 4e kwartaal;930
74;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2015;903
75;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016 1e kwartaal;902
76;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016 2e kwartaal;919
77;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016 3e kwartaal;932
78;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016 4e kwartaal;917
79;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2016;917
80;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017 1e kwartaal;908
81;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017 2e kwartaal;912
82;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017 3e kwartaal;907
83;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017 4e kwartaal;919
84;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2017;911
85;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018 1e kwartaal;910
86;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018 2e kwartaal;935
87;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018 3e kwartaal;931
88;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018 4e kwartaal;931
89;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2018;927
90;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019 1e kwartaal;918
91;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019 2e kwartaal;928
92;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019 3e kwartaal;934
93;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019 4e kwartaal;939
94;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2019;930
95;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020 1e kwartaal;950
96;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020 2e  kwartaal;935
97;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020 3e kwartaal;928
98;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020 4e kwartaal;899
99;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2020;928
100;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021 1e kwartaal;852
101;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021 2e kwartaal;860
102;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021 3e kwartaal;891
103;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021 4e kwartaal;871
104;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2021;868
105;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2022 1e kwartaal;882
106;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2022 2e kwartaal;896
107;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2022 3e kwartaal;909
108;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2022 4e kwartaal;906
109;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2022;898
110;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2023 1e kwartaal;921
111;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2023 2e kwartaal;914
112;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2023 3e kwartaal;913
113;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2023 4e kwartaal;907
114;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2023;914
115;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2024 1e kwartaal;907
116;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2024 2e kwartaal;891
117;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2024 3e kwartaal;896
118;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2024 4e kwartaal;890
119;Totaal mannen en vrouwen;Totaal personen;B-E Nijverheid (geen bouw) en energie;2024;896
120;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013 1e kwartaal;1303
121;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013 2e kwartaal;1297
122;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013 3e kwartaal;1296
123;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013 4e kwartaal;1308
124;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2013;1301
125;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014 1e kwartaal;1274
126;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014 2e kwartaal;1268
127;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014 3e kwartaal;1284
128;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014 4e kwartaal;1290
129;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2014;1279
130;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015 1e kwartaal;1293
131;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015 2e kwartaal;1306
132;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015 3e kwartaal;1326
133;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015 4e kwartaal;1347
134;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2015;1318
135;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016 1e kwartaal;1312
136;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016 2e kwartaal;1327
137;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016 3e kwartaal;1343
138;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016 4e kwartaal;1326
139;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016;1327
140;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017 1e kwartaal;1315
141;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017 2e kwartaal;1330
142;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017 3e kwartaal;1336
143;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017 4e kwartaal;1338
144;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2017;1330
145;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018 1e kwartaal;1332
146;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018 2e kwartaal;1343
147;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018 3e kwartaal;1340
148;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018 4e kwartaal;1341
149;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2018;1339
150;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2019 1e kwartaal;1329
151;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2019 2e kwartaal;1346
152;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2019 3e kwartaal;1355
153;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2019 4e kwartaal;1360
154;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2019;1347
155;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2020 1e kwartaal;1373
156;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2020 2e  kwartaal;1351
157;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2020 3e kwartaal;1339
158;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2020 4e kwartaal;1312
159;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2020;1344
160;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2021 1e kwartaal;1252
161;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2021 2e kwartaal;1257
162;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2021 3e kwartaal;1288
163;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2021 4e kwartaal;1263
164;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2021;1265
165;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2022 1e kwartaal;1275
166;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2022 2e kwartaal;1309
167;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2022 3e kwartaal;1332
168;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2022 4e kwartaal;1326
169;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2022;1310
170;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2023 1e kwartaal;1349
171;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2023 2e kwartaal;1337
172;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2023 3e kwartaal;1346
173;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2023 4e kwartaal;1349
174;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2023;1345
175;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2024 1e kwartaal;1359
176;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2024 2e kwartaal;1349
177;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2024 3e kwartaal;1351
178;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2024 4e kwartaal;1339
179;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2024;1350
180;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2013 1e kwartaal;2061
181;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2013 2e kwartaal;2065
182;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2013 3e kwartaal;2060
183;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2013 4e kwartaal;2051
184;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2013;2059
185;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2014 1e kwartaal;2066
186;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2014 2e kwartaal;2062
187;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2014 3e kwartaal;2094
188;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2014 4e kwartaal;2052
189;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2014;2068
190;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2015 1e kwartaal;2060
191;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2015 2e kwartaal;2111
192;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2015 3e kwartaal;2150
193;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2015 4e kwartaal;2140
194;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2015;2115
195;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2016 1e kwartaal;2123
196;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2016 2e kwartaal;2167
197;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2016 3e kwartaal;2149
198;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2016 4e kwartaal;2150
199;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2016;2147
200;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2017 1e kwartaal;2157
201;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2017 2e kwartaal;2174
202;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2017 3e kwartaal;2211
203;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2017 4e kwartaal;2167
204;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2017;2177
205;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2018 1e kwartaal;2185
206;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2018 2e kwartaal;2234
207;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2018 3e kwartaal;2275
208;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2018 4e kwartaal;2261
209;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2018;2239
210;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2019 1e kwartaal;2241
211;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2019 2e kwartaal;2244
212;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2019 3e kwartaal;2259
213;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2019 4e kwartaal;2196
214;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2019;2235
215;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2020 1e kwartaal;2175
216;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2020 2e  kwartaal;2057
217;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2020 3e kwartaal;2105
218;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2020 4e kwartaal;2169
219;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2020;2127
220;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2021 1e kwartaal;2246
221;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2021 2e kwartaal;2306
222;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2021 3e kwartaal;2295
223;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2021 4e kwartaal;2291
224;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2021;2284
225;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2022 1e kwartaal;2262
226;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2022 2e kwartaal;2332
227;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2022 3e kwartaal;2344
228;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2022 4e kwartaal;2342
229;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2022;2320
230;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2023 1e kwartaal;2324
231;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2023 2e kwartaal;2415
232;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2023 3e kwartaal;2394
233;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2023 4e kwartaal;2369
234;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2023;2375
235;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2024 1e kwartaal;2342
236;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2024 2e kwartaal;2363
237;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2024 3e kwartaal;2395
238;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2024 4e kwartaal;2349
239;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2024;2362
240;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2013 1e kwartaal;3733
241;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2013 2e kwartaal;3707
242;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2013 3e kwartaal;3720
243;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2013 4e kwartaal;3689
244;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2013;3712
245;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2014 1e kwartaal;3713
246;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2014 2e kwartaal;3699
247;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2014 3e kwartaal;3755
248;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2014 4e kwartaal;3714
249;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2014;3720
250;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2015 1e kwartaal;3725
251;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2015 2e kwartaal;3776
252;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2015 3e kwartaal;3808
253;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2015 4e kwartaal;3807
254;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2015;3779
255;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2016 1e kwartaal;3812
256;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2016 2e kwartaal;3857
257;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2016 3e kwartaal;3875
258;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2016 4e kwartaal;3876
259;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2016;3855
260;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2017 1e kwartaal;3841
261;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2017 2e kwartaal;3863
262;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2017 3e kwartaal;3886
263;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2017 4e kwartaal;3867
264;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2017;3865
265;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2018 1e kwartaal;3917
266;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2018 2e kwartaal;4003
267;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2018 3e kwartaal;4074
268;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2018 4e kwartaal;4087
269;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2018;4020
270;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2019 1e kwartaal;4049
271;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2019 2e kwartaal;4066
