ID;WerknemerWelNietIngezeten;KenmerkenWerknemer;BedrijfstakkenBranchesSBI2008;KenmerkenBaan;Migratieachtergrond;Perioden;BanenWerknemersGeborenInBuitenland_1
25;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015 1e kwartaal;672.6
26;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015 2e kwartaal;704.9
27;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015 3e kwartaal;720.3
28;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015 4e kwartaal;716.9
29;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2015;703.8
30;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016 1e kwartaal;699.1
31;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016 2e kwartaal;737.7
32;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016 3e kwartaal;757.2
33;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016 4e kwartaal;760.4
34;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2016;738.7
35;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 1e kwartaal;751.9
36;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 2e kwartaal;799.2
37;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 3e kwartaal;826.7
38;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 4e kwartaal;840.3
39;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017;804.8
40;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018 1e kwartaal;833.8
41;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018 2e kwartaal;882.8
42;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018 3e kwartaal;912.0
43;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018 4e kwartaal;927.5
44;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2018;889.4
45;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019 1e kwartaal;913.8
46;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019 2e kwartaal;955.8
47;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019 3e kwartaal;977.0
48;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019 4e kwartaal;986.2
49;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2019;958.4
50;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020 1e kwartaal;969.1
51;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020 2e kwartaal;939.9
52;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020 3e kwartaal;971.9
53;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020 4e kwartaal;969.9
54;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2020;962.7
55;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010 1e kwartaal;82.0
56;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010 2e kwartaal;83.7
57;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010 3e kwartaal;83.8
58;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010 4e kwartaal;83.1
59;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010;83.2
60;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011 1e kwartaal;81.4
61;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011 2e kwartaal;82.9
62;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011 3e kwartaal;82.4
63;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011 4e kwartaal;81.6
64;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011;82.1
65;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012 1e kwartaal;79.6
66;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012 2e kwartaal;80.6
67;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012 3e kwartaal;79.9
68;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012 4e kwartaal;78.8
69;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012;79.7
70;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013 1e kwartaal;76.4
71;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013 2e kwartaal;76.7
72;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013 3e kwartaal;76.2
73;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013 4e kwartaal;75.4
74;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013;76.2
75;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014 1e kwartaal;73.6
76;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014 2e kwartaal;74.8
77;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014 3e kwartaal;75.3
78;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014 4e kwartaal;75.4
79;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014;74.8
80;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015 1e kwartaal;74.1
81;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015 2e kwartaal;75.3
82;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015 3e kwartaal;75.9
83;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015 4e kwartaal;76.2
84;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015;75.4
85;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016 1e kwartaal;74.9
86;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016 2e kwartaal;76.7
87;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016 3e kwartaal;77.8
88;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016 4e kwartaal;79.2
89;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016;77.2
90;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017 1e kwartaal;78.9
91;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017 2e kwartaal;81.3
92;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017 3e kwartaal;83.4
93;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017 4e kwartaal;85.6
94;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017;82.4
95;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2018 1e kwartaal;85.6
96;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2018 2e kwartaal;88.7
97;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2018 3e kwartaal;90.8
98;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2018 4e kwartaal;93.6
99;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2018;89.7
100;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2019 1e kwartaal;93.4
101;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2019 2e kwartaal;96.1
102;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2019 3e kwartaal;97.7
103;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2019 4e kwartaal;100.1
104;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2019;96.9
105;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2020 1e kwartaal;99.8
106;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2020 2e kwartaal;95.4
107;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2020 3e kwartaal;96.8
108;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2020 4e kwartaal;97.3
109;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2020;97.4
110;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010 1e kwartaal;118.0
111;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010 2e kwartaal;119.7
112;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010 3e kwartaal;120.1
113;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010 4e kwartaal;119.6
114;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010;119.4
115;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011 1e kwartaal;116.9
116;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011 2e kwartaal;118.4
117;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011 3e kwartaal;118.2
118;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011 4e kwartaal;117.2
119;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011;117.7
120;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012 1e kwartaal;114.1
121;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012 2e kwartaal;114.9
122;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012 3e kwartaal;114.1
123;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012 4e kwartaal;112.8
124;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012;114.0
125;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013 1e kwartaal;109.6
126;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013 2e kwartaal;109.1
127;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013 3e kwartaal;107.9
128;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013 4e kwartaal;107.1
129;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013;108.4
130;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014 1e kwartaal;104.0
131;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014 2e kwartaal;105.1
132;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014 3e kwartaal;105.4
133;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014 4e kwartaal;105.6
134;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014;105.0
135;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015 1e kwartaal;103.7
136;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015 2e kwartaal;105.1
137;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015 3e kwartaal;105.7
138;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015 4e kwartaal;106.3
139;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015;105.2
140;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016 1e kwartaal;104.1
141;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016 2e kwartaal;106.6
142;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016 3e kwartaal;108.0
143;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016 4e kwartaal;109.4
144;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016;107.1
145;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017 1e kwartaal;108.4
146;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017 2e kwartaal;111.7
147;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017 3e kwartaal;113.9
148;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017 4e kwartaal;116.3
149;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017;112.6
150;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2018 1e kwartaal;115.9
151;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2018 2e kwartaal;119.7
152;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2018 3e kwartaal;122.1
153;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2018 4e kwartaal;124.9
154;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2018;120.7
155;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2019 1e kwartaal;124.0
156;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2019 2e kwartaal;127.8
157;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2019 3e kwartaal;129.2
158;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2019 4e kwartaal;131.5
159;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2019;128.2
160;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2020 1e kwartaal;130.7
161;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2020 2e kwartaal;126.1
162;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2020 3e kwartaal;127.5
163;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2020 4e kwartaal;129.4
164;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2020;128.4
165;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010 1e kwartaal;83.3
166;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010 2e kwartaal;84.7
167;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010 3e kwartaal;84.7
168;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010 4e kwartaal;84.9
169;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010;84.4
170;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011 1e kwartaal;84.0
171;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011 2e kwartaal;86.2
172;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011 3e kwartaal;86.0
173;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011 4e kwartaal;86.2
174;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011;85.6
175;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012 1e kwartaal;85.4
176;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012 2e kwartaal;86.9
177;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012 3e kwartaal;86.2
178;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012 4e kwartaal;85.9
179;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012;86.1
180;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013 1e kwartaal;84.8
181;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013 2e kwartaal;85.5
182;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013 3e kwartaal;85.1
183;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013 4e kwartaal;85.1
184;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013;85.1
185;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014 1e kwartaal;84.1
186;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014 2e kwartaal;85.4
187;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014 3e kwartaal;85.6
188;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014 4e kwartaal;86.5
189;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014;85.4
190;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015 1e kwartaal;86.2
191;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015 2e kwartaal;88.0
192;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015 3e kwartaal;88.7
193;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015 4e kwartaal;90.2
194;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015;88.3
195;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016 1e kwartaal;89.9
196;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016 2e kwartaal;92.7
197;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016 3e kwartaal;94.6
198;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016 4e kwartaal;97.2
199;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016;93.6
200;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017 1e kwartaal;98.1
201;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017 2e kwartaal;102.2
202;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017 3e kwartaal;105.3
203;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017 4e kwartaal;109.8
204;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017;103.9
205;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2018 1e kwartaal;111.6
206;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2018 2e kwartaal;117.1
207;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2018 3e kwartaal;121.3
208;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2018 4e kwartaal;127.0
209;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2018;119.3
210;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2019 1e kwartaal;129.1
211;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2019 2e kwartaal;134.5
212;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2019 3e kwartaal;137.7
213;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2019 4e kwartaal;142.4
214;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2019;136.0
215;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2020 1e kwartaal;143.3
216;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2020 2e kwartaal;137.6
217;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2020 3e kwartaal;139.6
218;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2020 4e kwartaal;141.0
219;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2020;140.4
220;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2010 1e kwartaal;345.3
