ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;Provincienaam_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
1177;Dingen;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Groningen     ;nee;nee;Dingen                         
1178;Dingstede;180;Staphorst                      ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;nee;nee;Dingstede                      
1179;Dinkelland;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;ja ;Dinkelland                     
1180;Dinteloord;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;ja ;nee;Dinteloord                     
1181;Dintelsas;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;nee;nee;Dintelsas                      
1182;Dinther;1721;Bernheze                       ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Dinther                        
1183;Dinthersehoek;1721;Bernheze                       ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Dinthersehoek                  
1184;Dinxperlo;197;Aalten                         ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;ja ;nee;Dinxperlo                      
1185;Dinxterveen;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;nee;nee;Dinxterveen                    
1186;Diphoorn;109;Coevorden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;ja ;nee;Diphoorn                       
1187;Dirkshorn;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;Noord-Holland ;ja ;nee;Dirkshorn                      
1188;Dirksland;504;Dirksland                      ;92;Goeree en Overflakkee                   ;28;Zuid-Holland  ;ja ;ja ;Dirksland                      
1189;Distelberg;788;Haaren                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Distelberg                     
1190;Diunt;879;Zundert                        ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Diunt                          
1191;Dodewaard;1740;Neder-Betuwe                   ;37;Oostelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Dodewaard                      
1192;Doenrade;962;Schinnen                       ;124;Westelijke Mijnstreek                   ;31;Limburg       ;ja ;nee;Doenrade                       
1193;Doesburg;221;Doesburg                       ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gelderland    ;ja ;ja ;Doesburg                       
1194;Doesburg;228;Ede                            ;31;Gelderse Vallei                         ;25;Gelderland    ;nee;nee;Doesburg                       
1195;Doeskwartier;547;Leiderdorp                     ;71;Randgebied Leiden                       ;28;Zuid-Holland  ;nee;nee;Doeskwartier                   
1196;Doetinchem;222;Doetinchem                     ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gelderland    ;ja ;ja ;Doetinchem                     
1197;Doeveren;738;Aalburg                        ;105;Land van Altena                         ;30;Noord-Brabant ;nee;nee;Doeveren                       
1198;Doeveren;797;Heusden                        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Doeveren                       
1199;Doezum;15;Grootegast                     ;5;Groninger zuidelijk Westerkwartier      ;20;Groningen     ;ja ;nee;Doezum                         
1200;Doijum;70;Franekeradeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;nee;nee;Doijum                         
1201;Dokkum;58;Dongeradeel                    ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Dokkum                         
1202;Dolberg;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Dolberg                        
1203;Dolder, Den;355;Zeist                          ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;ja ;nee;Dolder, Den                    
1204;Doldersum;1701;Westerveld                     ;17;Drentse Zandgronden                     ;22;Drenthe       ;ja ;nee;Doldersum                      
1205;Dombosch;779;Geertruidenberg                ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Dombosch                       
1206;Domburg;717;Veere                          ;96;Overige gemeenten Walcheren             ;29;Zeeland       ;ja ;nee;Domburg                        
1207;Dommelen;858;Valkenswaard                   ;117;Valkenswaard en oostelijke randgemeenten;30;Noord-Brabant ;nee;nee;Dommelen                       
1208;Dommelsvoort;1684;Cuijk                          ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;nee;Dommelsvoort                   
1209;Dompt;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Dompt                          
1210;Domwier;55;Boarnsterhim                   ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Domwier                        
1211;Donderen;1730;Tynaarlo                       ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;nee;Donderen                       
1212;Dongen;766;Dongen                         ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;ja ;ja ;Dongen                         
1213;Dongensevaart;766;Dongen                         ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Dongensevaart                  
1214;Dongeradeel;58;Dongeradeel                    ;12;Friese Bouwstreek                       ;21;Friesland     ;nee;ja ;Dongeradeel                    
1215;Dongjum;70;Franekeradeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Dongjum                        
1216;Doniaburen;710;Wûnseradiel                    ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Doniaburen                     
1217;Doniaga;51;Skarsterlân                    ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Doniaga                        
1218;Doniawerstal;51;Skarsterlân                    ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Doniawerstal                   
1219;Doniawier;710;Wûnseradiel                    ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Doniawier                      
1220;Donk;755;Boekel                         ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Donk                           
1221;Donk;770;Eersel                         ;116;Kempenland                              ;30;Noord-Brabant ;nee;nee;Donk                           
1222;Donk;929;Kessel                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Donk                           
1223;Donk;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Donk                           
1224;Donk;1659;Laarbeek                       ;115;Industriegebied Helmond                 ;30;Noord-Brabant ;nee;nee;Donk                           
1225;Donk;1721;Bernheze                       ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Donk                           
1226;Donk, De;693;Graafstroom                    ;77;Overige gemeenten Alblasserwaard        ;28;Zuid-Holland  ;nee;nee;Donk, De                       
1227;Donkerbroek;85;Ooststellingwerf               ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Donkerbroek                    
1228;Donkereind;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;Utrecht       ;nee;nee;Donkereind                     
1229;Donkersvoort;1659;Laarbeek                       ;115;Industriegebied Helmond                 ;30;Noord-Brabant ;nee;nee;Donkersvoort                   
1230;Donkervliet;305;Abcoude                        ;48;Vechtstreek en Plassengebied in Utrecht ;26;Utrecht       ;nee;nee;Donkervliet                    
1231;Donzel;1721;Bernheze                       ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Donzel                         
1232;Dood, De;840;Rucphen                        ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;Noord-Brabant ;nee;nee;Dood, De                       
1233;Doodenhoek;1721;Bernheze                       ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Doodenhoek                     
1234;Doodstil;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;nee;Doodstil                       
1235;Doonheide;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Doonheide                      
1236;Doorn;1581;Utrechtse Heuvelrug            ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;ja ;nee;Doorn                          
1237;Doornakkers, De;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;nee;nee;Doornakkers, De                
1238;Doornenburg;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Doornenburg                    
1239;Doornhoek;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Doornhoek                      
1240;Doornik;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Doornik                        
1241;Doorning;263;Maasdriel                      ;42;Bommelerwaard                           ;25;Gelderland    ;nee;nee;Doorning                       
1242;Doornspijk;230;Elburg                         ;32;IJsselmeerkust                          ;25;Gelderland    ;ja ;nee;Doornspijk                     
1243;Doorwerth;274;Renkum                         ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gelderland    ;ja ;nee;Doorwerth                      
1244;Doosje;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;nee;nee;Doosje                         
1245;Dordrecht;505;Dordrecht                      ;89;Eiland van Dordrecht                    ;28;Zuid-Holland  ;ja ;ja ;Dordrecht                      
1246;Dorkwerd;14;Groningen                      ;7;Stad Groningen                          ;20;Groningen     ;nee;nee;Dorkwerd                       
1247;Dorp;15;Grootegast                     ;5;Groninger zuidelijk Westerkwartier      ;20;Groningen     ;nee;nee;Dorp                           
1248;Dorp, Het;202;Arnhem                         ;35;Arnhem                                  ;25;Gelderland    ;nee;nee;Dorp, Het                      
1249;Dorplein;1706;Cranendonck                    ;117;Valkenswaard en oostelijke randgemeenten;30;Noord-Brabant ;ja ;nee;Dorplein                       
1250;Dorregeest;450;Uitgeest                       ;55;Noord-Kennemerland                      ;27;Noord-Holland ;nee;nee;Dorregeest                     
1251;Dorshout;860;Veghel                         ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Dorshout                       
1252;Dorst;826;Oosterhout                     ;104;Gebied om Breda                         ;30;Noord-Brabant ;ja ;nee;Dorst                          
1253;Dortherhoek;150;Deventer                       ;22;Zuidwest-Overijssel                     ;23;Overijssel    ;nee;nee;Dortherhoek                    
1254;Douvergenhout;881;Onderbanken                    ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Douvergenhout                  
1255;Douwen;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;nee;Douwen                         
1256;Draai;398;Heerhugowaard                  ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Draai                          
1257;Draaibrug;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;Zuid-Holland  ;nee;nee;Draaibrug                      
1258;Draaibrug;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Zeeland       ;nee;nee;Draaibrug                      
1259;Draaierij;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Draaierij                      
1260;Drachten;90;Smallingerland                 ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Drachten                       
1261;Drachtstercompagnie;90;Smallingerland                 ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Drachtstercompagnie            
1262;Drechterland;498;Drechterland                   ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;nee;ja ;Drechterland                   
1263;Dreischor;1676;Schouwen-Duiveland             ;93;Schouwen-Duiveland                      ;29;Zeeland       ;ja ;nee;Dreischor                      
1264;Drempt;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;ja ;nee;Drempt                         
1265;Drentsdorp;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;nee;nee;Drentsdorp                     
1266;Dreumel;668;West Maas en Waal              ;41;Land van Maas en Waal                   ;25;Gelderland    ;ja ;nee;Dreumel                        
1267;Drie;233;Ermelo                         ;32;IJsselmeerkust                          ;25;Gelderland    ;nee;nee;Drie                           
1268;Drie Hoefijzers;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Zeeland       ;nee;nee;Drie Hoefijzers                
1269;Drie Hoefijzers;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;nee;nee;Drie Hoefijzers                
1270;Driebergen;1581;Utrechtse Heuvelrug            ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;nee;nee;Driebergen                     
1271;Drieborg;1661;Reiderland                     ;3;Groninger Oldambt                       ;20;Groningen     ;ja ;nee;Drieborg                       
1272;Driebruggen;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;Zuid-Holland  ;ja ;nee;Driebruggen                    
1273;Driedorp;267;Nijkerk                        ;31;Gelderse Vallei                         ;25;Gelderland    ;nee;nee;Driedorp                       
1274;Driehoek;848;Son en Breugel                 ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Driehoek                       
1275;Driehoek;879;Zundert                        ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Driehoek                       
1276;Driehoek;1702;Sint Anthonis                  ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;nee;Driehoek                       
1277;Driehoek;1709;Moerdijk                       ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;nee;nee;Driehoek                       
1278;Driehuis;453;Velsen                         ;59;IJmond                                  ;27;Noord-Holland ;ja ;nee;Driehuis                       
1279;Driehuizen;458;Schermer                       ;56;Noordhollands Middengewest              ;27;Noord-Holland ;ja ;nee;Driehuizen                     
1280;Driehuizen;459;Wervershoof                    ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;nee;nee;Driehuizen                     
1281;Driehuizen;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Driehuizen                     
1282;Driehuizen;860;Veghel                         ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Driehuizen                     
1283;Driel;1734;Overbetuwe                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Driel                          
1284;Driemond;363;Amsterdam                      ;63;Amsterdam                               ;27;Noord-Holland ;nee;nee;Driemond                       
1285;Driene;164;Hengelo                        ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Driene                         
1286;Dries;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Dries                          
1287;Drieschouwen;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Zeeland       ;nee;nee;Drieschouwen                   
1288;Driesprong;228;Ede                            ;31;Gelderse Vallei                         ;25;Gelderland    ;nee;nee;Driesprong                     
1289;Driesprong, De;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;nee;nee;Driesprong, De                 
1290;Driessen;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Driessen                       
1291;Driesum;1891;Dantumadiel                    ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Driesum                        
1292;Driewegen;654;Borsele                        ;97;Noord- en Zuid-Beveland                 ;29;Zeeland       ;ja ;nee;Driewegen                      
1293;Driewegen;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Zeeland       ;nee;nee;Driewegen                      
1294;Drijber;1731;Midden-Drenthe                 ;17;Drentse Zandgronden                     ;22;Drenthe       ;ja ;nee;Drijber                        
1295;Drijberscheveld;1731;Midden-Drenthe                 ;17;Drentse Zandgronden                     ;22;Drenthe       ;nee;nee;Drijberscheveld                
1296;Drimmelen;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;ja ;ja ;Drimmelen                      
1297;Drogeham;59;Achtkarspelen                  ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Drogeham                       
1298;Drogt;1690;De Wolden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;nee;nee;Drogt                          
1299;Drogteropslagen;1690;De Wolden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;ja ;nee;Drogteropslagen                
1300;Drongelen;738;Aalburg                        ;105;Land van Altena                         ;30;Noord-Brabant ;ja ;nee;Drongelen                      
1301;Dronrijp;83;Menaldumadeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Dronrijp                       
1302;Dronten;303;Dronten                        ;129;Zuidelijke IJsselmeerpolders            ;24;Flevoland     ;ja ;ja ;Dronten                        
1303;Droo, De;226;Duiven                         ;26;De Lijmers                              ;25;Gelderland    ;nee;nee;Droo, De                       
1304;Drooghe Weert;400;Den Helder                     ;52;Overige gemeenten Kop van Noord-Holland ;27;Noord-Holland ;nee;nee;Drooghe Weert                  
1305;Drostinnewijk;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Groningen     ;nee;nee;Drostinnewijk                  
1306;Drouwen;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Drouwen                        
1307;Drouwenermond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Drouwenermond                  
1308;Drouwenerveen;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Drouwenerveen                  
1309;Druisdijk;1723;Alphen-Chaam                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Druisdijk                      
1310;Drumpt;281;Tiel                           ;38;Westelijke Betuwe                       ;25;Gelderland    ;nee;nee;Drumpt                         
1311;Drunen;797;Heusden                        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;ja ;nee;Drunen                         
1312;Druten;225;Druten                         ;41;Land van Maas en Waal                   ;25;Gelderland    ;ja ;ja ;Druten                         
1313;Dubbeldam;505;Dordrecht                      ;89;Eiland van Dordrecht                    ;28;Zuid-Holland  ;nee;nee;Dubbeldam                      
1314;Dubbroek;934;Maasbree                       ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Dubbroek                       
1315;Duifhuis;856;Uden                           ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Duifhuis                       
1316;Duifhuis;1685;Landerd                        ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Duifhuis                       
1317;Duiksehoef;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Duiksehoef                     
1318;Duin en Bosch;383;Castricum                      ;55;Noord-Kennemerland                      ;27;Noord-Holland ;nee;nee;Duin en Bosch                  
1319;Duinen;243;Harderwijk                     ;32;IJsselmeerkust                          ;25;Gelderland    ;nee;nee;Duinen                         
1320;Duiven;226;Duiven                         ;26;De Lijmers                              ;25;Gelderland    ;ja ;ja ;Duiven                         
1321;Duivendijke;1676;Schouwen-Duiveland             ;93;Schouwen-Duiveland                      ;29;Zeeland       ;nee;nee;Duivendijke                    
1322;Duivendrecht;437;Ouder-Amstel                   ;64;Zuidelijk Randgebied Amsterdam          ;27;Noord-Holland ;ja ;nee;Duivendrecht                   
1323;Duizel;770;Eersel                         ;116;Kempenland                              ;30;Noord-Brabant ;ja ;nee;Duizel                         
1324;Duizeldonk, De;794;Helmond                        ;115;Industriegebied Helmond                 ;30;Noord-Brabant ;nee;nee;Duizeldonk, De                 
1325;Dukenburg;268;Nijmegen                       ;39;Nijmegen                                ;25;Gelderland    ;nee;nee;Dukenburg                      
1326;Dulder;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Dulder                         
1327;Dun;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Dun                            
1328;Dungen, Den;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;ja ;nee;Dungen, Den                    
1329;Dunsborg;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;nee;nee;Dunsborg                       
1330;Durgerdam;363;Amsterdam                      ;63;Amsterdam                               ;27;Noord-Holland ;nee;nee;Durgerdam                      
1331;Dusseldorp;383;Castricum                      ;55;Noord-Kennemerland                      ;27;Noord-Holland ;nee;nee;Dusseldorp                     
1332;Dussen;870;Werkendam                      ;105;Land van Altena                         ;30;Noord-Brabant ;ja ;nee;Dussen                         
1333;Duur;1773;Olst-Wijhe                     ;22;Zuidwest-Overijssel                     ;23;Overijssel    ;nee;nee;Duur                           
1334;Duurendseind;828;Oss                            ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Duurendseind                   
1335;Duurkenakker;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Duurkenakker                   
1336;Duurswoude;86;Opsterland                     ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Duurswoude                     
1337;Duyn en Dael;1671;Maasdonk                       ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Duyn en Dael                   
1338;Dwarsdiep;765;Pekela                         ;4;Groninger Veenkoloniën                  ;20;Groningen     ;nee;nee;Dwarsdiep                      
1339;Dwarsdijk;352;Wijk bij Duurstede             ;45;Utrechts Kromme Rijngebied              ;26;Utrecht       ;nee;nee;Dwarsdijk                      
1340;Dwarsgracht;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;nee;nee;Dwarsgracht                    
1341;Dwingeloo;1701;Westerveld                     ;17;Drentse Zandgronden                     ;22;Drenthe       ;ja ;nee;Dwingeloo                      
1342;Eagum;55;Boarnsterhim                   ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Eagum                          
1343;Earnewâld;737;Tytsjerksteradiel              ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Earnewâld                      
1344;Easterein;140;Littenseradiel                 ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Easterein                      
1345;Easterlittens;140;Littenseradiel                 ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Easterlittens                  
1346;Eastermar;737;Tytsjerksteradiel              ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Eastermar                      
1347;Easterwierum;140;Littenseradiel                 ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Easterwierum                   
1348;Ebbenbroek;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;Overijssel    ;nee;nee;Ebbenbroek                     
1349;Echt;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;ja ;nee;Echt                           
1350;Echteld;1740;Neder-Betuwe                   ;37;Oostelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Echteld                        
1351;Echten;82;Lemsterland                    ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Echten                         
1352;Echten;1690;De Wolden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;ja ;nee;Echten                         
1353;Echtenerbrug;82;Lemsterland                    ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Echtenerbrug                   
1354;Echterbosch;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;nee;nee;Echterbosch                    
1355;Echt-Susteren;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;nee;ja ;Echt-Susteren                  
1356;Eck en Wiel;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Eck en Wiel                    
1357;Eckart;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;nee;nee;Eckart                         
1358;Eckelrade;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;nee;Eckelrade                      
1359;Edam;385;Edam-Volendam                  ;57;Waterland                               ;27;Noord-Holland ;ja ;nee;Edam                           
1360;Edam-Volendam;385;Edam-Volendam                  ;57;Waterland                               ;27;Noord-Holland ;nee;ja ;Edam-Volendam                  
1361;Ede;228;Ede                            ;31;Gelderse Vallei                         ;25;Gelderland    ;ja ;ja ;Ede                            
1362;Ederveen;228;Ede                            ;31;Gelderse Vallei                         ;25;Gelderland    ;ja ;nee;Ederveen                       
1363;Ee;58;Dongeradeel                    ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Ee                             
1364;Eede;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Zeeland       ;ja ;nee;Eede                           
1365;Eefde;262;Lochem                         ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;ja ;nee;Eefde                          
1366;Eefsele;1586;Oost Gelre                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;nee;nee;Eefsele                        
1367;Eekt;269;Oldebroek                      ;32;IJsselmeerkust                          ;25;Gelderland    ;nee;nee;Eekt                           
1368;Eekwerd;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;nee;Eekwerd                        
1369;Eekwerderdraai;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;nee;Eekwerderdraai                 
1370;Eelde;1730;Tynaarlo                       ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;nee;Eelde                          
1371;Eelderwolde;1730;Tynaarlo                       ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;nee;Eelderwolde                    
1372;Eelen;163;Hellendoorn                    ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Eelen                          
1373;Eembrugge;308;Baarn                          ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;nee;nee;Eembrugge                      
1374;Eemdijk;313;Bunschoten                     ;43;Utrechtse Vallei en Eemgebied           ;26;Utrecht       ;ja ;nee;Eemdijk                        
1375;Eemland;308;Baarn                          ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;nee;nee;Eemland                        
1376;Eemnes;317;Eemnes                         ;43;Utrechtse Vallei en Eemgebied           ;26;Utrecht       ;ja ;ja ;Eemnes                         
1377;Eemshaven;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Eemshaven                      
1378;Eemsmond;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;ja ;Eemsmond                       
1379;Eemster;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;nee;nee;Eemster                        
1380;Eemster;1701;Westerveld                     ;17;Drentse Zandgronden                     ;22;Drenthe       ;nee;nee;Eemster                        
1381;Eemswoude;710;Wûnseradiel                    ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Eemswoude                      
1382;Eemten;1690;De Wolden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;nee;nee;Eemten                         
1383;Een;1699;Noordenveld                    ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;nee;Een                            
1384;Een West;1699;Noordenveld                    ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;nee;Een West                       
1385;Eendracht, De;109;Coevorden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;nee;nee;Eendracht, De                  
1386;Eendrachtspolder;1666;Zevenhuizen-Moerkapelle        ;83;Midden-Zuid-Holland                     ;28;Zuid-Holland  ;nee;nee;Eendrachtspolder               
1387;Eendragt;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Zeeland       ;nee;nee;Eendragt                       
1388;Eeneind;820;Nuenen, Gerwen en Nederwetten  ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Eeneind                        
1389;Eenerveld, Het;1699;Noordenveld                    ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;nee;nee;Eenerveld, Het                 
