ID;EducationAndLabour;PersonalCharacteristics;Periods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
73;999;Origin: Native Dutch background;2006;10.0;90.0;12.0;88.0
74;999;Origin: Native Dutch background;2007;11.0;89.0;12.0;88.0
75;999;Origin: Native Dutch background;2008;10.0;90.0;11.0;89.0
76;999;Origin: Native Dutch background;2009;10.0;90.0;11.0;89.0
77;999;Origin: Native Dutch background;2010 old method;11.0;89.0;12.0;88.0
78;999;Origin: Native Dutch background;2010 new method;15.0;85.0;15.0;85.0
79;999;Origin: Native Dutch background;2012;16.0;84.0;16.0;84.0
80;999;Origin: western country;2003;17.0;83.0;16.0;84.0
81;999;Origin: western country;2004;14.0;86.0;16.0;84.0
82;999;Origin: western country;2005;17.0;83.0;15.0;85.0
83;999;Origin: western country;2006;13.0;87.0;16.0;84.0
84;999;Origin: western country;2007;15.0;85.0;16.0;84.0
85;999;Origin: western country;2008;15.0;85.0;15.0;85.0
86;999;Origin: western country;2009;12.0;88.0;17.0;83.0
87;999;Origin: western country;2010 old method;15.0;85.0;18.0;82.0
88;999;Origin: western country;2010 new method;19.0;81.0;18.0;82.0
89;999;Origin: western country;2012;19.0;81.0;21.0;79.0
90;999;Origin: Foreign non-western background;2003;28.0;72.0;25.0;75.0
91;999;Origin: Foreign non-western background;2004;28.0;72.0;27.0;73.0
92;999;Origin: Foreign non-western background;2005;28.0;72.0;27.0;73.0
93;999;Origin: Foreign non-western background;2006;22.0;78.0;28.0;72.0
94;999;Origin: Foreign non-western background;2007;25.0;75.0;19.0;81.0
95;999;Origin: Foreign non-western background;2008;23.0;77.0;19.0;81.0
96;999;Origin: Foreign non-western background;2009;22.0;78.0;24.0;76.0
97;999;Origin: Foreign non-western background;2010 old method;23.0;77.0;22.0;78.0
98;999;Origin: Foreign non-western background;2010 new method;26.0;74.0;20.0;80.0
99;999;Origin: Foreign non-western background;2012;23.0;77.0;25.0;75.0
100;Education level: primary ;Total population;2003;23.0;77.0;21.0;79.0
101;Education level: primary ;Total population;2004;24.0;76.0;22.0;78.0
102;Education level: primary ;Total population;2005;24.0;76.0;21.0;79.0
103;Education level: primary ;Total population;2006;21.0;79.0;21.0;79.0
104;Education level: primary ;Total population;2007;22.0;78.0;19.0;81.0
105;Education level: primary ;Total population;2008;22.0;78.0;19.0;81.0
106;Education level: primary ;Total population;2009;20.0;80.0;19.0;81.0
107;Education level: primary ;Total population;2010 old method;27.0;73.0;23.0;77.0
108;Education level: primary ;Total population;2010 new method;23.0;77.0;21.0;79.0
109;Education level: primary ;Total population;2012;28.0;72.0;27.0;73.0
110;Education level: primary ;Gender: male;2003;22.0;78.0;20.0;80.0
111;Education level: primary ;Gender: male;2004;24.0;76.0;23.0;77.0
112;Education level: primary ;Gender: male;2005;24.0;76.0;25.0;75.0
113;Education level: primary ;Gender: male;2006;19.0;81.0;21.0;79.0
114;Education level: primary ;Gender: male;2007;20.0;80.0;17.0;83.0
115;Education level: primary ;Gender: male;2008;20.0;80.0;18.0;82.0
116;Education level: primary ;Gender: male;2009;17.0;83.0;17.0;83.0
117;Education level: primary ;Gender: male;2010 old method;19.0;81.0;21.0;79.0
118;Education level: primary ;Gender: male;2010 new method;21.0;79.0;21.0;79.0
119;Education level: primary ;Gender: male;2012;;;;
120;Education level: primary ;Gender: female;2003;24.0;76.0;21.0;79.0
121;Education level: primary ;Gender: female;2004;24.0;76.0;21.0;79.0
122;Education level: primary ;Gender: female;2005;23.0;77.0;18.0;82.0
123;Education level: primary ;Gender: female;2006;23.0;77.0;21.0;79.0
124;Education level: primary ;Gender: female;2007;24.0;76.0;21.0;79.0
125;Education level: primary ;Gender: female;2008;23.0;77.0;21.0;79.0
126;Education level: primary ;Gender: female;2009;23.0;77.0;21.0;79.0
127;Education level: primary ;Gender: female;2010 old method;31.0;69.0;25.0;75.0
128;Education level: primary ;Gender: female;2010 new method;24.0;76.0;21.0;79.0
129;Education level: primary ;Gender: female;2012;27.0;73.0;28.0;72.0
130;Education level: primary ;Age: 18 to 35 years;2003;25.0;75.0;25.0;75.0
131;Education level: primary ;Age: 18 to 35 years;2004;26.0;74.0;33.0;67.0
132;Education level: primary ;Age: 18 to 35 years;2005;24.0;76.0;24.0;76.0
133;Education level: primary ;Age: 18 to 35 years;2006;21.0;79.0;23.0;77.0
134;Education level: primary ;Age: 18 to 35 years;2007;21.0;79.0;23.0;77.0
135;Education level: primary ;Age: 18 to 35 years;2008;23.0;77.0;22.0;78.0
136;Education level: primary ;Age: 18 to 35 years;2009;14.0;86.0;21.0;79.0
137;Education level: primary ;Age: 18 to 35 years;2010 old method;;;;
138;Education level: primary ;Age: 18 to 35 years;2010 new method;;;;
139;Education level: primary ;Age: 18 to 35 years;2012;;;;
140;Education level: primary ;Age: 35 to 50 years;2003;25.0;75.0;23.0;77.0
141;Education level: primary ;Age: 35 to 50 years;2004;30.0;70.0;34.0;66.0
142;Education level: primary ;Age: 35 to 50 years;2005;25.0;75.0;23.0;77.0
143;Education level: primary ;Age: 35 to 50 years;2006;21.0;79.0;26.0;74.0
144;Education level: primary ;Age: 35 to 50 years;2007;27.0;73.0;25.0;75.0
145;Education level: primary ;Age: 35 to 50 years;2008;27.0;73.0;26.0;74.0
146;Education level: primary ;Age: 35 to 50 years;2009;24.0;76.0;27.0;73.0
147;Education level: primary ;Age: 35 to 50 years;2010 old method;;;;
148;Education level: primary ;Age: 35 to 50 years;2010 new method;26.0;74.0;26.0;74.0
149;Education level: primary ;Age: 35 to 50 years;2012;;;;
150;Education level: primary ;Age: 50 to 65 years;2003;22.0;78.0;20.0;80.0
151;Education level: primary ;Age: 50 to 65 years;2004;22.0;78.0;20.0;80.0
152;Education level: primary ;Age: 50 to 65 years;2005;22.0;78.0;23.0;77.0
153;Education level: primary ;Age: 50 to 65 years;2006;22.0;78.0;24.0;76.0
154;Education level: primary ;Age: 50 to 65 years;2007;23.0;77.0;19.0;81.0
155;Education level: primary ;Age: 50 to 65 years;2008;21.0;79.0;19.0;81.0
156;Education level: primary ;Age: 50 to 65 years;2009;16.0;84.0;15.0;85.0
157;Education level: primary ;Age: 50 to 65 years;2010 old method;20.0;80.0;23.0;77.0
158;Education level: primary ;Age: 50 to 65 years;2010 new method;22.0;78.0;22.0;78.0
159;Education level: primary ;Age: 50 to 65 years;2012;;;;
160;Education level: primary ;Age: 65 years or older;2003;22.0;78.0;17.0;83.0
161;Education level: primary ;Age: 65 years or older;2004;23.0;77.0;16.0;84.0
162;Education level: primary ;Age: 65 years or older;2005;23.0;77.0;16.0;84.0
163;Education level: primary ;Age: 65 years or older;2006;21.0;79.0;16.0;84.0
164;Education level: primary ;Age: 65 years or older;2007;19.0;81.0;15.0;85.0
165;Education level: primary ;Age: 65 years or older;2008;19.0;81.0;15.0;85.0
166;Education level: primary ;Age: 65 years or older;2009;23.0;77.0;18.0;82.0
167;Education level: primary ;Age: 65 years or older;2010 old method;26.0;74.0;20.0;80.0
168;Education level: primary ;Age: 65 years or older;2010 new method;22.0;78.0;18.0;82.0
169;Education level: primary ;Age: 65 years or older;2012;;;;
170;Education level: primary ;Origin: Native Dutch background;2003;19.0;81.0;18.0;82.0
171;Education level: primary ;Origin: Native Dutch background;2004;21.0;79.0;19.0;81.0
172;Education level: primary ;Origin: Native Dutch background;2005;21.0;79.0;19.0;81.0
173;Education level: primary ;Origin: Native Dutch background;2006;19.0;81.0;18.0;82.0
174;Education level: primary ;Origin: Native Dutch background;2007;17.0;83.0;16.0;84.0
175;Education level: primary ;Origin: Native Dutch background;2008;18.0;82.0;16.0;84.0
176;Education level: primary ;Origin: Native Dutch background;2009;18.0;82.0;17.0;83.0
177;Education level: primary ;Origin: Native Dutch background;2010 old method;23.0;77.0;21.0;79.0
178;Education level: primary ;Origin: Native Dutch background;2010 new method;21.0;79.0;20.0;80.0
179;Education level: primary ;Origin: Native Dutch background;2012;24.0;76.0;23.0;77.0
180;Education level: primary ;Origin: western country;2003;29.0;71.0;24.0;76.0
181;Education level: primary ;Origin: western country;2004;26.0;74.0;26.0;74.0
182;Education level: primary ;Origin: western country;2005;24.0;76.0;15.0;85.0
183;Education level: primary ;Origin: western country;2006;20.0;80.0;21.0;79.0
184;Education level: primary ;Origin: western country;2007;26.0;74.0;21.0;79.0
185;Education level: primary ;Origin: western country;2008;24.0;76.0;21.0;79.0
186;Education level: primary ;Origin: western country;2009;;;;
187;Education level: primary ;Origin: western country;2010 old method;;;;
188;Education level: primary ;Origin: western country;2010 new method;;;;
189;Education level: primary ;Origin: western country;2012;;;;
190;Education level: primary ;Origin: Foreign non-western background;2003;37.0;63.0;31.0;69.0
191;Education level: primary ;Origin: Foreign non-western background;2004;42.0;58.0;38.0;62.0
192;Education level: primary ;Origin: Foreign non-western background;2005;28.0;72.0;32.0;68.0
193;Education level: primary ;Origin: Foreign non-western background;2006;31.0;69.0;33.0;67.0
194;Education level: primary ;Origin: Foreign non-western background;2007;37.0;63.0;29.0;71.0
195;Education level: primary ;Origin: Foreign non-western background;2008;35.0;65.0;31.0;69.0
196;Education level: primary ;Origin: Foreign non-western background;2009;28.0;72.0;26.0;74.0
197;Education level: primary ;Origin: Foreign non-western background;2010 old method;;;;
198;Education level: primary ;Origin: Foreign non-western background;2010 new method;;;;
199;Education level: primary ;Origin: Foreign non-western background;2012;;;;
200;Education level: junior secondary ;Total population;2003;13.0;87.0;13.0;87.0
201;Education level: junior secondary ;Total population;2004;14.0;86.0;14.0;86.0
202;Education level: junior secondary ;Total population;2005;14.0;86.0;15.0;85.0
203;Education level: junior secondary ;Total population;2006;12.0;88.0;14.0;86.0
204;Education level: junior secondary ;Total population;2007;13.0;87.0;14.0;86.0
205;Education level: junior secondary ;Total population;2008;12.0;88.0;12.0;88.0
206;Education level: junior secondary ;Total population;2009;14.0;86.0;14.0;86.0
207;Education level: junior secondary ;Total population;2010 old method;14.0;86.0;13.0;87.0
208;Education level: junior secondary ;Total population;2010 new method;17.0;83.0;16.0;84.0
209;Education level: junior secondary ;Total population;2012;19.0;81.0;20.0;80.0
210;Education level: junior secondary ;Gender: male;2003;13.0;87.0;14.0;86.0
211;Education level: junior secondary ;Gender: male;2004;13.0;87.0;15.0;85.0
212;Education level: junior secondary ;Gender: male;2005;14.0;86.0;15.0;85.0
213;Education level: junior secondary ;Gender: male;2006;12.0;88.0;14.0;86.0
214;Education level: junior secondary ;Gender: male;2007;12.0;88.0;13.0;87.0
215;Education level: junior secondary ;Gender: male;2008;12.0;88.0;11.0;89.0
216;Education level: junior secondary ;Gender: male;2009;13.0;87.0;15.0;85.0
217;Education level: junior secondary ;Gender: male;2010 old method;11.0;89.0;10.0;90.0
218;Education level: junior secondary ;Gender: male;2010 new method;17.0;83.0;16.0;84.0
219;Education level: junior secondary ;Gender: male;2012;25.0;75.0;24.0;76.0
220;Education level: junior secondary ;Gender: female;2003;13.0;87.0;13.0;87.0
221;Education level: junior secondary ;Gender: female;2004;15.0;85.0;14.0;86.0
222;Education level: junior secondary ;Gender: female;2005;13.0;87.0;16.0;84.0
223;Education level: junior secondary ;Gender: female;2006;12.0;88.0;13.0;87.0
224;Education level: junior secondary ;Gender: female;2007;14.0;86.0;14.0;86.0
225;Education level: junior secondary ;Gender: female;2008;12.0;88.0;12.0;88.0
226;Education level: junior secondary ;Gender: female;2009;14.0;86.0;14.0;86.0
227;Education level: junior secondary ;Gender: female;2010 old method;16.0;84.0;15.0;85.0
228;Education level: junior secondary ;Gender: female;2010 new method;18.0;82.0;16.0;84.0
229;Education level: junior secondary ;Gender: female;2012;15.0;85.0;16.0;84.0
230;Education level: junior secondary ;Age: 18 to 35 years;2003;10.0;90.0;12.0;88.0
231;Education level: junior secondary ;Age: 18 to 35 years;2004;12.0;88.0;15.0;85.0
232;Education level: junior secondary ;Age: 18 to 35 years;2005;13.0;87.0;16.0;84.0
233;Education level: junior secondary ;Age: 18 to 35 years;2006;10.0;90.0;15.0;85.0
234;Education level: junior secondary ;Age: 18 to 35 years;2007;13.0;87.0;9.0;91.0
235;Education level: junior secondary ;Age: 18 to 35 years;2008;9.0;91.0;10.0;90.0
236;Education level: junior secondary ;Age: 18 to 35 years;2009;13.0;87.0;15.0;85.0
237;Education level: junior secondary ;Age: 18 to 35 years;2010 old method;13.0;87.0;13.0;87.0
238;Education level: junior secondary ;Age: 18 to 35 years;2010 new method;17.0;83.0;15.0;85.0
239;Education level: junior secondary ;Age: 18 to 35 years;2012;;;;
240;Education level: junior secondary ;Age: 35 to 50 years;2003;13.0;87.0;17.0;83.0
241;Education level: junior secondary ;Age: 35 to 50 years;2004;14.0;86.0;17.0;83.0
242;Education level: junior secondary ;Age: 35 to 50 years;2005;14.0;86.0;16.0;84.0
243;Education level: junior secondary ;Age: 35 to 50 years;2006;15.0;85.0;16.0;84.0
244;Education level: junior secondary ;Age: 35 to 50 years;2007;12.0;88.0;16.0;84.0
245;Education level: junior secondary ;Age: 35 to 50 years;2008;14.0;86.0;15.0;85.0
246;Education level: junior secondary ;Age: 35 to 50 years;2009;14.0;86.0;18.0;82.0
247;Education level: junior secondary ;Age: 35 to 50 years;2010 old method;10.0;90.0;13.0;87.0
248;Education level: junior secondary ;Age: 35 to 50 years;2010 new method;16.0;84.0;17.0;83.0
249;Education level: junior secondary ;Age: 35 to 50 years;2012;;;;
250;Education level: junior secondary ;Age: 50 to 65 years;2003;12.0;88.0;11.0;89.0
251;Education level: junior secondary ;Age: 50 to 65 years;2004;15.0;85.0;14.0;86.0
252;Education level: junior secondary ;Age: 50 to 65 years;2005;14.0;86.0;16.0;84.0
253;Education level: junior secondary ;Age: 50 to 65 years;2006;13.0;87.0;13.0;87.0
254;Education level: junior secondary ;Age: 50 to 65 years;2007;13.0;87.0;14.0;86.0
255;Education level: junior secondary ;Age: 50 to 65 years;2008;12.0;88.0;11.0;89.0
256;Education level: junior secondary ;Age: 50 to 65 years;2009;12.0;88.0;13.0;87.0
257;Education level: junior secondary ;Age: 50 to 65 years;2010 old method;14.0;86.0;12.0;88.0
258;Education level: junior secondary ;Age: 50 to 65 years;2010 new method;16.0;84.0;16.0;84.0
259;Education level: junior secondary ;Age: 50 to 65 years;2012;15.0;85.0;17.0;83.0
260;Education level: junior secondary ;Age: 65 years or older;2003;18.0;82.0;14.0;86.0
261;Education level: junior secondary ;Age: 65 years or older;2004;17.0;83.0;11.0;89.0
262;Education level: junior secondary ;Age: 65 years or older;2005;13.0;87.0;11.0;89.0
263;Education level: junior secondary ;Age: 65 years or older;2006;11.0;89.0;10.0;90.0
264;Education level: junior secondary ;Age: 65 years or older;2007;15.0;85.0;15.0;85.0
265;Education level: junior secondary ;Age: 65 years or older;2008;12.0;88.0;11.0;89.0
266;Education level: junior secondary ;Age: 65 years or older;2009;17.0;83.0;13.0;87.0
267;Education level: junior secondary ;Age: 65 years or older;2010 old method;17.0;83.0;12.0;88.0
268;Education level: junior secondary ;Age: 65 years or older;2010 new method;21.0;79.0;15.0;85.0
269;Education level: junior secondary ;Age: 65 years or older;2012;20.0;80.0;17.0;84.0
270;Education level: junior secondary ;Origin: Native Dutch background;2003;12.0;88.0;12.0;88.0
271;Education level: junior secondary ;Origin: Native Dutch background;2004;13.0;87.0;13.0;87.0
272;Education level: junior secondary ;Origin: Native Dutch background;2005;11.0;89.0;13.0;87.0
273;Education level: junior secondary ;Origin: Native Dutch background;2006;11.0;89.0;13.0;87.0
274;Education level: junior secondary ;Origin: Native Dutch background;2007;12.0;88.0;13.0;87.0
275;Education level: junior secondary ;Origin: Native Dutch background;2008;11.0;89.0;11.0;89.0
276;Education level: junior secondary ;Origin: Native Dutch background;2009;12.0;88.0;12.0;88.0
277;Education level: junior secondary ;Origin: Native Dutch background;2010 old method;13.0;87.0;12.0;88.0
278;Education level: junior secondary ;Origin: Native Dutch background;2010 new method;16.0;84.0;15.0;85.0
279;Education level: junior secondary ;Origin: Native Dutch background;2012;19.0;82.0;19.0;81.0
280;Education level: junior secondary ;Origin: western country;2003;17.0;83.0;18.0;82.0
281;Education level: junior secondary ;Origin: western country;2004;17.0;83.0;22.0;78.0
282;Education level: junior secondary ;Origin: western country;2005;18.0;82.0;20.0;80.0
283;Education level: junior secondary ;Origin: western country;2006;19.0;81.0;17.0;83.0
284;Education level: junior secondary ;Origin: western country;2007;14.0;86.0;20.0;80.0
285;Education level: junior secondary ;Origin: western country;2008;11.0;89.0;18.0;82.0
286;Education level: junior secondary ;Origin: western country;2009;17.0;83.0;17.0;83.0
287;Education level: junior secondary ;Origin: western country;2010 old method;;;;
288;Education level: junior secondary ;Origin: western country;2010 new method;;;;
289;Education level: junior secondary ;Origin: western country;2012;;;;
290;Education level: junior secondary ;Origin: Foreign non-western background;2003;28.0;72.0;25.0;75.0
291;Education level: junior secondary ;Origin: Foreign non-western background;2004;29.0;71.0;28.0;72.0
292;Education level: junior secondary ;Origin: Foreign non-western background;2005;31.0;69.0;30.0;70.0
293;Education level: junior secondary ;Origin: Foreign non-western background;2006;17.0;83.0;21.0;79.0
294;Education level: junior secondary ;Origin: Foreign non-western background;2007;24.0;76.0;16.0;84.0
295;Education level: junior secondary ;Origin: Foreign non-western background;2008;22.0;78.0;12.0;88.0
296;Education level: junior secondary ;Origin: Foreign non-western background;2009;29.0;71.0;33.0;67.0
297;Education level: junior secondary ;Origin: Foreign non-western background;2010 old method;;;;
298;Education level: junior secondary ;Origin: Foreign non-western background;2010 new method;;;;
299;Education level: junior secondary ;Origin: Foreign non-western background;2012;;;;
300;Education level: senior secondary;Total population;2003;9.0;91.0;11.0;89.0
301;Education level: senior secondary;Total population;2004;11.0;89.0;12.0;88.0
302;Education level: senior secondary;Total population;2005;10.0;90.0;13.0;87.0
303;Education level: senior secondary;Total population;2006;9.0;91.0;12.0;88.0
304;Education level: senior secondary;Total population;2007;10.0;90.0;11.0;89.0
305;Education level: senior secondary;Total population;2008;9.0;91.0;10.0;90.0
306;Education level: senior secondary;Total population;2009;10.0;90.0;12.0;88.0
307;Education level: senior secondary;Total population;2010 old method;9.0;91.0;13.0;87.0
308;Education level: senior secondary;Total population;2010 new method;15.0;85.0;15.0;85.0
309;Education level: senior secondary;Total population;2012;15.0;85.0;15.0;85.0
310;Education level: senior secondary;Gender: male;2003;9.0;91.0;11.0;89.0
311;Education level: senior secondary;Gender: male;2004;10.0;90.0;12.0;88.0
312;Education level: senior secondary;Gender: male;2005;10.0;90.0;12.0;88.0
313;Education level: senior secondary;Gender: male;2006;9.0;91.0;12.0;88.0
314;Education level: senior secondary;Gender: male;2007;10.0;90.0;11.0;89.0
315;Education level: senior secondary;Gender: male;2008;10.0;90.0;10.0;90.0
316;Education level: senior secondary;Gender: male;2009;9.0;91.0;12.0;88.0
317;Education level: senior secondary;Gender: male;2010 old method;8.0;92.0;14.0;86.0
318;Education level: senior secondary;Gender: male;2010 new method;12.0;88.0;14.0;86.0
319;Education level: senior secondary;Gender: male;2012;16.0;84.0;15.0;85.0
320;Education level: senior secondary;Gender: female;2003;10.0;90.0;12.0;88.0
321;Education level: senior secondary;Gender: female;2004;12.0;88.0;13.0;87.0
322;Education level: senior secondary;Gender: female;2005;11.0;89.0;13.0;87.0
323;Education level: senior secondary;Gender: female;2006;10.0;90.0;12.0;88.0
324;Education level: senior secondary;Gender: female;2007;11.0;89.0;11.0;89.0
325;Education level: senior secondary;Gender: female;2008;8.0;92.0;10.0;90.0
326;Education level: senior secondary;Gender: female;2009;11.0;89.0;13.0;87.0
327;Education level: senior secondary;Gender: female;2010 old method;10.0;90.0;12.0;88.0
328;Education level: senior secondary;Gender: female;2010 new method;18.0;82.0;16.0;84.0
329;Education level: senior secondary;Gender: female;2012;14.0;86.0;14.0;86.0
330;Education level: senior secondary;Age: 18 to 35 years;2003;7.0;93.0;10.0;90.0
331;Education level: senior secondary;Age: 18 to 35 years;2004;8.0;92.0;11.0;89.0
332;Education level: senior secondary;Age: 18 to 35 years;2005;10.0;90.0;14.0;86.0
333;Education level: senior secondary;Age: 18 to 35 years;2006;7.0;93.0;10.0;90.0
334;Education level: senior secondary;Age: 18 to 35 years;2007;9.0;91.0;10.0;90.0
335;Education level: senior secondary;Age: 18 to 35 years;2008;5.0;95.0;8.0;92.0
336;Education level: senior secondary;Age: 18 to 35 years;2009;9.0;91.0;11.0;89.0
337;Education level: senior secondary;Age: 18 to 35 years;2010 old method;8.0;92.0;10.0;90.0
338;Education level: senior secondary;Age: 18 to 35 years;2010 new method;12.0;88.0;14.0;86.0
339;Education level: senior secondary;Age: 18 to 35 years;2012;11.0;89.0;12.0;88.0
340;Education level: senior secondary;Age: 35 to 50 years;2003;10.0;90.0;12.0;88.0
341;Education level: senior secondary;Age: 35 to 50 years;2004;11.0;89.0;13.0;87.0
342;Education level: senior secondary;Age: 35 to 50 years;2005;9.0;91.0;12.0;88.0
343;Education level: senior secondary;Age: 35 to 50 years;2006;9.0;91.0;13.0;87.0
344;Education level: senior secondary;Age: 35 to 50 years;2007;8.0;92.0;11.0;89.0
345;Education level: senior secondary;Age: 35 to 50 years;2008;11.0;89.0;12.0;88.0
346;Education level: senior secondary;Age: 35 to 50 years;2009;10.0;90.0;13.0;87.0
347;Education level: senior secondary;Age: 35 to 50 years;2010 old method;7.0;93.0;16.0;84.0
348;Education level: senior secondary;Age: 35 to 50 years;2010 new method;16.0;84.0;16.0;84.0
349;Education level: senior secondary;Age: 35 to 50 years;2012;14.0;86.0;16.0;85.0
350;Education level: senior secondary;Age: 50 to 65 years;2003;11.0;89.0;13.0;87.0
351;Education level: senior secondary;Age: 50 to 65 years;2004;12.0;88.0;13.0;87.0
352;Education level: senior secondary;Age: 50 to 65 years;2005;11.0;89.0;13.0;87.0
353;Education level: senior secondary;Age: 50 to 65 years;2006;12.0;88.0;14.0;86.0
354;Education level: senior secondary;Age: 50 to 65 years;2007;14.0;86.0;15.0;85.0
355;Education level: senior secondary;Age: 50 to 65 years;2008;10.0;90.0;11.0;89.0
356;Education level: senior secondary;Age: 50 to 65 years;2009;11.0;89.0;14.0;86.0
357;Education level: senior secondary;Age: 50 to 65 years;2010 old method;11.0;89.0;15.0;85.0
358;Education level: senior secondary;Age: 50 to 65 years;2010 new method;16.0;84.0;15.0;85.0
359;Education level: senior secondary;Age: 50 to 65 years;2012;23.0;77.0;21.0;79.0
360;Education level: senior secondary;Age: 65 years or older;2003;13.0;87.0;13.0;87.0
361;Education level: senior secondary;Age: 65 years or older;2004;14.0;86.0;14.0;86.0
362;Education level: senior secondary;Age: 65 years or older;2005;14.0;86.0;10.0;90.0
363;Education level: senior secondary;Age: 65 years or older;2006;14.0;86.0;11.0;89.0
364;Education level: senior secondary;Age: 65 years or older;2007;14.0;86.0;9.0;91.0
365;Education level: senior secondary;Age: 65 years or older;2008;14.0;86.0;11.0;89.0
366;Education level: senior secondary;Age: 65 years or older;2009;10.0;90.0;10.0;90.0
