ID;Geslacht;Leeftijd;Geboorteland;Herkomstland;SamenstellingHuishouden;SociaaleconomischeCategorie;Perioden;TotaalAlleBeeindigingen_1;DoorSchoneLei_2;DoorAkkoord_3;DoorFaillissement_4;DoorBetalingenHervat_5;ZonderSchoneLei_6;Onbekend_7
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2000;35.0;;10.0;15.0;;;
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2001;70.0;10.0;20.0;30.0;;;
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2002;75.0;45.0;15.0;10.0;;;
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2003;110.0;85.0;;20.0;;;
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2004;130.0;90.0;15.0;15.0;;;
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2005;135.0;100.0;15.0;15.0;;;
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2006;185.0;120.0;20.0;35.0;;10.0;
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2007;175.0;130.0;15.0;20.0;;10.0;
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2008;250.0;185.0;15.0;15.0;;30.0;
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2009;255.0;190.0;10.0;10.0;;30.0;
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2010;205.0;155.0;10.0;10.0;;20.0;
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2011;185.0;125.0;30.0;10.0;;20.0;
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2012;145.0;105.0;15.0;;;20.0;
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2013;195.0;135.0;15.0;;;30.0;
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2014;185.0;135.0;20.0;;;20.0;
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2015;255.0;205.0;20.0;;;20.0;
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2016;230.0;190.0;15.0;;;15.0;
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2017;210.0;175.0;;;;20.0;
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2018;195.0;165.0;;;;15.0;
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2019;170.0;145.0;;;;10.0;
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2020;130.0;105.0;;;;;10.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2021;100.0;60.0;;;;;35.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2022;90.0;10.0;;;;;70.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2023;25.0;;;;;;20.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;1999;50.0;;25.0;25.0;;;
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2000;340.0;90.0;70.0;155.0;;;25.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2001;735.0;225.0;90.0;365.0;;;50.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2002;1770.0;1150.0;70.0;455.0;;;95.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2003;3485.0;2585.0;55.0;690.0;;10.0;145.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2004;4225.0;3050.0;45.0;795.0;20.0;165.0;150.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2005;4975.0;3360.0;65.0;1075.0;60.0;380.0;35.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2006;5075.0;3460.0;85.0;1080.0;65.0;350.0;40.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2007;5285.0;3875.0;85.0;845.0;80.0;365.0;30.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2008;5450.0;4075.0;130.0;235.0;135.0;800.0;80.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2009;5365.0;4080.0;95.0;260.0;120.0;665.0;140.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2010;5785.0;4675.0;60.0;210.0;100.0;620.0;125.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2011;4840.0;3770.0;55.0;205.0;70.0;625.0;120.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2012;4570.0;3300.0;80.0;225.0;70.0;745.0;145.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2013;5405.0;3985.0;75.0;230.0;80.0;925.0;115.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2014;6565.0;5290.0;60.0;205.0;70.0;855.0;90.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2015;6745.0;5755.0;50.0;110.0;50.0;715.0;70.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2016;5855.0;5125.0;35.0;70.0;50.0;510.0;70.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2017;5325.0;4740.0;40.0;45.0;35.0;415.0;50.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2018;4790.0;4245.0;30.0;45.0;40.0;320.0;115.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2019;3965.0;3580.0;30.0;30.0;55.0;210.0;50.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2020;3250.0;2845.0;15.0;15.0;35.0;150.0;190.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2021;2320.0;1050.0;10.0;15.0;30.0;55.0;1160.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2022;1880.0;255.0;10.0;15.0;15.0;25.0;1565.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2023;1280.0;120.0;;10.0;;;1135.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;1999;;;;;;;
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2000;25.0;10.0;;10.0;;;
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2001;60.0;35.0;;15.0;;;10.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2002;145.0;120.0;;15.0;;;
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2003;250.0;225.0;;10.0;;;10.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2004;280.0;245.0;;20.0;;;10.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2005;375.0;300.0;;35.0;;20.0;
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2006;395.0;325.0;10.0;35.0;10.0;20.0;
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2007;445.0;360.0;10.0;35.0;15.0;20.0;
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2008;585.0;495.0;10.0;15.0;25.0;35.0;
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2009;660.0;560.0;15.0;15.0;20.0;35.0;15.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2010;750.0;665.0;;25.0;10.0;30.0;10.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2011;615.0;530.0;10.0;10.0;10.0;45.0;
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2012;555.0;470.0;;15.0;15.0;40.0;10.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2013;570.0;485.0;10.0;25.0;10.0;35.0;
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2014;700.0;620.0;;20.0;15.0;35.0;10.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2015;830.0;755.0;;;20.0;30.0;10.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2016;805.0;735.0;;10.0;10.0;40.0;
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2017;730.0;665.0;10.0;15.0;10.0;30.0;
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2018;675.0;620.0;;;;20.0;15.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2019;530.0;490.0;;;10.0;10.0;15.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2020;440.0;395.0;;;;15.0;25.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2021;300.0;135.0;;;;;160.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2022;265.0;35.0;;;;;230.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2023;160.0;20.0;;;;;140.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;1999;;;;;;;
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2000;;;;;;;
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2001;;;;;;;
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2002;15.0;;;;;;
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2003;20.0;15.0;;;;;
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2004;30.0;15.0;;;;;
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2005;45.0;20.0;;15.0;;;
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2006;45.0;20.0;;20.0;;;
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2007;55.0;25.0;;20.0;;;
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2008;45.0;25.0;;;;15.0;
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2009;40.0;25.0;;;;10.0;
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2010;45.0;25.0;;;;15.0;
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2011;40.0;20.0;;;;10.0;
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2012;20.0;10.0;;;;;
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2013;25.0;15.0;;;;;
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2014;25.0;15.0;;;;10.0;
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2015;20.0;15.0;;;;;
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2016;25.0;20.0;;;;;
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2017;20.0;15.0;;;;;
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2018;15.0;10.0;;;;;
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2019;15.0;10.0;;;;;
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2020;10.0;;;;;;
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2021;10.0;;;;;;
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2022;10.0;;;;;;10.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2023;;;;;;;
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);1999;30.0;;;20.0;;;
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2000;130.0;10.0;30.0;80.0;;;
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2001;235.0;40.0;40.0;140.0;;;15.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2002;460.0;240.0;25.0;170.0;;;25.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2003;865.0;540.0;15.0;260.0;;;45.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2004;960.0;575.0;15.0;280.0;;45.0;35.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2005;1065.0;585.0;20.0;335.0;15.0;105.0;10.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2006;1190.0;620.0;40.0;375.0;25.0;125.0;10.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2007;1115.0;670.0;45.0;280.0;10.0;105.0;
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2008;1205.0;710.0;40.0;110.0;20.0;295.0;35.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2009;1165.0;735.0;25.0;100.0;20.0;230.0;60.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2010;1020.0;710.0;15.0;80.0;15.0;170.0;25.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2011;775.0;480.0;25.0;65.0;10.0;160.0;30.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2012;770.0;425.0;20.0;90.0;15.0;185.0;35.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2013;805.0;465.0;15.0;85.0;10.0;210.0;20.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2014;930.0;660.0;15.0;45.0;10.0;185.0;15.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2015;900.0;655.0;15.0;40.0;10.0;160.0;15.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2016;805.0;620.0;10.0;20.0;10.0;130.0;15.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2017;755.0;620.0;10.0;15.0;;95.0;10.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2018;645.0;525.0;;10.0;10.0;70.0;25.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2019;550.0;450.0;;15.0;15.0;60.0;
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2020;410.0;330.0;10.0;10.0;;40.0;20.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2021;300.0;135.0;;10.0;;20.0;130.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2022;225.0;35.0;;;;;180.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2023;155.0;10.0;;;;;140.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;1999;25.0;;;15.0;;;
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2000;115.0;20.0;20.0;45.0;;;25.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2001;290.0;65.0;35.0;155.0;;;35.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2002;495.0;255.0;45.0;135.0;;;60.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2003;790.0;475.0;35.0;195.0;;;85.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2004;925.0;590.0;35.0;180.0;;55.0;65.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2005;1125.0;645.0;40.0;260.0;10.0;145.0;25.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2006;1010.0;560.0;55.0;235.0;15.0;140.0;10.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2007;1225.0;785.0;70.0;210.0;10.0;130.0;15.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2008;1255.0;825.0;50.0;65.0;10.0;275.0;35.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2009;1095.0;730.0;20.0;45.0;15.0;245.0;40.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2010;855.0;605.0;15.0;25.0;;175.0;30.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2011;650.0;405.0;25.0;25.0;;165.0;25.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2012;550.0;330.0;20.0;25.0;;145.0;30.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2013;610.0;350.0;30.0;10.0;;200.0;20.0
