ID;Geslacht;Niveau;Leerweg;Studierichting;Regiokenmerken;Perioden;MboStudenten_1
54;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Fryslân (PV);2020/'21;24972.0
55;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Fryslân (PV);2021/'22;24654.0
56;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (PV);2015/'16;16520.0
57;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (PV);2016/'17;17036.0
58;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (PV);2017/'18;17374.0
59;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (PV);2018/'19;18039.0
60;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (PV);2019/'20;18098.0
61;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (PV);2020/'21;18182.0
62;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (PV);2021/'22;18000.0
63;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overijssel (PV);2015/'16;39352.0
64;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overijssel (PV);2016/'17;40412.0
65;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overijssel (PV);2017/'18;41105.0
66;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overijssel (PV);2018/'19;41430.0
67;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overijssel (PV);2019/'20;42273.0
68;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overijssel (PV);2020/'21;42654.0
69;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overijssel (PV);2021/'22;42351.0
70;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Flevoland (PV);2015/'16;14947.0
71;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Flevoland (PV);2016/'17;15235.0
72;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Flevoland (PV);2017/'18;15546.0
73;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Flevoland (PV);2018/'19;16132.0
74;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Flevoland (PV);2019/'20;16490.0
75;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Flevoland (PV);2020/'21;16754.0
76;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Flevoland (PV);2021/'22;16852.0
77;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gelderland (PV);2015/'16;60611.0
78;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gelderland (PV);2016/'17;62230.0
79;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gelderland (PV);2017/'18;62978.0
80;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gelderland (PV);2018/'19;64736.0
81;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gelderland (PV);2019/'20;65806.0
82;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gelderland (PV);2020/'21;66559.0
83;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gelderland (PV);2021/'22;65613.0
84;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (PV);2015/'16;29996.0
85;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (PV);2016/'17;31127.0
86;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (PV);2017/'18;31621.0
87;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (PV);2018/'19;32739.0
88;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (PV);2019/'20;34336.0
89;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (PV);2020/'21;34707.0
90;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (PV);2021/'22;33853.0
91;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Holland (PV);2015/'16;67690.0
92;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Holland (PV);2016/'17;68727.0
93;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Holland (PV);2017/'18;69242.0
94;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Holland (PV);2018/'19;71217.0
95;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Holland (PV);2019/'20;72192.0
96;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Holland (PV);2020/'21;73408.0
97;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Holland (PV);2021/'22;72682.0
98;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zuid-Holland (PV);2015/'16;102316.0
99;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zuid-Holland (PV);2016/'17;102862.0
100;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zuid-Holland (PV);2017/'18;103028.0
101;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zuid-Holland (PV);2018/'19;104740.0
102;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zuid-Holland (PV);2019/'20;104280.0
103;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zuid-Holland (PV);2020/'21;106216.0
104;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zuid-Holland (PV);2021/'22;105234.0
105;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zeeland (PV);2015/'16;11019.0
106;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zeeland (PV);2016/'17;11187.0
107;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zeeland (PV);2017/'18;11495.0
108;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zeeland (PV);2018/'19;11567.0
109;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zeeland (PV);2019/'20;11718.0
110;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zeeland (PV);2020/'21;11705.0
111;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Zeeland (PV);2021/'22;11599.0
112;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Brabant (PV);2015/'16;68777.0
113;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Brabant (PV);2016/'17;69530.0
114;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Brabant (PV);2017/'18;69866.0
115;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Brabant (PV);2018/'19;71101.0
116;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Brabant (PV);2019/'20;71701.0
117;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Brabant (PV);2020/'21;72907.0
118;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Noord-Brabant (PV);2021/'22;71932.0
119;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Limburg (PV);2015/'16;28855.0
120;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Limburg (PV);2016/'17;28518.0
121;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Limburg (PV);2017/'18;28311.0
122;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Limburg (PV);2018/'19;28419.0
123;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Limburg (PV);2019/'20;28661.0
124;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Limburg (PV);2020/'21;28854.0
125;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Limburg (PV);2021/'22;28685.0
126;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet in te delen (PV);2015/'16;1360.0
127;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet in te delen (PV);2016/'17;1189.0
128;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet in te delen (PV);2017/'18;1641.0
129;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet in te delen (PV);2018/'19;1672.0
130;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet in te delen (PV);2019/'20;1738.0
131;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet in te delen (PV);2020/'21;1902.0
132;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet in te delen (PV);2021/'22;1808.0
133;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Amsterdam;2015/'16;17084.0
134;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Amsterdam;2016/'17;17182.0
135;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Amsterdam;2017/'18;17065.0
136;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Amsterdam;2018/'19;17421.0
137;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Amsterdam;2019/'20;17366.0
138;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Amsterdam;2020/'21;18096.0
139;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Amsterdam;2021/'22;18246.0
140;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;'s-Gravenhage (gemeente);2015/'16;12695.0
141;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;'s-Gravenhage (gemeente);2016/'17;12964.0
142;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;'s-Gravenhage (gemeente);2017/'18;13377.0
143;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;'s-Gravenhage (gemeente);2018/'19;13805.0
144;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;'s-Gravenhage (gemeente);2019/'20;13980.0
145;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;'s-Gravenhage (gemeente);2020/'21;14424.0
146;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;'s-Gravenhage (gemeente);2021/'22;14512.0
147;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Rotterdam;2015/'16;21471.0
148;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Rotterdam;2016/'17;21254.0
149;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Rotterdam;2017/'18;20715.0
150;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Rotterdam;2018/'19;20464.0
151;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Rotterdam;2019/'20;20526.0
152;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Rotterdam;2020/'21;20821.0
153;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Rotterdam;2021/'22;20687.0
154;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (gemeente);2015/'16;6294.0
155;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (gemeente);2016/'17;6596.0
156;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (gemeente);2017/'18;6656.0
157;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (gemeente);2018/'19;7045.0
158;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (gemeente);2019/'20;7094.0
159;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (gemeente);2020/'21;7236.0
160;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Utrecht (gemeente);2021/'22;7301.0
161;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Vier grootste gemeenten (G4);2015/'16;57544.0
162;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Vier grootste gemeenten (G4);2016/'17;57996.0
163;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Vier grootste gemeenten (G4);2017/'18;57813.0
164;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Vier grootste gemeenten (G4);2018/'19;58735.0
165;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Vier grootste gemeenten (G4);2019/'20;58966.0
166;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Vier grootste gemeenten (G4);2020/'21;60577.0
167;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Vier grootste gemeenten (G4);2021/'22;60746.0
168;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;106282.0
169;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;108063.0
170;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;108995.0
171;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;112084.0
172;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;114468.0
173;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;119632.0
174;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;118836.0
175;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten < 100 000 inwoners;2015/'16;318955.0
176;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten < 100 000 inwoners;2016/'17;324638.0
177;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten < 100 000 inwoners;2017/'18;327810.0
178;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten < 100 000 inwoners;2018/'19;334079.0
179;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten < 100 000 inwoners;2019/'20;337108.0
180;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten < 100 000 inwoners;2020/'21;336825.0
181;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Gemeenten < 100 000 inwoners;2021/'22;331746.0
182;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;"Gemeenten; niet in te delen";2015/'16;1360.0
183;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;"Gemeenten; niet in te delen";2016/'17;1189.0
184;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;"Gemeenten; niet in te delen";2017/'18;1641.0
185;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;"Gemeenten; niet in te delen";2018/'19;1672.0
186;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;"Gemeenten; niet in te delen";2019/'20;1738.0
187;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;"Gemeenten; niet in te delen";2020/'21;1902.0
188;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;"Gemeenten; niet in te delen";2021/'22;1808.0
189;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Groningen (AM);2015/'16;23948.0
190;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Groningen (AM);2016/'17;24440.0
191;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Groningen (AM);2017/'18;24451.0
192;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Groningen (AM);2018/'19;25019.0
193;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Groningen (AM);2019/'20;25359.0
194;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Groningen (AM);2020/'21;25535.0
195;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Groningen (AM);2021/'22;25188.0
196;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Friesland (AM);2015/'16;23706.0
197;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Friesland (AM);2016/'17;24429.0
198;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Friesland (AM);2017/'18;24633.0
199;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Friesland (AM);2018/'19;24990.0
200;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Friesland (AM);2019/'20;24964.0
201;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Friesland (AM);2020/'21;24972.0
202;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Friesland (AM);2021/'22;24654.0
203;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (AM);2015/'16;10104.0
204;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (AM);2016/'17;10456.0
205;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (AM);2017/'18;10671.0
206;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (AM);2018/'19;11049.0
207;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (AM);2019/'20;11037.0
208;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (AM);2020/'21;11001.0
209;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Drenthe (AM);2021/'22;10931.0
210;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;IJsselvechtstreek (AM);2015/'16;17453.0
211;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;IJsselvechtstreek (AM);2016/'17;
212;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;IJsselvechtstreek (AM);2017/'18;
213;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;IJsselvechtstreek (AM);2018/'19;
214;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;IJsselvechtstreek (AM);2019/'20;
215;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;IJsselvechtstreek (AM);2020/'21;
216;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;IJsselvechtstreek (AM);2021/'22;
217;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Twente (AM);2015/'16;21400.0
218;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Twente (AM);2016/'17;21909.0
219;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Twente (AM);2017/'18;22235.0
220;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Twente (AM);2018/'19;22322.0
