ID;Geslacht;Leeftijd;PrognoseInterval;Perioden;BevolkingOp1Januari_1
47;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2024;17903548
48;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2025;17965918
49;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2026;18005402
50;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2027;18019212
51;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2028;18017088
52;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2029;18012368
53;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2030;18003694
54;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2031;18008556
55;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2032;18017642
56;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2033;18003366
57;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2034;17993000
58;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2035;18017334
59;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2036;18020282
60;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2037;18031572
61;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2038;18055758
62;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2039;18049940
63;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2040;18040722
64;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2041;18021762
65;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2042;17977544
66;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2043;17986224
67;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2044;17989934
68;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2045;17965710
69;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2046;17967532
70;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2047;17928600
71;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2048;17915962
72;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2049;17874932
73;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2050;17853692
74;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2051;17844900
75;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2052;17845152
76;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2053;17828274
77;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2054;17781442
78;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2055;17761164
79;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2056;17741374
80;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2057;17730498
81;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2058;17748408
82;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2059;17697182
83;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2060;17666080
84;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2061;17638506
85;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2062;17632780
86;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2063;17609786
87;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2064;17576950
88;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2065;17553286
89;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2066;17530352
90;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2067;17513430
91;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2068;17541106
92;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2069;17560912
93;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2070;17569096
94;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2024;17996304
95;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2025;18164718
96;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2026;18331722
97;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2027;18485038
98;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2028;18627276
99;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2029;18753916
100;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2030;18903530
101;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2031;19088350
102;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2032;19252040
103;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2033;19411712
104;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2034;19572170
105;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2035;19712126
106;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2036;19868128
107;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2037;19984800
108;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2038;20102468
109;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2039;20238720
110;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2040;20389048
111;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2041;20557796
112;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2042;20641758
113;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2043;20787836
114;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2044;20930992
115;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2045;21070098
116;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2046;21217404
117;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2047;21373636
118;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2048;21488082
119;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2049;21591310
120;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2050;21681378
121;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2051;21725288
122;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2052;21829746
123;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2053;22002078
124;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2054;22062040
125;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2055;22187856
126;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2056;22252350
127;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2057;22374470
128;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2058;22469642
129;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2059;22536872
130;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2060;22622426
131;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2061;22781498
132;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2062;22922886
133;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2063;23011476
134;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2064;23124032
135;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2065;23274902
136;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2066;23388274
137;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2067;23564332
138;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2068;23715968
139;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2069;23880544
140;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2070;24015198
141;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2024;17928836
142;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2025;18017476
143;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2026;18088956
144;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2027;18142188
145;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2028;18181258
146;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2029;18210890
147;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2030;18256200
148;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2031;18286850
149;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2032;18330480
150;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2033;18375852
151;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2034;18422636
152;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2035;18445416
153;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2036;18492682
154;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2037;18530336
155;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2038;18545040
156;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2039;18577590
157;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2040;18601380
158;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2041;18630940
159;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2042;18664176
160;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2043;18665992
161;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2044;18681808
162;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2045;18690472
163;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2046;18669148
164;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2047;18679996
165;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2048;18694084
166;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2049;18693456
167;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2050;18700708
168;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2051;18698918
169;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2052;18689232
170;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2053;18693302
171;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2054;18702188
172;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2055;18699828
173;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2056;18692784
174;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2057;18697262
175;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2058;18703660
176;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2059;18712162
177;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2060;18715668
178;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2061;18723330
179;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2062;18713788
180;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2063;18737010
181;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2064;18748460
182;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2065;18748308
183;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2066;18760192
184;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2067;18787900
185;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2068;18800966
186;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2069;18844782
187;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2070;18895360
188;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2024;17974202
189;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2025;18120538
190;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2026;18255338
191;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2027;18369766
192;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2028;18483472
193;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2029;18590220
194;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2030;18691740
195;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2031;18803220
196;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2032;18918252
197;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2033;19021508
198;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2034;19132112
199;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2035;19217992
200;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2036;19344962
201;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2037;19455512
202;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2038;19561704
203;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2039;19656144
204;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2040;19773032
205;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2041;19883368
206;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2042;19974260
207;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2043;20070108
208;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2044;20148500
209;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2045;20231944
210;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2046;20304776
211;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2047;20376220
212;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2048;20473210
213;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2049;20551288
214;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2050;20624844
215;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2051;20678044
216;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2052;20752360
217;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2053;20835380
218;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2054;20908908
219;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2055;20987212
220;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2056;21028626
221;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2057;21110388
222;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2058;21182046
223;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2059;21238020
224;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2060;21328288
225;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2061;21406728
226;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2062;21485360
227;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2063;21571798
228;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2064;21657292
229;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2065;21748152
230;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2066;21817224
231;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2067;21936752
232;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2068;22054572
233;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2069;22166624
234;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2070;22265588
235;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2024;865170
236;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2025;861106
237;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2026;858372
238;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2027;846123
239;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2028;848934
240;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2029;856908
241;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2030;869211
242;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2031;885312
243;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2032;903449
244;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2033;921891
245;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2034;939641
246;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2035;955435
247;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2036;968730
248;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2037;979656
249;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2038;988207
250;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2039;994299
251;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2040;997904
252;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2041;999253
253;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2042;998705
254;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2043;996724
255;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2044;993823
256;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2045;990431
257;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2046;986753
258;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2047;982971
259;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2048;979203
260;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2049;975572
261;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2050;972186
262;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2051;969124
263;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2052;966447
264;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2053;964240
265;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2054;962545
266;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2055;961433
267;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2056;960977
268;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2057;961262
269;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2058;962391
270;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2059;964451
271;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2060;967504
272;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2061;971637
273;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2062;976873
274;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2063;983156
275;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2064;990369
276;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2065;998337
277;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2066;1006766
278;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2067;1015362
279;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2068;1023800
280;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2069;1031786
281;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2070;1039059
282;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2024;856178
283;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2025;842495
284;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2026;824424
285;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2027;797945
286;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2028;780477
287;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2029;774564
288;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2030;772990
289;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2031;775765
290;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2032;778877
291;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2033;786548
292;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2034;794163
293;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2035;799969
294;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2036;805339
295;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2037;803893
296;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2038;806213
297;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2039;804567
298;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2040;801593
299;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2041;799072
300;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2042;796625
301;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2043;784277
302;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2044;771777
303;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2045;763244
304;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2046;755566
305;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2047;746361
306;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2048;736908
307;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2049;738519
308;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2050;732391
309;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2051;728275
310;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2052;724919
311;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2053;715374
312;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2054;708504
313;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2055;704563
314;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2056;697936
315;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2057;695239
316;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2058;690830
317;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2059;689972
318;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2060;691122
319;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2061;682436
320;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2062;678121
321;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2063;673294
322;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2064;675804
323;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2065;677487
