ID;Aardolieproducten;Perioden;TotaalAanbod_1;TotaleProductie_2;Raffinaderijen_3;PetrochemischeIndustrie_4;Groothandel_5;Invoer_6;Uitvoer_7;Bunkers_8;Voorraadmutatie_9;TotaalVerbruik_10;TotaalVoorOmzettingInOlieproducten_11;Raffinaderijen_12;PetrochemischeIndustrie_13;Groothandel_14;TotaalFinaalVerbruikAndereOmzetting_15;RaffinaderijenBrandstof_16;PetrochemischeIndustrieBrandstof_17;PetrochemischeIndustrieGrondstof_18;Visserij_19;VervoerEnOverig_20;Beginvoorraad_21;Eindvoorraad_22;Voorraadmutatie_23
65;Totaal aardolieproducten;2000 3e kwartaal;11959.0;21289.0;16772.0;4517.0;;12212.0;16586.0;4300.0;-656.0;11959.0;5955.0;2598.0;3356.0;;6004.0;664.0;390.0;1617.0;52.0;3281.35;6878.0;7534.0;-656.0
66;Totaal aardolieproducten;2000 oktober;4135.0;7790.0;6228.0;1562.0;;3090.0;5380.0;1444.0;79.0;4135.0;2129.0;883.0;1246.0;;2006.0;206.0;117.0;471.0;18.0;1194.68;7534.0;7455.0;79.0
67;Totaal aardolieproducten;2000 november;3747.0;6907.0;5509.0;1398.0;;3484.0;5194.0;1315.0;-135.0;3747.0;1681.0;601.0;1080.0;;2066.0;209.0;112.0;494.0;18.0;1233.57;7455.0;7589.0;-135.0
68;Totaal aardolieproducten;2000 december;5390.0;8742.0;7066.0;1676.0;;3665.0;4960.0;1493.0;-564.0;5390.0;3322.0;2090.0;1232.0;;2067.0;237.0;129.0;534.0;17.0;1150.8;7589.0;8154.0;-564.0
69;Totaal aardolieproducten;2000 4e kwartaal;13272.0;23439.0;18804.0;4635.0;;10239.0;15533.0;4252.0;-620.0;13272.0;7132.0;3575.0;3558.0;;6140.0;652.0;357.0;1498.0;53.0;3579.05;7534.0;8154.0;-620.0
70;Totaal aardolieproducten;2000;48058.0;84868.0;67573.0;17295.0;;44674.0;63442.0;16689.0;-1353.0;48058.0;24138.0;11257.0;12881.0;;23920.0;2611.0;1419.0;5908.0;222.0;13760.7;6800.0;8154.0;-1353.0
71;Totaal aardolieproducten;2001 januari;4204.0;7630.0;5935.0;1695.0;;3815.0;5521.0;1439.0;-281.0;4204.0;2163.0;804.0;1358.0;;2041.0;231.0;142.0;559.0;18.0;1091.54;8154.0;8435.0;-281.0
72;Totaal aardolieproducten;2001 februari;3861.0;6790.0;5314.0;1475.0;;3288.0;4962.0;1302.0;47.0;3861.0;1963.0;836.0;1127.0;;1898.0;217.0;119.0;531.0;15.0;1016.21;8435.0;8387.0;47.0
73;Totaal aardolieproducten;2001 maart;4158.0;7193.0;5616.0;1576.0;;3766.0;5414.0;1543.0;156.0;4158.0;2043.0;896.0;1146.0;;2115.0;226.0;145.0;512.0;20.0;1211.64;8387.0;8231.0;156.0
74;Totaal aardolieproducten;2001 1e kwartaal;12223.0;21612.0;16866.0;4746.0;;10869.0;15897.0;4284.0;-78.0;12223.0;6168.0;2537.0;3632.0;;6054.0;674.0;407.0;1602.0;53.0;3319.39;8154.0;8231.0;-78.0
75;Totaal aardolieproducten;2001 april;4038.0;7385.0;5868.0;1517.0;;3629.0;6031.0;1478.0;534.0;4038.0;2036.0;877.0;1159.0;;2002.0;219.0;140.0;472.0;17.0;1153.26;8231.0;7697.0;534.0
76;Totaal aardolieproducten;2001 mei;4181.0;7291.0;5723.0;1569.0;;3880.0;5410.0;1572.0;-9.0;4181.0;2030.0;809.0;1221.0;;2151.0;211.0;136.0;525.0;19.0;1259.92;7697.0;7707.0;-9.0
77;Totaal aardolieproducten;2001 juni;4164.0;6823.0;5259.0;1564.0;;4532.0;5317.0;1418.0;-456.0;4164.0;2170.0;1067.0;1103.0;;1994.0;210.0;129.0;498.0;19.0;1138.2;7707.0;8163.0;-456.0
78;Totaal aardolieproducten;2001 2e kwartaal;12382.0;21499.0;16849.0;4650.0;;12040.0;16758.0;4468.0;69.0;12382.0;6236.0;2753.0;3483.0;;6146.0;640.0;404.0;1495.0;55.0;3551.38;8231.0;8163.0;69.0
79;Totaal aardolieproducten;2001 juli;4060.0;6921.0;5360.0;1561.0;;4291.0;5406.0;1425.0;-320.0;4060.0;2045.0;922.0;1123.0;;2015.0;213.0;135.0;586.0;18.0;1063.11;8163.0;8482.0;-320.0
80;Totaal aardolieproducten;2001 augustus;4066.0;7407.0;5783.0;1624.0;;4226.0;5656.0;1525.0;-385.0;4066.0;2022.0;849.0;1173.0;;2044.0;202.0;143.0;536.0;19.0;1143.17;8482.0;8867.0;-385.0
81;Totaal aardolieproducten;2001 september;4114.0;6909.0;5410.0;1500.0;;3594.0;5995.0;1452.0;1058.0;4114.0;2120.0;1067.0;1053.0;;1995.0;207.0;125.0;507.0;21.0;1134.5;8867.0;7809.0;1058.0
82;Totaal aardolieproducten;2001 3e kwartaal;12241.0;21237.0;16553.0;4684.0;;12110.0;17057.0;4402.0;353.0;12241.0;6187.0;2838.0;3349.0;;6054.0;623.0;403.0;1630.0;58.0;3340.78;8163.0;7809.0;353.0
83;Totaal aardolieproducten;2001 oktober;4377.0;7334.0;5893.0;1441.0;;4249.0;5884.0;1417.0;95.0;4377.0;2275.0;1065.0;1211.0;;2101.0;220.0;143.0;468.0;23.0;1246.64;7809.0;7714.0;95.0
84;Totaal aardolieproducten;2001 november;4289.0;7448.0;6028.0;1419.0;;3600.0;5110.0;1659.0;10.0;4289.0;2315.0;1215.0;1100.0;;1974.0;204.0;133.0;439.0;22.0;1175.6;7714.0;7705.0;10.0
85;Totaal aardolieproducten;2001 december;4286.0;7090.0;5722.0;1368.0;;3996.0;5214.0;1738.0;152.0;4286.0;2196.0;1314.0;882.0;;2090.0;212.0;132.0;577.0;18.0;1151.18;7705.0;7553.0;152.0
86;Totaal aardolieproducten;2001 4e kwartaal;12952.0;21872.0;17644.0;4228.0;;11844.0;16207.0;4814.0;257.0;12952.0;6787.0;3594.0;3192.0;;6165.0;637.0;408.0;1485.0;63.0;3573.42;7809.0;7553.0;257.0
87;Totaal aardolieproducten;2001;49798.0;86220.0;67912.0;18308.0;;46864.0;65920.0;17967.0;601.0;49798.0;25378.0;11722.0;13656.0;;24419.0;2574.0;1621.0;6211.0;228.0;13784.97;8154.0;7553.0;601.0
88;Totaal aardolieproducten;2002 januari;4423.0;7382.0;5905.0;1477.0;;4455.0;5585.0;1431.0;-397.0;4423.0;2358.0;1356.0;1002.0;;2065.0;213.0;141.0;577.0;16.0;1117.94;7553.0;7950.0;-397.0
89;Totaal aardolieproducten;2002 februari;4477.0;7420.0;5989.0;1432.0;;3638.0;5074.0;1387.0;-120.0;4477.0;2508.0;1609.0;899.0;;1970.0;195.0;144.0;525.0;15.0;1090.55;7950.0;8070.0;-120.0
90;Totaal aardolieproducten;2002 maart;4228.0;7539.0;6227.0;1312.0;;3883.0;5940.0;1457.0;203.0;4228.0;2194.0;1380.0;814.0;;2034.0;222.0;133.0;489.0;20.0;1170.7;8070.0;7866.0;203.0
91;Totaal aardolieproducten;2002 1e kwartaal;13128.0;22341.0;18121.0;4220.0;;11976.0;16600.0;4275.0;-313.0;13128.0;7060.0;4344.0;2716.0;;6069.0;630.0;418.0;1590.0;51.0;3379.18;7553.0;7866.0;-313.0
92;Totaal aardolieproducten;2002 april;4297.0;6432.0;5033.0;1399.0;;4076.0;5185.0;1475.0;450.0;4297.0;2267.0;1333.0;934.0;;2029.0;201.0;142.0;488.0;22.0;1177.23;7866.0;7417.0;450.0
93;Totaal aardolieproducten;2002 mei;4546.0;7060.0;5665.0;1395.0;;4981.0;5315.0;1598.0;-583.0;4546.0;2520.0;1576.0;945.0;;2025.0;181.0;164.0;447.0;23.0;1211.1;7417.0;7999.0;-583.0
94;Totaal aardolieproducten;2002 juni;4459.0;6933.0;5619.0;1314.0;;4182.0;5498.0;1682.0;524.0;4459.0;2485.0;1518.0;967.0;;1974.0;149.0;140.0;497.0;23.0;1164.98;7999.0;7475.0;524.0
95;Totaal aardolieproducten;2002 2e kwartaal;13302.0;20426.0;16318.0;4108.0;;13239.0;15998.0;4755.0;391.0;13302.0;7273.0;4427.0;2846.0;;6029.0;530.0;446.0;1432.0;68.0;3553.31;7866.0;7475.0;391.0
96;Totaal aardolieproducten;2002 juli;4578.0;6983.0;5446.0;1537.0;;4512.0;5526.0;1471.0;80.0;4578.0;2482.0;1452.0;1030.0;;2096.0;199.0;178.0;541.0;19.0;1159.58;7475.0;7395.0;80.0
97;Totaal aardolieproducten;2002 augustus;4619.0;7325.0;5817.0;1508.0;;4309.0;5510.0;1618.0;114.0;4619.0;2696.0;1640.0;1056.0;;1922.0;212.0;170.0;451.0;22.0;1066.79;7395.0;7281.0;114.0
98;Totaal aardolieproducten;2002 september;4399.0;7006.0;5534.0;1472.0;;3927.0;5194.0;1409.0;69.0;4399.0;2355.0;1361.0;994.0;;2044.0;185.0;175.0;474.0;21.0;1189.36;7281.0;7212.0;69.0
99;Totaal aardolieproducten;2002 3e kwartaal;13596.0;21314.0;16797.0;4517.0;;12747.0;16230.0;4498.0;263.0;13596.0;7533.0;4453.0;3080.0;;6063.0;596.0;523.0;1467.0;62.0;3415.73;7475.0;7212.0;263.0
100;Totaal aardolieproducten;2002 oktober;4868.0;7205.0;5673.0;1531.0;;4898.0;5965.0;1503.0;233.0;4868.0;2588.0;1454.0;1134.0;;2280.0;196.0;155.0;591.0;23.0;1314.79;7212.0;6979.0;233.0
101;Totaal aardolieproducten;2002 november;4498.0;6999.0;5439.0;1560.0;;4162.0;5240.0;1471.0;48.0;4498.0;2380.0;1231.0;1149.0;;2118.0;172.0;170.0;502.0;25.0;1248.9;6979.0;6930.0;48.0
102;Totaal aardolieproducten;2002 december;4741.0;7446.0;5858.0;1588.0;;4186.0;5412.0;1396.0;-83.0;4741.0;2496.0;1371.0;1126.0;;2245.0;213.0;179.0;594.0;18.0;1240.17;6930.0;7013.0;-83.0
103;Totaal aardolieproducten;2002 4e kwartaal;14107.0;21649.0;16970.0;4679.0;;13246.0;16617.0;4370.0;199.0;14107.0;7464.0;4056.0;3408.0;;6643.0;581.0;504.0;1687.0;66.0;3803.87;7212.0;7013.0;199.0
104;Totaal aardolieproducten;2002;54133.0;85729.0;68206.0;17523.0;;51207.0;65445.0;17899.0;540.0;54133.0;29330.0;17280.0;12050.0;;24803.0;2337.0;1891.0;6176.0;247.0;14152.08;7553.0;7013.0;540.0
105;Totaal aardolieproducten;2003 januari;4874.0;7603.0;6098.0;1505.0;;3307.0;5498.0;1272.0;735.0;4874.0;2769.0;1604.0;1166.0;;2105.0;205.0;172.0;614.0;18.0;1095.21;7013.0;6278.0;735.0
106;Totaal aardolieproducten;2003 februari;4309.0;6827.0;5338.0;1489.0;;3865.0;4803.0;1340.0;-240.0;4309.0;2260.0;1154.0;1107.0;;2048.0;191.0;170.0;538.0;17.0;1133.04;6278.0;6519.0;-240.0
107;Totaal aardolieproducten;2003 maart;4690.0;7303.0;5819.0;1484.0;;3582.0;5167.0;1372.0;343.0;4690.0;2698.0;1596.0;1102.0;;1992.0;191.0;176.0;439.0;25.0;1161.86;6519.0;6175.0;343.0
108;Totaal aardolieproducten;2003 1e kwartaal;13873.0;21733.0;17255.0;4478.0;;10754.0;15468.0;3984.0;837.0;13873.0;7728.0;4354.0;3374.0;;6145.0;587.0;519.0;1590.0;59.0;3390.1;7013.0;6175.0;837.0
109;Totaal aardolieproducten;2003 april;4418.0;7027.0;5592.0;1435.0;;4283.0;5017.0;1398.0;-476.0;4418.0;2278.0;1210.0;1068.0;;2141.0;184.0;135.0;593.0;20.0;1209.2;6175.0;6652.0;-476.0
110;Totaal aardolieproducten;2003 mei;5113.0;7978.0;6465.0;1513.0;;4729.0;5865.0;1374.0;-355.0;5113.0;2752.0;1610.0;1142.0;;2361.0;226.0;155.0;697.0;22.0;1261.62;6652.0;7006.0;-355.0
111;Totaal aardolieproducten;2003 juni;4946.0;7832.0;6268.0;1564.0;;4706.0;5771.0;1410.0;-411.0;4946.0;2914.0;1675.0;1239.0;;2033.0;215.0;160.0;485.0;20.0;1153.38;7006.0;7417.0;-411.0
112;Totaal aardolieproducten;2003 2e kwartaal;14478.0;22837.0;18326.0;4511.0;;13718.0;16654.0;4181.0;-1242.0;14478.0;7944.0;4495.0;3449.0;;6534.0;624.0;450.0;1775.0;61.0;3624.2;6175.0;7417.0;-1242.0
113;Totaal aardolieproducten;2003 juli;5075.0;8139.0;6485.0;1654.0;;3983.0;5598.0;1423.0;-27.0;5075.0;2889.0;1575.0;1314.0;;2186.0;215.0;178.0;613.0;17.0;1163.11;7417.0;7444.0;-27.0
114;Totaal aardolieproducten;2003 augustus;4831.0;7981.0;6317.0;1664.0;;4276.0;5705.0;1412.0;-308.0;4831.0;2787.0;1629.0;1158.0;;2044.0;222.0;170.0;526.0;21.0;1105.09;7444.0;7752.0;-308.0
115;Totaal aardolieproducten;2003 september;5664.0;8423.0;6806.0;1617.0;;4739.0;5373.0;1490.0;-635.0;5664.0;3362.0;2138.0;1223.0;;2302.0;203.0;167.0;632.0;21.0;1279.74;7752.0;8388.0;-635.0
116;Totaal aardolieproducten;2003 3e kwartaal;15570.0;24543.0;19609.0;4934.0;;12998.0;16676.0;4324.0;-970.0;15570.0;9038.0;5342.0;3695.0;;6533.0;641.0;515.0;1771.0;59.0;3547.93;7417.0;8388.0;-970.0
117;Totaal aardolieproducten;2003 oktober;5020.0;7331.0;5694.0;1638.0;;4216.0;6516.0;1490.0;1479.0;5020.0;2630.0;1451.0;1179.0;;2390.0;189.0;183.0;684.0;20.0;1313.74;8388.0;6909.0;1479.0
118;Totaal aardolieproducten;2003 november;4745.0;7145.0;5628.0;1517.0;;4426.0;5354.0;1426.0;-47.0;4745.0;2629.0;1581.0;1047.0;;2116.0;183.0;166.0;612.0;18.0;1136.76;6909.0;6956.0;-47.0
119;Totaal aardolieproducten;2003 december;4985.0;7884.0;6244.0;1640.0;;4314.0;5357.0;1513.0;-343.0;4985.0;2640.0;1412.0;1228.0;;2346.0;217.0;176.0;672.0;16.0;1265.11;6956.0;7298.0;-343.0
120;Totaal aardolieproducten;2003 4e kwartaal;14750.0;22361.0;17566.0;4795.0;;12956.0;17227.0;4429.0;1089.0;14750.0;7898.0;4444.0;3454.0;;6852.0;590.0;525.0;1968.0;54.0;3715.6;8388.0;7298.0;1089.0
121;Totaal aardolieproducten;2003;58672.0;91474.0;72755.0;18719.0;;50426.0;66025.0;16918.0;-285.0;58672.0;32607.0;18635.0;13973.0;;26065.0;2441.0;2008.0;7104.0;234.0;14277.84;7013.0;7298.0;-285.0
122;Totaal aardolieproducten;2004 januari;4769.0;8203.0;6723.0;1481.0;;4090.0;5849.0;1408.0;-267.0;4769.0;2633.0;1572.0;1061.0;;2135.0;218.0;169.0;634.0;16.0;1097.85;7298.0;7565.0;-267.0
123;Totaal aardolieproducten;2004 februari;4847.0;7798.0;6278.0;1520.0;;4201.0;5640.0;1363.0;-150.0;4847.0;2598.0;1421.0;1176.0;;2249.0;219.0;139.0;798.0;14.0;1080.19;7565.0;7715.0;-150.0
124;Totaal aardolieproducten;2004 maart;5365.0;8364.0;6759.0;1605.0;;4807.0;6710.0;1554.0;458.0;5365.0;3055.0;1872.0;1183.0;;2310.0;234.0;156.0;612.0;18.0;1289.55;7715.0;7257.0;458.0
125;Totaal aardolieproducten;2004 1e kwartaal;14981.0;24365.0;19759.0;4606.0;;13098.0;18199.0;4325.0;42.0;14981.0;8286.0;4866.0;3421.0;;6694.0;671.0;464.0;2044.0;48.0;3467.59;7298.0;7257.0;42.0
126;Totaal aardolieproducten;2004 april;5815.0;8772.0;7165.0;1606.0;;4246.0;5859.0;1527.0;182.0;5815.0;3620.0;2359.0;1261.0;;2194.0;216.0;162.0;530.0;19.0;1267.23;7257.0;7074.0;182.0
127;Totaal aardolieproducten;2004 mei;4952.0;8327.0;6714.0;1614.0;;4034.0;6195.0;1544.0;329.0;4952.0;2854.0;1663.0;1190.0;;2098.0;211.0;172.0;593.0;17.0;1104.14;7074.0;6745.0;329.0
128;Totaal aardolieproducten;2004 juni;5357.0;8425.0;6644.0;1781.0;;4899.0;5974.0;1570.0;-423.0;5357.0;3115.0;1761.0;1354.0;;2242.0;217.0;168.0;615.0;15.0;1227.07;6745.0;7169.0;-423.0
129;Totaal aardolieproducten;2004 2e kwartaal;16123.0;25524.0;20523.0;5001.0;;13180.0;18028.0;4641.0;88.0;16123.0;9589.0;5783.0;3806.0;;6534.0;644.0;502.0;1738.0;52.0;3598.44;7257.0;7169.0;88.0
