ID;Geslacht;Leeftijd;Herkomst;ZorgvormZvwZorgkosten;Perioden;GemiddeldeZorgkostenVolgensDeZvw_1;PersonenMetZvwZorgkostenRelatief_2
93;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Geestelijke gezondheidszorg-ZPM;2020;;
94;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Geestelijke gezondheidszorg-ZPM;2021;;
95;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Geestelijke gezondheidszorg-ZPM;2022;257.0;5.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Verpleging en verzorging;2020;193.0;3.4
97;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Verpleging en verzorging;2021;191.0;3.5
98;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Verpleging en verzorging;2022;179.0;3.4
99;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Zorg zintuiglijk gehandicapten;2020;10.0;0.2
100;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Zorg zintuiglijk gehandicapten;2021;11.0;0.2
101;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Zorg zintuiglijk gehandicapten;2022;12.0;0.2
102;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Eerstelijnsverblijf;2020;17.0;0.2
103;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Eerstelijnsverblijf;2021;20.0;0.3
104;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Eerstelijnsverblijf;2022;18.0;0.2
105;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Generalistische basis GGZ;2020;14.0;1.3
106;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Generalistische basis GGZ;2021;12.0;1.3
107;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Generalistische basis GGZ;2022;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Gespecialiseerde GGZ;2020;224.0;2.9
109;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Gespecialiseerde GGZ;2021;151.0;2.9
110;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Gespecialiseerde GGZ;2022;;
111;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Overige zorgvormen;2020;8.0;2.5
112;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Overige zorgvormen;2021;13.0;2.9
113;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geboren in Nederland;Overige zorgvormen;2022;11.0;3.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Totaal alle zorgvormen;2020;2675.0;99.2
115;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Totaal alle zorgvormen;2021;2801.0;99.3
116;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Totaal alle zorgvormen;2022;2995.0;99.3
117;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Huisartsenzorg;2020;179.0;98.7
118;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Huisartsenzorg;2021;196.0;98.7
119;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Huisartsenzorg;2022;205.0;98.7
120;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Multidisciplinaire zorg;2020;40.0;60.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Multidisciplinaire zorg;2021;41.0;61.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Multidisciplinaire zorg;2022;42.0;66.6
123;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Ziekenhuiszorg;2020;1371.0;55.8
124;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Ziekenhuiszorg;2021;1518.0;58.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Ziekenhuiszorg;2022;1588.0;59.6
126;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Farmacie;2020;294.0;65.5
127;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Farmacie;2021;291.0;66.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Farmacie;2022;313.0;67.4
129;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Mondzorg;2020;39.0;16.5
130;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Mondzorg;2021;44.0;16.9
131;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Mondzorg;2022;45.0;16.9
132;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geboortezorg;2020;35.0;1.6
133;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geboortezorg;2021;37.0;1.6
134;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geboortezorg;2022;35.0;1.5
135;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Paramedische zorg;2020;44.0;9.0
136;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Paramedische zorg;2021;57.0;10.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Paramedische zorg;2022;60.0;10.4
138;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Hulpmiddelen;2020;102.0;14.6
139;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Hulpmiddelen;2021;106.0;15.1
140;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Hulpmiddelen;2022;110.0;15.5
141;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Ziekenvervoer;2020;42.0;3.8
142;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Ziekenvervoer;2021;46.0;4.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Ziekenvervoer;2022;48.0;4.1
144;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Buitenland;2020;11.0;0.7
145;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Buitenland;2021;10.0;0.7
146;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Buitenland;2022;16.0;1.2
147;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geriatrische revalidatiezorg;2020;43.0;0.3
148;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geriatrische revalidatiezorg;2021;47.0;0.3
149;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geriatrische revalidatiezorg;2022;50.0;0.4
150;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geestelijke gezondheidszorg-ZPM;2020;;
151;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geestelijke gezondheidszorg-ZPM;2021;;
152;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Geestelijke gezondheidszorg-ZPM;2022;251.0;5.0
153;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Verpleging en verzorging;2020;207.0;3.7
154;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Verpleging en verzorging;2021;204.0;3.7
155;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Verpleging en verzorging;2022;192.0;3.7
156;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Zorg zintuiglijk gehandicapten;2020;8.0;0.2
157;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Zorg zintuiglijk gehandicapten;2021;9.0;0.2
158;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Zorg zintuiglijk gehandicapten;2022;9.0;0.2
159;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Eerstelijnsverblijf;2020;19.0;0.2
160;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Eerstelijnsverblijf;2021;21.0;0.3
161;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Eerstelijnsverblijf;2022;19.0;0.2
162;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Generalistische basis GGZ;2020;14.0;1.3
163;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Generalistische basis GGZ;2021;12.0;1.3
164;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Generalistische basis GGZ;2022;;
165;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Gespecialiseerde GGZ;2020;218.0;2.8
166;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Gespecialiseerde GGZ;2021;147.0;2.8
167;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Gespecialiseerde GGZ;2022;;
168;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Overige zorgvormen;2020;8.0;2.4
169;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Overige zorgvormen;2021;13.0;2.8
170;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouders in NL;Overige zorgvormen;2022;11.0;2.9
171;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Totaal alle zorgvormen;2020;2108.0;99.0
172;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Totaal alle zorgvormen;2021;2192.0;99.1
173;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Totaal alle zorgvormen;2022;2357.0;99.1
174;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Huisartsenzorg;2020;169.0;98.3
175;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Huisartsenzorg;2021;186.0;98.4
176;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Huisartsenzorg;2022;194.0;98.4
177;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Multidisciplinaire zorg;2020;25.0;59.4
178;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Multidisciplinaire zorg;2021;26.0;60.5
179;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Multidisciplinaire zorg;2022;28.0;66.1
180;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Ziekenhuiszorg;2020;1017.0;47.9
181;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Ziekenhuiszorg;2021;1129.0;50.4
182;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Ziekenhuiszorg;2022;1164.0;52.0
183;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Farmacie;2020;196.0;58.6
184;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Farmacie;2021;193.0;59.8
185;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Farmacie;2022;205.0;61.3
186;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Mondzorg;2020;64.0;26.0
187;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Mondzorg;2021;75.0;26.9
188;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Mondzorg;2022;76.0;26.7
189;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geboortezorg;2020;41.0;2.0
190;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geboortezorg;2021;45.0;2.1
191;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geboortezorg;2022;43.0;2.0
192;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Paramedische zorg;2020;56.0;10.6
193;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Paramedische zorg;2021;68.0;11.7
194;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Paramedische zorg;2022;72.0;12.0
195;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Hulpmiddelen;2020;63.0;10.1
196;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Hulpmiddelen;2021;66.0;10.7
197;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Hulpmiddelen;2022;69.0;10.8
198;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Ziekenvervoer;2020;28.0;2.6
199;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Ziekenvervoer;2021;32.0;2.8
200;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Ziekenvervoer;2022;32.0;2.8
201;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Buitenland;2020;9.0;0.8
202;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Buitenland;2021;11.0;1.1
203;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Buitenland;2022;14.0;1.6
204;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geriatrische revalidatiezorg;2020;19.0;0.1
205;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geriatrische revalidatiezorg;2021;20.0;0.1
206;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geriatrische revalidatiezorg;2022;21.0;0.1
207;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geestelijke gezondheidszorg-ZPM;2020;;
208;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geestelijke gezondheidszorg-ZPM;2021;;
209;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Geestelijke gezondheidszorg-ZPM;2022;298.0;5.6
210;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Verpleging en verzorging;2020;104.0;1.8
211;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Verpleging en verzorging;2021;101.0;1.8
212;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Verpleging en verzorging;2022;95.0;1.7
213;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Zorg zintuiglijk gehandicapten;2020;25.0;0.3
214;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Zorg zintuiglijk gehandicapten;2021;28.0;0.3
215;Totaal mannen en vrouwen;Totaal leeftijd;Herkomst: geb. in NL, ouder(s) buiten NL;Zorg zintuiglijk gehandicapten;2022;29.0;0.3
