ID;Geslacht;Leeftijd;Recidive;Perioden;VerdachtenVanMisdrijven_1
59;Totaal;Totaal;"Veelpleger; 2-5 delicten in verslagjaar";2018;17660
60;Totaal;Totaal;"Veelpleger; 2-5 delicten in verslagjaar";2019;18260
61;Totaal;Totaal;"Veelpleger; 2-5 delicten in verslagjaar";2020;17940
62;Totaal;Totaal;"Veelpleger; 2-5 delicten in verslagjaar";2021;16180
63;Totaal;Totaal;"Veelpleger; 2-5 delicten in verslagjaar";2022;16380
64;Totaal;Totaal;"Veelpleger; 2-5 delicten in verslagjaar";2023;16200
65;Totaal;Totaal;"Veelpleger; 2-5 delicten in verslagjaar";2024;15760
66;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2014;3270
67;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2015;3060
68;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2016;2730
69;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2017;2500
70;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2018;2580
71;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2019;2800
72;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2020;3010
73;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2021;2390
74;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2022;2710
75;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2023;2890
76;Totaal;Totaal;"Veelpleger; 6 of meer delicten in jaar";2024;2630
77;Totaal;Totaal;Recidive onbekend;2014;4310
78;Totaal;Totaal;Recidive onbekend;2015;3350
79;Totaal;Totaal;Recidive onbekend;2016;2600
80;Totaal;Totaal;Recidive onbekend;2017;2310
81;Totaal;Totaal;Recidive onbekend;2018;2360
82;Totaal;Totaal;Recidive onbekend;2019;2180
83;Totaal;Totaal;Recidive onbekend;2020;1730
84;Totaal;Totaal;Recidive onbekend;2021;1690
85;Totaal;Totaal;Recidive onbekend;2022;2280
86;Totaal;Totaal;Recidive onbekend;2023;2340
87;Totaal;Totaal;Recidive onbekend;2024;2740
88;Totaal;12 tot 18 jaar;Totaal;2014;23620
89;Totaal;12 tot 18 jaar;Totaal;2015;22740
90;Totaal;12 tot 18 jaar;Totaal;2016;21190
91;Totaal;12 tot 18 jaar;Totaal;2017;19120
92;Totaal;12 tot 18 jaar;Totaal;2018;16920
93;Totaal;12 tot 18 jaar;Totaal;2019;18790
94;Totaal;12 tot 18 jaar;Totaal;2020;16160
95;Totaal;12 tot 18 jaar;Totaal;2021;15320
96;Totaal;12 tot 18 jaar;Totaal;2022;17750
97;Totaal;12 tot 18 jaar;Totaal;2023;17260
98;Totaal;12 tot 18 jaar;Totaal;2024;15910
99;Totaal;12 tot 18 jaar;First offender;2014;13410
100;Totaal;12 tot 18 jaar;First offender;2015;12940
101;Totaal;12 tot 18 jaar;First offender;2016;12400
102;Totaal;12 tot 18 jaar;First offender;2017;11530
103;Totaal;12 tot 18 jaar;First offender;2018;10170
104;Totaal;12 tot 18 jaar;First offender;2019;11400
105;Totaal;12 tot 18 jaar;First offender;2020;9550
106;Totaal;12 tot 18 jaar;First offender;2021;9400
107;Totaal;12 tot 18 jaar;First offender;2022;11600
108;Totaal;12 tot 18 jaar;First offender;2023;11130
109;Totaal;12 tot 18 jaar;First offender;2024;9930
110;Totaal;12 tot 18 jaar;Meerpleger;2014;8230
111;Totaal;12 tot 18 jaar;Meerpleger;2015;7920
112;Totaal;12 tot 18 jaar;Meerpleger;2016;7090
113;Totaal;12 tot 18 jaar;Meerpleger;2017;6210
114;Totaal;12 tot 18 jaar;Meerpleger;2018;5470
115;Totaal;12 tot 18 jaar;Meerpleger;2019;6060
116;Totaal;12 tot 18 jaar;Meerpleger;2020;5510
117;Totaal;12 tot 18 jaar;Meerpleger;2021;4870
118;Totaal;12 tot 18 jaar;Meerpleger;2022;5080
119;Totaal;12 tot 18 jaar;Meerpleger;2023;5110
120;Totaal;12 tot 18 jaar;Meerpleger;2024;4900
121;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2014;1850
122;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2015;1760
123;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2016;1610
124;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2017;1330
125;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2018;1210
126;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2019;1250
127;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2020;1080
128;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2021;1000
129;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2022;960
130;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2023;930
131;Totaal;12 tot 18 jaar;"Veelpleger; totaal";2024;980
132;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2014;460
133;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2015;430
134;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2016;440
135;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2017;340
136;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2018;290
137;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2019;260
138;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2020;250
139;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2021;280
140;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2022;230
141;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2023;220
142;Totaal;12 tot 18 jaar;"Veelpleger; 1 delict in verslagjaar";2024;240
143;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2014;1120
144;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2015;1060
145;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2016;960
146;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2017;790
147;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2018;690
148;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2019;730
149;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2020;620
150;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2021;550
151;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2022;540
152;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2023;540
153;Totaal;12 tot 18 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2024;530
154;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2014;270
155;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2015;280
156;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2016;220
157;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2017;200
158;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2018;230
159;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2019;260
160;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2020;200
161;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2021;160
162;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2022;180
163;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2023;170
164;Totaal;12 tot 18 jaar;"Veelpleger; 6 of meer delicten in jaar";2024;210
165;Totaal;12 tot 18 jaar;Recidive onbekend;2014;120
166;Totaal;12 tot 18 jaar;Recidive onbekend;2015;120
167;Totaal;12 tot 18 jaar;Recidive onbekend;2016;90
168;Totaal;12 tot 18 jaar;Recidive onbekend;2017;50
169;Totaal;12 tot 18 jaar;Recidive onbekend;2018;80
170;Totaal;12 tot 18 jaar;Recidive onbekend;2019;80
171;Totaal;12 tot 18 jaar;Recidive onbekend;2020;40
172;Totaal;12 tot 18 jaar;Recidive onbekend;2021;60
173;Totaal;12 tot 18 jaar;Recidive onbekend;2022;110
174;Totaal;12 tot 18 jaar;Recidive onbekend;2023;90
175;Totaal;12 tot 18 jaar;Recidive onbekend;2024;100
176;Totaal;18 tot 23 jaar;Totaal;2014;35580
177;Totaal;18 tot 23 jaar;Totaal;2015;31420
178;Totaal;18 tot 23 jaar;Totaal;2016;29050
179;Totaal;18 tot 23 jaar;Totaal;2017;26980
180;Totaal;18 tot 23 jaar;Totaal;2018;25680
181;Totaal;18 tot 23 jaar;Totaal;2019;27100
182;Totaal;18 tot 23 jaar;Totaal;2020;26100
183;Totaal;18 tot 23 jaar;Totaal;2021;24330
184;Totaal;18 tot 23 jaar;Totaal;2022;25910
185;Totaal;18 tot 23 jaar;Totaal;2023;23070
186;Totaal;18 tot 23 jaar;Totaal;2024;21620
187;Totaal;18 tot 23 jaar;First offender;2014;12880
188;Totaal;18 tot 23 jaar;First offender;2015;11590
189;Totaal;18 tot 23 jaar;First offender;2016;11110
190;Totaal;18 tot 23 jaar;First offender;2017;10770
191;Totaal;18 tot 23 jaar;First offender;2018;10310
192;Totaal;18 tot 23 jaar;First offender;2019;11200
193;Totaal;18 tot 23 jaar;First offender;2020;10140
194;Totaal;18 tot 23 jaar;First offender;2021;9970
195;Totaal;18 tot 23 jaar;First offender;2022;11740
196;Totaal;18 tot 23 jaar;First offender;2023;10440
197;Totaal;18 tot 23 jaar;First offender;2024;9450
198;Totaal;18 tot 23 jaar;Meerpleger;2014;14030
199;Totaal;18 tot 23 jaar;Meerpleger;2015;12260
200;Totaal;18 tot 23 jaar;Meerpleger;2016;11220
201;Totaal;18 tot 23 jaar;Meerpleger;2017;10310
202;Totaal;18 tot 23 jaar;Meerpleger;2018;9910
203;Totaal;18 tot 23 jaar;Meerpleger;2019;10500
204;Totaal;18 tot 23 jaar;Meerpleger;2020;10440
205;Totaal;18 tot 23 jaar;Meerpleger;2021;9580
206;Totaal;18 tot 23 jaar;Meerpleger;2022;9500
207;Totaal;18 tot 23 jaar;Meerpleger;2023;8440
208;Totaal;18 tot 23 jaar;Meerpleger;2024;7980
209;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2014;7800
210;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2015;6990
211;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2016;6330
212;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2017;5570
213;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2018;5160
214;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2019;5150
215;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2020;5260
216;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2021;4550
217;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2022;4330
218;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2023;3840
219;Totaal;18 tot 23 jaar;"Veelpleger; totaal";2024;3590
220;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2014;3510
221;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2015;3170
222;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2016;2900
223;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2017;2640
224;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2018;2360
225;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2019;2180
226;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2020;2130
227;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2021;1970
228;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2022;1910
229;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2023;1660
230;Totaal;18 tot 23 jaar;"Veelpleger; 1 delict in verslagjaar";2024;1500
231;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2014;3710
232;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2015;3270
233;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2016;2980
234;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2017;2520
235;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2018;2400
236;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2019;2540
237;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2020;2650
238;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2021;2190
239;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2022;2050
240;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2023;1820
241;Totaal;18 tot 23 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2024;1760
242;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2014;580
243;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2015;550
244;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2016;450
245;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2017;410
246;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2018;400
247;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2019;430
248;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2020;490
249;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2021;390
250;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2022;370
251;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2023;360
252;Totaal;18 tot 23 jaar;"Veelpleger; 6 of meer delicten in jaar";2024;320
253;Totaal;18 tot 23 jaar;Recidive onbekend;2014;870
254;Totaal;18 tot 23 jaar;Recidive onbekend;2015;580
255;Totaal;18 tot 23 jaar;Recidive onbekend;2016;390
256;Totaal;18 tot 23 jaar;Recidive onbekend;2017;320
257;Totaal;18 tot 23 jaar;Recidive onbekend;2018;300
258;Totaal;18 tot 23 jaar;Recidive onbekend;2019;250
259;Totaal;18 tot 23 jaar;Recidive onbekend;2020;260
260;Totaal;18 tot 23 jaar;Recidive onbekend;2021;240
261;Totaal;18 tot 23 jaar;Recidive onbekend;2022;350
262;Totaal;18 tot 23 jaar;Recidive onbekend;2023;360
263;Totaal;18 tot 23 jaar;Recidive onbekend;2024;610
264;Totaal;23 tot 45 jaar;Totaal;2014;104630
265;Totaal;23 tot 45 jaar;Totaal;2015;95090
266;Totaal;23 tot 45 jaar;Totaal;2016;88600
267;Totaal;23 tot 45 jaar;Totaal;2017;82260
268;Totaal;23 tot 45 jaar;Totaal;2018;80680
269;Totaal;23 tot 45 jaar;Totaal;2019;80840
270;Totaal;23 tot 45 jaar;Totaal;2020;74990
271;Totaal;23 tot 45 jaar;Totaal;2021;69870
272;Totaal;23 tot 45 jaar;Totaal;2022;78040
273;Totaal;23 tot 45 jaar;Totaal;2023;76840
274;Totaal;23 tot 45 jaar;Totaal;2024;72320
275;Totaal;23 tot 45 jaar;First offender;2014;29060
276;Totaal;23 tot 45 jaar;First offender;2015;26240
277;Totaal;23 tot 45 jaar;First offender;2016;24090
278;Totaal;23 tot 45 jaar;First offender;2017;22560
279;Totaal;23 tot 45 jaar;First offender;2018;22300
280;Totaal;23 tot 45 jaar;First offender;2019;22300
281;Totaal;23 tot 45 jaar;First offender;2020;19140
282;Totaal;23 tot 45 jaar;First offender;2021;17910
283;Totaal;23 tot 45 jaar;First offender;2022;22350
284;Totaal;23 tot 45 jaar;First offender;2023;22350
285;Totaal;23 tot 45 jaar;First offender;2024;20120
286;Totaal;23 tot 45 jaar;Meerpleger;2014;35580
287;Totaal;23 tot 45 jaar;Meerpleger;2015;31910
288;Totaal;23 tot 45 jaar;Meerpleger;2016;29340
289;Totaal;23 tot 45 jaar;Meerpleger;2017;26980
290;Totaal;23 tot 45 jaar;Meerpleger;2018;26180
291;Totaal;23 tot 45 jaar;Meerpleger;2019;26160
292;Totaal;23 tot 45 jaar;Meerpleger;2020;24590
293;Totaal;23 tot 45 jaar;Meerpleger;2021;22710
294;Totaal;23 tot 45 jaar;Meerpleger;2022;25220
295;Totaal;23 tot 45 jaar;Meerpleger;2023;24660
296;Totaal;23 tot 45 jaar;Meerpleger;2024;23270
297;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2014;37570
298;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2015;35210
299;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2016;33770
300;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2017;31610
301;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2018;31000
302;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2019;31230
303;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2020;30470
304;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2021;28420
305;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2022;29320
306;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2023;28590
307;Totaal;23 tot 45 jaar;"Veelpleger; totaal";2024;27700
308;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2014;21990
309;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2015;20990
310;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2016;20360
311;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2017;19300
312;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2018;18760
313;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2019;18510
314;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2020;17710
315;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2021;16800
316;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2022;17190
317;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2023;16360
318;Totaal;23 tot 45 jaar;"Veelpleger; 1 delict in verslagjaar";2024;16080
319;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2014;13690
320;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2015;12440
321;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2016;11810
322;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2017;10860
323;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2018;10740
324;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2019;11090
325;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2020;10940
326;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2021;10160
327;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2022;10390
328;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2023;10350
329;Totaal;23 tot 45 jaar;"Veelpleger; 2-5 delicten in verslagjaar";2024;10020
330;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2014;1890
331;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2015;1790
332;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2016;1600
333;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2017;1450
334;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2018;1500
335;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2019;1630
336;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2020;1820
337;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2021;1450
338;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2022;1740
339;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2023;1880
340;Totaal;23 tot 45 jaar;"Veelpleger; 6 of meer delicten in jaar";2024;1600
341;Totaal;23 tot 45 jaar;Recidive onbekend;2014;2420
342;Totaal;23 tot 45 jaar;Recidive onbekend;2015;1730
343;Totaal;23 tot 45 jaar;Recidive onbekend;2016;1400
344;Totaal;23 tot 45 jaar;Recidive onbekend;2017;1110
345;Totaal;23 tot 45 jaar;Recidive onbekend;2018;1200
346;Totaal;23 tot 45 jaar;Recidive onbekend;2019;1150
347;Totaal;23 tot 45 jaar;Recidive onbekend;2020;780
348;Totaal;23 tot 45 jaar;Recidive onbekend;2021;830
349;Totaal;23 tot 45 jaar;Recidive onbekend;2022;1150
350;Totaal;23 tot 45 jaar;Recidive onbekend;2023;1240
351;Totaal;23 tot 45 jaar;Recidive onbekend;2024;1240
352;Totaal;45 tot 65 jaar;Totaal;2014;44270
353;Totaal;45 tot 65 jaar;Totaal;2015;41040
354;Totaal;45 tot 65 jaar;Totaal;2016;38840
355;Totaal;45 tot 65 jaar;Totaal;2017;35640
356;Totaal;45 tot 65 jaar;Totaal;2018;34320
357;Totaal;45 tot 65 jaar;Totaal;2019;33240
358;Totaal;45 tot 65 jaar;Totaal;2020;29600
359;Totaal;45 tot 65 jaar;Totaal;2021;26960
360;Totaal;45 tot 65 jaar;Totaal;2022;28190
361;Totaal;45 tot 65 jaar;Totaal;2023;27500
362;Totaal;45 tot 65 jaar;Totaal;2024;25660
363;Totaal;45 tot 65 jaar;First offender;2014;16580
364;Totaal;45 tot 65 jaar;First offender;2015;14390
365;Totaal;45 tot 65 jaar;First offender;2016;13050
366;Totaal;45 tot 65 jaar;First offender;2017;11470
367;Totaal;45 tot 65 jaar;First offender;2018;10660
368;Totaal;45 tot 65 jaar;First offender;2019;10020
369;Totaal;45 tot 65 jaar;First offender;2020;8370
370;Totaal;45 tot 65 jaar;First offender;2021;7710
371;Totaal;45 tot 65 jaar;First offender;2022;8180
372;Totaal;45 tot 65 jaar;First offender;2023;7800
373;Totaal;45 tot 65 jaar;First offender;2024;6910
374;Totaal;45 tot 65 jaar;Meerpleger;2014;13690
375;Totaal;45 tot 65 jaar;Meerpleger;2015;12770
376;Totaal;45 tot 65 jaar;Meerpleger;2016;12020
377;Totaal;45 tot 65 jaar;Meerpleger;2017;10990
378;Totaal;45 tot 65 jaar;Meerpleger;2018;10450
379;Totaal;45 tot 65 jaar;Meerpleger;2019;10300
380;Totaal;45 tot 65 jaar;Meerpleger;2020;8940
381;Totaal;45 tot 65 jaar;Meerpleger;2021;8100
382;Totaal;45 tot 65 jaar;Meerpleger;2022;8580
383;Totaal;45 tot 65 jaar;Meerpleger;2023;8040
384;Totaal;45 tot 65 jaar;Meerpleger;2024;7410
385;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2014;13480
386;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2015;13440
387;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2016;13350
388;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2017;12820
389;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2018;12840
390;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2019;12600
391;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2020;12060
392;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2021;10930
393;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2022;11120
394;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2023;11350
395;Totaal;45 tot 65 jaar;"Veelpleger; totaal";2024;11010
396;Totaal;45 tot 65 jaar;"Veelpleger; 1 delict in verslagjaar";2014;9020
397;Totaal;45 tot 65 jaar;"Veelpleger; 1 delict in verslagjaar";2015;9100
